00VS               20080711                                                                                   
0601VSB0d       20080101002960100000010000 0000000000002761   
0601VSB0d       20080101002970100000010000 0000000000002764   
0601VSB0d       20080101002980100000010000 0000000000002767   
0601VSB0d       20080101002990100000010000 0000000000002770   
0601VSB0d       20080101003000100000010000 0000000000002772   
0601VSB0d       20080101003010100000010000 0000000000002775   
0601VSB0d       20080101003020100000010000 0000000000002778   
0601VSB0d       20080101003030100000010000 0000000000002781   
0601VSB0d       20080101003040100000010000 0000000000002783   
0601VSB0d       20080101003050100000010000 0000000000002786   
0601VSB0d       20080101003060100000010000 0000000000002789   
0601VSB0d       20080101003070100000010000 0000000000002791   
0601VSB0d       20080101003080100000010000 0000000000002794   
0601VSB0d       20080101003090100000010000 0000000000002796   
0601VSB0d       20080101003100100000010000 0000000000002799   
0601VSB0d       20080101003110100000010000 0000000000002801   
0601VSB0d       20080101003120100000010000 0000000000002804   
0601VSB0d       20080101003130100000010000 0000000000002807   
0601VSB0d       20080101003140100000010000 0000000000002810   
0601VSB0d       20080101003150100000010000 0000000000002812   
0601VSB0d       20080101003160100000010000 0000000000002814   
0601VSB0d       20080101003170100000010000 0000000000002817   
0601VSB0d       20080101003180100000010000 0000000000002820   
0601VSB0d       20080101003190100000010000 0000000000002822   
0601VSB0d       20080101003200100000010000 0000000000002824   
0601VSB0d       20080101003210100000010000 0000000000002827   
0601VSB0d       20080101003220100000010000 0000000000002829   
0601VSB0d       20080101003230100000010000 0000000000002831   
0601VSB0d       20080101003240100000010000 0000000000002834   
0601VSB0d       20080101003250100000010000 0000000000002837   
0601VSB0d       20080101003260100000010000 0000000000002838   
0601VSB0d       20080101003270100000010000 0000000000002841   
0601VSB0d       20080101003280100000010000 0000000000002843   
0601VSB0d       20080101003290100000010000 0000000000002846   
0601VSB0d       20080101003300100000010000 0000000000002848   
0601VSB0d       20080101003310100000010000 0000000000002851   
0601VSB0d       20080101003320100000010000 0000000000002853   
0601VSB0d       20080101003330100000010000 0000000000002855   
0601VSB0d       20080101003340100000010000 0000000000002857   
0601VSB0d       20080101003350100000010000 0000000000002860   
0601VSB0d       20080101003360100000010000 0000000000002862   
0601VSB0d       20080101003370100000010000 0000000000002864   
0601VSB0d       20080101003380100000010000 0000000000002866   
0601VSB0d       20080101003390100000010000 0000000000002868   
0601VSB0d       20080101003400100000010000 0000000000002871   
0601VSB0d       20080101003410100000010000 0000000000002873   
0601VSB0d       20080101003420100000010000 0000000000002875   
0601VSB0d       20080101003430100000010000 0000000000002877   
0601VSB0d       20080101003440100000010000 0000000000002879   
0601VSB0d       20080101003450100000010000 0000000000002881   
0601VSB0d       20080101003460100000010000 0000000000002883   
0601VSB0d       20080101003470100000010000 0000000000002885   
0601VSB0d       20080101003480100000010000 0000000000002887   
0601VSB0d       20080101003490100000010000 0000000000002888   
0601VSB0d       20080101003500100000010000 0000000000002890   
0601VSB0d       20080101003510100000010000 0000000000002892   
0601VSB0d       20080101003520100000010000 0000000000002893   
0601VSB0d       20080101003530100000010000 0000000000002895   
0601VSB0d       20080101003540100000010000 0000000000002897   
0601VSB0d       20080101003550100000010000 0000000000002899   
0601VSB0d       20080101003560100000010000 0000000000002901   
0601VSB0d       20080101003570100000010000 0000000000002903   
0601VSB0d       20080101003580100000010000 0000000000002904   
0601VSB0d       20080101003590100000010000 0000000000002906   
0601VSB0d       20080101003600100000010000 0000000000002908   
0601VSB0d       20080101003610100000010000 0000000000002910   
0601VSB0d       20080101003620100000010000 0000000000002911   
0601VSB0d       20080101003630100000010000 0000000000002913   
0601VSB0d       20080101003640100000010000 0000000000002915   
0601VSB0d       20080101003650100000010000 0000000000002917   
0601VSB0d       20080101003660100000010000 0000000000002918   
0601VSB0d       20080101003670100000010000 0000000000002920   
0601VSB0d       20080101003680100000010000 0000000000002921   
0601VSB0d       20080101003690100000010000 0000000000002923   
0601VSB0d       20080101003700100000010000 0000000000002925   
0601VSB0d       20080101003710100000010000 0000000000002926   
0601VSB0d       20080101003720100000010000 0000000000002928   
0601VSB0d       20080101003730100000010000 0000000000002930   
0601VSB0d       20080101003740100000010000 0000000000002931   
0601VSB0d       20080101003750100000010000 0000000000002933   
0601VSB0d       20080101003760100000010000 0000000000002935   
0601VSB0d       20080101003770100000010000 0000000000002936   
0601VSB0d       20080101003780100000010000 0000000000002938   
0601VSB0d       20080101003790100000010000 0000000000002939   
0601VSB0d       20080101003800100000010000 0000000000002941   
0601VSB0d       20080101003810100000010000 0000000000002942   
0601VSB0d       20080101003820100000010000 0000000000002944   
0601VSB0d       20080101003830100000010000 0000000000002945   
0601VSB0d       20080101003840100000010000 0000000000002947   
0601VSB0d       20080101003850100000010000 0000000000002949   
0601VSB0d       20080101003860100000010000 0000000000002950   
0601VSB0d       20080101003870100000010000 0000000000002951   
0601VSB0d       20080101003880100000010000 0000000000002953   
0601VSB0d       20080101003890100000010000 0000000000002955   
0601VSB0d       20080101003900100000010000 0000000000002956   
0601VSB0d       20080101003910100000010000 0000000000002957   
0601VSB0d       20080101003920100000010000 0000000000002959   
0601VSB0d       20080101003930100000010000 0000000000002961   
0601VSB0d       20080101003940100000010000 0000000000002962   
0601VSB0d       20080101003950100000010000 0000000000002963   
0601VSB0d       20080101003960100000010000 0000000000002965   
0601VSB0d       20080101003970100000010000 0000000000002966   
0601VSB0d       20080101003980100000010000 0000000000002967   
0601VSB0d       20080101003990100000010000 0000000000002969   
0601VSB0d       20080101004000100000010000 0000000000002970   
0601VSB0d       20080101004010100000010000 0000000000002972   
0601VSB0d       20080101004020100000010000 0000000000002973   
0601VSB0d       20080101004030100000010000 0000000000002975   
0601VSB0d       20080101004040100000010000 0000000000002976   
0601VSB0d       20080101004050100000010000 0000000000002977   
0601VSB0d       20080101004060100000010000 0000000000002979   
0601VSB0d       20080101004070100000010000 0000000000002980   
0601VSB0d       20080101004080100000010000 0000000000002982   
0601VSB0d       20080101004090100000010000 0000000000002983   
0601VSB0d       20080101004100100000010000 0000000000002984   
0601VSB0d       20080101004110100000010000 0000000000002985   
0601VSB0d       20080101004120100000010000 0000000000002987   
0601VSB0d       20080101004130100000010000 0000000000002988   
0601VSB0d       20080101004140100000010000 0000000000002990   
0601VSB0d       20080101004150100000010000 0000000000002991   
0601VSB0d       20080101004160100000010000 0000000000002992   
0601VSB0d       20080101004170100000010000 0000000000002993   
0601VSB0d       20080101004180100000010000 0000000000002995   
0601VSB0d       20080101004190100000010000 0000000000002996   
0601VSB0d       20080101004200100000010000 0000000000002997   
0601VSB0d       20080101004210100000010000 0000000000002998   
0601VSB0d       20080101004220100000010000 0000000000003000   
0601VSB0d       20080101004230100000010000 0000000000003001   
0601VSB0d       20080101004240100000010000 0000000000003002   
0601VSB0d       20080101004250100000010000 0000000000003004   
0601VSB0d       20080101004260100000010000 0000000000003005   
0601VSB0d       20080101004270100000010000 0000000000003006   
0601VSB0d       20080101004280100000010000 0000000000003007   
0601VSB0d       20080101004290100000010000 0000000000003009   
0601VSB0d       20080101004300100000010000 0000000000003010   
0601VSB0d       20080101004310100000010000 0000000000003011   
0601VSB0d       20080101004320100000010000 0000000000003012   
0601VSB0d       20080101004330100000010000 0000000000003013   
0601VSB0d       20080101004340100000010000 0000000000003015   
0601VSB0d       20080101004350100000010000 0000000000003015   
0601VSB0d       20080101004360100000010000 0000000000003017   
0601VSB0d       20080101004370100000010000 0000000000003018   
0601VSB0d       20080101004380100000010000 0000000000003019   
0601VSB0d       20080101004390100000010000 0000000000003020   
0601VSB0d       20080101004400100000010000 0000000000003022   
0601VSB0d       20080101004410100000010000 0000000000003023   
0601VSB0d       20080101004420100000010000 0000000000003024   
0601VSB0d       20080101004430100000010000 0000000000003025   
0601VSB0d       20080101004440100000010000 0000000000003026   
0601VSB0d       20080101004450100000010000 0000000000003027   
0601VSB0d       20080101004460100000010000 0000000000003028   
0601VSB0d       20080101004470100000010000 0000000000003029   
0601VSB0d       20080101004480100000010000 0000000000003031   
0601VSB0d       20080101004490100000010000 0000000000003032   
0601VSB0d       20080101004500100000010000 0000000000003033   
0601VSB0d       20080101004510100000010000 0000000000003034   
0601VSB0d       20080101004520100000010000 0000000000003035   
0601VSB0d       20080101004530100000010000 0000000000003036   
0601VSB0d       20080101004540100000010000 0000000000003037   
0601VSB0d       20080101004550100000010000 0000000000003038   
0601VSB0d       20080101004560100000010000 0000000000003039   
0601VSB0d       20080101004570100000010000 0000000000003041   
0601VSB0d       20080101004580100000010000 0000000000003042   
0601VSB0d       20080101004590100000010000 0000000000003043   
0601VSB0d       20080101004600100000010000 0000000000003044   
0601VSB0d       20080101004610100000010000 0000000000003045   
0601VSB0d       20080101004620100000010000 0000000000003046   
0601VSB0d       20080101004630100000010000 0000000000003047   
0601VSB0d       20080101004640100000010000 0000000000003048   
0601VSB0d       20080101004650100000010000 0000000000003049   
0601VSB0d       20080101004660100000010000 0000000000003050   
0601VSB0d       20080101004670100000010000 0000000000003051   
0601VSB0d       20080101004680100000010000 0000000000003052   
0601VSB0d       20080101004690100000010000 0000000000003053   
0601VSB0d       20080101004700100000010000 0000000000003054   
0601VSB0d       20080101004710100000010000 0000000000003055   
0601VSB0d       20080101004720100000010000 0000000000003056   
0601VSB0d       20080101004730100000010000 0000000000003057   
0601VSB0d       20080101004740100000010000 0000000000003058   
0601VSB0d       20080101004750100000010000 0000000000003059   
0601VSB0d       20080101004760100000010000 0000000000003060   
0601VSB0d       20080101004770100000010000 0000000000003061   
0601VSB0d       20080101004780100000010000 0000000000003062   
0601VSB0d       20080101004790100000010000 0000000000003063   
0601VSB0d       20080101004800100000010000 0000000000003064   
0601VSB0d       20080101004810100000010000 0000000000003065   
0601VSB0d       20080101004820100000010000 0000000000003066   
0601VSB0d       20080101004830100000010000 0000000000003067   
0601VSB0d       20080101004840100000010000 0000000000003068   
0601VSB0d       20080101004850100000010000 0000000000003069   
0601VSB0d       20080101004860100000010000 0000000000003070   
0601VSB0d       20080101004870100000010000 0000000000003071   
0601VSB0d       20080101004880100000010000 0000000000003072   
0601VSB0d       20080101004890100000010000 0000000000003073   
0601VSB0d       20080101004900100000010000 0000000000003074   
0601VSB0d       20080101004910100000010000 0000000000003075   
0601VSB0d       20080101004920100000010000 0000000000003075   
0601VSB0d       20080101004930100000010000 0000000000003076   
0601VSB0d       20080101004940100000010000 0000000000003077   
0601VSB0d       20080101004950100000010000 0000000000003078   
0601VSB0d       20080101004960100000010000 0000000000003079   
0601VSB0d       20080101004970100000010000 0000000000003080   
0601VSB0d       20080101004980100000010000 0000000000003081   
0601VSB0d       20080101004990100000010000 0000000000003082   
0601VSB0d       20080101005000100000010000 0000000000003083   
0601VSB1d       20080101000000100000050000 0100000000000000   
0601VSB1d       20080101000050100000010000 0100000000000000   
0601VSB1d       20080101000060100000010000 0100000000000000   
0601VSB1d       20080101000070100000010000 0100000000000000   
0601VSB1d       20080101000080100000010000 0100000000000000   
0601VSB1d       20080101000090100000010000 0100000000000000   
0601VSB1d       20080101000100100000010000 0100000000000000   
0601VSB1d       20080101000110100000010000 0100000000000000   
0601VSB1d       20080101000120100000010000 0100000000000000   
0601VSB1d       20080101000130100000010000 0100000000000000   
0601VSB1d       20080101000140100000010000 0100000000000000   
0601VSB1d       20080101000150100000010000 0100000000000000   
0601VSB1d       20080101000160100000010000 0100000000000000   
0601VSB1d       20080101000170100000010000 0100000000000000   
0601VSB1d       20080101000180100000010000 0100000000000000   
0601VSB1d       20080101000190100000010000 0100000000000000   
0601VSB1d       20080101000200100000010000 0100000000000000   
0601VSB1d       20080101000210100000010000 0100000000000000   
0601VSB1d       20080101000220100000010000 0100000000000000   
0601VSB1d       20080101000230100000010000 0100000000000000   
0601VSB1d       20080101000240100000010000 0100000000000000   
0601VSB1d       20080101000250100000010000 0100000000000000   
0601VSB1d       20080101000260100000010000 0100000000000000   
0601VSB1d       20080101000270100000010000 0100000000000000   
0601VSB1d       20080101000280100000010000 0100000000000000   
0601VSB1d       20080101000290100000010000 0100000000000000   
0601VSB1d       20080101000300100000010000 0100000000000006   
0601VSB1d       20080101000310100000010000 0100000000000023   
0601VSB1d       20080101000320100000010000 0100000000000042   
0601VSB1d       20080101000330100000010000 0100000000000059   
0601VSB1d       20080101000340100000010000 0100000000000075   
0601VSB1d       20080101000350100000010000 0100000000000093   
0601VSB1d       20080101000360100000010000 0100000000000108   
0601VSB1d       20080101000370100000010000 0100000000000125   
0601VSB1d       20080101000380100000010000 0100000000000140   
0601VSB1d       20080101000390100000010000 0100000000000169   
0601VSB1d       20080101000400100000010000 0100000000000197   
0601VSB1d       20080101000410100000010000 0100000000000227   
0601VSB1d       20080101000420100000010000 0100000000000254   
0601VSB1d       20080101000430100000010000 0100000000000288   
0601VSB1d       20080101000440100000010000 0100000000000312   
0601VSB1d       20080101000450100000010000 0100000000000333   
0601VSB1d       20080101000460100000010000 0100000000000356   
0601VSB1d       20080101000470100000010000 0100000000000376   
0601VSB1d       20080101000480100000010000 0100000000000398   
0601VSB1d       20080101000490100000010000 0100000000000417   
0601VSB1d       20080101000500100000010000 0100000000000437   
0601VSB1d       20080101000510100000010000 0100000000000451   
0601VSB1d       20080101000520100000010000 0100000000000467   
0601VSB1d       20080101000530100000010000 0100000000000481   
0601VSB1d       20080101000540100000010000 0100000000000494   
0601VSB1d       20080101000550100000010000 0100000000000508   
0601VSB1d       20080101000560100000010000 0100000000000521   
0601VSB1d       20080101000570100000010000 0100000000000533   
0601VSB1d       20080101000580100000010000 0100000000000545   
0601VSB1d       20080101000590100000010000 0100000000000557   
0601VSB1d       20080101000600100000010000 0100000000000569   
0601VSB1d       20080101000610100000010000 0100000000000581   
0601VSB1d       20080101000620100000010000 0100000000000593   
0601VSB1d       20080101000630100000010000 0100000000000608   
0601VSB1d       20080101000640100000010000 0100000000000621   
0601VSB1d       20080101000650100000010000 0100000000000634   
0601VSB1d       20080101000660100000010000 0100000000000646   
0601VSB1d       20080101000670100000010000 0100000000000658   
0601VSB1d       20080101000680100000010000 0100000000000670   
0601VSB1d       20080101000690100000010000 0100000000000682   
0601VSB1d       20080101000700100000010000 0100000000000695   
0601VSB1d       20080101000710100000010000 0100000000000706   
0601VSB1d       20080101000720100000010000 0100000000000718   
0601VSB1d       20080101000730100000010000 0100000000000729   
0601VSB1d       20080101000740100000010000 0100000000000742   
0601VSB1d       20080101000750100000010000 0100000000000753   
0601VSB1d       20080101000760100000010000 0100000000000764   
0601VSB1d       20080101000770100000010000 0100000000000775   
0601VSB1d       20080101000780100000010000 0100000000000786   
0601VSB1d       20080101000790100000010000 0100000000000797   
0601VSB1d       20080101000800100000010000 0100000000000808   
0601VSB1d       20080101000810100000010000 0100000000000819   
0601VSB1d       20080101000820100000010000 0100000000000829   
0601VSB1d       20080101000830100000010000 0100000000000839   
0601VSB1d       20080101000840100000010000 0100000000000850   
0601VSB1d       20080101000850100000010000 0100000000000860   
0601VSB1d       20080101000860100000010000 0100000000000872   
0601VSB1d       20080101000870100000010000 0100000000000882   
0601VSB1d       20080101000880100000010000 0100000000000892   
0601VSB1d       20080101000890100000010000 0100000000000901   
0601VSB1d       20080101000900100000010000 0100000000000911   
0601VSB1d       20080101000910100000010000 0100000000000921   
0601VSB1d       20080101000920100000010000 0100000000000931   
0601VSB1d       20080101000930100000010000 0100000000000941   
0601VSB1d       20080101000940100000010000 0100000000000950   
0601VSB1d       20080101000950100000010000 0100000000000960   
0601VSB1d       20080101000960100000010000 0100000000000969   
0601VSB1d       20080101000970100000010000 0100000000000978   
0601VSB1d       20080101000980100000010000 0100000000000989   
0601VSB1d       20080101000990100000010000 0100000000000999   
0601VSB1d       20080101001000100000010000 0100000000001008   
0601VSB1d       20080101001010100000010000 0100000000001018   
0601VSB1d       20080101001020100000010000 0100000000001028   
0601VSB1d       20080101001030100000010000 0100000000001038   
0601VSB1d       20080101001040100000010000 0100000000001048   
0601VSB1d       20080101001050100000010000 0100000000001058   
0601VSB1d       20080101001060100000010000 0100000000001070   
0601VSB1d       20080101001070100000010000 0100000000001081   
0601VSB1d       20080101001080100000010000 0100000000001091   
0601VSB1d       20080101001090100000010000 0100000000001103   
0601VSB1d       20080101001100100000010000 0100000000001114   
0601VSB1d       20080101001110100000010000 0100000000001125   
0601VSB1d       20080101001120100000010000 0100000000001136   
0601VSB1d       20080101001130100000010000 0100000000001148   
0601VSB1d       20080101001140100000010000 0100000000001159   
0601VSB1d       20080101001150100000010000 0100000000001171   
0601VSB1d       20080101001160100000010000 0100000000001181   
0601VSB1d       20080101001170100000010000 0100000000001193   
0601VSB1d       20080101001180100000010000 0100000000001204   
0601VSB1d       20080101001190100000010000 0100000000001215   
0601VSB1d       20080101001200100000010000 0100000000001224   
0601VSB1d       20080101001210100000010000 0100000000001235   
0601VSB1d       20080101001220100000010000 0100000000001246   
0601VSB1d       20080101001230100000010000 0100000000001258   
0601VSB1d       20080101001240100000010000 0100000000001268   
0601VSB1d       20080101001250100000010000 0100000000001279   
0601VSB1d       20080101001260100000010000 0100000000001295   
0601VSB1d       20080101001270100000010000 0100000000001310   
0601VSB1d       20080101001280100000010000 0100000000001329   
0601VSB1d       20080101001290100000010000 0100000000001347   
0601VSB1d       20080101001300100000010000 0100000000001366   
0601VSB1d       20080101001310100000010000 0100000000001382   
0601VSB1d       20080101001320100000010000 0100000000001400   
0601VSB1d       20080101001330100000010000 0100000000001418   
0601VSB1d       20080101001340100000010000 0100000000001436   
0601VSB1d       20080101001350100000010000 0100000000001452   
0601VSB1d       20080101001360100000010000 0100000000001469   
0601VSB1d       20080101001370100000010000 0100000000001487   
0601VSB1d       20080101001380100000010000 0100000000001505   
0601VSB1d       20080101001390100000010000 0100000000001521   
0601VSB1d       20080101001400100000010000 0100000000001538   
0601VSB1d       20080101001410100000010000 0100000000001555   
0601VSB1d       20080101001420100000010000 0100000000001571   
0601VSB1d       20080101001430100000010000 0100000000001588   
0601VSB1d       20080101001440100000010000 0100000000001604   
0601VSB1d       20080101001450100000010000 0100000000001622   
0601VSB1d       20080101001460100000010000 0100000000001638   
0601VSB1d       20080101001470100000010000 0100000000001656   
0601VSB1d       20080101001480100000010000 0100000000001673   
0601VSB1d       20080101001490100000010000 0100000000001692   
0601VSB1d       20080101001500100000010000 0100000000001706   
0601VSB1d       20080101001510100000010000 0100000000001719   
0601VSB1d       20080101001520100000010000 0100000000001732   
0601VSB1d       20080101001530100000010000 0100000000001746   
0601VSB1d       20080101001540100000010000 0100000000001757   
0601VSB1d       20080101001550100000010000 0100000000001770   
0601VSB1d       20080101001560100000010000 0100000000001782   
0601VSB1d       20080101001570100000010000 0100000000001794   
0601VSB1d       20080101001580100000010000 0100000000001806   
0601VSB1d       20080101001590100000010000 0100000000001818   
0601VSB1d       20080101001600100000010000 0100000000001830   
0601VSB1d       20080101001610100000010000 0100000000001841   
0601VSB1d       20080101001620100000010000 0100000000001853   
0601VSB1d       20080101001630100000010000 0100000000001865   
0601VSB1d       20080101001640100000010000 0100000000001877   
0601VSB1d       20080101001650100000010000 0100000000001887   
0601VSB1d       20080101001660100000010000 0100000000001898   
0601VSB1d       20080101001670100000010000 0100000000001909   
0601VSB1d       20080101001680100000010000 0100000000001920   
0601VSB1d       20080101001690100000010000 0100000000001930   
0601VSB1d       20080101001700100000010000 0100000000001940   
0601VSB1d       20080101001710100000010000 0100000000001950   
0601VSB1d       20080101001720100000010000 0100000000001960   
0601VSB1d       20080101001730100000010000 0100000000001970   
0601VSB1d       20080101001740100000010000 0100000000001980   
0601VSB1d       20080101001750100000010000 0100000000001990   
0601VSB1d       20080101001760100000010000 0100000000001999   
0601VSB1d       20080101001770100000010000 0100000000002009   
0601VSB1d       20080101001780100000010000 0100000000002019   
0601VSB1d       20080101001790100000010000 0100000000002028   
0601VSB1d       20080101001800100000010000 0100000000002037   
0601VSB1d       20080101001810100000010000 0100000000002046   
0601VSB1d       20080101001820100000010000 0100000000002056   
0601VSB1d       20080101001830100000010000 0100000000002065   
0601VSB1d       20080101001840100000010000 0100000000002073   
0601VSB1d       20080101001850100000010000 0100000000002081   
0601VSB1d       20080101001860100000010000 0100000000002089   
0601VSB1d       20080101001870100000010000 0100000000002097   
0601VSB1d       20080101001880100000010000 0100000000002105   
0601VSB1d       20080101001890100000010000 0100000000002113   
0601VSB1d       20080101001900100000010000 0100000000002121   
0601VSB1d       20080101001910100000010000 0100000000002128   
0601VSB1d       20080101001920100000010000 0100000000002137   
0601VSB1d       20080101001930100000010000 0100000000002144   
0601VSB1d       20080101001940100000010000 0100000000002152   
0601VSB1d       20080101001950100000010000 0100000000002159   
0601VSB1d       20080101001960100000010000 0100000000002166   
0601VSB1d       20080101001970100000010000 0100000000002174   
0601VSB1d       20080101001980100000010000 0100000000002182   
0601VSB1d       20080101001990100000010000 0100000000002188   
0601VSB1d       20080101002000100000010000 0100000000002195   
0601VSB1d       20080101002010100000010000 0100000000002203   
0601VSB1d       20080101002020100000010000 0100000000002209   
0601VSB1d       20080101002030100000010000 0100000000002217   
0601VSB1d       20080101002040100000010000 0100000000002224   
0601VSB1d       20080101002050100000010000 0100000000002231   
0601VSB1d       20080101002060100000010000 0100000000002237   
0601VSB1d       20080101002070100000010000 0100000000002244   
0601VSB1d       20080101002080100000010000 0100000000002251   
0601VSB1d       20080101002090100000010000 0100000000002258   
0601VSB1d       20080101002100100000010000 0100000000002264   
0601VSB1d       20080101002110100000010000 0100000000002271   
0601VSB1d       20080101002120100000010000 0100000000002277   
0601VSB1d       20080101002130100000010000 0100000000002284   
0601VSB1d       20080101002140100000010000 0100000000002290   
0601VSB1d       20080101002150100000010000 0100000000002296   
0601VSB1d       20080101002160100000010000 0100000000002303   
0601VSB1d       20080101002170100000010000 0100000000002310   
0601VSB1d       20080101002180100000010000 0100000000002315   
0601VSB1d       20080101002190100000010000 0100000000002321   
0601VSB1d       20080101002200100000010000 0100000000002328   
0601VSB1d       20080101002210100000010000 0100000000002333   
0601VSB1d       20080101002220100000010000 0100000000002340   
0601VSB1d       20080101002230100000010000 0100000000002346   
0601VSB1d       20080101002240100000010000 0100000000002352   
0601VSB1d       20080101002250100000010000 0100000000002357   
0601VSB1d       20080101002260100000010000 0100000000002364   
0601VSB1d       20080101002270100000010000 0100000000002369   
0601VSB1d       20080101002280100000010000 0100000000002376   
0601VSB1d       20080101002290100000010000 0100000000002381   
0601VSB1d       20080101002300100000010000 0100000000002386   
0601VSB1d       20080101002310100000010000 0100000000002392   
0601VSB1d       20080101002320100000010000 0100000000002398   
0601VSB1d       20080101002330100000010000 0100000000002403   
0601VSB1d       20080101002340100000010000 0100000000002409   
0601VSB1d       20080101002350100000010000 0100000000002415   
0601VSB1d       20080101002360100000010000 0100000000002420   
0601VSB1d       20080101002370100000010000 0100000000002425   
0601VSB1d       20080101002380100000010000 0100000000002431   
0601VSB1d       20080101002390100000010000 0100000000002436   
0601VSB1d       20080101002400100000010000 0100000000002441   
0601VSB1d       20080101002410100000010000 0100000000002447   
0601VSB1d       20080101002420100000010000 0100000000002452   
0601VSB1d       20080101002430100000010000 0100000000002458   
0601VSB1d       20080101002440100000010000 0100000000002462   
0601VSB1d       20080101002450100000010000 0100000000002467   
0601VSB1d       20080101002460100000010000 0100000000002473   
0601VSB1d       20080101002470100000010000 0100000000002478   
0601VSB1d       20080101002480100000010000 0100000000002483   
0601VSB1d       20080101002490100000010000 0100000000002488   
0601VSB1d       20080101002500100000010000 0100000000002493   
0601VSB1d       20080101002510100000010000 0100000000002497   
0601VSB1d       20080101002520100000010000 0100000000002503   
0601VSB1d       20080101002530100000010000 0100000000002507   
0601VSB1d       20080101002540100000010000 0100000000002513   
0601VSB1d       20080101002550100000010000 0100000000002517   
0601VSB1d       20080101002560100000010000 0100000000002522   
0601VSB1d       20080101002570100000010000 0100000000002527   
0601VSB1d       20080101002580100000010000 0100000000002532   
0601VSB1d       20080101002590100000010000 0100000000002536   
0601VSB1d       20080101002600100000010000 0100000000002541   
0601VSB1d       20080101002610100000010000 0100000000002546   
0601VSB1d       20080101002620100000010000 0100000000002551   
0601VSB1d       20080101002630100000010000 0100000000002555   
0601VSB1d       20080101002640100000010000 0100000000002559   
0601VSB1d       20080101002650100000010000 0100000000002563   
0601VSB1d       20080101002660100000010000 0100000000002567   
0601VSB1d       20080101002670100000010000 0100000000002572   
0601VSB1d       20080101002680100000010000 0100000000002576   
0601VSB1d       20080101002690100000010000 0100000000002580   
0601VSB1d       20080101002700100000010000 0100000000002584   
0601VSB1d       20080101002710100000010000 0100000000002588   
0601VSB1d       20080101002720100000010000 0100000000002592   
0601VSB1d       20080101002730100000010000 0100000000002596   
0601VSB1d       20080101002740100000010000 0100000000002600   
0601VSB1d       20080101002750100000010000 0100000000002603   
0601VSB1d       20080101002760100000010000 0100000000002608   
0601VSB1d       20080101002770100000010000 0100000000002612   
0601VSB1d       20080101002780100000010000 0100000000002615   
0601VSB1d       20080101002790100000010000 0100000000002619   
0601VSB1d       20080101002800100000010000 0100000000002623   
0601VSB1d       20080101002810100000010000 0100000000002626   
0601VSB1d       20080101002820100000010000 0100000000002631   
0601VSB1d       20080101002830100000010000 0100000000002634   
0601VSB1d       20080101002840100000010000 0100000000002638   
0601VSB1d       20080101002850100000010000 0100000000002641   
0601VSB1d       20080101002860100000010000 0100000000002645   
0601VSB1d       20080101002870100000010000 0100000000002649   
0601VSB1d       20080101002880100000010000 0100000000002653   
0601VSB1d       20080101002890100000010000 0100000000002656   
0601VSB1d       20080101002900100000010000 0100000000002660   
0601VSB1d       20080101002910100000010000 0100000000002663   
0601VSB1d       20080101002920100000010000 0100000000002667   
0601VSB1d       20080101002930100000010000 0100000000002669   
0601VSB1d       20080101002940100000010000 0100000000002673   
0601VSB1d       20080101002950100000010000 0100000000002676   
0601VSB1d       20080101002960100000010000 0100000000002679   
0601VSB1d       20080101002970100000010000 0100000000002682   
0601VSB1d       20080101002980100000010000 0100000000002685   
0601VSB1d       20080101002990100000010000 0100000000002688   
0601VSB1d       20080101003000100000010000 0100000000002691   
0601VSB1d       20080101003010100000010000 0100000000002694   
0601VSB1d       20080101003020100000010000 0100000000002697   
0601VSB1d       20080101003030100000010000 0100000000002700   
0601VSB1d       20080101003040100000010000 0100000000002703   
0601VSB1d       20080101003050100000010000 0100000000002706   
0601VSB1d       20080101003060100000010000 0100000000002709   
0601VSB1d       20080101003070100000010000 0100000000002712   
0601VSB1d       20080101003080100000010000 0100000000002715   
0601VSB1d       20080101003090100000010000 0100000000002717   
0601VSB1d       20080101003100100000010000 0100000000002721   
0601VSB1d       20080101003110100000010000 0100000000002724   
0601VSB1d       20080101003120100000010000 0100000000002726   
0601VSB1d       20080101003130100000010000 0100000000002729   
0601VSB1d       20080101003140100000010000 0100000000002732   
0601VSB1d       20080101003150100000010000 0100000000002734   
0601VSB1d       20080101003160100000010000 0100000000002737   
0601VSB1d       20080101003170100000010000 0100000000002740   
0601VSB1d       20080101003180100000010000 0100000000002743   
0601VSB1d       20080101003190100000010000 0100000000002745   
0601VSB1d       20080101003200100000010000 0100000000002748   
0601VSB1d       20080101003210100000010000 0100000000002751   
0601VSB1d       20080101003220100000010000 0100000000002754   
0601VSB1d       20080101003230100000010000 0100000000002756   
0601VSB1d       20080101003240100000010000 0100000000002758   
0601VSB1d       20080101003250100000010000 0100000000002761   
0601VSB1d       20080101003260100000010000 0100000000002764   
0601VSB1d       20080101003270100000010000 0100000000002766   
0601VSB1d       20080101003280100000010000 0100000000002769   
0601VSB1d       20080101003290100000010000 0100000000002772   
0601VSB1d       20080101003300100000010000 0100000000002774   
0601VSB1d       20080101003310100000010000 0100000000002777   
0601VSB1d       20080101003320100000010000 0100000000002779   
0601VSB1d       20080101003330100000010000 0100000000002782   
0601VSB1d       20080101003340100000010000 0100000000002784   
0601VSB1d       20080101003350100000010000 0100000000002787   
