00VS               20080711                                                                                   
0601VSB6d       20080101000960100000010000 0600000000000287   
0601VSB6d       20080101000970100000010000 0600000000000299   
0601VSB6d       20080101000980100000010000 0600000000000310   
0601VSB6d       20080101000990100000010000 0600000000000322   
0601VSB6d       20080101001000100000010000 0600000000000333   
0601VSB6d       20080101001010100000010000 0600000000000344   
0601VSB6d       20080101001020100000010000 0600000000000356   
0601VSB6d       20080101001030100000010000 0600000000000368   
0601VSB6d       20080101001040100000010000 0600000000000379   
0601VSB6d       20080101001050100000010000 0600000000000390   
0601VSB6d       20080101001060100000010000 0600000000000403   
0601VSB6d       20080101001070100000010000 0600000000000414   
0601VSB6d       20080101001080100000010000 0600000000000427   
0601VSB6d       20080101001090100000010000 0600000000000439   
0601VSB6d       20080101001100100000010000 0600000000000450   
0601VSB6d       20080101001110100000010000 0600000000000462   
0601VSB6d       20080101001120100000010000 0600000000000474   
0601VSB6d       20080101001130100000010000 0600000000000486   
0601VSB6d       20080101001140100000010000 0600000000000497   
0601VSB6d       20080101001150100000010000 0600000000000509   
0601VSB6d       20080101001160100000010000 0600000000000520   
0601VSB6d       20080101001170100000010000 0600000000000531   
0601VSB6d       20080101001180100000010000 0600000000000541   
0601VSB6d       20080101001190100000010000 0600000000000553   
0601VSB6d       20080101001200100000010000 0600000000000565   
0601VSB6d       20080101001210100000010000 0600000000000576   
0601VSB6d       20080101001220100000010000 0600000000000586   
0601VSB6d       20080101001230100000010000 0600000000000598   
0601VSB6d       20080101001240100000010000 0600000000000609   
0601VSB6d       20080101001250100000010000 0600000000000619   
0601VSB6d       20080101001260100000010000 0600000000000630   
0601VSB6d       20080101001270100000010000 0600000000000642   
0601VSB6d       20080101001280100000010000 0600000000000653   
0601VSB6d       20080101001290100000010000 0600000000000663   
0601VSB6d       20080101001300100000010000 0600000000000673   
0601VSB6d       20080101001310100000010000 0600000000000685   
0601VSB6d       20080101001320100000010000 0600000000000696   
0601VSB6d       20080101001330100000010000 0600000000000707   
0601VSB6d       20080101001340100000010000 0600000000000718   
0601VSB6d       20080101001350100000010000 0600000000000730   
0601VSB6d       20080101001360100000010000 0600000000000741   
0601VSB6d       20080101001370100000010000 0600000000000751   
0601VSB6d       20080101001380100000010000 0600000000000763   
0601VSB6d       20080101001390100000010000 0600000000000774   
0601VSB6d       20080101001400100000010000 0600000000000784   
0601VSB6d       20080101001410100000010000 0600000000000795   
0601VSB6d       20080101001420100000010000 0600000000000806   
0601VSB6d       20080101001430100000010000 0600000000000818   
0601VSB6d       20080101001440100000010000 0600000000000828   
0601VSB6d       20080101001450100000010000 0600000000000840   
0601VSB6d       20080101001460100000010000 0600000000000852   
0601VSB6d       20080101001470100000010000 0600000000000863   
0601VSB6d       20080101001480100000010000 0600000000000873   
0601VSB6d       20080101001490100000010000 0600000000000884   
0601VSB6d       20080101001500100000010000 0600000000000895   
0601VSB6d       20080101001510100000010000 0600000000000905   
0601VSB6d       20080101001520100000010000 0600000000000915   
0601VSB6d       20080101001530100000010000 0600000000000926   
0601VSB6d       20080101001540100000010000 0600000000000937   
0601VSB6d       20080101001550100000010000 0600000000000948   
0601VSB6d       20080101001560100000010000 0600000000000963   
0601VSB6d       20080101001570100000010000 0600000000000980   
0601VSB6d       20080101001580100000010000 0600000000000997   
0601VSB6d       20080101001590100000010000 0600000000001012   
0601VSB6d       20080101001600100000010000 0600000000001029   
0601VSB6d       20080101001610100000010000 0600000000001046   
0601VSB6d       20080101001620100000010000 0600000000001063   
0601VSB6d       20080101001630100000010000 0600000000001078   
0601VSB6d       20080101001640100000010000 0600000000001094   
0601VSB6d       20080101001650100000010000 0600000000001111   
0601VSB6d       20080101001660100000010000 0600000000001127   
0601VSB6d       20080101001670100000010000 0600000000001141   
0601VSB6d       20080101001680100000010000 0600000000001158   
0601VSB6d       20080101001690100000010000 0600000000001175   
0601VSB6d       20080101001700100000010000 0600000000001191   
0601VSB6d       20080101001710100000010000 0600000000001205   
0601VSB6d       20080101001720100000010000 0600000000001221   
0601VSB6d       20080101001730100000010000 0600000000001237   
0601VSB6d       20080101001740100000010000 0600000000001251   
0601VSB6d       20080101001750100000010000 0600000000001267   
0601VSB6d       20080101001760100000010000 0600000000001284   
0601VSB6d       20080101001770100000010000 0600000000001300   
0601VSB6d       20080101001780100000010000 0600000000001315   
0601VSB6d       20080101001790100000010000 0600000000001332   
0601VSB6d       20080101001800100000010000 0600000000001346   
0601VSB6d       20080101001810100000010000 0600000000001359   
0601VSB6d       20080101001820100000010000 0600000000001371   
0601VSB6d       20080101001830100000010000 0600000000001384   
0601VSB6d       20080101001840100000010000 0600000000001397   
0601VSB6d       20080101001850100000010000 0600000000001409   
0601VSB6d       20080101001860100000010000 0600000000001421   
0601VSB6d       20080101001870100000010000 0600000000001433   
0601VSB6d       20080101001880100000010000 0600000000001446   
0601VSB6d       20080101001890100000010000 0600000000001457   
0601VSB6d       20080101001900100000010000 0600000000001469   
0601VSB6d       20080101001910100000010000 0600000000001481   
0601VSB6d       20080101001920100000010000 0600000000001493   
0601VSB6d       20080101001930100000010000 0600000000001503   
0601VSB6d       20080101001940100000010000 0600000000001515   
0601VSB6d       20080101001950100000010000 0600000000001527   
0601VSB6d       20080101001960100000010000 0600000000001538   
0601VSB6d       20080101001970100000010000 0600000000001548   
0601VSB6d       20080101001980100000010000 0600000000001559   
0601VSB6d       20080101001990100000010000 0600000000001571   
0601VSB6d       20080101002000100000010000 0600000000001581   
0601VSB6d       20080101002010100000010000 0600000000001591   
0601VSB6d       20080101002020100000010000 0600000000001601   
0601VSB6d       20080101002030100000010000 0600000000001612   
0601VSB6d       20080101002040100000010000 0600000000001621   
0601VSB6d       20080101002050100000010000 0600000000001632   
0601VSB6d       20080101002060100000010000 0600000000001642   
0601VSB6d       20080101002070100000010000 0600000000001652   
0601VSB6d       20080101002080100000010000 0600000000001661   
0601VSB6d       20080101002090100000010000 0600000000001671   
0601VSB6d       20080101002100100000010000 0600000000001681   
0601VSB6d       20080101002110100000010000 0600000000001692   
0601VSB6d       20080101002120100000010000 0600000000001700   
0601VSB6d       20080101002130100000010000 0600000000001709   
0601VSB6d       20080101002140100000010000 0600000000001719   
0601VSB6d       20080101002150100000010000 0600000000001727   
0601VSB6d       20080101002160100000010000 0600000000001735   
0601VSB6d       20080101002170100000010000 0600000000001744   
0601VSB6d       20080101002180100000010000 0600000000001753   
0601VSB6d       20080101002190100000010000 0600000000001760   
0601VSB6d       20080101002200100000010000 0600000000001769   
0601VSB6d       20080101002210100000010000 0600000000001778   
0601VSB6d       20080101002220100000010000 0600000000001787   
0601VSB6d       20080101002230100000010000 0600000000001794   
0601VSB6d       20080101002240100000010000 0600000000001802   
0601VSB6d       20080101002250100000010000 0600000000001811   
0601VSB6d       20080101002260100000010000 0600000000001819   
0601VSB6d       20080101002270100000010000 0600000000001826   
0601VSB6d       20080101002280100000010000 0600000000001834   
0601VSB6d       20080101002290100000010000 0600000000001842   
0601VSB6d       20080101002300100000010000 0600000000001850   
0601VSB6d       20080101002310100000010000 0600000000001857   
0601VSB6d       20080101002320100000010000 0600000000001865   
0601VSB6d       20080101002330100000010000 0600000000001873   
0601VSB6d       20080101002340100000010000 0600000000001880   
0601VSB6d       20080101002350100000010000 0600000000001887   
0601VSB6d       20080101002360100000010000 0600000000001895   
0601VSB6d       20080101002370100000010000 0600000000001903   
0601VSB6d       20080101002380100000010000 0600000000001909   
0601VSB6d       20080101002390100000010000 0600000000001917   
0601VSB6d       20080101002400100000010000 0600000000001924   
0601VSB6d       20080101002410100000010000 0600000000001932   
0601VSB6d       20080101002420100000010000 0600000000001938   
0601VSB6d       20080101002430100000010000 0600000000001945   
0601VSB6d       20080101002440100000010000 0600000000001953   
0601VSB6d       20080101002450100000010000 0600000000001960   
0601VSB6d       20080101002460100000010000 0600000000001966   
0601VSB6d       20080101002470100000010000 0600000000001973   
0601VSB6d       20080101002480100000010000 0600000000001980   
0601VSB6d       20080101002490100000010000 0600000000001986   
0601VSB6d       20080101002500100000010000 0600000000001993   
0601VSB6d       20080101002510100000010000 0600000000002000   
0601VSB6d       20080101002520100000010000 0600000000002007   
0601VSB6d       20080101002530100000010000 0600000000002013   
0601VSB6d       20080101002540100000010000 0600000000002020   
0601VSB6d       20080101002550100000010000 0600000000002027   
0601VSB6d       20080101002560100000010000 0600000000002034   
0601VSB6d       20080101002570100000010000 0600000000002039   
0601VSB6d       20080101002580100000010000 0600000000002046   
0601VSB6d       20080101002590100000010000 0600000000002052   
0601VSB6d       20080101002600100000010000 0600000000002059   
0601VSB6d       20080101002610100000010000 0600000000002064   
0601VSB6d       20080101002620100000010000 0600000000002071   
0601VSB6d       20080101002630100000010000 0600000000002078   
0601VSB6d       20080101002640100000010000 0600000000002084   
0601VSB6d       20080101002650100000010000 0600000000002089   
0601VSB6d       20080101002660100000010000 0600000000002096   
0601VSB6d       20080101002670100000010000 0600000000002102   
0601VSB6d       20080101002680100000010000 0600000000002107   
0601VSB6d       20080101002690100000010000 0600000000002113   
0601VSB6d       20080101002700100000010000 0600000000002120   
0601VSB6d       20080101002710100000010000 0600000000002126   
0601VSB6d       20080101002720100000010000 0600000000002131   
0601VSB6d       20080101002730100000010000 0600000000002137   
0601VSB6d       20080101002740100000010000 0600000000002143   
0601VSB6d       20080101002750100000010000 0600000000002149   
0601VSB6d       20080101002760100000010000 0600000000002154   
0601VSB6d       20080101002770100000010000 0600000000002160   
0601VSB6d       20080101002780100000010000 0600000000002166   
0601VSB6d       20080101002790100000010000 0600000000002171   
0601VSB6d       20080101002800100000010000 0600000000002177   
0601VSB6d       20080101002810100000010000 0600000000002182   
0601VSB6d       20080101002820100000010000 0600000000002188   
0601VSB6d       20080101002830100000010000 0600000000002193   
0601VSB6d       20080101002840100000010000 0600000000002199   
0601VSB6d       20080101002850100000010000 0600000000002204   
0601VSB6d       20080101002860100000010000 0600000000002210   
0601VSB6d       20080101002870100000010000 0600000000002215   
0601VSB6d       20080101002880100000010000 0600000000002220   
0601VSB6d       20080101002890100000010000 0600000000002226   
0601VSB6d       20080101002900100000010000 0600000000002231   
0601VSB6d       20080101002910100000010000 0600000000002236   
0601VSB6d       20080101002920100000010000 0600000000002241   
0601VSB6d       20080101002930100000010000 0600000000002247   
0601VSB6d       20080101002940100000010000 0600000000002252   
0601VSB6d       20080101002950100000010000 0600000000002256   
0601VSB6d       20080101002960100000010000 0600000000002261   
0601VSB6d       20080101002970100000010000 0600000000002266   
0601VSB6d       20080101002980100000010000 0600000000002270   
0601VSB6d       20080101002990100000010000 0600000000002275   
0601VSB6d       20080101003000100000010000 0600000000002280   
0601VSB6d       20080101003010100000010000 0600000000002285   
0601VSB6d       20080101003020100000010000 0600000000002289   
0601VSB6d       20080101003030100000010000 0600000000002293   
0601VSB6d       20080101003040100000010000 0600000000002298   
0601VSB6d       20080101003050100000010000 0600000000002303   
0601VSB6d       20080101003060100000010000 0600000000002307   
0601VSB6d       20080101003070100000010000 0600000000002312   
0601VSB6d       20080101003080100000010000 0600000000002316   
0601VSB6d       20080101003090100000010000 0600000000002321   
0601VSB6d       20080101003100100000010000 0600000000002325   
0601VSB6d       20080101003110100000010000 0600000000002329   
0601VSB6d       20080101003120100000010000 0600000000002334   
0601VSB6d       20080101003130100000010000 0600000000002338   
0601VSB6d       20080101003140100000010000 0600000000002342   
0601VSB6d       20080101003150100000010000 0600000000002347   
0601VSB6d       20080101003160100000010000 0600000000002351   
0601VSB6d       20080101003170100000010000 0600000000002355   
0601VSB6d       20080101003180100000010000 0600000000002359   
0601VSB6d       20080101003190100000010000 0600000000002364   
0601VSB6d       20080101003200100000010000 0600000000002368   
0601VSB6d       20080101003210100000010000 0600000000002371   
0601VSB6d       20080101003220100000010000 0600000000002375   
0601VSB6d       20080101003230100000010000 0600000000002379   
0601VSB6d       20080101003240100000010000 0600000000002383   
0601VSB6d       20080101003250100000010000 0600000000002386   
0601VSB6d       20080101003260100000010000 0600000000002390   
0601VSB6d       20080101003270100000010000 0600000000002394   
0601VSB6d       20080101003280100000010000 0600000000002397   
0601VSB6d       20080101003290100000010000 0600000000002401   
0601VSB6d       20080101003300100000010000 0600000000002405   
0601VSB6d       20080101003310100000010000 0600000000002409   
0601VSB6d       20080101003320100000010000 0600000000002412   
0601VSB6d       20080101003330100000010000 0600000000002415   
0601VSB6d       20080101003340100000010000 0600000000002419   
0601VSB6d       20080101003350100000010000 0600000000002423   
0601VSB6d       20080101003360100000010000 0600000000002426   
0601VSB6d       20080101003370100000010000 0600000000002430   
0601VSB6d       20080101003380100000010000 0600000000002433   
0601VSB6d       20080101003390100000010000 0600000000002437   
0601VSB6d       20080101003400100000010000 0600000000002440   
0601VSB6d       20080101003410100000010000 0600000000002443   
0601VSB6d       20080101003420100000010000 0600000000002447   
0601VSB6d       20080101003430100000010000 0600000000002450   
0601VSB6d       20080101003440100000010000 0600000000002453   
0601VSB6d       20080101003450100000010000 0600000000002457   
0601VSB6d       20080101003460100000010000 0600000000002460   
0601VSB6d       20080101003470100000010000 0600000000002463   
0601VSB6d       20080101003480100000010000 0600000000002467   
0601VSB6d       20080101003490100000010000 0600000000002470   
0601VSB6d       20080101003500100000010000 0600000000002474   
0601VSB6d       20080101003510100000010000 0600000000002476   
0601VSB6d       20080101003520100000010000 0600000000002480   
0601VSB6d       20080101003530100000010000 0600000000002483   
0601VSB6d       20080101003540100000010000 0600000000002486   
0601VSB6d       20080101003550100000010000 0600000000002489   
0601VSB6d       20080101003560100000010000 0600000000002492   
0601VSB6d       20080101003570100000010000 0600000000002496   
0601VSB6d       20080101003580100000010000 0600000000002498   
0601VSB6d       20080101003590100000010000 0600000000002501   
0601VSB6d       20080101003600100000010000 0600000000002505   
0601VSB6d       20080101003610100000010000 0600000000002508   
0601VSB6d       20080101003620100000010000 0600000000002511   
0601VSB6d       20080101003630100000010000 0600000000002514   
0601VSB6d       20080101003640100000010000 0600000000002517   
0601VSB6d       20080101003650100000010000 0600000000002520   
0601VSB6d       20080101003660100000010000 0600000000002523   
0601VSB6d       20080101003670100000010000 0600000000002526   
0601VSB6d       20080101003680100000010000 0600000000002529   
0601VSB6d       20080101003690100000010000 0600000000002532   
0601VSB6d       20080101003700100000010000 0600000000002535   
0601VSB6d       20080101003710100000010000 0600000000002538   
0601VSB6d       20080101003720100000010000 0600000000002541   
0601VSB6d       20080101003730100000010000 0600000000002544   
0601VSB6d       20080101003740100000010000 0600000000002546   
0601VSB6d       20080101003750100000010000 0600000000002549   
0601VSB6d       20080101003760100000010000 0600000000002552   
0601VSB6d       20080101003770100000010000 0600000000002555   
0601VSB6d       20080101003780100000010000 0600000000002557   
0601VSB6d       20080101003790100000010000 0600000000002560   
0601VSB6d       20080101003800100000010000 0600000000002563   
0601VSB6d       20080101003810100000010000 0600000000002565   
0601VSB6d       20080101003820100000010000 0600000000002568   
0601VSB6d       20080101003830100000010000 0600000000002570   
0601VSB6d       20080101003840100000010000 0600000000002573   
0601VSB6d       20080101003850100000010000 0600000000002575   
0601VSB6d       20080101003860100000010000 0600000000002578   
0601VSB6d       20080101003870100000010000 0600000000002580   
0601VSB6d       20080101003880100000010000 0600000000002583   
0601VSB6d       20080101003890100000010000 0600000000002585   
0601VSB6d       20080101003900100000010000 0600000000002588   
0601VSB6d       20080101003910100000010000 0600000000002590   
0601VSB6d       20080101003920100000010000 0600000000002592   
0601VSB6d       20080101003930100000010000 0600000000002595   
0601VSB6d       20080101003940100000010000 0600000000002597   
0601VSB6d       20080101003950100000010000 0600000000002600   
0601VSB6d       20080101003960100000010000 0600000000002602   
0601VSB6d       20080101003970100000010000 0600000000002604   
0601VSB6d       20080101003980100000010000 0600000000002607   
0601VSB6d       20080101003990100000010000 0600000000002609   
0601VSB6d       20080101004000100000010000 0600000000002611   
0601VSB6d       20080101004010100000010000 0600000000002613   
0601VSB6d       20080101004020100000010000 0600000000002616   
0601VSB6d       20080101004030100000010000 0600000000002618   
0601VSB6d       20080101004040100000010000 0600000000002620   
0601VSB6d       20080101004050100000010000 0600000000002623   
0601VSB6d       20080101004060100000010000 0600000000002625   
0601VSB6d       20080101004070100000010000 0600000000002627   
0601VSB6d       20080101004080100000010000 0600000000002629   
0601VSB6d       20080101004090100000010000 0600000000002632   
0601VSB6d       20080101004100100000010000 0600000000002634   
0601VSB6d       20080101004110100000010000 0600000000002636   
0601VSB6d       20080101004120100000010000 0600000000002638   
0601VSB6d       20080101004130100000010000 0600000000002640   
0601VSB6d       20080101004140100000010000 0600000000002643   
0601VSB6d       20080101004150100000010000 0600000000002644   
0601VSB6d       20080101004160100000010000 0600000000002647   
0601VSB6d       20080101004170100000010000 0600000000002649   
0601VSB6d       20080101004180100000010000 0600000000002651   
0601VSB6d       20080101004190100000010000 0600000000002653   
0601VSB6d       20080101004200100000010000 0600000000002655   
0601VSB6d       20080101004210100000010000 0600000000002657   
0601VSB6d       20080101004220100000010000 0600000000002659   
0601VSB6d       20080101004230100000010000 0600000000002661   
0601VSB6d       20080101004240100000010000 0600000000002663   
0601VSB6d       20080101004250100000010000 0600000000002666   
0601VSB6d       20080101004260100000010000 0600000000002667   
0601VSB6d       20080101004270100000010000 0600000000002669   
0601VSB6d       20080101004280100000010000 0600000000002672   
0601VSB6d       20080101004290100000010000 0600000000002674   
0601VSB6d       20080101004300100000010000 0600000000002675   
0601VSB6d       20080101004310100000010000 0600000000002677   
0601VSB6d       20080101004320100000010000 0600000000002680   
0601VSB6d       20080101004330100000010000 0600000000002681   
0601VSB6d       20080101004340100000010000 0600000000002683   
0601VSB6d       20080101004350100000010000 0600000000002685   
0601VSB6d       20080101004360100000010000 0600000000002687   
0601VSB6d       20080101004370100000010000 0600000000002689   
0601VSB6d       20080101004380100000010000 0600000000002691   
0601VSB6d       20080101004390100000010000 0600000000002693   
0601VSB6d       20080101004400100000010000 0600000000002695   
0601VSB6d       20080101004410100000010000 0600000000002697   
0601VSB6d       20080101004420100000010000 0600000000002699   
0601VSB6d       20080101004430100000010000 0600000000002701   
0601VSB6d       20080101004440100000010000 0600000000002703   
0601VSB6d       20080101004450100000010000 0600000000002704   
0601VSB6d       20080101004460100000010000 0600000000002706   
0601VSB6d       20080101004470100000010000 0600000000002708   
0601VSB6d       20080101004480100000010000 0600000000002710   
0601VSB6d       20080101004490100000010000 0600000000002712   
0601VSB6d       20080101004500100000010000 0600000000002714   
0601VSB6d       20080101004510100000010000 0600000000002716   
0601VSB6d       20080101004520100000010000 0600000000002717   
0601VSB6d       20080101004530100000010000 0600000000002719   
0601VSB6d       20080101004540100000010000 0600000000002721   
0601VSB6d       20080101004550100000010000 0600000000002723   
0601VSB6d       20080101004560100000010000 0600000000002724   
0601VSB6d       20080101004570100000010000 0600000000002726   
0601VSB6d       20080101004580100000010000 0600000000002728   
0601VSB6d       20080101004590100000010000 0600000000002730   
0601VSB6d       20080101004600100000010000 0600000000002731   
0601VSB6d       20080101004610100000010000 0600000000002733   
0601VSB6d       20080101004620100000010000 0600000000002735   
0601VSB6d       20080101004630100000010000 0600000000002737   
0601VSB6d       20080101004640100000010000 0600000000002738   
0601VSB6d       20080101004650100000010000 0600000000002740   
0601VSB6d       20080101004660100000010000 0600000000002742   
0601VSB6d       20080101004670100000010000 0600000000002743   
0601VSB6d       20080101004680100000010000 0600000000002745   
0601VSB6d       20080101004690100000010000 0600000000002747   
0601VSB6d       20080101004700100000010000 0600000000002749   
0601VSB6d       20080101004710100000010000 0600000000002750   
0601VSB6d       20080101004720100000010000 0600000000002752   
0601VSB6d       20080101004730100000010000 0600000000002753   
0601VSB6d       20080101004740100000010000 0600000000002755   
0601VSB6d       20080101004750100000010000 0600000000002756   
0601VSB6d       20080101004760100000010000 0600000000002758   
0601VSB6d       20080101004770100000010000 0600000000002760   
0601VSB6d       20080101004780100000010000 0600000000002762   
0601VSB6d       20080101004790100000010000 0600000000002763   
0601VSB6d       20080101004800100000010000 0600000000002765   
0601VSB6d       20080101004810100000010000 0600000000002766   
0601VSB6d       20080101004820100000010000 0600000000002768   
0601VSB6d       20080101004830100000010000 0600000000002769   
0601VSB6d       20080101004840100000010000 0600000000002771   
0601VSB6d       20080101004850100000010000 0600000000002773   
0601VSB6d       20080101004860100000010000 0600000000002774   
0601VSB6d       20080101004870100000010000 0600000000002776   
0601VSB6d       20080101004880100000010000 0600000000002777   
0601VSB6d       20080101004890100000010000 0600000000002779   
0601VSB6d       20080101004900100000010000 0600000000002780   
0601VSB6d       20080101004910100000010000 0600000000002782   
0601VSB6d       20080101004920100000010000 0600000000002784   
0601VSB6d       20080101004930100000010000 0600000000002785   
0601VSB6d       20080101004940100000010000 0600000000002786   
0601VSB6d       20080101004950100000010000 0600000000002788   
0601VSB6d       20080101004960100000010000 0600000000002790   
0601VSB6d       20080101004970100000010000 0600000000002791   
0601VSB6d       20080101004980100000010000 0600000000002792   
0601VSB6d       20080101004990100000010000 0600000000002794   
0601VSB6d       20080101005000100000010000 0600000000002796   
0601VSC0d       20080101000000100000050000m0000000000000000   
0601VSC0d       20080101000050100000010000m0000000000000000   
0601VSC0d       20080101000060100000010000m0000000000000000   
0601VSC0d       20080101000070100000010000m0000000000000000   
0601VSC0d       20080101000080100000010000m0000000000000000   
0601VSC0d       20080101000090100000010000m0000000000000000   
0601VSC0d       20080101000100100000010000m0000000000000000   
0601VSC0d       20080101000110100000010000m0000000000000000   
0601VSC0d       20080101000120100000010000m0000000000000000   
0601VSC0d       20080101000130100000010000m0000000000000000   
0601VSC0d       20080101000140100000010000m0000000000000000   
0601VSC0d       20080101000150100000010000m0000000000000000   
0601VSC0d       20080101000160100000010000m0000000000000000   
0601VSC0d       20080101000170100000010000m0000000000000000   
0601VSC0d       20080101000180100000010000m0000000000000000   
0601VSC0d       20080101000190100000010000m0000000000000000   
0601VSC0d       20080101000200100000010000m0000000000000005   
0601VSC0d       20080101000210100000010000m0000000000000036   
0601VSC0d       20080101000220100000010000m0000000000000078   
0601VSC0d       20080101000230100000010000m0000000000000107   
0601VSC0d       20080101000240100000010000m0000000000000161   
0601VSC0d       20080101000250100000010000m0000000000000213   
0601VSC0d       20080101000260100000010000m0000000000000238   
0601VSC0d       20080101000270100000010000m0000000000000289   
0601VSC0d       20080101000280100000010000m0000000000000335   
0601VSC0d       20080101000290100000010000m0000000000000352   
0601VSC0d       20080101000300100000010000m0000000000000388   
0601VSC0d       20080101000310100000010000m0000000000000423   
0601VSC0d       20080101000320100000010000m0000000000000443   
0601VSC0d       20080101000330100000010000m0000000000000466   
0601VSC0d       20080101000340100000010000m0000000000000492   
0601VSC0d       20080101000350100000010000m0000000000000503   
0601VSC0d       20080101000360100000010000m0000000000000527   
0601VSC0d       20080101000370100000010000m0000000000000548   
0601VSC0d       20080101000380100000010000m0000000000000559   
0601VSC0d       20080101000390100000010000m0000000000000579   
0601VSC0d       20080101000400100000010000m0000000000000602   
0601VSC0d       20080101000410100000010000m0000000000000611   
0601VSC0d       20080101000420100000010000m0000000000000632   
0601VSC0d       20080101000430100000010000m0000000000000650   
0601VSC0d       20080101000440100000010000m0000000000000662   
0601VSC0d       20080101000450100000010000m0000000000000683   
0601VSC0d       20080101000460100000010000m0000000000000701   
0601VSC0d       20080101000470100000010000m0000000000000711   
0601VSC0d       20080101000480100000010000m0000000000000730   
0601VSC0d       20080101000490100000010000m0000000000000751   
0601VSC0d       20080101000500100000010000m0000000000000760   
0601VSC0d       20080101000510100000010000m0000000000000781   
0601VSC0d       20080101000520100000010000m0000000000000799   
0601VSC0d       20080101000530100000010000m0000000000000809   
0601VSC0d       20080101000540100000010000m0000000000000827   
0601VSC0d       20080101000550100000010000m0000000000000845   
0601VSC0d       20080101000560100000010000m0000000000000854   
0601VSC0d       20080101000570100000010000m0000000000000870   
0601VSC0d       20080101000580100000010000m0000000000000888   
0601VSC0d       20080101000590100000010000m0000000000000896   
0601VSC0d       20080101000600100000010000m0000000000000915   
0601VSC0d       20080101000610100000010000m0000000000000926   
0601VSC0d       20080101000620100000010000m0000000000000935   
0601VSC0d       20080101000630100000010000m0000000000000942   
0601VSC0d       20080101000640100000010000m0000000000000952   
0601VSC0d       20080101000650100000010000m0000000000000961   
0601VSC0d       20080101000660100000010000m0000000000000971   
0601VSC0d       20080101000670100000010000m0000000000000981   
0601VSC0d       20080101000680100000010000m0000000000000992   
0601VSC0d       20080101000690100000010000m0000000000001001   
0601VSC0d       20080101000700100000010000m0000000000001012   
0601VSC0d       20080101000710100000010000m0000000000001022   
0601VSC0d       20080101000720100000010000m0000000000001032   
0601VSC0d       20080101000730100000010000m0000000000001043   
0601VSC0d       20080101000740100000010000m0000000000001052   
0601VSC0d       20080101000750100000010000m0000000000001063   
0601VSC0d       20080101000760100000010000m0000000000001073   
0601VSC0d       20080101000770100000010000m0000000000001084   
0601VSC0d       20080101000780100000010000m0000000000001093   
0601VSC0d       20080101000790100000010000m0000000000001104   
0601VSC0d       20080101000800100000010000m0000000000001113   
0601VSC0d       20080101000810100000010000m0000000000001123   
0601VSC0d       20080101000820100000010000m0000000000001134   
0601VSC0d       20080101000830100000010000m0000000000001143   
0601VSC0d       20080101000840100000010000m0000000000001154   
0601VSC0d       20080101000850100000010000m0000000000001163   
0601VSC0d       20080101000860100000010000m0000000000001174   
0601VSC0d       20080101000870100000010000m0000000000001183   
0601VSC0d       20080101000880100000010000m0000000000001194   
0601VSC0d       20080101000890100000010000m0000000000001202   
0601VSC0d       20080101000900100000010000m0000000000001212   
0601VSC0d       20080101000910100000010000m0000000000001226   
0601VSC0d       20080101000920100000010000m0000000000001240   
0601VSC0d       20080101000930100000010000m0000000000001258   
0601VSC0d       20080101000940100000010000m0000000000001274   
0601VSC0d       20080101000950100000010000m0000000000001291   
0601VSC0d       20080101000960100000010000m0000000000001307   
0601VSC0d       20080101000970100000010000m0000000000001324   
0601VSC0d       20080101000980100000010000m0000000000001339   
0601VSC0d       20080101000990100000010000m0000000000001354   
0601VSC0d       20080101001000100000010000m0000000000001371   
0601VSC0d       20080101001010100000010000m0000000000001385   
0601VSC0d       20080101001020100000010000m0000000000001403   
0601VSC0d       20080101001030100000010000m0000000000001417   
0601VSC0d       20080101001040100000010000m0000000000001434   
0601VSC0d       20080101001050100000010000m0000000000001449   
0601VSC0d       20080101001060100000010000m0000000000001465   
0601VSC0d       20080101001070100000010000m0000000000001479   
0601VSC0d       20080101001080100000010000m0000000000001494   
0601VSC0d       20080101001090100000010000m0000000000001509   
0601VSC0d       20080101001100100000010000m0000000000001523   
0601VSC0d       20080101001110100000010000m0000000000001539   
0601VSC0d       20080101001120100000010000m0000000000001553   
0601VSC0d       20080101001130100000010000m0000000000001570   
0601VSC0d       20080101001140100000010000m0000000000001583   
0601VSC0d       20080101001150100000010000m0000000000001600   
0601VSC0d       20080101001160100000010000m0000000000001612   
0601VSC0d       20080101001170100000010000m0000000000001623   
0601VSC0d       20080101001180100000010000m0000000000001635   
0601VSC0d       20080101001190100000010000m0000000000001646   
0601VSC0d       20080101001200100000010000m0000000000001659   
0601VSC0d       20080101001210100000010000m0000000000001670   
0601VSC0d       20080101001220100000010000m0000000000001683   
0601VSC0d       20080101001230100000010000m0000000000001694   
0601VSC0d       20080101001240100000010000m0000000000001706   
0601VSC0d       20080101001250100000010000m0000000000001717   
0601VSC0d       20080101001260100000010000m0000000000001728   
0601VSC0d       20080101001270100000010000m0000000000001740   
0601VSC0d       20080101001280100000010000m0000000000001750   
0601VSC0d       20080101001290100000010000m0000000000001762   
0601VSC0d       20080101001300100000010000m0000000000001772   
0601VSC0d       20080101001310100000010000m0000000000001784   
0601VSC0d       20080101001320100000010000m0000000000001794   
0601VSC0d       20080101001330100000010000m0000000000001805   
0601VSC0d       20080101001340100000010000m0000000000001814   
0601VSC0d       20080101001350100000010000m0000000000001825   
