00VD               20071108                                                                                   
0601VDB1+       20080101001925100000005000 0100040581102108   
0601VDB1+       20080101001930100000005000 0100040783002113   
0601VDB1+       20080101001935100000005000 0100040966002117   
0601VDB1+       20080101001940100000005000 0100041130102120   
0601VDB1+       20080101001945100000005000 0100041333302125   
0601VDB1+       20080101001950100000005000 0100041517602129   
0601VDB1+       20080101001955100000005000 0100041702202133   
0601VDB1+       20080101001960100000005000 0100041906902138   
0601VDB1+       20080101001965100000005000 0100042092402142   
0601VDB1+       20080101001970100000005000 0100042298002147   
0601VDB1+       20080101001975100000005000 0100042484402151   
0601VDB1+       20080101001980100000005000 0100042671102155   
0601VDB1+       20080101001985100000005000 0100042878102160   
0601VDB1+       20080101001990100000005000 0100043065702164   
0601VDB1+       20080101001995100000005000 0100043233802167   
0601VDB1+       20080101002000100000050000 0100043802102190   
0601VDB1+       20080101002050100000050000 0100045717202230   
0601VDB1+       20080101002100100000050000 0100047609202267   
0601VDB1+       20080101002150100000050000 0100049516802303   
0601VDB1+       20080101002200100000050000 0100051482302340   
0601VDB1+       20080101002250100000050000 0100053394802373   
0601VDB1+       20080101002300100000050000 0100055340402406   
0601VDB1+       20080101002350100000050000 0100057295402438   
0601VDB1+       20080101002400100000050000 0100059210402467   
0601VDB1+       20080101002450100000050000 0100061154402496   
0601VDB1+       20080101002500100000050000 0100063102502524   
0601VDB1+       20080101002550100000050000 0100065002002549   
0601VDB1+       20080101002600100000050000 0100066978502576   
0601VDB1+       20080101002650100000050000 0100068982102603   
0601VDB1+       20080101002700100000050000 0100070931602627   
0601VDB1+       20080101002750100000050000 0100072932602652   
0601VDB1+       20080101002800100000050000 0100074902602675   
0601VDB1+       20080101002850100000050000 0100076867102697   
0601VDB1+       20080101002900100000050000 0100078853702719   
0601VDB1+       20080101002950100000050000 0100080832702740   
0601VDB1+       20080101003000100000050000 0100082802702760   
0601VDB1+       20080101003050100000050000 0100084823202781   
0601VDB1+       20080101003100100000050000 0100086864802802   
0601VDB1+       20080101003150100000050000 0100088864302821   
0601VDB1+       20080101003200100000050000 0100090914802841   
0601VDB1+       20080101003250100000050000 0100092952802860   
0601VDB1+       20080101003300100000050000 0100094943802877   
0601VDB1+       20080101003350100000050000 0100096951802894   
0601VDB1+       20080101003400100000050000 0100098976902911   
0601VDB1+       20080101003450100000050000 0100100984402927   
0601VDB1+       20080101003500100000050000 0100103077902945   
0601VDB1+       20080101003550100000050000 0100105153902962   
0601VDB1+       20080101003600100000050000 0100107174902977   
0601VDB1+       20080101003650100000050000 0100109283902994   
0601VDB1+       20080101003700100000050000 0100111336003009   
0601VDB1+       20080101003750100000050000 0100113403003024   
0601VDB1+       20080101003800100000050000 0100115485003039   
0601VDB1+       20080101003850100000050000 0100117543503053   
0601VDB1+       20080101003900100000050000 0100119577003066   
0601VDB1+       20080101003950100000050000 0100121702503081   
0601VDB1+       20080101004000100000050000 0100123843003096   
0601VDB1+       20080101004050100000050000 0100125917603109   
0601VDB1+       20080101004100100000050000 0100128046103123   
0601VDB1+       20080101004150100000050000 0100130188603137   
0601VDB1+       20080101004200100000050000 0100132261103149   
0601VDB1+       20080101004250100000050000 0100134388103162   
0601VDB1+       20080101004300100000050000 0100136528103175   
0601VDB1+       20080101004350100000050000 0100138594103186   
0601VDB1+       20080101004400100000050000 0100140715103198   
0601VDB1+       20080101004450100000050000 0100142892703211   
0601VDB1+       20080101004500100000050000 0100145038203223   
0601VDB1+       20080101004550100000050000 0100147195703235   
0601VDB1+       20080101004600100000050000 0100149365203247   
0601VDB1+       20080101004650100000050000 0100151500203258   
0601VDB1+       20080101004700100000050000 0100153693203270   
0601VDB1+       20080101004750100000050000 0100155850703281   
0601VDB1+       20080101004800100000050000 0100158019203292   
0601VDB1+       20080101004850100000050000 0100160198803303   
0601VDB1+       20080101004900100000050000 0100162340303313   
0601VDB1+       20080101004950100000050000 0100164491803323   
0601VDB1+       20080101005000100000050000 0100166703303334   
0601VDB1+       20080101005050100000050000 0100168925803345   
0601VDB1+       20080101005100100000050000 0100171108303355   
0601VDB1+       20080101005150100000050000 0100173352303366   
0601VDB1+       20080101005200100000050000 0100175555303376   
0601VDB1+       20080101005250100000050000 0100177768303386   
0601VDB1+       20080101005300100000050000 0100179991303396   
0601VDB1+       20080101005350100000050000 0100182224403406   
0601VDB1+       20080101005400100000050000 0100184359403414   
0601VDB1+       20080101005450100000050000 0100186611403424   
0601VDB1+       20080101005500100000050000 0100188818403433   
0601VDB1+       20080101005550100000050000 0100191034403442   
0601VDB1+       20080101005600100000050000 0100193259403451   
0601VDB1+       20080101005650100000050000 0100195436903459   
0601VDB1+       20080101005700100000050000 0100197622403467   
0601VDB1+       20080101005750100000050000 0100199873403476   
0601VDB1+       20080101005800100000050000 0100202075403484   
0601VDB1+       20080101005850100000050000 0100204285403492   
0601VDB1+       20080101005900100000050000 0100206503503500   
0601VDB1+       20080101005950100000050000 0100208670003507   
0601VDB1+       20080101006000100000050000 0100210843503514   
0601VDB1+       20080101006050100000050000 0100213084503522   
0601VDB1+       20080101006100100000050000 0100215333503530   
0601VDB1+       20080101006150100000050000 0100217529003537   
0601VDB1+       20080101006200100000050000 0100219731503544   
0601VDB1+       20080101006250100000050000 0100221941003551   
0601VDB1+       20080101006300100000050000 0100224157503558   
0601VDB1+       20080101006350100000050000 0100226317503564   
0601VDB1+       20080101006400100000050000 0100228547503571   
0601VDB1+       20080101006450100000050000 0100230720003577   
0601VDB1+       20080101006500100000050000 0100232898503583   
0601VDB1+       20080101006550100000050000 0100235148503590   
0601VDB1+       20080101006600100000050000 0100237339503596   
0601VDB1+       20080101006650100000050000 0100239536603602   
0601VDB1+       20080101006700100000050000 0100241739603608   
0601VDB1+       20080101006750100000050000 0100243948603614   
0601VDB1+       20080101006800100000050000 0100246163603620   
0601VDB1+       20080101006850100000050000 0100248316103625   
0601VDB1+       20080101006900100000050000 0100250542603631   
0601VDB1+       20080101006950100000050000 0100252705603636   
0601VDB1+       20080101007000100000050000 0100254943603642   
0601VDB1+       20080101007050100000050000 0100257187603648   
0601VDB1+       20080101007100100000050000 0100259366603653   
0601VDB1+       20080101007150100000050000 0100261550603658   
0601VDB1+       20080101007200100000050000 0100263739603663   
0601VDB1+       20080101007250100000050000 0100265933603668   
0601VDB1+       20080101007300100000050000 0100268132603673   
0601VDB1+       20080101007350100000050000 0100270336603678   
0601VDB1+       20080101007400100000050000 0100272545603683   
0601VDB1+       20080101007450100000050000 0100274759603688   
0601VDB1+       20080101007500100000050000 0100276978603693   
0601VDB1+       20080101007550100000050000 0100279127103697   
0601VDB1+       20080101007600100000050000 0100281355703702   
0601VDB1+       20080101007650100000050000 0100283512703706   
0601VDB1+       20080101007700100000050000 0100285750703711   
0601VDB1+       20080101007750100000050000 0100287916203715   
0601VDB1+       20080101007800100000050000 0100290163703720   
0601VDB1+       20080101007850100000050000 0100292337703724   
0601VDB1+       20080101007900100000050000 0100294515703728   
0601VDB1+       20080101007950100000050000 0100296697703732   
0601VDB1+       20080101008000100042000000 0100298883703736   
0601VDB2+       20080101000000100000350000 0200000000000000   
0601VDB2+       20080101000350100000005000 0200000035000010   
0601VDB2+       20080101000355100000005000 0200000049700014   
0601VDB2+       20080101000360100000005000 0200000064800018   
0601VDB2+       20080101000365100000005000 0200000080300022   
0601VDB2+       20080101000370100000005000 0200000107300029   
0601VDB2+       20080101000375100000005000 0200000135000036   
0601VDB2+       20080101000380100000005000 0200000167200044   
0601VDB2+       20080101000385100000005000 0200000192500050   
0601VDB2+       20080101000390100000005000 0200000226200058   
0601VDB2+       20080101000395100000005000 0200000260700066   
0601VDB2+       20080101000400100000005000 0200000304000076   
0601VDB2+       20080101000405100000005000 0200000352400087   
0601VDB2+       20080101000410100000005000 0200000389500095   
0601VDB2+       20080101000415100000005000 0200000440000106   
0601VDB2+       20080101000420100000005000 0200000487300116   
0601VDB2+       20080101000425100000005000 0200000539800127   
0601VDB2+       20080101000430100000005000 0200000602100140   
0601VDB2+       20080101000435100000005000 0200000670000154   
0601VDB2+       20080101000440100000005000 0200000717300163   
0601VDB2+       20080101000445100000005000 0200000783300176   
0601VDB2+       20080101000450100000005000 0200000841600187   
0601VDB2+       20080101000455100000005000 0200000901000198   
0601VDB2+       20080101000460100000005000 0200000970800211   
0601VDB2+       20080101000465100000005000 0200001018500219   
0601VDB2+       20080101000470100000005000 0200001081200230   
0601VDB2+       20080101000475100000005000 0200001140200240   
0601VDB2+       20080101000480100000005000 0200001219400254   
0601VDB2+       20080101000485100000005000 0200001300000268   
0601VDB2+       20080101000490100000005000 0200001357500277   
0601VDB2+       20080101000495100000005000 0200001440700291   
0601VDB2+       20080101000500100000005000 0200001510300302   
0601VDB2+       20080101000505100000005000 0200001621300321   
0601VDB2+       20080101000510100000005000 0200001703700334   
0601VDB2+       20080101000515100000005000 0200001766700343   
0601VDB2+       20080101000520100000005000 0200001851500356   
0601VDB2+       20080101000525100000005000 0200001937600369   
0601VDB2+       20080101000530100000005000 0200002014300380   
0601VDB2+       20080101000535100000005000 0200002108200394   
0601VDB2+       20080101000540100000005000 0200002187400405   
0601VDB2+       20080101000545100000005000 0200002283900419   
0601VDB2+       20080101000550100000005000 0200002365400430   
0601VDB2+       20080101000555100000005000 0200002459000443   
0601VDB2+       20080101000560100000005000 0200002554000456   
0601VDB2+       20080101000565100000005000 0200002650300469   
0601VDB2+       20080101000570100000005000 0200002730700479   
0601VDB2+       20080101000575100000005000 0200002829400492   
0601VDB2+       20080101000580100000005000 0200002906300501   
0601VDB2+       20080101000585100000005000 0200003007400514   
0601VDB2+       20080101000590100000005000 0200003103900526   
0601VDB2+       20080101000595100000005000 0200003213500540   
0601VDB2+       20080101000600100000005000 0200003306500551   
0601VDB2+       20080101000605100000005000 0200003418800565   
0601VDB2+       20080101000610100000005000 0200003526300578   
0601VDB2+       20080101000615100000005000 0200003629000590   
0601VDB2+       20080101000620100000005000 0200003733000602   
0601VDB2+       20080101000625100000005000 0200003844300615   
0601VDB2+       20080101000630100000005000 0200003938100625   
0601VDB2+       20080101000635100000005000 0200004051900638   
0601VDB2+       20080101000640100000005000 0200004173400652   
0601VDB2+       20080101000645100000005000 0200004283400664   
0601VDB2+       20080101000650100000005000 0200004394600676   
0601VDB2+       20080101000655100000005000 0200004487400685   
0601VDB2+       20080101000660100000005000 0200004600800697   
0601VDB2+       20080101000665100000005000 0200004702200707   
0601VDB2+       20080101000670100000005000 0200004804600717   
0601VDB2+       20080101000675100000005000 0200004907900727   
0601VDB2+       20080101000680100000005000 0200005025900739   
0601VDB2+       20080101000685100000005000 0200005117600747   
0601VDB2+       20080101000690100000005000 0200005230900758   
0601VDB2+       20080101000695100000005000 0200005338300768   
0601VDB2+       20080101000700100000005000 0200005446700778   
0601VDB2+       20080101000705100000005000 0200005556100788   
0601VDB2+       20080101000710100000005000 0200005673600799   
0601VDB2+       20080101000715100000005000 0200005770800807   
0601VDB2+       20080101000720100000005000 0200005890400818   
0601VDB2+       20080101000725100000005000 0200005996500827   
0601VDB2+       20080101000730100000005000 0200006118200838   
0601VDB2+       20080101000735100000005000 0200006218900846   
0601VDB2+       20080101000740100000005000 0200006350000858   
0601VDB2+       20080101000745100000005000 0200006460000867   
0601VDB2+       20080101000750100000005000 0200006593300879   
0601VDB2+       20080101000755100000005000 0200006743000893   
0601VDB2+       20080101000760100000005000 0200006863700903   
0601VDB2+       20080101000765100000005000 0200007000600915   
0601VDB2+       20080101000770100000005000 0200007115700924   
0601VDB2+       20080101000775100000005000 0200007254900936   
0601VDB2+       20080101000780100000005000 0200007379700946   
0601VDB2+       20080101000785100000005000 0200007521200958   
0601VDB2+       20080101000790100000005000 0200007632300966   
0601VDB2+       20080101000795100000005000 0200007768100977   
0601VDB2+       20080101000800100000005000 0200007880900985   
0601VDB2+       20080101000805100000005000 0200008018700996   
0601VDB2+       20080101000810100000005000 0200008149601006   
0601VDB2+       20080101000815100000005000 0200008289501017   
0601VDB2+       20080101000820100000005000 0200008397801024   
0601VDB2+       20080101000825100000005000 0200008539701035   
0601VDB2+       20080101000830100000005000 0200008641301041   
0601VDB2+       20080101000835100000005000 0200008735101046   
0601VDB2+       20080101000840100000005000 0200008829401051   
0601VDB2+       20080101000845100000005000 0200008907301054   
0601VDB2+       20080101000850100000005000 0200008994001058   
0601VDB2+       20080101000855100000005000 0200009089701063   
0601VDB2+       20080101000860100000005000 0200009185801068   
0601VDB2+       20080101000865100000005000 0200009273801072   
0601VDB2+       20080101000870100000005000 0200009379601078   
0601VDB2+       20080101000875100000005000 0200009468501082   
0601VDB2+       20080101000880100000005000 0200009549001085   
0601VDB2+       20080101000885100000005000 0200009647501090   
0601VDB2+       20080101000890100000005000 0200009737601094   
0601VDB2+       20080101000895100000005000 0200009828101098   
0601VDB2+       20080101000900100000005000 0200009910101101   
0601VDB2+       20080101000905100000005000 0200010001301105   
0601VDB2+       20080101000910100000005000 0200010093001109   
0601VDB2+       20080101000915100000005000 0200010185001113   
0601VDB2+       20080101000920100000005000 0200010277501117   
0601VDB2+       20080101000925100000005000 0200010370301121   
0601VDB2+       20080101000930100000005000 0200010463601125   
0601VDB2+       20080101000935100000005000 0200010557201129   
0601VDB2+       20080101000940100000005000 0200010651301133   
0601VDB2+       20080101000945100000005000 0200010755201138   
0601VDB2+       20080101000950100000005000 0200010840601141   
0601VDB2+       20080101000955100000005000 0200010935801145   
0601VDB2+       20080101000960100000005000 0200011031501149   
0601VDB2+       20080101000965100000005000 0200011127601153   
0601VDB2+       20080101000970100000005000 0200011214301156   
0601VDB2+       20080101000975100000005000 0200011301401159   
0601VDB2+       20080101000980100000005000 0200011398501163   
0601VDB2+       20080101000985100000005000 0200011496101167   
0601VDB2+       20080101000990100000005000 0200011603901172   
0601VDB2+       20080101000995100000005000 0200011702301176   
0601VDB2+       20080101001000100000005000 0200011801101180   
0601VDB2+       20080101001005100000005000 0200011890301183   
0601VDB2+       20080101001010100000005000 0200011979701186   
0601VDB2+       20080101001015100000005000 0200012079601190   
0601VDB2+       20080101001020100000005000 0200012169701193   
0601VDB2+       20080101001025100000005000 0200012260101196   
0601VDB2+       20080101001030100000005000 0200012361201200   
0601VDB2+       20080101001035100000005000 0200012452201203   
0601VDB2+       20080101001040100000005000 0200012543601206   
0601VDB2+       20080101001045100000005000 0200012645701210   
0601VDB2+       20080101001050100000005000 0200012727201212   
0601VDB2+       20080101001055100000005000 0200012830001216   
0601VDB2+       20080101001060100000005000 0200012943801221   
0601VDB2+       20080101001065100000005000 0200013036801224   
0601VDB2+       20080101001070100000005000 0200013140801228   
0601VDB2+       20080101001075100000005000 0200013255901233   
0601VDB2+       20080101001080100000005000 0200013360801237   
0601VDB2+       20080101001085100000005000 0200013476901242   
0601VDB2+       20080101001090100000005000 0200013571701245   
0601VDB2+       20080101001095100000005000 0200013677701249   
0601VDB2+       20080101001100100000005000 0200013784201253   
0601VDB2+       20080101001105100000005000 0200013880001256   
0601VDB2+       20080101001110100000005000 0200013987201260   
0601VDB2+       20080101001115100000005000 0200014117101266   
0601VDB2+       20080101001120100000005000 0200014225201270   
0601VDB2+       20080101001125100000005000 0200014345001275   
0601VDB2+       20080101001130100000005000 0200014465201280   
0601VDB2+       20080101001135100000005000 0200014574601284   
0601VDB2+       20080101001140100000005000 0200014695801289   
0601VDB2+       20080101001145100000005000 0200014806101293   
0601VDB2+       20080101001150100000005000 0200014916701297   
0601VDB2+       20080101001155100000005000 0200015050901303   
0601VDB2+       20080101001160100000005000 0200015150901306   
0601VDB2+       20080101001165100000005000 0200015251101309   
0601VDB2+       20080101001170100000005000 0200015375101314   
0601VDB2+       20080101001175100000005000 0200015499501319   
0601VDB2+       20080101001180100000005000 0200015624501324   
0601VDB2+       20080101001185100000005000 0200015738101328   
0601VDB2+       20080101001190100000005000 0200015852101332   
0601VDB2+       20080101001195100000005000 0200015990401338   
0601VDB2+       20080101001200100000005000 0200016105301342   
0601VDB2+       20080101001205100000005000 0200016220601346   
0601VDB2+       20080101001210100000005000 0200016348401351   
0601VDB2+       20080101001215100000005000 0200016464601355   
0601VDB2+       20080101001220100000005000 0200016568901358   
0601VDB2+       20080101001225100000005000 0200016710301364   
0601VDB2+       20080101001230100000005000 0200016815401367   
0601VDB2+       20080101001235100000005000 0200016945501372   
0601VDB2+       20080101001240100000005000 0200017063701376   
0601VDB2+       20080101001245100000005000 0200017169901379   
0601VDB2+       20080101001250100000005000 0200017301301384   
0601VDB2+       20080101001255100000005000 0200017420701388   
0601VDB2+       20080101001260100000005000 0200017540501392   
0601VDB2+       20080101001265100000005000 0200017660701396   
0601VDB2+       20080101001270100000005000 0200017781401400   
0601VDB2+       20080101001275100000005000 0200017915101405   
0601VDB2+       20080101001280100000005000 0200018036601409   
0601VDB2+       20080101001285100000005000 0200018145601412   
0601VDB2+       20080101001290100000005000 0200018293601418   
0601VDB2+       20080101001295100000005000 0200018403301421   
0601VDB2+       20080101001300100000005000 0200018513401424   
0601VDB2+       20080101001305100000005000 0200018649801429   
0601VDB2+       20080101001310100000005000 0200018773701433   
0601VDB2+       20080101001315100000005000 0200018897901437   
0601VDB2+       20080101001320100000005000 0200019022601441   
0601VDB2+       20080101001325100000005000 0200019147601445   
0601VDB2+       20080101001330100000005000 0200019286401450   
0601VDB2+       20080101001335100000005000 0200019399001453   
0601VDB2+       20080101001340100000005000 0200019511801456   
0601VDB2+       20080101001345100000005000 0200019665301462   
0601VDB2+       20080101001350100000005000 0200019765401464   
0601VDB2+       20080101001355100000005000 0200019879301467   
0601VDB2+       20080101001360100000005000 0200020020601472   
0601VDB2+       20080101001365100000005000 0200020148801476   
0601VDB2+       20080101001370100000005000 0200020291101481   
0601VDB2+       20080101001375100000005000 0200020420201485   
0601VDB2+       20080101001380100000005000 0200020535801488   
0601VDB2+       20080101001385100000005000 0200020679501493   
0601VDB2+       20080101001390100000005000 0200020795801496   
0601VDB2+       20080101001395100000005000 0200020926501500   
0601VDB2+       20080101001400100000005000 0200021071501505   
0601VDB2+       20080101001405100000005000 0200021174801507   
0601VDB2+       20080101001410100000005000 0200021306601511   
0601VDB2+       20080101001415100000005000 0200021438701515   
0601VDB2+       20080101001420100000005000 0200021571301519   
0601VDB2+       20080101001425100000005000 0200021718501524   
0601VDB2+       20080101001430100000005000 0200021837601527   
0601VDB2+       20080101001435100000005000 0200021971301531   
0601VDB2+       20080101001440100000005000 0200022119901536   
0601VDB2+       20080101001445100000005000 0200022240001539   
0601VDB2+       20080101001450100000005000 0200022375001543   
0601VDB2+       20080101001455100000005000 0200022510301547   
0601VDB2+       20080101001460100000005000 0200022646101551   
0601VDB2+       20080101001465100000005000 0200022753001553   
0601VDB2+       20080101001470100000005000 0200022904101558   
0601VDB2+       20080101001475100000005000 0200023041001562   
0601VDB2+       20080101001480100000005000 0200023193101567   
0601VDB2+       20080101001485100000005000 0200023316001570   
0601VDB2+       20080101001490100000005000 0200023454101574   
0601VDB2+       20080101001495100000005000 0200023607601579   
0601VDB2+       20080101001500100000005000 0200023731501582   
0601VDB2+       20080101001505100000005000 0200023870801586   
0601VDB2+       20080101001510100000005000 0200024025601591   
0601VDB2+       20080101001515100000005000 0200024165801595   
0601VDB2+       20080101001520100000005000 0200024336801601   
0601VDB2+       20080101001525100000005000 0200024493101606   
0601VDB2+       20080101001530100000005000 0200024619301609   
0601VDB2+       20080101001535100000005000 0200024791801615   
0601VDB2+       20080101001540100000005000 0200024949601620   
0601VDB2+       20080101001545100000005000 0200025107801625   
0601VDB2+       20080101001550100000005000 0200025282101631   
0601VDB2+       20080101001555100000005000 0200025441401636   
0601VDB2+       20080101001560100000005000 0200025585601640   
0601VDB2+       20080101001565100000005000 0200025777101647   
0601VDB2+       20080101001570100000005000 0200025922301651   
0601VDB2+       20080101001575100000005000 0200026099401657   
0601VDB2+       20080101001580100000005000 0200026261201662   
0601VDB2+       20080101001585100000005000 0200026391901665   
0601VDB2+       20080101001590100000005000 0200026586401672   
0601VDB2+       20080101001595100000005000 0200026733801676   
0601VDB2+       20080101001600100000005000 0200026881601680   
0601VDB2+       20080101001605100000005000 0200027061901686   
0601VDB2+       20080101001610100000005000 0200027210601690   
0601VDB2+       20080101001615100000005000 0200027375901695   
0601VDB2+       20080101001620100000005000 0200027541701700   
0601VDB2+       20080101001625100000005000 0200027707901705   
0601VDB2+       20080101001630100000005000 0200027874701710   
0601VDB2+       20080101001635100000005000 0200028025601714   
0601VDB2+       20080101001640100000005000 0200028176901718   
0601VDB2+       20080101001645100000005000 0200028361501724   
0601VDB2+       20080101001650100000005000 0200028497201727   
0601VDB2+       20080101001655100000005000 0200028649701731   
0601VDB2+       20080101001660100000005000 0200028835901737   
0601VDB2+       20080101001665100000005000 0200028989301741   
0601VDB2+       20080101001670100000005000 0200029176601747   
0601VDB2+       20080101001675100000005000 0200029314201750   
0601VDB2+       20080101001680100000005000 0200029468901754   
0601VDB2+       20080101001685100000005000 0200029657701760   
0601VDB2+       20080101001690100000005000 0200029813301764   
0601VDB2+       20080101001695100000005000 0200029969301768   
0601VDB2+       20080101001700100000005000 0200030142701773   
0601VDB2+       20080101001705100000005000 0200030282501776   
0601VDB2+       20080101001710100000005000 0200030439701780   
0601VDB2+       20080101001715100000005000 0200030614501785   
0601VDB2+       20080101001720100000005000 0200030772501789   
0601VDB2+       20080101001725100000005000 0200030948201794   
0601VDB2+       20080101001730100000005000 0200031089801797   
0601VDB2+       20080101001735100000005000 0200031249101801   
0601VDB2+       20080101001740100000005000 0200031426201806   
0601VDB2+       20080101001745100000005000 0200031586301810   
0601VDB2+       20080101001750100000005000 0200031729301813   
0601VDB2+       20080101001755100000005000 0200031907701818   
0601VDB2+       20080101001760100000005000 0200032069001822   
0601VDB2+       20080101001765100000005000 0200032213001825   
0601VDB2+       20080101001770100000005000 0200032392801830   
0601VDB2+       20080101001775100000005000 0200032537501833   
0601VDB2+       20080101001780100000005000 0200032718201838   
0601VDB2+       20080101001785100000005000 0200032881501842   
0601VDB2+       20080101001790100000005000 0200033027301845   
0601VDB2+       20080101001795100000005000 0200033209301850   
0601VDB2+       20080101001800100000005000 0200033355801853   
0601VDB2+       20080101001805100000005000 0200033520701857   
0601VDB2+       20080101001810100000005000 0200033685901861   
0601VDB2+       20080101001815100000005000 0200033851601865   
0601VDB2+       20080101001820100000005000 0200034017601869   
0601VDB2+       20080101001825100000005000 0200034184101873   
0601VDB2+       20080101001830100000005000 0200034314301875   
0601VDB2+       20080101001835100000005000 0200034499801880   
0601VDB2+       20080101001840100000005000 0200034649001883   
0601VDB2+       20080101001845100000005000 0200034798501886   
0601VDB2+       20080101001850100000005000 0200034985301891   
0601VDB2+       20080101001855100000005000 0200035135501894   
0601VDB2+       20080101001860100000005000 0200035286001897   
0601VDB2+       20080101001865100000005000 0200035474201902   
0601VDB2+       20080101001870100000005000 0200035625401905   
0601VDB2+       20080101001875100000005000 0200035795601909   
0601VDB2+       20080101001880100000005000 0200035947501912   
0601VDB2+       20080101001885100000005000 0200036099601915   
0601VDB2+       20080101001890100000005000 0200036289901920   
0601VDB2+       20080101001895100000005000 0200036423801922   
0601VDB2+       20080101001900100000005000 0200036576901925   
0601VDB2+       20080101001905100000005000 0200036749301929   
0601VDB2+       20080101001910100000005000 0200036903101932   
0601VDB2+       20080101001915100000005000 0200037095401937   
0601VDB2+       20080101001920100000005000 0200037249901940   
0601VDB2+       20080101001925100000005000 0200037423901944   
0601VDB2+       20080101001930100000005000 0200037617601949   
0601VDB2+       20080101001935100000005000 0200037773101952   
0601VDB2+       20080101001940100000005000 0200037928901955   
0601VDB2+       20080101001945100000005000 0200038123901960   
0601VDB2+       20080101001950100000005000 0200038280401963   
0601VDB2+       20080101001955100000005000 0200038437201966   
0601VDB2+       20080101001960100000005000 0200038633501971   
0601VDB2+       20080101001965100000005000 0200038791001974   
0601VDB2+       20080101001970100000005000 0200038988201979   
0601VDB2+       20080101001975100000005000 0200039146401982   
0601VDB2+       20080101001980100000005000 0200039304901985   
0601VDB2+       20080101001985100000005000 0200039503401990   
0601VDB2+       20080101001990100000005000 0200039662601993   
0601VDB2+       20080101001995100000005000 0200039822101996   
0601VDB2+       20080101002000100000050000 0200040322002016   
0601VDB2+       20080101002050100000050000 0200042068002052   
0601VDB2+       20080101002100100000050000 0200043745002083   
0601VDB2+       20080101002150100000050000 0200045539102118   
0601VDB2+       20080101002200100000050000 0200047412102155   
0601VDB2+       20080101002250100000050000 0200049277102190   
0601VDB2+       20080101002300100000050000 0200051292202230   
0601VDB2+       20080101002350100000050000 0200053300202268   
0601VDB2+       20080101002400100000050000 0200055250302302   
0601VDB2+       20080101002450100000050000 0200057234302336   
0601VDB2+       20080101002500100000050000 0200059202302368   
0601VDB2+       20080101002550100000050000 0200061202402400   
0601VDB2+       20080101002600100000050000 0200063234402432   
0601VDB2+       20080101002650100000050000 0200065245402462   
0601VDB2+       20080101002700100000050000 0200067205402489   
0601VDB2+       20080101002750100000050000 0200069220002517   
0601VDB2+       20080101002800100000050000 0200071206502543   
0601VDB2+       20080101002850100000050000 0200073190502568   
0601VDB2+       20080101002900100000050000 0200075170502592   
0601VDB2+       20080101002950100000050000 0200077204102617   
0601VDB2+       20080101003000100000050000 0200079232602641   
0601VDB2+       20080101003050100000050000 0200081254602664   
0601VDB2+       20080101003100100000050000 0200083299602687   
0601VDB2+       20080101003150100000050000 0200085304702708   
0601VDB2+       20080101003200100000050000 0200087330702729   
0601VDB2+       20080101003250100000050000 0200089345202749   
0601VDB2+       20080101003300100000050000 0200091346702768   
0601VDB2+       20080101003350100000050000 0200093400702788   
0601VDB2+       20080101003400100000050000 0200095474802808   
0601VDB2+       20080101003450100000050000 0200097534302827   
0601VDB2+       20080101003500100000050000 0200099612802846   
0601VDB2+       20080101003550100000050000 0200101674802864   
0601VDB2+       20080101003600100000050000 0200103682802880   
0601VDB2+       20080101003650100000050000 0200105779802898   
0601VDB2+       20080101003700100000050000 0200107820902914   
0601VDB2+       20080101003750100000050000 0200109877902930   
0601VDB2+       20080101003800100000050000 0200111950902946   
0601VDB2+       20080101003850100000050000 0200114078402963   
0601VDB2+       20080101003900100000050000 0200116144902978   
0601VDB2+       20080101003950100000050000 0200118265902994   
0601VDB2+       20080101004000100000050000 0200120363003009   
0601VDB2+       20080101004050100000050000 0200122434503023   
0601VDB2+       20080101004100100000050000 0200124520003037   
0601VDB2+       20080101004150100000050000 0200126661003052   
0601VDB2+       20080101004200100000050000 0200128733003065   
0601VDB2+       20080101004250100000050000 0200130818003078   
0601VDB2+       20080101004300100000050000 0200133002003093   
0601VDB2+       20080101004350100000050000 0200135114103106   
0601VDB2+       20080101004400100000050000 0200137283103120   
0601VDB2+       20080101004450100000050000 0200139421603133   
0601VDB2+       20080101004500100000050000 0200141528103145   
0601VDB2+       20080101004550100000050000 0200143692103158   
0601VDB2+       20080101004600100000050000 0200145869103171   
0601VDB2+       20080101004650100000050000 0200147966103182   
0601VDB2+       20080101004700100000050000 0200150121103194   
0601VDB2+       20080101004750100000050000 0200152240703205   
0601VDB2+       20080101004800100000050000 0200154419203217   
0601VDB2+       20080101004850100000050000 0200156658203230   
0601VDB2+       20080101004900100000050000 0200158861203242   
0601VDB2+       20080101004950100000050000 0200161026703253   
0601VDB2+       20080101005000100000050000 0200163203203264   
0601VDB2+       20080101005050100000050000 0200165390703275   
0601VDB2+       20080101005100100000050000 0200167589203286   
0601VDB2+       20080101005150100000050000 0200169798703297   
0601VDB2+       20080101005200100000050000 0200171967303307   
0601VDB2+       20080101005250100000050000 0200174145803317   
0601VDB2+       20080101005300100000050000 0200176334303327   
0601VDB2+       20080101005350100000050000 0200178586303338   
0601VDB2+       20080101005400100000050000 0200180795303348   
0601VDB2+       20080101005450100000050000 0200183014303358   
