00VD               20071108                                                                                   
0601VDC2+       20080101000340100000005000m0200000054400016   
0601VDC2+       20080101000345100000005000m0200000100000029   
0601VDC2+       20080101000350100000005000m0200000185500053   
0601VDC2+       20080101000355100000005000m0200000198800056   
0601VDC2+       20080101000360100000005000m0200000270000075   
0601VDC2+       20080101000365100000005000m0200000368700101   
0601VDC2+       20080101000370100000005000m0200000399700108   
0601VDC2+       20080101000375100000005000m0200000472600126   
0601VDC2+       20080101000380100000005000m0200000566300149   
0601VDC2+       20080101000385100000005000m0200000589200153   
0601VDC2+       20080101000390100000005000m0200000706000181   
0601VDC2+       20080101000395100000005000m0200000817800207   
0601VDC2+       20080101000400100000005000m0200000904200226   
0601VDC2+       20080101000405100000005000m0200001061300262   
0601VDC2+       20080101000410100000005000m0200001176900287   
0601VDC2+       20080101000415100000005000m0200001282600309   
0601VDC2+       20080101000420100000005000m0200001440900343   
0601VDC2+       20080101000425100000005000m0200001551600365   
0601VDC2+       20080101000430100000005000m0200001673000389   
0601VDC2+       20080101000435100000005000m0200001814300417   
0601VDC2+       20080101000440100000005000m0200001927600438   
0601VDC2+       20080101000445100000005000m0200002047400460   
0601VDC2+       20080101000450100000005000m0200002182900485   
0601VDC2+       20080101000455100000005000m0200002293700504   
0601VDC2+       20080101000460100000005000m0200002401700522   
0601VDC2+       20080101000465100000005000m0200002544000547   
0601VDC2+       20080101000470100000005000m0200002674800569   
0601VDC2+       20080101000475100000005000m0200002779300585   
0601VDC2+       20080101000480100000005000m0200002947800614   
0601VDC2+       20080101000485100000005000m0200003090000637   
0601VDC2+       20080101000490100000005000m0200003200300653   
0601VDC2+       20080101000495100000005000m0200003381500683   
0601VDC2+       20080101000500100000005000m0200003500700700   
0601VDC2+       20080101000505100000005000m0200003616500716   
0601VDC2+       20080101000510100000005000m0200003805300746   
0601VDC2+       20080101000515100000005000m0200003930200763   
0601VDC2+       20080101000520100000005000m0200004056700780   
0601VDC2+       20080101000525100000005000m0200004200800800   
0601VDC2+       20080101000530100000005000m0200004288500809   
0601VDC2+       20080101000535100000005000m0200004345000812   
0601VDC2+       20080101000540100000005000m0200004434200821   
0601VDC2+       20080101000545100000005000m0200004518800829   
0601VDC2+       20080101000550100000005000m0200004587800834   
0601VDC2+       20080101000555100000005000m0200004690500845   
0601VDC2+       20080101000560100000005000m0200004777600853   
0601VDC2+       20080101000565100000005000m0200004888100865   
0601VDC2+       20080101000570100000005000m0200004982600874   
0601VDC2+       20080101000575100000005000m0200005083800884   
0601VDC2+       20080101000580100000005000m0200005186000894   
0601VDC2+       20080101000585100000005000m0200005289300904   
0601VDC2+       20080101000590100000005000m0200005369900910   
0601VDC2+       20080101000595100000005000m0200005474900920   
0601VDC2+       20080101000600100000005000m0200005592900932   
0601VDC2+       20080101000605100000005000m0200005681800939   
0601VDC2+       20080101000610100000005000m0200005771500946   
0601VDC2+       20080101000615100000005000m0200005868000954   
0601VDC2+       20080101000620100000005000m0200005959100961   
0601VDC2+       20080101000625100000005000m0200006050900968   
0601VDC2+       20080101000630100000005000m0200006130800973   
0601VDC2+       20080101000635100000005000m0200006223900980   
0601VDC2+       20080101000640100000005000m0200006317700987   
0601VDC2+       20080101000645100000005000m0200006405800993   
0601VDC2+       20080101000650100000005000m0200006501001000   
0601VDC2+       20080101000655100000005000m0200006577201004   
0601VDC2+       20080101000660100000005000m0200006673601011   
0601VDC2+       20080101000665100000005000m0200006764001017   
0601VDC2+       20080101000670100000005000m0200006861801024   
0601VDC2+       20080101000675100000005000m0200006973701033   
0601VDC2+       20080101000680100000005000m0200007073001040   
0601VDC2+       20080101000685100000005000m0200007152401044   
0601VDC2+       20080101000690100000005000m0200007252901051   
0601VDC2+       20080101000695100000005000m0200007347201057   
0601VDC2+       20080101000700100000005000m0200007442001063   
0601VDC2+       20080101000705100000005000m0200007537501069   
0601VDC2+       20080101000710100000005000m0200007626401074   
0601VDC2+       20080101000715100000005000m0200007723001080   
0601VDC2+       20080101000720100000005000m0200007820201086   
0601VDC2+       20080101000725100000005000m0200007910801091   
0601VDC2+       20080101000730100000005000m0200008001801096   
0601VDC2+       20080101000735100000005000m0200008093401101   
0601VDC2+       20080101000740100000005000m0200008192901107   
0601VDC2+       20080101000745100000005000m0200008285501112   
0601VDC2+       20080101000750100000005000m0200008393601119   
0601VDC2+       20080101000755100000005000m0200008487301124   
0601VDC2+       20080101000760100000005000m0200008589101130   
0601VDC2+       20080101000765100000005000m0200008699101137   
0601VDC2+       20080101000770100000005000m0200008802201143   
0601VDC2+       20080101000775100000005000m0200008913601150   
0601VDC2+       20080101000780100000005000m0200009002301154   
0601VDC2+       20080101000785100000005000m0200009107101160   
0601VDC2+       20080101000790100000005000m0200009212501166   
0601VDC2+       20080101000795100000005000m0200009334401174   
0601VDC2+       20080101000800100000005000m0200009441101180   
0601VDC2+       20080101000805100000005000m0200009556501187   
0601VDC2+       20080101000810100000005000m0200009648201191   
0601VDC2+       20080101000815100000005000m0200009764801198   
0601VDC2+       20080101000820100000005000m0200009874001204   
0601VDC2+       20080101000825100000005000m0200009983701210   
0601VDC2+       20080101000830100000005000m0200010094001216   
0601VDC2+       20080101000835100000005000m0200010188201220   
0601VDC2+       20080101000840100000005000m0200010299601226   
0601VDC2+       20080101000845100000005000m0200010411601232   
0601VDC2+       20080101000850100000005000m0200010524201238   
0601VDC2+       20080101000855100000005000m0200010620301242   
0601VDC2+       20080101000860100000005000m0200010725401247   
0601VDC2+       20080101000865100000005000m0200010839701253   
0601VDC2+       20080101000870100000005000m0200010945801258   
0601VDC2+       20080101000875100000005000m0200011061201264   
0601VDC2+       20080101000880100000005000m0200011159601268   
0601VDC2+       20080101000885100000005000m0200011267301273   
0601VDC2+       20080101000890100000005000m0200011375401278   
0601VDC2+       20080101000895100000005000m0200011484101283   
0601VDC2+       20080101000900100000005000m0200011602201289   
0601VDC2+       20080101000905100000005000m0200011693801292   
0601VDC2+       20080101000910100000005000m0200011822101299   
0601VDC2+       20080101000915100000005000m0200011932901304   
0601VDC2+       20080101000920100000005000m0200012044101309   
0601VDC2+       20080101000925100000005000m0200012155801314   
0601VDC2+       20080101000930100000005000m0200012268001319   
0601VDC2+       20080101000935100000005000m0200012371301323   
0601VDC2+       20080101000940100000005000m0200012484501328   
0601VDC2+       20080101000945100000005000m0200012598101333   
0601VDC2+       20080101000950100000005000m0200012712301338   
0601VDC2+       20080101000955100000005000m0200012826901343   
0601VDC2+       20080101000960100000005000m0200012932501347   
0601VDC2+       20080101000965100000005000m0200013048101352   
0601VDC2+       20080101000970100000005000m0200013164201357   
0601VDC2+       20080101000975100000005000m0200013271101361   
0601VDC2+       20080101000980100000005000m0200013378301365   
0601VDC2+       20080101000985100000005000m0200013495801370   
0601VDC2+       20080101000990100000005000m0200013603901374   
0601VDC2+       20080101000995100000005000m0200013722401379   
0601VDC2+       20080101001000100000100000m0200014241401424   
0601VDC2+       20080101001100100000100000m0200016710501519   
0601VDC2+       20080101001200100000100000m0200019501601625   
0601VDC2+       20080101001300100000100000m0200022582701737   
0601VDC2+       20080101001400100000100000m0200025761801840   
0601VDC2+       20080101001500100000100000m0200028966901931   
0601VDC2+       20080101001600100000100000m0200032306002019   
0601VDC2+       20080101001700100000100000m0200035702102100   
0601VDC2+       20080101001800100000100000m0200039224102179   
0601VDC2+       20080101001900100000100000m0200043018202264   
0601VDC2+       20080101002000100000100000m0200046962302348   
0601VDC2+       20080101002100100000100000m0200050885402423   
0601VDC2+       20080101002200100000100000m0200054892402495   
0601VDC2+       20080101002300100000100000m0200058859502559   
0601VDC2+       20080101002400100000100000m0200062858602619   
0601VDC2+       20080101002500100000100000m0200066777602671   
0601VDC2+       20080101002600100000100000m0200070800702723   
0601VDC2+       20080101002700100000100000m0200074873702773   
0601VDC2+       20080101002800100000100000m0200078878802817   
0601VDC2+       20080101002900100000100000m0200082884802858   
0601VDC2+       20080101003000100000100000m0200087002902900   
0601VDC2+       20080101003100100000100000m0200091080902938   
0601VDC2+       20080101003200100000100000m0200095202902975   
0601VDC2+       20080101003300100000100000m0200099333003010   
0601VDC2+       20080101003400100000100000m0200103397003041   
0601VDC2+       20080101003500100000100000m0200107593003074   
0601VDC2+       20080101003600100000100000m0200111819103106   
0601VDC2+       20080101003700100000100000m0200115961103134   
0601VDC2+       20080101003800100000100000m0200120197103163   
0601VDC2+       20080101003900100000100000m0200124374103189   
0601VDC2+       20080101004000100046000000m0200128643203216   
0601VDC3+       20080101000000100000415000m0300000000000000   
0601VDC3+       20080101000415100000005000m0300000053900013   
0601VDC3+       20080101000420100000005000m0300000168000040   
0601VDC3+       20080101000425100000005000m0300000246500058   
0601VDC3+       20080101000430100000005000m0300000335400078   
0601VDC3+       20080101000435100000005000m0300000435100100   
0601VDC3+       20080101000440100000005000m0300000563300128   
0601VDC3+       20080101000445100000005000m0300000689900155   
0601VDC3+       20080101000450100000005000m0300000819100182   
0601VDC3+       20080101000455100000005000m0300000914700201   
0601VDC3+       20080101000460100000005000m0300001039800226   
0601VDC3+       20080101000465100000005000m0300001186000255   
0601VDC3+       20080101000470100000005000m0300001316200280   
0601VDC3+       20080101000475100000005000m0300001392000293   
0601VDC3+       20080101000480100000005000m0300001526700318   
0601VDC3+       20080101000485100000005000m0300001659000342   
0601VDC3+       20080101000490100000005000m0300001734900354   
0601VDC3+       20080101000495100000005000m0300001871400378   
0601VDC3+       20080101000500100000005000m0300001980300396   
0601VDC3+       20080101000505100000005000m0300002075900411   
0601VDC3+       20080101000510100000005000m0300002218900435   
0601VDC3+       20080101000515100000005000m0300002323100451   
0601VDC3+       20080101000520100000005000m0300002423600466   
0601VDC3+       20080101000525100000005000m0300002562400488   
0601VDC3+       20080101000530100000005000m0300002666400503   
0601VDC3+       20080101000535100000005000m0300002761100516   
0601VDC3+       20080101000540100000005000m0300002916500540   
0601VDC3+       20080101000545100000005000m0300003025300555   
0601VDC3+       20080101000550100000005000m0300003174000577   
0601VDC3+       20080101000555100000005000m0300003358300605   
0601VDC3+       20080101000560100000005000m0300003472600620   
0601VDC3+       20080101000565100000005000m0300003650500646   
0601VDC3+       20080101000570100000005000m0300003808200668   
0601VDC3+       20080101000575100000005000m0300003962400689   
0601VDC3+       20080101000580100000005000m0300004112900709   
0601VDC3+       20080101000585100000005000m0300004288700733   
0601VDC3+       20080101000590100000005000m0300004396200745   
0601VDC3+       20080101000595100000005000m0300004498900756   
0601VDC3+       20080101000600100000005000m0300004608700768   
0601VDC3+       20080101000605100000005000m0300004707600778   
0601VDC3+       20080101000610100000005000m0300004801400787   
0601VDC3+       20080101000615100000005000m0300004883800794   
0601VDC3+       20080101000620100000005000m0300004979400803   
0601VDC3+       20080101000625100000005000m0300005063300810   
0601VDC3+       20080101000630100000005000m0300005160500819   
0601VDC3+       20080101000635100000005000m0300005245900826   
0601VDC3+       20080101000640100000005000m0300005338400834   
0601VDC3+       20080101000645100000005000m0300005418800840   
0601VDC3+       20080101000650100000005000m0300005519300849   
0601VDC3+       20080101000655100000005000m0300005601100855   
0601VDC3+       20080101000660100000005000m0300005696600863   
0601VDC3+       20080101000665100000005000m0300005779700869   
0601VDC3+       20080101000670100000005000m0300005876700877   
0601VDC3+       20080101000675100000005000m0300005988100887   
0601VDC3+       20080101000680100000005000m0300006066400892   
0601VDC3+       20080101000685100000005000m0300006165900900   
0601VDC3+       20080101000690100000005000m0300006245400905   
0601VDC3+       20080101000695100000005000m0300006339300912   
0601VDC3+       20080101000700100000005000m0300006426900918   
0601VDC3+       20080101000705100000005000m0300006522100925   
0601VDC3+       20080101000710100000005000m0300006603900930   
0601VDC3+       20080101000715100000005000m0300006700400937   
0601VDC3+       20080101000720100000005000m0300006783300942   
0601VDC3+       20080101000725100000005000m0300006881100949   
0601VDC3+       20080101000730100000005000m0300006965100954   
0601VDC3+       20080101000735100000005000m0300007064300961   
0601VDC3+       20080101000740100000005000m0300007149300966   
0601VDC3+       20080101000745100000005000m0300007249800973   
0601VDC3+       20080101000750100000005000m0300007335900978   
0601VDC3+       20080101000755100000005000m0300007437700985   
0601VDC3+       20080101000760100000005000m0300007524900990   
0601VDC3+       20080101000765100000005000m0300007628000997   
0601VDC3+       20080101000770100000005000m0300007708701001   
0601VDC3+       20080101000775100000005000m0300007813001008   
0601VDC3+       20080101000780100000005000m0300007910201014   
0601VDC3+       20080101000785100000005000m0300008000101019   
0601VDC3+       20080101000790100000005000m0300008098501025   
0601VDC3+       20080101000795100000005000m0300008197401031   
0601VDC3+       20080101000800100000005000m0300008297001037   
0601VDC3+       20080101000805100000005000m0300008389101042   
0601VDC3+       20080101000810100000005000m0300008489801048   
0601VDC3+       20080101000815100000005000m0300008574801052   
0601VDC3+       20080101000820100000005000m0300008676601058   
0601VDC3+       20080101000825100000005000m0300008762501062   
0601VDC3+       20080101000830100000005000m0300008865401068   
0601VDC3+       20080101000835100000005000m0300008952201072   
0601VDC3+       20080101000840100000005000m0300009047801077   
0601VDC3+       20080101000845100000005000m0300009152401083   
0601VDC3+       20080101000850100000005000m0300009240501087   
0601VDC3+       20080101000855100000005000m0300009337601092   
0601VDC3+       20080101000860100000005000m0300009426601096   
0601VDC3+       20080101000865100000005000m0300009524701101   
0601VDC3+       20080101000870100000005000m0300009614601105   
0601VDC3+       20080101000875100000005000m0300009713601110   
0601VDC3+       20080101000880100000005000m0300009804301114   
0601VDC3+       20080101000885100000005000m0300009913101120   
0601VDC3+       20080101000890100000005000m0300010004701124   
0601VDC3+       20080101000895100000005000m0300010105601129   
0601VDC3+       20080101000900100000005000m0300010198101133   
0601VDC3+       20080101000905100000005000m0300010300001138   
0601VDC3+       20080101000910100000005000m0300010420601145   
0601VDC3+       20080101000915100000005000m0300010514401149   
0601VDC3+       20080101000920100000005000m0300010617901154   
0601VDC3+       20080101000925100000005000m0300010712601158   
0601VDC3+       20080101000930100000005000m0300010817001163   
0601VDC3+       20080101000935100000005000m0300010903201166   
0601VDC3+       20080101000940100000005000m0300011008501171   
0601VDC3+       20080101000945100000005000m0300011104901175   
0601VDC3+       20080101000950100000005000m0300011220601181   
0601VDC3+       20080101000955100000005000m0300011317901185   
0601VDC3+       20080101000960100000005000m0300011434701191   
0601VDC3+       20080101000965100000005000m0300011532901195   
0601VDC3+       20080101000970100000005000m0300011650901201   
0601VDC3+       20080101000975100000005000m0300011749901205   
0601VDC3+       20080101000980100000005000m0300011869001211   
0601VDC3+       20080101000985100000005000m0300011968901215   
0601VDC3+       20080101000990100000005000m0300012079201220   
0601VDC3+       20080101000995100000005000m0300012180001224   
0601VDC3+       20080101001000100000100000m0300012761201276   
0601VDC3+       20080101001100100000100000m0300015159301378   
0601VDC3+       20080101001200100000100000m0300017677401473   
0601VDC3+       20080101001300100000100000m0300020372501567   
0601VDC3+       20080101001400100000100000m0300023381601670   
0601VDC3+       20080101001500100000100000m0300026581701772   
0601VDC3+       20080101001600100000100000m0300029761801860   
0601VDC3+       20080101001700100000100000m0300032947901938   
0601VDC3+       20080101001800100000100000m0300036164002009   
0601VDC3+       20080101001900100000100000m0300039465002077   
0601VDC3+       20080101002000100000100000m0300042982102149   
0601VDC3+       20080101002100100000100000m0300046874202232   
0601VDC3+       20080101002200100000100000m0300050778302308   
0601VDC3+       20080101002300100000100000m0300054857302385   
0601VDC3+       20080101002400100000100000m0300058922402455   
0601VDC3+       20080101002500100000100000m0300063027502521   
0601VDC3+       20080101002600100000100000m0300067134502582   
0601VDC3+       20080101002700100000100000m0300071228602638   
0601VDC3+       20080101002800100000100000m0300075266602688   
0601VDC3+       20080101002900100000100000m0300079346702736   
0601VDC3+       20080101003000100000100000m0300083522702784   
0601VDC3+       20080101003100100000100000m0300087608802826   
0601VDC3+       20080101003200100000100000m0300091682802865   
0601VDC3+       20080101003300100000100000m0300095867902905   
0601VDC3+       20080101003400100000100000m0300100064902943   
0601VDC3+       20080101003500100000100000m0300104267902979   
0601VDC3+       20080101003600100000100000m0300108399003011   
0601VDC3+       20080101003700100000100000m0300112520003041   
0601VDC3+       20080101003800100000100000m0300116815003074   
0601VDC3+       20080101003900100000100000m0300121059103104   
0601VDC3+       20080101004000100046000000m0300125283103132   
0601VDC4+       20080101000000100000475000m0400000000000000   
0601VDC4+       20080101000475100000005000m0400000071200015   
0601VDC4+       20080101000480100000005000m0400000192000040   
0601VDC4+       20080101000485100000005000m0400000310400064   
0601VDC4+       20080101000490100000005000m0400000357700073   
0601VDC4+       20080101000495100000005000m0400000514900104   
0601VDC4+       20080101000500100000005000m0400000615100123   
0601VDC4+       20080101000505100000005000m0400000712100141   
0601VDC4+       20080101000510100000005000m0400000851800167   
0601VDC4+       20080101000515100000005000m0400000952900185   
0601VDC4+       20080101000520100000005000m0400001045400201   
0601VDC4+       20080101000525100000005000m0400001191900227   
0601VDC4+       20080101000530100000005000m0400001293400244   
0601VDC4+       20080101000535100000005000m0400001380500258   
0601VDC4+       20080101000540100000005000m0400001517600281   
0601VDC4+       20080101000545100000005000m0400001624300298   
0601VDC4+       20080101000550100000005000m0400001738300316   
0601VDC4+       20080101000555100000005000m0400001859500335   
0601VDC4+       20080101000560100000005000m0400001988300355   
0601VDC4+       20080101000565100000005000m0400002119100375   
0601VDC4+       20080101000570100000005000m0400002234700392   
0601VDC4+       20080101000575100000005000m0400002375100413   
0601VDC4+       20080101000580100000005000m0400002494400430   
0601VDC4+       20080101000585100000005000m0400002632900450   
0601VDC4+       20080101000590100000005000m0400002738000464   
0601VDC4+       20080101000595100000005000m0400002874300483   
0601VDC4+       20080101000600100000005000m0400003036500506   
0601VDC4+       20080101000605100000005000m0400003140400519   
0601VDC4+       20080101000610100000005000m0400003306700542   
0601VDC4+       20080101000615100000005000m0400003438400559   
0601VDC4+       20080101000620100000005000m0400003559300574   
0601VDC4+       20080101000625100000005000m0400003688000590   
0601VDC4+       20080101000630100000005000m0400003805800604   
0601VDC4+       20080101000635100000005000m0400003937600620   
0601VDC4+       20080101000640100000005000m0400004058200634   
0601VDC4+       20080101000645100000005000m0400004193100650   
0601VDC4+       20080101000650100000005000m0400004316600664   
0601VDC4+       20080101000655100000005000m0400004448100679   
0601VDC4+       20080101000660100000005000m0400004574400693   
0601VDC4+       20080101000665100000005000m0400004702200707   
0601VDC4+       20080101000670100000005000m0400004811300718   
0601VDC4+       20080101000675100000005000m0400004975400737   
0601VDC4+       20080101000680100000005000m0400005100700750   
0601VDC4+       20080101000685100000005000m0400005179300756   
0601VDC4+       20080101000690100000005000m0400005265400763   
0601VDC4+       20080101000695100000005000m0400005366100772   
0601VDC4+       20080101000700100000005000m0400005453700779   
0601VDC4+       20080101000705100000005000m0400005535000785   
0601VDC4+       20080101000710100000005000m0400005638100794   
0601VDC4+       20080101000715100000005000m0400005720800800   
0601VDC4+       20080101000720100000005000m0400005804000806   
0601VDC4+       20080101000725100000005000m0400005909500815   
0601VDC4+       20080101000730100000005000m0400005994100821   
0601VDC4+       20080101000735100000005000m0400006071900826   
0601VDC4+       20080101000740100000005000m0400006157600832   
0601VDC4+       20080101000745100000005000m0400006258800840   
0601VDC4+       20080101000750100000005000m0400006345800846   
0601VDC4+       20080101000755100000005000m0400006425900851   
0601VDC4+       20080101000760100000005000m0400006529200859   
0601VDC4+       20080101000765100000005000m0400006610400864   
0601VDC4+       20080101000770100000005000m0400006699800870   
0601VDC4+       20080101000775100000005000m0400006797600877   
0601VDC4+       20080101000780100000005000m0400006880400882   
0601VDC4+       20080101000785100000005000m0400006971600888   
0601VDC4+       20080101000790100000005000m0400007071300895   
0601VDC4+       20080101000795100000005000m0400007163800901   
0601VDC4+       20080101000800100000005000m0400007272900909   
0601VDC4+       20080101000805100000005000m0400007358600914   
0601VDC4+       20080101000810100000005000m0400007452900920   
0601VDC4+       20080101000815100000005000m0400007539600925   
0601VDC4+       20080101000820100000005000m0400007643300932   
0601VDC4+       20080101000825100000005000m0400007731100937   
0601VDC4+       20080101000830100000005000m0400007819500942   
0601VDC4+       20080101000835100000005000m0400007925000949   
0601VDC4+       20080101000840100000005000m0400008014500954   
0601VDC4+       20080101000845100000005000m0400008104500959   
0601VDC4+       20080101000850100000005000m0400008203400965   
0601VDC4+       20080101000855100000005000m0400008294400970   
0601VDC4+       20080101000860100000005000m0400008385900975   
0601VDC4+       20080101000865100000005000m0400008486600981   
0601VDC4+       20080101000870100000005000m0400008579100986   
0601VDC4+       20080101000875100000005000m0400008663400990   
0601VDC4+       20080101000880100000005000m0400008774500997   
0601VDC4+       20080101000885100000005000m0400008859801001   
0601VDC4+       20080101000890100000005000m0400008945501005   
0601VDC4+       20080101000895100000005000m0400009049401011   
0601VDC4+       20080101000900100000005000m0400009145001016   
0601VDC4+       20080101000905100000005000m0400009232001020   
0601VDC4+       20080101000910100000005000m0400009346701027   
0601VDC4+       20080101000915100000005000m0400009434601031   
0601VDC4+       20080101000920100000005000m0400009532201036   
0601VDC4+       20080101000925100000005000m0400009630201041   
0601VDC4+       20080101000930100000005000m0400009719501045   
0601VDC4+       20080101000935100000005000m0400009809101049   
0601VDC4+       20080101000940100000005000m0400009918001055   
0601VDC4+       20080101000945100000005000m0400010008601059   
0601VDC4+       20080101000950100000005000m0400010109001064   
0601VDC4+       20080101000955100000005000m0400010210001069   
0601VDC4+       20080101000960100000005000m0400010301801073   
0601VDC4+       20080101000965100000005000m0400010403701078   
0601VDC4+       20080101000970100000005000m0400010506101083   
0601VDC4+       20080101000975100000005000m0400010599301087   
0601VDC4+       20080101000980100000005000m0400010692801091   
0601VDC4+       20080101000985100000005000m0400010786801095   
0601VDC4+       20080101000990100000005000m0400010891101100   
0601VDC4+       20080101000995100000005000m0400010985901104   
0601VDC4+       20080101001000100000100000m0400011481101148   
0601VDC4+       20080101001100100000100000m0400013641201240   
0601VDC4+       20080101001200100000100000m0400016105301342   
0601VDC4+       20080101001300100000100000m0400018669401436   
0601VDC4+       20080101001400100000100000m0400021477501534   
0601VDC4+       20080101001500100000100000m0400024466601631   
0601VDC4+       20080101001600100000100000m0400027457701716   
0601VDC4+       20080101001700100000100000m0400030567701798   
0601VDC4+       20080101001800100000100000m0400033769801876   
0601VDC4+       20080101001900100000100000m0400036956901945   
0601VDC4+       20080101002000100000100000m0400040142002007   
0601VDC4+       20080101002100100000100000m0400043388002066   
0601VDC4+       20080101002200100000100000m0400046686102122   
0601VDC4+       20080101002300100000100000m0400050740202206   
0601VDC4+       20080101002400100000100000m0400054746202281   
0601VDC4+       20080101002500100000100000m0400058877302355   
0601VDC4+       20080101002600100000100000m0400063052402425   
0601VDC4+       20080101002700100000100000m0400067205402489   
0601VDC4+       20080101002800100000100000m0400071458502552   
0601VDC4+       20080101002900100000100000m0400075663602609   
0601VDC4+       20080101003000100000100000m0400079832602661   
0601VDC4+       20080101003100100000100000m0400083950702708   
0601VDC4+       20080101003200100000100000m0400088162702755   
0601VDC4+       20080101003300100000100000m0400092369702799   
0601VDC4+       20080101003400100000100000m0400096528802839   
0601VDC4+       20080101003500100000100000m0400100732802878   
0601VDC4+       20080101003600100000100000m0400104942902915   
0601VDC4+       20080101003700100000100000m0400109189902951   
0601VDC4+       20080101003800100000100000m0400113470902986   
0601VDC4+       20080101003900100000100000m0400117666003017   
0601VDC4+       20080101004000100046000000m0400121883003047   
0601VDC5+       20080101000000100000535000m0500000000000000   
0601VDC5+       20080101000535100000005000m0500000058800011   
0601VDC5+       20080101000540100000005000m0500000156600029   
0601VDC5+       20080101000545100000005000m0500000256100047   
0601VDC5+       20080101000550100000005000m0500000368500067   
0601VDC5+       20080101000555100000005000m0500000494000089   
0601VDC5+       20080101000560100000005000m0500000604900108   
0601VDC5+       20080101000565100000005000m0500000745900132   
0601VDC5+       20080101000570100000005000m0500000866500152   
0601VDC5+       20080101000575100000005000m0500000994900173   
0601VDC5+       20080101000580100000005000m0500001125300194   
0601VDC5+       20080101000585100000005000m0500001246200213   
0601VDC5+       20080101000590100000005000m0500001363100231   
0601VDC5+       20080101000595100000005000m0500001505600253   
0601VDC5+       20080101000600100000005000m0500001638200273   
0601VDC5+       20080101000605100000005000m0500001748700289   
0601VDC5+       20080101000610100000005000m0500001891300310   
0601VDC5+       20080101000615100000005000m0500001974400321   
0601VDC5+       20080101000620100000005000m0500002089700337   
0601VDC5+       20080101000625100000005000m0500002194100351   
0601VDC5+       20080101000630100000005000m0500002312400367   
0601VDC5+       20080101000635100000005000m0500002400600378   
0601VDC5+       20080101000640100000005000m0500002515500393   
0601VDC5+       20080101000645100000005000m0500002625500407   
0601VDC5+       20080101000650100000005000m0500002743400422   
0601VDC5+       20080101000655100000005000m0500002836500433   
0601VDC5+       20080101000660100000005000m0500002957200448   
0601VDC5+       20080101000665100000005000m0500003066100461   
0601VDC5+       20080101000670100000005000m0500003182900475   
0601VDC5+       20080101000675100000005000m0500003314700491   
0601VDC5+       20080101000680100000005000m0500003400500500   
0601VDC5+       20080101000685100000005000m0500003521400514   
0601VDC5+       20080101000690100000005000m0500003629900526   
0601VDC5+       20080101000695100000005000m0500003746500539   
0601VDC5+       20080101000700100000005000m0500003843500549   
0601VDC5+       20080101000705100000005000m0500003962600562   
0601VDC5+       20080101000710100000005000m0500004075900574   
0601VDC5+       20080101000715100000005000m0500004197600587   
0601VDC5+       20080101000720100000005000m0500004298900597   
0601VDC5+       20080101000725100000005000m0500004444800613   
0601VDC5+       20080101000730100000005000m0500004570400626   
0601VDC5+       20080101000735100000005000m0500004711900641   
0601VDC5+       20080101000740100000005000m0500004818000651   
0601VDC5+       20080101000745100000005000m0500004954900665   
0601VDC5+       20080101000750100000005000m0500005085600678   
0601VDC5+       20080101000755100000005000m0500005225200692   
0601VDC5+       20080101000760100000005000m0500005328300701   
0601VDC5+       20080101000765100000005000m0500005462800714   
0601VDC5+       20080101000770100000005000m0500005598600727   
0601VDC5+       20080101000775100000005000m0500005712400737   
0601VDC5+       20080101000780100000005000m0500005842900749   
0601VDC5+       20080101000785100000005000m0500005982400762   
0601VDC5+       20080101000790100000005000m0500006075800769   
0601VDC5+       20080101000795100000005000m0500006193800779   
0601VDC5+       20080101000800100000005000m0500006280700785   
0601VDC5+       20080101000805100000005000m0500006368300791   
0601VDC5+       20080101000810100000005000m0500006456400797   
0601VDC5+       20080101000815100000005000m0500006537100802   
0601VDC5+       20080101000820100000005000m0500006651000811   
0601VDC5+       20080101000825100000005000m0500006732800816   
0601VDC5+       20080101000830100000005000m0500006823400822   
0601VDC5+       20080101000835100000005000m0500006906200827   
0601VDC5+       20080101000840100000005000m0500006989600832   
0601VDC5+       20080101000845100000005000m0500007081900838   
0601VDC5+       20080101000850100000005000m0500007183300845   
0601VDC5+       20080101000855100000005000m0500007268300850   
0601VDC5+       20080101000860100000005000m0500007353800855   
0601VDC5+       20080101000865100000005000m0500007448500861   
0601VDC5+       20080101000870100000005000m0500007535000866   
0601VDC5+       20080101000875100000005000m0500007630800872   
0601VDC5+       20080101000880100000005000m0500007736000879   
0601VDC5+       20080101000885100000005000m0500007833100885   
0601VDC5+       20080101000890100000005000m0500007921800890   
0601VDC5+       20080101000895100000005000m0500008011100895   
0601VDC5+       20080101000900100000005000m0500008100900900   
0601VDC5+       20080101000905100000005000m0500008191100905   
0601VDC5+       20080101000910100000005000m0500008318300914   
0601VDC5+       20080101000915100000005000m0500008409700919   
0601VDC5+       20080101000920100000005000m0500008492500923   
0601VDC5+       20080101000925100000005000m0500008584900928   
0601VDC5+       20080101000930100000005000m0500008677800933   
0601VDC5+       20080101000935100000005000m0500008789900940   
0601VDC5+       20080101000940100000005000m0500008874500944   
0601VDC5+       20080101000945100000005000m0500008968900949   
0601VDC5+       20080101000950100000005000m0500009063900954   
0601VDC5+       20080101000955100000005000m0500009149800958   
0601VDC5+       20080101000960100000005000m0500009236100962   
0601VDC5+       20080101000965100000005000m0500009351800969   
