00SH               20081219                                                                                   
0601SHA2+       20090101001225100000005000 0200020220001647   
0601SHA2+       20090101001230100000005000 0200020360001652   
0601SHA2+       20090101001235100000005000 0200020530001659   
0601SHA2+       20090101001240100000005000 0200020670001664   
0601SHA2+       20090101001245100000005000 0200020810001668   
0601SHA2+       20090101001250100000005000 0200020980001675   
0601SHA2+       20090101001255100000005000 0200021120001680   
0601SHA2+       20090101001260100000005000 0200021260001684   
0601SHA2+       20090101001265100000005000 0200021430001691   
0601SHA2+       20090101001270100000005000 0200021570001695   
0601SHA2+       20090101001275100000005000 0200021730001701   
0601SHA2+       20090101001280100000005000 0200021870001705   
0601SHA2+       20090101001285100000005000 0200022020001710   
0601SHA2+       20090101001290100000005000 0200022180001716   
0601SHA2+       20090101001295100000005000 0200022320001720   
0601SHA2+       20090101001300100000005000 0200022460001724   
0601SHA2+       20090101001305100000005000 0200022630001731   
0601SHA2+       20090101001310100000005000 0200022770001735   
0601SHA2+       20090101001315100000005000 0200022910001739   
0601SHA2+       20090101001320100000005000 0200023080001745   
0601SHA2+       20090101001325100000005000 0200023220001749   
0601SHA2+       20090101001330100000005000 0200023390001755   
0601SHA2+       20090101001335100000005000 0200023530001759   
0601SHA2+       20090101001340100000005000 0200023670001763   
0601SHA2+       20090101001345100000005000 0200023840001769   
0601SHA2+       20090101001350100000005000 0200023980001773   
0601SHA2+       20090101001355100000005000 0200024120001777   
0601SHA2+       20090101001360100000005000 0200024280001782   
0601SHA2+       20090101001365100000005000 0200024420001786   
0601SHA2+       20090101001370100000005000 0200024590001792   
0601SHA2+       20090101001375100000005000 0200024730001795   
0601SHA2+       20090101001380100000005000 0200024870001799   
0601SHA2+       20090101001385100000005000 0200025040001805   
0601SHA2+       20090101001390100000005000 0200025180001808   
0601SHA2+       20090101001395100000005000 0200025320001812   
0601SHA2+       20090101001400100000005000 0200025490001817   
0601SHA2+       20090101001405100000005000 0200025630001821   
0601SHA2+       20090101001410100000005000 0200025770001824   
0601SHA2+       20090101001415100000005000 0200025950001831   
0601SHA2+       20090101001420100000005000 0200026100001835   
0601SHA2+       20090101001425100000005000 0200026280001841   
0601SHA2+       20090101001430100000005000 0200026420001844   
0601SHA2+       20090101001435100000005000 0200026570001848   
0601SHA2+       20090101001440100000005000 0200026750001854   
0601SHA2+       20090101001445100000005000 0200026900001858   
0601SHA2+       20090101001450100000005000 0200027050001862   
0601SHA2+       20090101001455100000005000 0200027230001868   
0601SHA2+       20090101001460100000005000 0200027380001872   
0601SHA2+       20090101001465100000005000 0200027530001876   
0601SHA2+       20090101001470100000005000 0200027710001882   
0601SHA2+       20090101001475100000005000 0200027860001886   
0601SHA2+       20090101001480100000005000 0200028040001891   
0601SHA2+       20090101001485100000005000 0200028180001894   
0601SHA2+       20090101001490100000005000 0200028330001898   
0601SHA2+       20090101001495100000005000 0200028520001905   
0601SHA2+       20090101001500100000005000 0200028680001909   
0601SHA2+       20090101001505100000005000 0200028840001913   
0601SHA2+       20090101001510100000005000 0200029030001919   
0601SHA2+       20090101001515100000005000 0200029180001923   
0601SHA2+       20090101001520100000005000 0200029380001930   
0601SHA2+       20090101001525100000005000 0200029530001933   
0601SHA2+       20090101001530100000005000 0200029690001937   
0601SHA2+       20090101001535100000005000 0200029880001943   
0601SHA2+       20090101001540100000005000 0200030040001947   
0601SHA2+       20090101001545100000005000 0200030200001952   
0601SHA2+       20090101001550100000005000 0200030390001957   
0601SHA2+       20090101001555100000005000 0200030550001961   
0601SHA2+       20090101001560100000005000 0200030710001965   
0601SHA2+       20090101001565100000005000 0200030900001971   
0601SHA2+       20090101001570100000005000 0200031060001975   
0601SHA2+       20090101001575100000005000 0200031250001981   
0601SHA2+       20090101001580100000005000 0200031400001984   
0601SHA2+       20090101001585100000005000 0200031560001988   
0601SHA2+       20090101001590100000005000 0200031750001994   
0601SHA2+       20090101001595100000005000 0200031910001997   
0601SHA2+       20090101001600100000005000 0200032070002001   
0601SHA2+       20090101001605100000005000 0200032260002007   
0601SHA2+       20090101001610100000005000 0200032420002011   
0601SHA2+       20090101001615100000005000 0200032580002014   
0601SHA2+       20090101001620100000005000 0200032770002020   
0601SHA2+       20090101001625100000005000 0200032930002023   
0601SHA2+       20090101001630100000005000 0200033120002029   
0601SHA2+       20090101001635100000005000 0200033280002032   
0601SHA2+       20090101001640100000005000 0200033430002035   
0601SHA2+       20090101001645100000005000 0200033620002041   
0601SHA2+       20090101001650100000005000 0200033780002044   
0601SHA2+       20090101001655100000005000 0200033940002048   
0601SHA2+       20090101001660100000005000 0200034130002053   
0601SHA2+       20090101001665100000005000 0200034290002056   
0601SHA2+       20090101001670100000005000 0200034480002062   
0601SHA2+       20090101001675100000005000 0200034640002065   
0601SHA2+       20090101001680100000005000 0200034800002068   
0601SHA2+       20090101001685100000005000 0200034990002073   
0601SHA2+       20090101001690100000005000 0200035150002077   
0601SHA2+       20090101001695100000005000 0200035310002080   
0601SHA2+       20090101001700100000005000 0200035500002085   
0601SHA2+       20090101001705100000005000 0200035660002088   
0601SHA2+       20090101001710100000005000 0200035810002091   
0601SHA2+       20090101001715100000005000 0200036000002096   
0601SHA2+       20090101001720100000005000 0200036160002099   
0601SHA2+       20090101001725100000005000 0200036350002104   
0601SHA2+       20090101001730100000005000 0200036510002107   
0601SHA2+       20090101001735100000005000 0200036670002111   
0601SHA2+       20090101001740100000005000 0200036860002115   
0601SHA2+       20090101001745100000005000 0200037020002118   
0601SHA2+       20090101001750100000005000 0200037180002122   
0601SHA2+       20090101001755100000005000 0200037370002126   
0601SHA2+       20090101001760100000005000 0200037530002129   
0601SHA2+       20090101001765100000005000 0200037680002132   
0601SHA2+       20090101001770100000005000 0200037870002137   
0601SHA2+       20090101001775100000005000 0200038040002140   
0601SHA2+       20090101001780100000005000 0200038240002145   
0601SHA2+       20090101001785100000005000 0200038400002148   
0601SHA2+       20090101001790100000005000 0200038570002152   
0601SHA2+       20090101001795100000005000 0200038770002157   
0601SHA2+       20090101001800100000005000 0200038940002160   
0601SHA2+       20090101001805100000005000 0200039110002164   
0601SHA2+       20090101001810100000005000 0200039310002169   
0601SHA2+       20090101001815100000005000 0200039480002172   
0601SHA2+       20090101001820100000005000 0200039680002177   
0601SHA2+       20090101001825100000005000 0200039850002181   
0601SHA2+       20090101001830100000005000 0200040010002183   
0601SHA2+       20090101001835100000005000 0200040220002189   
0601SHA2+       20090101001840100000005000 0200040380002192   
0601SHA2+       20090101001845100000005000 0200040550002195   
0601SHA2+       20090101001850100000005000 0200040750002200   
0601SHA2+       20090101001855100000005000 0200040920002203   
0601SHA2+       20090101001860100000005000 0200041090002206   
0601SHA2+       20090101001865100000005000 0200041290002211   
0601SHA2+       20090101001870100000005000 0200041460002214   
0601SHA2+       20090101001875100000005000 0200041660002219   
0601SHA2+       20090101001880100000005000 0200041830002222   
0601SHA2+       20090101001885100000005000 0200041990002225   
0601SHA2+       20090101001890100000005000 0200042200002230   
0601SHA2+       20090101001895100000005000 0200042360002232   
0601SHA2+       20090101001900100000005000 0200042530002235   
0601SHA2+       20090101001905100000005000 0200042730002240   
0601SHA2+       20090101001910100000005000 0200042900002243   
0601SHA2+       20090101001915100000005000 0200043100002248   
0601SHA2+       20090101001920100000005000 0200043270002251   
0601SHA2+       20090101001925100000005000 0200043440002254   
0601SHA2+       20090101001930100000005000 0200043640002258   
0601SHA2+       20090101001935100000005000 0200043810002261   
0601SHA2+       20090101001940100000005000 0200043970002264   
0601SHA2+       20090101001945100000005000 0200044180002269   
0601SHA2+       20090101001950100000005000 0200044340002271   
0601SHA2+       20090101001955100000005000 0200044510002274   
0601SHA2+       20090101001960100000005000 0200044710002278   
0601SHA2+       20090101001965100000005000 0200044880002281   
0601SHA2+       20090101001970100000005000 0200045080002285   
0601SHA2+       20090101001975100000005000 0200045250002288   
0601SHA2+       20090101001980100000005000 0200045420002291   
0601SHA2+       20090101001985100000005000 0200045620002295   
0601SHA2+       20090101001990100000005000 0200045790002298   
0601SHA2+       20090101001995100000005000 0200045950002300   
0601SHA2+       20090101002000100000005000 0200046150002305   
0601SHA2+       20090101002005100000005000 0200046320002307   
0601SHA2+       20090101002010100000005000 0200046490002310   
0601SHA2+       20090101002015100000005000 0200046690002314   
0601SHA2+       20090101002020100000005000 0200046860002317   
0601SHA2+       20090101002025100000005000 0200047060002321   
0601SHA2+       20090101002030100000005000 0200047230002324   
0601SHA2+       20090101002035100000005000 0200047400002326   
0601SHA2+       20090101002040100000005000 0200047600002330   
0601SHA2+       20090101002045100000005000 0200047770002333   
0601SHA2+       20090101002050100000005000 0200047930002335   
0601SHA2+       20090101002055100000005000 0200048130002339   
0601SHA2+       20090101002060100000005000 0200048300002342   
0601SHA2+       20090101002065100000005000 0200048500002346   
0601SHA2+       20090101002070100000005000 0200048670002348   
0601SHA2+       20090101002075100000005000 0200048840002351   
0601SHA2+       20090101002080100000005000 0200049040002355   
0601SHA2+       20090101002085100000005000 0200049210002357   
0601SHA2+       20090101002090100000005000 0200049370002359   
0601SHA2+       20090101002095100000005000 0200049580002364   
0601SHA2+       20090101002100100000005000 0200049740002366   
0601SHA2+       20090101002105100000005000 0200049910002368   
0601SHA2+       20090101002110100000005000 0200050090002371   
0601SHA2+       20090101002115100000005000 0200050240002373   
0601SHA2+       20090101002120100000005000 0200050420002376   
0601SHA2+       20090101002125100000005000 0200050570002377   
0601SHA2+       20090101002130100000005000 0200050720002378   
0601SHA2+       20090101002135100000005000 0200050890002381   
0601SHA2+       20090101002140100000005000 0200051040002382   
0601SHA2+       20090101002145100000005000 0200051190002384   
0601SHA2+       20090101002150100000005000 0200051370002387   
0601SHA2+       20090101002155100000005000 0200051510002387   
0601SHA2+       20090101002160100000005000 0200051660002389   
0601SHA2+       20090101002165100000005000 0200051840002392   
0601SHA2+       20090101002170100000005000 0200051990002393   
0601SHA2+       20090101002175100000005000 0200052170002396   
0601SHA2+       20090101002180100000005000 0200052310002397   
0601SHA2+       20090101002185100000005000 0200052460002398   
0601SHA2+       20090101002190100000005000 0200052640002401   
0601SHA2+       20090101002195100000005000 0200052790002402   
0601SHA2+       20090101002200100000005000 0200052930002403   
0601SHA2+       20090101002205100000005000 0200053110002406   
0601SHA2+       20090101002210100000005000 0200053260002407   
0601SHA2+       20090101002215100000005000 0200053440002410   
0601SHA2+       20090101002220100000005000 0200053590002411   
0601SHA2+       20090101002225100000005000 0200053730002412   
0601SHA2+       20090101002230100000005000 0200053910002415   
0601SHA2+       20090101002235100000005000 0200054060002416   
0601SHA2+       20090101002240100000005000 0200054210002417   
0601SHA2+       20090101002245100000005000 0200054390002420   
0601SHA2+       20090101002250100000005000 0200054530002421   
0601SHA2+       20090101002255100000005000 0200054680002422   
0601SHA2+       20090101002260100000005000 0200054860002425   
0601SHA2+       20090101002265100000005000 0200055010002426   
0601SHA2+       20090101002270100000005000 0200055180002428   
0601SHA2+       20090101002275100000005000 0200055330002429   
0601SHA2+       20090101002280100000005000 0200055480002431   
0601SHA2+       20090101002285100000005000 0200055660002433   
0601SHA2+       20090101002290100000005000 0200055810002434   
0601SHA2+       20090101002295100000005000 0200055950002435   
0601SHA2+       20090101002300100000005000 0200056130002438   
0601SHA2+       20090101002305100000005000 0200056280002439   
0601SHA2+       20090101002310100000005000 0200056430002440   
0601SHA2+       20090101002315100000005000 0200056610002443   
0601SHA2+       20090101002320100000005000 0200056750002443   
0601SHA2+       20090101002325100000005000 0200056930002446   
0601SHA2+       20090101002330100000005000 0200057080002447   
0601SHA2+       20090101002335100000005000 0200057230002448   
0601SHA2+       20090101002340100000005000 0200057410002451   
0601SHA2+       20090101002345100000005000 0200057550002452   
0601SHA2+       20090101002350100000005000 0200057700002453   
0601SHA2+       20090101002355100000005000 0200057880002455   
0601SHA2+       20090101002360100000005000 0200058030002456   
0601SHA2+       20090101002365100000005000 0200058200002458   
0601SHA2+       20090101002370100000005000 0200058350002459   
0601SHA2+       20090101002375100000005000 0200058500002461   
0601SHA2+       20090101002380100000005000 0200058680002463   
0601SHA2+       20090101002385100000005000 0200058830002464   
0601SHA2+       20090101002390100000005000 0200058970002465   
0601SHA2+       20090101002395100000005000 0200059150002467   
0601SHA2+       20090101002400100000005000 0200059300002468   
0601SHA2+       20090101002405100000005000 0200059450002469   
0601SHA2+       20090101002410100000005000 0200059630002472   
0601SHA2+       20090101002415100000005000 0200059770002472   
0601SHA2+       20090101002420100000005000 0200059950002475   
0601SHA2+       20090101002425100000005000 0200060100002476   
0601SHA2+       20090101002430100000005000 0200060250002477   
0601SHA2+       20090101002435100000005000 0200060430002479   
0601SHA2+       20090101002440100000005000 0200060570002480   
0601SHA2+       20090101002445100000005000 0200060720002481   
0601SHA2+       20090101002450100000005000 0200060900002483   
0601SHA2+       20090101002455100000005000 0200061050002484   
0601SHA2+       20090101002460100000005000 0200061220002486   
0601SHA2+       20090101002465100000005000 0200061370002487   
0601SHA2+       20090101002470100000005000 0200061520002488   
0601SHA2+       20090101002475100000005000 0200061700002490   
0601SHA2+       20090101002480100000005000 0200061850002491   
0601SHA2+       20090101002485100000005000 0200061990002492   
0601SHA2+       20090101002490100000005000 0200062170002494   
0601SHA2+       20090101002495100000005000 0200062320002495   
0601SHA2+       20090101002500100000005000 0200062470002496   
0601SHA2+       20090101002505100000005000 0200062640002498   
0601SHA2+       20090101002510100000005000 0200062790002499   
0601SHA2+       20090101002515100000005000 0200062970002501   
0601SHA2+       20090101002520100000005000 0200063120002502   
0601SHA2+       20090101002525100000005000 0200063270002503   
0601SHA2+       20090101002530100000005000 0200063440002505   
0601SHA2+       20090101002535100000005000 0200063590002506   
0601SHA2+       20090101002540100000005000 0200063740002507   
0601SHA2+       20090101002545100000005000 0200063920002509   
0601SHA2+       20090101002550100000005000 0200064070002510   
0601SHA2+       20090101002555100000005000 0200064220002511   
0601SHA2+       20090101002560100000005000 0200064390002513   
0601SHA2+       20090101002565100000005000 0200064540002514   
0601SHA2+       20090101002570100000005000 0200064720002516   
0601SHA2+       20090101002575100000005000 0200064870002517   
0601SHA2+       20090101002580100000005000 0200065010002517   
0601SHA2+       20090101002585100000005000 0200065190002519   
0601SHA2+       20090101002590100000005000 0200065340002520   
0601SHA2+       20090101002595100000005000 0200065490002521   
0601SHA2+       20090101002600100000005000 0200065660002523   
0601SHA2+       20090101002605100000005000 0200065810002524   
0601SHA2+       20090101002610100000005000 0200065990002526   
0601SHA2+       20090101002615100000005000 0200066140002527   
0601SHA2+       20090101002620100000005000 0200066290002528   
0601SHA2+       20090101002625100000005000 0200066460002529   
0601SHA2+       20090101002630100000005000 0200066610002530   
0601SHA2+       20090101002635100000005000 0200066760002531   
0601SHA2+       20090101002640100000005000 0200066940002533   
0601SHA2+       20090101002645100000005000 0200067090002534   
0601SHA2+       20090101002650100000005000 0200067230002535   
0601SHA2+       20090101002655100000005000 0200067410002537   
0601SHA2+       20090101002660100000005000 0200067560002537   
0601SHA2+       20090101002665100000005000 0200067740002539   
0601SHA2+       20090101002670100000005000 0200067890002540   
0601SHA2+       20090101002675100000005000 0200068030002541   
0601SHA2+       20090101002680100000005000 0200068210002543   
0601SHA2+       20090101002685100000005000 0200068360002544   
0601SHA2+       20090101002690100000005000 0200068510002544   
0601SHA2+       20090101002695100000005000 0200068680002546   
0601SHA2+       20090101002700100000005000 0200068830002547   
0601SHA2+       20090101002705100000005000 0200068980002548   
0601SHA2+       20090101002710100000005000 0200069160002550   
0601SHA2+       20090101002715100000005000 0200069310002551   
0601SHA2+       20090101002720100000005000 0200069480002552   
0601SHA2+       20090101002725100000005000 0200069630002553   
0601SHA2+       20090101002730100000005000 0200069780002554   
0601SHA2+       20090101002735100000005000 0200069960002556   
0601SHA2+       20090101002740100000005000 0200070110002556   
0601SHA2+       20090101002745100000005000 0200070250002557   
0601SHA2+       20090101002750100000005000 0200070430002559   
0601SHA2+       20090101002755100000005000 0200070580002560   
0601SHA2+       20090101002760100000005000 0200070760002561   
0601SHA2+       20090101002765100000005000 0200070900002562   
0601SHA2+       20090101002770100000005000 0200071050002563   
0601SHA2+       20090101002775100000005000 0200071230002565   
0601SHA2+       20090101002780100000005000 0200071380002565   
0601SHA2+       20090101002785100000005000 0200071530002566   
0601SHA2+       20090101002790100000005000 0200071700002568   
0601SHA2+       20090101002795100000005000 0200071850002568   
0601SHA2+       20090101002800100000005000 0200072000002569   
0601SHA2+       20090101002805100000005000 0200072180002571   
0601SHA2+       20090101002810100000005000 0200072330002572   
0601SHA2+       20090101002815100000005000 0200072500002573   
0601SHA2+       20090101002820100000005000 0200072650002574   
0601SHA2+       20090101002825100000005000 0200072800002575   
0601SHA2+       20090101002830100000005000 0200072980002577   
0601SHA2+       20090101002835100000005000 0200073120002577   
0601SHA2+       20090101002840100000005000 0200073270002578   
0601SHA2+       20090101002845100000005000 0200073450002579   
0601SHA2+       20090101002850100000005000 0200073600002580   
0601SHA2+       20090101002855100000005000 0200073780002582   
0601SHA2+       20090101002860100000005000 0200073920002582   
0601SHA2+       20090101002865100000005000 0200074070002583   
0601SHA2+       20090101002870100000005000 0200074250002585   
0601SHA2+       20090101002875100000005000 0200074400002586   
0601SHA2+       20090101002880100000005000 0200074550002586   
0601SHA2+       20090101002885100000005000 0200074720002588   
0601SHA2+       20090101002890100000005000 0200074870002588   
0601SHA2+       20090101002895100000005000 0200075020002589   
0601SHA2+       20090101002900100000005000 0200075200002591   
0601SHA2+       20090101002905100000005000 0200075350002592   
0601SHA2+       20090101002910100000005000 0200075520002593   
0601SHA2+       20090101002915100000005000 0200075670002594   
0601SHA2+       20090101002920100000005000 0200075820002594   
0601SHA2+       20090101002925100000005000 0200076000002596   
0601SHA2+       20090101002930100000005000 0200076140002596   
0601SHA2+       20090101002935100000005000 0200076290002597   
0601SHA2+       20090101002940100000005000 0200076470002599   
0601SHA2+       20090101002945100000005000 0200076620002599   
0601SHA2+       20090101002950100000005000 0200076770002600   
0601SHA2+       20090101002955100000005000 0200076940002602   
0601SHA2+       20090101002960100000005000 0200077090002602   
0601SHA2+       20090101002965100000005000 0200077270002604   
0601SHA2+       20090101002970100000005000 0200077420002605   
0601SHA2+       20090101002975100000005000 0200077570002605   
0601SHA2+       20090101002980100000005000 0200077740002607   
0601SHA2+       20090101002985100000005000 0200077890002607   
0601SHA2+       20090101002990100000005000 0200078040002608   
0601SHA2+       20090101002995100000005000 0200078220002610   
0601SHA2+       20090101003000100000500000 0200000000002651   
0601SHA2+       20090101003500100000500000 0200000000002721   
0601SHA2+       20090101004000100005999900 0200000000002750   
0601SHA3+       20090101000000100000040000 0300000050000250   
0601SHA3+       20090101000040100000005000 0300000050000118   
0601SHA3+       20090101000045100000005000 0300000050000105   
0601SHA3+       20090101000050100000005000 0300000050000095   
0601SHA3+       20090101000055100000005000 0300000050000087   
0601SHA3+       20090101000060100000005000 0300000050000080   
0601SHA3+       20090101000065100000005000 0300000050000074   
0601SHA3+       20090101000070100000005000 0300000050000069   
0601SHA3+       20090101000075100000005000 0300000050000065   
0601SHA3+       20090101000080100000005000 0300000050000061   
0601SHA3+       20090101000085100000005000 0300000050000057   
0601SHA3+       20090101000090100000005000 0300000050000054   
0601SHA3+       20090101000095100000005000 0300000050000051   
0601SHA3+       20090101000100100000005000 0300000050000049   
0601SHA3+       20090101000105100000005000 0300000050000047   
0601SHA3+       20090101000110100000005000 0300000050000044   
0601SHA3+       20090101000115100000005000 0300000050000043   
0601SHA3+       20090101000120100000005000 0300000050000041   
0601SHA3+       20090101000125100000005000 0300000050000039   
0601SHA3+       20090101000130100000005000 0300000050000038   
0601SHA3+       20090101000135100000005000 0300000050000036   
0601SHA3+       20090101000140100000005000 0300000050000035   
0601SHA3+       20090101000145100000005000 0300000050000034   
0601SHA3+       20090101000150100000005000 0300000050000033   
0601SHA3+       20090101000155100000005000 0300000050000032   
0601SHA3+       20090101000160100000005000 0300000050000031   
0601SHA3+       20090101000165100000005000 0300000050000030   
0601SHA3+       20090101000170100000005000 0300000050000029   
0601SHA3+       20090101000175100000005000 0300000050000028   
0601SHA3+       20090101000180100000005000 0300000050000027   
0601SHA3+       20090101000185100000005000 0300000050000027   
0601SHA3+       20090101000190100000005000 0300000050000026   
0601SHA3+       20090101000195100000005000 0300000050000025   
0601SHA3+       20090101000200100000005000 0300000050000025   
0601SHA3+       20090101000205100000005000 0300000050000024   
0601SHA3+       20090101000210100000005000 0300000050000024   
0601SHA3+       20090101000215100000005000 0300000050000023   
0601SHA3+       20090101000220100000005000 0300000050000022   
0601SHA3+       20090101000225100000005000 0300000050000022   
0601SHA3+       20090101000230100000005000 0300000050000022   
0601SHA3+       20090101000235100000005000 0300000050000021   
0601SHA3+       20090101000240100000005000 0300000050000021   
0601SHA3+       20090101000245100000005000 0300000050000020   
0601SHA3+       20090101000250100000005000 0300000050000020   
0601SHA3+       20090101000255100000005000 0300000050000019   
0601SHA3+       20090101000260100000005000 0300000050000019   
0601SHA3+       20090101000265100000005000 0300000050000019   
0601SHA3+       20090101000270100000005000 0300000050000018   
0601SHA3+       20090101000275100000005000 0300000050000018   
0601SHA3+       20090101000280100000005000 0300000050000018   
0601SHA3+       20090101000285100000005000 0300000050000017   
0601SHA3+       20090101000290100000005000 0300000080000027   
0601SHA3+       20090101000295100000005000 0300000080000027   
0601SHA3+       20090101000300100000005000 0300000080000026   
0601SHA3+       20090101000305100000005000 0300000080000026   
0601SHA3+       20090101000310100000005000 0300000080000026   
0601SHA3+       20090101000315100000005000 0300000080000025   
0601SHA3+       20090101000320100000005000 0300000080000025   
0601SHA3+       20090101000325100000005000 0300000080000024   
0601SHA3+       20090101000330100000005000 0300000080000024   
0601SHA3+       20090101000335100000005000 0300000080000024   
0601SHA3+       20090101000340100000005000 0300000090000026   
0601SHA3+       20090101000345100000005000 0300000100000029   
0601SHA3+       20090101000350100000005000 0300000130000037   
0601SHA3+       20090101000355100000005000 0300000150000042   
0601SHA3+       20090101000360100000005000 0300000180000050   
0601SHA3+       20090101000365100000005000 0300000210000057   
0601SHA3+       20090101000370100000005000 0300000240000064   
0601SHA3+       20090101000375100000005000 0300000270000072   
0601SHA3+       20090101000380100000005000 0300000310000081   
0601SHA3+       20090101000385100000005000 0300000350000090   
0601SHA3+       20090101000390100000005000 0300000380000097   
0601SHA3+       20090101000395100000005000 0300000420000106   
0601SHA3+       20090101000400100000005000 0300000460000114   
0601SHA3+       20090101000405100000005000 0300000520000128   
0601SHA3+       20090101000410100000005000 0300000590000143   
0601SHA3+       20090101000415100000005000 0300000640000153   
0601SHA3+       20090101000420100000005000 0300000690000163   
0601SHA3+       20090101000425100000005000 0300000740000173   
0601SHA3+       20090101000430100000005000 0300000790000183   
0601SHA3+       20090101000435100000005000 0300000850000194   
0601SHA3+       20090101000440100000005000 0300000900000203   
0601SHA3+       20090101000445100000005000 0300000950000212   
0601SHA3+       20090101000450100000005000 0300001010000223   
0601SHA3+       20090101000455100000005000 0300001060000232   
0601SHA3+       20090101000460100000005000 0300001120000242   
0601SHA3+       20090101000465100000005000 0300001170000250   
0601SHA3+       20090101000470100000005000 0300001230000260   
0601SHA3+       20090101000475100000005000 0300001290000270   
0601SHA3+       20090101000480100000005000 0300001370000284   
0601SHA3+       20090101000485100000005000 0300001430000293   
0601SHA3+       20090101000490100000005000 0300001490000303   
0601SHA3+       20090101000495100000005000 0300001550000312   
0601SHA3+       20090101000500100000005000 0300001610000320   
0601SHA3+       20090101000505100000005000 0300001690000333   
0601SHA3+       20090101000510100000005000 0300001750000341   
0601SHA3+       20090101000515100000005000 0300001810000350   
0601SHA3+       20090101000520100000005000 0300001870000358   
0601SHA3+       20090101000525100000005000 0300001950000370   
0601SHA3+       20090101000530100000005000 0300002010000377   
0601SHA3+       20090101000535100000005000 0300002070000385   
0601SHA3+       20090101000540100000005000 0300002140000394   
0601SHA3+       20090101000545100000005000 0300002210000404   
0601SHA3+       20090101000550100000005000 0300002290000414   
0601SHA3+       20090101000555100000005000 0300002370000425   
0601SHA3+       20090101000560100000005000 0300002440000434   
0601SHA3+       20090101000565100000005000 0300002510000442   
0601SHA3+       20090101000570100000005000 0300002580000451   
0601SHA3+       20090101000575100000005000 0300002660000461   
0601SHA3+       20090101000580100000005000 0300002730000469   
0601SHA3+       20090101000585100000005000 0300002800000477   
0601SHA3+       20090101000590100000005000 0300002870000484   
0601SHA3+       20090101000595100000005000 0300002950000494   
0601SHA3+       20090101000600100000005000 0300003020000501   
0601SHA3+       20090101000605100000005000 0300003090000509   
0601SHA3+       20090101000610100000005000 0300003160000516   
0601SHA3+       20090101000615100000005000 0300003240000525   
0601SHA3+       20090101000620100000005000 0300003320000533   
0601SHA3+       20090101000625100000005000 0300003400000542   
0601SHA3+       20090101000630100000005000 0300003490000552   
0601SHA3+       20090101000635100000005000 0300003580000562   
0601SHA3+       20090101000640100000005000 0300003680000573   
0601SHA3+       20090101000645100000005000 0300003770000582   
0601SHA3+       20090101000650100000005000 0300003860000592   
0601SHA3+       20090101000655100000005000 0300003950000601   
0601SHA3+       20090101000660100000005000 0300004040000610   
0601SHA3+       20090101000665100000005000 0300004130000619   
0601SHA3+       20090101000670100000005000 0300004220000628   
0601SHA3+       20090101000675100000005000 0300004310000636   
0601SHA3+       20090101000680100000005000 0300004400000645   
0601SHA3+       20090101000685100000005000 0300004490000653   
0601SHA3+       20090101000690100000005000 0300004580000661   
0601SHA3+       20090101000695100000005000 0300004680000671   
0601SHA3+       20090101000700100000005000 0300004780000680   
0601SHA3+       20090101000705100000005000 0300004880000690   
0601SHA3+       20090101000710100000005000 0300004980000699   
0601SHA3+       20090101000715100000005000 0300005080000708   
0601SHA3+       20090101000720100000005000 0300005180000717   
0601SHA3+       20090101000725100000005000 0300005280000726   
0601SHA3+       20090101000730100000005000 0300005380000734   
0601SHA3+       20090101000735100000005000 0300005480000743   
0601SHA3+       20090101000740100000005000 0300005580000752   
0601SHA3+       20090101000745100000005000 0300005680000760   
0601SHA3+       20090101000750100000005000 0300005770000767   
0601SHA3+       20090101000755100000005000 0300005890000778   
0601SHA3+       20090101000760100000005000 0300005990000786   
0601SHA3+       20090101000765100000005000 0300006100000795   
0601SHA3+       20090101000770100000005000 0300006200000803   
0601SHA3+       20090101000775100000005000 0300006300000810   
0601SHA3+       20090101000780100000005000 0300006400000818   
0601SHA3+       20090101000785100000005000 0300006500000825   
0601SHA3+       20090101000790100000005000 0300006600000833   
0601SHA3+       20090101000795100000005000 0300006700000840   
0601SHA3+       20090101000800100000005000 0300006800000847   
0601SHA3+       20090101000805100000005000 0300006900000854   
0601SHA3+       20090101000810100000005000 0300007010000863   
0601SHA3+       20090101000815100000005000 0300007120000871   
0601SHA3+       20090101000820100000005000 0300007230000879   
0601SHA3+       20090101000825100000005000 0300007340000887   
0601SHA3+       20090101000830100000005000 0300007450000895   
0601SHA3+       20090101000835100000005000 0300007560000903   
0601SHA3+       20090101000840100000005000 0300007670000910   
0601SHA3+       20090101000845100000005000 0300007780000918   
0601SHA3+       20090101000850100000005000 0300007890000926   
0601SHA3+       20090101000855100000005000 0300008000000933   
0601SHA3+       20090101000860100000005000 0300008110000940   
0601SHA3+       20090101000865100000005000 0300008220000948   
0601SHA3+       20090101000870100000005000 0300008360000958   
0601SHA3+       20090101000875100000005000 0300008470000965   
0601SHA3+       20090101000880100000005000 0300008580000972   
0601SHA3+       20090101000885100000005000 0300008690000979   
0601SHA3+       20090101000890100000005000 0300008800000986   
0601SHA3+       20090101000895100000005000 0300008910000993   
0601SHA3+       20090101000900100000005000 0300009020000999   
0601SHA3+       20090101000905100000005000 0300009130001006   
0601SHA3+       20090101000910100000005000 0300009240001013   
0601SHA3+       20090101000915100000005000 0300009350001019   
0601SHA3+       20090101000920100000005000 0300009470001027   
0601SHA3+       20090101000925100000005000 0300009590001034   
