00SH               20081219                                                                                   
0601SHB1d       20090101001830100000005000 0100033880001849   
0601SHB1d       20090101001835100000005000 0100034060001854   
0601SHB1d       20090101001840100000005000 0100034220001857   
0601SHB1d       20090101001845100000005000 0100034370001860   
0601SHB1d       20090101001850100000005000 0100034550001865   
0601SHB1d       20090101001855100000005000 0100034700001868   
0601SHB1d       20090101001860100000005000 0100034850001871   
0601SHB1d       20090101001865100000005000 0100035030001876   
0601SHB1d       20090101001870100000005000 0100035190001879   
0601SHB1d       20090101001875100000005000 0100035370001884   
0601SHB1d       20090101001880100000005000 0100035530001887   
0601SHB1d       20090101001885100000005000 0100035670001890   
0601SHB1d       20090101001890100000005000 0100035850001894   
0601SHB1d       20090101001895100000005000 0100036000001897   
0601SHB1d       20090101001900100000005000 0100036160001901   
0601SHB1d       20090101001905100000005000 0100036340001905   
0601SHB1d       20090101001910100000005000 0100036490001908   
0601SHB1d       20090101001915100000005000 0100036670001912   
0601SHB1d       20090101001920100000005000 0100036820001915   
0601SHB1d       20090101001925100000005000 0100036970001918   
0601SHB1d       20090101001930100000005000 0100037160001923   
0601SHB1d       20090101001935100000005000 0100037310001926   
0601SHB1d       20090101001940100000005000 0100037460001928   
0601SHB1d       20090101001945100000005000 0100037640001933   
0601SHB1d       20090101001950100000005000 0100037790001935   
0601SHB1d       20090101001955100000005000 0100037950001939   
0601SHB1d       20090101001960100000005000 0100038130001943   
0601SHB1d       20090101001965100000005000 0100038270001945   
0601SHB1d       20090101001970100000005000 0100038460001950   
0601SHB1d       20090101001975100000005000 0100038610001952   
0601SHB1d       20090101001980100000005000 0100038760001955   
0601SHB1d       20090101001985100000005000 0100038940001959   
0601SHB1d       20090101001990100000005000 0100039100001962   
0601SHB1d       20090101001995100000005000 0100039240001964   
0601SHB1d       20090101002000100000005000 0100039420001969   
0601SHB1d       20090101002005100000005000 0100039580001972   
0601SHB1d       20090101002010100000005000 0100039730001974   
0601SHB1d       20090101002015100000005000 0100039910001978   
0601SHB1d       20090101002020100000005000 0100040070001981   
0601SHB1d       20090101002025100000005000 0100040250001985   
0601SHB1d       20090101002030100000005000 0100040390001987   
0601SHB1d       20090101002035100000005000 0100040550001990   
0601SHB1d       20090101002040100000005000 0100040730001994   
0601SHB1d       20090101002045100000005000 0100040880001997   
0601SHB1d       20090101002050100000005000 0100041030001999   
0601SHB1d       20090101002055100000005000 0100041220002003   
0601SHB1d       20090101002060100000005000 0100041360002005   
0601SHB1d       20090101002065100000005000 0100041540002009   
0601SHB1d       20090101002070100000005000 0100041700002012   
0601SHB1d       20090101002075100000005000 0100041850002014   
0601SHB1d       20090101002080100000005000 0100042030002018   
0601SHB1d       20090101002085100000005000 0100042180002021   
0601SHB1d       20090101002090100000005000 0100042330002023   
0601SHB1d       20090101002095100000005000 0100042510002027   
0601SHB1d       20090101002100100000005000 0100042670002029   
0601SHB1d       20090101002105100000005000 0100042810002031   
0601SHB1d       20090101002110100000005000 0100043000002036   
0601SHB1d       20090101002115100000005000 0100043150002038   
0601SHB1d       20090101002120100000005000 0100043330002041   
0601SHB1d       20090101002125100000005000 0100043480002044   
0601SHB1d       20090101002130100000005000 0100043640002046   
0601SHB1d       20090101002135100000005000 0100043820002050   
0601SHB1d       20090101002140100000005000 0100043960002052   
0601SHB1d       20090101002145100000005000 0100044120002054   
0601SHB1d       20090101002150100000005000 0100044300002058   
0601SHB1d       20090101002155100000005000 0100044450002060   
0601SHB1d       20090101002160100000005000 0100044600002062   
0601SHB1d       20090101002165100000005000 0100044790002066   
0601SHB1d       20090101002170100000005000 0100044930002068   
0601SHB1d       20090101002175100000005000 0100045110002072   
0601SHB1d       20090101002180100000005000 0100045270002074   
0601SHB1d       20090101002185100000005000 0100045420002076   
0601SHB1d       20090101002190100000005000 0100045600002080   
0601SHB1d       20090101002195100000005000 0100045750002082   
0601SHB1d       20090101002200100000005000 0100045910002084   
0601SHB1d       20090101002205100000005000 0100046090002088   
0601SHB1d       20090101002210100000005000 0100046240002090   
0601SHB1d       20090101002215100000005000 0100046420002093   
0601SHB1d       20090101002220100000005000 0100046570002095   
0601SHB1d       20090101002225100000005000 0100046720002097   
0601SHB1d       20090101002230100000005000 0100046900002101   
0601SHB1d       20090101002235100000005000 0100047060002103   
0601SHB1d       20090101002240100000005000 0100047210002105   
0601SHB1d       20090101002245100000005000 0100047390002109   
0601SHB1d       20090101002250100000005000 0100047550002111   
0601SHB1d       20090101002255100000005000 0100047690002113   
0601SHB1d       20090101002260100000005000 0100047870002116   
0601SHB1d       20090101002265100000005000 0100048030002118   
0601SHB1d       20090101002270100000005000 0100048210002121   
0601SHB1d       20090101002275100000005000 0100048360002123   
0601SHB1d       20090101002280100000005000 0100048510002125   
0601SHB1d       20090101002285100000005000 0100048690002129   
0601SHB1d       20090101002290100000005000 0100048840002130   
0601SHB1d       20090101002295100000005000 0100049000002133   
0601SHB1d       20090101002300100000005000 0100049180002136   
0601SHB1d       20090101002305100000005000 0100049330002138   
0601SHB1d       20090101002310100000005000 0100049480002140   
0601SHB1d       20090101002315100000005000 0100049660002143   
0601SHB1d       20090101002320100000005000 0100049810002145   
0601SHB1d       20090101002325100000005000 0100049990002148   
0601SHB1d       20090101002330100000005000 0100050150002150   
0601SHB1d       20090101002335100000005000 0100050290002151   
0601SHB1d       20090101002340100000005000 0100050480002155   
0601SHB1d       20090101002345100000005000 0100050630002157   
0601SHB1d       20090101002350100000005000 0100050780002159   
0601SHB1d       20090101002355100000005000 0100050960002162   
0601SHB1d       20090101002360100000005000 0100051120002164   
0601SHB1d       20090101002365100000005000 0100051300002167   
0601SHB1d       20090101002370100000005000 0100051440002168   
0601SHB1d       20090101002375100000005000 0100051600002170   
0601SHB1d       20090101002380100000005000 0100051780002173   
0601SHB1d       20090101002385100000005000 0100051930002175   
0601SHB1d       20090101002390100000005000 0100052080002177   
0601SHB1d       20090101002395100000005000 0100052270002180   
0601SHB1d       20090101002400100000005000 0100052410002181   
0601SHB1d       20090101002405100000005000 0100052570002184   
0601SHB1d       20090101002410100000005000 0100052750002187   
0601SHB1d       20090101002415100000005000 0100052900002188   
0601SHB1d       20090101002420100000005000 0100053080002191   
0601SHB1d       20090101002425100000005000 0100053230002193   
0601SHB1d       20090101002430100000005000 0100053380002194   
0601SHB1d       20090101002435100000005000 0100053560002197   
0601SHB1d       20090101002440100000005000 0100053720002199   
0601SHB1d       20090101002445100000005000 0100053870002201   
0601SHB1d       20090101002450100000005000 0100054050002204   
0601SHB1d       20090101002455100000005000 0100054200002205   
0601SHB1d       20090101002460100000005000 0100054380002208   
0601SHB1d       20090101002465100000005000 0100054530002210   
0601SHB1d       20090101002470100000005000 0100054690002212   
0601SHB1d       20090101002475100000005000 0100054870002215   
0601SHB1d       20090101002480100000005000 0100055020002216   
0601SHB1d       20090101002485100000005000 0100055170002218   
0601SHB1d       20090101002490100000005000 0100055350002221   
0601SHB1d       20090101002495100000005000 0100055500002222   
0601SHB1d       20090101002500100000005000 0100055660002224   
0601SHB1d       20090101002505100000005000 0100055840002227   
0601SHB1d       20090101002510100000005000 0100055990002228   
0601SHB1d       20090101002515100000005000 0100056170002231   
0601SHB1d       20090101002520100000005000 0100056320002233   
0601SHB1d       20090101002525100000005000 0100056470002234   
0601SHB1d       20090101002530100000005000 0100056650002237   
0601SHB1d       20090101002535100000005000 0100056810002239   
0601SHB1d       20090101002540100000005000 0100056960002240   
0601SHB1d       20090101002545100000005000 0100057140002243   
0601SHB1d       20090101002550100000005000 0100057290002244   
0601SHB1d       20090101002555100000005000 0100057440002246   
0601SHB1d       20090101002560100000005000 0100057630002249   
0601SHB1d       20090101002565100000005000 0100057790002251   
0601SHB1d       20090101002570100000005000 0100057990002254   
0601SHB1d       20090101002575100000005000 0100058140002256   
0601SHB1d       20090101002580100000005000 0100058310002258   
0601SHB1d       20090101002585100000005000 0100058500002261   
0601SHB1d       20090101002590100000005000 0100058660002263   
0601SHB1d       20090101002595100000005000 0100058820002264   
0601SHB1d       20090101002600100000005000 0100059010002267   
0601SHB1d       20090101002605100000005000 0100059170002269   
0601SHB1d       20090101002610100000005000 0100059360002272   
0601SHB1d       20090101002615100000005000 0100059520002274   
0601SHB1d       20090101002620100000005000 0100059680002276   
0601SHB1d       20090101002625100000005000 0100059880002279   
0601SHB1d       20090101002630100000005000 0100060030002280   
0601SHB1d       20090101002635100000005000 0100060200002282   
0601SHB1d       20090101002640100000005000 0100060390002285   
0601SHB1d       20090101002645100000005000 0100060550002287   
0601SHB1d       20090101002650100000005000 0100060710002289   
0601SHB1d       20090101002655100000005000 0100060900002292   
0601SHB1d       20090101002660100000005000 0100061060002293   
0601SHB1d       20090101002665100000005000 0100061250002296   
0601SHB1d       20090101002670100000005000 0100061410002298   
0601SHB1d       20090101002675100000005000 0100061580002300   
0601SHB1d       20090101002680100000005000 0100061770002303   
0601SHB1d       20090101002685100000005000 0100061920002304   
0601SHB1d       20090101002690100000005000 0100062090002306   
0601SHB1d       20090101002695100000005000 0100062280002309   
0601SHB1d       20090101002700100000005000 0100062440002310   
0601SHB1d       20090101002705100000005000 0100062600002312   
0601SHB1d       20090101002710100000005000 0100062800002315   
0601SHB1d       20090101002715100000005000 0100062950002316   
0601SHB1d       20090101002720100000005000 0100063140002319   
0601SHB1d       20090101002725100000005000 0100063310002321   
0601SHB1d       20090101002730100000005000 0100063470002323   
0601SHB1d       20090101002735100000005000 0100063660002325   
0601SHB1d       20090101002740100000005000 0100063810002327   
0601SHB1d       20090101002745100000005000 0100063980002329   
0601SHB1d       20090101002750100000005000 0100064170002331   
0601SHB1d       20090101002755100000005000 0100064330002333   
0601SHB1d       20090101002760100000005000 0100064520002336   
0601SHB1d       20090101002765100000005000 0100064690002337   
0601SHB1d       20090101002770100000005000 0100064840002339   
0601SHB1d       20090101002775100000005000 0100065030002341   
0601SHB1d       20090101002780100000005000 0100065200002343   
0601SHB1d       20090101002785100000005000 0100065360002345   
0601SHB1d       20090101002790100000005000 0100065550002347   
0601SHB1d       20090101002795100000005000 0100065700002349   
0601SHB1d       20090101002800100000005000 0100065870002350   
0601SHB1d       20090101002805100000005000 0100066060002353   
0601SHB1d       20090101002810100000005000 0100066220002354   
0601SHB1d       20090101002815100000005000 0100066410002357   
0601SHB1d       20090101002820100000005000 0100066580002359   
0601SHB1d       20090101002825100000005000 0100066730002360   
0601SHB1d       20090101002830100000005000 0100066920002363   
0601SHB1d       20090101002835100000005000 0100067080002364   
0601SHB1d       20090101002840100000005000 0100067250002366   
0601SHB1d       20090101002845100000005000 0100067440002368   
0601SHB1d       20090101002850100000005000 0100067590002370   
0601SHB1d       20090101002855100000005000 0100067790002372   
0601SHB1d       20090101002860100000005000 0100067950002374   
0601SHB1d       20090101002865100000005000 0100068110002375   
0601SHB1d       20090101002870100000005000 0100068300002378   
0601SHB1d       20090101002875100000005000 0100068470002379   
0601SHB1d       20090101002880100000005000 0100068620002381   
0601SHB1d       20090101002885100000005000 0100068810002383   
0601SHB1d       20090101002890100000005000 0100068980002385   
0601SHB1d       20090101002895100000005000 0100069140002386   
0601SHB1d       20090101002900100000005000 0100069330002389   
0601SHB1d       20090101002905100000005000 0100069490002390   
0601SHB1d       20090101002910100000005000 0100069680002392   
0601SHB1d       20090101002915100000005000 0100069840002394   
0601SHB1d       20090101002920100000005000 0100070000002395   
0601SHB1d       20090101002925100000005000 0100070190002398   
0601SHB1d       20090101002930100000005000 0100070360002399   
0601SHB1d       20090101002935100000005000 0100070510002400   
0601SHB1d       20090101002940100000005000 0100070710002403   
0601SHB1d       20090101002945100000005000 0100070870002404   
0601SHB1d       20090101002950100000005000 0100071030002406   
0601SHB1d       20090101002955100000005000 0100071220002408   
0601SHB1d       20090101002960100000005000 0100071380002409   
0601SHB1d       20090101002965100000005000 0100071570002412   
0601SHB1d       20090101002970100000005000 0100071730002413   
0601SHB1d       20090101002975100000005000 0100071890002414   
0601SHB1d       20090101002980100000005000 0100072080002417   
0601SHB1d       20090101002985100000005000 0100072250002418   
0601SHB1d       20090101002990100000005000 0100072400002419   
0601SHB1d       20090101002995100000005000 0100072600002422   
0601SHB1d       20090101003000100000500000 0100000000002498   
0601SHB1d       20090101003500100000500000 0100000000002621   
0601SHB1d       20090101004000100005999900 0100000000002647   
0601SHB2d       20090101000000100000040000 0200000050000250   
0601SHB2d       20090101000040100000005000 0200000050000118   
0601SHB2d       20090101000045100000005000 0200000050000105   
0601SHB2d       20090101000050100000005000 0200000050000095   
0601SHB2d       20090101000055100000005000 0200000050000087   
0601SHB2d       20090101000060100000005000 0200000050000080   
0601SHB2d       20090101000065100000005000 0200000050000074   
0601SHB2d       20090101000070100000005000 0200000050000069   
0601SHB2d       20090101000075100000005000 0200000050000065   
0601SHB2d       20090101000080100000005000 0200000050000061   
0601SHB2d       20090101000085100000005000 0200000050000057   
0601SHB2d       20090101000090100000005000 0200000050000054   
0601SHB2d       20090101000095100000005000 0200000050000051   
0601SHB2d       20090101000100100000005000 0200000050000049   
0601SHB2d       20090101000105100000005000 0200000050000047   
0601SHB2d       20090101000110100000005000 0200000050000044   
0601SHB2d       20090101000115100000005000 0200000050000043   
0601SHB2d       20090101000120100000005000 0200000050000041   
0601SHB2d       20090101000125100000005000 0200000050000039   
0601SHB2d       20090101000130100000005000 0200000050000038   
0601SHB2d       20090101000135100000005000 0200000050000036   
0601SHB2d       20090101000140100000005000 0200000050000035   
0601SHB2d       20090101000145100000005000 0200000050000034   
0601SHB2d       20090101000150100000005000 0200000050000033   
0601SHB2d       20090101000155100000005000 0200000050000032   
0601SHB2d       20090101000160100000005000 0200000050000031   
0601SHB2d       20090101000165100000005000 0200000050000030   
0601SHB2d       20090101000170100000005000 0200000050000029   
0601SHB2d       20090101000175100000005000 0200000050000028   
0601SHB2d       20090101000180100000005000 0200000050000027   
0601SHB2d       20090101000185100000005000 0200000050000027   
0601SHB2d       20090101000190100000005000 0200000050000026   
0601SHB2d       20090101000195100000005000 0200000050000025   
0601SHB2d       20090101000200100000005000 0200000050000025   
0601SHB2d       20090101000205100000005000 0200000050000024   
0601SHB2d       20090101000210100000005000 0200000050000024   
0601SHB2d       20090101000215100000005000 0200000050000023   
0601SHB2d       20090101000220100000005000 0200000050000022   
0601SHB2d       20090101000225100000005000 0200000050000022   
0601SHB2d       20090101000230100000005000 0200000050000022   
0601SHB2d       20090101000235100000005000 0200000050000021   
0601SHB2d       20090101000240100000005000 0200000050000021   
0601SHB2d       20090101000245100000005000 0200000080000032   
0601SHB2d       20090101000250100000005000 0200000080000032   
0601SHB2d       20090101000255100000005000 0200000080000031   
0601SHB2d       20090101000260100000005000 0200000080000030   
0601SHB2d       20090101000265100000005000 0200000080000030   
0601SHB2d       20090101000270100000005000 0200000080000029   
0601SHB2d       20090101000275100000005000 0200000080000029   
0601SHB2d       20090101000280100000005000 0200000080000028   
0601SHB2d       20090101000285100000005000 0200000080000028   
0601SHB2d       20090101000290100000005000 0200000080000027   
0601SHB2d       20090101000295100000005000 0200000080000027   
0601SHB2d       20090101000300100000005000 0200000080000026   
0601SHB2d       20090101000305100000005000 0200000080000026   
0601SHB2d       20090101000310100000005000 0200000080000026   
0601SHB2d       20090101000315100000005000 0200000080000025   
0601SHB2d       20090101000320100000005000 0200000080000025   
0601SHB2d       20090101000325100000005000 0200000080000024   
0601SHB2d       20090101000330100000005000 0200000080000024   
0601SHB2d       20090101000335100000005000 0200000080000024   
0601SHB2d       20090101000340100000005000 0200000080000023   
0601SHB2d       20090101000345100000005000 0200000080000023   
0601SHB2d       20090101000350100000005000 0200000080000023   
0601SHB2d       20090101000355100000005000 0200000090000025   
0601SHB2d       20090101000360100000005000 0200000110000030   
0601SHB2d       20090101000365100000005000 0200000130000035   
0601SHB2d       20090101000370100000005000 0200000150000040   
0601SHB2d       20090101000375100000005000 0200000170000045   
0601SHB2d       20090101000380100000005000 0200000190000050   
0601SHB2d       20090101000385100000005000 0200000210000054   
0601SHB2d       20090101000390100000005000 0200000240000061   
0601SHB2d       20090101000395100000005000 0200000270000068   
0601SHB2d       20090101000400100000005000 0200000290000072   
0601SHB2d       20090101000405100000005000 0200000330000081   
0601SHB2d       20090101000410100000005000 0200000360000087   
0601SHB2d       20090101000415100000005000 0200000380000091   
0601SHB2d       20090101000420100000005000 0200000420000099   
0601SHB2d       20090101000425100000005000 0200000460000108   
0601SHB2d       20090101000430100000005000 0200000500000116   
0601SHB2d       20090101000435100000005000 0200000540000123   
0601SHB2d       20090101000440100000005000 0200000580000131   
0601SHB2d       20090101000445100000005000 0200000620000139   
0601SHB2d       20090101000450100000005000 0200000660000146   
0601SHB2d       20090101000455100000005000 0200000700000153   
0601SHB2d       20090101000460100000005000 0200000750000162   
0601SHB2d       20090101000465100000005000 0200000790000169   
0601SHB2d       20090101000470100000005000 0200000850000180   
0601SHB2d       20090101000475100000005000 0200000910000191   
0601SHB2d       20090101000480100000005000 0200000950000197   
0601SHB2d       20090101000485100000005000 0200000990000203   
0601SHB2d       20090101000490100000005000 0200001050000213   
0601SHB2d       20090101000495100000005000 0200001100000221   
0601SHB2d       20090101000500100000005000 0200001150000229   
0601SHB2d       20090101000505100000005000 0200001230000242   
0601SHB2d       20090101000510100000005000 0200001290000252   
0601SHB2d       20090101000515100000005000 0200001350000261   
0601SHB2d       20090101000520100000005000 0200001400000268   
0601SHB2d       20090101000525100000005000 0200001470000279   
0601SHB2d       20090101000530100000005000 0200001530000287   
0601SHB2d       20090101000535100000005000 0200001580000294   
0601SHB2d       20090101000540100000005000 0200001640000302   
0601SHB2d       20090101000545100000005000 0200001700000311   
0601SHB2d       20090101000550100000005000 0200001760000319   
0601SHB2d       20090101000555100000005000 0200001820000326   
0601SHB2d       20090101000560100000005000 0200001880000334   
0601SHB2d       20090101000565100000005000 0200001930000340   
0601SHB2d       20090101000570100000005000 0200001990000348   
0601SHB2d       20090101000575100000005000 0200002040000353   
0601SHB2d       20090101000580100000005000 0200002100000361   
0601SHB2d       20090101000585100000005000 0200002170000369   
0601SHB2d       20090101000590100000005000 0200002230000376   
0601SHB2d       20090101000595100000005000 0200002300000385   
0601SHB2d       20090101000600100000005000 0200002370000393   
0601SHB2d       20090101000605100000005000 0200002440000402   
0601SHB2d       20090101000610100000005000 0200002510000410   
0601SHB2d       20090101000615100000005000 0200002560000415   
0601SHB2d       20090101000620100000005000 0200002640000424   
0601SHB2d       20090101000625100000005000 0200002710000432   
0601SHB2d       20090101000630100000005000 0200002760000436   
0601SHB2d       20090101000635100000005000 0200002830000444   
0601SHB2d       20090101000640100000005000 0200002910000453   
0601SHB2d       20090101000645100000005000 0200002960000457   
0601SHB2d       20090101000650100000005000 0200003030000464   
0601SHB2d       20090101000655100000005000 0200003090000470   
0601SHB2d       20090101000660100000005000 0200003140000474   
0601SHB2d       20090101000665100000005000 0200003210000481   
0601SHB2d       20090101000670100000005000 0200003260000485   
0601SHB2d       20090101000675100000005000 0200003320000490   
0601SHB2d       20090101000680100000005000 0200003390000497   
0601SHB2d       20090101000685100000005000 0200003440000500   
0601SHB2d       20090101000690100000005000 0200003510000507   
0601SHB2d       20090101000695100000005000 0200003570000512   
0601SHB2d       20090101000700100000005000 0200003630000517   
0601SHB2d       20090101000705100000005000 0200003700000523   
0601SHB2d       20090101000710100000005000 0200003760000528   
0601SHB2d       20090101000715100000005000 0200003820000532   
0601SHB2d       20090101000720100000005000 0200003900000540   
0601SHB2d       20090101000725100000005000 0200003970000546   
0601SHB2d       20090101000730100000005000 0200004040000552   
0601SHB2d       20090101000735100000005000 0200004120000559   
0601SHB2d       20090101000740100000005000 0200004190000564   
0601SHB2d       20090101000745100000005000 0200004260000570   
0601SHB2d       20090101000750100000005000 0200004340000577   
0601SHB2d       20090101000755100000005000 0200004430000585   
0601SHB2d       20090101000760100000005000 0200004500000590   
0601SHB2d       20090101000765100000005000 0200004580000597   
0601SHB2d       20090101000770100000005000 0200004660000603   
0601SHB2d       20090101000775100000005000 0200004730000608   
0601SHB2d       20090101000780100000005000 0200004810000615   
0601SHB2d       20090101000785100000005000 0200004880000620   
0601SHB2d       20090101000790100000005000 0200004960000626   
0601SHB2d       20090101000795100000005000 0200005050000633   
0601SHB2d       20090101000800100000005000 0200005120000638   
0601SHB2d       20090101000805100000005000 0200005200000644   
0601SHB2d       20090101000810100000005000 0200005280000650   
0601SHB2d       20090101000815100000005000 0200005350000654   
0601SHB2d       20090101000820100000005000 0200005430000660   
0601SHB2d       20090101000825100000005000 0200005510000666   
0601SHB2d       20090101000830100000005000 0200005580000670   
0601SHB2d       20090101000835100000005000 0200005660000676   
0601SHB2d       20090101000840100000005000 0200005730000680   
0601SHB2d       20090101000845100000005000 0200005820000687   
0601SHB2d       20090101000850100000005000 0200005900000692   
0601SHB2d       20090101000855100000005000 0200005970000696   
0601SHB2d       20090101000860100000005000 0200006060000703   
0601SHB2d       20090101000865100000005000 0200006150000709   
0601SHB2d       20090101000870100000005000 0200006250000716   
0601SHB2d       20090101000875100000005000 0200006330000721   
0601SHB2d       20090101000880100000005000 0200006420000727   
0601SHB2d       20090101000885100000005000 0200006510000734   
0601SHB2d       20090101000890100000005000 0200006590000738   
0601SHB2d       20090101000895100000005000 0200006680000744   
0601SHB2d       20090101000900100000005000 0200006770000750   
0601SHB2d       20090101000905100000005000 0200006850000755   
0601SHB2d       20090101000910100000005000 0200006940000761   
0601SHB2d       20090101000915100000005000 0200007020000765   
0601SHB2d       20090101000920100000005000 0200007110000771   
0601SHB2d       20090101000925100000005000 0200007210000777   
0601SHB2d       20090101000930100000005000 0200007290000782   
0601SHB2d       20090101000935100000005000 0200007390000788   
0601SHB2d       20090101000940100000005000 0200007480000794   
0601SHB2d       20090101000945100000005000 0200007560000798   
0601SHB2d       20090101000950100000005000 0200007660000804   
0601SHB2d       20090101000955100000005000 0200007740000808   
0601SHB2d       20090101000960100000005000 0200007840000815   
0601SHB2d       20090101000965100000005000 0200007930000820   
0601SHB2d       20090101000970100000005000 0200008020000825   
0601SHB2d       20090101000975100000005000 0200008110000830   
0601SHB2d       20090101000980100000005000 0200008210000836   
0601SHB2d       20090101000985100000005000 0200008290000839   
0601SHB2d       20090101000990100000005000 0200008400000846   
0601SHB2d       20090101000995100000005000 0200008490000851   
0601SHB2d       20090101001000100000005000 0200008590000857   
0601SHB2d       20090101001005100000005000 0200008690000863   
0601SHB2d       20090101001010100000005000 0200008790000868   
0601SHB2d       20090101001015100000005000 0200008890000874   
0601SHB2d       20090101001020100000005000 0200008990000879   
0601SHB2d       20090101001025100000005000 0200009090000885   
0601SHB2d       20090101001030100000005000 0200009180000889   
0601SHB2d       20090101001035100000005000 0200009290000895   
0601SHB2d       20090101001040100000005000 0200009390000901   
0601SHB2d       20090101001045100000005000 0200009480000905   
0601SHB2d       20090101001050100000005000 0200009590000911   
0601SHB2d       20090101001055100000005000 0200009690000916   
0601SHB2d       20090101001060100000005000 0200009790000921   
0601SHB2d       20090101001065100000005000 0200009910000928   
0601SHB2d       20090101001070100000005000 0200010020000934   
0601SHB2d       20090101001075100000005000 0200010130000940   
0601SHB2d       20090101001080100000005000 0200010230000945   
0601SHB2d       20090101001085100000005000 0200010340000951   
0601SHB2d       20090101001090100000005000 0200010460000957   
0601SHB2d       20090101001095100000005000 0200010570000963   
0601SHB2d       20090101001100100000005000 0200010670000968   
0601SHB2d       20090101001105100000005000 0200010780000973   
0601SHB2d       20090101001110100000005000 0200010890000979   
0601SHB2d       20090101001115100000005000 0200011010000985   
0601SHB2d       20090101001120100000005000 0200011110000990   
0601SHB2d       20090101001125100000005000 0200011240000997   
0601SHB2d       20090101001130100000005000 0200011340001001   
0601SHB2d       20090101001135100000005000 0200011450001007   
0601SHB2d       20090101001140100000005000 0200011570001013   
0601SHB2d       20090101001145100000005000 0200011680001018   
0601SHB2d       20090101001150100000005000 0200011780001022   
0601SHB2d       20090101001155100000005000 0200011900001028   
0601SHB2d       20090101001160100000005000 0200012010001033   
0601SHB2d       20090101001165100000005000 0200012120001038   
0601SHB2d       20090101001170100000005000 0200012240001044   
0601SHB2d       20090101001175100000005000 0200012340001048   
0601SHB2d       20090101001180100000005000 0200012480001055   
0601SHB2d       20090101001185100000005000 0200012580001059   
0601SHB2d       20090101001190100000005000 0200012690001064   
0601SHB2d       20090101001195100000005000 0200012820001071   
0601SHB2d       20090101001200100000005000 0200012930001075   
0601SHB2d       20090101001205100000005000 0200013030001079   
0601SHB2d       20090101001210100000005000 0200013160001085   
0601SHB2d       20090101001215100000005000 0200013270001090   
0601SHB2d       20090101001220100000005000 0200013400001096   
0601SHB2d       20090101001225100000005000 0200013540001103   
0601SHB2d       20090101001230100000005000 0200013660001108   
0601SHB2d       20090101001235100000005000 0200013800001115   
0601SHB2d       20090101001240100000005000 0200013910001120   
0601SHB2d       20090101001245100000005000 0200014030001125   
0601SHB2d       20090101001250100000005000 0200014170001131   
0601SHB2d       20090101001255100000005000 0200014290001136   
0601SHB2d       20090101001260100000005000 0200014400001141   
0601SHB2d       20090101001265100000005000 0200014550001148   
0601SHB2d       20090101001270100000005000 0200014660001152   
0601SHB2d       20090101001275100000005000 0200014800001159   
0601SHB2d       20090101001280100000005000 0200014930001164   
0601SHB2d       20090101001285100000005000 0200015060001170   
0601SHB2d       20090101001290100000005000 0200015200001176   
0601SHB2d       20090101001295100000005000 0200015320001181   
0601SHB2d       20090101001300100000005000 0200015440001185   
0601SHB2d       20090101001305100000005000 0200015580001192   
0601SHB2d       20090101001310100000005000 0200015700001196   
0601SHB2d       20090101001315100000005000 0200015810001200   
0601SHB2d       20090101001320100000005000 0200015960001207   
0601SHB2d       20090101001325100000005000 0200016070001211   
0601SHB2d       20090101001330100000005000 0200016210001217   
0601SHB2d       20090101001335100000005000 0200016330001221   
0601SHB2d       20090101001340100000005000 0200016460001226   
0601SHB2d       20090101001345100000005000 0200016600001232   
0601SHB2d       20090101001350100000005000 0200016710001235   
0601SHB2d       20090101001355100000005000 0200016830001240   
0601SHB2d       20090101001360100000005000 0200016970001246   
0601SHB2d       20090101001365100000005000 0200017100001250   
0601SHB2d       20090101001370100000005000 0200017240001256   
0601SHB2d       20090101001375100000005000 0200017370001261   
0601SHB2d       20090101001380100000005000 0200017480001264   
0601SHB2d       20090101001385100000005000 0200017630001271   
0601SHB2d       20090101001390100000005000 0200017750001275   
0601SHB2d       20090101001395100000005000 0200017880001279   
0601SHB2d       20090101001400100000005000 0200018020001285   
0601SHB2d       20090101001405100000005000 0200018140001289   
0601SHB2d       20090101001410100000005000 0200018260001293   
0601SHB2d       20090101001415100000005000 0200018410001299   
0601SHB2d       20090101001420100000005000 0200018530001303   
0601SHB2d       20090101001425100000005000 0200018680001309   
0601SHB2d       20090101001430100000005000 0200018820001314   
0601SHB2d       20090101001435100000005000 0200018950001318   
0601SHB2d       20090101001440100000005000 0200019110001325   
0601SHB2d       20090101001445100000005000 0200019250001330   
0601SHB2d       20090101001450100000005000 0200019390001335   
0601SHB2d       20090101001455100000005000 0200019550001341   
0601SHB2d       20090101001460100000005000 0200019690001346   
0601SHB2d       20090101001465100000005000 0200019810001350   
0601SHB2d       20090101001470100000005000 0200019970001356   
0601SHB2d       20090101001475100000005000 0200020120001362   
0601SHB2d       20090101001480100000005000 0200020280001368   
0601SHB2d       20090101001485100000005000 0200020420001373   
0601SHB2d       20090101001490100000005000 0200020560001378   
0601SHB2d       20090101001495100000005000 0200020730001384   
0601SHB2d       20090101001500100000005000 0200020860001388   
0601SHB2d       20090101001505100000005000 0200021010001394   
0601SHB2d       20090101001510100000005000 0200021180001400   
0601SHB2d       20090101001515100000005000 0200021330001406   
0601SHB2d       20090101001520100000005000 0200021500001412   
0601SHB2d       20090101001525100000005000 0200021640001417   
0601SHB2d       20090101001530100000005000 0200021790001422   
