00BS               20080912                                                                                   
0601BSA3d       20090101009200100000050000 0300000000003134   
0601BSA3d       20090101009250100000050000 0300000000003135   
0601BSA3d       20090101009300100000050000 0300000000003136   
0601BSA3d       20090101009350100000050000 0300000000003137   
0601BSA3d       20090101009400100000050000 0300000000003138   
0601BSA3d       20090101009450100000050000 0300000000003140   
0601BSA3d       20090101009500100000050000 0300000000003141   
0601BSA3d       20090101009550100000050000 0300000000003142   
0601BSA3d       20090101009600100000050000 0300000000003143   
0601BSA3d       20090101009650100000050000 0300000000003144   
0601BSA3d       20090101009700100000050000 0300000000003145   
0601BSA3d       20090101009750100000050000 0300000000003146   
0601BSA3d       20090101009800100000050000 0300000000003147   
0601BSA3d       20090101009850100000050000 0300000000003148   
0601BSA3d       20090101009900100000050000 0300000000003149   
0601BSA3d       20090101009950100000050000 0300000000003150   
0601BSA3d       20090101010000100000100000 0300000000003152   
0601BSA3d       20090101010100100000100000 0300000000003154   
0601BSA3d       20090101010200100000100000 0300000000003156   
0601BSA3d       20090101010300100000100000 0300000000003158   
0601BSA3d       20090101010400100000100000 0300000000003160   
0601BSA3d       20090101010500100000100000 0300000000003162   
0601BSA3d       20090101010600100000100000 0300000000003163   
0601BSA3d       20090101010700100000100000 0300000000003165   
0601BSA3d       20090101010800100000100000 0300000000003167   
0601BSA3d       20090101010900100000100000 0300000000003169   
0601BSA3d       20090101011000100000100000 0300000000003170   
0601BSA3d       20090101011100100000100000 0300000000003172   
0601BSA3d       20090101011200100000100000 0300000000003174   
0601BSA3d       20090101011300100000100000 0300000000003175   
0601BSA3d       20090101011400100000100000 0300000000003177   
0601BSA3d       20090101011500100000100000 0300000000003178   
0601BSA3d       20090101011600100000100000 0300000000003180   
0601BSA3d       20090101011700100000100000 0300000000003181   
0601BSA3d       20090101011800100000100000 0300000000003183   
0601BSA3d       20090101011900100000100000 0300000000003184   
0601BSA3d       20090101012000100000100000 0300000000003186   
0601BSA3d       20090101012100100000100000 0300000000003187   
0601BSA3d       20090101012200100000100000 0300000000003188   
0601BSA3d       20090101012300100000100000 0300000000003190   
0601BSA3d       20090101012400100000100000 0300000000003191   
0601BSA3d       20090101012500100000100000 0300000000003192   
0601BSA3d       20090101012600100000100000 0300000000003194   
0601BSA3d       20090101012700100000100000 0300000000003195   
0601BSA3d       20090101012800100000100000 0300000000003196   
0601BSA3d       20090101012900100000100000 0300000000003197   
0601BSA3d       20090101013000100000100000 0300000000003198   
0601BSA3d       20090101013100100000100000 0300000000003200   
0601BSA3d       20090101013200100000100000 0300000000003201   
0601BSA3d       20090101013300100000100000 0300000000003202   
0601BSA3d       20090101013400100000100000 0300000000003203   
0601BSA3d       20090101013500100000100000 0300000000003204   
0601BSA3d       20090101013600100000100000 0300000000003205   
0601BSA3d       20090101013700100000100000 0300000000003206   
0601BSA3d       20090101013800100000100000 0300000000003208   
0601BSA3d       20090101013900100000100000 0300000000003208   
0601BSA3d       20090101014000100000100000 0300000000003210   
0601BSA3d       20090101014100100000100000 0300000000003211   
0601BSA3d       20090101014200100000100000 0300000000003212   
0601BSA3d       20090101014300100000100000 0300000000003213   
0601BSA3d       20090101014400100000100000 0300000000003214   
0601BSA3d       20090101014500100000100000 0300000000003214   
0601BSA3d       20090101014600100000100000 0300000000003216   
0601BSA3d       20090101014700100000100000 0300000000003216   
0601BSA3d       20090101014800100000100000 0300000000003217   
0601BSA3d       20090101014900100000100000 0300000000003218   
0601BSA3d       20090101015000100000100000 0300000000003219   
0601BSA3d       20090101015100100000100000 0300000000003220   
0601BSA3d       20090101015200100000100000 0300000000003221   
0601BSA3d       20090101015300100000100000 0300000000003222   
0601BSA3d       20090101015400100000100000 0300000000003223   
0601BSA3d       20090101015500100000100000 0300000000003224   
0601BSA3d       20090101015600100000100000 0300000000003224   
0601BSA3d       20090101015700100000100000 0300000000003225   
0601BSA3d       20090101015800100000100000 0300000000003226   
0601BSA3d       20090101015900100000100000 0300000000003227   
0601BSA3d       20090101016000100000100000 0300000000003228   
0601BSA3d       20090101016100100000100000 0300000000003228   
0601BSA3d       20090101016200100000100000 0300000000003229   
0601BSA3d       20090101016300100000100000 0300000000003230   
0601BSA3d       20090101016400100000100000 0300000000003231   
0601BSA3d       20090101016500100000100000 0300000000003231   
0601BSA3d       20090101016600100000100000 0300000000003232   
0601BSA3d       20090101016700100000100000 0300000000003233   
0601BSA3d       20090101016800100000100000 0300000000003234   
0601BSA3d       20090101016900100000100000 0300000000003234   
0601BSA3d       20090101017000100000100000 0300000000003235   
0601BSA3d       20090101017100100000100000 0300000000003236   
0601BSA3d       20090101017200100000100000 0300000000003236   
0601BSA3d       20090101017300100000100000 0300000000003237   
0601BSA3d       20090101017400100000100000 0300000000003238   
0601BSA3d       20090101017500100000100000 0300000000003238   
0601BSA3d       20090101017600100000100000 0300000000003239   
0601BSA3d       20090101017700100000100000 0300000000003240   
0601BSA3d       20090101017800100000100000 0300000000003240   
0601BSA3d       20090101017900100000100000 0300000000003241   
0601BSA3d       20090101018000100000100000 0300000000003242   
0601BSA3d       20090101018100100000100000 0300000000003242   
0601BSA3d       20090101018200100000100000 0300000000003243   
0601BSA3d       20090101018300100000100000 0300000000003243   
0601BSA3d       20090101018400100000100000 0300000000003244   
0601BSA3d       20090101018500100000100000 0300000000003245   
0601BSA3d       20090101018600100000100000 0300000000003245   
0601BSA3d       20090101018700100000100000 0300000000003246   
0601BSA3d       20090101018800100000100000 0300000000003246   
0601BSA3d       20090101018900100000100000 0300000000003247   
0601BSA3d       20090101019000100000100000 0300000000003248   
0601BSA3d       20090101019100100000100000 0300000000003248   
0601BSA3d       20090101019200100000100000 0300000000003249   
0601BSA3d       20090101019300100000100000 0300000000003249   
0601BSA3d       20090101019400100000100000 0300000000003250   
0601BSA3d       20090101019500100000100000 0300000000003250   
0601BSA3d       20090101019600100000100000 0300000000003251   
0601BSA3d       20090101019700100000100000 0300000000003251   
0601BSA3d       20090101019800100000100000 0300000000003252   
0601BSA3d       20090101019900100000100000 0300000000003252   
0601BSA3d       20090101020000100001000000 0300000000003255   
0601BSA3d       20090101021000100001000000 0300000000003260   
0601BSA3d       20090101022000100001000000 0300000000003264   
0601BSA3d       20090101023000100001000000 0300000000003268   
0601BSA3d       20090101024000100001000000 0300000000003271   
0601BSA3d       20090101025000100001000000 0300000000003275   
0601BSA3d       20090101026000100001000000 0300000000003278   
0601BSA3d       20090101027000100001000000 0300000000003280   
0601BSA3d       20090101028000100001000000 0300000000003283   
0601BSA3d       20090101029000100001000000 0300000000003285   
0601BSA3d       20090101030000100001000000 0300000000003288   
0601BSA3d       20090101031000100001000000 0300000000003290   
0601BSA3d       20090101032000100001000000 0300000000003292   
0601BSA3d       20090101033000100001000000 0300000000003294   
0601BSA3d       20090101034000100001000000 0300000000003295   
0601BSA3d       20090101035000100001000000 0300000000003297   
0601BSA3d       20090101036000100001000000 0300000000003299   
0601BSA3d       20090101037000100001000000 0300000000003300   
0601BSA3d       20090101038000100001000000 0300000000003302   
0601BSA3d       20090101039000100001000000 0300000000003303   
0601BSA3d       20090101040000100001000000 0300000000003304   
0601BSA3d       20090101041000100001000000 0300000000003305   
0601BSA3d       20090101042000100001000000 0300000000003307   
0601BSA3d       20090101043000100001000000 0300000000003308   
0601BSA3d       20090101044000100001000000 0300000000003309   
0601BSA3d       20090101045000100001000000 0300000000003310   
0601BSA3d       20090101046000100001000000 0300000000003311   
0601BSA3d       20090101047000100001000000 0300000000003312   
0601BSA3d       20090101048000100001000000 0300000000003312   
0601BSA3d       20090101049000100001000000 0300000000003313   
0601BSA3d       20090101050000100001000000 0300000000003314   
0601BSA3d       20090101051000100001000000 0300000000003315   
0601BSA3d       20090101052000100001000000 0300000000003316   
0601BSA3d       20090101053000100001000000 0300000000003316   
0601BSA3d       20090101054000100001000000 0300000000003317   
0601BSA3d       20090101055000100001000000 0300000000003318   
0601BSA3d       20090101056000100001000000 0300000000003318   
0601BSA3d       20090101057000100001000000 0300000000003319   
0601BSA3d       20090101058000100001000000 0300000000003320   
0601BSA3d       20090101059000100001000000 0300000000003320   
0601BSA3d       20090101060000100010000000 0300000000003323   
0601BSA3d       20090101070000100010000000 0300000000003327   
0601BSA3d       20090101080000100010000000 0300000000003330   
0601BSA3d       20090101090000100010000000 0300000000003333   
0601BSA3d       20090101100000100010000000 0300000000003335   
0601BSA4d       20090101000000100000110000 0400000000000000   
0601BSA4d       20090101000110100000010000 0400000000000000   
0601BSA4d       20090101000120100000010000 0400000000000000   
0601BSA4d       20090101000130100000010000 0400000000000000   
0601BSA4d       20090101000140100000010000 0400000000000000   
0601BSA4d       20090101000150100000010000 0400000000000000   
0601BSA4d       20090101000160100000010000 0400000000000000   
0601BSA4d       20090101000170100000010000 0400000000000000   
0601BSA4d       20090101000180100000010000 0400000000000000   
0601BSA4d       20090101000190100000010000 0400000000000000   
0601BSA4d       20090101000200100000010000 0400000000000000   
0601BSA4d       20090101000210100000010000 0400000000000000   
0601BSA4d       20090101000220100000010000 0400000000000000   
0601BSA4d       20090101000230100000010000 0400000000000000   
0601BSA4d       20090101000240100000010000 0400000000000000   
0601BSA4d       20090101000250100000010000 0400000000000000   
0601BSA4d       20090101000260100000010000 0400000000000000   
0601BSA4d       20090101000270100000010000 0400000000000000   
0601BSA4d       20090101000280100000010000 0400000000000000   
0601BSA4d       20090101000290100000010000 0400000000000000   
0601BSA4d       20090101000300100000010000 0400000000000000   
0601BSA4d       20090101000310100000010000 0400000000000000   
0601BSA4d       20090101000320100000010000 0400000000000000   
0601BSA4d       20090101000330100000010000 0400000000000000   
0601BSA4d       20090101000340100000010000 0400000000000000   
0601BSA4d       20090101000350100000010000 0400000000000000   
0601BSA4d       20090101000360100000010000 0400000000000000   
0601BSA4d       20090101000370100000010000 0400000000000000   
0601BSA4d       20090101000380100000010000 0400000000000000   
0601BSA4d       20090101000390100000010000 0400000000000000   
0601BSA4d       20090101000400100000010000 0400000000000000   
0601BSA4d       20090101000410100000010000 0400000000000000   
0601BSA4d       20090101000420100000010000 0400000000000000   
0601BSA4d       20090101000430100000010000 0400000000000000   
0601BSA4d       20090101000440100000010000 0400000000000000   
0601BSA4d       20090101000450100000010000 0400000000000000   
0601BSA4d       20090101000460100000010000 0400000000000000   
0601BSA4d       20090101000470100000010000 0400000000000000   
0601BSA4d       20090101000480100000010000 0400000000000000   
0601BSA4d       20090101000490100000010000 0400000000000000   
0601BSA4d       20090101000500100000010000 0400000000000000   
0601BSA4d       20090101000510100000010000 0400000000000000   
0601BSA4d       20090101000520100000010000 0400000000000000   
0601BSA4d       20090101000530100000010000 0400000000000004   
0601BSA4d       20090101000540100000010000 0400000000000005   
0601BSA4d       20090101000550100000010000 0400000000000007   
0601BSA4d       20090101000560100000010000 0400000000000008   
0601BSA4d       20090101000570100000010000 0400000000000009   
0601BSA4d       20090101000580100000010000 0400000000000010   
0601BSA4d       20090101000590100000010000 0400000000000010   
0601BSA4d       20090101000600100000010000 0400000000000011   
0601BSA4d       20090101000610100000010000 0400000000000012   
0601BSA4d       20090101000620100000010000 0400000000000038   
0601BSA4d       20090101000630100000010000 0400000000000073   
0601BSA4d       20090101000640100000010000 0400000000000103   
0601BSA4d       20090101000650100000010000 0400000000000135   
0601BSA4d       20090101000660100000010000 0400000000000164   
0601BSA4d       20090101000670100000010000 0400000000000194   
0601BSA4d       20090101000680100000010000 0400000000000221   
0601BSA4d       20090101000690100000010000 0400000000000250   
0601BSA4d       20090101000700100000010000 0400000000000275   
0601BSA4d       20090101000710100000010000 0400000000000300   
0601BSA4d       20090101000720100000010000 0400000000000326   
0601BSA4d       20090101000730100000010000 0400000000000350   
0601BSA4d       20090101000740100000010000 0400000000000375   
0601BSA4d       20090101000750100000010000 0400000000000398   
0601BSA4d       20090101000760100000010000 0400000000000432   
0601BSA4d       20090101000770100000010000 0400000000000455   
0601BSA4d       20090101000780100000010000 0400000000000480   
0601BSA4d       20090101000790100000010000 0400000000000502   
0601BSA4d       20090101000800100000010000 0400000000000523   
0601BSA4d       20090101000810100000010000 0400000000000547   
0601BSA4d       20090101000820100000010000 0400000000000567   
0601BSA4d       20090101000830100000010000 0400000000000589   
0601BSA4d       20090101000840100000010000 0400000000000608   
0601BSA4d       20090101000850100000010000 0400000000000630   
0601BSA4d       20090101000860100000010000 0400000000000648   
0601BSA4d       20090101000870100000010000 0400000000000668   
0601BSA4d       20090101000880100000010000 0400000000000686   
0601BSA4d       20090101000890100000010000 0400000000000706   
0601BSA4d       20090101000900100000010000 0400000000000723   
0601BSA4d       20090101000910100000010000 0400000000000740   
0601BSA4d       20090101000920100000010000 0400000000000758   
0601BSA4d       20090101000930100000010000 0400000000000774   
0601BSA4d       20090101000940100000010000 0400000000000792   
0601BSA4d       20090101000950100000010000 0400000000000807   
0601BSA4d       20090101000960100000010000 0400000000000824   
0601BSA4d       20090101000970100000010000 0400000000000839   
0601BSA4d       20090101000980100000010000 0400000000000855   
0601BSA4d       20090101000990100000010000 0400000000000869   
0601BSA4d       20090101001000100000050000 0400000000000911   
0601BSA4d       20090101001050100000050000 0400000000000987   
0601BSA4d       20090101001100100000050000 0400000000001060   
0601BSA4d       20090101001150100000050000 0400000000001131   
0601BSA4d       20090101001200100000050000 0400000000001195   
0601BSA4d       20090101001250100000050000 0400000000001253   
0601BSA4d       20090101001300100000050000 0400000000001309   
0601BSA4d       20090101001350100000050000 0400000000001366   
0601BSA4d       20090101001400100000050000 0400000000001419   
0601BSA4d       20090101001450100000050000 0400000000001470   
0601BSA4d       20090101001500100000050000 0400000000001516   
0601BSA4d       20090101001550100000050000 0400000000001559   
0601BSA4d       20090101001600100000050000 0400000000001605   
0601BSA4d       20090101001650100000050000 0400000000001649   
0601BSA4d       20090101001700100000050000 0400000000001690   
0601BSA4d       20090101001750100000050000 0400000000001730   
0601BSA4d       20090101001800100000050000 0400000000001767   
0601BSA4d       20090101001850100000050000 0400000000001802   
0601BSA4d       20090101001900100000050000 0400000000001835   
0601BSA4d       20090101001950100000050000 0400000000001869   
0601BSA4d       20090101002000100000050000 0400000000001903   
0601BSA4d       20090101002050100000050000 0400000000001937   
0601BSA4d       20090101002100100000050000 0400000000001969   
0601BSA4d       20090101002150100000050000 0400000000001998   
0601BSA4d       20090101002200100000050000 0400000000002028   
0601BSA4d       20090101002250100000050000 0400000000002055   
0601BSA4d       20090101002300100000050000 0400000000002082   
0601BSA4d       20090101002350100000050000 0400000000002107   
0601BSA4d       20090101002400100000050000 0400000000002131   
0601BSA4d       20090101002450100000050000 0400000000002155   
0601BSA4d       20090101002500100000050000 0400000000002180   
0601BSA4d       20090101002550100000050000 0400000000002205   
0601BSA4d       20090101002600100000050000 0400000000002231   
0601BSA4d       20090101002650100000050000 0400000000002254   
0601BSA4d       20090101002700100000050000 0400000000002277   
0601BSA4d       20090101002750100000050000 0400000000002300   
0601BSA4d       20090101002800100000050000 0400000000002321   
0601BSA4d       20090101002850100000050000 0400000000002341   
0601BSA4d       20090101002900100000050000 0400000000002361   
0601BSA4d       20090101002950100000050000 0400000000002380   
0601BSA4d       20090101003000100000050000 0400000000002399   
0601BSA4d       20090101003050100000050000 0400000000002417   
0601BSA4d       20090101003100100000050000 0400000000002434   
0601BSA4d       20090101003150100000050000 0400000000002451   
0601BSA4d       20090101003200100000050000 0400000000002468   
0601BSA4d       20090101003250100000050000 0400000000002483   
0601BSA4d       20090101003300100000050000 0400000000002499   
0601BSA4d       20090101003350100000050000 0400000000002514   
0601BSA4d       20090101003400100000050000 0400000000002528   
0601BSA4d       20090101003450100000050000 0400000000002543   
0601BSA4d       20090101003500100000050000 0400000000002556   
0601BSA4d       20090101003550100000050000 0400000000002569   
0601BSA4d       20090101003600100000050000 0400000000002582   
0601BSA4d       20090101003650100000050000 0400000000002595   
0601BSA4d       20090101003700100000050000 0400000000002607   
0601BSA4d       20090101003750100000050000 0400000000002619   
0601BSA4d       20090101003800100000050000 0400000000002631   
0601BSA4d       20090101003850100000050000 0400000000002642   
0601BSA4d       20090101003900100000050000 0400000000002653   
0601BSA4d       20090101003950100000050000 0400000000002664   
0601BSA4d       20090101004000100000050000 0400000000002674   
0601BSA4d       20090101004050100000050000 0400000000002684   
0601BSA4d       20090101004100100000050000 0400000000002694   
0601BSA4d       20090101004150100000050000 0400000000002704   
0601BSA4d       20090101004200100000050000 0400000000002714   
0601BSA4d       20090101004250100000050000 0400000000002723   
0601BSA4d       20090101004300100000050000 0400000000002732   
0601BSA4d       20090101004350100000050000 0400000000002741   
0601BSA4d       20090101004400100000050000 0400000000002749   
0601BSA4d       20090101004450100000050000 0400000000002758   
0601BSA4d       20090101004500100000050000 0400000000002766   
0601BSA4d       20090101004550100000050000 0400000000002774   
0601BSA4d       20090101004600100000050000 0400000000002782   
0601BSA4d       20090101004650100000050000 0400000000002790   
0601BSA4d       20090101004700100000050000 0400000000002798   
0601BSA4d       20090101004750100000050000 0400000000002805   
0601BSA4d       20090101004800100000050000 0400000000002812   
0601BSA4d       20090101004850100000050000 0400000000002819   
0601BSA4d       20090101004900100000050000 0400000000002826   
0601BSA4d       20090101004950100000050000 0400000000002833   
0601BSA4d       20090101005000100000050000 0400000000002840   
0601BSA4d       20090101005050100000050000 0400000000002846   
0601BSA4d       20090101005100100000050000 0400000000002853   
0601BSA4d       20090101005150100000050000 0400000000002859   
0601BSA4d       20090101005200100000050000 0400000000002865   
0601BSA4d       20090101005250100000050000 0400000000002871   
0601BSA4d       20090101005300100000050000 0400000000002877   
0601BSA4d       20090101005350100000050000 0400000000002883   
0601BSA4d       20090101005400100000050000 0400000000002889   
0601BSA4d       20090101005450100000050000 0400000000002895   
0601BSA4d       20090101005500100000050000 0400000000002900   
0601BSA4d       20090101005550100000050000 0400000000002906   
0601BSA4d       20090101005600100000050000 0400000000002911   
0601BSA4d       20090101005650100000050000 0400000000002916   
0601BSA4d       20090101005700100000050000 0400000000002921   
0601BSA4d       20090101005750100000050000 0400000000002926   
0601BSA4d       20090101005800100000050000 0400000000002931   
0601BSA4d       20090101005850100000050000 0400000000002936   
0601BSA4d       20090101005900100000050000 0400000000002941   
0601BSA4d       20090101005950100000050000 0400000000002946   
0601BSA4d       20090101006000100000050000 0400000000002950   
0601BSA4d       20090101006050100000050000 0400000000002955   
0601BSA4d       20090101006100100000050000 0400000000002959   
0601BSA4d       20090101006150100000050000 0400000000002964   
0601BSA4d       20090101006200100000050000 0400000000002968   
0601BSA4d       20090101006250100000050000 0400000000002972   
0601BSA4d       20090101006300100000050000 0400000000002977   
0601BSA4d       20090101006350100000050000 0400000000002981   
0601BSA4d       20090101006400100000050000 0400000000002985   
0601BSA4d       20090101006450100000050000 0400000000002989   
0601BSA4d       20090101006500100000050000 0400000000002993   
0601BSA4d       20090101006550100000050000 0400000000002997   
0601BSA4d       20090101006600100000050000 0400000000003001   
0601BSA4d       20090101006650100000050000 0400000000003005   
0601BSA4d       20090101006700100000050000 0400000000003008   
0601BSA4d       20090101006750100000050000 0400000000003012   
0601BSA4d       20090101006800100000050000 0400000000003016   
0601BSA4d       20090101006850100000050000 0400000000003019   
0601BSA4d       20090101006900100000050000 0400000000003023   
0601BSA4d       20090101006950100000050000 0400000000003026   
0601BSA4d       20090101007000100000050000 0400000000003029   
0601BSA4d       20090101007050100000050000 0400000000003032   
0601BSA4d       20090101007100100000050000 0400000000003035   
0601BSA4d       20090101007150100000050000 0400000000003037   
0601BSA4d       20090101007200100000050000 0400000000003039   
0601BSA4d       20090101007250100000050000 0400000000003041   
0601BSA4d       20090101007300100000050000 0400000000003043   
0601BSA4d       20090101007350100000050000 0400000000003045   
0601BSA4d       20090101007400100000050000 0400000000003047   
0601BSA4d       20090101007450100000050000 0400000000003050   
0601BSA4d       20090101007500100000050000 0400000000003052   
0601BSA4d       20090101007550100000050000 0400000000003054   
0601BSA4d       20090101007600100000050000 0400000000003056   
0601BSA4d       20090101007650100000050000 0400000000003057   
0601BSA4d       20090101007700100000050000 0400000000003059   
0601BSA4d       20090101007750100000050000 0400000000003061   
0601BSA4d       20090101007800100000050000 0400000000003063   
0601BSA4d       20090101007850100000050000 0400000000003065   
0601BSA4d       20090101007900100000050000 0400000000003067   
0601BSA4d       20090101007950100000050000 0400000000003069   
0601BSA4d       20090101008000100000050000 0400000000003070   
0601BSA4d       20090101008050100000050000 0400000000003072   
0601BSA4d       20090101008100100000050000 0400000000003074   
0601BSA4d       20090101008150100000050000 0400000000003076   
0601BSA4d       20090101008200100000050000 0400000000003077   
0601BSA4d       20090101008250100000050000 0400000000003079   
0601BSA4d       20090101008300100000050000 0400000000003081   
0601BSA4d       20090101008350100000050000 0400000000003082   
0601BSA4d       20090101008400100000050000 0400000000003084   
0601BSA4d       20090101008450100000050000 0400000000003086   
0601BSA4d       20090101008500100000050000 0400000000003087   
0601BSA4d       20090101008550100000050000 0400000000003089   
0601BSA4d       20090101008600100000050000 0400000000003090   
0601BSA4d       20090101008650100000050000 0400000000003092   
0601BSA4d       20090101008700100000050000 0400000000003093   
0601BSA4d       20090101008750100000050000 0400000000003095   
0601BSA4d       20090101008800100000050000 0400000000003096   
0601BSA4d       20090101008850100000050000 0400000000003098   
0601BSA4d       20090101008900100000050000 0400000000003099   
0601BSA4d       20090101008950100000050000 0400000000003101   
0601BSA4d       20090101009000100000050000 0400000000003102   
0601BSA4d       20090101009050100000050000 0400000000003103   
0601BSA4d       20090101009100100000050000 0400000000003105   
0601BSA4d       20090101009150100000050000 0400000000003106   
0601BSA4d       20090101009200100000050000 0400000000003107   
0601BSA4d       20090101009250100000050000 0400000000003109   
0601BSA4d       20090101009300100000050000 0400000000003110   
0601BSA4d       20090101009350100000050000 0400000000003111   
0601BSA4d       20090101009400100000050000 0400000000003113   
0601BSA4d       20090101009450100000050000 0400000000003114   
0601BSA4d       20090101009500100000050000 0400000000003115   
0601BSA4d       20090101009550100000050000 0400000000003116   
0601BSA4d       20090101009600100000050000 0400000000003118   
0601BSA4d       20090101009650100000050000 0400000000003119   
0601BSA4d       20090101009700100000050000 0400000000003120   
0601BSA4d       20090101009750100000050000 0400000000003121   
0601BSA4d       20090101009800100000050000 0400000000003122   
0601BSA4d       20090101009850100000050000 0400000000003124   
0601BSA4d       20090101009900100000050000 0400000000003125   
0601BSA4d       20090101009950100000050000 0400000000003126   
0601BSA4d       20090101010000100000100000 0400000000003128   
0601BSA4d       20090101010100100000100000 0400000000003130   
0601BSA4d       20090101010200100000100000 0400000000003132   
0601BSA4d       20090101010300100000100000 0400000000003134   
0601BSA4d       20090101010400100000100000 0400000000003136   
0601BSA4d       20090101010500100000100000 0400000000003138   
0601BSA4d       20090101010600100000100000 0400000000003140   
0601BSA4d       20090101010700100000100000 0400000000003142   
0601BSA4d       20090101010800100000100000 0400000000003144   
0601BSA4d       20090101010900100000100000 0400000000003146   
0601BSA4d       20090101011000100000100000 0400000000003148   
0601BSA4d       20090101011100100000100000 0400000000003150   
0601BSA4d       20090101011200100000100000 0400000000003152   
0601BSA4d       20090101011300100000100000 0400000000003154   
0601BSA4d       20090101011400100000100000 0400000000003155   
0601BSA4d       20090101011500100000100000 0400000000003157   
0601BSA4d       20090101011600100000100000 0400000000003159   
0601BSA4d       20090101011700100000100000 0400000000003160   
0601BSA4d       20090101011800100000100000 0400000000003162   
0601BSA4d       20090101011900100000100000 0400000000003164   
0601BSA4d       20090101012000100000100000 0400000000003165   
0601BSA4d       20090101012100100000100000 0400000000003167   
0601BSA4d       20090101012200100000100000 0400000000003168   
0601BSA4d       20090101012300100000100000 0400000000003170   
0601BSA4d       20090101012400100000100000 0400000000003171   
0601BSA4d       20090101012500100000100000 0400000000003173   
0601BSA4d       20090101012600100000100000 0400000000003174   
0601BSA4d       20090101012700100000100000 0400000000003176   
0601BSA4d       20090101012800100000100000 0400000000003177   
0601BSA4d       20090101012900100000100000 0400000000003178   
0601BSA4d       20090101013000100000100000 0400000000003180   
0601BSA4d       20090101013100100000100000 0400000000003181   
0601BSA4d       20090101013200100000100000 0400000000003182   
0601BSA4d       20090101013300100000100000 0400000000003184   
0601BSA4d       20090101013400100000100000 0400000000003185   
0601BSA4d       20090101013500100000100000 0400000000003186   
0601BSA4d       20090101013600100000100000 0400000000003187   
0601BSA4d       20090101013700100000100000 0400000000003189   
0601BSA4d       20090101013800100000100000 0400000000003190   
0601BSA4d       20090101013900100000100000 0400000000003191   
0601BSA4d       20090101014000100000100000 0400000000003192   
0601BSA4d       20090101014100100000100000 0400000000003193   
0601BSA4d       20090101014200100000100000 0400000000003194   
0601BSA4d       20090101014300100000100000 0400000000003196   
0601BSA4d       20090101014400100000100000 0400000000003197   
0601BSA4d       20090101014500100000100000 0400000000003198   
0601BSA4d       20090101014600100000100000 0400000000003199   
0601BSA4d       20090101014700100000100000 0400000000003200   
0601BSA4d       20090101014800100000100000 0400000000003201   
0601BSA4d       20090101014900100000100000 0400000000003202   
0601BSA4d       20090101015000100000100000 0400000000003203   
0601BSA4d       20090101015100100000100000 0400000000003204   
0601BSA4d       20090101015200100000100000 0400000000003205   
0601BSA4d       20090101015300100000100000 0400000000003206   
0601BSA4d       20090101015400100000100000 0400000000003207   
0601BSA4d       20090101015500100000100000 0400000000003208   
0601BSA4d       20090101015600100000100000 0400000000003209   
0601BSA4d       20090101015700100000100000 0400000000003210   
0601BSA4d       20090101015800100000100000 0400000000003211   
0601BSA4d       20090101015900100000100000 0400000000003212   
0601BSA4d       20090101016000100000100000 0400000000003212   
0601BSA4d       20090101016100100000100000 0400000000003213   
0601BSA4d       20090101016200100000100000 0400000000003214   
0601BSA4d       20090101016300100000100000 0400000000003215   
0601BSA4d       20090101016400100000100000 0400000000003216   
0601BSA4d       20090101016500100000100000 0400000000003217   
0601BSA4d       20090101016600100000100000 0400000000003218   
0601BSA4d       20090101016700100000100000 0400000000003218   
0601BSA4d       20090101016800100000100000 0400000000003219   
0601BSA4d       20090101016900100000100000 0400000000003220   
0601BSA4d       20090101017000100000100000 0400000000003221   
0601BSA4d       20090101017100100000100000 0400000000003222   
0601BSA4d       20090101017200100000100000 0400000000003222   
0601BSA4d       20090101017300100000100000 0400000000003223   
0601BSA4d       20090101017400100000100000 0400000000003224   
0601BSA4d       20090101017500100000100000 0400000000003225   
0601BSA4d       20090101017600100000100000 0400000000003225   
0601BSA4d       20090101017700100000100000 0400000000003226   
0601BSA4d       20090101017800100000100000 0400000000003227   
0601BSA4d       20090101017900100000100000 0400000000003227   
0601BSA4d       20090101018000100000100000 0400000000003228   
0601BSA4d       20090101018100100000100000 0400000000003229   
0601BSA4d       20090101018200100000100000 0400000000003229   
0601BSA4d       20090101018300100000100000 0400000000003230   
0601BSA4d       20090101018400100000100000 0400000000003231   
0601BSA4d       20090101018500100000100000 0400000000003231   
0601BSA4d       20090101018600100000100000 0400000000003232   
0601BSA4d       20090101018700100000100000 0400000000003233   
0601BSA4d       20090101018800100000100000 0400000000003233   
0601BSA4d       20090101018900100000100000 0400000000003234   
0601BSA4d       20090101019000100000100000 0400000000003235   
0601BSA4d       20090101019100100000100000 0400000000003235   
0601BSA4d       20090101019200100000100000 0400000000003236   
0601BSA4d       20090101019300100000100000 0400000000003237   
0601BSA4d       20090101019400100000100000 0400000000003237   
0601BSA4d       20090101019500100000100000 0400000000003238   
0601BSA4d       20090101019600100000100000 0400000000003238   
0601BSA4d       20090101019700100000100000 0400000000003239   
0601BSA4d       20090101019800100000100000 0400000000003240   
0601BSA4d       20090101019900100000100000 0400000000003240   
0601BSA4d       20090101020000100001000000 0400000000003243   
0601BSA4d       20090101021000100001000000 0400000000003248   
0601BSA4d       20090101022000100001000000 0400000000003253   
0601BSA4d       20090101023000100001000000 0400000000003257   
0601BSA4d       20090101024000100001000000 0400000000003261   
0601BSA4d       20090101025000100001000000 0400000000003265   
