00BS               20080912                                                                                   
0601BSB6d       20090101018200100000100000 0600000000003167   
0601BSB6d       20090101018300100000100000 0600000000003168   
0601BSB6d       20090101018400100000100000 0600000000003169   
0601BSB6d       20090101018500100000100000 0600000000003170   
0601BSB6d       20090101018600100000100000 0600000000003171   
0601BSB6d       20090101018700100000100000 0600000000003172   
0601BSB6d       20090101018800100000100000 0600000000003173   
0601BSB6d       20090101018900100000100000 0600000000003174   
0601BSB6d       20090101019000100000100000 0600000000003175   
0601BSB6d       20090101019100100000100000 0600000000003176   
0601BSB6d       20090101019200100000100000 0600000000003177   
0601BSB6d       20090101019300100000100000 0600000000003178   
0601BSB6d       20090101019400100000100000 0600000000003179   
0601BSB6d       20090101019500100000100000 0600000000003180   
0601BSB6d       20090101019600100000100000 0600000000003180   
0601BSB6d       20090101019700100000100000 0600000000003181   
0601BSB6d       20090101019800100000100000 0600000000003182   
0601BSB6d       20090101019900100000100000 0600000000003183   
0601BSB6d       20090101020000100001000000 0600000000003188   
0601BSB6d       20090101021000100001000000 0600000000003195   
0601BSB6d       20090101022000100001000000 0600000000003203   
0601BSB6d       20090101023000100001000000 0600000000003209   
0601BSB6d       20090101024000100001000000 0600000000003215   
0601BSB6d       20090101025000100001000000 0600000000003220   
0601BSB6d       20090101026000100001000000 0600000000003225   
0601BSB6d       20090101027000100001000000 0600000000003230   
0601BSB6d       20090101028000100001000000 0600000000003234   
0601BSB6d       20090101029000100001000000 0600000000003239   
0601BSB6d       20090101030000100001000000 0600000000003242   
0601BSB6d       20090101031000100001000000 0600000000003246   
0601BSB6d       20090101032000100001000000 0600000000003249   
0601BSB6d       20090101033000100001000000 0600000000003252   
0601BSB6d       20090101034000100001000000 0600000000003255   
0601BSB6d       20090101035000100001000000 0600000000003258   
0601BSB6d       20090101036000100001000000 0600000000003261   
0601BSB6d       20090101037000100001000000 0600000000003263   
0601BSB6d       20090101038000100001000000 0600000000003266   
0601BSB6d       20090101039000100001000000 0600000000003268   
0601BSB6d       20090101040000100001000000 0600000000003270   
0601BSB6d       20090101041000100001000000 0600000000003272   
0601BSB6d       20090101042000100001000000 0600000000003274   
0601BSB6d       20090101043000100001000000 0600000000003276   
0601BSB6d       20090101044000100001000000 0600000000003278   
0601BSB6d       20090101045000100001000000 0600000000003279   
0601BSB6d       20090101046000100001000000 0600000000003281   
0601BSB6d       20090101047000100001000000 0600000000003282   
0601BSB6d       20090101048000100001000000 0600000000003284   
0601BSB6d       20090101049000100001000000 0600000000003285   
0601BSB6d       20090101050000100001000000 0600000000003287   
0601BSB6d       20090101051000100001000000 0600000000003288   
0601BSB6d       20090101052000100001000000 0600000000003289   
0601BSB6d       20090101053000100001000000 0600000000003290   
0601BSB6d       20090101054000100001000000 0600000000003292   
0601BSB6d       20090101055000100001000000 0600000000003293   
0601BSB6d       20090101056000100001000000 0600000000003294   
0601BSB6d       20090101057000100001000000 0600000000003295   
0601BSB6d       20090101058000100001000000 0600000000003296   
0601BSB6d       20090101059000100001000000 0600000000003297   
0601BSB6d       20090101060000100010000000 0600000000003302   
0601BSB6d       20090101070000100010000000 0600000000003309   
0601BSB6d       20090101080000100010000000 0600000000003314   
0601BSB6d       20090101090000100010000000 0600000000003318   
0601BSB6d       20090101100000100010000000 0600000000003322   
0601BSB7d       20090101000000100000110000 0700000000000000   
0601BSB7d       20090101000110100000010000 0700000000000000   
0601BSB7d       20090101000120100000010000 0700000000000000   
0601BSB7d       20090101000130100000010000 0700000000000000   
0601BSB7d       20090101000140100000010000 0700000000000000   
0601BSB7d       20090101000150100000010000 0700000000000000   
0601BSB7d       20090101000160100000010000 0700000000000000   
0601BSB7d       20090101000170100000010000 0700000000000000   
0601BSB7d       20090101000180100000010000 0700000000000000   
0601BSB7d       20090101000190100000010000 0700000000000000   
0601BSB7d       20090101000200100000010000 0700000000000000   
0601BSB7d       20090101000210100000010000 0700000000000000   
0601BSB7d       20090101000220100000010000 0700000000000000   
0601BSB7d       20090101000230100000010000 0700000000000000   
0601BSB7d       20090101000240100000010000 0700000000000000   
0601BSB7d       20090101000250100000010000 0700000000000000   
0601BSB7d       20090101000260100000010000 0700000000000000   
0601BSB7d       20090101000270100000010000 0700000000000000   
0601BSB7d       20090101000280100000010000 0700000000000000   
0601BSB7d       20090101000290100000010000 0700000000000000   
0601BSB7d       20090101000300100000010000 0700000000000000   
0601BSB7d       20090101000310100000010000 0700000000000000   
0601BSB7d       20090101000320100000010000 0700000000000000   
0601BSB7d       20090101000330100000010000 0700000000000000   
0601BSB7d       20090101000340100000010000 0700000000000000   
0601BSB7d       20090101000350100000010000 0700000000000000   
0601BSB7d       20090101000360100000010000 0700000000000000   
0601BSB7d       20090101000370100000010000 0700000000000000   
0601BSB7d       20090101000380100000010000 0700000000000000   
0601BSB7d       20090101000390100000010000 0700000000000000   
0601BSB7d       20090101000400100000010000 0700000000000000   
0601BSB7d       20090101000410100000010000 0700000000000000   
0601BSB7d       20090101000420100000010000 0700000000000000   
0601BSB7d       20090101000430100000010000 0700000000000000   
0601BSB7d       20090101000440100000010000 0700000000000000   
0601BSB7d       20090101000450100000010000 0700000000000000   
0601BSB7d       20090101000460100000010000 0700000000000000   
0601BSB7d       20090101000470100000010000 0700000000000000   
0601BSB7d       20090101000480100000010000 0700000000000000   
0601BSB7d       20090101000490100000010000 0700000000000000   
0601BSB7d       20090101000500100000010000 0700000000000000   
0601BSB7d       20090101000510100000010000 0700000000000000   
0601BSB7d       20090101000520100000010000 0700000000000000   
0601BSB7d       20090101000530100000010000 0700000000000000   
0601BSB7d       20090101000540100000010000 0700000000000000   
0601BSB7d       20090101000550100000010000 0700000000000000   
0601BSB7d       20090101000560100000010000 0700000000000000   
0601BSB7d       20090101000570100000010000 0700000000000000   
0601BSB7d       20090101000580100000010000 0700000000000000   
0601BSB7d       20090101000590100000010000 0700000000000000   
0601BSB7d       20090101000600100000010000 0700000000000000   
0601BSB7d       20090101000610100000010000 0700000000000000   
0601BSB7d       20090101000620100000010000 0700000000000000   
0601BSB7d       20090101000630100000010000 0700000000000000   
0601BSB7d       20090101000640100000010000 0700000000000000   
0601BSB7d       20090101000650100000010000 0700000000000000   
0601BSB7d       20090101000660100000010000 0700000000000000   
0601BSB7d       20090101000670100000010000 0700000000000000   
0601BSB7d       20090101000680100000010000 0700000000000000   
0601BSB7d       20090101000690100000010000 0700000000000000   
0601BSB7d       20090101000700100000010000 0700000000000000   
0601BSB7d       20090101000710100000010000 0700000000000000   
0601BSB7d       20090101000720100000010000 0700000000000000   
0601BSB7d       20090101000730100000010000 0700000000000000   
0601BSB7d       20090101000740100000010000 0700000000000000   
0601BSB7d       20090101000750100000010000 0700000000000000   
0601BSB7d       20090101000760100000010000 0700000000000000   
0601BSB7d       20090101000770100000010000 0700000000000000   
0601BSB7d       20090101000780100000010000 0700000000000000   
0601BSB7d       20090101000790100000010000 0700000000000000   
0601BSB7d       20090101000800100000010000 0700000000000000   
0601BSB7d       20090101000810100000010000 0700000000000000   
0601BSB7d       20090101000820100000010000 0700000000000000   
0601BSB7d       20090101000830100000010000 0700000000000000   
0601BSB7d       20090101000840100000010000 0700000000000000   
0601BSB7d       20090101000850100000010000 0700000000000000   
0601BSB7d       20090101000860100000010000 0700000000000000   
0601BSB7d       20090101000870100000010000 0700000000000000   
0601BSB7d       20090101000880100000010000 0700000000000000   
0601BSB7d       20090101000890100000010000 0700000000000000   
0601BSB7d       20090101000900100000010000 0700000000000000   
0601BSB7d       20090101000910100000010000 0700000000000000   
0601BSB7d       20090101000920100000010000 0700000000000008   
0601BSB7d       20090101000930100000010000 0700000000000029   
0601BSB7d       20090101000940100000010000 0700000000000055   
0601BSB7d       20090101000950100000010000 0700000000000076   
0601BSB7d       20090101000960100000010000 0700000000000098   
0601BSB7d       20090101000970100000010000 0700000000000118   
0601BSB7d       20090101000980100000010000 0700000000000139   
0601BSB7d       20090101000990100000010000 0700000000000159   
0601BSB7d       20090101001000100000050000 0700000000000216   
0601BSB7d       20090101001050100000050000 0700000000000312   
0601BSB7d       20090101001100100000050000 0700000000000395   
0601BSB7d       20090101001150100000050000 0700000000000476   
0601BSB7d       20090101001200100000050000 0700000000000555   
0601BSB7d       20090101001250100000050000 0700000000000627   
0601BSB7d       20090101001300100000050000 0700000000000695   
0601BSB7d       20090101001350100000050000 0700000000000760   
0601BSB7d       20090101001400100000050000 0700000000000820   
0601BSB7d       20090101001450100000050000 0700000000000878   
0601BSB7d       20090101001500100000050000 0700000000000933   
0601BSB7d       20090101001550100000050000 0700000000000983   
0601BSB7d       20090101001600100000050000 0700000000001034   
0601BSB7d       20090101001650100000050000 0700000000001083   
0601BSB7d       20090101001700100000050000 0700000000001129   
0601BSB7d       20090101001750100000050000 0700000000001175   
0601BSB7d       20090101001800100000050000 0700000000001220   
0601BSB7d       20090101001850100000050000 0700000000001264   
0601BSB7d       20090101001900100000050000 0700000000001310   
0601BSB7d       20090101001950100000050000 0700000000001359   
0601BSB7d       20090101002000100000050000 0700000000001405   
0601BSB7d       20090101002050100000050000 0700000000001450   
0601BSB7d       20090101002100100000050000 0700000000001493   
0601BSB7d       20090101002150100000050000 0700000000001533   
0601BSB7d       20090101002200100000050000 0700000000001572   
0601BSB7d       20090101002250100000050000 0700000000001610   
0601BSB7d       20090101002300100000050000 0700000000001645   
0601BSB7d       20090101002350100000050000 0700000000001679   
0601BSB7d       20090101002400100000050000 0700000000001712   
0601BSB7d       20090101002450100000050000 0700000000001743   
0601BSB7d       20090101002500100000050000 0700000000001773   
0601BSB7d       20090101002550100000050000 0700000000001803   
0601BSB7d       20090101002600100000050000 0700000000001830   
0601BSB7d       20090101002650100000050000 0700000000001857   
0601BSB7d       20090101002700100000050000 0700000000001883   
0601BSB7d       20090101002750100000050000 0700000000001907   
0601BSB7d       20090101002800100000050000 0700000000001932   
0601BSB7d       20090101002850100000050000 0700000000001955   
0601BSB7d       20090101002900100000050000 0700000000001977   
0601BSB7d       20090101002950100000050000 0700000000001999   
0601BSB7d       20090101003000100000050000 0700000000002020   
0601BSB7d       20090101003050100000050000 0700000000002040   
0601BSB7d       20090101003100100000050000 0700000000002060   
0601BSB7d       20090101003150100000050000 0700000000002079   
0601BSB7d       20090101003200100000050000 0700000000002097   
0601BSB7d       20090101003250100000050000 0700000000002115   
0601BSB7d       20090101003300100000050000 0700000000002133   
0601BSB7d       20090101003350100000050000 0700000000002149   
0601BSB7d       20090101003400100000050000 0700000000002165   
0601BSB7d       20090101003450100000050000 0700000000002181   
0601BSB7d       20090101003500100000050000 0700000000002197   
0601BSB7d       20090101003550100000050000 0700000000002211   
0601BSB7d       20090101003600100000050000 0700000000002226   
0601BSB7d       20090101003650100000050000 0700000000002240   
0601BSB7d       20090101003700100000050000 0700000000002254   
0601BSB7d       20090101003750100000050000 0700000000002267   
0601BSB7d       20090101003800100000050000 0700000000002280   
0601BSB7d       20090101003850100000050000 0700000000002293   
0601BSB7d       20090101003900100000050000 0700000000002306   
0601BSB7d       20090101003950100000050000 0700000000002318   
0601BSB7d       20090101004000100000050000 0700000000002329   
0601BSB7d       20090101004050100000050000 0700000000002341   
0601BSB7d       20090101004100100000050000 0700000000002352   
0601BSB7d       20090101004150100000050000 0700000000002363   
0601BSB7d       20090101004200100000050000 0700000000002374   
0601BSB7d       20090101004250100000050000 0700000000002384   
0601BSB7d       20090101004300100000050000 0700000000002394   
0601BSB7d       20090101004350100000050000 0700000000002404   
0601BSB7d       20090101004400100000050000 0700000000002414   
0601BSB7d       20090101004450100000050000 0700000000002423   
0601BSB7d       20090101004500100000050000 0700000000002433   
0601BSB7d       20090101004550100000050000 0700000000002442   
0601BSB7d       20090101004600100000050000 0700000000002451   
0601BSB7d       20090101004650100000050000 0700000000002460   
0601BSB7d       20090101004700100000050000 0700000000002471   
0601BSB7d       20090101004750100000050000 0700000000002482   
0601BSB7d       20090101004800100000050000 0700000000002492   
0601BSB7d       20090101004850100000050000 0700000000002503   
0601BSB7d       20090101004900100000050000 0700000000002512   
0601BSB7d       20090101004950100000050000 0700000000002522   
0601BSB7d       20090101005000100000050000 0700000000002532   
0601BSB7d       20090101005050100000050000 0700000000002541   
0601BSB7d       20090101005100100000050000 0700000000002551   
0601BSB7d       20090101005150100000050000 0700000000002560   
0601BSB7d       20090101005200100000050000 0700000000002568   
0601BSB7d       20090101005250100000050000 0700000000002577   
0601BSB7d       20090101005300100000050000 0700000000002586   
0601BSB7d       20090101005350100000050000 0700000000002594   
0601BSB7d       20090101005400100000050000 0700000000002603   
0601BSB7d       20090101005450100000050000 0700000000002611   
0601BSB7d       20090101005500100000050000 0700000000002618   
0601BSB7d       20090101005550100000050000 0700000000002626   
0601BSB7d       20090101005600100000050000 0700000000002634   
0601BSB7d       20090101005650100000050000 0700000000002641   
0601BSB7d       20090101005700100000050000 0700000000002649   
0601BSB7d       20090101005750100000050000 0700000000002656   
0601BSB7d       20090101005800100000050000 0700000000002663   
0601BSB7d       20090101005850100000050000 0700000000002670   
0601BSB7d       20090101005900100000050000 0700000000002677   
0601BSB7d       20090101005950100000050000 0700000000002684   
0601BSB7d       20090101006000100000050000 0700000000002691   
0601BSB7d       20090101006050100000050000 0700000000002697   
0601BSB7d       20090101006100100000050000 0700000000002704   
0601BSB7d       20090101006150100000050000 0700000000002710   
0601BSB7d       20090101006200100000050000 0700000000002717   
0601BSB7d       20090101006250100000050000 0700000000002722   
0601BSB7d       20090101006300100000050000 0700000000002729   
0601BSB7d       20090101006350100000050000 0700000000002735   
0601BSB7d       20090101006400100000050000 0700000000002740   
0601BSB7d       20090101006450100000050000 0700000000002746   
0601BSB7d       20090101006500100000050000 0700000000002752   
0601BSB7d       20090101006550100000050000 0700000000002757   
0601BSB7d       20090101006600100000050000 0700000000002763   
0601BSB7d       20090101006650100000050000 0700000000002769   
0601BSB7d       20090101006700100000050000 0700000000002774   
0601BSB7d       20090101006750100000050000 0700000000002779   
0601BSB7d       20090101006800100000050000 0700000000002784   
0601BSB7d       20090101006850100000050000 0700000000002789   
0601BSB7d       20090101006900100000050000 0700000000002794   
0601BSB7d       20090101006950100000050000 0700000000002800   
0601BSB7d       20090101007000100000050000 0700000000002804   
0601BSB7d       20090101007050100000050000 0700000000002809   
0601BSB7d       20090101007100100000050000 0700000000002814   
0601BSB7d       20090101007150100000050000 0700000000002818   
0601BSB7d       20090101007200100000050000 0700000000002823   
0601BSB7d       20090101007250100000050000 0700000000002828   
0601BSB7d       20090101007300100000050000 0700000000002832   
0601BSB7d       20090101007350100000050000 0700000000002837   
0601BSB7d       20090101007400100000050000 0700000000002841   
0601BSB7d       20090101007450100000050000 0700000000002845   
0601BSB7d       20090101007500100000050000 0700000000002850   
0601BSB7d       20090101007550100000050000 0700000000002854   
0601BSB7d       20090101007600100000050000 0700000000002858   
0601BSB7d       20090101007650100000050000 0700000000002862   
0601BSB7d       20090101007700100000050000 0700000000002866   
0601BSB7d       20090101007750100000050000 0700000000002870   
0601BSB7d       20090101007800100000050000 0700000000002874   
0601BSB7d       20090101007850100000050000 0700000000002878   
0601BSB7d       20090101007900100000050000 0700000000002882   
0601BSB7d       20090101007950100000050000 0700000000002886   
0601BSB7d       20090101008000100000050000 0700000000002890   
0601BSB7d       20090101008050100000050000 0700000000002893   
0601BSB7d       20090101008100100000050000 0700000000002897   
0601BSB7d       20090101008150100000050000 0700000000002901   
0601BSB7d       20090101008200100000050000 0700000000002904   
0601BSB7d       20090101008250100000050000 0700000000002908   
0601BSB7d       20090101008300100000050000 0700000000002911   
0601BSB7d       20090101008350100000050000 0700000000002915   
0601BSB7d       20090101008400100000050000 0700000000002918   
0601BSB7d       20090101008450100000050000 0700000000002921   
0601BSB7d       20090101008500100000050000 0700000000002925   
0601BSB7d       20090101008550100000050000 0700000000002927   
0601BSB7d       20090101008600100000050000 0700000000002930   
0601BSB7d       20090101008650100000050000 0700000000002932   
0601BSB7d       20090101008700100000050000 0700000000002935   
0601BSB7d       20090101008750100000050000 0700000000002937   
0601BSB7d       20090101008800100000050000 0700000000002940   
0601BSB7d       20090101008850100000050000 0700000000002942   
0601BSB7d       20090101008900100000050000 0700000000002944   
0601BSB7d       20090101008950100000050000 0700000000002946   
0601BSB7d       20090101009000100000050000 0700000000002949   
0601BSB7d       20090101009050100000050000 0700000000002951   
0601BSB7d       20090101009100100000050000 0700000000002953   
0601BSB7d       20090101009150100000050000 0700000000002955   
0601BSB7d       20090101009200100000050000 0700000000002958   
0601BSB7d       20090101009250100000050000 0700000000002960   
0601BSB7d       20090101009300100000050000 0700000000002962   
0601BSB7d       20090101009350100000050000 0700000000002964   
0601BSB7d       20090101009400100000050000 0700000000002966   
0601BSB7d       20090101009450100000050000 0700000000002968   
0601BSB7d       20090101009500100000050000 0700000000002970   
0601BSB7d       20090101009550100000050000 0700000000002972   
0601BSB7d       20090101009600100000050000 0700000000002974   
0601BSB7d       20090101009650100000050000 0700000000002976   
0601BSB7d       20090101009700100000050000 0700000000002978   
0601BSB7d       20090101009750100000050000 0700000000002980   
0601BSB7d       20090101009800100000050000 0700000000002982   
0601BSB7d       20090101009850100000050000 0700000000002984   
0601BSB7d       20090101009900100000050000 0700000000002985   
0601BSB7d       20090101009950100000050000 0700000000002987   
0601BSB7d       20090101010000100000100000 0700000000002990   
0601BSB7d       20090101010100100000100000 0700000000002994   
0601BSB7d       20090101010200100000100000 0700000000002997   
0601BSB7d       20090101010300100000100000 0700000000003000   
0601BSB7d       20090101010400100000100000 0700000000003004   
0601BSB7d       20090101010500100000100000 0700000000003007   
0601BSB7d       20090101010600100000100000 0700000000003010   
0601BSB7d       20090101010700100000100000 0700000000003014   
0601BSB7d       20090101010800100000100000 0700000000003017   
0601BSB7d       20090101010900100000100000 0700000000003020   
0601BSB7d       20090101011000100000100000 0700000000003023   
0601BSB7d       20090101011100100000100000 0700000000003026   
0601BSB7d       20090101011200100000100000 0700000000003029   
0601BSB7d       20090101011300100000100000 0700000000003032   
0601BSB7d       20090101011400100000100000 0700000000003035   
0601BSB7d       20090101011500100000100000 0700000000003037   
0601BSB7d       20090101011600100000100000 0700000000003040   
0601BSB7d       20090101011700100000100000 0700000000003043   
0601BSB7d       20090101011800100000100000 0700000000003045   
0601BSB7d       20090101011900100000100000 0700000000003048   
0601BSB7d       20090101012000100000100000 0700000000003050   
0601BSB7d       20090101012100100000100000 0700000000003053   
0601BSB7d       20090101012200100000100000 0700000000003056   
0601BSB7d       20090101012300100000100000 0700000000003058   
0601BSB7d       20090101012400100000100000 0700000000003060   
0601BSB7d       20090101012500100000100000 0700000000003063   
0601BSB7d       20090101012600100000100000 0700000000003065   
0601BSB7d       20090101012700100000100000 0700000000003067   
0601BSB7d       20090101012800100000100000 0700000000003069   
0601BSB7d       20090101012900100000100000 0700000000003072   
0601BSB7d       20090101013000100000100000 0700000000003074   
0601BSB7d       20090101013100100000100000 0700000000003076   
0601BSB7d       20090101013200100000100000 0700000000003078   
0601BSB7d       20090101013300100000100000 0700000000003080   
0601BSB7d       20090101013400100000100000 0700000000003082   
0601BSB7d       20090101013500100000100000 0700000000003084   
0601BSB7d       20090101013600100000100000 0700000000003086   
0601BSB7d       20090101013700100000100000 0700000000003088   
0601BSB7d       20090101013800100000100000 0700000000003090   
0601BSB7d       20090101013900100000100000 0700000000003092   
0601BSB7d       20090101014000100000100000 0700000000003094   
0601BSB7d       20090101014100100000100000 0700000000003096   
0601BSB7d       20090101014200100000100000 0700000000003098   
0601BSB7d       20090101014300100000100000 0700000000003099   
0601BSB7d       20090101014400100000100000 0700000000003101   
0601BSB7d       20090101014500100000100000 0700000000003103   
0601BSB7d       20090101014600100000100000 0700000000003104   
0601BSB7d       20090101014700100000100000 0700000000003106   
0601BSB7d       20090101014800100000100000 0700000000003108   
0601BSB7d       20090101014900100000100000 0700000000003109   
0601BSB7d       20090101015000100000100000 0700000000003111   
0601BSB7d       20090101015100100000100000 0700000000003113   
0601BSB7d       20090101015200100000100000 0700000000003114   
0601BSB7d       20090101015300100000100000 0700000000003116   
0601BSB7d       20090101015400100000100000 0700000000003117   
0601BSB7d       20090101015500100000100000 0700000000003119   
0601BSB7d       20090101015600100000100000 0700000000003120   
0601BSB7d       20090101015700100000100000 0700000000003122   
0601BSB7d       20090101015800100000100000 0700000000003123   
0601BSB7d       20090101015900100000100000 0700000000003125   
0601BSB7d       20090101016000100000100000 0700000000003126   
0601BSB7d       20090101016100100000100000 0700000000003128   
0601BSB7d       20090101016200100000100000 0700000000003129   
0601BSB7d       20090101016300100000100000 0700000000003130   
0601BSB7d       20090101016400100000100000 0700000000003132   
0601BSB7d       20090101016500100000100000 0700000000003133   
0601BSB7d       20090101016600100000100000 0700000000003134   
0601BSB7d       20090101016700100000100000 0700000000003136   
0601BSB7d       20090101016800100000100000 0700000000003137   
0601BSB7d       20090101016900100000100000 0700000000003138   
0601BSB7d       20090101017000100000100000 0700000000003140   
0601BSB7d       20090101017100100000100000 0700000000003141   
0601BSB7d       20090101017200100000100000 0700000000003142   
0601BSB7d       20090101017300100000100000 0700000000003143   
0601BSB7d       20090101017400100000100000 0700000000003145   
0601BSB7d       20090101017500100000100000 0700000000003146   
0601BSB7d       20090101017600100000100000 0700000000003147   
0601BSB7d       20090101017700100000100000 0700000000003148   
0601BSB7d       20090101017800100000100000 0700000000003149   
0601BSB7d       20090101017900100000100000 0700000000003150   
0601BSB7d       20090101018000100000100000 0700000000003152   
0601BSB7d       20090101018100100000100000 0700000000003153   
0601BSB7d       20090101018200100000100000 0700000000003154   
0601BSB7d       20090101018300100000100000 0700000000003155   
0601BSB7d       20090101018400100000100000 0700000000003156   
0601BSB7d       20090101018500100000100000 0700000000003157   
0601BSB7d       20090101018600100000100000 0700000000003158   
0601BSB7d       20090101018700100000100000 0700000000003159   
0601BSB7d       20090101018800100000100000 0700000000003160   
0601BSB7d       20090101018900100000100000 0700000000003161   
0601BSB7d       20090101019000100000100000 0700000000003162   
0601BSB7d       20090101019100100000100000 0700000000003163   
0601BSB7d       20090101019200100000100000 0700000000003164   
0601BSB7d       20090101019300100000100000 0700000000003165   
0601BSB7d       20090101019400100000100000 0700000000003166   
0601BSB7d       20090101019500100000100000 0700000000003167   
0601BSB7d       20090101019600100000100000 0700000000003168   
0601BSB7d       20090101019700100000100000 0700000000003169   
0601BSB7d       20090101019800100000100000 0700000000003170   
0601BSB7d       20090101019900100000100000 0700000000003171   
0601BSB7d       20090101020000100001000000 0700000000003176   
0601BSB7d       20090101021000100001000000 0700000000003184   
0601BSB7d       20090101022000100001000000 0700000000003192   
0601BSB7d       20090101023000100001000000 0700000000003199   
0601BSB7d       20090101024000100001000000 0700000000003205   
0601BSB7d       20090101025000100001000000 0700000000003211   
0601BSB7d       20090101026000100001000000 0700000000003216   
0601BSB7d       20090101027000100001000000 0700000000003221   
0601BSB7d       20090101028000100001000000 0700000000003226   
0601BSB7d       20090101029000100001000000 0700000000003230   
0601BSB7d       20090101030000100001000000 0700000000003234   
0601BSB7d       20090101031000100001000000 0700000000003238   
0601BSB7d       20090101032000100001000000 0700000000003242   
0601BSB7d       20090101033000100001000000 0700000000003245   
0601BSB7d       20090101034000100001000000 0700000000003248   
0601BSB7d       20090101035000100001000000 0700000000003251   
0601BSB7d       20090101036000100001000000 0700000000003254   
0601BSB7d       20090101037000100001000000 0700000000003257   
0601BSB7d       20090101038000100001000000 0700000000003259   
0601BSB7d       20090101039000100001000000 0700000000003262   
0601BSB7d       20090101040000100001000000 0700000000003264   
0601BSB7d       20090101041000100001000000 0700000000003266   
0601BSB7d       20090101042000100001000000 0700000000003268   
0601BSB7d       20090101043000100001000000 0700000000003270   
0601BSB7d       20090101044000100001000000 0700000000003272   
0601BSB7d       20090101045000100001000000 0700000000003274   
0601BSB7d       20090101046000100001000000 0700000000003276   
0601BSB7d       20090101047000100001000000 0700000000003277   
0601BSB7d       20090101048000100001000000 0700000000003279   
0601BSB7d       20090101049000100001000000 0700000000003280   
0601BSB7d       20090101050000100001000000 0700000000003282   
0601BSB7d       20090101051000100001000000 0700000000003283   
0601BSB7d       20090101052000100001000000 0700000000003285   
0601BSB7d       20090101053000100001000000 0700000000003286   
0601BSB7d       20090101054000100001000000 0700000000003287   
0601BSB7d       20090101055000100001000000 0700000000003288   
0601BSB7d       20090101056000100001000000 0700000000003290   
0601BSB7d       20090101057000100001000000 0700000000003291   
0601BSB7d       20090101058000100001000000 0700000000003292   
0601BSB7d       20090101059000100001000000 0700000000003293   
0601BSB7d       20090101060000100010000000 0700000000003298   
0601BSB7d       20090101070000100010000000 0700000000003306   
0601BSB7d       20090101080000100010000000 0700000000003311   
0601BSB7d       20090101090000100010000000 0700000000003316   
0601BSB7d       20090101100000100010000000 0700000000003320   
0601BSB8d       20090101000000100000110000 0800000000000000   
0601BSB8d       20090101000110100000010000 0800000000000000   
0601BSB8d       20090101000120100000010000 0800000000000000   
0601BSB8d       20090101000130100000010000 0800000000000000   
0601BSB8d       20090101000140100000010000 0800000000000000   
0601BSB8d       20090101000150100000010000 0800000000000000   
0601BSB8d       20090101000160100000010000 0800000000000000   
0601BSB8d       20090101000170100000010000 0800000000000000   
0601BSB8d       20090101000180100000010000 0800000000000000   
0601BSB8d       20090101000190100000010000 0800000000000000   
0601BSB8d       20090101000200100000010000 0800000000000000   
0601BSB8d       20090101000210100000010000 0800000000000000   
0601BSB8d       20090101000220100000010000 0800000000000000   
0601BSB8d       20090101000230100000010000 0800000000000000   
0601BSB8d       20090101000240100000010000 0800000000000000   
0601BSB8d       20090101000250100000010000 0800000000000000   
0601BSB8d       20090101000260100000010000 0800000000000000   
0601BSB8d       20090101000270100000010000 0800000000000000   
0601BSB8d       20090101000280100000010000 0800000000000000   
0601BSB8d       20090101000290100000010000 0800000000000000   
0601BSB8d       20090101000300100000010000 0800000000000000   
0601BSB8d       20090101000310100000010000 0800000000000000   
0601BSB8d       20090101000320100000010000 0800000000000000   
0601BSB8d       20090101000330100000010000 0800000000000000   
0601BSB8d       20090101000340100000010000 0800000000000000   
0601BSB8d       20090101000350100000010000 0800000000000000   
0601BSB8d       20090101000360100000010000 0800000000000000   
0601BSB8d       20090101000370100000010000 0800000000000000   
0601BSB8d       20090101000380100000010000 0800000000000000   
0601BSB8d       20090101000390100000010000 0800000000000000   
0601BSB8d       20090101000400100000010000 0800000000000000   
0601BSB8d       20090101000410100000010000 0800000000000000   
0601BSB8d       20090101000420100000010000 0800000000000000   
0601BSB8d       20090101000430100000010000 0800000000000000   
0601BSB8d       20090101000440100000010000 0800000000000000   
0601BSB8d       20090101000450100000010000 0800000000000000   
0601BSB8d       20090101000460100000010000 0800000000000000   
0601BSB8d       20090101000470100000010000 0800000000000000   
0601BSB8d       20090101000480100000010000 0800000000000000   
0601BSB8d       20090101000490100000010000 0800000000000000   
0601BSB8d       20090101000500100000010000 0800000000000000   
0601BSB8d       20090101000510100000010000 0800000000000000   
0601BSB8d       20090101000520100000010000 0800000000000000   
0601BSB8d       20090101000530100000010000 0800000000000000   
0601BSB8d       20090101000540100000010000 0800000000000000   
0601BSB8d       20090101000550100000010000 0800000000000000   
0601BSB8d       20090101000560100000010000 0800000000000000   
0601BSB8d       20090101000570100000010000 0800000000000000   
0601BSB8d       20090101000580100000010000 0800000000000000   
0601BSB8d       20090101000590100000010000 0800000000000000   
0601BSB8d       20090101000600100000010000 0800000000000000   
0601BSB8d       20090101000610100000010000 0800000000000000   
0601BSB8d       20090101000620100000010000 0800000000000000   
0601BSB8d       20090101000630100000010000 0800000000000000   
0601BSB8d       20090101000640100000010000 0800000000000000   
0601BSB8d       20090101000650100000010000 0800000000000000   
0601BSB8d       20090101000660100000010000 0800000000000000   
0601BSB8d       20090101000670100000010000 0800000000000000   
0601BSB8d       20090101000680100000010000 0800000000000000   
