00OW               20081103                                                                                   
0601OWA9d       20090101000650100000005000 0900001740000267   
0601OWA9d       20090101000655100000005000 0900001800000274   
0601OWA9d       20090101000660100000005000 0900001880000284   
0601OWA9d       20090101000665100000005000 0900001950000292   
0601OWA9d       20090101000670100000005000 0900002020000300   
0601OWA9d       20090101000675100000005000 0900002090000308   
0601OWA9d       20090101000680100000005000 0900002160000316   
0601OWA9d       20090101000685100000005000 0900002240000326   
0601OWA9d       20090101000690100000005000 0900002300000332   
0601OWA9d       20090101000695100000005000 0900002370000340   
0601OWA9d       20090101000700100000005000 0900002440000347   
0601OWA9d       20090101000705100000005000 0900002520000356   
0601OWA9d       20090101000710100000005000 0900002590000364   
0601OWA9d       20090101000715100000005000 0900002660000371   
0601OWA9d       20090101000720100000005000 0900002740000379   
0601OWA9d       20090101000725100000005000 0900002820000388   
0601OWA9d       20090101000730100000005000 0900002910000397   
0601OWA9d       20090101000735100000005000 0900002990000405   
0601OWA9d       20090101000740100000005000 0900003070000413   
0601OWA9d       20090101000745100000005000 0900003150000421   
0601OWA9d       20090101000750100000005000 0900003240000431   
0601OWA9d       20090101000755100000005000 0900003320000438   
0601OWA9d       20090101000760100000005000 0900003400000446   
0601OWA9d       20090101000765100000005000 0900003480000453   
0601OWA9d       20090101000770100000005000 0900003560000461   
0601OWA9d       20090101000775100000005000 0900003660000471   
0601OWA9d       20090101000780100000005000 0900003740000478   
0601OWA9d       20090101000785100000005000 0900003820000485   
0601OWA9d       20090101000790100000005000 0900003900000492   
0601OWA9d       20090101000795100000005000 0900004000000502   
0601OWA9d       20090101000800100000005000 0900004080000508   
0601OWA9d       20090101000805100000005000 0900004160000515   
0601OWA9d       20090101000810100000005000 0900004240000522   
0601OWA9d       20090101000815100000005000 0900004320000528   
0601OWA9d       20090101000820100000005000 0900004420000537   
0601OWA9d       20090101000825100000005000 0900004500000544   
0601OWA9d       20090101000830100000005000 0900004580000550   
0601OWA9d       20090101000835100000005000 0900004670000558   
0601OWA9d       20090101000840100000005000 0900004760000565   
0601OWA9d       20090101000845100000005000 0900004840000571   
0601OWA9d       20090101000850100000005000 0900004920000577   
0601OWA9d       20090101000855100000005000 0900005010000584   
0601OWA9d       20090101000860100000005000 0900005090000590   
0601OWA9d       20090101000865100000005000 0900005180000597   
0601OWA9d       20090101000870100000005000 0900005270000604   
0601OWA9d       20090101000875100000005000 0900005350000610   
0601OWA9d       20090101000880100000005000 0900005430000615   
0601OWA9d       20090101000885100000005000 0900005530000623   
0601OWA9d       20090101000890100000005000 0900005610000629   
0601OWA9d       20090101000895100000005000 0900005690000634   
0601OWA9d       20090101000900100000005000 0900005770000639   
0601OWA9d       20090101000905100000005000 0900005860000646   
0601OWA9d       20090101000910100000005000 0900005950000652   
0601OWA9d       20090101000915100000005000 0900006030000657   
0601OWA9d       20090101000920100000005000 0900006110000662   
0601OWA9d       20090101000925100000005000 0900006200000668   
0601OWA9d       20090101000930100000005000 0900006290000675   
0601OWA9d       20090101000935100000005000 0900006370000679   
0601OWA9d       20090101000940100000005000 0900006450000684   
0601OWA9d       20090101000945100000005000 0900006540000690   
0601OWA9d       20090101000950100000005000 0900006620000695   
0601OWA9d       20090101000955100000005000 0900006710000701   
0601OWA9d       20090101000960100000005000 0900006790000705   
0601OWA9d       20090101000965100000005000 0900006880000711   
0601OWA9d       20090101000970100000005000 0900006960000716   
0601OWA9d       20090101000975100000005000 0900007050000721   
0601OWA9d       20090101000980100000005000 0900007130000726   
0601OWA9d       20090101000985100000005000 0900007220000731   
0601OWA9d       20090101000990100000005000 0900007300000736   
0601OWA9d       20090101000995100000005000 0900007390000741   
0601OWA9d       20090101001000100000005000 0900007480000746   
0601OWA9d       20090101001005100000005000 0900007560000750   
0601OWA9d       20090101001010100000005000 0900007650000756   
0601OWA9d       20090101001015100000005000 0900007740000761   
0601OWA9d       20090101001020100000005000 0900007840000767   
0601OWA9d       20090101001025100000005000 0900007940000773   
0601OWA9d       20090101001030100000005000 0900008030000778   
0601OWA9d       20090101001035100000005000 0900008120000783   
0601OWA9d       20090101001040100000005000 0900008210000788   
0601OWA9d       20090101001045100000005000 0900008310000793   
0601OWA9d       20090101001050100000005000 0900008400000798   
0601OWA9d       20090101001055100000005000 0900008490000803   
0601OWA9d       20090101001060100000005000 0900008590000808   
0601OWA9d       20090101001065100000005000 0900008690000814   
0601OWA9d       20090101001070100000005000 0900008780000819   
0601OWA9d       20090101001075100000005000 0900008880000824   
0601OWA9d       20090101001080100000005000 0900008970000829   
0601OWA9d       20090101001085100000005000 0900009080000835   
0601OWA9d       20090101001090100000005000 0900009170000839   
0601OWA9d       20090101001095100000005000 0900009270000845   
0601OWA9d       20090101001100100000005000 0900009370000850   
0601OWA9d       20090101001105100000005000 0900009460000854   
0601OWA9d       20090101001110100000005000 0900009550000858   
0601OWA9d       20090101001115100000005000 0900009660000864   
0601OWA9d       20090101001120100000005000 0900009750000869   
0601OWA9d       20090101001125100000005000 0900009860000875   
0601OWA9d       20090101001130100000005000 0900009950000879   
0601OWA9d       20090101001135100000005000 0900010040000883   
0601OWA9d       20090101001140100000005000 0900010150000888   
0601OWA9d       20090101001145100000005000 0900010240000892   
0601OWA9d       20090101001150100000005000 0900010330000896   
0601OWA9d       20090101001155100000005000 0900010440000902   
0601OWA9d       20090101001160100000005000 0900010530000906   
0601OWA9d       20090101001165100000005000 0900010620000910   
0601OWA9d       20090101001170100000005000 0900010730000915   
0601OWA9d       20090101001175100000005000 0900010820000919   
0601OWA9d       20090101001180100000005000 0900010930000924   
0601OWA9d       20090101001185100000005000 0900011020000928   
0601OWA9d       20090101001190100000005000 0900011110000932   
0601OWA9d       20090101001195100000005000 0900011220000937   
0601OWA9d       20090101001200100000005000 0900011310000941   
0601OWA9d       20090101001205100000005000 0900011400000944   
0601OWA9d       20090101001210100000005000 0900011510000949   
0601OWA9d       20090101001215100000005000 0900011600000953   
0601OWA9d       20090101001220100000005000 0900011690000956   
0601OWA9d       20090101001225100000005000 0900011800000961   
0601OWA9d       20090101001230100000005000 0900011890000965   
0601OWA9d       20090101001235100000005000 0900012000000970   
0601OWA9d       20090101001240100000005000 0900012090000973   
0601OWA9d       20090101001245100000005000 0900012180000976   
0601OWA9d       20090101001250100000005000 0900012290000981   
0601OWA9d       20090101001255100000005000 0900012380000984   
0601OWA9d       20090101001260100000005000 0900012470000988   
0601OWA9d       20090101001265100000005000 0900012580000993   
0601OWA9d       20090101001270100000005000 0900012670000996   
0601OWA9d       20090101001275100000005000 0900012780001000   
0601OWA9d       20090101001280100000005000 0900012870001004   
0601OWA9d       20090101001285100000005000 0900012960001007   
0601OWA9d       20090101001290100000005000 0900013080001012   
0601OWA9d       20090101001295100000005000 0900013180001016   
0601OWA9d       20090101001300100000005000 0900013280001020   
0601OWA9d       20090101001305100000005000 0900013400001025   
0601OWA9d       20090101001310100000005000 0900013500001029   
0601OWA9d       20090101001315100000005000 0900013600001032   
0601OWA9d       20090101001320100000005000 0900013720001037   
0601OWA9d       20090101001325100000005000 0900013820001041   
0601OWA9d       20090101001330100000005000 0900013940001046   
0601OWA9d       20090101001335100000005000 0900014040001050   
0601OWA9d       20090101001340100000005000 0900014140001053   
0601OWA9d       20090101001345100000005000 0900014250001058   
0601OWA9d       20090101001350100000005000 0900014350001061   
0601OWA9d       20090101001355100000005000 0900014450001064   
0601OWA9d       20090101001360100000005000 0900014570001069   
0601OWA9d       20090101001365100000005000 0900014670001073   
0601OWA9d       20090101001370100000005000 0900014790001078   
0601OWA9d       20090101001375100000005000 0900014890001081   
0601OWA9d       20090101001380100000005000 0900014990001084   
0601OWA9d       20090101001385100000005000 0900015110001089   
0601OWA9d       20090101001390100000005000 0900015210001092   
0601OWA9d       20090101001395100000005000 0900015310001096   
0601OWA9d       20090101001400100000005000 0900015430001100   
0601OWA9d       20090101001405100000005000 0900015530001103   
0601OWA9d       20090101001410100000005000 0900015630001107   
0601OWA9d       20090101001415100000005000 0900015740001110   
0601OWA9d       20090101001420100000005000 0900015840001114   
0601OWA9d       20090101001425100000005000 0900015960001118   
0601OWA9d       20090101001430100000005000 0900016060001121   
0601OWA9d       20090101001435100000005000 0900016160001124   
0601OWA9d       20090101001440100000005000 0900016280001129   
0601OWA9d       20090101001445100000005000 0900016380001132   
0601OWA9d       20090101001450100000005000 0900016480001135   
0601OWA9d       20090101001455100000005000 0900016600001139   
0601OWA9d       20090101001460100000005000 0900016700001142   
0601OWA9d       20090101001465100000005000 0900016800001145   
0601OWA9d       20090101001470100000005000 0900016920001149   
0601OWA9d       20090101001475100000005000 0900017020001152   
0601OWA9d       20090101001480100000005000 0900017140001156   
0601OWA9d       20090101001485100000005000 0900017230001158   
0601OWA9d       20090101001490100000005000 0900017330001161   
0601OWA9d       20090101001495100000005000 0900017450001165   
0601OWA9d       20090101001500100000500000 0900023020001315   
0601OWA0+       20090101000000100000040000 0000000030000150   
0601OWA0+       20090101000040100000005000 0000000030000071   
0601OWA0+       20090101000045100000005000 0000000030000063   
0601OWA0+       20090101000050100000005000 0000000030000057   
0601OWA0+       20090101000055100000005000 0000000030000052   
0601OWA0+       20090101000060100000005000 0000000030000048   
0601OWA0+       20090101000065100000005000 0000000030000044   
0601OWA0+       20090101000070100000005000 0000000030000041   
0601OWA0+       20090101000075100000005000 0000000030000039   
0601OWA0+       20090101000080100000005000 0000000030000036   
0601OWA0+       20090101000085100000005000 0000000030000034   
0601OWA0+       20090101000090100000005000 0000000030000032   
0601OWA0+       20090101000095100000005000 0000000030000031   
0601OWA0+       20090101000100100000005000 0000000030000029   
0601OWA0+       20090101000105100000005000 0000000030000028   
0601OWA0+       20090101000110100000005000 0000000030000027   
0601OWA0+       20090101000115100000005000 0000000030000026   
0601OWA0+       20090101000120100000005000 0000000030000024   
0601OWA0+       20090101000125100000005000 0000000030000024   
0601OWA0+       20090101000130100000005000 0000000050000038   
0601OWA0+       20090101000135100000005000 0000000090000065   
0601OWA0+       20090101000140100000005000 0000000160000112   
0601OWA0+       20090101000145100000005000 0000000220000149   
0601OWA0+       20090101000150100000005000 0000000280000184   
0601OWA0+       20090101000155100000005000 0000000330000210   
0601OWA0+       20090101000160100000005000 0000000390000240   
0601OWA0+       20090101000165100000005000 0000000450000269   
0601OWA0+       20090101000170100000005000 0000000500000290   
0601OWA0+       20090101000175100000005000 0000000560000315   
0601OWA0+       20090101000180100000005000 0000000620000340   
0601OWA0+       20090101000185100000005000 0000000670000357   
0601OWA0+       20090101000190100000005000 0000000730000379   
0601OWA0+       20090101000195100000005000 0000000790000400   
0601OWA0+       20090101000200100000005000 0000000850000420   
0601OWA0+       20090101000205100000005000 0000000900000434   
0601OWA0+       20090101000210100000005000 0000000980000461   
0601OWA0+       20090101000215100000005000 0000001040000478   
0601OWA0+       20090101000220100000005000 0000001100000494   
0601OWA0+       20090101000225100000005000 0000001160000510   
0601OWA0+       20090101000230100000005000 0000001220000525   
0601OWA0+       20090101000235100000005000 0000001270000535   
0601OWA0+       20090101000240100000005000 0000001340000553   
0601OWA0+       20090101000245100000005000 0000001400000566   
0601OWA0+       20090101000250100000005000 0000001470000582   
0601OWA0+       20090101000255100000005000 0000001520000590   
0601OWA0+       20090101000260100000005000 0000001580000602   
0601OWA0+       20090101000265100000005000 0000001650000617   
0601OWA0+       20090101000270100000005000 0000001700000624   
0601OWA0+       20090101000275100000005000 0000001760000634   
0601OWA0+       20090101000280100000005000 0000001830000648   
0601OWA0+       20090101000285100000005000 0000001880000654   
0601OWA0+       20090101000290100000005000 0000001940000663   
0601OWA0+       20090101000295100000005000 0000002010000676   
0601OWA0+       20090101000300100000005000 0000002070000684   
0601OWA0+       20090101000305100000005000 0000002120000689   
0601OWA0+       20090101000310100000005000 0000002190000701   
0601OWA0+       20090101000315100000005000 0000002250000709   
0601OWA0+       20090101000320100000005000 0000002300000713   
0601OWA0+       20090101000325100000005000 0000002370000724   
0601OWA0+       20090101000330100000005000 0000002430000731   
0601OWA0+       20090101000335100000005000 0000002480000735   
0601OWA0+       20090101000340100000005000 0000002550000745   
0601OWA0+       20090101000345100000005000 0000002610000751   
0601OWA0+       20090101000350100000005000 0000002670000757   
0601OWA0+       20090101000355100000005000 0000002730000764   
0601OWA0+       20090101000360100000005000 0000002790000770   
0601OWA0+       20090101000365100000005000 0000002860000778   
0601OWA0+       20090101000370100000005000 0000002910000781   
0601OWA0+       20090101000375100000005000 0000002970000787   
0601OWA0+       20090101000380100000005000 0000003040000795   
0601OWA0+       20090101000385100000005000 0000003100000800   
0601OWA0+       20090101000390100000005000 0000003150000803   
0601OWA0+       20090101000395100000005000 0000003220000810   
0601OWA0+       20090101000400100000005000 0000003280000815   
0601OWA0+       20090101000405100000005000 0000003350000822   
0601OWA0+       20090101000410100000005000 0000003410000827   
0601OWA0+       20090101000415100000005000 0000003490000836   
0601OWA0+       20090101000420100000005000 0000003550000840   
0601OWA0+       20090101000425100000005000 0000003620000847   
0601OWA0+       20090101000430100000005000 0000003690000853   
0601OWA0+       20090101000435100000005000 0000003770000862   
0601OWA0+       20090101000440100000005000 0000003840000868   
0601OWA0+       20090101000445100000005000 0000003910000874   
0601OWA0+       20090101000450100000005000 0000003990000882   
0601OWA0+       20090101000455100000005000 0000004060000887   
0601OWA0+       20090101000460100000005000 0000004140000895   
0601OWA0+       20090101000465100000005000 0000004210000901   
0601OWA0+       20090101000470100000005000 0000004280000906   
0601OWA0+       20090101000475100000005000 0000004360000913   
0601OWA0+       20090101000480100000005000 0000004440000920   
0601OWA0+       20090101000485100000005000 0000004510000925   
0601OWA0+       20090101000490100000005000 0000004590000932   
0601OWA0+       20090101000495100000005000 0000004660000937   
0601OWA0+       20090101000500100000005000 0000004730000941   
0601OWA0+       20090101000505100000005000 0000004820000950   
0601OWA0+       20090101000510100000005000 0000004890000954   
0601OWA0+       20090101000515100000005000 0000004960000958   
0601OWA0+       20090101000520100000005000 0000005030000963   
0601OWA0+       20090101000525100000005000 0000005120000971   
0601OWA0+       20090101000530100000005000 0000005190000975   
0601OWA0+       20090101000535100000005000 0000005260000979   
0601OWA0+       20090101000540100000005000 0000005330000982   
0601OWA0+       20090101000545100000005000 0000005400000986   
0601OWA0+       20090101000550100000005000 0000005490000994   
0601OWA0+       20090101000555100000005000 0000005560000997   
0601OWA0+       20090101000560100000005000 0000005640001003   
0601OWA0+       20090101000565100000005000 0000005710001006   
0601OWA0+       20090101000570100000005000 0000005790001011   
0601OWA0+       20090101000575100000005000 0000005870001016   
0601OWA0+       20090101000580100000005000 0000005940001020   
0601OWA0+       20090101000585100000005000 0000006010001023   
0601OWA0+       20090101000590100000005000 0000006090001028   
0601OWA0+       20090101000595100000005000 0000006170001033   
0601OWA0+       20090101000600100000005000 0000006240001036   
0601OWA0+       20090101000605100000005000 0000006320001040   
0601OWA0+       20090101000610100000005000 0000006390001043   
0601OWA0+       20090101000615100000005000 0000006480001049   
0601OWA0+       20090101000620100000005000 0000006550001052   
0601OWA0+       20090101000625100000005000 0000006620001055   
0601OWA0+       20090101000630100000005000 0000006700001059   
0601OWA0+       20090101000635100000005000 0000006770001062   
0601OWA0+       20090101000640100000005000 0000006860001068   
0601OWA0+       20090101000645100000005000 0000006930001070   
0601OWA0+       20090101000650100000005000 0000007000001073   
0601OWA0+       20090101000655100000005000 0000007080001077   
0601OWA0+       20090101000660100000005000 0000007160001081   
0601OWA0+       20090101000665100000005000 0000007230001083   
0601OWA0+       20090101000670100000005000 0000007310001087   
0601OWA0+       20090101000675100000005000 0000007380001089   
0601OWA0+       20090101000680100000005000 0000007450001092   
0601OWA0+       20090101000685100000005000 0000007540001097   
0601OWA0+       20090101000690100000005000 0000007610001099   
0601OWA0+       20090101000695100000005000 0000007690001103   
0601OWA0+       20090101000700100000005000 0000007760001105   
0601OWA0+       20090101000705100000005000 0000007840001108   
0601OWA0+       20090101000710100000005000 0000007920001112   
0601OWA0+       20090101000715100000005000 0000007990001114   
0601OWA0+       20090101000720100000005000 0000008080001118   
0601OWA0+       20090101000725100000005000 0000008160001122   
0601OWA0+       20090101000730100000005000 0000008260001128   
0601OWA0+       20090101000735100000005000 0000008340001131   
0601OWA0+       20090101000740100000005000 0000008430001135   
0601OWA0+       20090101000745100000005000 0000008520001140   
0601OWA0+       20090101000750100000005000 0000008610001144   
0601OWA0+       20090101000755100000005000 0000008700001149   
0601OWA0+       20090101000760100000005000 0000008790001153   
0601OWA0+       20090101000765100000005000 0000008870001156   
0601OWA0+       20090101000770100000005000 0000008960001160   
0601OWA0+       20090101000775100000005000 0000009060001165   
0601OWA0+       20090101000780100000005000 0000009150001169   
0601OWA0+       20090101000785100000005000 0000009240001173   
0601OWA0+       20090101000790100000005000 0000009330001177   
0601OWA0+       20090101000795100000005000 0000009430001182   
0601OWA0+       20090101000800100000005000 0000009520001186   
0601OWA0+       20090101000805100000005000 0000009600001189   
0601OWA0+       20090101000810100000005000 0000009690001193   
0601OWA0+       20090101000815100000005000 0000009780001196   
0601OWA0+       20090101000820100000005000 0000009880001201   
0601OWA0+       20090101000825100000005000 0000009970001205   
0601OWA0+       20090101000830100000005000 0000010060001208   
0601OWA0+       20090101000835100000005000 0000010150001212   
0601OWA0+       20090101000840100000005000 0000010250001217   
0601OWA0+       20090101000845100000005000 0000010330001219   
0601OWA0+       20090101000850100000005000 0000010420001222   
0601OWA0+       20090101000855100000005000 0000010510001226   
0601OWA0+       20090101000860100000005000 0000010600001229   
0601OWA0+       20090101000865100000005000 0000010700001233   
0601OWA0+       20090101000870100000005000 0000010790001237   
0601OWA0+       20090101000875100000005000 0000010880001240   
0601OWA0+       20090101000880100000005000 0000010970001243   
0601OWA0+       20090101000885100000005000 0000011070001247   
0601OWA0+       20090101000890100000005000 0000011160001250   
0601OWA0+       20090101000895100000005000 0000011250001253   
0601OWA0+       20090101000900100000005000 0000011330001255   
0601OWA0+       20090101000905100000005000 0000011420001258   
0601OWA0+       20090101000910100000005000 0000011520001262   
0601OWA0+       20090101000915100000005000 0000011610001265   
0601OWA0+       20090101000920100000005000 0000011700001268   
0601OWA0+       20090101000925100000005000 0000011790001271   
0601OWA0+       20090101000930100000005000 0000011890001275   
0601OWA0+       20090101000935100000005000 0000011980001278   
0601OWA0+       20090101000940100000005000 0000012060001280   
0601OWA0+       20090101000945100000005000 0000012150001282   
0601OWA0+       20090101000950100000005000 0000012240001285   
0601OWA0+       20090101000955100000005000 0000012340001289   
0601OWA0+       20090101000960100000005000 0000012430001291   
0601OWA0+       20090101000965100000005000 0000012520001294   
0601OWA0+       20090101000970100000005000 0000012610001297   
0601OWA0+       20090101000975100000005000 0000012710001300   
0601OWA0+       20090101000980100000005000 0000012790001302   
0601OWA0+       20090101000985100000005000 0000012880001304   
0601OWA0+       20090101000990100000005000 0000012980001308   
0601OWA0+       20090101000995100000005000 0000013070001310   
0601OWA0+       20090101001000100000005000 0000013170001314   
0601OWA0+       20090101001005100000005000 0000013250001315   
0601OWA0+       20090101001010100000005000 0000013350001319   
0601OWA0+       20090101001015100000005000 0000013450001322   
0601OWA0+       20090101001020100000005000 0000013560001326   
0601OWA0+       20090101001025100000005000 0000013650001328   
0601OWA0+       20090101001030100000005000 0000013750001332   
0601OWA0+       20090101001035100000005000 0000013850001335   
0601OWA0+       20090101001040100000005000 0000013950001338   
0601OWA0+       20090101001045100000005000 0000014060001342   
0601OWA0+       20090101001050100000005000 0000014150001344   
0601OWA0+       20090101001055100000005000 0000014250001348   
0601OWA0+       20090101001060100000005000 0000014360001352   
0601OWA0+       20090101001065100000005000 0000014460001355   
0601OWA0+       20090101001070100000005000 0000014560001358   
0601OWA0+       20090101001075100000005000 0000014670001361   
0601OWA0+       20090101001080100000005000 0000014770001364   
0601OWA0+       20090101001085100000005000 0000014880001368   
0601OWA0+       20090101001090100000005000 0000014980001371   
0601OWA0+       20090101001095100000005000 0000015080001374   
0601OWA0+       20090101001100100000005000 0000015190001378   
0601OWA0+       20090101001105100000005000 0000015290001381   
0601OWA0+       20090101001110100000005000 0000015390001383   
0601OWA0+       20090101001115100000005000 0000015500001387   
0601OWA0+       20090101001120100000005000 0000015600001390   
0601OWA0+       20090101001125100000005000 0000015720001394   
0601OWA0+       20090101001130100000005000 0000015810001396   
0601OWA0+       20090101001135100000005000 0000015910001399   
0601OWA0+       20090101001140100000005000 0000016030001403   
0601OWA0+       20090101001145100000005000 0000016130001406   
0601OWA0+       20090101001150100000005000 0000016220001407   
0601OWA0+       20090101001155100000005000 0000016340001412   
0601OWA0+       20090101001160100000005000 0000016440001414   
0601OWA0+       20090101001165100000005000 0000016530001416   
0601OWA0+       20090101001170100000005000 0000016650001420   
0601OWA0+       20090101001175100000005000 0000016750001423   
0601OWA0+       20090101001180100000005000 0000016870001427   
0601OWA0+       20090101001185100000005000 0000016960001428   
0601OWA0+       20090101001190100000005000 0000017060001431   
0601OWA0+       20090101001195100000005000 0000017180001435   
0601OWA0+       20090101001200100000005000 0000017280001437   
0601OWA0+       20090101001205100000005000 0000017370001439   
0601OWA0+       20090101001210100000005000 0000017490001442   
0601OWA0+       20090101001215100000005000 0000017590001445   
0601OWA0+       20090101001220100000005000 0000017680001446   
0601OWA0+       20090101001225100000005000 0000017800001450   
0601OWA0+       20090101001230100000005000 0000017900001452   
0601OWA0+       20090101001235100000005000 0000018020001456   
0601OWA0+       20090101001240100000005000 0000018110001458   
0601OWA0+       20090101001245100000005000 0000018210001460   
0601OWA0+       20090101001250100000005000 0000018330001463   
0601OWA0+       20090101001255100000005000 0000018420001465   
0601OWA0+       20090101001260100000005000 0000018520001467   
0601OWA0+       20090101001265100000005000 0000018640001471   
0601OWA0+       20090101001270100000005000 0000018740001473   
0601OWA0+       20090101001275100000005000 0000018850001476   
0601OWA0+       20090101001280100000005000 0000018950001478   
0601OWA0+       20090101001285100000005000 0000019050001480   
0601OWA0+       20090101001290100000005000 0000019180001484   
0601OWA0+       20090101001295100000005000 0000019280001486   
0601OWA0+       20090101001300100000005000 0000019390001489   
0601OWA0+       20090101001305100000005000 0000019520001493   
0601OWA0+       20090101001310100000005000 0000019620001495   
0601OWA0+       20090101001315100000005000 0000019730001498   
0601OWA0+       20090101001320100000005000 0000019860001502   
0601OWA0+       20090101001325100000005000 0000019960001504   
0601OWA0+       20090101001330100000005000 0000020090001508   
0601OWA0+       20090101001335100000005000 0000020200001510   
0601OWA0+       20090101001340100000005000 0000020310001513   
0601OWA0+       20090101001345100000005000 0000020430001516   
0601OWA0+       20090101001350100000005000 0000020540001519   
0601OWA0+       20090101001355100000005000 0000020650001521   
0601OWA0+       20090101001360100000005000 0000020770001524   
0601OWA0+       20090101001365100000005000 0000020880001527   
0601OWA0+       20090101001370100000005000 0000021010001531   
0601OWA0+       20090101001375100000005000 0000021120001533   
0601OWA0+       20090101001380100000005000 0000021220001535   
0601OWA0+       20090101001385100000005000 0000021350001539   
0601OWA0+       20090101001390100000005000 0000021460001541   
0601OWA0+       20090101001395100000005000 0000021560001543   
0601OWA0+       20090101001400100000005000 0000021690001547   
0601OWA0+       20090101001405100000005000 0000021800001549   
0601OWA0+       20090101001410100000005000 0000021900001550   
0601OWA0+       20090101001415100000005000 0000022030001554   
0601OWA0+       20090101001420100000005000 0000022140001556   
0601OWA0+       20090101001425100000005000 0000022270001560   
0601OWA0+       20090101001430100000005000 0000022370001562   
0601OWA0+       20090101001435100000005000 0000022480001564   
0601OWA0+       20090101001440100000005000 0000022610001567   
0601OWA0+       20090101001445100000005000 0000022710001569   
0601OWA0+       20090101001450100000005000 0000022820001571   
0601OWA0+       20090101001455100000005000 0000022950001575   
0601OWA0+       20090101001460100000005000 0000023060001577   
0601OWA0+       20090101001465100000005000 0000023160001578   
0601OWA0+       20090101001470100000005000 0000023290001582   
0601OWA0+       20090101001475100000005000 0000023400001584   
0601OWA0+       20090101001480100000005000 0000023520001587   
0601OWA0+       20090101001485100000005000 0000023630001589   
0601OWA0+       20090101001490100000005000 0000023740001591   
0601OWA0+       20090101001495100000005000 0000023870001594   
0601OWA0+       20090101001500100000500000 0000029840001705   
0601OWA1+       20090101000000100000040000 0100000030000150   
0601OWA1+       20090101000040100000005000 0100000030000071   
0601OWA1+       20090101000045100000005000 0100000030000063   
0601OWA1+       20090101000050100000005000 0100000030000057   
0601OWA1+       20090101000055100000005000 0100000030000052   
0601OWA1+       20090101000060100000005000 0100000030000048   
0601OWA1+       20090101000065100000005000 0100000030000044   
0601OWA1+       20090101000070100000005000 0100000030000041   
0601OWA1+       20090101000075100000005000 0100000030000039   
0601OWA1+       20090101000080100000005000 0100000030000036   
0601OWA1+       20090101000085100000005000 0100000030000034   
0601OWA1+       20090101000090100000005000 0100000030000032   
0601OWA1+       20090101000095100000005000 0100000030000031   
0601OWA1+       20090101000100100000005000 0100000030000029   
0601OWA1+       20090101000105100000005000 0100000030000028   
0601OWA1+       20090101000110100000005000 0100000030000027   
0601OWA1+       20090101000115100000005000 0100000030000026   
0601OWA1+       20090101000120100000005000 0100000030000024   
0601OWA1+       20090101000125100000005000 0100000030000024   
0601OWA1+       20090101000130100000005000 0100000030000023   
0601OWA1+       20090101000135100000005000 0100000030000022   
0601OWA1+       20090101000140100000005000 0100000030000021   
0601OWA1+       20090101000145100000005000 0100000030000020   
0601OWA1+       20090101000150100000005000 0100000030000020   
0601OWA1+       20090101000155100000005000 0100000030000019   
0601OWA1+       20090101000160100000005000 0100000030000018   
0601OWA1+       20090101000165100000005000 0100000030000018   
0601OWA1+       20090101000170100000005000 0100000030000017   
0601OWA1+       20090101000175100000005000 0100000030000017   
0601OWA1+       20090101000180100000005000 0100000050000027   
0601OWA1+       20090101000185100000005000 0100000090000048   
0601OWA1+       20090101000190100000005000 0100000160000083   
0601OWA1+       20090101000195100000005000 0100000220000111   
0601OWA1+       20090101000200100000005000 0100000280000138   
0601OWA1+       20090101000205100000005000 0100000330000159   
0601OWA1+       20090101000210100000005000 0100000410000193   
0601OWA1+       20090101000215100000005000 0100000470000216   
0601OWA1+       20090101000220100000005000 0100000520000234   
0601OWA1+       20090101000225100000005000 0100000590000259   
0601OWA1+       20090101000230100000005000 0100000650000280   
0601OWA1+       20090101000235100000005000 0100000700000295   
0601OWA1+       20090101000240100000005000 0100000770000318   
0601OWA1+       20090101000245100000005000 0100000830000335   
0601OWA1+       20090101000250100000005000 0100000900000356   
0601OWA1+       20090101000255100000005000 0100000950000369   
0601OWA1+       20090101000260100000005000 0100001010000385   
0601OWA1+       20090101000265100000005000 0100001080000404   
0601OWA1+       20090101000270100000005000 0100001130000415   
0601OWA1+       20090101000275100000005000 0100001190000429   
0601OWA1+       20090101000280100000005000 0100001260000446   
0601OWA1+       20090101000285100000005000 0100001310000456   
0601OWA1+       20090101000290100000005000 0100001370000468   
0601OWA1+       20090101000295100000005000 0100001440000484   
0601OWA1+       20090101000300100000005000 0100001500000496   
0601OWA1+       20090101000305100000005000 0100001550000504   
0601OWA1+       20090101000310100000005000 0100001620000518   
0601OWA1+       20090101000315100000005000 0100001680000529   
0601OWA1+       20090101000320100000005000 0100001730000536   
0601OWA1+       20090101000325100000005000 0100001800000550   
0601OWA1+       20090101000330100000005000 0100001860000559   
0601OWA1+       20090101000335100000005000 0100001910000566   
0601OWA1+       20090101000340100000005000 0100001980000578   
0601OWA1+       20090101000345100000005000 0100002040000587   
0601OWA1+       20090101000350100000005000 0100002100000596   
0601OWA1+       20090101000355100000005000 0100002160000604   
0601OWA1+       20090101000360100000005000 0100002220000612   
0601OWA1+       20090101000365100000005000 0100002290000623   
0601OWA1+       20090101000370100000005000 0100002340000628   
0601OWA1+       20090101000375100000005000 0100002400000636   
0601OWA1+       20090101000380100000005000 0100002470000646   
0601OWA1+       20090101000385100000005000 0100002530000653   
0601OWA1+       20090101000390100000005000 0100002580000657   
