00OW               20081103                                                                                   
0601OWB0+       20090101000195100000005000 0000000070000035   
0601OWB0+       20090101000200100000005000 0000000130000064   
0601OWB0+       20090101000205100000005000 0000000180000087   
0601OWB0+       20090101000210100000005000 0000000240000113   
0601OWB0+       20090101000215100000005000 0000000300000138   
0601OWB0+       20090101000220100000005000 0000000350000157   
0601OWB0+       20090101000225100000005000 0000000410000180   
0601OWB0+       20090101000230100000005000 0000000470000202   
0601OWB0+       20090101000235100000005000 0000000520000219   
0601OWB0+       20090101000240100000005000 0000000580000239   
0601OWB0+       20090101000245100000005000 0000000640000259   
0601OWB0+       20090101000250100000005000 0000000700000277   
0601OWB0+       20090101000255100000005000 0000000750000291   
0601OWB0+       20090101000260100000005000 0000000810000309   
0601OWB0+       20090101000265100000005000 0000000870000325   
0601OWB0+       20090101000270100000005000 0000000920000338   
0601OWB0+       20090101000275100000005000 0000000970000350   
0601OWB0+       20090101000280100000005000 0000001020000361   
0601OWB0+       20090101000285100000005000 0000001050000365   
0601OWB0+       20090101000290100000005000 0000001100000376   
0601OWB0+       20090101000295100000005000 0000001150000387   
0601OWB0+       20090101000300100000005000 0000001200000397   
0601OWB0+       20090101000305100000005000 0000001240000403   
0601OWB0+       20090101000310100000005000 0000001290000413   
0601OWB0+       20090101000315100000005000 0000001330000419   
0601OWB0+       20090101000320100000005000 0000001380000428   
0601OWB0+       20090101000325100000005000 0000001420000434   
0601OWB0+       20090101000330100000005000 0000001470000442   
0601OWB0+       20090101000335100000005000 0000001520000450   
0601OWB0+       20090101000340100000005000 0000001560000455   
0601OWB0+       20090101000345100000005000 0000001600000460   
0601OWB0+       20090101000350100000005000 0000001650000468   
0601OWB0+       20090101000355100000005000 0000001700000476   
0601OWB0+       20090101000360100000005000 0000001750000483   
0601OWB0+       20090101000365100000005000 0000001800000490   
0601OWB0+       20090101000370100000005000 0000001860000499   
0601OWB0+       20090101000375100000005000 0000001910000506   
0601OWB0+       20090101000380100000005000 0000001960000512   
0601OWB0+       20090101000385100000005000 0000002020000521   
0601OWB0+       20090101000390100000005000 0000002060000525   
0601OWB0+       20090101000395100000005000 0000002110000531   
0601OWB0+       20090101000400100000005000 0000002160000537   
0601OWB0+       20090101000405100000005000 0000002210000542   
0601OWB0+       20090101000410100000005000 0000002270000550   
0601OWB0+       20090101000415100000005000 0000002330000558   
0601OWB0+       20090101000420100000005000 0000002380000563   
0601OWB0+       20090101000425100000005000 0000002440000571   
0601OWB0+       20090101000430100000005000 0000002490000576   
0601OWB0+       20090101000435100000005000 0000002540000581   
0601OWB0+       20090101000440100000005000 0000002600000588   
0601OWB0+       20090101000445100000005000 0000002660000594   
0601OWB0+       20090101000450100000005000 0000002710000599   
0601OWB0+       20090101000455100000005000 0000002770000605   
0601OWB0+       20090101000460100000005000 0000002820000610   
0601OWB0+       20090101000465100000005000 0000002870000614   
0601OWB0+       20090101000470100000005000 0000002940000622   
0601OWB0+       20090101000475100000005000 0000002990000626   
0601OWB0+       20090101000480100000005000 0000003040000630   
0601OWB0+       20090101000485100000005000 0000003090000634   
0601OWB0+       20090101000490100000005000 0000003150000640   
0601OWB0+       20090101000495100000005000 0000003200000643   
0601OWB0+       20090101000500100000005000 0000003260000649   
0601OWB0+       20090101000505100000005000 0000003320000654   
0601OWB0+       20090101000510100000005000 0000003370000658   
0601OWB0+       20090101000515100000005000 0000003420000661   
0601OWB0+       20090101000520100000005000 0000003480000666   
0601OWB0+       20090101000525100000005000 0000003540000671   
0601OWB0+       20090101000530100000005000 0000003590000674   
0601OWB0+       20090101000535100000005000 0000003650000679   
0601OWB0+       20090101000540100000005000 0000003700000682   
0601OWB0+       20090101000545100000005000 0000003750000685   
0601OWB0+       20090101000550100000005000 0000003800000688   
0601OWB0+       20090101000555100000005000 0000003870000694   
0601OWB0+       20090101000560100000005000 0000003940000700   
0601OWB0+       20090101000565100000005000 0000004010000707   
0601OWB0+       20090101000570100000005000 0000004090000714   
0601OWB0+       20090101000575100000005000 0000004160000720   
0601OWB0+       20090101000580100000005000 0000004230000726   
0601OWB0+       20090101000585100000005000 0000004300000732   
0601OWB0+       20090101000590100000005000 0000004370000738   
0601OWB0+       20090101000595100000005000 0000004450000745   
0601OWB0+       20090101000600100000005000 0000004520000750   
0601OWB0+       20090101000605100000005000 0000004590000756   
0601OWB0+       20090101000610100000005000 0000004650000759   
0601OWB0+       20090101000615100000005000 0000004740000768   
0601OWB0+       20090101000620100000005000 0000004810000773   
0601OWB0+       20090101000625100000005000 0000004880000778   
0601OWB0+       20090101000630100000005000 0000004950000783   
0601OWB0+       20090101000635100000005000 0000005020000787   
0601OWB0+       20090101000640100000005000 0000005110000795   
0601OWB0+       20090101000645100000005000 0000005180000800   
0601OWB0+       20090101000650100000005000 0000005260000806   
0601OWB0+       20090101000655100000005000 0000005330000811   
0601OWB0+       20090101000660100000005000 0000005420000818   
0601OWB0+       20090101000665100000005000 0000005490000822   
0601OWB0+       20090101000670100000005000 0000005560000827   
0601OWB0+       20090101000675100000005000 0000005640000832   
0601OWB0+       20090101000680100000005000 0000005710000837   
0601OWB0+       20090101000685100000005000 0000005790000842   
0601OWB0+       20090101000690100000005000 0000005870000848   
0601OWB0+       20090101000695100000005000 0000005940000852   
0601OWB0+       20090101000700100000005000 0000006010000856   
0601OWB0+       20090101000705100000005000 0000006100000862   
0601OWB0+       20090101000710100000005000 0000006170000866   
0601OWB0+       20090101000715100000005000 0000006250000871   
0601OWB0+       20090101000720100000005000 0000006320000875   
0601OWB0+       20090101000725100000005000 0000006390000878   
0601OWB0+       20090101000730100000005000 0000006480000885   
0601OWB0+       20090101000735100000005000 0000006550000888   
0601OWB0+       20090101000740100000005000 0000006620000892   
0601OWB0+       20090101000745100000005000 0000006700000896   
0601OWB0+       20090101000750100000005000 0000006780000901   
0601OWB0+       20090101000755100000005000 0000006860000906   
0601OWB0+       20090101000760100000005000 0000006930000909   
0601OWB0+       20090101000765100000005000 0000007000000912   
0601OWB0+       20090101000770100000005000 0000007080000917   
0601OWB0+       20090101000775100000005000 0000007160000921   
0601OWB0+       20090101000780100000005000 0000007240000925   
0601OWB0+       20090101000785100000005000 0000007310000928   
0601OWB0+       20090101000790100000005000 0000007390000932   
0601OWB0+       20090101000795100000005000 0000007480000938   
0601OWB0+       20090101000800100000005000 0000007560000942   
0601OWB0+       20090101000805100000005000 0000007640000946   
0601OWB0+       20090101000810100000005000 0000007710000949   
0601OWB0+       20090101000815100000005000 0000007790000953   
0601OWB0+       20090101000820100000005000 0000007880000958   
0601OWB0+       20090101000825100000005000 0000007960000962   
0601OWB0+       20090101000830100000005000 0000008030000965   
0601OWB0+       20090101000835100000005000 0000008110000968   
0601OWB0+       20090101000840100000005000 0000008200000973   
0601OWB0+       20090101000845100000005000 0000008280000977   
0601OWB0+       20090101000850100000005000 0000008360000981   
0601OWB0+       20090101000855100000005000 0000008430000983   
0601OWB0+       20090101000860100000005000 0000008510000987   
0601OWB0+       20090101000865100000005000 0000008600000991   
0601OWB0+       20090101000870100000005000 0000008680000995   
0601OWB0+       20090101000875100000005000 0000008760000998   
0601OWB0+       20090101000880100000005000 0000008840001002   
0601OWB0+       20090101000885100000005000 0000008930001006   
0601OWB0+       20090101000890100000005000 0000009000001008   
0601OWB0+       20090101000895100000005000 0000009080001012   
0601OWB0+       20090101000900100000005000 0000009160001015   
0601OWB0+       20090101000905100000005000 0000009240001018   
0601OWB0+       20090101000910100000005000 0000009330001022   
0601OWB0+       20090101000915100000005000 0000009400001025   
0601OWB0+       20090101000920100000005000 0000009480001028   
0601OWB0+       20090101000925100000005000 0000009560001031   
0601OWB0+       20090101000930100000005000 0000009650001035   
0601OWB0+       20090101000935100000005000 0000009740001039   
0601OWB0+       20090101000940100000005000 0000009820001042   
0601OWB0+       20090101000945100000005000 0000009900001045   
0601OWB0+       20090101000950100000005000 0000009980001048   
0601OWB0+       20090101000955100000005000 0000010070001052   
0601OWB0+       20090101000960100000005000 0000010160001056   
0601OWB0+       20090101000965100000005000 0000010240001058   
0601OWB0+       20090101000970100000005000 0000010320001061   
0601OWB0+       20090101000975100000005000 0000010410001065   
0601OWB0+       20090101000980100000005000 0000010490001068   
0601OWB0+       20090101000985100000005000 0000010580001071   
0601OWB0+       20090101000990100000005000 0000010660001074   
0601OWB0+       20090101000995100000005000 0000010740001077   
0601OWB0+       20090101001000100000005000 0000010840001081   
0601OWB0+       20090101001005100000005000 0000010920001084   
0601OWB0+       20090101001010100000005000 0000011000001086   
0601OWB0+       20090101001015100000005000 0000011080001089   
0601OWB0+       20090101001020100000005000 0000011170001092   
0601OWB0+       20090101001025100000005000 0000011260001096   
0601OWB0+       20090101001030100000005000 0000011340001098   
0601OWB0+       20090101001035100000005000 0000011420001101   
0601OWB0+       20090101001040100000005000 0000011500001103   
0601OWB0+       20090101001045100000005000 0000011600001107   
0601OWB0+       20090101001050100000005000 0000011680001110   
0601OWB0+       20090101001055100000005000 0000011770001113   
0601OWB0+       20090101001060100000005000 0000011870001117   
0601OWB0+       20090101001065100000005000 0000011960001120   
0601OWB0+       20090101001070100000005000 0000012040001123   
0601OWB0+       20090101001075100000005000 0000012140001127   
0601OWB0+       20090101001080100000005000 0000012230001130   
0601OWB0+       20090101001085100000005000 0000012320001133   
0601OWB0+       20090101001090100000005000 0000012410001136   
0601OWB0+       20090101001095100000005000 0000012500001139   
0601OWB0+       20090101001100100000005000 0000012600001143   
0601OWB0+       20090101001105100000005000 0000012680001145   
0601OWB0+       20090101001110100000005000 0000012770001148   
0601OWB0+       20090101001115100000005000 0000012870001152   
0601OWB0+       20090101001120100000005000 0000012960001155   
0601OWB0+       20090101001125100000005000 0000013060001158   
0601OWB0+       20090101001130100000005000 0000013150001161   
0601OWB0+       20090101001135100000005000 0000013230001163   
0601OWB0+       20090101001140100000005000 0000013340001168   
0601OWB0+       20090101001145100000005000 0000013420001169   
0601OWB0+       20090101001150100000005000 0000013510001172   
0601OWB0+       20090101001155100000005000 0000013620001177   
0601OWB0+       20090101001160100000005000 0000013710001179   
0601OWB0+       20090101001165100000005000 0000013800001182   
0601OWB0+       20090101001170100000005000 0000013910001186   
0601OWB0+       20090101001175100000005000 0000014000001189   
0601OWB0+       20090101001180100000005000 0000014100001192   
0601OWB0+       20090101001185100000005000 0000014190001195   
0601OWB0+       20090101001190100000005000 0000014280001197   
0601OWB0+       20090101001195100000005000 0000014390001202   
0601OWB0+       20090101001200100000005000 0000014480001204   
0601OWB0+       20090101001205100000005000 0000014570001207   
0601OWB0+       20090101001210100000005000 0000014680001211   
0601OWB0+       20090101001215100000005000 0000014770001213   
0601OWB0+       20090101001220100000005000 0000014860001216   
0601OWB0+       20090101001225100000005000 0000014970001220   
0601OWB0+       20090101001230100000005000 0000015060001222   
0601OWB0+       20090101001235100000005000 0000015170001226   
0601OWB0+       20090101001240100000005000 0000015260001228   
0601OWB0+       20090101001245100000005000 0000015360001231   
0601OWB0+       20090101001250100000005000 0000015470001235   
0601OWB0+       20090101001255100000005000 0000015570001238   
0601OWB0+       20090101001260100000005000 0000015660001240   
0601OWB0+       20090101001265100000005000 0000015770001244   
0601OWB0+       20090101001270100000005000 0000015870001247   
0601OWB0+       20090101001275100000005000 0000015980001251   
0601OWB0+       20090101001280100000005000 0000016070001253   
0601OWB0+       20090101001285100000005000 0000016170001256   
0601OWB0+       20090101001290100000005000 0000016280001260   
0601OWB0+       20090101001295100000005000 0000016380001262   
0601OWB0+       20090101001300100000005000 0000016470001264   
0601OWB0+       20090101001305100000005000 0000016590001269   
0601OWB0+       20090101001310100000005000 0000016690001272   
0601OWB0+       20090101001315100000005000 0000016790001274   
0601OWB0+       20090101001320100000005000 0000016910001279   
0601OWB0+       20090101001325100000005000 0000017000001281   
0601OWB0+       20090101001330100000005000 0000017120001285   
0601OWB0+       20090101001335100000005000 0000017220001287   
0601OWB0+       20090101001340100000005000 0000017320001290   
0601OWB0+       20090101001345100000005000 0000017440001294   
0601OWB0+       20090101001350100000005000 0000017540001297   
0601OWB0+       20090101001355100000005000 0000017640001299   
0601OWB0+       20090101001360100000005000 0000017770001304   
0601OWB0+       20090101001365100000005000 0000017870001307   
0601OWB0+       20090101001370100000005000 0000017990001311   
0601OWB0+       20090101001375100000005000 0000018090001313   
0601OWB0+       20090101001380100000005000 0000018200001316   
0601OWB0+       20090101001385100000005000 0000018330001321   
0601OWB0+       20090101001390100000005000 0000018430001324   
0601OWB0+       20090101001395100000005000 0000018540001327   
0601OWB0+       20090101001400100000005000 0000018670001331   
0601OWB0+       20090101001405100000005000 0000018780001334   
0601OWB0+       20090101001410100000005000 0000018890001337   
0601OWB0+       20090101001415100000005000 0000019030001343   
0601OWB0+       20090101001420100000005000 0000019150001346   
0601OWB0+       20090101001425100000005000 0000019280001351   
0601OWB0+       20090101001430100000005000 0000019400001354   
0601OWB0+       20090101001435100000005000 0000019510001357   
0601OWB0+       20090101001440100000005000 0000019650001362   
0601OWB0+       20090101001445100000005000 0000019770001366   
0601OWB0+       20090101001450100000005000 0000019880001369   
0601OWB0+       20090101001455100000005000 0000020020001374   
0601OWB0+       20090101001460100000005000 0000020130001376   
0601OWB0+       20090101001465100000005000 0000020250001380   
0601OWB0+       20090101001470100000005000 0000020390001385   
0601OWB0+       20090101001475100000005000 0000020500001387   
0601OWB0+       20090101001480100000005000 0000020640001392   
0601OWB0+       20090101001485100000005000 0000020760001396   
0601OWB0+       20090101001490100000005000 0000020870001398   
0601OWB0+       20090101001495100000005000 0000021010001403   
0601OWB0+       20090101001500100000500000 0000027240001557   
0601OWB1+       20090101000000100000020000 0100000030000300   
0601OWB1+       20090101000020100000020000 0100000030000100   
0601OWB1+       20090101000040100000005000 0100000030000071   
0601OWB1+       20090101000045100000005000 0100000030000063   
0601OWB1+       20090101000050100000005000 0100000030000057   
0601OWB1+       20090101000055100000005000 0100000030000052   
0601OWB1+       20090101000060100000005000 0100000030000048   
0601OWB1+       20090101000065100000005000 0100000030000044   
0601OWB1+       20090101000070100000005000 0100000030000041   
0601OWB1+       20090101000075100000005000 0100000030000039   
0601OWB1+       20090101000080100000005000 0100000030000036   
0601OWB1+       20090101000085100000005000 0100000030000034   
0601OWB1+       20090101000090100000005000 0100000030000032   
0601OWB1+       20090101000095100000005000 0100000030000031   
0601OWB1+       20090101000100100000005000 0100000030000029   
0601OWB1+       20090101000105100000005000 0100000030000028   
0601OWB1+       20090101000110100000005000 0100000030000027   
0601OWB1+       20090101000115100000005000 0100000030000026   
0601OWB1+       20090101000120100000005000 0100000030000024   
0601OWB1+       20090101000125100000005000 0100000030000024   
0601OWB1+       20090101000130100000005000 0100000030000023   
0601OWB1+       20090101000135100000005000 0100000030000022   
0601OWB1+       20090101000140100000005000 0100000030000021   
0601OWB1+       20090101000145100000005000 0100000030000020   
0601OWB1+       20090101000150100000005000 0100000030000020   
0601OWB1+       20090101000155100000005000 0100000030000019   
0601OWB1+       20090101000160100000005000 0100000030000018   
0601OWB1+       20090101000165100000005000 0100000030000018   
0601OWB1+       20090101000170100000005000 0100000030000017   
0601OWB1+       20090101000175100000005000 0100000030000017   
0601OWB1+       20090101000180100000005000 0100000030000016   
0601OWB1+       20090101000185100000005000 0100000030000016   
0601OWB1+       20090101000190100000005000 0100000030000016   
0601OWB1+       20090101000195100000005000 0100000030000015   
0601OWB1+       20090101000200100000005000 0100000030000015   
0601OWB1+       20090101000205100000005000 0100000030000014   
0601OWB1+       20090101000210100000005000 0100000030000014   
0601OWB1+       20090101000215100000005000 0100000030000014   
0601OWB1+       20090101000220100000005000 0100000030000013   
0601OWB1+       20090101000225100000005000 0100000030000013   
0601OWB1+       20090101000230100000005000 0100000030000013   
0601OWB1+       20090101000235100000005000 0100000030000013   
0601OWB1+       20090101000240100000005000 0100000030000012   
0601OWB1+       20090101000245100000005000 0100000070000028   
0601OWB1+       20090101000250100000005000 0100000130000051   
0601OWB1+       20090101000255100000005000 0100000180000070   
0601OWB1+       20090101000260100000005000 0100000240000091   
0601OWB1+       20090101000265100000005000 0100000300000112   
0601OWB1+       20090101000270100000005000 0100000350000128   
0601OWB1+       20090101000275100000005000 0100000400000144   
0601OWB1+       20090101000280100000005000 0100000450000159   
0601OWB1+       20090101000285100000005000 0100000480000167   
0601OWB1+       20090101000290100000005000 0100000530000181   
0601OWB1+       20090101000295100000005000 0100000580000195   
0601OWB1+       20090101000300100000005000 0100000630000208   
0601OWB1+       20090101000305100000005000 0100000670000218   
0601OWB1+       20090101000310100000005000 0100000710000227   
0601OWB1+       20090101000315100000005000 0100000760000239   
0601OWB1+       20090101000320100000005000 0100000810000251   
0601OWB1+       20090101000325100000005000 0100000850000260   
0601OWB1+       20090101000330100000005000 0100000900000271   
0601OWB1+       20090101000335100000005000 0100000940000279   
0601OWB1+       20090101000340100000005000 0100000990000289   
0601OWB1+       20090101000345100000005000 0100001030000296   
0601OWB1+       20090101000350100000005000 0100001080000306   
0601OWB1+       20090101000355100000005000 0100001130000316   
0601OWB1+       20090101000360100000005000 0100001180000326   
0601OWB1+       20090101000365100000005000 0100001210000329   
0601OWB1+       20090101000370100000005000 0100001260000338   
0601OWB1+       20090101000375100000005000 0100001310000347   
0601OWB1+       20090101000380100000005000 0100001360000356   
0601OWB1+       20090101000385100000005000 0100001410000364   
0601OWB1+       20090101000390100000005000 0100001440000367   
0601OWB1+       20090101000395100000005000 0100001490000375   
0601OWB1+       20090101000400100000005000 0100001540000383   
0601OWB1+       20090101000405100000005000 0100001590000390   
0601OWB1+       20090101000410100000005000 0100001640000398   
0601OWB1+       20090101000415100000005000 0100001700000407   
0601OWB1+       20090101000420100000005000 0100001750000414   
0601OWB1+       20090101000425100000005000 0100001800000421   
0601OWB1+       20090101000430100000005000 0100001840000425   
0601OWB1+       20090101000435100000005000 0100001920000439   
0601OWB1+       20090101000440100000005000 0100001970000445   
0601OWB1+       20090101000445100000005000 0100002030000454   
0601OWB1+       20090101000450100000005000 0100002090000462   
0601OWB1+       20090101000455100000005000 0100002140000468   
0601OWB1+       20090101000460100000005000 0100002190000474   
0601OWB1+       20090101000465100000005000 0100002240000479   
0601OWB1+       20090101000470100000005000 0100002310000489   
0601OWB1+       20090101000475100000005000 0100002360000494   
0601OWB1+       20090101000480100000005000 0100002410000499   
0601OWB1+       20090101000485100000005000 0100002470000507   
0601OWB1+       20090101000490100000005000 0100002520000512   
0601OWB1+       20090101000495100000005000 0100002570000517   
0601OWB1+       20090101000500100000005000 0100002640000525   
0601OWB1+       20090101000505100000005000 0100002690000530   
0601OWB1+       20090101000510100000005000 0100002740000535   
0601OWB1+       20090101000515100000005000 0100002790000539   
0601OWB1+       20090101000520100000005000 0100002850000545   
0601OWB1+       20090101000525100000005000 0100002910000552   
0601OWB1+       20090101000530100000005000 0100002970000558   
0601OWB1+       20090101000535100000005000 0100003020000562   
0601OWB1+       20090101000540100000005000 0100003070000566   
0601OWB1+       20090101000545100000005000 0100003120000570   
0601OWB1+       20090101000550100000005000 0100003180000576   
0601OWB1+       20090101000555100000005000 0100003240000581   
0601OWB1+       20090101000560100000005000 0100003310000588   
0601OWB1+       20090101000565100000005000 0100003370000594   
0601OWB1+       20090101000570100000005000 0100003450000603   
0601OWB1+       20090101000575100000005000 0100003510000608   
0601OWB1+       20090101000580100000005000 0100003580000615   
0601OWB1+       20090101000585100000005000 0100003640000620   
0601OWB1+       20090101000590100000005000 0100003710000626   
0601OWB1+       20090101000595100000005000 0100003790000634   
0601OWB1+       20090101000600100000005000 0100003850000639   
0601OWB1+       20090101000605100000005000 0100003910000644   
0601OWB1+       20090101000610100000005000 0100003980000650   
0601OWB1+       20090101000615100000005000 0100004060000657   
0601OWB1+       20090101000620100000005000 0100004120000662   
0601OWB1+       20090101000625100000005000 0100004190000668   
0601OWB1+       20090101000630100000005000 0100004260000674   
0601OWB1+       20090101000635100000005000 0100004330000679   
0601OWB1+       20090101000640100000005000 0100004410000686   
0601OWB1+       20090101000645100000005000 0100004480000692   
0601OWB1+       20090101000650100000005000 0100004550000697   
0601OWB1+       20090101000655100000005000 0100004620000703   
0601OWB1+       20090101000660100000005000 0100004700000709   
0601OWB1+       20090101000665100000005000 0100004770000715   
0601OWB1+       20090101000670100000005000 0100004840000720   
0601OWB1+       20090101000675100000005000 0100004910000725   
0601OWB1+       20090101000680100000005000 0100004980000730   
0601OWB1+       20090101000685100000005000 0100005060000736   
0601OWB1+       20090101000690100000005000 0100005130000741   
0601OWB1+       20090101000695100000005000 0100005200000746   
0601OWB1+       20090101000700100000005000 0100005270000750   
0601OWB1+       20090101000705100000005000 0100005360000758   
0601OWB1+       20090101000710100000005000 0100005430000762   
0601OWB1+       20090101000715100000005000 0100005500000767   
0601OWB1+       20090101000720100000005000 0100005580000772   
0601OWB1+       20090101000725100000005000 0100005650000777   
0601OWB1+       20090101000730100000005000 0100005740000784   
0601OWB1+       20090101000735100000005000 0100005810000788   
0601OWB1+       20090101000740100000005000 0100005880000792   
0601OWB1+       20090101000745100000005000 0100005960000797   
0601OWB1+       20090101000750100000005000 0100006040000803   
0601OWB1+       20090101000755100000005000 0100006120000808   
0601OWB1+       20090101000760100000005000 0100006190000812   
0601OWB1+       20090101000765100000005000 0100006260000816   
0601OWB1+       20090101000770100000005000 0100006340000821   
0601OWB1+       20090101000775100000005000 0100006420000826   
0601OWB1+       20090101000780100000005000 0100006500000831   
0601OWB1+       20090101000785100000005000 0100006570000834   
0601OWB1+       20090101000790100000005000 0100006640000838   
0601OWB1+       20090101000795100000005000 0100006730000844   
0601OWB1+       20090101000800100000005000 0100006800000847   
0601OWB1+       20090101000805100000005000 0100006870000851   
0601OWB1+       20090101000810100000005000 0100006950000855   
0601OWB1+       20090101000815100000005000 0100007020000859   
0601OWB1+       20090101000820100000005000 0100007110000864   
0601OWB1+       20090101000825100000005000 0100007180000868   
0601OWB1+       20090101000830100000005000 0100007250000871   
0601OWB1+       20090101000835100000005000 0100007330000875   
0601OWB1+       20090101000840100000005000 0100007410000880   
0601OWB1+       20090101000845100000005000 0100007480000883   
0601OWB1+       20090101000850100000005000 0100007560000887   
0601OWB1+       20090101000855100000005000 0100007640000891   
0601OWB1+       20090101000860100000005000 0100007710000894   
0601OWB1+       20090101000865100000005000 0100007800000899   
0601OWB1+       20090101000870100000005000 0100007880000903   
0601OWB1+       20090101000875100000005000 0100007960000907   
0601OWB1+       20090101000880100000005000 0100008040000911   
0601OWB1+       20090101000885100000005000 0100008130000916   
0601OWB1+       20090101000890100000005000 0100008210000920   
0601OWB1+       20090101000895100000005000 0100008280000923   
0601OWB1+       20090101000900100000005000 0100008360000926   
0601OWB1+       20090101000905100000005000 0100008440000930   
0601OWB1+       20090101000910100000005000 0100008530000935   
0601OWB1+       20090101000915100000005000 0100008600000937   
0601OWB1+       20090101000920100000005000 0100008680000941   
0601OWB1+       20090101000925100000005000 0100008760000944   
0601OWB1+       20090101000930100000005000 0100008850000949   
0601OWB1+       20090101000935100000005000 0100008930000953   
0601OWB1+       20090101000940100000005000 0100009000000955   
0601OWB1+       20090101000945100000005000 0100009080000958   
0601OWB1+       20090101000950100000005000 0100009160000962   
0601OWB1+       20090101000955100000005000 0100009250000966   
0601OWB1+       20090101000960100000005000 0100009330000969   
0601OWB1+       20090101000965100000005000 0100009400000972   
0601OWB1+       20090101000970100000005000 0100009480000975   
0601OWB1+       20090101000975100000005000 0100009570000979   
0601OWB1+       20090101000980100000005000 0100009650000982   
0601OWB1+       20090101000985100000005000 0100009730000985   
0601OWB1+       20090101000990100000005000 0100009810000988   
0601OWB1+       20090101000995100000005000 0100009890000991   
0601OWB1+       20090101001000100000005000 0100009980000996   
0601OWB1+       20090101001005100000005000 0100010060000999   
0601OWB1+       20090101001010100000005000 0100010150001002   
0601OWB1+       20090101001015100000005000 0100010230001005   
0601OWB1+       20090101001020100000005000 0100010320001009   
0601OWB1+       20090101001025100000005000 0100010400001012   
0601OWB1+       20090101001030100000005000 0100010480001015   
0601OWB1+       20090101001035100000005000 0100010570001019   
0601OWB1+       20090101001040100000005000 0100010650001022   
0601OWB1+       20090101001045100000005000 0100010740001025   
0601OWB1+       20090101001050100000005000 0100010820001028   
0601OWB1+       20090101001055100000005000 0100010900001031   
0601OWB1+       20090101001060100000005000 0100011000001035   
0601OWB1+       20090101001065100000005000 0100011080001038   
0601OWB1+       20090101001070100000005000 0100011160001041   
0601OWB1+       20090101001075100000005000 0100011260001045   
0601OWB1+       20090101001080100000005000 0100011340001048   
0601OWB1+       20090101001085100000005000 0100011430001051   
0601OWB1+       20090101001090100000005000 0100011520001054   
0601OWB1+       20090101001095100000005000 0100011600001057   
0601OWB1+       20090101001100100000005000 0100011690001060   
0601OWB1+       20090101001105100000005000 0100011780001064   
0601OWB1+       20090101001110100000005000 0100011860001066   
0601OWB1+       20090101001115100000005000 0100011960001070   
0601OWB1+       20090101001120100000005000 0100012050001073   
0601OWB1+       20090101001125100000005000 0100012150001078   
0601OWB1+       20090101001130100000005000 0100012240001081   
0601OWB1+       20090101001135100000005000 0100012320001083   
0601OWB1+       20090101001140100000005000 0100012420001087   
0601OWB1+       20090101001145100000005000 0100012510001090   
0601OWB1+       20090101001150100000005000 0100012600001093   
0601OWB1+       20090101001155100000005000 0100012700001097   
0601OWB1+       20090101001160100000005000 0100012780001099   
0601OWB1+       20090101001165100000005000 0100012870001102   
0601OWB1+       20090101001170100000005000 0100012970001106   
0601OWB1+       20090101001175100000005000 0100013060001109   
0601OWB1+       20090101001180100000005000 0100013160001113   
0601OWB1+       20090101001185100000005000 0100013250001116   
0601OWB1+       20090101001190100000005000 0100013330001118   
0601OWB1+       20090101001195100000005000 0100013440001122   
0601OWB1+       20090101001200100000005000 0100013520001124   
0601OWB1+       20090101001205100000005000 0100013610001127   
0601OWB1+       20090101001210100000005000 0100013710001131   
0601OWB1+       20090101001215100000005000 0100013800001133   
0601OWB1+       20090101001220100000005000 0100013890001136   
0601OWB1+       20090101001225100000005000 0100014000001141   
0601OWB1+       20090101001230100000005000 0100014090001143   
0601OWB1+       20090101001235100000005000 0100014200001147   
0601OWB1+       20090101001240100000005000 0100014290001150   
0601OWB1+       20090101001245100000005000 0100014380001153   
0601OWB1+       20090101001250100000005000 0100014480001156   
0601OWB1+       20090101001255100000005000 0100014570001159   
0601OWB1+       20090101001260100000005000 0100014660001161   
0601OWB1+       20090101001265100000005000 0100014770001165   
0601OWB1+       20090101001270100000005000 0100014860001168   
0601OWB1+       20090101001275100000005000 0100014970001172   
0601OWB1+       20090101001280100000005000 0100015060001174   
0601OWB1+       20090101001285100000005000 0100015150001177   
0601OWB1+       20090101001290100000005000 0100015260001181   
0601OWB1+       20090101001295100000005000 0100015350001183   
0601OWB1+       20090101001300100000005000 0100015440001185   
0601OWB1+       20090101001305100000005000 0100015560001190   
0601OWB1+       20090101001310100000005000 0100015650001192   
0601OWB1+       20090101001315100000005000 0100015750001195   
0601OWB1+       20090101001320100000005000 0100015860001199   
0601OWB1+       20090101001325100000005000 0100015950001202   
0601OWB1+       20090101001330100000005000 0100016070001206   
0601OWB1+       20090101001335100000005000 0100016160001208   
0601OWB1+       20090101001340100000005000 0100016250001210   
0601OWB1+       20090101001345100000005000 0100016370001215   
0601OWB1+       20090101001350100000005000 0100016460001217   
0601OWB1+       20090101001355100000005000 0100016550001219   
0601OWB1+       20090101001360100000005000 0100016670001223   
0601OWB1+       20090101001365100000005000 0100016770001226   
0601OWB1+       20090101001370100000005000 0100016890001231   
0601OWB1+       20090101001375100000005000 0100016980001233   
0601OWB1+       20090101001380100000005000 0100017080001235   
0601OWB1+       20090101001385100000005000 0100017200001240   
0601OWB1+       20090101001390100000005000 0100017300001242   
0601OWB1+       20090101001395100000005000 0100017400001245   
0601OWB1+       20090101001400100000005000 0100017510001248   
