00TI               20081223                                                                                   
0601TIB2d       20090101000325100000005000 0200000000000000   
0601TIB2d       20090101000330100000005000 0200000000000000   
0601TIB2d       20090101000335100000005000 0200000000000000   
0601TIB2d       20090101000340100000005000 0200000000000000   
0601TIB2d       20090101000345100000005000 0200000000000000   
0601TIB2d       20090101000350100000005000 0200000000000000   
0601TIB2d       20090101000355100000005000 0200000000000000   
0601TIB2d       20090101000360100000005000 0200000000000000   
0601TIB2d       20090101000365100000005000 0200000000000000   
0601TIB2d       20090101000370100000005000 0200000000000000   
0601TIB2d       20090101000375100000005000 0200000000000000   
0601TIB2d       20090101000380100000005000 0200000000000000   
0601TIB2d       20090101000385100000005000 0200000000000000   
0601TIB2d       20090101000390100000005000 0200000000000000   
0601TIB2d       20090101000395100000005000 0200000000000000   
0601TIB2d       20090101000400100000005000 0200000000000000   
0601TIB2d       20090101000405100000005000 0200000000000000   
0601TIB2d       20090101000410100000005000 0200000000000000   
0601TIB2d       20090101000415100000005000 0200000000000000   
0601TIB2d       20090101000420100000005000 0200000000000000   
0601TIB2d       20090101000425100000005000 0200000000000000   
0601TIB2d       20090101000430100000005000 0200000000000000   
0601TIB2d       20090101000435100000005000 0200000000000000   
0601TIB2d       20090101000440100000005000 0200000000000000   
0601TIB2d       20090101000445100000005000 0200000000000000   
0601TIB2d       20090101000450100000005000 0200000000000000   
0601TIB2d       20090101000455100000005000 0200000000000010   
0601TIB2d       20090101000460100000005000 0200000000000020   
0601TIB2d       20090101000465100000005000 0200000000000020   
0601TIB2d       20090101000470100000005000 0200000000000030   
0601TIB2d       20090101000475100000005000 0200000000000040   
0601TIB2d       20090101000480100000005000 0200000000000040   
0601TIB2d       20090101000485100000005000 0200000000000050   
0601TIB2d       20090101000490100000005000 0200000000000050   
0601TIB2d       20090101000495100000005000 0200000000000060   
0601TIB2d       20090101000500100000005000 0200000000000060   
0601TIB2d       20090101000505100000005000 0200000000000070   
0601TIB2d       20090101000510100000005000 0200000000000080   
0601TIB2d       20090101000515100000005000 0200000000000090   
0601TIB2d       20090101000520100000005000 0200000000000090   
0601TIB2d       20090101000525100000005000 0200000000000100   
0601TIB2d       20090101000530100000005000 0200000000000100   
0601TIB2d       20090101000535100000005000 0200000000000110   
0601TIB2d       20090101000540100000005000 0200000000000110   
0601TIB2d       20090101000545100000005000 0200000000000120   
0601TIB2d       20090101000550100000005000 0200000000000120   
0601TIB2d       20090101000555100000005000 0200000000000120   
0601TIB2d       20090101000560100000005000 0200000000000120   
0601TIB2d       20090101000565100000005000 0200000000000130   
0601TIB2d       20090101000570100000005000 0200000000000130   
0601TIB2d       20090101000575100000005000 0200000000000130   
0601TIB2d       20090101000580100000005000 0200000000000140   
0601TIB2d       20090101000585100000005000 0200000000000140   
0601TIB2d       20090101000590100000005000 0200000000000150   
0601TIB2d       20090101000595100000005000 0200000000000150   
0601TIB2d       20090101000600100000005000 0200000000000160   
0601TIB2d       20090101000605100000005000 0200000000000160   
0601TIB2d       20090101000610100000005000 0200000000000170   
0601TIB2d       20090101000615100000005000 0200000000000170   
0601TIB2d       20090101000620100000005000 0200000000000180   
0601TIB2d       20090101000625100000005000 0200000000000180   
0601TIB2d       20090101000630100000005000 0200000000000180   
0601TIB2d       20090101000635100000005000 0200000000000190   
0601TIB2d       20090101000640100000005000 0200000000000190   
0601TIB2d       20090101000645100000005000 0200000000000190   
0601TIB2d       20090101000650100000005000 0200000000000200   
0601TIB2d       20090101000655100000005000 0200000000000200   
0601TIB2d       20090101000660100000005000 0200000000000210   
0601TIB2d       20090101000665100000005000 0200000000000210   
0601TIB2d       20090101000670100000005000 0200000000000220   
0601TIB2d       20090101000675100000005000 0200000000000230   
0601TIB2d       20090101000680100000005000 0200000000000230   
0601TIB2d       20090101000685100000005000 0200000000000240   
0601TIB2d       20090101000690100000005000 0200000000000240   
0601TIB2d       20090101000695100000005000 0200000000000250   
0601TIB2d       20090101000700100000005000 0200000000000260   
0601TIB2d       20090101000705100000005000 0200000000000260   
0601TIB2d       20090101000710100000005000 0200000000000270   
0601TIB2d       20090101000715100000005000 0200000000000280   
0601TIB2d       20090101000720100000005000 0200000000000280   
0601TIB2d       20090101000725100000005000 0200000000000290   
0601TIB2d       20090101000730100000005000 0200000000000300   
0601TIB2d       20090101000735100000005000 0200000000000310   
0601TIB2d       20090101000740100000005000 0200000000000310   
0601TIB2d       20090101000745100000005000 0200000000000320   
0601TIB2d       20090101000750100000005000 0200000000000330   
0601TIB2d       20090101000755100000005000 0200000000000330   
0601TIB2d       20090101000760100000005000 0200000000000340   
0601TIB2d       20090101000765100000005000 0200000000000350   
0601TIB2d       20090101000770100000005000 0200000000000360   
0601TIB2d       20090101000775100000005000 0200000000000360   
0601TIB2d       20090101000780100000005000 0200000000000370   
0601TIB2d       20090101000785100000005000 0200000000000380   
0601TIB2d       20090101000790100000005000 0200000000000380   
0601TIB2d       20090101000795100000005000 0200000000000390   
0601TIB2d       20090101000800100000005000 0200000000000400   
0601TIB2d       20090101000805100000005000 0200000000000400   
0601TIB2d       20090101000810100000005000 0200000000000410   
0601TIB2d       20090101000815100000005000 0200000000000420   
0601TIB2d       20090101000820100000005000 0200000000000420   
0601TIB2d       20090101000825100000005000 0200000000000430   
0601TIB2d       20090101000830100000005000 0200000000000430   
0601TIB2d       20090101000835100000005000 0200000000000440   
0601TIB2d       20090101000840100000005000 0200000000000450   
0601TIB2d       20090101000845100000005000 0200000000000460   
0601TIB2d       20090101000850100000005000 0200000000000470   
0601TIB2d       20090101000855100000005000 0200000000000470   
0601TIB2d       20090101000860100000005000 0200000000000480   
0601TIB2d       20090101000865100000005000 0200000000000490   
0601TIB2d       20090101000870100000005000 0200000000000500   
0601TIB2d       20090101000875100000005000 0200000000000500   
0601TIB2d       20090101000880100000005000 0200000000000510   
0601TIB2d       20090101000885100000005000 0200000000000520   
0601TIB2d       20090101000890100000005000 0200000000000530   
0601TIB2d       20090101000895100000005000 0200000000000530   
0601TIB2d       20090101000900100000005000 0200000000000540   
0601TIB2d       20090101000905100000005000 0200000000000550   
0601TIB2d       20090101000910100000005000 0200000000000550   
0601TIB2d       20090101000915100000005000 0200000000000560   
0601TIB2d       20090101000920100000005000 0200000000000570   
0601TIB2d       20090101000925100000005000 0200000000000570   
0601TIB2d       20090101000930100000005000 0200000000000580   
0601TIB2d       20090101000935100000005000 0200000000000590   
0601TIB2d       20090101000940100000005000 0200000000000590   
0601TIB2d       20090101000945100000005000 0200000000000600   
0601TIB2d       20090101000950100000005000 0200000000000610   
0601TIB2d       20090101000955100000005000 0200000000000610   
0601TIB2d       20090101000960100000005000 0200000000000620   
0601TIB2d       20090101000965100000005000 0200000000000630   
0601TIB2d       20090101000970100000005000 0200000000000640   
0601TIB2d       20090101000975100000005000 0200000000000640   
0601TIB2d       20090101000980100000005000 0200000000000650   
0601TIB2d       20090101000985100000005000 0200000000000650   
0601TIB2d       20090101000990100000005000 0200000000000660   
0601TIB2d       20090101000995100000005000 0200000000000670   
0601TIB2d       20090101001000100000005000 0200000000000670   
0601TIB2d       20090101001005100000005000 0200000000000680   
0601TIB2d       20090101001010100000005000 0200000000000690   
0601TIB2d       20090101001015100000005000 0200000000000690   
0601TIB2d       20090101001020100000005000 0200000000000700   
0601TIB2d       20090101001025100000005000 0200000000000700   
0601TIB2d       20090101001030100000005000 0200000000000710   
0601TIB2d       20090101001035100000005000 0200000000000720   
0601TIB2d       20090101001040100000005000 0200000000000720   
0601TIB2d       20090101001045100000005000 0200000000000730   
0601TIB2d       20090101001050100000005000 0200000000000740   
0601TIB2d       20090101001055100000005000 0200000000000740   
0601TIB2d       20090101001060100000005000 0200000000000750   
0601TIB2d       20090101001065100000005000 0200000000000750   
0601TIB2d       20090101001070100000005000 0200000000000760   
0601TIB2d       20090101001075100000005000 0200000000000770   
0601TIB2d       20090101001080100000005000 0200000000000780   
0601TIB2d       20090101001085100000005000 0200000000000780   
0601TIB2d       20090101001090100000005000 0200000000000790   
0601TIB2d       20090101001095100000005000 0200000000000790   
0601TIB2d       20090101001100100000005000 0200000000000800   
0601TIB2d       20090101001105100000005000 0200000000000810   
0601TIB2d       20090101001110100000005000 0200000000000810   
0601TIB2d       20090101001115100000005000 0200000000000820   
0601TIB2d       20090101001120100000005000 0200000000000830   
0601TIB2d       20090101001125100000005000 0200000000000830   
0601TIB2d       20090101001130100000005000 0200000000000840   
0601TIB2d       20090101001135100000005000 0200000000000850   
0601TIB2d       20090101001140100000005000 0200000000000860   
0601TIB2d       20090101001145100000005000 0200000000000860   
0601TIB2d       20090101001150100000005000 0200000000000870   
0601TIB2d       20090101001155100000005000 0200000000000880   
0601TIB2d       20090101001160100000005000 0200000000000880   
0601TIB2d       20090101001165100000005000 0200000000000890   
0601TIB2d       20090101001170100000005000 0200000000000900   
0601TIB2d       20090101001175100000005000 0200000000000900   
0601TIB2d       20090101001180100000005000 0200000000000910   
0601TIB2d       20090101001185100000005000 0200000000000920   
0601TIB2d       20090101001190100000005000 0200000000000920   
0601TIB2d       20090101001195100000005000 0200000000000930   
0601TIB2d       20090101001200100000005000 0200000000000940   
0601TIB2d       20090101001205100000005000 0200000000000940   
0601TIB2d       20090101001210100000005000 0200000000000950   
0601TIB2d       20090101001215100000005000 0200000000000960   
0601TIB2d       20090101001220100000005000 0200000000000960   
0601TIB2d       20090101001225100000005000 0200000000000970   
0601TIB2d       20090101001230100000005000 0200000000000970   
0601TIB2d       20090101001235100000005000 0200000000000980   
0601TIB2d       20090101001240100000005000 0200000000000990   
0601TIB2d       20090101001245100000005000 0200000000000990   
0601TIB2d       20090101001250100000005000 0200000000001000   
0601TIB2d       20090101001255100000005000 0200000000001010   
0601TIB2d       20090101001260100000005000 0200000000001010   
0601TIB2d       20090101001265100000005000 0200000000001020   
0601TIB2d       20090101001270100000005000 0200000000001020   
0601TIB2d       20090101001275100000005000 0200000000001030   
0601TIB2d       20090101001280100000005000 0200000000001040   
0601TIB2d       20090101001285100000005000 0200000000001040   
0601TIB2d       20090101001290100000005000 0200000000001050   
0601TIB2d       20090101001295100000005000 0200000000001050   
0601TIB2d       20090101001300100000005000 0200000000001060   
0601TIB2d       20090101001305100000005000 0200000000001070   
0601TIB2d       20090101001310100000005000 0200000000001070   
0601TIB2d       20090101001315100000005000 0200000000001080   
0601TIB2d       20090101001320100000005000 0200000000001080   
0601TIB2d       20090101001325100000005000 0200000000001090   
0601TIB2d       20090101001330100000005000 0200000000001100   
0601TIB2d       20090101001335100000005000 0200000000001100   
0601TIB2d       20090101001340100000005000 0200000000001110   
0601TIB2d       20090101001345100000005000 0200000000001110   
0601TIB2d       20090101001350100000005000 0200000000001120   
0601TIB2d       20090101001355100000005000 0200000000001120   
0601TIB2d       20090101001360100000005000 0200000000001130   
0601TIB2d       20090101001365100000005000 0200000000001140   
0601TIB2d       20090101001370100000005000 0200000000001140   
0601TIB2d       20090101001375100000005000 0200000000001150   
0601TIB2d       20090101001380100000005000 0200000000001150   
0601TIB2d       20090101001385100000005000 0200000000001160   
0601TIB2d       20090101001390100000005000 0200000000001160   
0601TIB2d       20090101001395100000005000 0200000000001170   
0601TIB2d       20090101001400100000005000 0200000000001170   
0601TIB2d       20090101001405100000005000 0200000000001180   
0601TIB2d       20090101001410100000005000 0200000000001180   
0601TIB2d       20090101001415100000005000 0200000000001190   
0601TIB2d       20090101001420100000005000 0200000000001190   
0601TIB2d       20090101001425100000005000 0200000000001200   
0601TIB2d       20090101001430100000005000 0200000000001210   
0601TIB2d       20090101001435100000005000 0200000000001210   
0601TIB2d       20090101001440100000005000 0200000000001220   
0601TIB2d       20090101001445100000005000 0200000000001220   
0601TIB2d       20090101001450100000005000 0200000000001230   
0601TIB2d       20090101001455100000005000 0200000000001230   
0601TIB2d       20090101001460100000005000 0200000000001240   
0601TIB2d       20090101001465100000005000 0200000000001240   
0601TIB2d       20090101001470100000005000 0200000000001250   
0601TIB2d       20090101001475100000005000 0200000000001250   
0601TIB2d       20090101001480100000005000 0200000000001260   
0601TIB2d       20090101001485100000005000 0200000000001260   
0601TIB2d       20090101001490100000005000 0200000000001270   
0601TIB2d       20090101001495100000005000 0200000000001270   
0601TIB2d       20090101001500100000005000 0200000000001280   
0601TIB2d       20090101001505100000005000 0200000000001280   
0601TIB2d       20090101001510100000005000 0200000000001290   
0601TIB2d       20090101001515100000005000 0200000000001290   
0601TIB2d       20090101001520100000005000 0200000000001300   
0601TIB2d       20090101001525100000005000 0200000000001300   
0601TIB2d       20090101001530100000005000 0200000000001310   
0601TIB2d       20090101001535100000005000 0200000000001310   
0601TIB2d       20090101001540100000005000 0200000000001320   
0601TIB2d       20090101001545100000005000 0200000000001320   
0601TIB2d       20090101001550100000005000 0200000000001330   
0601TIB2d       20090101001555100000005000 0200000000001340   
0601TIB2d       20090101001560100000005000 0200000000001340   
0601TIB2d       20090101001565100000005000 0200000000001350   
0601TIB2d       20090101001570100000005000 0200000000001350   
0601TIB2d       20090101001575100000005000 0200000000001360   
0601TIB2d       20090101001580100000005000 0200000000001360   
0601TIB2d       20090101001585100000005000 0200000000001370   
0601TIB2d       20090101001590100000005000 0200000000001380   
0601TIB2d       20090101001595100000005000 0200000000001380   
0601TIB2d       20090101001600100000005000 0200000000001390   
0601TIB2d       20090101001605100000005000 0200000000001390   
0601TIB2d       20090101001610100000005000 0200000000001400   
0601TIB2d       20090101001615100000005000 0200000000001400   
0601TIB2d       20090101001620100000005000 0200000000001410   
0601TIB2d       20090101001625100000005000 0200000000001410   
0601TIB2d       20090101001630100000005000 0200000000001420   
0601TIB2d       20090101001635100000005000 0200000000001430   
0601TIB2d       20090101001640100000005000 0200000000001430   
0601TIB2d       20090101001645100000005000 0200000000001440   
0601TIB2d       20090101001650100000005000 0200000000001440   
0601TIB2d       20090101001655100000005000 0200000000001450   
0601TIB2d       20090101001660100000005000 0200000000001450   
0601TIB2d       20090101001665100000005000 0200000000001460   
0601TIB2d       20090101001670100000005000 0200000000001460   
0601TIB2d       20090101001675100000005000 0200000000001470   
0601TIB2d       20090101001680100000005000 0200000000001470   
0601TIB2d       20090101001685100000005000 0200000000001480   
0601TIB2d       20090101001690100000005000 0200000000001480   
0601TIB2d       20090101001695100000005000 0200000000001490   
0601TIB2d       20090101001700100000005000 0200000000001490   
0601TIB2d       20090101001705100000005000 0200000000001500   
0601TIB2d       20090101001710100000005000 0200000000001500   
0601TIB2d       20090101001715100000005000 0200000000001510   
0601TIB2d       20090101001720100000005000 0200000000001510   
0601TIB2d       20090101001725100000005000 0200000000001520   
0601TIB2d       20090101001730100000005000 0200000000001520   
0601TIB2d       20090101001735100000005000 0200000000001530   
0601TIB2d       20090101001740100000005000 0200000000001530   
0601TIB2d       20090101001745100000005000 0200000000001540   
0601TIB2d       20090101001750100000005000 0200000000001540   
0601TIB2d       20090101001755100000005000 0200000000001550   
0601TIB2d       20090101001760100000005000 0200000000001550   
0601TIB2d       20090101001765100000005000 0200000000001560   
0601TIB2d       20090101001770100000005000 0200000000001560   
0601TIB2d       20090101001775100000005000 0200000000001570   
0601TIB2d       20090101001780100000005000 0200000000001570   
0601TIB2d       20090101001785100000005000 0200000000001570   
0601TIB2d       20090101001790100000005000 0200000000001580   
0601TIB2d       20090101001795100000005000 0200000000001580   
0601TIB2d       20090101001800100000005000 0200000000001590   
0601TIB2d       20090101001805100000005000 0200000000001590   
0601TIB2d       20090101001810100000005000 0200000000001600   
0601TIB2d       20090101001815100000005000 0200000000001600   
0601TIB2d       20090101001820100000005000 0200000000001610   
0601TIB2d       20090101001825100000005000 0200000000001610   
0601TIB2d       20090101001830100000005000 0200000000001610   
0601TIB2d       20090101001835100000005000 0200000000001620   
0601TIB2d       20090101001840100000005000 0200000000001620   
0601TIB2d       20090101001845100000005000 0200000000001630   
0601TIB2d       20090101001850100000005000 0200000000001630   
0601TIB2d       20090101001855100000005000 0200000000001630   
0601TIB2d       20090101001860100000005000 0200000000001640   
0601TIB2d       20090101001865100000005000 0200000000001640   
0601TIB2d       20090101001870100000005000 0200000000001650   
0601TIB2d       20090101001875100000005000 0200000000001650   
0601TIB2d       20090101001880100000005000 0200000000001660   
0601TIB2d       20090101001885100000005000 0200000000001660   
0601TIB2d       20090101001890100000005000 0200000000001660   
0601TIB2d       20090101001895100000005000 0200000000001670   
0601TIB2d       20090101001900100000005000 0200000000001670   
0601TIB2d       20090101001905100000005000 0200000000001680   
0601TIB2d       20090101001910100000005000 0200000000001680   
0601TIB2d       20090101001915100000005000 0200000000001680   
0601TIB2d       20090101001920100000005000 0200000000001690   
0601TIB2d       20090101001925100000005000 0200000000001690   
0601TIB2d       20090101001930100000005000 0200000000001700   
0601TIB2d       20090101001935100000005000 0200000000001700   
0601TIB2d       20090101001940100000005000 0200000000001700   
0601TIB2d       20090101001945100000005000 0200000000001710   
0601TIB2d       20090101001950100000005000 0200000000001710   
0601TIB2d       20090101001955100000005000 0200000000001710   
0601TIB2d       20090101001960100000005000 0200000000001720   
0601TIB2d       20090101001965100000005000 0200000000001720   
0601TIB2d       20090101001970100000005000 0200000000001730   
0601TIB2d       20090101001975100000005000 0200000000001730   
0601TIB2d       20090101001980100000005000 0200000000001730   
0601TIB2d       20090101001985100000005000 0200000000001740   
0601TIB2d       20090101001990100000005000 0200000000001740   
0601TIB2d       20090101001995100000005000 0200000000001750   
0601TIB2d       20090101002000100000005000 0200000000001750   
0601TIB2d       20090101002005100000005000 0200000000001750   
0601TIB2d       20090101002010100000005000 0200000000001760   
0601TIB2d       20090101002015100000005000 0200000000001760   
0601TIB2d       20090101002020100000005000 0200000000001770   
0601TIB2d       20090101002025100000005000 0200000000001770   
0601TIB2d       20090101002030100000005000 0200000000001770   
0601TIB2d       20090101002035100000005000 0200000000001780   
0601TIB2d       20090101002040100000005000 0200000000001780   
0601TIB2d       20090101002045100000005000 0200000000001790   
0601TIB2d       20090101002050100000005000 0200000000001790   
0601TIB2d       20090101002055100000005000 0200000000001790   
0601TIB2d       20090101002060100000005000 0200000000001800   
0601TIB2d       20090101002065100000005000 0200000000001800   
0601TIB2d       20090101002070100000005000 0200000000001800   
0601TIB2d       20090101002075100000005000 0200000000001810   
0601TIB2d       20090101002080100000005000 0200000000001810   
0601TIB2d       20090101002085100000005000 0200000000001810   
0601TIB2d       20090101002090100000005000 0200000000001820   
0601TIB2d       20090101002095100000005000 0200000000001820   
0601TIB2d       20090101002100100000005000 0200000000001830   
0601TIB2d       20090101002105100000005000 0200000000001830   
0601TIB2d       20090101002110100000005000 0200000000001830   
0601TIB2d       20090101002115100000005000 0200000000001840   
0601TIB2d       20090101002120100000005000 0200000000001840   
0601TIB2d       20090101002125100000005000 0200000000001840   
0601TIB2d       20090101002130100000005000 0200000000001850   
0601TIB2d       20090101002135100000005000 0200000000001850   
0601TIB2d       20090101002140100000005000 0200000000001850   
0601TIB2d       20090101002145100000005000 0200000000001860   
0601TIB2d       20090101002150100000005000 0200000000001860   
0601TIB2d       20090101002155100000005000 0200000000001860   
0601TIB2d       20090101002160100000005000 0200000000001870   
0601TIB2d       20090101002165100000005000 0200000000001870   
0601TIB2d       20090101002170100000005000 0200000000001870   
0601TIB2d       20090101002175100000005000 0200000000001880   
0601TIB2d       20090101002180100000005000 0200000000001880   
0601TIB2d       20090101002185100000005000 0200000000001880   
0601TIB2d       20090101002190100000005000 0200000000001890   
0601TIB2d       20090101002195100000005000 0200000000001890   
0601TIB2d       20090101002200100000005000 0200000000001890   
0601TIB2d       20090101002205100000005000 0200000000001900   
0601TIB2d       20090101002210100000005000 0200000000001900   
0601TIB2d       20090101002215100000005000 0200000000001900   
0601TIB2d       20090101002220100000005000 0200000000001910   
0601TIB2d       20090101002225100000005000 0200000000001910   
0601TIB2d       20090101002230100000005000 0200000000001910   
0601TIB2d       20090101002235100000005000 0200000000001920   
0601TIB2d       20090101002240100000005000 0200000000001920   
0601TIB2d       20090101002245100000005000 0200000000001920   
0601TIB2d       20090101002250100000005000 0200000000001930   
0601TIB2d       20090101002255100000005000 0200000000001930   
0601TIB2d       20090101002260100000005000 0200000000001930   
0601TIB2d       20090101002265100000005000 0200000000001940   
0601TIB2d       20090101002270100000005000 0200000000001940   
0601TIB2d       20090101002275100000005000 0200000000001940   
0601TIB2d       20090101002280100000005000 0200000000001940   
0601TIB2d       20090101002285100000005000 0200000000001950   
0601TIB2d       20090101002290100000005000 0200000000001950   
0601TIB2d       20090101002295100000005000 0200000000001950   
0601TIB2d       20090101002300100000005000 0200000000001960   
0601TIB2d       20090101002305100000005000 0200000000001960   
0601TIB2d       20090101002310100000005000 0200000000001960   
0601TIB2d       20090101002315100000005000 0200000000001970   
0601TIB2d       20090101002320100000005000 0200000000001970   
0601TIB2d       20090101002325100000005000 0200000000001970   
0601TIB2d       20090101002330100000005000 0200000000001970   
0601TIB2d       20090101002335100000005000 0200000000001980   
0601TIB2d       20090101002340100000005000 0200000000001980   
0601TIB2d       20090101002345100000005000 0200000000001980   
0601TIB2d       20090101002350100000005000 0200000000001990   
0601TIB2d       20090101002355100000005000 0200000000001990   
0601TIB2d       20090101002360100000005000 0200000000001990   
0601TIB2d       20090101002365100000005000 0200000000001990   
0601TIB2d       20090101002370100000005000 0200000000002000   
0601TIB2d       20090101002375100000005000 0200000000002000   
0601TIB2d       20090101002380100000005000 0200000000002000   
0601TIB2d       20090101002385100000005000 0200000000002010   
0601TIB2d       20090101002390100000005000 0200000000002010   
0601TIB2d       20090101002395100000005000 0200000000002010   
0601TIB2d       20090101002400100000005000 0200000000002010   
0601TIB2d       20090101002405100000005000 0200000000002020   
0601TIB2d       20090101002410100000005000 0200000000002020   
0601TIB2d       20090101002415100000005000 0200000000002020   
0601TIB2d       20090101002420100000005000 0200000000002030   
0601TIB2d       20090101002425100000005000 0200000000002030   
0601TIB2d       20090101002430100000005000 0200000000002030   
0601TIB2d       20090101002435100000005000 0200000000002030   
0601TIB2d       20090101002440100000005000 0200000000002040   
0601TIB2d       20090101002445100000005000 0200000000002040   
0601TIB2d       20090101002450100000005000 0200000000002040   
0601TIB2d       20090101002455100000005000 0200000000002050   
0601TIB2d       20090101002460100000005000 0200000000002050   
0601TIB2d       20090101002465100000005000 0200000000002050   
0601TIB2d       20090101002470100000005000 0200000000002050   
0601TIB2d       20090101002475100000005000 0200000000002060   
0601TIB2d       20090101002480100000005000 0200000000002060   
0601TIB2d       20090101002485100000005000 0200000000002060   
0601TIB2d       20090101002490100000005000 0200000000002070   
0601TIB2d       20090101002495100000005000 0200000000002070   
0601TIB2d       20090101002500100000005000 0200000000002070   
0601TIB2d       20090101002505100000005000 0200000000002080   
0601TIB2d       20090101002510100000005000 0200000000002080   
0601TIB2d       20090101002515100000005000 0200000000002080   
0601TIB2d       20090101002520100000005000 0200000000002080   
0601TIB2d       20090101002525100000005000 0200000000002090   
0601TIB2d       20090101002530100000005000 0200000000002090   
0601TIB2d       20090101002535100000005000 0200000000002090   
0601TIB2d       20090101002540100000005000 0200000000002090   
0601TIB2d       20090101002545100000005000 0200000000002100   
0601TIB2d       20090101002550100000005000 0200000000002100   
0601TIB2d       20090101002555100000005000 0200000000002100   
0601TIB2d       20090101002560100000005000 0200000000002110   
0601TIB2d       20090101002565100000005000 0200000000002110   
0601TIB2d       20090101002570100000005000 0200000000002110   
0601TIB2d       20090101002575100000005000 0200000000002110   
0601TIB2d       20090101002580100000005000 0200000000002120   
0601TIB2d       20090101002585100000005000 0200000000002120   
0601TIB2d       20090101002590100000005000 0200000000002120   
0601TIB2d       20090101002595100000005000 0200000000002120   
0601TIB2d       20090101002600100000005000 0200000000002130   
0601TIB2d       20090101002605100000005000 0200000000002130   
0601TIB2d       20090101002610100000005000 0200000000002130   
0601TIB2d       20090101002615100000005000 0200000000002140   
0601TIB2d       20090101002620100000005000 0200000000002140   
0601TIB2d       20090101002625100000005000 0200000000002140   
0601TIB2d       20090101002630100000005000 0200000000002140   
0601TIB2d       20090101002635100000005000 0200000000002150   
0601TIB2d       20090101002640100000005000 0200000000002150   
0601TIB2d       20090101002645100000005000 0200000000002150   
0601TIB2d       20090101002650100000005000 0200000000002150   
0601TIB2d       20090101002655100000005000 0200000000002160   
0601TIB2d       20090101002660100000005000 0200000000002160   
0601TIB2d       20090101002665100000005000 0200000000002160   
0601TIB2d       20090101002670100000005000 0200000000002160   
0601TIB2d       20090101002675100000005000 0200000000002170   
0601TIB2d       20090101002680100000005000 0200000000002170   
0601TIB2d       20090101002685100000005000 0200000000002170   
0601TIB2d       20090101002690100000005000 0200000000002170   
0601TIB2d       20090101002695100000005000 0200000000002180   
0601TIB2d       20090101002700100000005000 0200000000002180   
0601TIB2d       20090101002705100000005000 0200000000002180   
0601TIB2d       20090101002710100000005000 0200000000002180   
0601TIB2d       20090101002715100000005000 0200000000002190   
0601TIB2d       20090101002720100000005000 0200000000002190   
0601TIB2d       20090101002725100000005000 0200000000002190   
0601TIB2d       20090101002730100000005000 0200000000002190   
0601TIB2d       20090101002735100000005000 0200000000002200   
0601TIB2d       20090101002740100000005000 0200000000002200   
0601TIB2d       20090101002745100000005000 0200000000002200   
0601TIB2d       20090101002750100000005000 0200000000002200   
0601TIB2d       20090101002755100000005000 0200000000002200   
0601TIB2d       20090101002760100000005000 0200000000002210   
0601TIB2d       20090101002765100000005000 0200000000002210   
0601TIB2d       20090101002770100000005000 0200000000002210   
0601TIB2d       20090101002775100000005000 0200000000002210   
0601TIB2d       20090101002780100000005000 0200000000002220   
0601TIB2d       20090101002785100000005000 0200000000002220   
0601TIB2d       20090101002790100000005000 0200000000002220   
0601TIB2d       20090101002795100000005000 0200000000002220   
0601TIB2d       20090101002800100000005000 0200000000002230   
0601TIB2d       20090101002805100000005000 0200000000002230   
0601TIB2d       20090101002810100000005000 0200000000002230   
0601TIB2d       20090101002815100000005000 0200000000002230   
0601TIB2d       20090101002820100000005000 0200000000002230   
0601TIB2d       20090101002825100000005000 0200000000002240   
0601TIB2d       20090101002830100000005000 0200000000002240   
0601TIB2d       20090101002835100000005000 0200000000002240   
0601TIB2d       20090101002840100000005000 0200000000002240   
0601TIB2d       20090101002845100000005000 0200000000002250   
0601TIB2d       20090101002850100000005000 0200000000002250   
0601TIB2d       20090101002855100000005000 0200000000002250   
0601TIB2d       20090101002860100000005000 0200000000002250   
0601TIB2d       20090101002865100000005000 0200000000002250   
0601TIB2d       20090101002870100000005000 0200000000002260   
0601TIB2d       20090101002875100000005000 0200000000002260   
0601TIB2d       20090101002880100000005000 0200000000002260   
0601TIB2d       20090101002885100000005000 0200000000002260   
0601TIB2d       20090101002890100000005000 0200000000002270   
0601TIB2d       20090101002895100000005000 0200000000002270   
0601TIB2d       20090101002900100000005000 0200000000002270   
0601TIB2d       20090101002905100000005000 0200000000002270   
0601TIB2d       20090101002910100000005000 0200000000002270   
0601TIB2d       20090101002915100000005000 0200000000002280   
0601TIB2d       20090101002920100000005000 0200000000002280   
0601TIB2d       20090101002925100000005000 0200000000002280   
0601TIB2d       20090101002930100000005000 0200000000002280   
0601TIB2d       20090101002935100000005000 0200000000002280   
0601TIB2d       20090101002940100000005000 0200000000002290   
0601TIB2d       20090101002945100000005000 0200000000002290   
0601TIB2d       20090101002950100000005000 0200000000002290   
0601TIB2d       20090101002955100000005000 0200000000002290   
0601TIB2d       20090101002960100000005000 0200000000002290   
0601TIB2d       20090101002965100000005000 0200000000002300   
0601TIB2d       20090101002970100000005000 0200000000002300   
0601TIB2d       20090101002975100000005000 0200000000002300   
0601TIB2d       20090101002980100000005000 0200000000002300   
0601TIB2d       20090101002985100000005000 0200000000002300   
0601TIB2d       20090101002990100000005000 0200000000002310   
0601TIB2d       20090101002995100000005000 0200000000002310   
0601TIB2d       20090101003000100000005000 0200000000002310   
0601TIB2d       20090101003005100000005000 0200000000002310   
