00AR               20071130                                                                                   
0601ARB7d       20080101000405100000005000 0700000030000007   
0601ARB7d       20080101000410100000005000 0700000030000007   
0601ARB7d       20080101000415100000005000 0700000030000007   
0601ARB7d       20080101000420100000005000 0700000030000007   
0601ARB7d       20080101000425100000005000 0700000030000007   
0601ARB7d       20080101000430100000005000 0700000030000007   
0601ARB7d       20080101000435100000005000 0700000030000007   
0601ARB7d       20080101000440100000005000 0700000030000007   
0601ARB7d       20080101000445100000005000 0700000030000007   
0601ARB7d       20080101000450100000005000 0700000030000007   
0601ARB7d       20080101000455100000005000 0700000030000007   
0601ARB7d       20080101000460100000005000 0700000030000006   
0601ARB7d       20080101000465100000005000 0700000030000006   
0601ARB7d       20080101000470100000005000 0700000030000006   
0601ARB7d       20080101000475100000005000 0700000030000006   
0601ARB7d       20080101000480100000005000 0700000030000006   
0601ARB7d       20080101000485100000005000 0700000030000006   
0601ARB7d       20080101000490100000005000 0700000030000006   
0601ARB7d       20080101000495100000005000 0700000030000006   
0601ARB7d       20080101000500100000005000 0700000030000006   
0601ARB7d       20080101000505100000005000 0700000030000006   
0601ARB7d       20080101000510100000005000 0700000030000006   
0601ARB7d       20080101000515100000005000 0700000030000006   
0601ARB7d       20080101000520100000005000 0700000030000006   
0601ARB7d       20080101000525100000005000 0700000030000006   
0601ARB7d       20080101000530100000005000 0700000030000006   
0601ARB7d       20080101000535100000005000 0700000030000006   
0601ARB7d       20080101000540100000005000 0700000030000006   
0601ARB7d       20080101000545100000005000 0700000030000005   
0601ARB7d       20080101000550100000005000 0700000030000005   
0601ARB7d       20080101000555100000005000 0700000030000005   
0601ARB7d       20080101000560100000005000 0700000030000005   
0601ARB7d       20080101000565100000005000 0700000030000005   
0601ARB7d       20080101000570100000005000 0700000030000005   
0601ARB7d       20080101000575100000005000 0700000030000005   
0601ARB7d       20080101000580100000005000 0700000030000005   
0601ARB7d       20080101000585100000005000 0700000030000005   
0601ARB7d       20080101000590100000005000 0700000030000005   
0601ARB7d       20080101000595100000005000 0700000030000005   
0601ARB7d       20080101000600100000005000 0700000030000005   
0601ARB7d       20080101000605100000005000 0700000030000005   
0601ARB7d       20080101000610100000005000 0700000030000005   
0601ARB7d       20080101000615100000005000 0700000030000005   
0601ARB7d       20080101000620100000005000 0700000030000005   
0601ARB7d       20080101000625100000005000 0700000030000005   
0601ARB7d       20080101000630100000005000 0700000030000005   
0601ARB7d       20080101000635100000005000 0700000030000005   
0601ARB7d       20080101000640100000005000 0700000030000005   
0601ARB7d       20080101000645100000005000 0700000030000005   
0601ARB7d       20080101000650100000005000 0700000030000005   
0601ARB7d       20080101000655100000005000 0700000030000005   
0601ARB7d       20080101000660100000005000 0700000060000009   
0601ARB7d       20080101000665100000005000 0700000100000015   
0601ARB7d       20080101000670100000005000 0700000150000022   
0601ARB7d       20080101000675100000005000 0700000210000031   
0601ARB7d       20080101000680100000005000 0700000260000038   
0601ARB7d       20080101000685100000005000 0700000320000047   
0601ARB7d       20080101000690100000005000 0700000380000055   
0601ARB7d       20080101000695100000005000 0700000440000063   
0601ARB7d       20080101000700100000005000 0700000490000070   
0601ARB7d       20080101000705100000005000 0700000620000088   
0601ARB7d       20080101000710100000005000 0700000680000095   
0601ARB7d       20080101000715100000005000 0700000760000106   
0601ARB7d       20080101000720100000005000 0700000820000113   
0601ARB7d       20080101000725100000005000 0700000880000121   
0601ARB7d       20080101000730100000005000 0700000940000128   
0601ARB7d       20080101000735100000005000 0700000990000134   
0601ARB7d       20080101000740100000005000 0700001040000140   
0601ARB7d       20080101000745100000005000 0700001090000146   
0601ARB7d       20080101000750100000005000 0700001140000151   
0601ARB7d       20080101000755100000005000 0700001200000158   
0601ARB7d       20080101000760100000005000 0700001240000163   
0601ARB7d       20080101000765100000005000 0700001280000167   
0601ARB7d       20080101000770100000005000 0700001340000173   
0601ARB7d       20080101000775100000005000 0700001390000179   
0601ARB7d       20080101000780100000005000 0700001440000184   
0601ARB7d       20080101000785100000005000 0700001520000193   
0601ARB7d       20080101000790100000005000 0700001610000203   
0601ARB7d       20080101000795100000005000 0700001700000213   
0601ARB7d       20080101000800100000005000 0700001770000221   
0601ARB7d       20080101000805100000005000 0700001840000228   
0601ARB7d       20080101000810100000005000 0700001920000236   
0601ARB7d       20080101000815100000005000 0700001990000243   
0601ARB7d       20080101000820100000005000 0700002080000253   
0601ARB7d       20080101000825100000005000 0700002150000260   
0601ARB7d       20080101000830100000005000 0700002230000268   
0601ARB7d       20080101000835100000005000 0700002300000275   
0601ARB7d       20080101000840100000005000 0700002380000282   
0601ARB7d       20080101000845100000005000 0700002440000288   
0601ARB7d       20080101000850100000005000 0700002510000294   
0601ARB7d       20080101000855100000005000 0700002580000301   
0601ARB7d       20080101000860100000005000 0700002640000306   
0601ARB7d       20080101000865100000005000 0700002730000315   
0601ARB7d       20080101000870100000005000 0700002800000321   
0601ARB7d       20080101000875100000005000 0700002870000327   
0601ARB7d       20080101000880100000005000 0700002930000332   
0601ARB7d       20080101000885100000005000 0700003010000339   
0601ARB7d       20080101000890100000005000 0700003080000345   
0601ARB7d       20080101000895100000005000 0700003150000351   
0601ARB7d       20080101000900100000005000 0700003220000357   
0601ARB7d       20080101000905100000005000 0700003300000364   
0601ARB7d       20080101000910100000005000 0700003390000372   
0601ARB7d       20080101000915100000005000 0700003460000377   
0601ARB7d       20080101000920100000005000 0700003520000382   
0601ARB7d       20080101000925100000005000 0700003600000388   
0601ARB7d       20080101000930100000005000 0700003680000395   
0601ARB7d       20080101000935100000005000 0700003750000400   
0601ARB7d       20080101000940100000005000 0700003820000405   
0601ARB7d       20080101000945100000005000 0700003910000413   
0601ARB7d       20080101000950100000005000 0700003980000418   
0601ARB7d       20080101000955100000005000 0700004070000425   
0601ARB7d       20080101000960100000005000 0700004130000429   
0601ARB7d       20080101000965100000005000 0700004210000435   
0601ARB7d       20080101000970100000005000 0700004280000440   
0601ARB7d       20080101000975100000005000 0700004350000445   
0601ARB7d       20080101000980100000005000 0700004410000449   
0601ARB7d       20080101000985100000005000 0700004490000455   
0601ARB7d       20080101000990100000005000 0700004550000458   
0601ARB7d       20080101000995100000005000 0700004620000463   
0601ARB7d       20080101001000100000005000 0700004690000468   
0601ARB7d       20080101001005100000005000 0700004760000472   
0601ARB7d       20080101001010100000005000 0700004820000476   
0601ARB7d       20080101001015100000005000 0700004880000480   
0601ARB7d       20080101001020100000005000 0700004980000487   
0601ARB7d       20080101001025100000005000 0700005080000494   
0601ARB7d       20080101001030100000005000 0700005170000501   
0601ARB7d       20080101001035100000005000 0700005260000507   
0601ARB7d       20080101001040100000005000 0700005360000514   
0601ARB7d       20080101001045100000005000 0700005470000522   
0601ARB7d       20080101001050100000005000 0700005560000528   
0601ARB7d       20080101001055100000005000 0700005650000534   
0601ARB7d       20080101001060100000005000 0700005750000541   
0601ARB7d       20080101001065100000005000 0700005840000547   
0601ARB7d       20080101001070100000005000 0700005920000552   
0601ARB7d       20080101001075100000005000 0700006020000559   
0601ARB7d       20080101001080100000005000 0700006110000564   
0601ARB7d       20080101001085100000005000 0700006210000571   
0601ARB7d       20080101001090100000005000 0700006310000578   
0601ARB7d       20080101001095100000005000 0700006380000581   
0601ARB7d       20080101001100100000005000 0700006480000588   
0601ARB7d       20080101001105100000005000 0700006570000593   
0601ARB7d       20080101001110100000005000 0700006660000599   
0601ARB7d       20080101001115100000005000 0700006770000606   
0601ARB7d       20080101001120100000005000 0700006860000611   
0601ARB7d       20080101001125100000005000 0700006970000618   
0601ARB7d       20080101001130100000005000 0700007070000624   
0601ARB7d       20080101001135100000005000 0700007180000631   
0601ARB7d       20080101001140100000005000 0700007290000638   
0601ARB7d       20080101001145100000005000 0700007380000643   
0601ARB7d       20080101001150100000005000 0700007490000650   
0601ARB7d       20080101001155100000005000 0700007600000657   
0601ARB7d       20080101001160100000005000 0700007700000662   
0601ARB7d       20080101001165100000005000 0700007800000668   
0601ARB7d       20080101001170100000005000 0700007910000675   
0601ARB7d       20080101001175100000005000 0700008010000680   
0601ARB7d       20080101001180100000005000 0700008130000688   
0601ARB7d       20080101001185100000005000 0700008240000694   
0601ARB7d       20080101001190100000005000 0700008320000698   
0601ARB7d       20080101001195100000005000 0700008440000705   
0601ARB7d       20080101001200100000005000 0700008540000710   
0601ARB7d       20080101001205100000005000 0700008640000716   
0601ARB7d       20080101001210100000005000 0700008750000722   
0601ARB7d       20080101001215100000005000 0700008840000726   
0601ARB7d       20080101001220100000005000 0700008940000731   
0601ARB7d       20080101001225100000005000 0700009050000737   
0601ARB7d       20080101001230100000005000 0700009160000743   
0601ARB7d       20080101001235100000005000 0700009270000749   
0601ARB7d       20080101001240100000005000 0700009350000753   
0601ARB7d       20080101001245100000005000 0700009430000756   
0601ARB7d       20080101001250100000005000 0700009550000762   
0601ARB7d       20080101001255100000005000 0700009650000767   
0601ARB7d       20080101001260100000005000 0700009750000772   
0601ARB7d       20080101001265100000005000 0700009860000778   
0601ARB7d       20080101001270100000005000 0700009960000783   
0601ARB7d       20080101001275100000005000 0700010080000789   
0601ARB7d       20080101001280100000005000 0700010190000795   
0601ARB7d       20080101001285100000005000 0700010280000798   
0601ARB7d       20080101001290100000005000 0700010390000804   
0601ARB7d       20080101001295100000005000 0700010500000809   
0601ARB7d       20080101001300100000005000 0700010590000813   
0601ARB7d       20080101001305100000005000 0700010690000818   
0601ARB7d       20080101001310100000005000 0700010770000821   
0601ARB7d       20080101001315100000005000 0700010850000824   
0601ARB7d       20080101001320100000005000 0700010950000828   
0601ARB7d       20080101001325100000005000 0700011040000832   
0601ARB7d       20080101001330100000005000 0700011140000836   
0601ARB7d       20080101001335100000005000 0700011220000839   
0601ARB7d       20080101001340100000005000 0700011310000842   
0601ARB7d       20080101001345100000005000 0700011410000847   
0601ARB7d       20080101001350100000005000 0700011510000851   
0601ARB7d       20080101001355100000005000 0700011600000855   
0601ARB7d       20080101001360100000005000 0700011710000859   
0601ARB7d       20080101001365100000005000 0700011810000864   
0601ARB7d       20080101001370100000005000 0700011940000870   
0601ARB7d       20080101001375100000005000 0700012050000875   
0601ARB7d       20080101001380100000005000 0700012150000879   
0601ARB7d       20080101001385100000005000 0700012280000885   
0601ARB7d       20080101001390100000005000 0700012380000889   
0601ARB7d       20080101001395100000005000 0700012500000894   
0601ARB7d       20080101001400100000005000 0700012610000899   
0601ARB7d       20080101001405100000005000 0700012710000903   
0601ARB7d       20080101001410100000005000 0700012810000907   
0601ARB7d       20080101001415100000005000 0700012930000912   
0601ARB7d       20080101001420100000005000 0700013020000915   
0601ARB7d       20080101001425100000005000 0700013140000920   
0601ARB7d       20080101001430100000005000 0700013240000924   
0601ARB7d       20080101001435100000005000 0700013330000927   
0601ARB7d       20080101001440100000005000 0700013450000932   
0601ARB7d       20080101001445100000005000 0700013550000936   
0601ARB7d       20080101001450100000005000 0700013650000940   
0601ARB7d       20080101001455100000005000 0700013760000944   
0601ARB7d       20080101001460100000005000 0700013860000948   
0601ARB7d       20080101001465100000005000 0700013980000953   
0601ARB7d       20080101001470100000005000 0700014100000958   
0601ARB7d       20080101001475100000005000 0700014210000962   
0601ARB7d       20080101001480100000005000 0700014340000967   
0601ARB7d       20080101001485100000005000 0700014450000971   
0601ARB7d       20080101001490100000010000 0700000000000973   
0601ARB7d       20080101001500100000500000 0700000000001165   
0601ARB7d       20080101002000100000500000 0700000000001562   
0601ARB7d       20080101002500100007499900 0700000000001708   
0601ARB8d       20080101000000100000115000 0800000030000027   
0601ARB8d       20080101000115100000005000 0800000030000026   
0601ARB8d       20080101000120100000005000 0800000030000024   
0601ARB8d       20080101000125100000005000 0800000030000024   
0601ARB8d       20080101000130100000005000 0800000030000023   
0601ARB8d       20080101000135100000005000 0800000030000022   
0601ARB8d       20080101000140100000005000 0800000030000021   
0601ARB8d       20080101000145100000005000 0800000030000020   
0601ARB8d       20080101000150100000005000 0800000030000020   
0601ARB8d       20080101000155100000005000 0800000030000019   
0601ARB8d       20080101000160100000005000 0800000030000018   
0601ARB8d       20080101000165100000005000 0800000030000018   
0601ARB8d       20080101000170100000005000 0800000030000017   
0601ARB8d       20080101000175100000005000 0800000030000017   
0601ARB8d       20080101000180100000005000 0800000030000016   
0601ARB8d       20080101000185100000005000 0800000030000016   
0601ARB8d       20080101000190100000005000 0800000030000016   
0601ARB8d       20080101000195100000005000 0800000030000015   
0601ARB8d       20080101000200100000005000 0800000030000015   
0601ARB8d       20080101000205100000005000 0800000030000014   
0601ARB8d       20080101000210100000005000 0800000030000014   
0601ARB8d       20080101000215100000005000 0800000030000014   
0601ARB8d       20080101000220100000005000 0800000030000013   
0601ARB8d       20080101000225100000005000 0800000030000013   
0601ARB8d       20080101000230100000005000 0800000030000013   
0601ARB8d       20080101000235100000005000 0800000030000013   
0601ARB8d       20080101000240100000005000 0800000030000012   
0601ARB8d       20080101000245100000005000 0800000030000012   
0601ARB8d       20080101000250100000005000 0800000030000012   
0601ARB8d       20080101000255100000005000 0800000030000012   
0601ARB8d       20080101000260100000005000 0800000030000011   
0601ARB8d       20080101000265100000005000 0800000030000011   
0601ARB8d       20080101000270100000005000 0800000030000011   
0601ARB8d       20080101000275100000005000 0800000030000011   
0601ARB8d       20080101000280100000005000 0800000030000011   
0601ARB8d       20080101000285100000005000 0800000030000010   
0601ARB8d       20080101000290100000005000 0800000030000010   
0601ARB8d       20080101000295100000005000 0800000030000010   
0601ARB8d       20080101000300100000005000 0800000030000010   
0601ARB8d       20080101000305100000005000 0800000030000010   
0601ARB8d       20080101000310100000005000 0800000030000010   
0601ARB8d       20080101000315100000005000 0800000030000009   
0601ARB8d       20080101000320100000005000 0800000030000009   
0601ARB8d       20080101000325100000005000 0800000030000009   
0601ARB8d       20080101000330100000005000 0800000030000009   
0601ARB8d       20080101000335100000005000 0800000030000009   
0601ARB8d       20080101000340100000005000 0800000030000009   
0601ARB8d       20080101000345100000005000 0800000030000009   
0601ARB8d       20080101000350100000005000 0800000030000009   
0601ARB8d       20080101000355100000005000 0800000030000008   
0601ARB8d       20080101000360100000005000 0800000030000008   
0601ARB8d       20080101000365100000005000 0800000030000008   
0601ARB8d       20080101000370100000005000 0800000030000008   
0601ARB8d       20080101000375100000005000 0800000030000008   
0601ARB8d       20080101000380100000005000 0800000030000008   
0601ARB8d       20080101000385100000005000 0800000030000008   
0601ARB8d       20080101000390100000005000 0800000030000008   
0601ARB8d       20080101000395100000005000 0800000030000008   
0601ARB8d       20080101000400100000005000 0800000030000007   
0601ARB8d       20080101000405100000005000 0800000030000007   
0601ARB8d       20080101000410100000005000 0800000030000007   
0601ARB8d       20080101000415100000005000 0800000030000007   
0601ARB8d       20080101000420100000005000 0800000030000007   
0601ARB8d       20080101000425100000005000 0800000030000007   
0601ARB8d       20080101000430100000005000 0800000030000007   
0601ARB8d       20080101000435100000005000 0800000030000007   
0601ARB8d       20080101000440100000005000 0800000030000007   
0601ARB8d       20080101000445100000005000 0800000030000007   
0601ARB8d       20080101000450100000005000 0800000030000007   
0601ARB8d       20080101000455100000005000 0800000030000007   
0601ARB8d       20080101000460100000005000 0800000030000006   
0601ARB8d       20080101000465100000005000 0800000030000006   
0601ARB8d       20080101000470100000005000 0800000030000006   
0601ARB8d       20080101000475100000005000 0800000030000006   
0601ARB8d       20080101000480100000005000 0800000030000006   
0601ARB8d       20080101000485100000005000 0800000030000006   
0601ARB8d       20080101000490100000005000 0800000030000006   
0601ARB8d       20080101000495100000005000 0800000030000006   
0601ARB8d       20080101000500100000005000 0800000030000006   
0601ARB8d       20080101000505100000005000 0800000030000006   
0601ARB8d       20080101000510100000005000 0800000030000006   
0601ARB8d       20080101000515100000005000 0800000030000006   
0601ARB8d       20080101000520100000005000 0800000030000006   
0601ARB8d       20080101000525100000005000 0800000030000006   
0601ARB8d       20080101000530100000005000 0800000030000006   
0601ARB8d       20080101000535100000005000 0800000030000006   
0601ARB8d       20080101000540100000005000 0800000030000006   
0601ARB8d       20080101000545100000005000 0800000030000005   
0601ARB8d       20080101000550100000005000 0800000030000005   
0601ARB8d       20080101000555100000005000 0800000030000005   
0601ARB8d       20080101000560100000005000 0800000030000005   
0601ARB8d       20080101000565100000005000 0800000030000005   
0601ARB8d       20080101000570100000005000 0800000030000005   
0601ARB8d       20080101000575100000005000 0800000030000005   
0601ARB8d       20080101000580100000005000 0800000030000005   
0601ARB8d       20080101000585100000005000 0800000030000005   
0601ARB8d       20080101000590100000005000 0800000030000005   
0601ARB8d       20080101000595100000005000 0800000030000005   
0601ARB8d       20080101000600100000005000 0800000030000005   
0601ARB8d       20080101000605100000005000 0800000030000005   
0601ARB8d       20080101000610100000005000 0800000030000005   
0601ARB8d       20080101000615100000005000 0800000030000005   
0601ARB8d       20080101000620100000005000 0800000030000005   
0601ARB8d       20080101000625100000005000 0800000030000005   
0601ARB8d       20080101000630100000005000 0800000030000005   
0601ARB8d       20080101000635100000005000 0800000030000005   
0601ARB8d       20080101000640100000005000 0800000030000005   
0601ARB8d       20080101000645100000005000 0800000030000005   
0601ARB8d       20080101000650100000005000 0800000030000005   
0601ARB8d       20080101000655100000005000 0800000030000005   
0601ARB8d       20080101000660100000005000 0800000030000005   
0601ARB8d       20080101000665100000005000 0800000030000004   
0601ARB8d       20080101000670100000005000 0800000030000004   
0601ARB8d       20080101000675100000005000 0800000030000004   
0601ARB8d       20080101000680100000005000 0800000030000004   
0601ARB8d       20080101000685100000005000 0800000030000004   
0601ARB8d       20080101000690100000005000 0800000030000004   
0601ARB8d       20080101000695100000005000 0800000030000004   
0601ARB8d       20080101000700100000005000 0800000030000004   
0601ARB8d       20080101000705100000005000 0800000030000004   
0601ARB8d       20080101000710100000005000 0800000030000004   
0601ARB8d       20080101000715100000005000 0800000030000004   
0601ARB8d       20080101000720100000005000 0800000060000008   
0601ARB8d       20080101000725100000005000 0800000130000018   
0601ARB8d       20080101000730100000005000 0800000170000023   
0601ARB8d       20080101000735100000005000 0800000220000030   
0601ARB8d       20080101000740100000005000 0800000250000034   
0601ARB8d       20080101000745100000005000 0800000290000039   
0601ARB8d       20080101000750100000005000 0800000340000045   
0601ARB8d       20080101000755100000005000 0800000380000050   
0601ARB8d       20080101000760100000005000 0800000420000055   
0601ARB8d       20080101000765100000005000 0800000450000059   
0601ARB8d       20080101000770100000005000 0800000490000063   
0601ARB8d       20080101000775100000005000 0800000540000069   
0601ARB8d       20080101000780100000005000 0800000580000074   
0601ARB8d       20080101000785100000005000 0800000660000084   
0601ARB8d       20080101000790100000005000 0800000750000095   
0601ARB8d       20080101000795100000005000 0800000840000105   
0601ARB8d       20080101000800100000005000 0800000910000113   
0601ARB8d       20080101000805100000005000 0800000980000121   
0601ARB8d       20080101000810100000005000 0800001050000129   
0601ARB8d       20080101000815100000005000 0800001130000138   
0601ARB8d       20080101000820100000005000 0800001220000148   
0601ARB8d       20080101000825100000005000 0800001290000156   
0601ARB8d       20080101000830100000005000 0800001370000165   
0601ARB8d       20080101000835100000005000 0800001430000171   
0601ARB8d       20080101000840100000005000 0800001510000179   
0601ARB8d       20080101000845100000005000 0800001560000184   
0601ARB8d       20080101000850100000005000 0800001620000190   
0601ARB8d       20080101000855100000005000 0800001690000197   
0601ARB8d       20080101000860100000005000 0800001750000203   
0601ARB8d       20080101000865100000005000 0800001830000211   
0601ARB8d       20080101000870100000005000 0800001900000218   
0601ARB8d       20080101000875100000005000 0800001970000225   
0601ARB8d       20080101000880100000005000 0800002020000229   
0601ARB8d       20080101000885100000005000 0800002100000237   
0601ARB8d       20080101000890100000005000 0800002160000242   
0601ARB8d       20080101000895100000005000 0800002230000248   
0601ARB8d       20080101000900100000005000 0800002300000255   
0601ARB8d       20080101000905100000005000 0800002380000262   
0601ARB8d       20080101000910100000005000 0800002460000270   
0601ARB8d       20080101000915100000005000 0800002530000276   
0601ARB8d       20080101000920100000005000 0800002580000280   
0601ARB8d       20080101000925100000005000 0800002650000286   
0601ARB8d       20080101000930100000005000 0800002730000293   
0601ARB8d       20080101000935100000005000 0800002800000299   
0601ARB8d       20080101000940100000005000 0800002870000305   
0601ARB8d       20080101000945100000005000 0800002950000311   
0601ARB8d       20080101000950100000005000 0800003010000316   
0601ARB8d       20080101000955100000005000 0800003100000324   
0601ARB8d       20080101000960100000005000 0800003150000327   
0601ARB8d       20080101000965100000005000 0800003240000335   
0601ARB8d       20080101000970100000005000 0800003290000338   
0601ARB8d       20080101000975100000005000 0800003350000343   
0601ARB8d       20080101000980100000005000 0800003400000346   
0601ARB8d       20080101000985100000005000 0800003480000352   
0601ARB8d       20080101000990100000005000 0800003530000356   
0601ARB8d       20080101000995100000005000 0800003580000359   
0601ARB8d       20080101001000100000005000 0800003650000364   
0601ARB8d       20080101001005100000005000 0800003710000368   
0601ARB8d       20080101001010100000005000 0800003760000371   
0601ARB8d       20080101001015100000005000 0800003810000374   
0601ARB8d       20080101001020100000005000 0800003900000381   
0601ARB8d       20080101001025100000005000 0800004010000390   
0601ARB8d       20080101001030100000005000 0800004090000396   
0601ARB8d       20080101001035100000005000 0800004180000403   
0601ARB8d       20080101001040100000005000 0800004290000412   
0601ARB8d       20080101001045100000005000 0800004400000420   
0601ARB8d       20080101001050100000005000 0800004480000426   
0601ARB8d       20080101001055100000005000 0800004560000431   
0601ARB8d       20080101001060100000005000 0800004660000439   
0601ARB8d       20080101001065100000005000 0800004750000445   
0601ARB8d       20080101001070100000005000 0800004820000449   
0601ARB8d       20080101001075100000005000 0800004920000457   
0601ARB8d       20080101001080100000005000 0800005000000462   
0601ARB8d       20080101001085100000005000 0800005100000469   
0601ARB8d       20080101001090100000005000 0800005190000475   
0601ARB8d       20080101001095100000005000 0800005260000479   
0601ARB8d       20080101001100100000005000 0800005360000486   
0601ARB8d       20080101001105100000005000 0800005440000491   
0601ARB8d       20080101001110100000005000 0800005530000497   
0601ARB8d       20080101001115100000005000 0800005630000504   
0601ARB8d       20080101001120100000005000 0800005720000510   
0601ARB8d       20080101001125100000005000 0800005840000518   
0601ARB8d       20080101001130100000005000 0800005940000525   
0601ARB8d       20080101001135100000005000 0800006040000531   
0601ARB8d       20080101001140100000005000 0800006160000539   
0601ARB8d       20080101001145100000005000 0800006250000545   
0601ARB8d       20080101001150100000005000 0800006350000551   
0601ARB8d       20080101001155100000005000 0800006470000559   
0601ARB8d       20080101001160100000005000 0800006570000565   
0601ARB8d       20080101001165100000005000 0800006660000570   
0601ARB8d       20080101001170100000005000 0800006780000578   
0601ARB8d       20080101001175100000005000 0800006870000583   
0601ARB8d       20080101001180100000005000 0800006990000591   
0601ARB8d       20080101001185100000005000 0800007100000598   
0601ARB8d       20080101001190100000005000 0800007190000603   
0601ARB8d       20080101001195100000005000 0800007300000610   
0601ARB8d       20080101001200100000005000 0800007400000615   
0601ARB8d       20080101001205100000005000 0800007500000621   
0601ARB8d       20080101001210100000005000 0800007620000628   
0601ARB8d       20080101001215100000005000 0800007700000632   
0601ARB8d       20080101001220100000005000 0800007800000638   
0601ARB8d       20080101001225100000005000 0800007910000644   
0601ARB8d       20080101001230100000005000 0800008020000651   
0601ARB8d       20080101001235100000005000 0800008120000656   
0601ARB8d       20080101001240100000005000 0800008190000659   
0601ARB8d       20080101001245100000005000 0800008280000664   
0601ARB8d       20080101001250100000005000 0800008390000670   
0601ARB8d       20080101001255100000005000 0800008500000676   
0601ARB8d       20080101001260100000005000 0800008590000680   
0601ARB8d       20080101001265100000005000 0800008700000686   
0601ARB8d       20080101001270100000005000 0800008800000692   
0601ARB8d       20080101001275100000005000 0800008920000698   
0601ARB8d       20080101001280100000005000 0800009030000704   
0601ARB8d       20080101001285100000005000 0800009120000708   
0601ARB8d       20080101001290100000005000 0800009240000715   
0601ARB8d       20080101001295100000005000 0800009340000720   
0601ARB8d       20080101001300100000005000 0800009420000723   
0601ARB8d       20080101001305100000005000 0800009510000727   
0601ARB8d       20080101001310100000005000 0800009590000731   
0601ARB8d       20080101001315100000005000 0800009670000734   
0601ARB8d       20080101001320100000005000 0800009760000738   
0601ARB8d       20080101001325100000005000 0800009840000741   
0601ARB8d       20080101001330100000005000 0800009940000746   
0601ARB8d       20080101001335100000005000 0800010000000748   
0601ARB8d       20080101001340100000005000 0800010090000752   
0601ARB8d       20080101001345100000005000 0800010180000755   
0601ARB8d       20080101001350100000005000 0800010270000759   
0601ARB8d       20080101001355100000005000 0800010360000763   
0601ARB8d       20080101001360100000005000 0800010460000768   
0601ARB8d       20080101001365100000005000 0800010570000773   
0601ARB8d       20080101001370100000005000 0800010700000780   
0601ARB8d       20080101001375100000005000 0800010800000784   
0601ARB8d       20080101001380100000005000 0800010910000789   
0601ARB8d       20080101001385100000005000 0800011030000795   
0601ARB8d       20080101001390100000005000 0800011140000800   
0601ARB8d       20080101001395100000005000 0800011250000805   
0601ARB8d       20080101001400100000005000 0800011370000811   
0601ARB8d       20080101001405100000005000 0800011460000814   
0601ARB8d       20080101001410100000005000 0800011550000818   
0601ARB8d       20080101001415100000005000 0800011660000823   
0601ARB8d       20080101001420100000005000 0800011760000827   
0601ARB8d       20080101001425100000005000 0800011870000832   
0601ARB8d       20080101001430100000005000 0800011960000835   
0601ARB8d       20080101001435100000005000 0800012050000838   
0601ARB8d       20080101001440100000005000 0800012170000844   
0601ARB8d       20080101001445100000005000 0800012260000847   
0601ARB8d       20080101001450100000005000 0800012360000851   
0601ARB8d       20080101001455100000005000 0800012460000855   
0601ARB8d       20080101001460100000005000 0800012560000859   
0601ARB8d       20080101001465100000005000 0800012670000863   
0601ARB8d       20080101001470100000005000 0800012800000869   
0601ARB8d       20080101001475100000005000 0800012910000874   
0601ARB8d       20080101001480100000005000 0800013040000880   
0601ARB8d       20080101001485100000005000 0800013140000883   
0601ARB8d       20080101001490100000010000 0800000000000886   
0601ARB8d       20080101001500100000500000 0800000000001071   
0601ARB8d       20080101002000100000500000 0800000000001486   
0601ARB8d       20080101002500100007499900 0800000000001640   
0601ARB9d       20080101000000100000115000 0900000030000027   
0601ARB9d       20080101000115100000005000 0900000030000026   
0601ARB9d       20080101000120100000005000 0900000030000024   
0601ARB9d       20080101000125100000005000 0900000030000024   
0601ARB9d       20080101000130100000005000 0900000030000023   
0601ARB9d       20080101000135100000005000 0900000030000022   
0601ARB9d       20080101000140100000005000 0900000030000021   
0601ARB9d       20080101000145100000005000 0900000030000020   
0601ARB9d       20080101000150100000005000 0900000030000020   
0601ARB9d       20080101000155100000005000 0900000030000019   
0601ARB9d       20080101000160100000005000 0900000030000018   
0601ARB9d       20080101000165100000005000 0900000030000018   
0601ARB9d       20080101000170100000005000 0900000030000017   
0601ARB9d       20080101000175100000005000 0900000030000017   
0601ARB9d       20080101000180100000005000 0900000030000016   
0601ARB9d       20080101000185100000005000 0900000030000016   
0601ARB9d       20080101000190100000005000 0900000030000016   
0601ARB9d       20080101000195100000005000 0900000030000015   
0601ARB9d       20080101000200100000005000 0900000030000015   
0601ARB9d       20080101000205100000005000 0900000030000014   
0601ARB9d       20080101000210100000005000 0900000030000014   
0601ARB9d       20080101000215100000005000 0900000030000014   
0601ARB9d       20080101000220100000005000 0900000030000013   
0601ARB9d       20080101000225100000005000 0900000030000013   
0601ARB9d       20080101000230100000005000 0900000030000013   
0601ARB9d       20080101000235100000005000 0900000030000013   
0601ARB9d       20080101000240100000005000 0900000030000012   
0601ARB9d       20080101000245100000005000 0900000030000012   
0601ARB9d       20080101000250100000005000 0900000030000012   
0601ARB9d       20080101000255100000005000 0900000030000012   
0601ARB9d       20080101000260100000005000 0900000030000011   
0601ARB9d       20080101000265100000005000 0900000030000011   
0601ARB9d       20080101000270100000005000 0900000030000011   
0601ARB9d       20080101000275100000005000 0900000030000011   
0601ARB9d       20080101000280100000005000 0900000030000011   
0601ARB9d       20080101000285100000005000 0900000030000010   
