00AR               20071130                                                                                   
0601ARA6+       20080101001175100000005000 0600012310001045   
0601ARA6+       20080101001180100000005000 0600012430001051   
0601ARA6+       20080101001185100000005000 0600012530001055   
0601ARA6+       20080101001190100000005000 0600012630001059   
0601ARA6+       20080101001195100000005000 0600012750001065   
0601ARA6+       20080101001200100000005000 0600012850001069   
0601ARA6+       20080101001205100000005000 0600012950001072   
0601ARA6+       20080101001210100000005000 0600013070001078   
0601ARA6+       20080101001215100000005000 0600013180001083   
0601ARA6+       20080101001220100000005000 0600013280001086   
0601ARA6+       20080101001225100000005000 0600013410001092   
0601ARA6+       20080101001230100000005000 0600013520001097   
0601ARA6+       20080101001235100000005000 0600013650001103   
0601ARA6+       20080101001240100000005000 0600013760001107   
0601ARA6+       20080101001245100000005000 0600013870001112   
0601ARA6+       20080101001250100000005000 0600014000001118   
0601ARA6+       20080101001255100000005000 0600014110001122   
0601ARA6+       20080101001260100000005000 0600014220001126   
0601ARA6+       20080101001265100000005000 0600014340001131   
0601ARA6+       20080101001270100000005000 0600014440001135   
0601ARA6+       20080101001275100000005000 0600014560001140   
0601ARA6+       20080101001280100000005000 0600014670001144   
0601ARA6+       20080101001285100000005000 0600014770001147   
0601ARA6+       20080101001290100000005000 0600014890001152   
0601ARA6+       20080101001295100000005000 0600014990001155   
0601ARA6+       20080101001300100000005000 0600015090001159   
0601ARA6+       20080101001305100000005000 0600015210001163   
0601ARA6+       20080101001310100000005000 0600015320001167   
0601ARA6+       20080101001315100000005000 0600015410001170   
0601ARA6+       20080101001320100000005000 0600015530001174   
0601ARA6+       20080101001325100000005000 0600015640001178   
0601ARA6+       20080101001330100000005000 0600015780001184   
0601ARA6+       20080101001335100000005000 0600015890001188   
0601ARA6+       20080101001340100000005000 0600016000001192   
0601ARA6+       20080101001345100000005000 0600016140001198   
0601ARA6+       20080101001350100000005000 0600016260001202   
0601ARA6+       20080101001355100000005000 0600016380001207   
0601ARA6+       20080101001360100000005000 0600016510001212   
0601ARA6+       20080101001365100000005000 0600016620001215   
0601ARA6+       20080101001370100000005000 0600016750001220   
0601ARA6+       20080101001375100000005000 0600016870001225   
0601ARA6+       20080101001380100000005000 0600016980001228   
0601ARA6+       20080101001385100000005000 0600017110001233   
0601ARA6+       20080101001390100000005000 0600017220001237   
0601ARA6+       20080101001395100000005000 0600017340001241   
0601ARA6+       20080101001400100000005000 0600017470001246   
0601ARA6+       20080101001405100000005000 0600017580001249   
0601ARA6+       20080101001410100000005000 0600017690001252   
0601ARA6+       20080101001415100000005000 0600017820001257   
0601ARA6+       20080101001420100000005000 0600017930001260   
0601ARA6+       20080101001425100000005000 0600018070001266   
0601ARA6+       20080101001430100000005000 0600018180001269   
0601ARA6+       20080101001435100000005000 0600018300001273   
0601ARA6+       20080101001440100000005000 0600018440001278   
0601ARA6+       20080101001445100000005000 0600018560001282   
0601ARA6+       20080101001450100000005000 0600018660001285   
0601ARA6+       20080101001455100000005000 0600018800001290   
0601ARA6+       20080101001460100000005000 0600018910001293   
0601ARA6+       20080101001465100000005000 0600019030001297   
0601ARA6+       20080101001470100000005000 0600019160001301   
0601ARA6+       20080101001475100000005000 0600019280001305   
0601ARA6+       20080101001480100000005000 0600019420001310   
0601ARA6+       20080101001485100000005000 0600019550001314   
0601ARA6+       20080101001490100000010000 0600000000001315   
0601ARA6+       20080101001500100000500000 0600000000001530   
0601ARA6+       20080101002000100000500000 0600000000001896   
0601ARA6+       20080101002500100007499900 0600000000002023   
0601ARA7+       20080101000000100000115000 0700000030000027   
0601ARA7+       20080101000115100000005000 0700000030000026   
0601ARA7+       20080101000120100000005000 0700000030000024   
0601ARA7+       20080101000125100000005000 0700000030000024   
0601ARA7+       20080101000130100000005000 0700000030000023   
0601ARA7+       20080101000135100000005000 0700000030000022   
0601ARA7+       20080101000140100000005000 0700000030000021   
0601ARA7+       20080101000145100000005000 0700000030000020   
0601ARA7+       20080101000150100000005000 0700000030000020   
0601ARA7+       20080101000155100000005000 0700000030000019   
0601ARA7+       20080101000160100000005000 0700000030000018   
0601ARA7+       20080101000165100000005000 0700000030000018   
0601ARA7+       20080101000170100000005000 0700000030000017   
0601ARA7+       20080101000175100000005000 0700000030000017   
0601ARA7+       20080101000180100000005000 0700000030000016   
0601ARA7+       20080101000185100000005000 0700000030000016   
0601ARA7+       20080101000190100000005000 0700000030000016   
0601ARA7+       20080101000195100000005000 0700000030000015   
0601ARA7+       20080101000200100000005000 0700000030000015   
0601ARA7+       20080101000205100000005000 0700000030000014   
0601ARA7+       20080101000210100000005000 0700000030000014   
0601ARA7+       20080101000215100000005000 0700000030000014   
0601ARA7+       20080101000220100000005000 0700000030000013   
0601ARA7+       20080101000225100000005000 0700000030000013   
0601ARA7+       20080101000230100000005000 0700000030000013   
0601ARA7+       20080101000235100000005000 0700000030000013   
0601ARA7+       20080101000240100000005000 0700000030000012   
0601ARA7+       20080101000245100000005000 0700000030000012   
0601ARA7+       20080101000250100000005000 0700000030000012   
0601ARA7+       20080101000255100000005000 0700000030000012   
0601ARA7+       20080101000260100000005000 0700000030000011   
0601ARA7+       20080101000265100000005000 0700000030000011   
0601ARA7+       20080101000270100000005000 0700000030000011   
0601ARA7+       20080101000275100000005000 0700000030000011   
0601ARA7+       20080101000280100000005000 0700000030000011   
0601ARA7+       20080101000285100000005000 0700000030000010   
0601ARA7+       20080101000290100000005000 0700000030000010   
0601ARA7+       20080101000295100000005000 0700000030000010   
0601ARA7+       20080101000300100000005000 0700000030000010   
0601ARA7+       20080101000305100000005000 0700000030000010   
0601ARA7+       20080101000310100000005000 0700000030000010   
0601ARA7+       20080101000315100000005000 0700000030000009   
0601ARA7+       20080101000320100000005000 0700000030000009   
0601ARA7+       20080101000325100000005000 0700000030000009   
0601ARA7+       20080101000330100000005000 0700000030000009   
0601ARA7+       20080101000335100000005000 0700000030000009   
0601ARA7+       20080101000340100000005000 0700000030000009   
0601ARA7+       20080101000345100000005000 0700000030000009   
0601ARA7+       20080101000350100000005000 0700000030000009   
0601ARA7+       20080101000355100000005000 0700000030000008   
0601ARA7+       20080101000360100000005000 0700000030000008   
0601ARA7+       20080101000365100000005000 0700000030000008   
0601ARA7+       20080101000370100000005000 0700000030000008   
0601ARA7+       20080101000375100000005000 0700000030000008   
0601ARA7+       20080101000380100000005000 0700000030000008   
0601ARA7+       20080101000385100000005000 0700000030000008   
0601ARA7+       20080101000390100000005000 0700000030000008   
0601ARA7+       20080101000395100000005000 0700000030000008   
0601ARA7+       20080101000400100000005000 0700000030000007   
0601ARA7+       20080101000405100000005000 0700000030000007   
0601ARA7+       20080101000410100000005000 0700000030000007   
0601ARA7+       20080101000415100000005000 0700000030000007   
0601ARA7+       20080101000420100000005000 0700000030000007   
0601ARA7+       20080101000425100000005000 0700000030000007   
0601ARA7+       20080101000430100000005000 0700000030000007   
0601ARA7+       20080101000435100000005000 0700000030000007   
0601ARA7+       20080101000440100000005000 0700000030000007   
0601ARA7+       20080101000445100000005000 0700000030000007   
0601ARA7+       20080101000450100000005000 0700000030000007   
0601ARA7+       20080101000455100000005000 0700000030000007   
0601ARA7+       20080101000460100000005000 0700000030000006   
0601ARA7+       20080101000465100000005000 0700000030000006   
0601ARA7+       20080101000470100000005000 0700000030000006   
0601ARA7+       20080101000475100000005000 0700000030000006   
0601ARA7+       20080101000480100000005000 0700000030000006   
0601ARA7+       20080101000485100000005000 0700000030000006   
0601ARA7+       20080101000490100000005000 0700000030000006   
0601ARA7+       20080101000495100000005000 0700000030000006   
0601ARA7+       20080101000500100000005000 0700000030000006   
0601ARA7+       20080101000505100000005000 0700000030000006   
0601ARA7+       20080101000510100000005000 0700000030000006   
0601ARA7+       20080101000515100000005000 0700000030000006   
0601ARA7+       20080101000520100000005000 0700000030000006   
0601ARA7+       20080101000525100000005000 0700000030000006   
0601ARA7+       20080101000530100000005000 0700000030000006   
0601ARA7+       20080101000535100000005000 0700000030000006   
0601ARA7+       20080101000540100000005000 0700000030000006   
0601ARA7+       20080101000545100000005000 0700000030000005   
0601ARA7+       20080101000550100000005000 0700000090000016   
0601ARA7+       20080101000555100000005000 0700000150000027   
0601ARA7+       20080101000560100000005000 0700000190000034   
0601ARA7+       20080101000565100000005000 0700000250000044   
0601ARA7+       20080101000570100000005000 0700000330000058   
0601ARA7+       20080101000575100000005000 0700000400000069   
0601ARA7+       20080101000580100000005000 0700000460000079   
0601ARA7+       20080101000585100000005000 0700000550000094   
0601ARA7+       20080101000590100000005000 0700000620000105   
0601ARA7+       20080101000595100000005000 0700000710000119   
0601ARA7+       20080101000600100000005000 0700000730000121   
0601ARA7+       20080101000605100000005000 0700000800000132   
0601ARA7+       20080101000610100000005000 0700000870000142   
0601ARA7+       20080101000615100000005000 0700000930000151   
0601ARA7+       20080101000620100000005000 0700000980000157   
0601ARA7+       20080101000625100000005000 0700001040000166   
0601ARA7+       20080101000630100000005000 0700001080000171   
0601ARA7+       20080101000635100000005000 0700001140000179   
0601ARA7+       20080101000640100000005000 0700001200000187   
0601ARA7+       20080101000645100000005000 0700001260000195   
0601ARA7+       20080101000650100000005000 0700001300000199   
0601ARA7+       20080101000655100000005000 0700001350000205   
0601ARA7+       20080101000660100000005000 0700001420000214   
0601ARA7+       20080101000665100000005000 0700001540000231   
0601ARA7+       20080101000670100000005000 0700001630000242   
0601ARA7+       20080101000675100000005000 0700001710000252   
0601ARA7+       20080101000680100000005000 0700001800000264   
0601ARA7+       20080101000685100000005000 0700001900000276   
0601ARA7+       20080101000690100000005000 0700001980000286   
0601ARA7+       20080101000695100000005000 0700002070000297   
0601ARA7+       20080101000700100000005000 0700002150000306   
0601ARA7+       20080101000705100000005000 0700002250000318   
0601ARA7+       20080101000710100000005000 0700002340000328   
0601ARA7+       20080101000715100000005000 0700002420000337   
0601ARA7+       20080101000720100000005000 0700002510000347   
0601ARA7+       20080101000725100000005000 0700002590000356   
0601ARA7+       20080101000730100000005000 0700002690000367   
0601ARA7+       20080101000735100000005000 0700002780000377   
0601ARA7+       20080101000740100000005000 0700002860000385   
0601ARA7+       20080101000745100000005000 0700002950000395   
0601ARA7+       20080101000750100000005000 0700003050000405   
0601ARA7+       20080101000755100000005000 0700003130000413   
0601ARA7+       20080101000760100000005000 0700003220000422   
0601ARA7+       20080101000765100000005000 0700003300000430   
0601ARA7+       20080101000770100000005000 0700003390000439   
0601ARA7+       20080101000775100000005000 0700003490000449   
0601ARA7+       20080101000780100000005000 0700003570000456   
0601ARA7+       20080101000785100000005000 0700003650000463   
0601ARA7+       20080101000790100000005000 0700003730000471   
0601ARA7+       20080101000795100000005000 0700003820000479   
0601ARA7+       20080101000800100000005000 0700003900000486   
0601ARA7+       20080101000805100000005000 0700003960000490   
0601ARA7+       20080101000810100000005000 0700004020000495   
0601ARA7+       20080101000815100000005000 0700004090000500   
0601ARA7+       20080101000820100000005000 0700004170000507   
0601ARA7+       20080101000825100000005000 0700004230000511   
0601ARA7+       20080101000830100000005000 0700004290000515   
0601ARA7+       20080101000835100000005000 0700004360000521   
0601ARA7+       20080101000840100000005000 0700004430000526   
0601ARA7+       20080101000845100000005000 0700004500000531   
0601ARA7+       20080101000850100000005000 0700004550000534   
0601ARA7+       20080101000855100000005000 0700004630000540   
0601ARA7+       20080101000860100000005000 0700004710000546   
0601ARA7+       20080101000865100000005000 0700004810000554   
0601ARA7+       20080101000870100000005000 0700004900000562   
0601ARA7+       20080101000875100000005000 0700005000000570   
0601ARA7+       20080101000880100000005000 0700005070000575   
0601ARA7+       20080101000885100000005000 0700005180000584   
0601ARA7+       20080101000890100000005000 0700005270000590   
0601ARA7+       20080101000895100000005000 0700005360000597   
0601ARA7+       20080101000900100000005000 0700005440000603   
0601ARA7+       20080101000905100000005000 0700005530000609   
0601ARA7+       20080101000910100000005000 0700005630000617   
0601ARA7+       20080101000915100000005000 0700005730000625   
0601ARA7+       20080101000920100000005000 0700005810000630   
0601ARA7+       20080101000925100000005000 0700005910000637   
0601ARA7+       20080101000930100000005000 0700006030000647   
0601ARA7+       20080101000935100000005000 0700006140000655   
0601ARA7+       20080101000940100000005000 0700006220000660   
0601ARA7+       20080101000945100000005000 0700006330000668   
0601ARA7+       20080101000950100000005000 0700006430000675   
0601ARA7+       20080101000955100000005000 0700006550000684   
0601ARA7+       20080101000960100000005000 0700006640000690   
0601ARA7+       20080101000965100000005000 0700006740000697   
0601ARA7+       20080101000970100000005000 0700006850000704   
0601ARA7+       20080101000975100000005000 0700006970000713   
0601ARA7+       20080101000980100000005000 0700007060000719   
0601ARA7+       20080101000985100000005000 0700007160000725   
0601ARA7+       20080101000990100000005000 0700007270000732   
0601ARA7+       20080101000995100000005000 0700007360000738   
0601ARA7+       20080101001000100000005000 0700007480000746   
0601ARA7+       20080101001005100000005000 0700007580000752   
0601ARA7+       20080101001010100000005000 0700007690000760   
0601ARA7+       20080101001015100000005000 0700007770000764   
0601ARA7+       20080101001020100000005000 0700007880000771   
0601ARA7+       20080101001025100000005000 0700007970000776   
0601ARA7+       20080101001030100000005000 0700008070000782   
0601ARA7+       20080101001035100000005000 0700008150000786   
0601ARA7+       20080101001040100000005000 0700008240000790   
0601ARA7+       20080101001045100000005000 0700008350000797   
0601ARA7+       20080101001050100000005000 0700008450000803   
0601ARA7+       20080101001055100000005000 0700008540000808   
0601ARA7+       20080101001060100000005000 0700008660000815   
0601ARA7+       20080101001065100000005000 0700008760000821   
0601ARA7+       20080101001070100000005000 0700008860000826   
0601ARA7+       20080101001075100000005000 0700008980000833   
0601ARA7+       20080101001080100000005000 0700009080000839   
0601ARA7+       20080101001085100000005000 0700009210000847   
0601ARA7+       20080101001090100000005000 0700009320000853   
0601ARA7+       20080101001095100000005000 0700009430000859   
0601ARA7+       20080101001100100000005000 0700009560000867   
0601ARA7+       20080101001105100000005000 0700009650000871   
0601ARA7+       20080101001110100000005000 0700009750000876   
0601ARA7+       20080101001115100000005000 0700009860000882   
0601ARA7+       20080101001120100000005000 0700009950000886   
0601ARA7+       20080101001125100000005000 0700010070000893   
0601ARA7+       20080101001130100000005000 0700010160000897   
0601ARA7+       20080101001135100000005000 0700010250000901   
0601ARA7+       20080101001140100000005000 0700010370000908   
0601ARA7+       20080101001145100000005000 0700010470000912   
0601ARA7+       20080101001150100000005000 0700010560000916   
0601ARA7+       20080101001155100000005000 0700010680000923   
0601ARA7+       20080101001160100000005000 0700010770000926   
0601ARA7+       20080101001165100000005000 0700010870000931   
0601ARA7+       20080101001170100000005000 0700010990000937   
0601ARA7+       20080101001175100000005000 0700011080000941   
0601ARA7+       20080101001180100000005000 0700011190000946   
0601ARA7+       20080101001185100000005000 0700011290000951   
0601ARA7+       20080101001190100000005000 0700011380000954   
0601ARA7+       20080101001195100000005000 0700011500000960   
0601ARA7+       20080101001200100000005000 0700011600000965   
0601ARA7+       20080101001205100000005000 0700011690000968   
0601ARA7+       20080101001210100000005000 0700011810000974   
0601ARA7+       20080101001215100000005000 0700011920000979   
0601ARA7+       20080101001220100000005000 0700012020000983   
0601ARA7+       20080101001225100000005000 0700012150000990   
0601ARA7+       20080101001230100000005000 0700012260000995   
0601ARA7+       20080101001235100000005000 0700012400001002   
0601ARA7+       20080101001240100000005000 0700012500001006   
0601ARA7+       20080101001245100000005000 0700012610001011   
0601ARA7+       20080101001250100000005000 0700012740001017   
0601ARA7+       20080101001255100000005000 0700012850001022   
0601ARA7+       20080101001260100000005000 0700012960001027   
0601ARA7+       20080101001265100000005000 0700013080001032   
0601ARA7+       20080101001270100000005000 0700013170001035   
0601ARA7+       20080101001275100000005000 0700013280001040   
0601ARA7+       20080101001280100000005000 0700013390001044   
0601ARA7+       20080101001285100000005000 0700013480001047   
0601ARA7+       20080101001290100000005000 0700013590001051   
0601ARA7+       20080101001295100000005000 0700013680001054   
0601ARA7+       20080101001300100000005000 0700013780001058   
0601ARA7+       20080101001305100000005000 0700013890001062   
0601ARA7+       20080101001310100000005000 0700013990001066   
0601ARA7+       20080101001315100000005000 0700014070001068   
0601ARA7+       20080101001320100000005000 0700014180001072   
0601ARA7+       20080101001325100000005000 0700014290001076   
0601ARA7+       20080101001330100000005000 0700014430001083   
0601ARA7+       20080101001335100000005000 0700014540001087   
0601ARA7+       20080101001340100000005000 0700014650001091   
0601ARA7+       20080101001345100000005000 0700014780001097   
0601ARA7+       20080101001350100000005000 0700014910001102   
0601ARA7+       20080101001355100000005000 0700015020001106   
0601ARA7+       20080101001360100000005000 0700015160001113   
0601ARA7+       20080101001365100000005000 0700015260001116   
0601ARA7+       20080101001370100000005000 0700015390001121   
0601ARA7+       20080101001375100000005000 0700015510001126   
0601ARA7+       20080101001380100000005000 0700015610001129   
0601ARA7+       20080101001385100000005000 0700015740001134   
0601ARA7+       20080101001390100000005000 0700015840001138   
0601ARA7+       20080101001395100000005000 0700015950001141   
0601ARA7+       20080101001400100000005000 0700016080001147   
0601ARA7+       20080101001405100000005000 0700016190001150   
0601ARA7+       20080101001410100000005000 0700016290001153   
0601ARA7+       20080101001415100000005000 0700016420001158   
0601ARA7+       20080101001420100000005000 0700016520001161   
0601ARA7+       20080101001425100000005000 0700016650001166   
0601ARA7+       20080101001430100000005000 0700016760001170   
0601ARA7+       20080101001435100000005000 0700016870001174   
0601ARA7+       20080101001440100000005000 0700017010001179   
0601ARA7+       20080101001445100000005000 0700017130001183   
0601ARA7+       20080101001450100000005000 0700017220001186   
0601ARA7+       20080101001455100000005000 0700017350001190   
0601ARA7+       20080101001460100000005000 0700017450001193   
0601ARA7+       20080101001465100000005000 0700017560001197   
0601ARA7+       20080101001470100000005000 0700017690001201   
0601ARA7+       20080101001475100000005000 0700017800001205   
0601ARA7+       20080101001480100000005000 0700017940001210   
0601ARA7+       20080101001485100000005000 0700018070001215   
0601ARA7+       20080101001490100000010000 0700000000001216   
0601ARA7+       20080101001500100000500000 0700000000001428   
0601ARA7+       20080101002000100000500000 0700000000001816   
0601ARA7+       20080101002500100007499900 0700000000001952   
0601ARA8+       20080101000000100000115000 0800000030000027   
0601ARA8+       20080101000115100000005000 0800000030000026   
0601ARA8+       20080101000120100000005000 0800000030000024   
0601ARA8+       20080101000125100000005000 0800000030000024   
0601ARA8+       20080101000130100000005000 0800000030000023   
0601ARA8+       20080101000135100000005000 0800000030000022   
0601ARA8+       20080101000140100000005000 0800000030000021   
0601ARA8+       20080101000145100000005000 0800000030000020   
0601ARA8+       20080101000150100000005000 0800000030000020   
0601ARA8+       20080101000155100000005000 0800000030000019   
0601ARA8+       20080101000160100000005000 0800000030000018   
0601ARA8+       20080101000165100000005000 0800000030000018   
0601ARA8+       20080101000170100000005000 0800000030000017   
0601ARA8+       20080101000175100000005000 0800000030000017   
0601ARA8+       20080101000180100000005000 0800000030000016   
0601ARA8+       20080101000185100000005000 0800000030000016   
0601ARA8+       20080101000190100000005000 0800000030000016   
0601ARA8+       20080101000195100000005000 0800000030000015   
0601ARA8+       20080101000200100000005000 0800000030000015   
0601ARA8+       20080101000205100000005000 0800000030000014   
0601ARA8+       20080101000210100000005000 0800000030000014   
0601ARA8+       20080101000215100000005000 0800000030000014   
0601ARA8+       20080101000220100000005000 0800000030000013   
0601ARA8+       20080101000225100000005000 0800000030000013   
0601ARA8+       20080101000230100000005000 0800000030000013   
0601ARA8+       20080101000235100000005000 0800000030000013   
0601ARA8+       20080101000240100000005000 0800000030000012   
0601ARA8+       20080101000245100000005000 0800000030000012   
0601ARA8+       20080101000250100000005000 0800000030000012   
0601ARA8+       20080101000255100000005000 0800000030000012   
0601ARA8+       20080101000260100000005000 0800000030000011   
0601ARA8+       20080101000265100000005000 0800000030000011   
0601ARA8+       20080101000270100000005000 0800000030000011   
0601ARA8+       20080101000275100000005000 0800000030000011   
0601ARA8+       20080101000280100000005000 0800000030000011   
0601ARA8+       20080101000285100000005000 0800000030000010   
0601ARA8+       20080101000290100000005000 0800000030000010   
0601ARA8+       20080101000295100000005000 0800000030000010   
0601ARA8+       20080101000300100000005000 0800000030000010   
0601ARA8+       20080101000305100000005000 0800000030000010   
0601ARA8+       20080101000310100000005000 0800000030000010   
0601ARA8+       20080101000315100000005000 0800000030000009   
0601ARA8+       20080101000320100000005000 0800000030000009   
0601ARA8+       20080101000325100000005000 0800000030000009   
0601ARA8+       20080101000330100000005000 0800000030000009   
0601ARA8+       20080101000335100000005000 0800000030000009   
0601ARA8+       20080101000340100000005000 0800000030000009   
0601ARA8+       20080101000345100000005000 0800000030000009   
0601ARA8+       20080101000350100000005000 0800000030000009   
0601ARA8+       20080101000355100000005000 0800000030000008   
0601ARA8+       20080101000360100000005000 0800000030000008   
0601ARA8+       20080101000365100000005000 0800000030000008   
0601ARA8+       20080101000370100000005000 0800000030000008   
0601ARA8+       20080101000375100000005000 0800000030000008   
0601ARA8+       20080101000380100000005000 0800000030000008   
0601ARA8+       20080101000385100000005000 0800000030000008   
0601ARA8+       20080101000390100000005000 0800000030000008   
0601ARA8+       20080101000395100000005000 0800000030000008   
0601ARA8+       20080101000400100000005000 0800000030000007   
0601ARA8+       20080101000405100000005000 0800000030000007   
0601ARA8+       20080101000410100000005000 0800000030000007   
0601ARA8+       20080101000415100000005000 0800000030000007   
0601ARA8+       20080101000420100000005000 0800000030000007   
0601ARA8+       20080101000425100000005000 0800000030000007   
0601ARA8+       20080101000430100000005000 0800000030000007   
0601ARA8+       20080101000435100000005000 0800000030000007   
0601ARA8+       20080101000440100000005000 0800000030000007   
0601ARA8+       20080101000445100000005000 0800000030000007   
0601ARA8+       20080101000450100000005000 0800000030000007   
0601ARA8+       20080101000455100000005000 0800000030000007   
0601ARA8+       20080101000460100000005000 0800000030000006   
0601ARA8+       20080101000465100000005000 0800000030000006   
0601ARA8+       20080101000470100000005000 0800000030000006   
0601ARA8+       20080101000475100000005000 0800000030000006   
0601ARA8+       20080101000480100000005000 0800000030000006   
0601ARA8+       20080101000485100000005000 0800000030000006   
0601ARA8+       20080101000490100000005000 0800000030000006   
0601ARA8+       20080101000495100000005000 0800000030000006   
0601ARA8+       20080101000500100000005000 0800000030000006   
0601ARA8+       20080101000505100000005000 0800000030000006   
0601ARA8+       20080101000510100000005000 0800000030000006   
0601ARA8+       20080101000515100000005000 0800000030000006   
0601ARA8+       20080101000520100000005000 0800000030000006   
0601ARA8+       20080101000525100000005000 0800000030000006   
0601ARA8+       20080101000530100000005000 0800000030000006   
0601ARA8+       20080101000535100000005000 0800000030000006   
0601ARA8+       20080101000540100000005000 0800000030000006   
0601ARA8+       20080101000545100000005000 0800000030000005   
0601ARA8+       20080101000550100000005000 0800000030000005   
0601ARA8+       20080101000555100000005000 0800000030000005   
0601ARA8+       20080101000560100000005000 0800000030000005   
0601ARA8+       20080101000565100000005000 0800000030000005   
0601ARA8+       20080101000570100000005000 0800000030000005   
0601ARA8+       20080101000575100000005000 0800000030000005   
0601ARA8+       20080101000580100000005000 0800000030000005   
0601ARA8+       20080101000585100000005000 0800000030000005   
0601ARA8+       20080101000590100000005000 0800000030000005   
0601ARA8+       20080101000595100000005000 0800000030000005   
0601ARA8+       20080101000600100000005000 0800000030000005   
0601ARA8+       20080101000605100000005000 0800000030000005   
0601ARA8+       20080101000610100000005000 0800000030000005   
0601ARA8+       20080101000615100000005000 0800000060000010   
0601ARA8+       20080101000620100000005000 0800000100000016   
0601ARA8+       20080101000625100000005000 0800000150000024   
0601ARA8+       20080101000630100000005000 0800000180000028   
0601ARA8+       20080101000635100000005000 0800000220000035   
0601ARA8+       20080101000640100000005000 0800000270000042   
0601ARA8+       20080101000645100000005000 0800000320000049   
0601ARA8+       20080101000650100000005000 0800000360000055   
0601ARA8+       20080101000655100000005000 0800000390000059   
0601ARA8+       20080101000660100000005000 0800000450000068   
0601ARA8+       20080101000665100000005000 0800000580000087   
0601ARA8+       20080101000670100000005000 0800000670000100   
0601ARA8+       20080101000675100000005000 0800000760000112   
0601ARA8+       20080101000680100000005000 0800000840000123   
0601ARA8+       20080101000685100000005000 0800000940000137   
0601ARA8+       20080101000690100000005000 0800001020000147   
0601ARA8+       20080101000695100000005000 0800001110000159   
0601ARA8+       20080101000700100000005000 0800001190000169   
0601ARA8+       20080101000705100000005000 0800001290000182   
0601ARA8+       20080101000710100000005000 0800001380000194   
0601ARA8+       20080101000715100000005000 0800001470000205   
0601ARA8+       20080101000720100000005000 0800001550000215   
0601ARA8+       20080101000725100000005000 0800001630000224   
0601ARA8+       20080101000730100000005000 0800001730000236   
0601ARA8+       20080101000735100000005000 0800001820000247   
0601ARA8+       20080101000740100000005000 0800001900000256   
0601ARA8+       20080101000745100000005000 0800001990000266   
0601ARA8+       20080101000750100000005000 0800002090000278   
0601ARA8+       20080101000755100000005000 0800002180000288   
0601ARA8+       20080101000760100000005000 0800002260000296   
0601ARA8+       20080101000765100000005000 0800002340000305   
0601ARA8+       20080101000770100000005000 0800002430000315   
0601ARA8+       20080101000775100000005000 0800002530000325   
0601ARA8+       20080101000780100000005000 0800002610000334   
0601ARA8+       20080101000785100000005000 0800002690000342   
0601ARA8+       20080101000790100000005000 0800002760000348   
0601ARA8+       20080101000795100000005000 0800002850000357   
0601ARA8+       20080101000800100000005000 0800002920000364   
0601ARA8+       20080101000805100000005000 0800002980000369   
0601ARA8+       20080101000810100000005000 0800003030000373   
0601ARA8+       20080101000815100000005000 0800003090000378   
0601ARA8+       20080101000820100000005000 0800003150000383   
0601ARA8+       20080101000825100000005000 0800003200000387   
0601ARA8+       20080101000830100000005000 0800003250000390   
0601ARA8+       20080101000835100000005000 0800003310000395   
0601ARA8+       20080101000840100000005000 0800003380000401   
0601ARA8+       20080101000845100000005000 0800003430000405   
0601ARA8+       20080101000850100000005000 0800003470000407   
0601ARA8+       20080101000855100000005000 0800003540000413   
0601ARA8+       20080101000860100000005000 0800003610000419   
0601ARA8+       20080101000865100000005000 0800003710000428   
0601ARA8+       20080101000870100000005000 0800003790000434   
0601ARA8+       20080101000875100000005000 0800003890000443   
0601ARA8+       20080101000880100000005000 0800003960000449   
0601ARA8+       20080101000885100000005000 0800004060000457   
0601ARA8+       20080101000890100000005000 0800004140000464   
0601ARA8+       20080101000895100000005000 0800004240000472   
0601ARA8+       20080101000900100000005000 0800004310000478   
0601ARA8+       20080101000905100000005000 0800004390000484   
0601ARA8+       20080101000910100000005000 0800004490000492   
0601ARA8+       20080101000915100000005000 0800004590000500   
0601ARA8+       20080101000920100000005000 0800004660000505   
0601ARA8+       20080101000925100000005000 0800004760000513   
0601ARA8+       20080101000930100000005000 0800004880000523   
0601ARA8+       20080101000935100000005000 0800004990000532   
0601ARA8+       20080101000940100000005000 0800005080000539   
0601ARA8+       20080101000945100000005000 0800005180000547   
0601ARA8+       20080101000950100000005000 0800005290000555   
0601ARA8+       20080101000955100000005000 0800005410000565   
0601ARA8+       20080101000960100000005000 0800005490000570   
0601ARA8+       20080101000965100000005000 0800005590000578   
0601ARA8+       20080101000970100000005000 0800005710000587   
0601ARA8+       20080101000975100000005000 0800005820000595   
0601ARA8+       20080101000980100000005000 0800005910000602   
0601ARA8+       20080101000985100000005000 0800006010000609   
0601ARA8+       20080101000990100000005000 0800006130000618   
0601ARA8+       20080101000995100000005000 0800006210000623   
0601ARA8+       20080101001000100000005000 0800006330000631   
0601ARA8+       20080101001005100000005000 0800006430000638   
0601ARA8+       20080101001010100000005000 0800006540000646   
0601ARA8+       20080101001015100000005000 0800006620000651   
0601ARA8+       20080101001020100000005000 0800006720000657   
0601ARA8+       20080101001025100000005000 0800006810000663   
0601ARA8+       20080101001030100000005000 0800006910000669   
0601ARA8+       20080101001035100000005000 0800006980000673   
0601ARA8+       20080101001040100000005000 0800007070000678   
0601ARA8+       20080101001045100000005000 0800007170000684   
0601ARA8+       20080101001050100000005000 0800007280000692   
0601ARA8+       20080101001055100000005000 0800007350000695   
