00BL               20081110                                                                                   
0601BLC1d       20090101001615100000005000m0100029770001840   
0601BLC1d       20090101001620100000005000m0100029940001845   
0601BLC1d       20090101001625100000005000m0100030090001849   
0601BLC1d       20090101001630100000005000m0100030250001853   
0601BLC1d       20090101001635100000005000m0100030420001858   
0601BLC1d       20090101001640100000005000m0100030580001862   
0601BLC1d       20090101001645100000005000m0100030740001866   
0601BLC1d       20090101001650100000005000m0100030910001870   
0601BLC1d       20090101001655100000005000m0100031070001875   
0601BLC1d       20090101001660100000005000m0100031230001878   
0601BLC1d       20090101001665100000005000m0100031400001883   
0601BLC1d       20090101001670100000005000m0100031560001887   
0601BLC1d       20090101001675100000005000m0100031730001892   
0601BLC1d       20090101001680100000005000m0100031890001895   
0601BLC1d       20090101001685100000005000m0100032050001899   
0601BLC1d       20090101001690100000005000m0100032220001904   
0601BLC1d       20090101001695100000005000m0100032390001908   
0601BLC1d       20090101001700100000005000m0100032550001912   
0601BLC1d       20090101001705100000005000m0100032720001916   
0601BLC1d       20090101001710100000005000m0100032880001920   
0601BLC1d       20090101001715100000005000m0100033040001924   
0601BLC1d       20090101001720100000005000m0100033210001928   
0601BLC1d       20090101001725100000005000m0100033370001932   
0601BLC1d       20090101001730100000005000m0100033540001936   
0601BLC1d       20090101001735100000005000m0100033710001940   
0601BLC1d       20090101001740100000005000m0100033870001944   
0601BLC1d       20090101001745100000005000m0100034040001948   
0601BLC1d       20090101001750100000005000m0100034200001951   
0601BLC1d       20090101001755100000005000m0100034370001956   
0601BLC1d       20090101001760100000005000m0100034540001960   
0601BLC1d       20090101001765100000005000m0100034700001963   
0601BLC1d       20090101001770100000005000m0100034870001967   
0601BLC1d       20090101001775100000005000m0100035040001971   
0601BLC1d       20090101001780100000005000m0100035200001975   
0601BLC1d       20090101001785100000005000m0100035370001979   
0601BLC1d       20090101001790100000005000m0100035540001983   
0601BLC1d       20090101001795100000005000m0100035700001986   
0601BLC1d       20090101001800100000005000m0100035880001991   
0601BLC1d       20090101001805100000005000m0100036040001994   
0601BLC1d       20090101001810100000005000m0100036200001997   
0601BLC1d       20090101001815100000005000m0100036370002001   
0601BLC1d       20090101001820100000005000m0100036540002005   
0601BLC1d       20090101001825100000005000m0100036710002009   
0601BLC1d       20090101001830100000005000m0100036870002012   
0601BLC1d       20090101001835100000005000m0100037040002016   
0601BLC1d       20090101001840100000005000m0100037210002020   
0601BLC1d       20090101001845100000005000m0100037380002023   
0601BLC1d       20090101001850100000005000m0100037540002026   
0601BLC1d       20090101001855100000005000m0100037710002030   
0601BLC1d       20090101001860100000005000m0100037880002034   
0601BLC1d       20090101001865100000005000m0100038050002037   
0601BLC1d       20090101001870100000005000m0100038220002041   
0601BLC1d       20090101001875100000005000m0100038380002044   
0601BLC1d       20090101001880100000005000m0100038560002048   
0601BLC1d       20090101001885100000005000m0100038720002051   
0601BLC1d       20090101001890100000005000m0100038890002055   
0601BLC1d       20090101001895100000005000m0100039060002058   
0601BLC1d       20090101001900100000005000m0100039220002061   
0601BLC1d       20090101001905100000005000m0100039390002065   
0601BLC1d       20090101001910100000005000m0100039570002069   
0601BLC1d       20090101001915100000005000m0100039730002072   
0601BLC1d       20090101001920100000005000m0100039910002076   
0601BLC1d       20090101001925100000005000m0100040070002079   
0601BLC1d       20090101001930100000005000m0100040240002082   
0601BLC1d       20090101001935100000005000m0100040410002086   
0601BLC1d       20090101001940100000005000m0100040580002089   
0601BLC1d       20090101001945100000005000m0100040740002092   
0601BLC1d       20090101001950100000005000m0100040920002096   
0601BLC1d       20090101001955100000005000m0100041080002099   
0601BLC1d       20090101001960100000005000m0100041250002102   
0601BLC1d       20090101001965100000005000m0100041430002106   
0601BLC1d       20090101001970100000005000m0100041590002108   
0601BLC1d       20090101001975100000005000m0100041770002112   
0601BLC1d       20090101001980100000005000m0100041930002115   
0601BLC1d       20090101001985100000005000m0100042100002118   
0601BLC1d       20090101001990100000005000m0100042280002122   
0601BLC1d       20090101001995100000005000m0100042440002125   
0601BLC1d       20090101002000100000500000m0100000000002270   
0601BLC1d       20090101002500100000500000m0100000000002493   
0601BLC1d       20090101003000100007000000m0100000000003177   
0601BLC2d       20090101000000100000120000m0200000000000000   
0601BLC2d       20090101000120100000005000m0200000010000008   
0601BLC2d       20090101000125100000005000m0200000010000008   
0601BLC2d       20090101000130100000005000m0200000010000008   
0601BLC2d       20090101000135100000005000m0200000010000007   
0601BLC2d       20090101000140100000005000m0200000010000007   
0601BLC2d       20090101000145100000005000m0200000020000014   
0601BLC2d       20090101000150100000005000m0200000020000013   
0601BLC2d       20090101000155100000005000m0200000020000013   
0601BLC2d       20090101000160100000005000m0200000020000012   
0601BLC2d       20090101000165100000005000m0200000020000012   
0601BLC2d       20090101000170100000005000m0200000030000017   
0601BLC2d       20090101000175100000005000m0200000030000017   
0601BLC2d       20090101000180100000005000m0200000030000016   
0601BLC2d       20090101000185100000005000m0200000030000016   
0601BLC2d       20090101000190100000005000m0200000040000021   
0601BLC2d       20090101000195100000005000m0200000040000020   
0601BLC2d       20090101000200100000005000m0200000040000020   
0601BLC2d       20090101000205100000005000m0200000040000019   
0601BLC2d       20090101000210100000005000m0200000040000019   
0601BLC2d       20090101000215100000005000m0200000050000023   
0601BLC2d       20090101000220100000005000m0200000050000022   
0601BLC2d       20090101000225100000005000m0200000050000022   
0601BLC2d       20090101000230100000005000m0200000050000022   
0601BLC2d       20090101000235100000005000m0200000050000021   
0601BLC2d       20090101000240100000005000m0200000060000025   
0601BLC2d       20090101000245100000005000m0200000060000024   
0601BLC2d       20090101000250100000005000m0200000060000024   
0601BLC2d       20090101000255100000005000m0200000060000023   
0601BLC2d       20090101000260100000005000m0200000070000027   
0601BLC2d       20090101000265100000005000m0200000070000026   
0601BLC2d       20090101000270100000005000m0200000070000026   
0601BLC2d       20090101000275100000005000m0200000070000025   
0601BLC2d       20090101000280100000005000m0200000070000025   
0601BLC2d       20090101000285100000005000m0200000080000028   
0601BLC2d       20090101000290100000005000m0200000080000027   
0601BLC2d       20090101000295100000005000m0200000080000027   
0601BLC2d       20090101000300100000005000m0200000080000026   
0601BLC2d       20090101000305100000005000m0200000080000026   
0601BLC2d       20090101000310100000005000m0200000090000029   
0601BLC2d       20090101000315100000005000m0200000090000028   
0601BLC2d       20090101000320100000005000m0200000090000028   
0601BLC2d       20090101000325100000005000m0200000090000027   
0601BLC2d       20090101000330100000005000m0200000100000030   
0601BLC2d       20090101000335100000005000m0200000100000030   
0601BLC2d       20090101000340100000005000m0200000100000029   
0601BLC2d       20090101000345100000005000m0200000100000029   
0601BLC2d       20090101000350100000005000m0200000100000028   
0601BLC2d       20090101000355100000005000m0200000110000031   
0601BLC2d       20090101000360100000005000m0200000110000030   
0601BLC2d       20090101000365100000005000m0200000110000030   
0601BLC2d       20090101000370100000005000m0200000110000030   
0601BLC2d       20090101000375100000005000m0200000120000032   
0601BLC2d       20090101000380100000005000m0200000120000031   
0601BLC2d       20090101000385100000005000m0200000120000031   
0601BLC2d       20090101000390100000005000m0200000120000031   
0601BLC2d       20090101000395100000005000m0200000120000030   
0601BLC2d       20090101000400100000005000m0200000130000032   
0601BLC2d       20090101000405100000005000m0200000130000032   
0601BLC2d       20090101000410100000005000m0200000130000032   
0601BLC2d       20090101000415100000005000m0200000130000031   
0601BLC2d       20090101000420100000005000m0200000140000033   
0601BLC2d       20090101000425100000005000m0200000140000033   
0601BLC2d       20090101000430100000005000m0200000140000032   
0601BLC2d       20090101000435100000005000m0200000140000032   
0601BLC2d       20090101000440100000005000m0200000140000032   
0601BLC2d       20090101000445100000005000m0200000150000034   
0601BLC2d       20090101000450100000005000m0200000150000033   
0601BLC2d       20090101000455100000005000m0200000150000033   
0601BLC2d       20090101000460100000005000m0200000220000048   
0601BLC2d       20090101000465100000005000m0200000290000062   
0601BLC2d       20090101000470100000005000m0200000370000078   
0601BLC2d       20090101000475100000005000m0200000450000094   
0601BLC2d       20090101000480100000005000m0200000530000110   
0601BLC2d       20090101000485100000005000m0200000600000123   
0601BLC2d       20090101000490100000005000m0200000680000138   
0601BLC2d       20090101000495100000005000m0200000760000153   
0601BLC2d       20090101000500100000005000m0200000840000167   
0601BLC2d       20090101000505100000005000m0200000930000183   
0601BLC2d       20090101000510100000005000m0200001010000197   
0601BLC2d       20090101000515100000005000m0200001090000211   
0601BLC2d       20090101000520100000005000m0200001180000226   
0601BLC2d       20090101000525100000005000m0200001270000241   
0601BLC2d       20090101000530100000005000m0200001360000255   
0601BLC2d       20090101000535100000005000m0200001450000270   
0601BLC2d       20090101000540100000005000m0200001540000284   
0601BLC2d       20090101000545100000005000m0200001640000300   
0601BLC2d       20090101000550100000005000m0200001740000315   
0601BLC2d       20090101000555100000005000m0200001840000330   
0601BLC2d       20090101000560100000005000m0200001940000345   
0601BLC2d       20090101000565100000005000m0200002040000359   
0601BLC2d       20090101000570100000005000m0200002140000374   
0601BLC2d       20090101000575100000005000m0200002250000390   
0601BLC2d       20090101000580100000005000m0200002350000403   
0601BLC2d       20090101000585100000005000m0200002450000417   
0601BLC2d       20090101000590100000005000m0200002550000430   
0601BLC2d       20090101000595100000005000m0200002660000445   
0601BLC2d       20090101000600100000005000m0200002760000458   
0601BLC2d       20090101000605100000005000m0200002870000472   
0601BLC2d       20090101000610100000005000m0200002970000485   
0601BLC2d       20090101000615100000005000m0200003050000494   
0601BLC2d       20090101000620100000005000m0200003130000503   
0601BLC2d       20090101000625100000005000m0200003220000513   
0601BLC2d       20090101000630100000005000m0200003300000522   
0601BLC2d       20090101000635100000005000m0200003380000530   
0601BLC2d       20090101000640100000005000m0200003460000539   
0601BLC2d       20090101000645100000005000m0200003540000547   
0601BLC2d       20090101000650100000005000m0200003630000556   
0601BLC2d       20090101000655100000005000m0200003710000564   
0601BLC2d       20090101000660100000005000m0200003790000572   
0601BLC2d       20090101000665100000005000m0200003880000581   
0601BLC2d       20090101000670100000005000m0200003970000590   
0601BLC2d       20090101000675100000005000m0200004060000599   
0601BLC2d       20090101000680100000005000m0200004140000607   
0601BLC2d       20090101000685100000005000m0200004230000615   
0601BLC2d       20090101000690100000005000m0200004320000624   
0601BLC2d       20090101000695100000005000m0200004410000632   
0601BLC2d       20090101000700100000005000m0200004490000639   
0601BLC2d       20090101000705100000005000m0200004580000647   
0601BLC2d       20090101000710100000005000m0200004670000655   
0601BLC2d       20090101000715100000005000m0200004760000663   
0601BLC2d       20090101000720100000005000m0200004850000671   
0601BLC2d       20090101000725100000005000m0200004940000679   
0601BLC2d       20090101000730100000005000m0200005030000687   
0601BLC2d       20090101000735100000005000m0200005120000694   
0601BLC2d       20090101000740100000005000m0200005220000703   
0601BLC2d       20090101000745100000005000m0200005310000710   
0601BLC2d       20090101000750100000005000m0200005400000718   
0601BLC2d       20090101000755100000005000m0200005490000725   
0601BLC2d       20090101000760100000005000m0200005580000732   
0601BLC2d       20090101000765100000005000m0200005670000739   
0601BLC2d       20090101000770100000005000m0200005770000747   
0601BLC2d       20090101000775100000005000m0200005860000754   
0601BLC2d       20090101000780100000005000m0200005950000760   
0601BLC2d       20090101000785100000005000m0200006050000768   
0601BLC2d       20090101000790100000005000m0200006140000775   
0601BLC2d       20090101000795100000005000m0200006240000782   
0601BLC2d       20090101000800100000005000m0200006330000789   
0601BLC2d       20090101000805100000005000m0200006430000796   
0601BLC2d       20090101000810100000005000m0200006520000802   
0601BLC2d       20090101000815100000005000m0200006620000810   
0601BLC2d       20090101000820100000005000m0200006720000817   
0601BLC2d       20090101000825100000005000m0200006820000824   
0601BLC2d       20090101000830100000005000m0200006920000831   
0601BLC2d       20090101000835100000005000m0200007020000838   
0601BLC2d       20090101000840100000005000m0200007120000845   
0601BLC2d       20090101000845100000005000m0200007220000852   
0601BLC2d       20090101000850100000005000m0200007320000859   
0601BLC2d       20090101000855100000005000m0200007420000865   
0601BLC2d       20090101000860100000005000m0200007520000872   
0601BLC2d       20090101000865100000005000m0200007620000878   
0601BLC2d       20090101000870100000005000m0200007720000885   
0601BLC2d       20090101000875100000005000m0200007820000891   
0601BLC2d       20090101000880100000005000m0200007930000899   
0601BLC2d       20090101000885100000005000m0200008030000905   
0601BLC2d       20090101000890100000005000m0200008130000911   
0601BLC2d       20090101000895100000005000m0200008230000917   
0601BLC2d       20090101000900100000005000m0200008330000923   
0601BLC2d       20090101000905100000005000m0200008440000930   
0601BLC2d       20090101000910100000005000m0200008540000936   
0601BLC2d       20090101000915100000005000m0200008640000942   
0601BLC2d       20090101000920100000005000m0200008740000947   
0601BLC2d       20090101000925100000005000m0200008850000954   
0601BLC2d       20090101000930100000005000m0200008960000961   
0601BLC2d       20090101000935100000005000m0200009060000966   
0601BLC2d       20090101000940100000005000m0200009170000973   
0601BLC2d       20090101000945100000005000m0200009280000979   
0601BLC2d       20090101000950100000005000m0200009390000986   
0601BLC2d       20090101000955100000005000m0200009500000992   
0601BLC2d       20090101000960100000005000m0200009600000997   
0601BLC2d       20090101000965100000005000m0200009710001004   
0601BLC2d       20090101000970100000005000m0200009820001010   
0601BLC2d       20090101000975100000005000m0200009930001016   
0601BLC2d       20090101000980100000005000m0200010040001022   
0601BLC2d       20090101000985100000005000m0200010150001028   
0601BLC2d       20090101000990100000005000m0200010260001034   
0601BLC2d       20090101000995100000005000m0200010370001040   
0601BLC2d       20090101001000100000005000m0200010480001045   
0601BLC2d       20090101001005100000005000m0200010590001051   
0601BLC2d       20090101001010100000005000m0200010700001057   
0601BLC2d       20090101001015100000005000m0200010810001062   
0601BLC2d       20090101001020100000005000m0200010920001068   
0601BLC2d       20090101001025100000005000m0200011030001073   
0601BLC2d       20090101001030100000005000m0200011140001079   
0601BLC2d       20090101001035100000005000m0200011260001085   
0601BLC2d       20090101001040100000005000m0200011370001091   
0601BLC2d       20090101001045100000005000m0200011490001097   
0601BLC2d       20090101001050100000005000m0200011600001102   
0601BLC2d       20090101001055100000005000m0200011720001108   
0601BLC2d       20090101001060100000005000m0200011840001114   
0601BLC2d       20090101001065100000005000m0200011960001120   
0601BLC2d       20090101001070100000005000m0200012080001126   
0601BLC2d       20090101001075100000005000m0200012200001132   
0601BLC2d       20090101001080100000005000m0200012320001138   
0601BLC2d       20090101001085100000005000m0200012440001144   
0601BLC2d       20090101001090100000005000m0200012560001150   
0601BLC2d       20090101001095100000005000m0200012680001155   
0601BLC2d       20090101001100100000005000m0200012790001160   
0601BLC2d       20090101001105100000005000m0200012920001167   
0601BLC2d       20090101001110100000005000m0200013040001172   
0601BLC2d       20090101001115100000005000m0200013150001177   
0601BLC2d       20090101001120100000005000m0200013280001183   
0601BLC2d       20090101001125100000005000m0200013410001189   
0601BLC2d       20090101001130100000005000m0200013530001195   
0601BLC2d       20090101001135100000005000m0200013660001201   
0601BLC2d       20090101001140100000005000m0200013780001206   
0601BLC2d       20090101001145100000005000m0200013910001212   
0601BLC2d       20090101001150100000005000m0200014030001217   
0601BLC2d       20090101001155100000005000m0200014150001222   
0601BLC2d       20090101001160100000005000m0200014280001228   
0601BLC2d       20090101001165100000005000m0200014400001233   
0601BLC2d       20090101001170100000005000m0200014520001238   
0601BLC2d       20090101001175100000005000m0200014650001244   
0601BLC2d       20090101001180100000005000m0200014770001249   
0601BLC2d       20090101001185100000005000m0200014910001256   
0601BLC2d       20090101001190100000005000m0200015030001260   
0601BLC2d       20090101001195100000005000m0200015160001266   
0601BLC2d       20090101001200100000005000m0200015290001272   
0601BLC2d       20090101001205100000005000m0200015420001277   
0601BLC2d       20090101001210100000005000m0200015550001282   
0601BLC2d       20090101001215100000005000m0200015680001288   
0601BLC2d       20090101001220100000005000m0200015810001293   
0601BLC2d       20090101001225100000005000m0200015940001299   
0601BLC2d       20090101001230100000005000m0200016070001304   
0601BLC2d       20090101001235100000005000m0200016200001309   
0601BLC2d       20090101001240100000005000m0200016350001316   
0601BLC2d       20090101001245100000005000m0200016480001321   
0601BLC2d       20090101001250100000005000m0200016610001326   
0601BLC2d       20090101001255100000005000m0200016750001332   
0601BLC2d       20090101001260100000005000m0200016880001337   
0601BLC2d       20090101001265100000005000m0200017020001343   
0601BLC2d       20090101001270100000005000m0200017170001349   
0601BLC2d       20090101001275100000005000m0200017310001355   
0601BLC2d       20090101001280100000005000m0200017460001361   
0601BLC2d       20090101001285100000005000m0200017600001367   
0601BLC2d       20090101001290100000005000m0200017740001373   
0601BLC2d       20090101001295100000005000m0200017890001379   
0601BLC2d       20090101001300100000005000m0200018040001385   
0601BLC2d       20090101001305100000005000m0200018190001391   
0601BLC2d       20090101001310100000005000m0200018350001398   
0601BLC2d       20090101001315100000005000m0200018500001404   
0601BLC2d       20090101001320100000005000m0200018660001411   
0601BLC2d       20090101001325100000005000m0200018810001417   
0601BLC2d       20090101001330100000005000m0200018960001423   
0601BLC2d       20090101001335100000005000m0200019110001429   
0601BLC2d       20090101001340100000005000m0200019260001435   
0601BLC2d       20090101001345100000005000m0200019410001440   
0601BLC2d       20090101001350100000005000m0200019570001447   
0601BLC2d       20090101001355100000005000m0200019720001453   
0601BLC2d       20090101001360100000005000m0200019870001458   
0601BLC2d       20090101001365100000005000m0200020030001465   
0601BLC2d       20090101001370100000005000m0200020180001470   
0601BLC2d       20090101001375100000005000m0200020340001477   
0601BLC2d       20090101001380100000005000m0200020490001482   
0601BLC2d       20090101001385100000005000m0200020640001488   
0601BLC2d       20090101001390100000005000m0200020810001494   
0601BLC2d       20090101001395100000005000m0200020960001500   
0601BLC2d       20090101001400100000005000m0200021110001505   
0601BLC2d       20090101001405100000005000m0200021270001511   
0601BLC2d       20090101001410100000005000m0200021420001516   
0601BLC2d       20090101001415100000005000m0200021580001522   
0601BLC2d       20090101001420100000005000m0200021740001528   
0601BLC2d       20090101001425100000005000m0200021890001533   
0601BLC2d       20090101001430100000005000m0200022050001539   
0601BLC2d       20090101001435100000005000m0200022210001545   
0601BLC2d       20090101001440100000005000m0200022360001550   
0601BLC2d       20090101001445100000005000m0200022520001556   
0601BLC2d       20090101001450100000005000m0200022680001561   
0601BLC2d       20090101001455100000005000m0200022830001566   
0601BLC2d       20090101001460100000005000m0200022990001572   
0601BLC2d       20090101001465100000005000m0200023140001577   
0601BLC2d       20090101001470100000005000m0200023310001583   
0601BLC2d       20090101001475100000005000m0200023460001588   
0601BLC2d       20090101001480100000005000m0200023620001593   
0601BLC2d       20090101001485100000005000m0200023780001599   
0601BLC2d       20090101001490100000005000m0200023940001604   
0601BLC2d       20090101001495100000005000m0200024090001609   
0601BLC2d       20090101001500100000005000m0200024260001615   
0601BLC2d       20090101001505100000005000m0200024410001619   
0601BLC2d       20090101001510100000005000m0200024570001624   
0601BLC2d       20090101001515100000005000m0200024730001630   
0601BLC2d       20090101001520100000005000m0200024890001635   
0601BLC2d       20090101001525100000005000m0200025050001640   
0601BLC2d       20090101001530100000005000m0200025210001645   
0601BLC2d       20090101001535100000005000m0200025360001649   
0601BLC2d       20090101001540100000005000m0200025530001655   
0601BLC2d       20090101001545100000005000m0200025690001660   
0601BLC2d       20090101001550100000005000m0200025840001664   
0601BLC2d       20090101001555100000005000m0200026010001670   
0601BLC2d       20090101001560100000005000m0200026170001675   
0601BLC2d       20090101001565100000005000m0200026330001680   
0601BLC2d       20090101001570100000005000m0200026490001685   
0601BLC2d       20090101001575100000005000m0200026650001689   
0601BLC2d       20090101001580100000005000m0200026820001695   
0601BLC2d       20090101001585100000005000m0200026980001700   
0601BLC2d       20090101001590100000005000m0200027130001704   
0601BLC2d       20090101001595100000005000m0200027300001709   
0601BLC2d       20090101001600100000005000m0200027460001714   
0601BLC2d       20090101001605100000005000m0200027620001718   
0601BLC2d       20090101001610100000005000m0200027790001723   
0601BLC2d       20090101001615100000005000m0200027940001727   
0601BLC2d       20090101001620100000005000m0200028110001733   
0601BLC2d       20090101001625100000005000m0200028270001737   
0601BLC2d       20090101001630100000005000m0200028430001742   
0601BLC2d       20090101001635100000005000m0200028600001747   
0601BLC2d       20090101001640100000005000m0200028760001751   
0601BLC2d       20090101001645100000005000m0200028920001755   
0601BLC2d       20090101001650100000005000m0200029090001760   
0601BLC2d       20090101001655100000005000m0200029250001765   
0601BLC2d       20090101001660100000005000m0200029410001769   
0601BLC2d       20090101001665100000005000m0200029580001774   
0601BLC2d       20090101001670100000005000m0200029740001778   
0601BLC2d       20090101001675100000005000m0200029910001783   
0601BLC2d       20090101001680100000005000m0200030070001787   
0601BLC2d       20090101001685100000005000m0200030230001791   
0601BLC2d       20090101001690100000005000m0200030400001796   
0601BLC2d       20090101001695100000005000m0200030560001800   
0601BLC2d       20090101001700100000005000m0200030720001804   
0601BLC2d       20090101001705100000005000m0200030890001809   
0601BLC2d       20090101001710100000005000m0200031050001813   
0601BLC2d       20090101001715100000005000m0200031220001818   
0601BLC2d       20090101001720100000005000m0200031390001822   
0601BLC2d       20090101001725100000005000m0200031550001826   
0601BLC2d       20090101001730100000005000m0200031720001831   
0601BLC2d       20090101001735100000005000m0200031880001835   
0601BLC2d       20090101001740100000005000m0200032050001839   
0601BLC2d       20090101001745100000005000m0200032220001844   
0601BLC2d       20090101001750100000005000m0200032380001848   
0601BLC2d       20090101001755100000005000m0200032540001851   
0601BLC2d       20090101001760100000005000m0200032720001856   
0601BLC2d       20090101001765100000005000m0200032880001860   
0601BLC2d       20090101001770100000005000m0200033050001865   
0601BLC2d       20090101001775100000005000m0200033220001869   
0601BLC2d       20090101001780100000005000m0200033380001873   
0601BLC2d       20090101001785100000005000m0200033550001877   
0601BLC2d       20090101001790100000005000m0200033710001881   
0601BLC2d       20090101001795100000005000m0200033870001884   
0601BLC2d       20090101001800100000005000m0200034050001889   
0601BLC2d       20090101001805100000005000m0200034210001893   
0601BLC2d       20090101001810100000005000m0200034380001897   
0601BLC2d       20090101001815100000005000m0200034550001901   
0601BLC2d       20090101001820100000005000m0200034710001905   
0601BLC2d       20090101001825100000005000m0200034890001909   
0601BLC2d       20090101001830100000005000m0200035050001913   
0601BLC2d       20090101001835100000005000m0200035210001916   
0601BLC2d       20090101001840100000005000m0200035390001921   
0601BLC2d       20090101001845100000005000m0200035550001924   
0601BLC2d       20090101001850100000005000m0200035720001928   
0601BLC2d       20090101001855100000005000m0200035890001932   
0601BLC2d       20090101001860100000005000m0200036050001936   
0601BLC2d       20090101001865100000005000m0200036230001940   
0601BLC2d       20090101001870100000005000m0200036390001943   
0601BLC2d       20090101001875100000005000m0200036560001947   
0601BLC2d       20090101001880100000005000m0200036730001951   
0601BLC2d       20090101001885100000005000m0200036900001955   
0601BLC2d       20090101001890100000005000m0200037060001958   
0601BLC2d       20090101001895100000005000m0200037240001963   
0601BLC2d       20090101001900100000005000m0200037400001966   
0601BLC2d       20090101001905100000005000m0200037570001970   
0601BLC2d       20090101001910100000005000m0200037740001973   
0601BLC2d       20090101001915100000005000m0200037910001977   
0601BLC2d       20090101001920100000005000m0200038080001981   
0601BLC2d       20090101001925100000005000m0200038250001984   
0601BLC2d       20090101001930100000005000m0200038410001988   
0601BLC2d       20090101001935100000005000m0200038590001992   
0601BLC2d       20090101001940100000005000m0200038750001995   
0601BLC2d       20090101001945100000005000m0200038920001998   
0601BLC2d       20090101001950100000005000m0200039090002002   
0601BLC2d       20090101001955100000005000m0200039260002006   
0601BLC2d       20090101001960100000005000m0200039430002009   
0601BLC2d       20090101001965100000005000m0200039600002013   
0601BLC2d       20090101001970100000005000m0200039770002016   
0601BLC2d       20090101001975100000005000m0200039940002020   
0601BLC2d       20090101001980100000005000m0200040110002023   
0601BLC2d       20090101001985100000005000m0200040270002026   
0601BLC2d       20090101001990100000005000m0200040450002030   
0601BLC2d       20090101001995100000005000m0200040620002034   
0601BLC2d       20090101002000100000500000m0200000000002188   
0601BLC2d       20090101002500100000500000m0200000000002427   
0601BLC2d       20090101003000100007000000m0200000000003149   
0601BLC3d       20090101000000100000120000m0300000000000000   
0601BLC3d       20090101000120100000005000m0300000000000000   
0601BLC3d       20090101000125100000005000m0300000010000008   
0601BLC3d       20090101000130100000005000m0300000010000008   
0601BLC3d       20090101000135100000005000m0300000010000007   
0601BLC3d       20090101000140100000005000m0300000010000007   
0601BLC3d       20090101000145100000005000m0300000010000007   
0601BLC3d       20090101000150100000005000m0300000020000013   
0601BLC3d       20090101000155100000005000m0300000020000013   
0601BLC3d       20090101000160100000005000m0300000020000012   
0601BLC3d       20090101000165100000005000m0300000020000012   
0601BLC3d       20090101000170100000005000m0300000030000017   
0601BLC3d       20090101000175100000005000m0300000030000017   
0601BLC3d       20090101000180100000005000m0300000030000016   
0601BLC3d       20090101000185100000005000m0300000030000016   
0601BLC3d       20090101000190100000005000m0300000030000016   
0601BLC3d       20090101000195100000005000m0300000040000020   
0601BLC3d       20090101000200100000005000m0300000040000020   
0601BLC3d       20090101000205100000005000m0300000040000019   
0601BLC3d       20090101000210100000005000m0300000040000019   
0601BLC3d       20090101000215100000005000m0300000040000018   
0601BLC3d       20090101000220100000005000m0300000050000022   
0601BLC3d       20090101000225100000005000m0300000050000022   
0601BLC3d       20090101000230100000005000m0300000050000022   
0601BLC3d       20090101000235100000005000m0300000050000021   
0601BLC3d       20090101000240100000005000m0300000060000025   
0601BLC3d       20090101000245100000005000m0300000060000024   
0601BLC3d       20090101000250100000005000m0300000060000024   
0601BLC3d       20090101000255100000005000m0300000060000023   
0601BLC3d       20090101000260100000005000m0300000060000023   
0601BLC3d       20090101000265100000005000m0300000070000026   
0601BLC3d       20090101000270100000005000m0300000070000026   
0601BLC3d       20090101000275100000005000m0300000070000025   
0601BLC3d       20090101000280100000005000m0300000070000025   
0601BLC3d       20090101000285100000005000m0300000080000028   
0601BLC3d       20090101000290100000005000m0300000080000027   
0601BLC3d       20090101000295100000005000m0300000080000027   
0601BLC3d       20090101000300100000005000m0300000080000026   
0601BLC3d       20090101000305100000005000m0300000080000026   
0601BLC3d       20090101000310100000005000m0300000090000029   
0601BLC3d       20090101000315100000005000m0300000090000028   
0601BLC3d       20090101000320100000005000m0300000090000028   
0601BLC3d       20090101000325100000005000m0300000090000027   
0601BLC3d       20090101000330100000005000m0300000100000030   
0601BLC3d       20090101000335100000005000m0300000100000030   
0601BLC3d       20090101000340100000005000m0300000100000029   
0601BLC3d       20090101000345100000005000m0300000100000029   
0601BLC3d       20090101000350100000005000m0300000100000028   
0601BLC3d       20090101000355100000005000m0300000110000031   
0601BLC3d       20090101000360100000005000m0300000110000030   
0601BLC3d       20090101000365100000005000m0300000110000030   
0601BLC3d       20090101000370100000005000m0300000110000030   
0601BLC3d       20090101000375100000005000m0300000120000032   
0601BLC3d       20090101000380100000005000m0300000120000031   
0601BLC3d       20090101000385100000005000m0300000120000031   
0601BLC3d       20090101000390100000005000m0300000120000031   
0601BLC3d       20090101000395100000005000m0300000120000030   
0601BLC3d       20090101000400100000005000m0300000130000032   
0601BLC3d       20090101000405100000005000m0300000130000032   
0601BLC3d       20090101000410100000005000m0300000130000032   
0601BLC3d       20090101000415100000005000m0300000130000031   
0601BLC3d       20090101000420100000005000m0300000130000031   
0601BLC3d       20090101000425100000005000m0300000140000033   
0601BLC3d       20090101000430100000005000m0300000140000032   
0601BLC3d       20090101000435100000005000m0300000140000032   
0601BLC3d       20090101000440100000005000m0300000140000032   
0601BLC3d       20090101000445100000005000m0300000150000034   
0601BLC3d       20090101000450100000005000m0300000150000033   
0601BLC3d       20090101000455100000005000m0300000150000033   
0601BLC3d       20090101000460100000005000m0300000150000032   
0601BLC3d       20090101000465100000005000m0300000150000032   
0601BLC3d       20090101000470100000005000m0300000160000034   
0601BLC3d       20090101000475100000005000m0300000160000034   
0601BLC3d       20090101000480100000005000m0300000160000033   
0601BLC3d       20090101000485100000005000m0300000160000033   
0601BLC3d       20090101000490100000005000m0300000160000032   
0601BLC3d       20090101000495100000005000m0300000170000034   
