00BL               20081110                                                                                   
0601BLB0+       20090101000770100000005000 0000005560000720   
0601BLB0+       20090101000775100000005000 0000005660000728   
0601BLB0+       20090101000780100000005000 0000005750000735   
0601BLB0+       20090101000785100000005000 0000005860000744   
0601BLB0+       20090101000790100000005000 0000005960000752   
0601BLB0+       20090101000795100000005000 0000006060000760   
0601BLB0+       20090101000800100000005000 0000006170000769   
0601BLB0+       20090101000805100000005000 0000006270000776   
0601BLB0+       20090101000810100000005000 0000006380000785   
0601BLB0+       20090101000815100000005000 0000006480000793   
0601BLB0+       20090101000820100000005000 0000006590000801   
0601BLB0+       20090101000825100000005000 0000006690000808   
0601BLB0+       20090101000830100000005000 0000006800000817   
0601BLB0+       20090101000835100000005000 0000006910000825   
0601BLB0+       20090101000840100000005000 0000007020000833   
0601BLB0+       20090101000845100000005000 0000007130000841   
0601BLB0+       20090101000850100000005000 0000007230000848   
0601BLB0+       20090101000855100000005000 0000007340000856   
0601BLB0+       20090101000860100000005000 0000007450000864   
0601BLB0+       20090101000865100000005000 0000007560000871   
0601BLB0+       20090101000870100000005000 0000007680000880   
0601BLB0+       20090101000875100000005000 0000007790000888   
0601BLB0+       20090101000880100000005000 0000007900000895   
0601BLB0+       20090101000885100000005000 0000008010000903   
0601BLB0+       20090101000890100000005000 0000008120000910   
0601BLB0+       20090101000895100000005000 0000008240000918   
0601BLB0+       20090101000900100000005000 0000008350000925   
0601BLB0+       20090101000905100000005000 0000008460000932   
0601BLB0+       20090101000910100000005000 0000008570000939   
0601BLB0+       20090101000915100000005000 0000008690000947   
0601BLB0+       20090101000920100000005000 0000008800000954   
0601BLB0+       20090101000925100000005000 0000008920000962   
0601BLB0+       20090101000930100000005000 0000009040000969   
0601BLB0+       20090101000935100000005000 0000009160000977   
0601BLB0+       20090101000940100000005000 0000009280000985   
0601BLB0+       20090101000945100000005000 0000009400000992   
0601BLB0+       20090101000950100000005000 0000009520000999   
0601BLB0+       20090101000955100000005000 0000009640001007   
0601BLB0+       20090101000960100000005000 0000009760001014   
0601BLB0+       20090101000965100000005000 0000009880001021   
0601BLB0+       20090101000970100000005000 0000010000001028   
0601BLB0+       20090101000975100000005000 0000010120001035   
0601BLB0+       20090101000980100000005000 0000010240001042   
0601BLB0+       20090101000985100000005000 0000010360001049   
0601BLB0+       20090101000990100000005000 0000010480001056   
0601BLB0+       20090101000995100000005000 0000010600001063   
0601BLB0+       20090101001000100000005000 0000010720001069   
0601BLB0+       20090101001005100000005000 0000010850001077   
0601BLB0+       20090101001010100000005000 0000010970001083   
0601BLB0+       20090101001015100000005000 0000011090001090   
0601BLB0+       20090101001020100000005000 0000011210001096   
0601BLB0+       20090101001025100000005000 0000011330001103   
0601BLB0+       20090101001030100000005000 0000011460001110   
0601BLB0+       20090101001035100000005000 0000011580001116   
0601BLB0+       20090101001040100000005000 0000011700001122   
0601BLB0+       20090101001045100000005000 0000011820001128   
0601BLB0+       20090101001050100000005000 0000011950001135   
0601BLB0+       20090101001055100000005000 0000012080001142   
0601BLB0+       20090101001060100000005000 0000012220001150   
0601BLB0+       20090101001065100000005000 0000012350001157   
0601BLB0+       20090101001070100000005000 0000012480001164   
0601BLB0+       20090101001075100000005000 0000012620001171   
0601BLB0+       20090101001080100000005000 0000012750001178   
0601BLB0+       20090101001085100000005000 0000012880001184   
0601BLB0+       20090101001090100000005000 0000013010001191   
0601BLB0+       20090101001095100000005000 0000013150001198   
0601BLB0+       20090101001100100000005000 0000013280001205   
0601BLB0+       20090101001105100000005000 0000013410001211   
0601BLB0+       20090101001110100000005000 0000013550001218   
0601BLB0+       20090101001115100000005000 0000013680001224   
0601BLB0+       20090101001120100000005000 0000013810001230   
0601BLB0+       20090101001125100000005000 0000013950001237   
0601BLB0+       20090101001130100000005000 0000014080001243   
0601BLB0+       20090101001135100000005000 0000014220001250   
0601BLB0+       20090101001140100000005000 0000014360001257   
0601BLB0+       20090101001145100000005000 0000014490001263   
0601BLB0+       20090101001150100000005000 0000014630001269   
0601BLB0+       20090101001155100000005000 0000014770001276   
0601BLB0+       20090101001160100000005000 0000014910001283   
0601BLB0+       20090101001165100000005000 0000015050001289   
0601BLB0+       20090101001170100000005000 0000015190001296   
0601BLB0+       20090101001175100000005000 0000015330001302   
0601BLB0+       20090101001180100000005000 0000015470001308   
0601BLB0+       20090101001185100000005000 0000015610001315   
0601BLB0+       20090101001190100000005000 0000015750001321   
0601BLB0+       20090101001195100000005000 0000015890001327   
0601BLB0+       20090101001200100000005000 0000016030001333   
0601BLB0+       20090101001205100000005000 0000016170001339   
0601BLB0+       20090101001210100000005000 0000016320001346   
0601BLB0+       20090101001215100000005000 0000016460001352   
0601BLB0+       20090101001220100000005000 0000016600001358   
0601BLB0+       20090101001225100000005000 0000016740001364   
0601BLB0+       20090101001230100000005000 0000016880001370   
0601BLB0+       20090101001235100000005000 0000017030001376   
0601BLB0+       20090101001240100000005000 0000017180001383   
0601BLB0+       20090101001245100000005000 0000017320001388   
0601BLB0+       20090101001250100000005000 0000017470001395   
0601BLB0+       20090101001255100000005000 0000017620001401   
0601BLB0+       20090101001260100000005000 0000017760001407   
0601BLB0+       20090101001265100000005000 0000017910001413   
0601BLB0+       20090101001270100000005000 0000018060001419   
0601BLB0+       20090101001275100000005000 0000018210001425   
0601BLB0+       20090101001280100000005000 0000018360001432   
0601BLB0+       20090101001285100000005000 0000018500001437   
0601BLB0+       20090101001290100000005000 0000018650001443   
0601BLB0+       20090101001295100000005000 0000018800001449   
0601BLB0+       20090101001300100000005000 0000018950001455   
0601BLB0+       20090101001305100000005000 0000019110001462   
0601BLB0+       20090101001310100000005000 0000019260001467   
0601BLB0+       20090101001315100000005000 0000019410001473   
0601BLB0+       20090101001320100000005000 0000019570001480   
0601BLB0+       20090101001325100000005000 0000019720001485   
0601BLB0+       20090101001330100000005000 0000019880001492   
0601BLB0+       20090101001335100000005000 0000020030001498   
0601BLB0+       20090101001340100000005000 0000020180001503   
0601BLB0+       20090101001345100000005000 0000020340001509   
0601BLB0+       20090101001350100000005000 0000020500001516   
0601BLB0+       20090101001355100000005000 0000020660001522   
0601BLB0+       20090101001360100000005000 0000020820001528   
0601BLB0+       20090101001365100000005000 0000020980001534   
0601BLB0+       20090101001370100000005000 0000021140001540   
0601BLB0+       20090101001375100000005000 0000021300001546   
0601BLB0+       20090101001380100000005000 0000021460001552   
0601BLB0+       20090101001385100000005000 0000021630001559   
0601BLB0+       20090101001390100000005000 0000021790001565   
0601BLB0+       20090101001395100000005000 0000021950001571   
0601BLB0+       20090101001400100000005000 0000022130001578   
0601BLB0+       20090101001405100000005000 0000022290001584   
0601BLB0+       20090101001410100000005000 0000022460001590   
0601BLB0+       20090101001415100000005000 0000022640001597   
0601BLB0+       20090101001420100000005000 0000022810001604   
0601BLB0+       20090101001425100000005000 0000022990001611   
0601BLB0+       20090101001430100000005000 0000023160001617   
0601BLB0+       20090101001435100000005000 0000023330001623   
0601BLB0+       20090101001440100000005000 0000023510001630   
0601BLB0+       20090101001445100000005000 0000023680001636   
0601BLB0+       20090101001450100000005000 0000023850001642   
0601BLB0+       20090101001455100000005000 0000024030001649   
0601BLB0+       20090101001460100000005000 0000024200001655   
0601BLB0+       20090101001465100000005000 0000024370001661   
0601BLB0+       20090101001470100000005000 0000024560001668   
0601BLB0+       20090101001475100000005000 0000024730001674   
0601BLB0+       20090101001480100000005000 0000024910001680   
0601BLB0+       20090101001485100000005000 0000025080001686   
0601BLB0+       20090101001490100000005000 0000025250001692   
0601BLB0+       20090101001495100000005000 0000025440001699   
0601BLB0+       20090101001500100000005000 0000025610001704   
0601BLB0+       20090101001505100000005000 0000025780001710   
0601BLB0+       20090101001510100000005000 0000025960001716   
0601BLB0+       20090101001515100000005000 0000026130001722   
0601BLB0+       20090101001520100000005000 0000026320001729   
0601BLB0+       20090101001525100000005000 0000026490001734   
0601BLB0+       20090101001530100000005000 0000026660001740   
0601BLB0+       20090101001535100000005000 0000026850001746   
0601BLB0+       20090101001540100000005000 0000027020001752   
0601BLB0+       20090101001545100000005000 0000027190001757   
0601BLB0+       20090101001550100000005000 0000027370001763   
0601BLB0+       20090101001555100000005000 0000027550001769   
0601BLB0+       20090101001560100000005000 0000027720001774   
0601BLB0+       20090101001565100000005000 0000027900001780   
0601BLB0+       20090101001570100000005000 0000028080001786   
0601BLB0+       20090101001575100000005000 0000028260001791   
0601BLB0+       20090101001580100000005000 0000028440001797   
0601BLB0+       20090101001585100000005000 0000028610001802   
0601BLB0+       20090101001590100000005000 0000028790001808   
0601BLB0+       20090101001595100000005000 0000028970001813   
0601BLB0+       20090101001600100000005000 0000029140001818   
0601BLB0+       20090101001605100000005000 0000029330001825   
0601BLB0+       20090101001610100000005000 0000029500001829   
0601BLB0+       20090101001615100000005000 0000029680001835   
0601BLB0+       20090101001620100000005000 0000029860001840   
0601BLB0+       20090101001625100000005000 0000030040001846   
0601BLB0+       20090101001630100000005000 0000030220001851   
0601BLB0+       20090101001635100000005000 0000030400001856   
0601BLB0+       20090101001640100000005000 0000030570001861   
0601BLB0+       20090101001645100000005000 0000030760001867   
0601BLB0+       20090101001650100000005000 0000030930001872   
0601BLB0+       20090101001655100000005000 0000031110001877   
0601BLB0+       20090101001660100000005000 0000031290001882   
0601BLB0+       20090101001665100000005000 0000031470001887   
0601BLB0+       20090101001670100000005000 0000031660001893   
0601BLB0+       20090101001675100000005000 0000031830001897   
0601BLB0+       20090101001680100000005000 0000032010001903   
0601BLB0+       20090101001685100000005000 0000032190001908   
0601BLB0+       20090101001690100000005000 0000032370001913   
0601BLB0+       20090101001695100000005000 0000032550001918   
0601BLB0+       20090101001700100000005000 0000032730001922   
0601BLB0+       20090101001705100000005000 0000032910001927   
0601BLB0+       20090101001710100000005000 0000033080001932   
0601BLB0+       20090101001715100000005000 0000033270001937   
0601BLB0+       20090101001720100000005000 0000033450001942   
0601BLB0+       20090101001725100000005000 0000033640001947   
0601BLB0+       20090101001730100000005000 0000033810001952   
0601BLB0+       20090101001735100000005000 0000033990001956   
0601BLB0+       20090101001740100000005000 0000034180001962   
0601BLB0+       20090101001745100000005000 0000034350001966   
0601BLB0+       20090101001750100000005000 0000034530001970   
0601BLB0+       20090101001755100000005000 0000034720001976   
0601BLB0+       20090101001760100000005000 0000034900001980   
0601BLB0+       20090101001765100000005000 0000035070001984   
0601BLB0+       20090101001770100000005000 0000035260001989   
0601BLB0+       20090101001775100000005000 0000035440001994   
0601BLB0+       20090101001780100000005000 0000035630001999   
0601BLB0+       20090101001785100000005000 0000035810002003   
0601BLB0+       20090101001790100000005000 0000035980002007   
0601BLB0+       20090101001795100000005000 0000036170002012   
0601BLB0+       20090101001800100000005000 0000036350002017   
0601BLB0+       20090101001805100000005000 0000036530002021   
0601BLB0+       20090101001810100000005000 0000036720002026   
0601BLB0+       20090101001815100000005000 0000036900002030   
0601BLB0+       20090101001820100000005000 0000037090002035   
0601BLB0+       20090101001825100000005000 0000037270002039   
0601BLB0+       20090101001830100000005000 0000037440002043   
0601BLB0+       20090101001835100000005000 0000037630002048   
0601BLB0+       20090101001840100000005000 0000037810002052   
0601BLB0+       20090101001845100000005000 0000037990002056   
0601BLB0+       20090101001850100000005000 0000038180002061   
0601BLB0+       20090101001855100000005000 0000038360002065   
0601BLB0+       20090101001860100000005000 0000038540002069   
0601BLB0+       20090101001865100000005000 0000038730002074   
0601BLB0+       20090101001870100000005000 0000038910002078   
0601BLB0+       20090101001875100000005000 0000039100002083   
0601BLB0+       20090101001880100000005000 0000039280002087   
0601BLB0+       20090101001885100000005000 0000039460002091   
0601BLB0+       20090101001890100000005000 0000039650002095   
0601BLB0+       20090101001895100000005000 0000039830002099   
0601BLB0+       20090101001900100000005000 0000040010002103   
0601BLB0+       20090101001905100000005000 0000040200002107   
0601BLB0+       20090101001910100000005000 0000040380002111   
0601BLB0+       20090101001915100000005000 0000040570002116   
0601BLB0+       20090101001920100000005000 0000040750002120   
0601BLB0+       20090101001925100000005000 0000040930002123   
0601BLB0+       20090101001930100000005000 0000041120002128   
0601BLB0+       20090101001935100000005000 0000041300002132   
0601BLB0+       20090101001940100000005000 0000041480002135   
0601BLB0+       20090101001945100000005000 0000041680002140   
0601BLB0+       20090101001950100000005000 0000041860002144   
0601BLB0+       20090101001955100000005000 0000042040002148   
0601BLB0+       20090101001960100000005000 0000042230002152   
0601BLB0+       20090101001965100000005000 0000042410002156   
0601BLB0+       20090101001970100000005000 0000042600002160   
0601BLB0+       20090101001975100000005000 0000042780002163   
0601BLB0+       20090101001980100000005000 0000042970002167   
0601BLB0+       20090101001985100000005000 0000043160002172   
0601BLB0+       20090101001990100000005000 0000043340002175   
0601BLB0+       20090101001995100000005000 0000043520002179   
0601BLB0+       20090101002000100000500000 0000000000002353   
0601BLB0+       20090101002500100000500000 0000000000002611   
0601BLB0+       20090101003000100007000000 0000000000003338   
0601BLB1+       20090101000000100000120000 0100000000000000   
0601BLB1+       20090101000120100000005000 0100000000000000   
0601BLB1+       20090101000125100000005000 0100000000000000   
0601BLB1+       20090101000130100000005000 0100000000000000   
0601BLB1+       20090101000135100000005000 0100000000000000   
0601BLB1+       20090101000140100000005000 0100000000000000   
0601BLB1+       20090101000145100000005000 0100000010000007   
0601BLB1+       20090101000150100000005000 0100000010000007   
0601BLB1+       20090101000155100000005000 0100000010000006   
0601BLB1+       20090101000160100000005000 0100000010000006   
0601BLB1+       20090101000165100000005000 0100000010000006   
0601BLB1+       20090101000170100000005000 0100000010000006   
0601BLB1+       20090101000175100000005000 0100000010000006   
0601BLB1+       20090101000180100000005000 0100000020000011   
0601BLB1+       20090101000185100000005000 0100000020000011   
0601BLB1+       20090101000190100000005000 0100000020000010   
0601BLB1+       20090101000195100000005000 0100000020000010   
0601BLB1+       20090101000200100000005000 0100000020000010   
0601BLB1+       20090101000205100000005000 0100000020000010   
0601BLB1+       20090101000210100000005000 0100000020000009   
0601BLB1+       20090101000215100000005000 0100000020000009   
0601BLB1+       20090101000220100000005000 0100000030000013   
0601BLB1+       20090101000225100000005000 0100000030000013   
0601BLB1+       20090101000230100000005000 0100000030000013   
0601BLB1+       20090101000235100000005000 0100000030000013   
0601BLB1+       20090101000240100000005000 0100000030000012   
0601BLB1+       20090101000245100000005000 0100000030000012   
0601BLB1+       20090101000250100000005000 0100000030000012   
0601BLB1+       20090101000255100000005000 0100000030000012   
0601BLB1+       20090101000260100000005000 0100000040000015   
0601BLB1+       20090101000265100000005000 0100000040000015   
0601BLB1+       20090101000270100000005000 0100000040000015   
0601BLB1+       20090101000275100000005000 0100000040000014   
0601BLB1+       20090101000280100000005000 0100000040000014   
0601BLB1+       20090101000285100000005000 0100000040000014   
0601BLB1+       20090101000290100000005000 0100000040000014   
0601BLB1+       20090101000295100000005000 0100000050000017   
0601BLB1+       20090101000300100000005000 0100000050000017   
0601BLB1+       20090101000305100000005000 0100000050000016   
0601BLB1+       20090101000310100000005000 0100000050000016   
0601BLB1+       20090101000315100000005000 0100000050000016   
0601BLB1+       20090101000320100000005000 0100000050000016   
0601BLB1+       20090101000325100000005000 0100000050000015   
0601BLB1+       20090101000330100000005000 0100000050000015   
0601BLB1+       20090101000335100000005000 0100000060000018   
0601BLB1+       20090101000340100000005000 0100000060000018   
0601BLB1+       20090101000345100000005000 0100000060000017   
0601BLB1+       20090101000350100000005000 0100000060000017   
0601BLB1+       20090101000355100000005000 0100000060000017   
0601BLB1+       20090101000360100000005000 0100000060000017   
0601BLB1+       20090101000365100000005000 0100000060000016   
0601BLB1+       20090101000370100000005000 0100000060000016   
0601BLB1+       20090101000375100000005000 0100000070000019   
0601BLB1+       20090101000380100000005000 0100000070000018   
0601BLB1+       20090101000385100000005000 0100000070000018   
0601BLB1+       20090101000390100000005000 0100000070000018   
0601BLB1+       20090101000395100000005000 0100000070000018   
0601BLB1+       20090101000400100000005000 0100000070000017   
0601BLB1+       20090101000405100000005000 0100000070000017   
0601BLB1+       20090101000410100000005000 0100000080000019   
0601BLB1+       20090101000415100000005000 0100000080000019   
0601BLB1+       20090101000420100000005000 0100000080000019   
0601BLB1+       20090101000425100000005000 0100000080000019   
0601BLB1+       20090101000430100000005000 0100000080000018   
0601BLB1+       20090101000435100000005000 0100000100000023   
0601BLB1+       20090101000440100000005000 0100000110000025   
0601BLB1+       20090101000445100000005000 0100000120000027   
0601BLB1+       20090101000450100000005000 0100000120000027   
0601BLB1+       20090101000455100000005000 0100000130000028   
0601BLB1+       20090101000460100000005000 0100000130000028   
0601BLB1+       20090101000465100000005000 0100000140000030   
0601BLB1+       20090101000470100000005000 0100000140000030   
0601BLB1+       20090101000475100000005000 0100000150000031   
0601BLB1+       20090101000480100000005000 0100000150000031   
0601BLB1+       20090101000485100000005000 0100000160000033   
0601BLB1+       20090101000490100000005000 0100000160000032   
0601BLB1+       20090101000495100000005000 0100000170000034   
0601BLB1+       20090101000500100000005000 0100000180000036   
0601BLB1+       20090101000505100000005000 0100000180000035   
0601BLB1+       20090101000510100000005000 0100000230000045   
0601BLB1+       20090101000515100000005000 0100000290000056   
0601BLB1+       20090101000520100000005000 0100000350000067   
0601BLB1+       20090101000525100000005000 0100000410000078   
0601BLB1+       20090101000530100000005000 0100000470000088   
0601BLB1+       20090101000535100000005000 0100000530000099   
0601BLB1+       20090101000540100000005000 0100000590000109   
0601BLB1+       20090101000545100000005000 0100000650000119   
0601BLB1+       20090101000550100000005000 0100000710000129   
0601BLB1+       20090101000555100000005000 0100000770000138   
0601BLB1+       20090101000560100000005000 0100000840000149   
0601BLB1+       20090101000565100000005000 0100000900000159   
0601BLB1+       20090101000570100000005000 0100000970000169   
0601BLB1+       20090101000575100000005000 0100001030000178   
0601BLB1+       20090101000580100000005000 0100001100000189   
0601BLB1+       20090101000585100000005000 0100001170000199   
0601BLB1+       20090101000590100000005000 0100001240000209   
0601BLB1+       20090101000595100000005000 0100001310000219   
0601BLB1+       20090101000600100000005000 0100001370000227   
0601BLB1+       20090101000605100000005000 0100001440000237   
0601BLB1+       20090101000610100000005000 0100001520000248   
0601BLB1+       20090101000615100000005000 0100001590000257   
0601BLB1+       20090101000620100000005000 0100001660000267   
0601BLB1+       20090101000625100000005000 0100001730000276   
0601BLB1+       20090101000630100000005000 0100001810000286   
0601BLB1+       20090101000635100000005000 0100001890000296   
0601BLB1+       20090101000640100000005000 0100001970000307   
0601BLB1+       20090101000645100000005000 0100002050000317   
0601BLB1+       20090101000650100000005000 0100002130000326   
0601BLB1+       20090101000655100000005000 0100002210000336   
0601BLB1+       20090101000660100000005000 0100002290000346   
0601BLB1+       20090101000665100000005000 0100002370000355   
0601BLB1+       20090101000670100000005000 0100002450000364   
0601BLB1+       20090101000675100000005000 0100002540000375   
0601BLB1+       20090101000680100000005000 0100002620000384   
0601BLB1+       20090101000685100000005000 0100002700000393   
0601BLB1+       20090101000690100000005000 0100002790000403   
0601BLB1+       20090101000695100000005000 0100002880000413   
0601BLB1+       20090101000700100000005000 0100002970000423   
0601BLB1+       20090101000705100000005000 0100003060000433   
0601BLB1+       20090101000710100000005000 0100003150000442   
0601BLB1+       20090101000715100000005000 0100003240000452   
0601BLB1+       20090101000720100000005000 0100003330000461   
0601BLB1+       20090101000725100000005000 0100003420000470   
0601BLB1+       20090101000730100000005000 0100003520000481   
0601BLB1+       20090101000735100000005000 0100003610000489   
0601BLB1+       20090101000740100000005000 0100003700000498   
0601BLB1+       20090101000745100000005000 0100003800000508   
0601BLB1+       20090101000750100000005000 0100003890000517   
0601BLB1+       20090101000755100000005000 0100003990000527   
0601BLB1+       20090101000760100000005000 0100004090000536   
0601BLB1+       20090101000765100000005000 0100004180000545   
0601BLB1+       20090101000770100000005000 0100004280000554   
0601BLB1+       20090101000775100000005000 0100004380000563   
0601BLB1+       20090101000780100000005000 0100004470000571   
0601BLB1+       20090101000785100000005000 0100004570000580   
0601BLB1+       20090101000790100000005000 0100004670000589   
0601BLB1+       20090101000795100000005000 0100004770000598   
0601BLB1+       20090101000800100000005000 0100004870000607   
0601BLB1+       20090101000805100000005000 0100004970000615   
0601BLB1+       20090101000810100000005000 0100005070000624   
0601BLB1+       20090101000815100000005000 0100005170000632   
0601BLB1+       20090101000820100000005000 0100005270000641   
0601BLB1+       20090101000825100000005000 0100005370000649   
0601BLB1+       20090101000830100000005000 0100005480000658   
0601BLB1+       20090101000835100000005000 0100005580000666   
0601BLB1+       20090101000840100000005000 0100005680000674   
0601BLB1+       20090101000845100000005000 0100005790000683   
0601BLB1+       20090101000850100000005000 0100005890000691   
0601BLB1+       20090101000855100000005000 0100006000000700   
0601BLB1+       20090101000860100000005000 0100006110000708   
0601BLB1+       20090101000865100000005000 0100006220000717   
0601BLB1+       20090101000870100000005000 0100006330000726   
0601BLB1+       20090101000875100000005000 0100006440000734   
0601BLB1+       20090101000880100000005000 0100006550000742   
0601BLB1+       20090101000885100000005000 0100006670000752   
0601BLB1+       20090101000890100000005000 0100006780000760   
0601BLB1+       20090101000895100000005000 0100006890000768   
0601BLB1+       20090101000900100000005000 0100007000000776   
0601BLB1+       20090101000905100000005000 0100007120000785   
0601BLB1+       20090101000910100000005000 0100007230000792   
0601BLB1+       20090101000915100000005000 0100007340000800   
0601BLB1+       20090101000920100000005000 0100007460000809   
0601BLB1+       20090101000925100000005000 0100007570000816   
0601BLB1+       20090101000930100000005000 0100007690000825   
0601BLB1+       20090101000935100000005000 0100007800000832   
0601BLB1+       20090101000940100000005000 0100007910000839   
0601BLB1+       20090101000945100000005000 0100008030000847   
0601BLB1+       20090101000950100000005000 0100008150000856   
0601BLB1+       20090101000955100000005000 0100008260000863   
0601BLB1+       20090101000960100000005000 0100008380000871   
0601BLB1+       20090101000965100000005000 0100008490000878   
0601BLB1+       20090101000970100000005000 0100008610000885   
0601BLB1+       20090101000975100000005000 0100008720000892   
0601BLB1+       20090101000980100000005000 0100008840000900   
0601BLB1+       20090101000985100000005000 0100008960000907   
0601BLB1+       20090101000990100000005000 0100009080000915   
0601BLB1+       20090101000995100000005000 0100009200000922   
0601BLB1+       20090101001000100000005000 0100009320000930   
0601BLB1+       20090101001005100000005000 0100009440000937   
0601BLB1+       20090101001010100000005000 0100009560000944   
0601BLB1+       20090101001015100000005000 0100009680000951   
0601BLB1+       20090101001020100000005000 0100009810000959   
0601BLB1+       20090101001025100000005000 0100009930000966   
0601BLB1+       20090101001030100000005000 0100010050000973   
0601BLB1+       20090101001035100000005000 0100010170000980   
0601BLB1+       20090101001040100000005000 0100010290000987   
0601BLB1+       20090101001045100000005000 0100010420000995   
0601BLB1+       20090101001050100000005000 0100010540001001   
0601BLB1+       20090101001055100000005000 0100010670001009   
0601BLB1+       20090101001060100000005000 0100010800001016   
0601BLB1+       20090101001065100000005000 0100010920001023   
0601BLB1+       20090101001070100000005000 0100011050001030   
0601BLB1+       20090101001075100000005000 0100011180001038   
0601BLB1+       20090101001080100000005000 0100011310001045   
0601BLB1+       20090101001085100000005000 0100011440001052   
0601BLB1+       20090101001090100000005000 0100011560001058   
0601BLB1+       20090101001095100000005000 0100011690001065   
0601BLB1+       20090101001100100000005000 0100011820001072   
0601BLB1+       20090101001105100000005000 0100011950001079   
0601BLB1+       20090101001110100000005000 0100012080001086   
0601BLB1+       20090101001115100000005000 0100012220001094   
0601BLB1+       20090101001120100000005000 0100012350001100   
0601BLB1+       20090101001125100000005000 0100012490001108   
0601BLB1+       20090101001130100000005000 0100012620001114   
0601BLB1+       20090101001135100000005000 0100012750001121   
0601BLB1+       20090101001140100000005000 0100012890001128   
0601BLB1+       20090101001145100000005000 0100013020001135   
0601BLB1+       20090101001150100000005000 0100013160001142   
0601BLB1+       20090101001155100000005000 0100013290001148   
0601BLB1+       20090101001160100000005000 0100013430001155   
0601BLB1+       20090101001165100000005000 0100013560001161   
0601BLB1+       20090101001170100000005000 0100013700001168   
0601BLB1+       20090101001175100000005000 0100013830001175   
0601BLB1+       20090101001180100000005000 0100013970001181   
0601BLB1+       20090101001185100000005000 0100014110001188   
0601BLB1+       20090101001190100000005000 0100014240001194   
0601BLB1+       20090101001195100000005000 0100014380001201   
0601BLB1+       20090101001200100000005000 0100014510001207   
0601BLB1+       20090101001205100000005000 0100014650001213   
0601BLB1+       20090101001210100000005000 0100014790001220   
0601BLB1+       20090101001215100000005000 0100014930001226   
0601BLB1+       20090101001220100000005000 0100015070001233   
0601BLB1+       20090101001225100000005000 0100015220001240   
0601BLB1+       20090101001230100000005000 0100015360001246   
0601BLB1+       20090101001235100000005000 0100015500001253   
0601BLB1+       20090101001240100000005000 0100015640001259   
0601BLB1+       20090101001245100000005000 0100015780001265   
0601BLB1+       20090101001250100000005000 0100015930001272   
0601BLB1+       20090101001255100000005000 0100016070001278   
0601BLB1+       20090101001260100000005000 0100016210001284   
0601BLB1+       20090101001265100000005000 0100016350001290   
0601BLB1+       20090101001270100000005000 0100016500001297   
0601BLB1+       20090101001275100000005000 0100016640001303   
0601BLB1+       20090101001280100000005000 0100016780001308   
0601BLB1+       20090101001285100000005000 0100016920001314   
0601BLB1+       20090101001290100000005000 0100017070001321   
0601BLB1+       20090101001295100000005000 0100017220001327   
0601BLB1+       20090101001300100000005000 0100017360001333   
0601BLB1+       20090101001305100000005000 0100017520001340   
0601BLB1+       20090101001310100000005000 0100017660001346   
0601BLB1+       20090101001315100000005000 0100017810001352   
0601BLB1+       20090101001320100000005000 0100017960001358   
0601BLB1+       20090101001325100000005000 0100018110001364   
0601BLB1+       20090101001330100000005000 0100018260001370   
0601BLB1+       20090101001335100000005000 0100018410001376   
0601BLB1+       20090101001340100000005000 0100018550001382   
0601BLB1+       20090101001345100000005000 0100018710001388   
0601BLB1+       20090101001350100000005000 0100018860001394   
0601BLB1+       20090101001355100000005000 0100019000001400   
0601BLB1+       20090101001360100000005000 0100019160001406   
0601BLB1+       20090101001365100000005000 0100019310001412   
0601BLB1+       20090101001370100000005000 0100019470001419   
0601BLB1+       20090101001375100000005000 0100019620001424   
0601BLB1+       20090101001380100000005000 0100019780001431   
0601BLB1+       20090101001385100000005000 0100019940001437   
0601BLB1+       20090101001390100000005000 0100020090001443   
0601BLB1+       20090101001395100000005000 0100020240001448   
0601BLB1+       20090101001400100000005000 0100020400001455   
0601BLB1+       20090101001405100000005000 0100020550001460   
0601BLB1+       20090101001410100000005000 0100020710001466   
0601BLB1+       20090101001415100000005000 0100020880001473   
0601BLB1+       20090101001420100000005000 0100021030001478   
0601BLB1+       20090101001425100000005000 0100021200001485   
0601BLB1+       20090101001430100000005000 0100021360001491   
0601BLB1+       20090101001435100000005000 0100021510001496   
0601BLB1+       20090101001440100000005000 0100021680001503   
0601BLB1+       20090101001445100000005000 0100021840001509   
0601BLB1+       20090101001450100000005000 0100022010001515   
0601BLB1+       20090101001455100000005000 0100022180001522   
0601BLB1+       20090101001460100000005000 0100022340001528   
0601BLB1+       20090101001465100000005000 0100022510001534   
0601BLB1+       20090101001470100000005000 0100022690001541   
0601BLB1+       20090101001475100000005000 0100022860001547   
0601BLB1+       20090101001480100000005000 0100023040001554   
0601BLB1+       20090101001485100000005000 0100023210001560   
0601BLB1+       20090101001490100000005000 0100023380001566   
0601BLB1+       20090101001495100000005000 0100023560001573   
0601BLB1+       20090101001500100000005000 0100023740001580   
0601BLB1+       20090101001505100000005000 0100023910001586   
0601BLB1+       20090101001510100000005000 0100024090001593   
0601BLB1+       20090101001515100000005000 0100024260001599   
0601BLB1+       20090101001520100000005000 0100024450001606   
0601BLB1+       20090101001525100000005000 0100024620001612   
0601BLB1+       20090101001530100000005000 0100024790001618   
0601BLB1+       20090101001535100000005000 0100024970001624   
0601BLB1+       20090101001540100000005000 0100025150001630   
0601BLB1+       20090101001545100000005000 0100025320001636   
0601BLB1+       20090101001550100000005000 0100025500001643   
