00AI               20071204                                                                                   
0601AIA7+       20080101000420100000005000 0700000000000000   
0601AIA7+       20080101000425100000005000 0700000000000000   
0601AIA7+       20080101000430100000005000 0700000000000000   
0601AIA7+       20080101000435100000005000 0700000000000000   
0601AIA7+       20080101000440100000005000 0700000000000000   
0601AIA7+       20080101000445100000005000 0700000000000000   
0601AIA7+       20080101000450100000005000 0700000000000000   
0601AIA7+       20080101000455100000005000 0700000000000000   
0601AIA7+       20080101000460100000005000 0700000000000000   
0601AIA7+       20080101000465100000005000 0700000000000000   
0601AIA7+       20080101000470100000005000 0700000000000000   
0601AIA7+       20080101000475100000005000 0700000000000000   
0601AIA7+       20080101000480100000005000 0700000010000002   
0601AIA7+       20080101000485100000005000 0700000010000002   
0601AIA7+       20080101000490100000005000 0700000020000004   
0601AIA7+       20080101000495100000005000 0700000030000006   
0601AIA7+       20080101000500100000005000 0700000040000008   
0601AIA7+       20080101000505100000005000 0700000050000010   
0601AIA7+       20080101000510100000005000 0700000060000012   
0601AIA7+       20080101000515100000005000 0700000070000014   
0601AIA7+       20080101000520100000005000 0700000090000017   
0601AIA7+       20080101000525100000005000 0700000100000019   
0601AIA7+       20080101000530100000005000 0700000120000023   
0601AIA7+       20080101000535100000005000 0700000140000026   
0601AIA7+       20080101000540100000005000 0700000150000028   
0601AIA7+       20080101000545100000005000 0700000170000031   
0601AIA7+       20080101000550100000005000 0700000200000036   
0601AIA7+       20080101000555100000005000 0700000220000039   
0601AIA7+       20080101000560100000005000 0700000250000044   
0601AIA7+       20080101000565100000005000 0700000270000048   
0601AIA7+       20080101000570100000005000 0700000300000052   
0601AIA7+       20080101000575100000005000 0700000320000055   
0601AIA7+       20080101000580100000005000 0700000350000060   
0601AIA7+       20080101000585100000005000 0700000380000065   
0601AIA7+       20080101000590100000005000 0700000420000071   
0601AIA7+       20080101000595100000005000 0700000450000075   
0601AIA7+       20080101000600100000005000 0700000480000080   
0601AIA7+       20080101000605100000005000 0700000510000084   
0601AIA7+       20080101000610100000005000 0700000550000090   
0601AIA7+       20080101000615100000005000 0700000590000096   
0601AIA7+       20080101000620100000005000 0700000630000101   
0601AIA7+       20080101000625100000005000 0700000670000107   
0601AIA7+       20080101000630100000005000 0700000740000117   
0601AIA7+       20080101000635100000005000 0700000780000122   
0601AIA7+       20080101000640100000005000 0700000830000129   
0601AIA7+       20080101000645100000005000 0700000870000134   
0601AIA7+       20080101000650100000005000 0700000930000143   
0601AIA7+       20080101000655100000005000 0700000980000149   
0601AIA7+       20080101000660100000005000 0700001030000155   
0601AIA7+       20080101000665100000005000 0700001090000163   
0601AIA7+       20080101000670100000005000 0700001130000168   
0601AIA7+       20080101000675100000005000 0700001190000176   
0601AIA7+       20080101000680100000005000 0700001240000182   
0601AIA7+       20080101000685100000005000 0700001300000189   
0601AIA7+       20080101000690100000005000 0700001350000195   
0601AIA7+       20080101000695100000005000 0700001410000202   
0601AIA7+       20080101000700100000005000 0700001470000209   
0601AIA7+       20080101000705100000005000 0700001530000216   
0601AIA7+       20080101000710100000005000 0700001590000223   
0601AIA7+       20080101000715100000005000 0700001660000231   
0601AIA7+       20080101000720100000005000 0700001710000237   
0601AIA7+       20080101000725100000005000 0700001780000245   
0601AIA7+       20080101000730100000005000 0700001830000250   
0601AIA7+       20080101000735100000005000 0700001900000258   
0601AIA7+       20080101000740100000005000 0700001960000264   
0601AIA7+       20080101000745100000005000 0700002030000272   
0601AIA7+       20080101000750100000005000 0700002090000278   
0601AIA7+       20080101000755100000005000 0700002170000286   
0601AIA7+       20080101000760100000005000 0700002220000291   
0601AIA7+       20080101000765100000005000 0700002300000300   
0601AIA7+       20080101000770100000005000 0700002360000306   
0601AIA7+       20080101000775100000005000 0700002430000313   
0601AIA7+       20080101000780100000005000 0700002500000319   
0601AIA7+       20080101000785100000005000 0700002570000326   
0601AIA7+       20080101000790100000005000 0700002640000333   
0601AIA7+       20080101000795100000005000 0700002720000341   
0601AIA7+       20080101000800100000005000 0700002800000349   
0601AIA7+       20080101000805100000005000 0700002870000355   
0601AIA7+       20080101000810100000005000 0700002950000363   
0601AIA7+       20080101000815100000005000 0700003030000371   
0601AIA7+       20080101000820100000005000 0700003110000378   
0601AIA7+       20080101000825100000005000 0700003190000385   
0601AIA7+       20080101000830100000005000 0700003260000392   
0601AIA7+       20080101000835100000005000 0700003350000400   
0601AIA7+       20080101000840100000005000 0700003430000407   
0601AIA7+       20080101000845100000005000 0700003520000415   
0601AIA7+       20080101000850100000005000 0700003600000422   
0601AIA7+       20080101000855100000005000 0700003680000429   
0601AIA7+       20080101000860100000005000 0700003770000437   
0601AIA7+       20080101000865100000005000 0700003850000444   
0601AIA7+       20080101000870100000005000 0700003940000452   
0601AIA7+       20080101000875100000005000 0700004020000458   
0601AIA7+       20080101000880100000005000 0700004110000466   
0601AIA7+       20080101000885100000005000 0700004180000471   
0601AIA7+       20080101000890100000005000 0700004270000478   
0601AIA7+       20080101000895100000005000 0700004360000486   
0601AIA7+       20080101000900100000005000 0700004450000493   
0601AIA7+       20080101000905100000005000 0700004540000500   
0601AIA7+       20080101000910100000005000 0700004630000507   
0601AIA7+       20080101000915100000005000 0700004720000514   
0601AIA7+       20080101000920100000005000 0700004800000520   
0601AIA7+       20080101000925100000005000 0700004890000527   
0601AIA7+       20080101000930100000005000 0700004980000534   
0601AIA7+       20080101000935100000005000 0700005070000541   
0601AIA7+       20080101000940100000005000 0700005150000546   
0601AIA7+       20080101000945100000005000 0700005240000553   
0601AIA7+       20080101000950100000005000 0700005330000560   
0601AIA7+       20080101000955100000005000 0700005420000566   
0601AIA7+       20080101000960100000005000 0700005510000572   
0601AIA7+       20080101000965100000005000 0700005610000580   
0601AIA7+       20080101000970100000005000 0700005700000586   
0601AIA7+       20080101000975100000005000 0700005790000592   
0601AIA7+       20080101000980100000005000 0700005880000598   
0601AIA7+       20080101000985100000005000 0700005970000605   
0601AIA7+       20080101000990100000005000 0700006070000612   
0601AIA7+       20080101000995100000005000 0700006170000619   
0601AIA7+       20080101001000100000005000 0700006260000624   
0601AIA7+       20080101001005100000005000 0700006350000630   
0601AIA7+       20080101001010100000005000 0700006440000636   
0601AIA7+       20080101001015100000005000 0700006530000642   
0601AIA7+       20080101001020100000005000 0700006620000647   
0601AIA7+       20080101001025100000005000 0700006730000655   
0601AIA7+       20080101001030100000005000 0700006820000661   
0601AIA7+       20080101001035100000005000 0700006910000666   
0601AIA7+       20080101001040100000005000 0700007000000671   
0601AIA7+       20080101001045100000005000 0700007090000677   
0601AIA7+       20080101001050100000005000 0700007200000684   
0601AIA7+       20080101001055100000005000 0700007290000689   
0601AIA7+       20080101001060100000005000 0700007380000695   
0601AIA7+       20080101001065100000005000 0700007490000702   
0601AIA7+       20080101001070100000005000 0700007580000707   
0601AIA7+       20080101001075100000005000 0700007670000712   
0601AIA7+       20080101001080100000005000 0700007770000718   
0601AIA7+       20080101001085100000005000 0700007880000725   
0601AIA7+       20080101001090100000005000 0700007980000730   
0601AIA7+       20080101001095100000005000 0700008100000738   
0601AIA7+       20080101001100100000005000 0700008200000744   
0601AIA7+       20080101001105100000005000 0700008320000751   
0601AIA7+       20080101001110100000005000 0700008420000757   
0601AIA7+       20080101001115100000005000 0700008530000763   
0601AIA7+       20080101001120100000005000 0700008650000771   
0601AIA7+       20080101001125100000005000 0700008760000777   
0601AIA7+       20080101001130100000005000 0700008860000782   
0601AIA7+       20080101001135100000005000 0700008980000789   
0601AIA7+       20080101001140100000005000 0700009090000796   
0601AIA7+       20080101001145100000005000 0700009200000802   
0601AIA7+       20080101001150100000005000 0700009320000809   
0601AIA7+       20080101001155100000005000 0700009430000815   
0601AIA7+       20080101001160100000005000 0700009550000822   
0601AIA7+       20080101001165100000005000 0700009660000827   
0601AIA7+       20080101001170100000005000 0700009770000833   
0601AIA7+       20080101001175100000005000 0700009890000840   
0601AIA7+       20080101001180100000005000 0700010000000846   
0601AIA7+       20080101001185100000005000 0700010110000851   
0601AIA7+       20080101001190100000005000 0700010230000858   
0601AIA7+       20080101001195100000005000 0700010340000863   
0601AIA7+       20080101001200100000005000 0700010460000870   
0601AIA7+       20080101001205100000005000 0700010560000875   
0601AIA7+       20080101001210100000005000 0700010680000881   
0601AIA7+       20080101001215100000005000 0700010810000888   
0601AIA7+       20080101001220100000005000 0700010920000893   
0601AIA7+       20080101001225100000005000 0700011030000899   
0601AIA7+       20080101001230100000005000 0700011160000905   
0601AIA7+       20080101001235100000005000 0700011270000911   
0601AIA7+       20080101001240100000005000 0700011380000916   
0601AIA7+       20080101001245100000005000 0700011510000923   
0601AIA7+       20080101001250100000005000 0700011630000929   
0601AIA7+       20080101001255100000005000 0700011750000934   
0601AIA7+       20080101001260100000005000 0700011860000939   
0601AIA7+       20080101001265100000005000 0700011980000945   
0601AIA7+       20080101001270100000005000 0700012100000951   
0601AIA7+       20080101001275100000005000 0700012220000957   
0601AIA7+       20080101001280100000005000 0700012330000961   
0601AIA7+       20080101001285100000005000 0700012460000968   
0601AIA7+       20080101001290100000005000 0700012570000973   
0601AIA7+       20080101001295100000005000 0700012680000977   
0601AIA7+       20080101001300100000005000 0700012810000983   
0601AIA7+       20080101001305100000005000 0700012920000988   
0601AIA7+       20080101001310100000005000 0700013050000994   
0601AIA7+       20080101001315100000005000 0700013160000999   
0601AIA7+       20080101001320100000005000 0700013280001004   
0601AIA7+       20080101001325100000005000 0700013400001009   
0601AIA7+       20080101001330100000005000 0700013520001015   
0601AIA7+       20080101001335100000005000 0700013630001019   
0601AIA7+       20080101001340100000005000 0700013770001026   
0601AIA7+       20080101001345100000005000 0700013890001031   
0601AIA7+       20080101001350100000005000 0700014030001037   
0601AIA7+       20080101001355100000005000 0700014150001042   
0601AIA7+       20080101001360100000005000 0700014270001047   
0601AIA7+       20080101001365100000005000 0700014410001054   
0601AIA7+       20080101001370100000005000 0700014540001059   
0601AIA7+       20080101001375100000005000 0700014660001064   
0601AIA7+       20080101001380100000005000 0700014790001070   
0601AIA7+       20080101001385100000005000 0700014920001075   
0601AIA7+       20080101001390100000005000 0700015040001080   
0601AIA7+       20080101001395100000005000 0700015170001086   
0601AIA7+       20080101001400100000005000 0700015300001091   
0601AIA7+       20080101001405100000005000 0700015430001096   
0601AIA7+       20080101001410100000005000 0700015550001101   
0601AIA7+       20080101001415100000005000 0700015680001106   
0601AIA7+       20080101001420100000005000 0700015820001112   
0601AIA7+       20080101001425100000005000 0700015940001117   
0601AIA7+       20080101001430100000005000 0700016060001121   
0601AIA7+       20080101001435100000005000 0700016200001127   
0601AIA7+       20080101001440100000005000 0700016320001131   
0601AIA7+       20080101001445100000005000 0700016460001137   
0601AIA7+       20080101001450100000005000 0700016580001141   
0601AIA7+       20080101001455100000005000 0700016710001146   
0601AIA7+       20080101001460100000005000 0700016840001151   
0601AIA7+       20080101001465100000005000 0700016960001156   
0601AIA7+       20080101001470100000005000 0700017090001161   
0601AIA7+       20080101001475100000005000 0700017220001165   
0601AIA7+       20080101001480100000005000 0700017350001170   
0601AIA7+       20080101001485100000005000 0700017470001174   
0601AIA7+       20080101001490100000005000 0700017600001179   
0601AIA7+       20080101001495100000005000 0700017730001184   
0601AIA7+       20080101001500100000005000 0700017870001189   
0601AIA7+       20080101001505100000005000 0700017990001193   
0601AIA7+       20080101001510100000005000 0700018110001197   
0601AIA7+       20080101001515100000005000 0700018250001203   
0601AIA7+       20080101001520100000005000 0700018370001207   
0601AIA7+       20080101001525100000005000 0700018490001210   
0601AIA7+       20080101001530100000005000 0700018630001216   
0601AIA7+       20080101001535100000005000 0700018760001220   
0601AIA7+       20080101001540100000005000 0700018870001223   
0601AIA7+       20080101001545100000005000 0700019010001228   
0601AIA7+       20080101001550100000005000 0700019140001233   
0601AIA7+       20080101001555100000005000 0700019270001237   
0601AIA7+       20080101001560100000005000 0700019390001241   
0601AIA7+       20080101001565100000005000 0700019520001245   
0601AIA7+       20080101001570100000005000 0700019650001250   
0601AIA7+       20080101001575100000005000 0700019780001254   
0601AIA7+       20080101001580100000005000 0700019900001258   
0601AIA7+       20080101001585100000005000 0700020030001262   
0601AIA7+       20080101001590100000005000 0700020170001267   
0601AIA7+       20080101001595100000005000 0700020320001272   
0601AIA7+       20080101001600100000005000 0700020450001276   
0601AIA7+       20080101001605100000005000 0700020580001280   
0601AIA7+       20080101001610100000005000 0700020730001286   
0601AIA7+       20080101001615100000005000 0700020860001290   
0601AIA7+       20080101001620100000005000 0700020990001294   
0601AIA7+       20080101001625100000005000 0700021140001299   
0601AIA7+       20080101001630100000005000 0700021280001304   
0601AIA7+       20080101001635100000005000 0700021400001307   
0601AIA7+       20080101001640100000005000 0700021550001312   
0601AIA7+       20080101001645100000005000 0700021690001317   
0601AIA7+       20080101001650100000005000 0700021830001321   
0601AIA7+       20080101001655100000005000 0700021960001325   
0601AIA7+       20080101001660100000005000 0700022100001329   
0601AIA7+       20080101001665100000005000 0700022240001334   
0601AIA7+       20080101001670100000005000 0700022380001338   
0601AIA7+       20080101001675100000005000 0700022510001342   
0601AIA7+       20080101001680100000005000 0700022650001346   
0601AIA7+       20080101001685100000005000 0700022790001351   
0601AIA7+       20080101001690100000005000 0700022920001354   
0601AIA7+       20080101001695100000005000 0700023060001358   
0601AIA7+       20080101001700100000100000 0700024510001401   
0601AIA7+       20080101001800100000100000 0700027250001473   
0601AIA7+       20080101001900100000100000 0700029950001536   
0601AIA7+       20080101002000100000100000 0700032800001600   
0601AIA7+       20080101002100100000100000 0700035660001659   
0601AIA7+       20080101002200100000100000 0700038510001712   
0601AIA7+       20080101002300100000100000 0700041360001760   
0601AIA7+       20080101002400100000100000 0700044160001802   
0601AIA7+       20080101002500100000100000 0700046900001839   
0601AIA7+       20080101002600100000100000 0700049660001874   
0601AIA7+       20080101002700100000100000 0700052420001906   
0601AIA7+       20080101002800100000100000 0700055170001936   
0601AIA7+       20080101002900100000100000 0700057930001964   
0601AIA7+       20080101003000100000100000 0700060690001990   
0601AIA7+       20080101003100100000100000 0700063430002014   
0601AIA7+       20080101003200100000100000 0700066190002037   
0601AIA7+       20080101003300100000100000 0700068950002058   
0601AIA7+       20080101003400100000100000 0700071700002078   
0601AIA7+       20080101003500100000100000 0700074460002097   
0601AIA7+       20080101003600100000100000 0700077220002116   
0601AIA7+       20080101003700100000100000 0700079970002133   
0601AIA7+       20080101003800100000100000 0700082720002149   
0601AIA7+       20080101003900100000100000 0700085480002164   
0601AIA7+       20080101004000100000100000 0700088240002179   
0601AIA7+       20080101004100100000100000 0700090980002192   
0601AIA7+       20080101004200100000100000 0700093750002206   
0601AIA7+       20080101004300100000100000 0700096500002218   
0601AIA7+       20080101004400100000100000 0700099250002230   
0601AIA7+       20080101004500100000100000 0700102010002242   
0601AIA7+       20080101004600100000100000 0700104770002253   
0601AIA7+       20080101004700100000100000 0700107510002263   
0601AIA7+       20080101004800100000100000 0700110280002274   
0601AIA7+       20080101004900100000100000 0700113030002283   
0601AIA7+       20080101005000100000100000 0700115780002293   
0601AIA7+       20080101005100100000100000 0700118540002302   
0601AIA7+       20080101005200100000100000 0700121300002310   
0601AIA7+       20080101005300100000100000 0700124040002319   
0601AIA7+       20080101005400100000100000 0700126800002327   
0601AIA7+       20080101005500100000100000 0700129560002334   
0601AIA7+       20080101005600100000100000 0700132310002342   
0601AIA7+       20080101005700100000100000 0700135070002349   
0601AIA7+       20080101005800100000100000 0700137830002356   
0601AIA7+       20080101005900100000100000 0700140570002363   
0601AIA7+       20080101006000100000100000 0700143330002369   
0601AIA7+       20080101006100100000100000 0700146090002375   
0601AIA7+       20080101006200100000100000 0700148850002382   
0601AIA7+       20080101006300100000100000 0700151600002387   
0601AIA7+       20080101006400100000100000 0700154360002393   
0601AIA7+       20080101006500100000100000 0700157120002399   
0601AIA7+       20080101006600100000100000 0700159790002403   
0601AIA7+       20080101006700100000100000 0700162400002406   
0601AIA7+       20080101006800100000100000 0700165000002409   
0601AIA7+       20080101006900100000100000 0700167600002412   
0601AIA7+       20080101007000100000100000 0700170200002414   
0601AIA7+       20080101007100100000100000 0700172810002417   
0601AIA7+       20080101007200100000100000 0700175410002419   
0601AIA7+       20080101007300100000100000 0700178010002422   
0601AIA7+       20080101007400100000100000 0700180620002424   
0601AIA7+       20080101007500100000100000 0700183220002427   
0601AIA7+       20080101007600100000100000 0700185820002429   
0601AIA7+       20080101007700100000100000 0700188430002431   
0601AIA7+       20080101007800100000100000 0700191020002433   
0601AIA7+       20080101007900100000100000 0700193630002436   
0601AIA7+       20080101008000100000100000 0700196240002438   
0601AIA7+       20080101008100100000100000 0700198830002440   
0601AIA7+       20080101008200100000100000 0700201440002442   
0601AIA7+       20080101008300100000100000 0700204050002444   
0601AIA7+       20080101008400100000100000 0700206640002445   
0601AIA7+       20080101008500100000100000 0700209250002447   
0601AIA7+       20080101008600100000100000 0700211860002449   
0601AIA7+       20080101008700100000100000 0700214460002451   
0601AIA7+       20080101008800100000100000 0700217050002453   
0601AIA7+       20080101008900100000100000 0700219660002454   
0601AIA7+       20080101009000100000100000 0700222270002456   
0601AIA7+       20080101009100100000100000 0700224860002457   
0601AIA7+       20080101009200100000100000 0700227470002459   
0601AIA7+       20080101009300100000100000 0700230080002461   
0601AIA7+       20080101009400100000100000 0700232670002462   
0601AIA7+       20080101009500100000100000 0700235280002464   
0601AIA7+       20080101009600100000100000 0700237890002465   
0601AIA7+       20080101009700100000100000 0700240480002466   
0601AIA7+       20080101009800100000100000 0700243090002468   
0601AIA7+       20080101009900100000100000 0700245690002469   
0601AIA7+       20080101010000100000100000 0700248290002471   
0601AIA7+       20080101010100100000100000 0700250900002472   
0601AIA7+       20080101010200100000100000 0700253500002473   
0601AIA7+       20080101010300100000100000 0700256100002474   
0601AIA7+       20080101010400100000100000 0700258710002476   
0601AIA7+       20080101010500100000100000 0700261310002477   
0601AIA7+       20080101010600100000100000 0700263910002478   
0601AIA7+       20080101010700100000100000 0700266520002479   
0601AIA7+       20080101010800100000100000 0700269120002480   
0601AIA7+       20080101010900100000100000 0700271710002481   
0601AIA7+       20080101011000100000100000 0700274320002483   
0601AIA7+       20080101011100100000100000 0700276930002484   
0601AIA7+       20080101011200100000100000 0700279540002485   
0601AIA7+       20080101011300100000100000 0700282130002486   
0601AIA7+       20080101011400100000100000 0700284740002487   
0601AIA7+       20080101011500100000100000 0700287350002488   
0601AIA7+       20080101011600100000100000 0700289940002489   
0601AIA7+       20080101011700100000100000 0700292540002490   
0601AIA7+       20080101011800100000100000 0700295150002491   
0601AIA7+       20080101011900100000100000 0700297750002492   
0601AIA7+       20080101012000100000100000 0700300350002493   
0601AIA7+       20080101012100100000100000 0700302960002493   
0601AIA7+       20080101012200100000100000 0700305560002494   
0601AIA7+       20080101012300100000100000 0700308160002495   
0601AIA7+       20080101012400100000100000 0700310770002496   
0601AIA7+       20080101012500100000100000 0700313370002497   
0601AIA7+       20080101012600100000100000 0700315970002498   
0601AIA7+       20080101012700100000100000 0700318580002499   
0601AIA8+       20080101000000100000020000 0800000000000000   
0601AIA8+       20080101000020100000005000 0800000000000000   
0601AIA8+       20080101000025100000005000 0800000000000000   
0601AIA8+       20080101000030100000005000 0800000000000000   
0601AIA8+       20080101000035100000005000 0800000000000000   
0601AIA8+       20080101000040100000005000 0800000000000000   
0601AIA8+       20080101000045100000005000 0800000000000000   
0601AIA8+       20080101000050100000005000 0800000000000000   
0601AIA8+       20080101000055100000005000 0800000000000000   
0601AIA8+       20080101000060100000005000 0800000000000000   
0601AIA8+       20080101000065100000005000 0800000000000000   
0601AIA8+       20080101000070100000005000 0800000000000000   
0601AIA8+       20080101000075100000005000 0800000000000000   
0601AIA8+       20080101000080100000005000 0800000000000000   
0601AIA8+       20080101000085100000005000 0800000000000000   
0601AIA8+       20080101000090100000005000 0800000000000000   
0601AIA8+       20080101000095100000005000 0800000000000000   
0601AIA8+       20080101000100100000005000 0800000000000000   
0601AIA8+       20080101000105100000005000 0800000000000000   
0601AIA8+       20080101000110100000005000 0800000000000000   
0601AIA8+       20080101000115100000005000 0800000000000000   
0601AIA8+       20080101000120100000005000 0800000000000000   
0601AIA8+       20080101000125100000005000 0800000000000000   
0601AIA8+       20080101000130100000005000 0800000000000000   
0601AIA8+       20080101000135100000005000 0800000000000000   
0601AIA8+       20080101000140100000005000 0800000000000000   
0601AIA8+       20080101000145100000005000 0800000000000000   
0601AIA8+       20080101000150100000005000 0800000000000000   
0601AIA8+       20080101000155100000005000 0800000000000000   
0601AIA8+       20080101000160100000005000 0800000000000000   
0601AIA8+       20080101000165100000005000 0800000000000000   
0601AIA8+       20080101000170100000005000 0800000000000000   
0601AIA8+       20080101000175100000005000 0800000000000000   
0601AIA8+       20080101000180100000005000 0800000000000000   
0601AIA8+       20080101000185100000005000 0800000000000000   
0601AIA8+       20080101000190100000005000 0800000000000000   
0601AIA8+       20080101000195100000005000 0800000000000000   
0601AIA8+       20080101000200100000005000 0800000000000000   
0601AIA8+       20080101000205100000005000 0800000000000000   
0601AIA8+       20080101000210100000005000 0800000000000000   
0601AIA8+       20080101000215100000005000 0800000000000000   
0601AIA8+       20080101000220100000005000 0800000000000000   
0601AIA8+       20080101000225100000005000 0800000000000000   
0601AIA8+       20080101000230100000005000 0800000000000000   
0601AIA8+       20080101000235100000005000 0800000000000000   
0601AIA8+       20080101000240100000005000 0800000000000000   
0601AIA8+       20080101000245100000005000 0800000000000000   
0601AIA8+       20080101000250100000005000 0800000000000000   
0601AIA8+       20080101000255100000005000 0800000000000000   
0601AIA8+       20080101000260100000005000 0800000000000000   
0601AIA8+       20080101000265100000005000 0800000000000000   
0601AIA8+       20080101000270100000005000 0800000000000000   
0601AIA8+       20080101000275100000005000 0800000000000000   
0601AIA8+       20080101000280100000005000 0800000000000000   
0601AIA8+       20080101000285100000005000 0800000000000000   
0601AIA8+       20080101000290100000005000 0800000000000000   
0601AIA8+       20080101000295100000005000 0800000000000000   
0601AIA8+       20080101000300100000005000 0800000000000000   
0601AIA8+       20080101000305100000005000 0800000000000000   
0601AIA8+       20080101000310100000005000 0800000000000000   
0601AIA8+       20080101000315100000005000 0800000000000000   
0601AIA8+       20080101000320100000005000 0800000000000000   
0601AIA8+       20080101000325100000005000 0800000000000000   
0601AIA8+       20080101000330100000005000 0800000000000000   
0601AIA8+       20080101000335100000005000 0800000000000000   
0601AIA8+       20080101000340100000005000 0800000000000000   
0601AIA8+       20080101000345100000005000 0800000000000000   
0601AIA8+       20080101000350100000005000 0800000000000000   
0601AIA8+       20080101000355100000005000 0800000000000000   
0601AIA8+       20080101000360100000005000 0800000000000000   
0601AIA8+       20080101000365100000005000 0800000000000000   
0601AIA8+       20080101000370100000005000 0800000000000000   
0601AIA8+       20080101000375100000005000 0800000000000000   
0601AIA8+       20080101000380100000005000 0800000000000000   
0601AIA8+       20080101000385100000005000 0800000000000000   
0601AIA8+       20080101000390100000005000 0800000000000000   
0601AIA8+       20080101000395100000005000 0800000000000000   
0601AIA8+       20080101000400100000005000 0800000000000000   
0601AIA8+       20080101000405100000005000 0800000000000000   
0601AIA8+       20080101000410100000005000 0800000000000000   
0601AIA8+       20080101000415100000005000 0800000000000000   
0601AIA8+       20080101000420100000005000 0800000000000000   
0601AIA8+       20080101000425100000005000 0800000000000000   
0601AIA8+       20080101000430100000005000 0800000000000000   
0601AIA8+       20080101000435100000005000 0800000000000000   
0601AIA8+       20080101000440100000005000 0800000000000000   
0601AIA8+       20080101000445100000005000 0800000000000000   
0601AIA8+       20080101000450100000005000 0800000000000000   
0601AIA8+       20080101000455100000005000 0800000000000000   
0601AIA8+       20080101000460100000005000 0800000000000000   
0601AIA8+       20080101000465100000005000 0800000000000000   
0601AIA8+       20080101000470100000005000 0800000000000000   
0601AIA8+       20080101000475100000005000 0800000000000000   
0601AIA8+       20080101000480100000005000 0800000000000000   
0601AIA8+       20080101000485100000005000 0800000000000000   
0601AIA8+       20080101000490100000005000 0800000000000000   
0601AIA8+       20080101000495100000005000 0800000000000000   
0601AIA8+       20080101000500100000005000 0800000000000000   
0601AIA8+       20080101000505100000005000 0800000000000000   
0601AIA8+       20080101000510100000005000 0800000000000000   
0601AIA8+       20080101000515100000005000 0800000000000000   
0601AIA8+       20080101000520100000005000 0800000000000000   
0601AIA8+       20080101000525100000005000 0800000000000000   
0601AIA8+       20080101000530100000005000 0800000000000000   
0601AIA8+       20080101000535100000005000 0800000000000000   
0601AIA8+       20080101000540100000005000 0800000000000000   
0601AIA8+       20080101000545100000005000 0800000000000000   
0601AIA8+       20080101000550100000005000 0800000000000000   
0601AIA8+       20080101000555100000005000 0800000010000002   
0601AIA8+       20080101000560100000005000 0800000020000004   
0601AIA8+       20080101000565100000005000 0800000030000005   
0601AIA8+       20080101000570100000005000 0800000040000007   
0601AIA8+       20080101000575100000005000 0800000040000007   
0601AIA8+       20080101000580100000005000 0800000050000009   
0601AIA8+       20080101000585100000005000 0800000070000012   
0601AIA8+       20080101000590100000005000 0800000080000014   
0601AIA8+       20080101000595100000005000 0800000100000017   
0601AIA8+       20080101000600100000005000 0800000110000018   
0601AIA8+       20080101000605100000005000 0800000130000021   
0601AIA8+       20080101000610100000005000 0800000150000024   
0601AIA8+       20080101000615100000005000 0800000160000026   
0601AIA8+       20080101000620100000005000 0800000190000031   
0601AIA8+       20080101000625100000005000 0800000210000033   
0601AIA8+       20080101000630100000005000 0800000240000038   
0601AIA8+       20080101000635100000005000 0800000260000041   
0601AIA8+       20080101000640100000005000 0800000290000045   
0601AIA8+       20080101000645100000005000 0800000310000048   
0601AIA8+       20080101000650100000005000 0800000340000052   
0601AIA8+       20080101000655100000005000 0800000370000056   
0601AIA8+       20080101000660100000005000 0800000400000060   
0601AIA8+       20080101000665100000005000 0800000430000064   
0601AIA8+       20080101000670100000005000 0800000460000068   
0601AIA8+       20080101000675100000005000 0800000500000074   
0601AIA8+       20080101000680100000005000 0800000530000078   
0601AIA8+       20080101000685100000005000 0800000570000083   
0601AIA8+       20080101000690100000005000 0800000630000091   
0601AIA8+       20080101000695100000005000 0800000680000097   
0601AIA8+       20080101000700100000005000 0800000720000102   
0601AIA8+       20080101000705100000005000 0800000760000107   
0601AIA8+       20080101000710100000005000 0800000810000114   
0601AIA8+       20080101000715100000005000 0800000850000118   
0601AIA8+       20080101000720100000005000 0800000910000126   
0601AIA8+       20080101000725100000005000 0800000950000131   
0601AIA8+       20080101000730100000005000 0800001010000138   
0601AIA8+       20080101000735100000005000 0800001060000144   
0601AIA8+       20080101000740100000005000 0800001120000151   
0601AIA8+       20080101000745100000005000 0800001160000155   
0601AIA8+       20080101000750100000005000 0800001220000162   
0601AIA8+       20080101000755100000005000 0800001270000168   
0601AIA8+       20080101000760100000005000 0800001320000173   
0601AIA8+       20080101000765100000005000 0800001380000180   
0601AIA8+       20080101000770100000005000 0800001450000188   
0601AIA8+       20080101000775100000005000 0800001500000193   
0601AIA8+       20080101000780100000005000 0800001570000201   
0601AIA8+       20080101000785100000005000 0800001620000206   
0601AIA8+       20080101000790100000005000 0800001690000213   
0601AIA8+       20080101000795100000005000 0800001760000221   
0601AIA8+       20080101000800100000005000 0800001830000228   
0601AIA8+       20080101000805100000005000 0800001900000235   
0601AIA8+       20080101000810100000005000 0800001970000242   
0601AIA8+       20080101000815100000005000 0800002040000250   
0601AIA8+       20080101000820100000005000 0800002110000257   
0601AIA8+       20080101000825100000005000 0800002190000265   
0601AIA8+       20080101000830100000005000 0800002240000269   
0601AIA8+       20080101000835100000005000 0800002320000277   
0601AIA8+       20080101000840100000005000 0800002390000284   
0601AIA8+       20080101000845100000005000 0800002460000290   
0601AIA8+       20080101000850100000005000 0800002540000298   
0601AIA8+       20080101000855100000005000 0800002620000306   
0601AIA8+       20080101000860100000005000 0800002690000312   
