00AI               20071204                                                                                   
0601AIB8d       20080101001445100000005000 0800009810000678   
0601AIB8d       20080101001450100000005000 0800009900000682   
0601AIB8d       20080101001455100000005000 0800010000000686   
0601AIB8d       20080101001460100000005000 0800010110000691   
0601AIB8d       20080101001465100000005000 0800010200000695   
0601AIB8d       20080101001470100000005000 0800010290000699   
0601AIB8d       20080101001475100000005000 0800010400000704   
0601AIB8d       20080101001480100000005000 0800010500000708   
0601AIB8d       20080101001485100000005000 0800010590000712   
0601AIB8d       20080101001490100000005000 0800010700000717   
0601AIB8d       20080101001495100000005000 0800010800000721   
0601AIB8d       20080101001500100000005000 0800010910000726   
0601AIB8d       20080101001505100000005000 0800011010000730   
0601AIB8d       20080101001510100000005000 0800011110000735   
0601AIB8d       20080101001515100000005000 0800011220000739   
0601AIB8d       20080101001520100000005000 0800011320000744   
0601AIB8d       20080101001525100000005000 0800011420000748   
0601AIB8d       20080101001530100000005000 0800011530000752   
0601AIB8d       20080101001535100000005000 0800011630000756   
0601AIB8d       20080101001540100000005000 0800011720000760   
0601AIB8d       20080101001545100000005000 0800011830000764   
0601AIB8d       20080101001550100000005000 0800011930000768   
0601AIB8d       20080101001555100000005000 0800012040000773   
0601AIB8d       20080101001560100000005000 0800012140000777   
0601AIB8d       20080101001565100000005000 0800012240000781   
0601AIB8d       20080101001570100000005000 0800012350000785   
0601AIB8d       20080101001575100000005000 0800012460000790   
0601AIB8d       20080101001580100000005000 0800012560000794   
0601AIB8d       20080101001585100000005000 0800012670000798   
0601AIB8d       20080101001590100000005000 0800012780000803   
0601AIB8d       20080101001595100000005000 0800012890000807   
0601AIB8d       20080101001600100000005000 0800012990000811   
0601AIB8d       20080101001605100000005000 0800013100000815   
0601AIB8d       20080101001610100000005000 0800013210000819   
0601AIB8d       20080101001615100000005000 0800013310000823   
0601AIB8d       20080101001620100000005000 0800013420000827   
0601AIB8d       20080101001625100000005000 0800013530000831   
0601AIB8d       20080101001630100000005000 0800013640000836   
0601AIB8d       20080101001635100000005000 0800013740000839   
0601AIB8d       20080101001640100000005000 0800013850000843   
0601AIB8d       20080101001645100000005000 0800013960000847   
0601AIB8d       20080101001650100000005000 0800014070000851   
0601AIB8d       20080101001655100000005000 0800014180000856   
0601AIB8d       20080101001660100000005000 0800014290000860   
0601AIB8d       20080101001665100000005000 0800014410000864   
0601AIB8d       20080101001670100000005000 0800014520000868   
0601AIB8d       20080101001675100000005000 0800014620000872   
0601AIB8d       20080101001680100000005000 0800014740000876   
0601AIB8d       20080101001685100000005000 0800014850000880   
0601AIB8d       20080101001690100000005000 0800014960000884   
0601AIB8d       20080101001695100000005000 0800015070000888   
0601AIB8d       20080101001700100000100000 0800016280000930   
0601AIB8d       20080101001800100000100000 0800018840001018   
0601AIB8d       20080101001900100000100000 0800021510001103   
0601AIB8d       20080101002000100000100000 0800024260001183   
0601AIB8d       20080101002100100000100000 0800027040001258   
0601AIB8d       20080101002200100000100000 0800029800001324   
0601AIB8d       20080101002300100000100000 0800032580001386   
0601AIB8d       20080101002400100000100000 0800035350001443   
0601AIB8d       20080101002500100000100000 0800038120001495   
0601AIB8d       20080101002600100000100000 0800040890001543   
0601AIB8d       20080101002700100000100000 0800043670001588   
0601AIB8d       20080101002800100000100000 0800046440001629   
0601AIB8d       20080101002900100000100000 0800049210001668   
0601AIB8d       20080101003000100000100000 0800051990001705   
0601AIB8d       20080101003100100000100000 0800054760001738   
0601AIB8d       20080101003200100000100000 0800057500001769   
0601AIB8d       20080101003300100000100000 0800060190001797   
0601AIB8d       20080101003400100000100000 0800062860001822   
0601AIB8d       20080101003500100000100000 0800065550001846   
0601AIB8d       20080101003600100000100000 0800068240001870   
0601AIB8d       20080101003700100000100000 0800070920001891   
0601AIB8d       20080101003800100000100000 0800073600001912   
0601AIB8d       20080101003900100000100000 0800076290001931   
0601AIB8d       20080101004000100000100000 0800078970001950   
0601AIB8d       20080101004100100000100000 0800081650001967   
0601AIB8d       20080101004200100000100000 0800084340001984   
0601AIB8d       20080101004300100000100000 0800087000002000   
0601AIB8d       20080101004400100000100000 0800089590002013   
0601AIB8d       20080101004500100000100000 0800092190002026   
0601AIB8d       20080101004600100000100000 0800094780002038   
0601AIB8d       20080101004700100000100000 0800097370002050   
0601AIB8d       20080101004800100000100000 0800099970002061   
0601AIB8d       20080101004900100000100000 0800102570002072   
0601AIB8d       20080101005000100000100000 0800105150002082   
0601AIB8d       20080101005100100000100000 0800107750002092   
0601AIB8d       20080101005200100000100000 0800110350002102   
0601AIB8d       20080101005300100000100000 0800112930002111   
0601AIB8d       20080101005400100000100000 0800115530002120   
0601AIB8d       20080101005500100000100000 0800118130002128   
0601AIB8d       20080101005600100000100000 0800120720002137   
0601AIB8d       20080101005700100000100000 0800123310002145   
0601AIB8d       20080101005800100000100000 0800125910002152   
0601AIB8d       20080101005900100000100000 0800128500002160   
0601AIB8d       20080101006000100000100000 0800131100002167   
0601AIB8d       20080101006100100000100000 0800133690002174   
0601AIB8d       20080101006200100000100000 0800136290002181   
0601AIB8d       20080101006300100000100000 0800138880002187   
0601AIB8d       20080101006400100000100000 0800141470002193   
0601AIB8d       20080101006500100000100000 0800144070002200   
0601AIB8d       20080101006600100000100000 0800146660002205   
0601AIB8d       20080101006700100000100000 0800149260002211   
0601AIB8d       20080101006800100000100000 0800151860002217   
0601AIB8d       20080101006900100000100000 0800154440002222   
0601AIB8d       20080101007000100000100000 0800157040002228   
0601AIB8d       20080101007100100000100000 0800159640002233   
0601AIB8d       20080101007200100000100000 0800162220002238   
0601AIB8d       20080101007300100000100000 0800164820002242   
0601AIB8d       20080101007400100000100000 0800167420002247   
0601AIB8d       20080101007500100000100000 0800170000002252   
0601AIB8d       20080101007600100000100000 0800172600002256   
0601AIB8d       20080101007700100000100000 0800175200002261   
0601AIB8d       20080101007800100000100000 0800177790002265   
0601AIB8d       20080101007900100000100000 0800180280002268   
0601AIB8d       20080101008000100000100000 0800182750002270   
0601AIB8d       20080101008100100000100000 0800185200002272   
0601AIB8d       20080101008200100000100000 0800187660002275   
0601AIB8d       20080101008300100000100000 0800190120002277   
0601AIB8d       20080101008400100000100000 0800192580002279   
0601AIB8d       20080101008500100000100000 0800195040002281   
0601AIB8d       20080101008600100000100000 0800197500002283   
0601AIB8d       20080101008700100000100000 0800199970002285   
0601AIB8d       20080101008800100000100000 0800202420002287   
0601AIB8d       20080101008900100000100000 0800204880002289   
0601AIB8d       20080101009000100000100000 0800207340002291   
0601AIB8d       20080101009100100000100000 0800209800002293   
0601AIB8d       20080101009200100000100000 0800212260002295   
0601AIB8d       20080101009300100000100000 0800214720002296   
0601AIB8d       20080101009400100000100000 0800217180002298   
0601AIB8d       20080101009500100000100000 0800219640002300   
0601AIB8d       20080101009600100000100000 0800222100002302   
0601AIB8d       20080101009700100000100000 0800224560002303   
0601AIB8d       20080101009800100000100000 0800227020002305   
0601AIB8d       20080101009900100000100000 0800229480002306   
0601AIB8d       20080101010000100000100000 0800231930002308   
0601AIB8d       20080101010100100000100000 0800234400002309   
0601AIB8d       20080101010200100000100000 0800236860002311   
0601AIB8d       20080101010300100000100000 0800239310002312   
0601AIB8d       20080101010400100000100000 0800241780002314   
0601AIB8d       20080101010500100000100000 0800244240002315   
0601AIB8d       20080101010600100000100000 0800246690002316   
0601AIB8d       20080101010700100000100000 0800249160002318   
0601AIB8d       20080101010800100000100000 0800251620002319   
0601AIB8d       20080101010900100000100000 0800254070002320   
0601AIB8d       20080101011000100000100000 0800256540002322   
0601AIB8d       20080101011100100000100000 0800259000002323   
0601AIB8d       20080101011200100000100000 0800261460002324   
0601AIB8d       20080101011300100000100000 0800263920002325   
0601AIB8d       20080101011400100000100000 0800266380002326   
0601AIB8d       20080101011500100000100000 0800268840002328   
0601AIB8d       20080101011600100000100000 0800271300002329   
0601AIB8d       20080101011700100000100000 0800273760002330   
0601AIB8d       20080101011800100000100000 0800276220002331   
0601AIB8d       20080101011900100000100000 0800278670002332   
0601AIB8d       20080101012000100000100000 0800281140002333   
0601AIB8d       20080101012100100000100000 0800283600002334   
0601AIB8d       20080101012200100000100000 0800286050002335   
0601AIB8d       20080101012300100000100000 0800288520002336   
0601AIB8d       20080101012400100000100000 0800290980002337   
0601AIB8d       20080101012500100000100000 0800293430002338   
0601AIB8d       20080101012600100000100000 0800295890002339   
0601AIB8d       20080101012700100000100000 0800298360002340   
0601AIB9d       20080101000000100000020000 0900000000000000   
0601AIB9d       20080101000020100000005000 0900000000000000   
0601AIB9d       20080101000025100000005000 0900000000000000   
0601AIB9d       20080101000030100000005000 0900000000000000   
0601AIB9d       20080101000035100000005000 0900000000000000   
0601AIB9d       20080101000040100000005000 0900000000000000   
0601AIB9d       20080101000045100000005000 0900000000000000   
0601AIB9d       20080101000050100000005000 0900000000000000   
0601AIB9d       20080101000055100000005000 0900000000000000   
0601AIB9d       20080101000060100000005000 0900000000000000   
0601AIB9d       20080101000065100000005000 0900000000000000   
0601AIB9d       20080101000070100000005000 0900000000000000   
0601AIB9d       20080101000075100000005000 0900000000000000   
0601AIB9d       20080101000080100000005000 0900000000000000   
0601AIB9d       20080101000085100000005000 0900000000000000   
0601AIB9d       20080101000090100000005000 0900000000000000   
0601AIB9d       20080101000095100000005000 0900000000000000   
0601AIB9d       20080101000100100000005000 0900000000000000   
0601AIB9d       20080101000105100000005000 0900000000000000   
0601AIB9d       20080101000110100000005000 0900000000000000   
0601AIB9d       20080101000115100000005000 0900000000000000   
0601AIB9d       20080101000120100000005000 0900000000000000   
0601AIB9d       20080101000125100000005000 0900000000000000   
0601AIB9d       20080101000130100000005000 0900000000000000   
0601AIB9d       20080101000135100000005000 0900000000000000   
0601AIB9d       20080101000140100000005000 0900000000000000   
0601AIB9d       20080101000145100000005000 0900000000000000   
0601AIB9d       20080101000150100000005000 0900000000000000   
0601AIB9d       20080101000155100000005000 0900000000000000   
0601AIB9d       20080101000160100000005000 0900000000000000   
0601AIB9d       20080101000165100000005000 0900000000000000   
0601AIB9d       20080101000170100000005000 0900000000000000   
0601AIB9d       20080101000175100000005000 0900000000000000   
0601AIB9d       20080101000180100000005000 0900000000000000   
0601AIB9d       20080101000185100000005000 0900000000000000   
0601AIB9d       20080101000190100000005000 0900000000000000   
0601AIB9d       20080101000195100000005000 0900000000000000   
0601AIB9d       20080101000200100000005000 0900000000000000   
0601AIB9d       20080101000205100000005000 0900000000000000   
0601AIB9d       20080101000210100000005000 0900000000000000   
0601AIB9d       20080101000215100000005000 0900000000000000   
0601AIB9d       20080101000220100000005000 0900000000000000   
0601AIB9d       20080101000225100000005000 0900000000000000   
0601AIB9d       20080101000230100000005000 0900000000000000   
0601AIB9d       20080101000235100000005000 0900000000000000   
0601AIB9d       20080101000240100000005000 0900000000000000   
0601AIB9d       20080101000245100000005000 0900000000000000   
0601AIB9d       20080101000250100000005000 0900000000000000   
0601AIB9d       20080101000255100000005000 0900000000000000   
0601AIB9d       20080101000260100000005000 0900000000000000   
0601AIB9d       20080101000265100000005000 0900000000000000   
0601AIB9d       20080101000270100000005000 0900000000000000   
0601AIB9d       20080101000275100000005000 0900000000000000   
0601AIB9d       20080101000280100000005000 0900000000000000   
0601AIB9d       20080101000285100000005000 0900000000000000   
0601AIB9d       20080101000290100000005000 0900000000000000   
0601AIB9d       20080101000295100000005000 0900000000000000   
0601AIB9d       20080101000300100000005000 0900000000000000   
0601AIB9d       20080101000305100000005000 0900000000000000   
0601AIB9d       20080101000310100000005000 0900000000000000   
0601AIB9d       20080101000315100000005000 0900000000000000   
0601AIB9d       20080101000320100000005000 0900000000000000   
0601AIB9d       20080101000325100000005000 0900000000000000   
0601AIB9d       20080101000330100000005000 0900000000000000   
0601AIB9d       20080101000335100000005000 0900000000000000   
0601AIB9d       20080101000340100000005000 0900000000000000   
0601AIB9d       20080101000345100000005000 0900000000000000   
0601AIB9d       20080101000350100000005000 0900000000000000   
0601AIB9d       20080101000355100000005000 0900000000000000   
0601AIB9d       20080101000360100000005000 0900000000000000   
0601AIB9d       20080101000365100000005000 0900000000000000   
0601AIB9d       20080101000370100000005000 0900000000000000   
0601AIB9d       20080101000375100000005000 0900000000000000   
0601AIB9d       20080101000380100000005000 0900000000000000   
0601AIB9d       20080101000385100000005000 0900000000000000   
0601AIB9d       20080101000390100000005000 0900000000000000   
0601AIB9d       20080101000395100000005000 0900000000000000   
0601AIB9d       20080101000400100000005000 0900000000000000   
0601AIB9d       20080101000405100000005000 0900000000000000   
0601AIB9d       20080101000410100000005000 0900000000000000   
0601AIB9d       20080101000415100000005000 0900000000000000   
0601AIB9d       20080101000420100000005000 0900000000000000   
0601AIB9d       20080101000425100000005000 0900000000000000   
0601AIB9d       20080101000430100000005000 0900000000000000   
0601AIB9d       20080101000435100000005000 0900000000000000   
0601AIB9d       20080101000440100000005000 0900000000000000   
0601AIB9d       20080101000445100000005000 0900000000000000   
0601AIB9d       20080101000450100000005000 0900000000000000   
0601AIB9d       20080101000455100000005000 0900000000000000   
0601AIB9d       20080101000460100000005000 0900000000000000   
0601AIB9d       20080101000465100000005000 0900000000000000   
0601AIB9d       20080101000470100000005000 0900000000000000   
0601AIB9d       20080101000475100000005000 0900000000000000   
0601AIB9d       20080101000480100000005000 0900000000000000   
0601AIB9d       20080101000485100000005000 0900000000000000   
0601AIB9d       20080101000490100000005000 0900000000000000   
0601AIB9d       20080101000495100000005000 0900000000000000   
0601AIB9d       20080101000500100000005000 0900000000000000   
0601AIB9d       20080101000505100000005000 0900000000000000   
0601AIB9d       20080101000510100000005000 0900000000000000   
0601AIB9d       20080101000515100000005000 0900000000000000   
0601AIB9d       20080101000520100000005000 0900000000000000   
0601AIB9d       20080101000525100000005000 0900000000000000   
0601AIB9d       20080101000530100000005000 0900000000000000   
0601AIB9d       20080101000535100000005000 0900000000000000   
0601AIB9d       20080101000540100000005000 0900000000000000   
0601AIB9d       20080101000545100000005000 0900000000000000   
0601AIB9d       20080101000550100000005000 0900000000000000   
0601AIB9d       20080101000555100000005000 0900000000000000   
0601AIB9d       20080101000560100000005000 0900000000000000   
0601AIB9d       20080101000565100000005000 0900000000000000   
0601AIB9d       20080101000570100000005000 0900000000000000   
0601AIB9d       20080101000575100000005000 0900000000000000   
0601AIB9d       20080101000580100000005000 0900000000000000   
0601AIB9d       20080101000585100000005000 0900000000000000   
0601AIB9d       20080101000590100000005000 0900000000000000   
0601AIB9d       20080101000595100000005000 0900000000000000   
0601AIB9d       20080101000600100000005000 0900000000000000   
0601AIB9d       20080101000605100000005000 0900000000000000   
0601AIB9d       20080101000610100000005000 0900000000000000   
0601AIB9d       20080101000615100000005000 0900000000000000   
0601AIB9d       20080101000620100000005000 0900000000000000   
0601AIB9d       20080101000625100000005000 0900000000000000   
0601AIB9d       20080101000630100000005000 0900000000000000   
0601AIB9d       20080101000635100000005000 0900000000000000   
0601AIB9d       20080101000640100000005000 0900000000000000   
0601AIB9d       20080101000645100000005000 0900000000000000   
0601AIB9d       20080101000650100000005000 0900000000000000   
0601AIB9d       20080101000655100000005000 0900000000000000   
0601AIB9d       20080101000660100000005000 0900000000000000   
0601AIB9d       20080101000665100000005000 0900000000000000   
0601AIB9d       20080101000670100000005000 0900000000000000   
0601AIB9d       20080101000675100000005000 0900000010000001   
0601AIB9d       20080101000680100000005000 0900000020000003   
0601AIB9d       20080101000685100000005000 0900000020000003   
0601AIB9d       20080101000690100000005000 0900000030000004   
0601AIB9d       20080101000695100000005000 0900000040000006   
0601AIB9d       20080101000700100000005000 0900000040000006   
0601AIB9d       20080101000705100000005000 0900000050000007   
0601AIB9d       20080101000710100000005000 0900000060000008   
0601AIB9d       20080101000715100000005000 0900000070000010   
0601AIB9d       20080101000720100000005000 0900000070000010   
0601AIB9d       20080101000725100000005000 0900000080000011   
0601AIB9d       20080101000730100000005000 0900000090000012   
0601AIB9d       20080101000735100000005000 0900000090000012   
0601AIB9d       20080101000740100000005000 0900000100000013   
0601AIB9d       20080101000745100000005000 0900000120000016   
0601AIB9d       20080101000750100000005000 0900000130000017   
0601AIB9d       20080101000755100000005000 0900000150000020   
0601AIB9d       20080101000760100000005000 0900000160000021   
0601AIB9d       20080101000765100000005000 0900000170000022   
0601AIB9d       20080101000770100000005000 0900000190000025   
0601AIB9d       20080101000775100000005000 0900000200000026   
0601AIB9d       20080101000780100000005000 0900000220000028   
0601AIB9d       20080101000785100000005000 0900000230000029   
0601AIB9d       20080101000790100000005000 0900000250000032   
0601AIB9d       20080101000795100000005000 0900000260000033   
0601AIB9d       20080101000800100000005000 0900000270000034   
0601AIB9d       20080101000805100000005000 0900000290000036   
0601AIB9d       20080101000810100000005000 0900000310000038   
0601AIB9d       20080101000815100000005000 0900000330000040   
0601AIB9d       20080101000820100000005000 0900000360000044   
0601AIB9d       20080101000825100000005000 0900000380000046   
0601AIB9d       20080101000830100000005000 0900000400000048   
0601AIB9d       20080101000835100000005000 0900000430000051   
0601AIB9d       20080101000840100000005000 0900000450000053   
0601AIB9d       20080101000845100000005000 0900000470000055   
0601AIB9d       20080101000850100000005000 0900000500000059   
0601AIB9d       20080101000855100000005000 0900000520000061   
0601AIB9d       20080101000860100000005000 0900000540000063   
0601AIB9d       20080101000865100000005000 0900000570000066   
0601AIB9d       20080101000870100000005000 0900000590000068   
0601AIB9d       20080101000875100000005000 0900000610000070   
0601AIB9d       20080101000880100000005000 0900000640000073   
0601AIB9d       20080101000885100000005000 0900000670000075   
0601AIB9d       20080101000890100000005000 0900000710000080   
0601AIB9d       20080101000895100000005000 0900000730000081   
0601AIB9d       20080101000900100000005000 0900000770000085   
0601AIB9d       20080101000905100000005000 0900000800000088   
0601AIB9d       20080101000910100000005000 0900000830000091   
0601AIB9d       20080101000915100000005000 0900000860000094   
0601AIB9d       20080101000920100000005000 0900000890000096   
0601AIB9d       20080101000925100000005000 0900000930000100   
0601AIB9d       20080101000930100000005000 0900000960000103   
0601AIB9d       20080101000935100000005000 0900000990000106   
0601AIB9d       20080101000940100000005000 0900001030000109   
0601AIB9d       20080101000945100000005000 0900001070000113   
0601AIB9d       20080101000950100000005000 0900001110000117   
0601AIB9d       20080101000955100000005000 0900001150000120   
0601AIB9d       20080101000960100000005000 0900001190000124   
0601AIB9d       20080101000965100000005000 0900001240000128   
0601AIB9d       20080101000970100000005000 0900001280000132   
0601AIB9d       20080101000975100000005000 0900001360000139   
0601AIB9d       20080101000980100000005000 0900001410000144   
0601AIB9d       20080101000985100000005000 0900001460000148   
0601AIB9d       20080101000990100000005000 0900001500000151   
0601AIB9d       20080101000995100000005000 0900001560000156   
0601AIB9d       20080101001000100000005000 0900001610000161   
0601AIB9d       20080101001005100000005000 0900001670000166   
0601AIB9d       20080101001010100000005000 0900001720000170   
0601AIB9d       20080101001015100000005000 0900001770000174   
0601AIB9d       20080101001020100000005000 0900001830000179   
0601AIB9d       20080101001025100000005000 0900001890000184   
0601AIB9d       20080101001030100000005000 0900001950000189   
0601AIB9d       20080101001035100000005000 0900002000000193   
0601AIB9d       20080101001040100000005000 0900002050000197   
0601AIB9d       20080101001045100000005000 0900002110000201   
0601AIB9d       20080101001050100000005000 0900002170000206   
0601AIB9d       20080101001055100000005000 0900002230000211   
0601AIB9d       20080101001060100000005000 0900002280000215   
0601AIB9d       20080101001065100000005000 0900002350000220   
0601AIB9d       20080101001070100000005000 0900002400000224   
0601AIB9d       20080101001075100000005000 0900002460000228   
0601AIB9d       20080101001080100000005000 0900002530000234   
0601AIB9d       20080101001085100000005000 0900002600000239   
0601AIB9d       20080101001090100000005000 0900002660000243   
0601AIB9d       20080101001095100000005000 0900002730000249   
0601AIB9d       20080101001100100000005000 0900002800000254   
0601AIB9d       20080101001105100000005000 0900002870000259   
0601AIB9d       20080101001110100000005000 0900002930000263   
0601AIB9d       20080101001115100000005000 0900003000000268   
0601AIB9d       20080101001120100000005000 0900003070000273   
0601AIB9d       20080101001125100000005000 0900003140000278   
0601AIB9d       20080101001130100000005000 0900003210000283   
0601AIB9d       20080101001135100000005000 0900003290000289   
0601AIB9d       20080101001140100000005000 0900003360000294   
0601AIB9d       20080101001145100000005000 0900003420000298   
0601AIB9d       20080101001150100000005000 0900003500000304   
0601AIB9d       20080101001155100000005000 0900003580000309   
0601AIB9d       20080101001160100000005000 0900003660000315   
0601AIB9d       20080101001165100000005000 0900003730000319   
0601AIB9d       20080101001170100000005000 0900003800000324   
0601AIB9d       20080101001175100000005000 0900003890000330   
0601AIB9d       20080101001180100000005000 0900003960000335   
0601AIB9d       20080101001185100000005000 0900004040000340   
0601AIB9d       20080101001190100000005000 0900004120000345   
0601AIB9d       20080101001195100000005000 0900004200000351   
0601AIB9d       20080101001200100000005000 0900004290000357   
0601AIB9d       20080101001205100000005000 0900004360000361   
0601AIB9d       20080101001210100000005000 0900004440000366   
0601AIB9d       20080101001215100000005000 0900004530000372   
0601AIB9d       20080101001220100000005000 0900004600000376   
0601AIB9d       20080101001225100000005000 0900004690000382   
0601AIB9d       20080101001230100000005000 0900004780000388   
0601AIB9d       20080101001235100000005000 0900004860000393   
0601AIB9d       20080101001240100000005000 0900004940000398   
0601AIB9d       20080101001245100000005000 0900005030000403   
0601AIB9d       20080101001250100000005000 0900005110000408   
0601AIB9d       20080101001255100000005000 0900005210000414   
0601AIB9d       20080101001260100000005000 0900005280000418   
0601AIB9d       20080101001265100000005000 0900005370000424   
0601AIB9d       20080101001270100000005000 0900005460000429   
0601AIB9d       20080101001275100000005000 0900005540000434   
0601AIB9d       20080101001280100000005000 0900005620000438   
0601AIB9d       20080101001285100000005000 0900005710000443   
0601AIB9d       20080101001290100000005000 0900005790000448   
0601AIB9d       20080101001295100000005000 0900005890000454   
0601AIB9d       20080101001300100000005000 0900005970000458   
0601AIB9d       20080101001305100000005000 0900006050000463   
0601AIB9d       20080101001310100000005000 0900006140000468   
0601AIB9d       20080101001315100000005000 0900006220000472   
0601AIB9d       20080101001320100000005000 0900006310000477   
0601AIB9d       20080101001325100000005000 0900006400000482   
0601AIB9d       20080101001330100000005000 0900006490000487   
0601AIB9d       20080101001335100000005000 0900006570000491   
0601AIB9d       20080101001340100000005000 0900006670000497   
0601AIB9d       20080101001345100000005000 0900006760000502   
0601AIB9d       20080101001350100000005000 0900006850000506   
0601AIB9d       20080101001355100000005000 0900006940000511   
0601AIB9d       20080101001360100000005000 0900007020000515   
0601AIB9d       20080101001365100000005000 0900007120000521   
0601AIB9d       20080101001370100000005000 0900007210000525   
0601AIB9d       20080101001375100000005000 0900007290000529   
0601AIB9d       20080101001380100000005000 0900007390000535   
0601AIB9d       20080101001385100000005000 0900007470000538   
0601AIB9d       20080101001390100000005000 0900007560000543   
0601AIB9d       20080101001395100000005000 0900007650000547   
0601AIB9d       20080101001400100000005000 0900007740000552   
0601AIB9d       20080101001405100000005000 0900007840000557   
0601AIB9d       20080101001410100000005000 0900007920000561   
0601AIB9d       20080101001415100000005000 0900008010000565   
0601AIB9d       20080101001420100000005000 0900008110000570   
0601AIB9d       20080101001425100000005000 0900008200000574   
0601AIB9d       20080101001430100000005000 0900008290000579   
0601AIB9d       20080101001435100000005000 0900008390000584   
0601AIB9d       20080101001440100000005000 0900008490000589   
0601AIB9d       20080101001445100000005000 0900008590000593   
0601AIB9d       20080101001450100000005000 0900008690000598   
0601AIB9d       20080101001455100000005000 0900008780000602   
0601AIB9d       20080101001460100000005000 0900008890000608   
0601AIB9d       20080101001465100000005000 0900008980000612   
0601AIB9d       20080101001470100000005000 0900009080000617   
0601AIB9d       20080101001475100000005000 0900009180000621   
0601AIB9d       20080101001480100000005000 0900009280000626   
0601AIB9d       20080101001485100000005000 0900009370000630   
0601AIB9d       20080101001490100000005000 0900009470000635   
0601AIB9d       20080101001495100000005000 0900009570000639   
0601AIB9d       20080101001500100000005000 0900009680000644   
0601AIB9d       20080101001505100000005000 0900009770000648   
0601AIB9d       20080101001510100000005000 0900009860000652   
0601AIB9d       20080101001515100000005000 0900009970000657   
0601AIB9d       20080101001520100000005000 0900010070000661   
0601AIB9d       20080101001525100000005000 0900010160000665   
0601AIB9d       20080101001530100000005000 0900010260000669   
0601AIB9d       20080101001535100000005000 0900010360000674   
0601AIB9d       20080101001540100000005000 0900010450000677   
0601AIB9d       20080101001545100000005000 0900010560000682   
0601AIB9d       20080101001550100000005000 0900010660000687   
0601AIB9d       20080101001555100000005000 0900010770000691   
0601AIB9d       20080101001560100000005000 0900010870000696   
0601AIB9d       20080101001565100000005000 0900010970000700   
0601AIB9d       20080101001570100000005000 0900011080000705   
0601AIB9d       20080101001575100000005000 0900011180000709   
0601AIB9d       20080101001580100000005000 0900011270000712   
0601AIB9d       20080101001585100000005000 0900011380000717   
0601AIB9d       20080101001590100000005000 0900011480000721   
0601AIB9d       20080101001595100000005000 0900011590000726   
0601AIB9d       20080101001600100000005000 0900011690000729   
0601AIB9d       20080101001605100000005000 0900011790000733   
0601AIB9d       20080101001610100000005000 0900011900000738   
0601AIB9d       20080101001615100000005000 0900012000000742   
0601AIB9d       20080101001620100000005000 0900012100000746   
0601AIB9d       20080101001625100000005000 0900012210000750   
0601AIB9d       20080101001630100000005000 0900012310000754   
0601AIB9d       20080101001635100000005000 0900012410000758   
0601AIB9d       20080101001640100000005000 0900012520000762   
0601AIB9d       20080101001645100000005000 0900012630000767   
0601AIB9d       20080101001650100000005000 0900012740000771   
0601AIB9d       20080101001655100000005000 0900012840000775   
0601AIB9d       20080101001660100000005000 0900012950000779   
0601AIB9d       20080101001665100000005000 0900013060000783   
0601AIB9d       20080101001670100000005000 0900013170000787   
0601AIB9d       20080101001675100000005000 0900013270000791   
0601AIB9d       20080101001680100000005000 0900013380000795   
0601AIB9d       20080101001685100000005000 0900013490000799   
0601AIB9d       20080101001690100000005000 0900013590000803   
0601AIB9d       20080101001695100000005000 0900013700000807   
0601AIB9d       20080101001700100000100000 0900014860000849   
0601AIB9d       20080101001800100000100000 0900017200000930   
0601AIB9d       20080101001900100000100000 0900019840001017   
0601AIB9d       20080101002000100000100000 0900022530001099   
0601AIB9d       20080101002100100000100000 0900025310001177   
0601AIB9d       20080101002200100000100000 0900028070001248   
0601AIB9d       20080101002300100000100000 0900030850001313   
0601AIB9d       20080101002400100000100000 0900033630001373   
0601AIB9d       20080101002500100000100000 0900036390001427   
0601AIB9d       20080101002600100000100000 0900039170001478   
0601AIB9d       20080101002700100000100000 0900041950001525   
0601AIB9d       20080101002800100000100000 0900044710001569   
0601AIB9d       20080101002900100000100000 0900047490001610   
0601AIB9d       20080101003000100000100000 0900050260001648   
0601AIB9d       20080101003100100000100000 0900053030001683   
0601AIB9d       20080101003200100000100000 0900055800001717   
0601AIB9d       20080101003300100000100000 0900058510001747   
0601AIB9d       20080101003400100000100000 0900061190001774   
0601AIB9d       20080101003500100000100000 0900063870001799   
0601AIB9d       20080101003600100000100000 0900066560001824   
0601AIB9d       20080101003700100000100000 0900069250001847   
0601AIB9d       20080101003800100000100000 0900071920001868   
0601AIB9d       20080101003900100000100000 0900074610001889   
0601AIB9d       20080101004000100000100000 0900077300001909   
0601AIB9d       20080101004100100000100000 0900079970001927   
0601AIB9d       20080101004200100000100000 0900082660001945   
0601AIB9d       20080101004300100000100000 0900085350001962   
0601AIB9d       20080101004400100000100000 0900087970001977   
0601AIB9d       20080101004500100000100000 0900090570001991   
0601AIB9d       20080101004600100000100000 0900093170002004   
0601AIB9d       20080101004700100000100000 0900095750002016   
0601AIB9d       20080101004800100000100000 0900098350002028   
0601AIB9d       20080101004900100000100000 0900100950002039   
0601AIB9d       20080101005000100000100000 0900103540002050   
0601AIB9d       20080101005100100000100000 0900106130002061   
0601AIB9d       20080101005200100000100000 0900108730002071   
0601AIB9d       20080101005300100000100000 0900111320002081   
0601AIB9d       20080101005400100000100000 0900113920002090   
