00ZH               20071005                                                                                   
0601ZHA7+       20080101000470100000005000 0700000020000004   
0601ZHA7+       20080101000475100000005000 0700000020000004   
0601ZHA7+       20080101000480100000005000 0700000020000004   
0601ZHA7+       20080101000485100000005000 0700000020000004   
0601ZHA7+       20080101000490100000005000 0700000020000004   
0601ZHA7+       20080101000495100000005000 0700000020000004   
0601ZHA7+       20080101000500100000005000 0700000020000004   
0601ZHA7+       20080101000505100000005000 0700000020000004   
0601ZHA7+       20080101000510100000005000 0700000020000004   
0601ZHA7+       20080101000515100000005000 0700000020000004   
0601ZHA7+       20080101000520100000005000 0700000020000004   
0601ZHA7+       20080101000525100000005000 0700000020000004   
0601ZHA7+       20080101000530100000005000 0700000020000004   
0601ZHA7+       20080101000535100000005000 0700000020000004   
0601ZHA7+       20080101000540100000005000 0700000020000004   
0601ZHA7+       20080101000545100000005000 0700000020000004   
0601ZHA7+       20080101000550100000005000 0700000020000004   
0601ZHA7+       20080101000555100000005000 0700000020000004   
0601ZHA7+       20080101000560100000005000 0700000020000004   
0601ZHA7+       20080101000565100000005000 0700000020000004   
0601ZHA7+       20080101000570100000005000 0700000020000003   
0601ZHA7+       20080101000575100000005000 0700000020000003   
0601ZHA7+       20080101000580100000005000 0700000020000003   
0601ZHA7+       20080101000585100000005000 0700000020000003   
0601ZHA7+       20080101000590100000005000 0700000020000003   
0601ZHA7+       20080101000595100000005000 0700000020000003   
0601ZHA7+       20080101000600100000005000 0700000020000003   
0601ZHA7+       20080101000605100000005000 0700000020000003   
0601ZHA7+       20080101000610100000005000 0700000020000003   
0601ZHA7+       20080101000615100000005000 0700000020000003   
0601ZHA7+       20080101000620100000005000 0700000020000003   
0601ZHA7+       20080101000625100000005000 0700000020000003   
0601ZHA7+       20080101000630100000005000 0700000020000003   
0601ZHA7+       20080101000635100000005000 0700000020000003   
0601ZHA7+       20080101000640100000005000 0700000020000003   
0601ZHA7+       20080101000645100000005000 0700000020000003   
0601ZHA7+       20080101000650100000005000 0700000020000003   
0601ZHA7+       20080101000655100000005000 0700000020000003   
0601ZHA7+       20080101000660100000005000 0700000020000003   
0601ZHA7+       20080101000665100000005000 0700000020000003   
0601ZHA7+       20080101000670100000005000 0700000020000003   
0601ZHA7+       20080101000675100000005000 0700000020000003   
0601ZHA7+       20080101000680100000005000 0700000040000006   
0601ZHA7+       20080101000685100000005000 0700000050000007   
0601ZHA7+       20080101000690100000005000 0700000050000007   
0601ZHA7+       20080101000695100000005000 0700000050000007   
0601ZHA7+       20080101000700100000005000 0700000060000009   
0601ZHA7+       20080101000705100000005000 0700000060000008   
0601ZHA7+       20080101000710100000005000 0700000060000008   
0601ZHA7+       20080101000715100000005000 0700000070000010   
0601ZHA7+       20080101000720100000005000 0700000070000010   
0601ZHA7+       20080101000725100000005000 0700000070000010   
0601ZHA7+       20080101000730100000005000 0700000080000011   
0601ZHA7+       20080101000735100000005000 0700000090000012   
0601ZHA7+       20080101000740100000005000 0700000110000015   
0601ZHA7+       20080101000745100000005000 0700000130000017   
0601ZHA7+       20080101000750100000005000 0700000150000020   
0601ZHA7+       20080101000755100000005000 0700000170000022   
0601ZHA7+       20080101000760100000005000 0700000190000025   
0601ZHA7+       20080101000765100000005000 0700000210000027   
0601ZHA7+       20080101000770100000005000 0700000230000030   
0601ZHA7+       20080101000775100000005000 0700000250000032   
0601ZHA7+       20080101000780100000005000 0700000270000035   
0601ZHA7+       20080101000785100000005000 0700000300000038   
0601ZHA7+       20080101000790100000005000 0700000330000042   
0601ZHA7+       20080101000795100000005000 0700000350000044   
0601ZHA7+       20080101000800100000005000 0700000380000047   
0601ZHA7+       20080101000805100000005000 0700000410000051   
0601ZHA7+       20080101000810100000005000 0700000440000054   
0601ZHA7+       20080101000815100000005000 0700000470000057   
0601ZHA7+       20080101000820100000005000 0700000490000060   
0601ZHA7+       20080101000825100000005000 0700000520000063   
0601ZHA7+       20080101000830100000005000 0700000550000066   
0601ZHA7+       20080101000835100000005000 0700000590000070   
0601ZHA7+       20080101000840100000005000 0700000630000075   
0601ZHA7+       20080101000845100000005000 0700000670000079   
0601ZHA7+       20080101000850100000005000 0700000700000082   
0601ZHA7+       20080101000855100000005000 0700000730000085   
0601ZHA7+       20080101000860100000005000 0700000770000089   
0601ZHA7+       20080101000865100000005000 0700000810000093   
0601ZHA7+       20080101000870100000005000 0700000850000097   
0601ZHA7+       20080101000875100000005000 0700000880000100   
0601ZHA7+       20080101000880100000005000 0700000910000103   
0601ZHA7+       20080101000885100000005000 0700000960000108   
0601ZHA7+       20080101000890100000005000 0700000990000111   
0601ZHA7+       20080101000895100000005000 0700001030000115   
0601ZHA7+       20080101000900100000005000 0700001070000119   
0601ZHA7+       20080101000905100000005000 0700001110000122   
0601ZHA7+       20080101000910100000005000 0700001160000127   
0601ZHA7+       20080101000915100000005000 0700001210000132   
0601ZHA7+       20080101000920100000005000 0700001270000138   
0601ZHA7+       20080101000925100000005000 0700001310000141   
0601ZHA7+       20080101000930100000005000 0700001370000147   
0601ZHA7+       20080101000935100000005000 0700001420000151   
0601ZHA7+       20080101000940100000005000 0700001470000156   
0601ZHA7+       20080101000945100000005000 0700001520000160   
0601ZHA7+       20080101000950100000005000 0700001570000165   
0601ZHA7+       20080101000955100000005000 0700001630000170   
0601ZHA7+       20080101000960100000005000 0700001680000175   
0601ZHA7+       20080101000965100000005000 0700001720000178   
0601ZHA7+       20080101000970100000005000 0700001780000183   
0601ZHA7+       20080101000975100000005000 0700001830000187   
0601ZHA7+       20080101000980100000005000 0700001890000192   
0601ZHA7+       20080101000985100000005000 0700001930000195   
0601ZHA7+       20080101000990100000005000 0700001980000199   
0601ZHA7+       20080101000995100000005000 0700002040000205   
0601ZHA7+       20080101001000100000005000 0700002100000209   
0601ZHA7+       20080101001005100000005000 0700002160000214   
0601ZHA7+       20080101001010100000005000 0700002230000220   
0601ZHA7+       20080101001015100000005000 0700002290000225   
0601ZHA7+       20080101001020100000005000 0700002360000231   
0601ZHA7+       20080101001025100000005000 0700002430000236   
0601ZHA7+       20080101001030100000005000 0700002490000241   
0601ZHA7+       20080101001035100000005000 0700002560000247   
0601ZHA7+       20080101001040100000005000 0700002630000252   
0601ZHA7+       20080101001045100000005000 0700002700000258   
0601ZHA7+       20080101001050100000005000 0700002760000262   
0601ZHA7+       20080101001055100000005000 0700002830000268   
0601ZHA7+       20080101001060100000005000 0700002900000273   
0601ZHA7+       20080101001065100000005000 0700002970000278   
0601ZHA7+       20080101001070100000005000 0700003040000283   
0601ZHA7+       20080101001075100000005000 0700003120000290   
0601ZHA7+       20080101001080100000005000 0700003190000295   
0601ZHA7+       20080101001085100000005000 0700003260000300   
0601ZHA7+       20080101001090100000005000 0700003320000304   
0601ZHA7+       20080101001095100000005000 0700003390000309   
0601ZHA7+       20080101001100100000005000 0700003460000314   
0601ZHA7+       20080101001105100000005000 0700003550000321   
0601ZHA7+       20080101001110100000005000 0700003630000326   
0601ZHA7+       20080101001115100000005000 0700003710000332   
0601ZHA7+       20080101001120100000005000 0700003780000337   
0601ZHA7+       20080101001125100000005000 0700003860000342   
0601ZHA7+       20080101001130100000005000 0700003940000348   
0601ZHA7+       20080101001135100000005000 0700004010000353   
0601ZHA7+       20080101001140100000005000 0700004110000360   
0601ZHA7+       20080101001145100000005000 0700004180000364   
0601ZHA7+       20080101001150100000005000 0700004260000370   
0601ZHA7+       20080101001155100000005000 0700004340000375   
0601ZHA7+       20080101001160100000005000 0700004420000380   
0601ZHA7+       20080101001165100000005000 0700004490000385   
0601ZHA7+       20080101001170100000005000 0700004590000391   
0601ZHA7+       20080101001175100000005000 0700004660000396   
0601ZHA7+       20080101001180100000005000 0700004750000402   
0601ZHA7+       20080101001185100000005000 0700004840000408   
0601ZHA7+       20080101001190100000005000 0700004930000413   
0601ZHA7+       20080101001195100000005000 0700005020000419   
0601ZHA7+       20080101001200100000005000 0700005120000426   
0601ZHA7+       20080101001205100000005000 0700005210000431   
0601ZHA7+       20080101001210100000005000 0700005310000438   
0601ZHA7+       20080101001215100000005000 0700005400000444   
0601ZHA7+       20080101001220100000005000 0700005500000450   
0601ZHA7+       20080101001225100000005000 0700005600000456   
0601ZHA7+       20080101001230100000005000 0700005700000462   
0601ZHA7+       20080101001235100000005000 0700005820000470   
0601ZHA7+       20080101001240100000005000 0700005930000477   
0601ZHA7+       20080101001245100000005000 0700006030000483   
0601ZHA7+       20080101001250100000005000 0700006130000489   
0601ZHA7+       20080101001255100000005000 0700006240000496   
0601ZHA7+       20080101001260100000005000 0700006340000502   
0601ZHA7+       20080101001265100000005000 0700006460000510   
0601ZHA7+       20080101001270100000005000 0700006560000516   
0601ZHA7+       20080101001275100000005000 0700006670000522   
0601ZHA7+       20080101001280100000005000 0700006770000528   
0601ZHA7+       20080101001285100000005000 0700006870000534   
0601ZHA7+       20080101001290100000005000 0700006980000540   
0601ZHA7+       20080101001295100000005000 0700007090000546   
0601ZHA7+       20080101001300100000005000 0700007190000552   
0601ZHA7+       20080101001305100000005000 0700007300000558   
0601ZHA7+       20080101001310100000005000 0700007400000564   
0601ZHA7+       20080101001315100000005000 0700007500000569   
0601ZHA7+       20080101001320100000005000 0700007610000575   
0601ZHA7+       20080101001325100000005000 0700007710000581   
0601ZHA7+       20080101001330100000005000 0700007830000588   
0601ZHA7+       20080101001335100000005000 0700007930000593   
0601ZHA7+       20080101001340100000005000 0700008030000598   
0601ZHA7+       20080101001345100000005000 0700008140000604   
0601ZHA7+       20080101001350100000005000 0700008240000609   
0601ZHA7+       20080101001355100000005000 0700008340000614   
0601ZHA7+       20080101001360100000005000 0700008460000621   
0601ZHA7+       20080101001365100000005000 0700008570000627   
0601ZHA7+       20080101001370100000005000 0700008690000633   
0601ZHA7+       20080101001375100000005000 0700008800000639   
0601ZHA7+       20080101001380100000005000 0700008910000644   
0601ZHA7+       20080101001385100000005000 0700009020000650   
0601ZHA7+       20080101001390100000005000 0700009130000656   
0601ZHA7+       20080101001395100000005000 0700009260000663   
0601ZHA7+       20080101001400100000005000 0700009380000669   
0601ZHA7+       20080101001405100000005000 0700009490000674   
0601ZHA7+       20080101001410100000005000 0700009600000680   
0601ZHA7+       20080101001415100000005000 0700009710000685   
0601ZHA7+       20080101001420100000005000 0700009820000690   
0601ZHA7+       20080101001425100000005000 0700009960000698   
0601ZHA7+       20080101001430100000005000 0700010070000703   
0601ZHA7+       20080101001435100000005000 0700010180000708   
0601ZHA7+       20080101001440100000005000 0700010290000713   
0601ZHA7+       20080101001445100000005000 0700010400000718   
0601ZHA7+       20080101001450100000005000 0700010510000724   
0601ZHA7+       20080101001455100000005000 0700010650000731   
0601ZHA7+       20080101001460100000005000 0700010770000736   
0601ZHA7+       20080101001465100000005000 0700010890000742   
0601ZHA7+       20080101001470100000005000 0700011020000748   
0601ZHA7+       20080101001475100000005000 0700011140000754   
0601ZHA7+       20080101001480100000005000 0700011260000760   
0601ZHA7+       20080101001485100000005000 0700011380000765   
0601ZHA7+       20080101001490100000005000 0700011520000772   
0601ZHA7+       20080101001495100000005000 0700011650000778   
0601ZHA7+       20080101001500100000005000 0700011770000783   
0601ZHA7+       20080101001505100000005000 0700011890000789   
0601ZHA7+       20080101001510100000005000 0700012010000794   
0601ZHA7+       20080101001515100000005000 0700012130000799   
0601ZHA7+       20080101001520100000005000 0700012280000807   
0601ZHA7+       20080101001525100000005000 0700012400000812   
0601ZHA7+       20080101001530100000005000 0700012510000816   
0601ZHA7+       20080101001535100000005000 0700012640000822   
0601ZHA7+       20080101001540100000005000 0700012760000827   
0601ZHA7+       20080101001545100000005000 0700012880000832   
0601ZHA7+       20080101001550100000005000 0700013020000839   
0601ZHA7+       20080101001555100000005000 0700013140000844   
0601ZHA7+       20080101001560100000005000 0700013260000849   
0601ZHA7+       20080101001565100000005000 0700013390000854   
0601ZHA7+       20080101001570100000005000 0700013510000859   
0601ZHA7+       20080101001575100000005000 0700013640000865   
0601ZHA7+       20080101001580100000005000 0700013760000870   
0601ZHA7+       20080101001585100000005000 0700013890000875   
0601ZHA7+       20080101001590100000005000 0700014020000880   
0601ZHA7+       20080101001595100000005000 0700014140000885   
0601ZHA7+       20080101001600100000200000 0700000000000983   
0601ZHA7+       20080101001800100000200000 0700000000001180   
0601ZHA7+       20080101002000100000500000 0700000000001484   
0601ZHA7+       20080101002500100000500000 0700000000001833   
0601ZHA7+       20080101003000100000500000 0700000000002099   
0601ZHA7+       20080101003500100000500000 0700000000002306   
0601ZHA7+       20080101004000100000500000 0700000000002464   
0601ZHA7+       20080101004500100000500000 0700000000002589   
0601ZHA7+       20080101005000100005000000 0700000000002972   
0601ZHA7+       20080101010000100005000000 0700000000003104   
0601ZHA8+       20080101000000100000080000 0800000020000050   
0601ZHA8+       20080101000080100000005000 0800000020000024   
0601ZHA8+       20080101000085100000005000 0800000020000023   
0601ZHA8+       20080101000090100000005000 0800000020000022   
0601ZHA8+       20080101000095100000005000 0800000020000021   
0601ZHA8+       20080101000100100000005000 0800000020000020   
0601ZHA8+       20080101000105100000005000 0800000020000019   
0601ZHA8+       20080101000110100000005000 0800000020000018   
0601ZHA8+       20080101000115100000005000 0800000020000017   
0601ZHA8+       20080101000120100000005000 0800000020000016   
0601ZHA8+       20080101000125100000005000 0800000020000016   
0601ZHA8+       20080101000130100000005000 0800000020000015   
0601ZHA8+       20080101000135100000005000 0800000020000015   
0601ZHA8+       20080101000140100000005000 0800000020000014   
0601ZHA8+       20080101000145100000005000 0800000020000014   
0601ZHA8+       20080101000150100000005000 0800000020000013   
0601ZHA8+       20080101000155100000005000 0800000020000013   
0601ZHA8+       20080101000160100000005000 0800000020000012   
0601ZHA8+       20080101000165100000005000 0800000020000012   
0601ZHA8+       20080101000170100000005000 0800000020000012   
0601ZHA8+       20080101000175100000005000 0800000020000011   
0601ZHA8+       20080101000180100000005000 0800000020000011   
0601ZHA8+       20080101000185100000005000 0800000020000011   
0601ZHA8+       20080101000190100000005000 0800000020000010   
0601ZHA8+       20080101000195100000005000 0800000020000010   
0601ZHA8+       20080101000200100000005000 0800000020000010   
0601ZHA8+       20080101000205100000005000 0800000020000010   
0601ZHA8+       20080101000210100000005000 0800000020000009   
0601ZHA8+       20080101000215100000005000 0800000020000009   
0601ZHA8+       20080101000220100000005000 0800000020000009   
0601ZHA8+       20080101000225100000005000 0800000020000009   
0601ZHA8+       20080101000230100000005000 0800000020000009   
0601ZHA8+       20080101000235100000005000 0800000020000008   
0601ZHA8+       20080101000240100000005000 0800000020000008   
0601ZHA8+       20080101000245100000005000 0800000020000008   
0601ZHA8+       20080101000250100000005000 0800000020000008   
0601ZHA8+       20080101000255100000005000 0800000020000008   
0601ZHA8+       20080101000260100000005000 0800000020000008   
0601ZHA8+       20080101000265100000005000 0800000020000007   
0601ZHA8+       20080101000270100000005000 0800000020000007   
0601ZHA8+       20080101000275100000005000 0800000020000007   
0601ZHA8+       20080101000280100000005000 0800000020000007   
0601ZHA8+       20080101000285100000005000 0800000020000007   
0601ZHA8+       20080101000290100000005000 0800000020000007   
0601ZHA8+       20080101000295100000005000 0800000020000007   
0601ZHA8+       20080101000300100000005000 0800000020000007   
0601ZHA8+       20080101000305100000005000 0800000020000007   
0601ZHA8+       20080101000310100000005000 0800000020000006   
0601ZHA8+       20080101000315100000005000 0800000020000006   
0601ZHA8+       20080101000320100000005000 0800000020000006   
0601ZHA8+       20080101000325100000005000 0800000020000006   
0601ZHA8+       20080101000330100000005000 0800000020000006   
0601ZHA8+       20080101000335100000005000 0800000020000006   
0601ZHA8+       20080101000340100000005000 0800000020000006   
0601ZHA8+       20080101000345100000005000 0800000020000006   
0601ZHA8+       20080101000350100000005000 0800000020000006   
0601ZHA8+       20080101000355100000005000 0800000020000006   
0601ZHA8+       20080101000360100000005000 0800000020000006   
0601ZHA8+       20080101000365100000005000 0800000020000005   
0601ZHA8+       20080101000370100000005000 0800000020000005   
0601ZHA8+       20080101000375100000005000 0800000020000005   
0601ZHA8+       20080101000380100000005000 0800000020000005   
0601ZHA8+       20080101000385100000005000 0800000020000005   
0601ZHA8+       20080101000390100000005000 0800000020000005   
0601ZHA8+       20080101000395100000005000 0800000020000005   
0601ZHA8+       20080101000400100000005000 0800000020000005   
0601ZHA8+       20080101000405100000005000 0800000020000005   
0601ZHA8+       20080101000410100000005000 0800000020000005   
0601ZHA8+       20080101000415100000005000 0800000020000005   
0601ZHA8+       20080101000420100000005000 0800000020000005   
0601ZHA8+       20080101000425100000005000 0800000020000005   
0601ZHA8+       20080101000430100000005000 0800000020000005   
0601ZHA8+       20080101000435100000005000 0800000020000005   
0601ZHA8+       20080101000440100000005000 0800000020000005   
0601ZHA8+       20080101000445100000005000 0800000020000004   
0601ZHA8+       20080101000450100000005000 0800000020000004   
0601ZHA8+       20080101000455100000005000 0800000020000004   
0601ZHA8+       20080101000460100000005000 0800000020000004   
0601ZHA8+       20080101000465100000005000 0800000020000004   
0601ZHA8+       20080101000470100000005000 0800000020000004   
0601ZHA8+       20080101000475100000005000 0800000020000004   
0601ZHA8+       20080101000480100000005000 0800000020000004   
0601ZHA8+       20080101000485100000005000 0800000020000004   
0601ZHA8+       20080101000490100000005000 0800000020000004   
0601ZHA8+       20080101000495100000005000 0800000020000004   
0601ZHA8+       20080101000500100000005000 0800000020000004   
0601ZHA8+       20080101000505100000005000 0800000020000004   
0601ZHA8+       20080101000510100000005000 0800000020000004   
0601ZHA8+       20080101000515100000005000 0800000020000004   
0601ZHA8+       20080101000520100000005000 0800000020000004   
0601ZHA8+       20080101000525100000005000 0800000020000004   
0601ZHA8+       20080101000530100000005000 0800000020000004   
0601ZHA8+       20080101000535100000005000 0800000020000004   
0601ZHA8+       20080101000540100000005000 0800000020000004   
0601ZHA8+       20080101000545100000005000 0800000020000004   
0601ZHA8+       20080101000550100000005000 0800000020000004   
0601ZHA8+       20080101000555100000005000 0800000020000004   
0601ZHA8+       20080101000560100000005000 0800000020000004   
0601ZHA8+       20080101000565100000005000 0800000020000004   
0601ZHA8+       20080101000570100000005000 0800000020000003   
0601ZHA8+       20080101000575100000005000 0800000020000003   
0601ZHA8+       20080101000580100000005000 0800000020000003   
0601ZHA8+       20080101000585100000005000 0800000020000003   
0601ZHA8+       20080101000590100000005000 0800000020000003   
0601ZHA8+       20080101000595100000005000 0800000020000003   
0601ZHA8+       20080101000600100000005000 0800000020000003   
0601ZHA8+       20080101000605100000005000 0800000020000003   
0601ZHA8+       20080101000610100000005000 0800000020000003   
0601ZHA8+       20080101000615100000005000 0800000020000003   
0601ZHA8+       20080101000620100000005000 0800000020000003   
0601ZHA8+       20080101000625100000005000 0800000020000003   
0601ZHA8+       20080101000630100000005000 0800000020000003   
0601ZHA8+       20080101000635100000005000 0800000020000003   
0601ZHA8+       20080101000640100000005000 0800000020000003   
0601ZHA8+       20080101000645100000005000 0800000020000003   
0601ZHA8+       20080101000650100000005000 0800000020000003   
0601ZHA8+       20080101000655100000005000 0800000020000003   
0601ZHA8+       20080101000660100000005000 0800000020000003   
0601ZHA8+       20080101000665100000005000 0800000020000003   
0601ZHA8+       20080101000670100000005000 0800000020000003   
0601ZHA8+       20080101000675100000005000 0800000020000003   
0601ZHA8+       20080101000680100000005000 0800000020000003   
0601ZHA8+       20080101000685100000005000 0800000020000003   
0601ZHA8+       20080101000690100000005000 0800000020000003   
0601ZHA8+       20080101000695100000005000 0800000020000003   
0601ZHA8+       20080101000700100000005000 0800000020000003   
0601ZHA8+       20080101000705100000005000 0800000020000003   
0601ZHA8+       20080101000710100000005000 0800000020000003   
0601ZHA8+       20080101000715100000005000 0800000020000003   
0601ZHA8+       20080101000720100000005000 0800000020000003   
0601ZHA8+       20080101000725100000005000 0800000020000003   
0601ZHA8+       20080101000730100000005000 0800000020000003   
0601ZHA8+       20080101000735100000005000 0800000020000003   
0601ZHA8+       20080101000740100000005000 0800000020000003   
0601ZHA8+       20080101000745100000005000 0800000040000005   
0601ZHA8+       20080101000750100000005000 0800000040000005   
0601ZHA8+       20080101000755100000005000 0800000050000007   
0601ZHA8+       20080101000760100000005000 0800000050000007   
0601ZHA8+       20080101000765100000005000 0800000050000007   
0601ZHA8+       20080101000770100000005000 0800000060000008   
0601ZHA8+       20080101000775100000005000 0800000060000008   
0601ZHA8+       20080101000780100000005000 0800000060000008   
0601ZHA8+       20080101000785100000005000 0800000070000009   
0601ZHA8+       20080101000790100000005000 0800000070000009   
0601ZHA8+       20080101000795100000005000 0800000070000009   
0601ZHA8+       20080101000800100000005000 0800000080000010   
0601ZHA8+       20080101000805100000005000 0800000080000010   
0601ZHA8+       20080101000810100000005000 0800000080000010   
0601ZHA8+       20080101000815100000005000 0800000090000011   
0601ZHA8+       20080101000820100000005000 0800000090000011   
0601ZHA8+       20080101000825100000005000 0800000110000013   
0601ZHA8+       20080101000830100000005000 0800000130000016   
0601ZHA8+       20080101000835100000005000 0800000150000018   
0601ZHA8+       20080101000840100000005000 0800000170000020   
0601ZHA8+       20080101000845100000005000 0800000190000022   
0601ZHA8+       20080101000850100000005000 0800000210000025   
0601ZHA8+       20080101000855100000005000 0800000220000026   
0601ZHA8+       20080101000860100000005000 0800000250000029   
0601ZHA8+       20080101000865100000005000 0800000260000030   
0601ZHA8+       20080101000870100000005000 0800000290000033   
0601ZHA8+       20080101000875100000005000 0800000310000035   
0601ZHA8+       20080101000880100000005000 0800000340000039   
0601ZHA8+       20080101000885100000005000 0800000370000042   
0601ZHA8+       20080101000890100000005000 0800000390000044   
0601ZHA8+       20080101000895100000005000 0800000430000048   
0601ZHA8+       20080101000900100000005000 0800000450000050   
0601ZHA8+       20080101000905100000005000 0800000480000053   
0601ZHA8+       20080101000910100000005000 0800000510000056   
0601ZHA8+       20080101000915100000005000 0800000530000058   
0601ZHA8+       20080101000920100000005000 0800000570000062   
0601ZHA8+       20080101000925100000005000 0800000600000065   
0601ZHA8+       20080101000930100000005000 0800000640000069   
0601ZHA8+       20080101000935100000005000 0800000680000073   
0601ZHA8+       20080101000940100000005000 0800000710000075   
0601ZHA8+       20080101000945100000005000 0800000750000079   
0601ZHA8+       20080101000950100000005000 0800000780000082   
0601ZHA8+       20080101000955100000005000 0800000820000086   
0601ZHA8+       20080101000960100000005000 0800000860000089   
0601ZHA8+       20080101000965100000005000 0800000890000092   
0601ZHA8+       20080101000970100000005000 0800000940000097   
0601ZHA8+       20080101000975100000005000 0800000980000100   
0601ZHA8+       20080101000980100000005000 0800001030000105   
0601ZHA8+       20080101000985100000005000 0800001070000108   
0601ZHA8+       20080101000990100000005000 0800001110000112   
0601ZHA8+       20080101000995100000005000 0800001160000116   
0601ZHA8+       20080101001000100000005000 0800001210000121   
0601ZHA8+       20080101001005100000005000 0800001270000126   
0601ZHA8+       20080101001010100000005000 0800001330000131   
0601ZHA8+       20080101001015100000005000 0800001380000136   
0601ZHA8+       20080101001020100000005000 0800001440000141   
0601ZHA8+       20080101001025100000005000 0800001500000146   
0601ZHA8+       20080101001030100000005000 0800001550000150   
0601ZHA8+       20080101001035100000005000 0800001610000155   
0601ZHA8+       20080101001040100000005000 0800001670000160   
0601ZHA8+       20080101001045100000005000 0800001730000165   
0601ZHA8+       20080101001050100000005000 0800001780000169   
0601ZHA8+       20080101001055100000005000 0800001840000174   
0601ZHA8+       20080101001060100000005000 0800001900000179   
0601ZHA8+       20080101001065100000005000 0800001960000184   
0601ZHA8+       20080101001070100000005000 0800002010000187   
0601ZHA8+       20080101001075100000005000 0800002080000193   
0601ZHA8+       20080101001080100000005000 0800002140000198   
0601ZHA8+       20080101001085100000005000 0800002200000202   
0601ZHA8+       20080101001090100000005000 0800002270000208   
0601ZHA8+       20080101001095100000005000 0800002340000213   
0601ZHA8+       20080101001100100000005000 0800002410000219   
0601ZHA8+       20080101001105100000005000 0800002490000225   
0601ZHA8+       20080101001110100000005000 0800002550000229   
0601ZHA8+       20080101001115100000005000 0800002620000234   
0601ZHA8+       20080101001120100000005000 0800002690000240   
0601ZHA8+       20080101001125100000005000 0800002760000245   
0601ZHA8+       20080101001130100000005000 0800002830000250   
0601ZHA8+       20080101001135100000005000 0800002900000255   
0601ZHA8+       20080101001140100000005000 0800002980000261   
0601ZHA8+       20080101001145100000005000 0800003050000266   
0601ZHA8+       20080101001150100000005000 0800003110000270   
0601ZHA8+       20080101001155100000005000 0800003180000275   
0601ZHA8+       20080101001160100000005000 0800003250000280   
0601ZHA8+       20080101001165100000005000 0800003320000284   
0601ZHA8+       20080101001170100000005000 0800003400000290   
0601ZHA8+       20080101001175100000005000 0800003470000295   
0601ZHA8+       20080101001180100000005000 0800003540000299   
0601ZHA8+       20080101001185100000005000 0800003620000305   
0601ZHA8+       20080101001190100000005000 0800003700000310   
0601ZHA8+       20080101001195100000005000 0800003780000316   
0601ZHA8+       20080101001200100000005000 0800003870000322   
0601ZHA8+       20080101001205100000005000 0800003940000326   
0601ZHA8+       20080101001210100000005000 0800004020000332   
0601ZHA8+       20080101001215100000005000 0800004100000337   
0601ZHA8+       20080101001220100000005000 0800004170000341   
0601ZHA8+       20080101001225100000005000 0800004250000346   
0601ZHA8+       20080101001230100000005000 0800004330000351   
0601ZHA8+       20080101001235100000005000 0800004420000357   
0601ZHA8+       20080101001240100000005000 0800004500000362   
0601ZHA8+       20080101001245100000005000 0800004580000367   
0601ZHA8+       20080101001250100000005000 0800004680000374   
0601ZHA8+       20080101001255100000005000 0800004770000379   
0601ZHA8+       20080101001260100000005000 0800004860000385   
0601ZHA8+       20080101001265100000005000 0800004960000391   
0601ZHA8+       20080101001270100000005000 0800005050000397   
0601ZHA8+       20080101001275100000005000 0800005150000403   
0601ZHA8+       20080101001280100000005000 0800005240000409   
0601ZHA8+       20080101001285100000005000 0800005330000414   
0601ZHA8+       20080101001290100000005000 0800005420000419   
0601ZHA8+       20080101001295100000005000 0800005540000427   
0601ZHA8+       20080101001300100000005000 0800005640000433   
0601ZHA8+       20080101001305100000005000 0800005740000439   
0601ZHA8+       20080101001310100000005000 0800005850000446   
0601ZHA8+       20080101001315100000005000 0800005950000452   
0601ZHA8+       20080101001320100000005000 0800006050000457   
0601ZHA8+       20080101001325100000005000 0800006160000464   
0601ZHA8+       20080101001330100000005000 0800006280000471   
0601ZHA8+       20080101001335100000005000 0800006380000477   
0601ZHA8+       20080101001340100000005000 0800006480000483   
0601ZHA8+       20080101001345100000005000 0800006590000489   
0601ZHA8+       20080101001350100000005000 0800006690000495   
0601ZHA8+       20080101001355100000005000 0800006790000500   
0601ZHA8+       20080101001360100000005000 0800006910000507   
0601ZHA8+       20080101001365100000005000 0800007010000513   
0601ZHA8+       20080101001370100000005000 0800007120000519   
0601ZHA8+       20080101001375100000005000 0800007220000524   
0601ZHA8+       20080101001380100000005000 0800007320000529   
0601ZHA8+       20080101001385100000005000 0800007430000535   
0601ZHA8+       20080101001390100000005000 0800007530000541   
0601ZHA8+       20080101001395100000005000 0800007640000547   
0601ZHA8+       20080101001400100000005000 0800007750000553   
0601ZHA8+       20080101001405100000005000 0800007850000558   
0601ZHA8+       20080101001410100000005000 0800007950000563   
0601ZHA8+       20080101001415100000005000 0800008060000569   
0601ZHA8+       20080101001420100000005000 0800008160000574   
0601ZHA8+       20080101001425100000005000 0800008280000580   
0601ZHA8+       20080101001430100000005000 0800008380000585   
0601ZHA8+       20080101001435100000005000 0800008480000590   
0601ZHA8+       20080101001440100000005000 0800008590000595   
0601ZHA8+       20080101001445100000005000 0800008700000601   
0601ZHA8+       20080101001450100000005000 0800008810000607   
0601ZHA8+       20080101001455100000005000 0800008950000614   
0601ZHA8+       20080101001460100000005000 0800009060000619   
0601ZHA8+       20080101001465100000005000 0800009170000625   
0601ZHA8+       20080101001470100000005000 0800009280000630   
0601ZHA8+       20080101001475100000005000 0800009390000636   
