00UR               20081210                                                                                   
0601URB5d       20090101002555100000005000 0500037660001473   
0601URB5d       20090101002560100000005000 0500037800001475   
0601URB5d       20090101002565100000005000 0500037910001477   
0601URB5d       20090101002570100000005000 0500038050001479   
0601URB5d       20090101002575100000005000 0500038170001481   
0601URB5d       20090101002580100000005000 0500038280001482   
0601URB5d       20090101002585100000005000 0500038420001485   
0601URB5d       20090101002590100000005000 0500038540001487   
0601URB5d       20090101002595100000005000 0500038650001488   
0601URB5d       20090101002600100000005000 0500038790001490   
0601URB5d       20090101002605100000005000 0500038910001492   
0601URB5d       20090101002610100000005000 0500039040001494   
0601URB5d       20090101002615100000005000 0500039160001496   
0601URB5d       20090101002620100000005000 0500039280001498   
0601URB5d       20090101002625100000005000 0500039420001500   
0601URB5d       20090101002630100000005000 0500039530001502   
0601URB5d       20090101002635100000005000 0500039650001503   
0601URB5d       20090101002640100000005000 0500039790001506   
0601URB5d       20090101002645100000005000 0500039900001507   
0601URB5d       20090101002650100000005000 0500040020001509   
0601URB5d       20090101002655100000005000 0500040160001511   
0601URB5d       20090101002660100000005000 0500040270001512   
0601URB5d       20090101002665100000005000 0500040410001515   
0601URB5d       20090101002670100000005000 0500040530001517   
0601URB5d       20090101002675100000005000 0500040640001518   
0601URB5d       20090101002680100000005000 0500040780001520   
0601URB5d       20090101002685100000005000 0500040900001522   
0601URB5d       20090101002690100000005000 0500041010001523   
0601URB5d       20090101002695100000005000 0500041150001525   
0601URB5d       20090101002700100000005000 0500041270001527   
0601URB5d       20090101002705100000005000 0500041380001528   
0601URB5d       20090101002710100000005000 0500041520001531   
0601URB5d       20090101002715100000005000 0500041640001532   
0601URB5d       20090101002720100000005000 0500041770001534   
0601URB5d       20090101002725100000005000 0500041890001536   
0601URB5d       20090101002730100000005000 0500042010001537   
0601URB5d       20090101002735100000005000 0500042140001539   
0601URB5d       20090101002740100000005000 0500042260001541   
0601URB5d       20090101002745100000005000 0500042380001542   
0601URB5d       20090101002750100000005000 0500042510001544   
0601URB5d       20090101002755100000005000 0500042630001546   
0601URB5d       20090101002760100000005000 0500042770001548   
0601URB5d       20090101002765100000005000 0500042880001549   
0601URB5d       20090101002770100000005000 0500043000001551   
0601URB5d       20090101002775100000005000 0500043140001553   
0601URB5d       20090101002780100000005000 0500043260001555   
0601URB5d       20090101002785100000005000 0500043370001556   
0601URB5d       20090101002790100000005000 0500043510001558   
0601URB5d       20090101002795100000005000 0500043620001559   
0601URB5d       20090101002800100000005000 0500043740001561   
0601URB5d       20090101002805100000005000 0500043880001563   
0601URB5d       20090101002810100000005000 0500044000001564   
0601URB5d       20090101002815100000005000 0500044130001566   
0601URB5d       20090101002820100000005000 0500044250001568   
0601URB5d       20090101002825100000005000 0500044370001569   
0601URB5d       20090101002830100000005000 0500044500001571   
0601URB5d       20090101002835100000005000 0500044620001573   
0601URB5d       20090101002840100000005000 0500044740001574   
0601URB5d       20090101002845100000005000 0500044870001576   
0601URB5d       20090101002850100000005000 0500044990001577   
0601URB5d       20090101002855100000005000 0500045130001579   
0601URB5d       20090101002860100000005000 0500045240001580   
0601URB5d       20090101002865100000005000 0500045360001582   
0601URB5d       20090101002870100000005000 0500045500001584   
0601URB5d       20090101002875100000005000 0500045620001585   
0601URB5d       20090101002880100000005000 0500045730001586   
0601URB5d       20090101002885100000005000 0500045870001589   
0601URB5d       20090101002890100000005000 0500045980001590   
0601URB5d       20090101002895100000005000 0500046100001591   
0601URB5d       20090101002900100000005000 0500046240001593   
0601URB5d       20090101002905100000005000 0500046360001594   
0601URB5d       20090101002910100000005000 0500046490001596   
0601URB5d       20090101002915100000005000 0500046610001598   
0601URB5d       20090101002920100000005000 0500046730001599   
0601URB5d       20090101002925100000005000 0500046860001601   
0601URB5d       20090101002930100000005000 0500046980001602   
0601URB5d       20090101002935100000005000 0500047100001603   
0601URB5d       20090101002940100000005000 0500047230001605   
0601URB5d       20090101002945100000005000 0500047350001606   
0601URB5d       20090101002950100000005000 0500047470001608   
0601URB5d       20090101002955100000005000 0500047600001609   
0601URB5d       20090101002960100000005000 0500047720001611   
0601URB5d       20090101002965100000005000 0500047860001613   
0601URB5d       20090101002970100000005000 0500047970001614   
0601URB5d       20090101002975100000005000 0500048090001615   
0601URB5d       20090101002980100000005000 0500048230001617   
0601URB5d       20090101002985100000005000 0500048340001618   
0601URB5d       20090101002990100000005000 0500048460001619   
0601URB5d       20090101002995100000005000 0500048600001621   
0601URB5d       20090101003000100000005000 0500048710001622   
0601URB5d       20090101003005100000005000 0500048850001624   
0601URB5d       20090101003010100000005000 0500048970001626   
0601URB5d       20090101003015100000005000 0500049080001627   
0601URB5d       20090101003020100000005000 0500049220001628   
0601URB5d       20090101003025100000005000 0500049340001630   
0601URB5d       20090101003030100000005000 0500049450001631   
0601URB5d       20090101003035100000005000 0500049590001633   
0601URB5d       20090101003040100000005000 0500049710001634   
0601URB5d       20090101003045100000005000 0500049820001635   
0601URB5d       20090101003050100000005000 0500049960001637   
0601URB5d       20090101003055100000005000 0500050080001638   
0601URB5d       20090101003060100000005000 0500050220001640   
0601URB5d       20090101003065100000005000 0500050330001641   
0601URB5d       20090101003070100000005000 0500050450001642   
0601URB5d       20090101003075100000005000 0500050590001644   
0601URB5d       20090101003080100000005000 0500050700001645   
0601URB5d       20090101003085100000005000 0500050820001646   
0601URB5d       20090101003090100000005000 0500050960001648   
0601URB5d       20090101003095100000005000 0500051070001649   
0601URB5d       20090101003100100000005000 0500051190001650   
0601URB5d       20090101003105100000005000 0500051330001652   
0601URB5d       20090101003110100000005000 0500051440001653   
0601URB5d       20090101003115100000005000 0500051580001655   
0601URB5d       20090101003120100000005000 0500051700001656   
0601URB5d       20090101003125100000005000 0500051810001657   
0601URB5d       20090101003130100000005000 0500051950001658   
0601URB5d       20090101003135100000005000 0500052070001660   
0601URB5d       20090101003140100000005000 0500052180001660   
0601URB5d       20090101003145100000005000 0500052320001662   
0601URB5d       20090101003150100000005000 0500052440001663   
0601URB5d       20090101003155100000005000 0500052580001665   
0601URB5d       20090101003160100000005000 0500052690001666   
0601URB5d       20090101003165100000005000 0500052810001667   
0601URB5d       20090101003170100000005000 0500052950001669   
0601URB5d       20090101003175100000005000 0500053060001670   
0601URB5d       20090101003180100000005000 0500053180001671   
0601URB5d       20090101003185100000005000 0500053320001673   
0601URB5d       20090101003190100000005000 0500053430001674   
0601URB5d       20090101003195100000005000 0500053550001675   
0601URB5d       20090101003200100000005000 0500053690001677   
0601URB5d       20090101003205100000005000 0500053800001677   
0601URB5d       20090101003210100000005000 0500053940001679   
0601URB5d       20090101003215100000005000 0500054060001680   
0601URB5d       20090101003220100000005000 0500054170001681   
0601URB5d       20090101003225100000005000 0500054310001683   
0601URB5d       20090101003230100000005000 0500054430001684   
0601URB5d       20090101003235100000005000 0500054540001685   
0601URB5d       20090101003240100000005000 0500054680001686   
0601URB5d       20090101003245100000005000 0500054800001687   
0601URB5d       20090101003250100000005000 0500054910001688   
0601URB5d       20090101003255100000005000 0500055050001690   
0601URB5d       20090101003260100000005000 0500055170001691   
0601URB5d       20090101003265100000005000 0500055310001693   
0601URB5d       20090101003270100000005000 0500055420001694   
0601URB5d       20090101003275100000005000 0500055540001695   
0601URB5d       20090101003280100000005000 0500055680001696   
0601URB5d       20090101003285100000005000 0500055790001697   
0601URB5d       20090101003290100000005000 0500055910001698   
0601URB5d       20090101003295100000005000 0500056050001700   
0601URB5d       20090101003300100000005000 0500056160001701   
0601URB5d       20090101003305100000005000 0500056300001702   
0601URB5d       20090101003310100000005000 0500056420001703   
0601URB5d       20090101003315100000005000 0500056530001704   
0601URB5d       20090101003320100000005000 0500056670001706   
0601URB5d       20090101003325100000005000 0500056790001707   
0601URB5d       20090101003330100000005000 0500056900001707   
0601URB5d       20090101003335100000005000 0500057040001709   
0601URB5d       20090101003340100000005000 0500057160001710   
0601URB5d       20090101003345100000005000 0500057270001711   
0601URB5d       20090101003350100000005000 0500057410001712   
0601URB5d       20090101003355100000005000 0500057530001713   
0601URB5d       20090101003360100000005000 0500057670001715   
0601URB5d       20090101003365100000005000 0500057780001716   
0601URB5d       20090101003370100000005000 0500057900001717   
0601URB5d       20090101003375100000005000 0500058040001718   
0601URB5d       20090101003380100000005000 0500058150001719   
0601URB5d       20090101003385100000005000 0500058270001720   
0601URB5d       20090101003390100000005000 0500058410001722   
0601URB5d       20090101003395100000005000 0500058520001722   
0601URB5d       20090101003400100000005000 0500058660001724   
0601URB5d       20090101003405100000005000 0500058780001725   
0601URB5d       20090101003410100000005000 0500058890001726   
0601URB5d       20090101003415100000005000 0500059030001727   
0601URB5d       20090101003420100000005000 0500059150001728   
0601URB5d       20090101003425100000005000 0500059260001729   
0601URB5d       20090101003430100000005000 0500059400001731   
0601URB5d       20090101003435100000005000 0500059520001731   
0601URB5d       20090101003440100000005000 0500059630001732   
0601URB5d       20090101003445100000005000 0500059770001734   
0601URB5d       20090101003450100000005000 0500059890001735   
0601URB5d       20090101003455100000005000 0500060030001736   
0601URB5d       20090101003460100000005000 0500060140001737   
0601URB5d       20090101003465100000005000 0500060260001738   
0601URB5d       20090101003470100000005000 0500060400001739   
0601URB5d       20090101003475100000005000 0500060510001740   
0601URB5d       20090101003480100000005000 0500060630001741   
0601URB5d       20090101003485100000005000 0500060770001743   
0601URB5d       20090101003490100000005000 0500060880001743   
0601URB5d       20090101003495100000005000 0500061000001744   
0601URB5d       20090101003500100000005000 0500061140001746   
0601URB5d       20090101003505100000005000 0500061250001746   
0601URB5d       20090101003510100000005000 0500061390001748   
0601URB5d       20090101003515100000005000 0500061510001749   
0601URB5d       20090101003520100000005000 0500061620001749   
0601URB5d       20090101003525100000005000 0500061760001751   
0601URB5d       20090101003530100000005000 0500061880001752   
0601URB5d       20090101003535100000005000 0500061990001752   
0601URB5d       20090101003540100000005000 0500062130001754   
0601URB5d       20090101003545100000005000 0500062250001755   
0601URB5d       20090101003550100000005000 0500062390001756   
0601URB5d       20090101003555100000005000 0500062500001757   
0601URB5d       20090101003560100000005000 0500062620001758   
0601URB5d       20090101003565100000005000 0500062760001759   
0601URB5d       20090101003570100000005000 0500062870001760   
0601URB5d       20090101003575100000005000 0500062990001761   
0601URB5d       20090101003580100000005000 0500063130001762   
0601URB5d       20090101003585100000005000 0500063240001763   
0601URB5d       20090101003590100000005000 0500063360001764   
0601URB5d       20090101003595100000005000 0500063500001765   
0601URB5d       20090101003600100000005000 0500063610001766   
0601URB5d       20090101003605100000005000 0500063750001767   
0601URB5d       20090101003610100000005000 0500063870001768   
0601URB5d       20090101003615100000005000 0500063980001769   
0601URB5d       20090101003620100000005000 0500064120001770   
0601URB5d       20090101003625100000005000 0500064240001771   
0601URB5d       20090101003630100000005000 0500064350001772   
0601URB5d       20090101003635100000005000 0500064490001773   
0601URB5d       20090101003640100000005000 0500064610001774   
0601URB5d       20090101003645100000005000 0500064720001774   
0601URB5d       20090101003650100000005000 0500064860001776   
0601URB5d       20090101003655100000005000 0500064980001777   
0601URB5d       20090101003660100000005000 0500065120001778   
0601URB5d       20090101003665100000005000 0500065230001779   
0601URB5d       20090101003670100000005000 0500065350001779   
0601URB5d       20090101003675100000005000 0500065490001781   
0601URB5d       20090101003680100000005000 0500065600001781   
0601URB5d       20090101003685100000005000 0500065720001782   
0601URB5d       20090101003690100000005000 0500065860001784   
0601URB5d       20090101003695100000005000 0500065970001784   
0601URB5d       20090101003700100000005000 0500066110001786   
0601URB5d       20090101003705100000005000 0500066230001786   
0601URB5d       20090101003710100000005000 0500066340001787   
0601URB5d       20090101003715100000005000 0500066480001788   
0601URB5d       20090101003720100000005000 0500066600001789   
0601URB5d       20090101003725100000005000 0500066710001790   
0601URB5d       20090101003730100000005000 0500066850001791   
0601URB5d       20090101003735100000005000 0500066970001792   
0601URB5d       20090101003740100000005000 0500067080001792   
0601URB5d       20090101003745100000005000 0500067220001794   
0601URB5d       20090101003750100000005000 0500067340001795   
0601URB5d       20090101003755100000005000 0500067480001796   
0601URB5d       20090101003760100000005000 0500067590001796   
0601URB5d       20090101003765100000005000 0500067710001797   
0601URB5d       20090101003770100000005000 0500067850001799   
0601URB5d       20090101003775100000005000 0500067960001799   
0601URB5d       20090101003780100000005000 0500068080001800   
0601URB5d       20090101003785100000005000 0500068220001801   
0601URB5d       20090101003790100000005000 0500068330001802   
0601URB5d       20090101003795100000005000 0500068450001803   
0601URB5d       20090101003800100000005000 0500068590001804   
0601URB5d       20090101003805100000005000 0500068700001804   
0601URB5d       20090101003810100000005000 0500068840001806   
0601URB5d       20090101003815100000005000 0500068960001806   
0601URB5d       20090101003820100000005000 0500069070001807   
0601URB5d       20090101003825100000005000 0500069210001808   
0601URB5d       20090101003830100000005000 0500069330001809   
0601URB5d       20090101003835100000005000 0500069440001810   
0601URB5d       20090101003840100000005000 0500069580001811   
0601URB5d       20090101003845100000005000 0500069700001812   
0601URB5d       20090101003850100000005000 0500069840001813   
0601URB5d       20090101003855100000005000 0500069950001813   
0601URB5d       20090101003860100000005000 0500070070001814   
0601URB5d       20090101003865100000005000 0500070210001815   
0601URB5d       20090101003870100000005000 0500070320001816   
0601URB5d       20090101003875100000005000 0500070440001817   
0601URB5d       20090101003880100000005000 0500070580001818   
0601URB5d       20090101003885100000005000 0500070690001818   
0601URB5d       20090101003890100000005000 0500070810001819   
0601URB5d       20090101003895100000005000 0500070950001820   
0601URB5d       20090101003900100000005000 0500071060001821   
0601URB5d       20090101003905100000005000 0500071200001822   
0601URB5d       20090101003910100000005000 0500071320001823   
0601URB5d       20090101003915100000005000 0500071430001823   
0601URB5d       20090101003920100000005000 0500071570001825   
0601URB5d       20090101003925100000005000 0500071690001825   
0601URB5d       20090101003930100000005000 0500071800001826   
0601URB5d       20090101003935100000005000 0500071940001827   
0601URB5d       20090101003940100000005000 0500072060001828   
0601URB5d       20090101003945100000005000 0500072200001829   
0601URB5d       20090101003950100000005000 0500072310001829   
0601URB5d       20090101003955100000005000 0500072430001830   
0601URB5d       20090101003960100000005000 0500072560001831   
0601URB5d       20090101003965100000005000 0500072680001832   
0601URB5d       20090101003970100000005000 0500072800001833   
0601URB5d       20090101003975100000005000 0500072940001834   
0601URB5d       20090101003980100000005000 0500073050001834   
0601URB5d       20090101003985100000005000 0500073170001835   
0601URB5d       20090101003990100000005000 0500073310001836   
0601URB5d       20090101003995100000005000 0500073420001837   
0601URB5d       20090101004000100000005000 0500073560001838   
0601URB5d       20090101004005100000005000 0500073680001839   
0601URB5d       20090101004010100000005000 0500073790001839   
0601URB5d       20090101004015100000005000 0500073930001840   
0601URB5d       20090101004020100000005000 0500074050001841   
0601URB5d       20090101004025100000005000 0500074160001841   
0601URB5d       20090101004030100000005000 0500074300001843   
0601URB5d       20090101004035100000005000 0500074420001843   
0601URB5d       20090101004040100000005000 0500074530001844   
0601URB5d       20090101004045100000005000 0500074670001845   
0601URB5d       20090101004050100000005000 0500074790001846   
0601URB5d       20090101004055100000005000 0500074920001846   
0601URB5d       20090101004060100000005000 0500075040001847   
0601URB5d       20090101004065100000005000 0500075160001848   
0601URB5d       20090101004070100000005000 0500075300001849   
0601URB5d       20090101004075100000005000 0500075410001849   
0601URB5d       20090101004080100000005000 0500075530001850   
0601URB5d       20090101004085100000005000 0500075660001851   
0601URB5d       20090101004090100000005000 0500075780001852   
0601URB5d       20090101004095100000005000 0500075920001853   
0601URB5d       20090101004100100000005000 0500076040001854   
0601URB5d       20090101004105100000005000 0500076150001854   
0601URB5d       20090101004110100000005000 0500076290001855   
0601URB5d       20090101004115100000005000 0500076400001855   
0601URB5d       20090101004120100000005000 0500076520001856   
0601URB5d       20090101004125100000005000 0500076660001857   
0601URB5d       20090101004130100000005000 0500076780001858   
0601URB5d       20090101004135100000005000 0500076890001858   
0601URB5d       20090101004140100000005000 0500077030001860   
0601URB5d       20090101004145100000005000 0500077150001860   
0601URB5d       20090101004150100000005000 0500077280001861   
0601URB5d       20090101004155100000005000 0500077400001862   
0601URB5d       20090101004160100000005000 0500077520001862   
0601URB5d       20090101004165100000005000 0500077650001863   
0601URB5d       20090101004170100000005000 0500077770001864   
0601URB5d       20090101004175100000005000 0500077890001865   
0601URB5d       20090101004180100000005000 0500078020001865   
0601URB5d       20090101004185100000005000 0500078140001866   
0601URB5d       20090101004190100000005000 0500078260001867   
0601URB5d       20090101004195100000005000 0500078390001868   
0601URB5d       20090101004200100000005000 0500078510001868   
0601URB5d       20090101004205100000005000 0500078650001869   
0601URB5d       20090101004210100000005000 0500078760001870   
0601URB5d       20090101004215100000005000 0500078880001870   
0601URB5d       20090101004220100000005000 0500079020001871   
0601URB5d       20090101004225100000005000 0500079140001872   
0601URB5d       20090101004230100000005000 0500079250001872   
0601URB5d       20090101004235100000005000 0500079390001874   
0601URB5d       20090101004240100000005000 0500079500001874   
0601URB5d       20090101004245100000005000 0500079640001875   
0601URB5d       20090101004250100000005000 0500079760001876   
0601URB5d       20090101004255100000005000 0500079880001876   
0601URB5d       20090101004260100000005000 0500080010001877   
0601URB5d       20090101004265100000005000 0500080130001878   
0601URB5d       20090101004270100000005000 0500080250001878   
0601URB5d       20090101004275100000005000 0500080380001879   
0601URB5d       20090101004280100000005000 0500080500001880   
0601URB5d       20090101004285100000005000 0500080620001880   
0601URB5d       20090101004290100000005000 0500080750001881   
0601URB5d       20090101004295100000005000 0500080870001882   
0601URB5d       20090101004300100000005000 0500081010001883   
0601URB5d       20090101004305100000005000 0500081120001883   
0601URB5d       20090101004310100000005000 0500081240001884   
0601URB5d       20090101004315100000005000 0500081380001885   
0601URB5d       20090101004320100000005000 0500081490001885   
0601URB5d       20090101004325100000005000 0500081610001886   
0601URB5d       20090101004330100000005000 0500081750001887   
0601URB5d       20090101004335100000005000 0500081860001887   
0601URB5d       20090101004340100000005000 0500081980001888   
0601URB5d       20090101004345100000005000 0500082120001889   
0601URB5d       20090101004350100000005000 0500082240001889   
0601URB5d       20090101004355100000005000 0500082370001890   
0601URB5d       20090101004360100000005000 0500082490001891   
0601URB5d       20090101004365100000005000 0500082600001891   
0601URB5d       20090101004370100000005000 0500082740001892   
0601URB5d       20090101004375100000005000 0500082860001893   
0601URB5d       20090101004380100000005000 0500082980001893   
0601URB5d       20090101004385100000005000 0500083110001894   
0601URB5d       20090101004390100000005000 0500083230001895   
0601URB5d       20090101004395100000005000 0500083370001896   
0601URB5d       20090101004400100000005000 0500083480001896   
0601URB5d       20090101004405100000005000 0500083600001897   
0601URB5d       20090101004410100000005000 0500083740001898   
0601URB5d       20090101004415100000005000 0500083850001898   
0601URB5d       20090101004420100000005000 0500083970001899   
0601URB5d       20090101004425100000005000 0500084110001900   
0601URB5d       20090101004430100000005000 0500084220001900   
0601URB5d       20090101004435100000005000 0500084340001901   
0601URB5d       20090101004440100000005000 0500084480001902   
0601URB5d       20090101004445100000005000 0500084590001902   
0601URB5d       20090101004450100000005000 0500084730001903   
0601URB5d       20090101004455100000005000 0500084850001904   
0601URB5d       20090101004460100000005000 0500084960001904   
0601URB5d       20090101004465100000005000 0500085100001905   
0601URB5d       20090101004470100000005000 0500085220001905   
0601URB5d       20090101004475100000005000 0500085330001906   
0601URB5d       20090101004480100000005000 0500085470001907   
0601URB5d       20090101004485100000005000 0500085590001907   
0601URB5d       20090101004490100000005000 0500085730001908   
0601URB5d       20090101004495100000005000 0500085840001909   
0601URB5d       20090101004500100000005000 0500085960001909   
0601URB5d       20090101004505100000005000 0500086100001910   
0601URB5d       20090101004510100000005000 0500086210001910   
0601URB5d       20090101004515100000005000 0500086330001911   
0601URB5d       20090101004520100000005000 0500086470001912   
0601URB5d       20090101004525100000005000 0500086580001912   
0601URB5d       20090101004530100000005000 0500086700001913   
0601URB5d       20090101004535100000005000 0500086840001914   
0601URB5d       20090101004540100000005000 0500086950001914   
0601URB5d       20090101004545100000005000 0500087090001915   
0601URB5d       20090101004550100000005000 0500087210001916   
0601URB5d       20090101004555100000005000 0500087320001916   
0601URB5d       20090101004560100000005000 0500087460001917   
0601URB5d       20090101004565100000005000 0500087580001917   
0601URB5d       20090101004570100000005000 0500087690001918   
0601URB5d       20090101004575100000005000 0500087830001919   
0601URB5d       20090101004580100000005000 0500087950001919   
0601URB5d       20090101004585100000005000 0500088060001920   
0601URB5d       20090101004590100000005000 0500088200001921   
0601URB5d       20090101004595100000005000 0500088320001921   
0601URB5d       20090101004600100000005000 0500088460001922   
0601URB5d       20090101004605100000005000 0500088570001922   
0601URB5d       20090101004610100000005000 0500088690001923   
0601URB5d       20090101004615100000005000 0500088830001924   
0601URB5d       20090101004620100000005000 0500088940001924   
0601URB5d       20090101004625100000005000 0500089060001925   
0601URB5d       20090101004630100000005000 0500089200001926   
0601URB5d       20090101004635100000005000 0500089310001926   
0601URB5d       20090101004640100000005000 0500089450001927   
0601URB5d       20090101004645100000005000 0500089570001927   
0601URB5d       20090101004650100000005000 0500089680001928   
0601URB5d       20090101004655100000005000 0500089820001929   
0601URB5d       20090101004660100000005000 0500089940001929   
0601URB5d       20090101004665100000005000 0500090050001929   
0601URB5d       20090101004670100000005000 0500090190001930   
0601URB5d       20090101004675100000005000 0500090310001931   
0601URB5d       20090101004680100000005000 0500090420001931   
0601URB5d       20090101004685100000005000 0500090560001932   
0601URB5d       20090101004690100000005000 0500090680001932   
0601URB5d       20090101004695100000005000 0500090820001933   
0601URB5d       20090101004700100000005000 0500090930001934   
0601URB5d       20090101004705100000005000 0500091050001934   
0601URB5d       20090101004710100000005000 0500091190001935   
0601URB5d       20090101004715100000005000 0500091300001935   
0601URB5d       20090101004720100000005000 0500091420001936   
0601URB5d       20090101004725100000005000 0500091560001937   
0601URB5d       20090101004730100000005000 0500091670001937   
0601URB5d       20090101004735100000005000 0500091790001938   
0601URB5d       20090101004740100000005000 0500091930001938   
0601URB5d       20090101004745100000005000 0500092040001939   
0601URB5d       20090101004750100000005000 0500092180001940   
0601URB5d       20090101004755100000005000 0500092300001940   
0601URB5d       20090101004760100000005000 0500092410001940   
0601URB5d       20090101004765100000005000 0500092550001941   
0601URB5d       20090101004770100000005000 0500092670001942   
0601URB5d       20090101004775100000005000 0500092780001942   
0601URB5d       20090101004780100000005000 0500092920001943   
0601URB5d       20090101004785100000005000 0500093040001943   
0601URB5d       20090101004790100000005000 0500093180001944   
0601URB5d       20090101004795100000005000 0500093290001945   
0601URB5d       20090101004800100000005000 0500093410001945   
0601URB5d       20090101004805100000005000 0500093550001946   
0601URB5d       20090101004810100000005000 0500093660001946   
0601URB5d       20090101004815100000005000 0500093780001947   
0601URB5d       20090101004820100000005000 0500093920001948   
0601URB5d       20090101004825100000005000 0500094030001948   
0601URB5d       20090101004830100000005000 0500094150001948   
0601URB5d       20090101004835100000005000 0500094290001949   
0601URB5d       20090101004840100000005000 0500094400001949   
0601URB5d       20090101004845100000005000 0500094540001950   
0601URB5d       20090101004850100000005000 0500094660001951   
0601URB5d       20090101004855100000005000 0500094770001951   
0601URB5d       20090101004860100000005000 0500094910001952   
0601URB5d       20090101004865100000005000 0500095030001952   
0601URB5d       20090101004870100000005000 0500095140001953   
0601URB5d       20090101004875100000005000 0500095280001953   
0601URB5d       20090101004880100000005000 0500095400001954   
0601URB5d       20090101004885100000005000 0500095540001955   
0601URB5d       20090101004890100000005000 0500095650001955   
0601URB5d       20090101004895100000005000 0500095770001955   
0601URB5d       20090101004900100000005000 0500095910001956   
0601URB5d       20090101004905100000005000 0500096020001957   
0601URB5d       20090101004910100000005000 0500096140001957   
0601URB5d       20090101004915100000005000 0500096280001958   
0601URB5d       20090101004920100000005000 0500096390001958   
0601URB5d       20090101004925100000005000 0500096510001959   
0601URB5d       20090101004930100000005000 0500096650001959   
0601URB5d       20090101004935100000005000 0500096760001960   
0601URB5d       20090101004940100000005000 0500096900001961   
0601URB5d       20090101004945100000005000 0500097020001961   
0601URB5d       20090101004950100000005000 0500097130001961   
0601URB5d       20090101004955100000005000 0500097270001962   
0601URB5d       20090101004960100000005000 0500097390001963   
0601URB5d       20090101004965100000005000 0500097500001963   
0601URB5d       20090101004970100000005000 0500097640001964   
0601URB5d       20090101004975100000005000 0500097760001964   
0601URB5d       20090101004980100000005000 0500097870001964   
0601URB5d       20090101004985100000005000 0500098010001965   
0601URB5d       20090101004990100000005000 0500098130001966   
0601URB5d       20090101004995100000005000 0500098270001966   
0601URB5d       20090101005000100000100000 0500098380001967   
0601URB5d       20090101005100100000100000 0500100860001977   
0601URB5d       20090101005200100000100000 0500103360001987   
0601URB5d       20090101005300100000100000 0500105830001996   
0601URB5d       20090101005400100000100000 0500108310002005   
0601URB5d       20090101005500100000100000 0500110800002014   
0601URB5d       20090101005600100000100000 0500113280002022   
0601URB5d       20090101005700100000100000 0500115760002030   
0601URB5d       20090101005800100000100000 0500118250002038   
0601URB5d       20090101005900100000100000 0500120730002045   
0601URB5d       20090101006000100000100000 0500123200002052   
0601URB5d       20090101006100100000100000 0500125700002060   
0601URB5d       20090101006200100000100000 0500128180002067   
0601URB5d       20090101006300100000100000 0500130650002073   
0601URB5d       20090101006400100000100000 0500133150002080   
0601URB5d       20090101006500100000100000 0500135630002086   
0601URB5d       20090101006600100000100000 0500138100002092   
0601URB5d       20090101006700100000100000 0500140600002098   
0601URB5d       20090101006800100000100000 0500143080002103   
0601URB5d       20090101006900100000100000 0500145550002109   
0601URB5d       20090101007000100000100000 0500148050002114   
0601URB5d       20090101007100100000100000 0500150520002119   
0601URB5d       20090101007200100000100000 0500153000002124   
0601URB5d       20090101007300100000100000 0500155500002129   
0601URB5d       20090101007400100000100000 0500157970002134   
0601URB5d       20090101007500100000100000 0500160450002139   
0601URB5d       20090101007600100000100000 0500162950002143   
0601URB5d       20090101007700100000100000 0500165420002148   
0601URB5d       20090101007800100000100000 0500167900002152   
0601URB5d       20090101007900100000100000 0500170400002156   
0601URB5d       20090101008000100000100000 0500172870002160   
0601URB5d       20090101008100100000100000 0500175350002164   
0601URB5d       20090101008200100000100000 0500177840002168   
0601URB5d       20090101008300100000100000 0500180320002172   
0601URB5d       20090101008400100000100000 0500182700002174   
0601URB5d       20090101008500100000100000 0500185040002176   
0601URB5d       20090101008600100000100000 0500187380002178   
0601URB5d       20090101008700100000100000 0500189750002180   
0601URB5d       20090101008800100000100000 0500192090002182   
0601URB5d       20090101008900100000100000 0500194430002184   
0601URB5d       20090101009000100000100000 0500196790002186   
0601URB5d       20090101009100100000100000 0500199140002188   
0601URB5d       20090101009200100000100000 0500201480002189   
0601URB5d       20090101009300100000100000 0500203840002191   
0601URB5d       20090101009400100000100000 0500206180002193   
0601URB5d       20090101009500100000100000 0500208520002194   
0601URB5d       20090101009600100000100000 0500210890002196   
0601URB5d       20090101009700100000100000 0500213230002198   
0601URB5d       20090101009800100000100000 0500215570002199   
0601URB5d       20090101009900100000100000 0500217930002201   
0601URB6d       20090101000000100000005000 0600000060002400   
0601URB6d       20090101000005100000005000 0600000060000800   
0601URB6d       20090101000010100000005000 0600000060000480   
0601URB6d       20090101000015100000005000 0600000060000343   
0601URB6d       20090101000020100000005000 0600000060000267   
0601URB6d       20090101000025100000005000 0600000060000218   
0601URB6d       20090101000030100000005000 0600000060000185   
0601URB6d       20090101000035100000005000 0600000060000160   
0601URB6d       20090101000040100000005000 0600000060000141   
0601URB6d       20090101000045100000005000 0600000060000126   
0601URB6d       20090101000050100000005000 0600000060000114   
0601URB6d       20090101000055100000005000 0600000060000104   
0601URB6d       20090101000060100000005000 0600000060000096   
0601URB6d       20090101000065100000005000 0600000060000089   
0601URB6d       20090101000070100000005000 0600000060000083   
0601URB6d       20090101000075100000005000 0600000060000077   
0601URB6d       20090101000080100000005000 0600000060000073   
0601URB6d       20090101000085100000005000 0600000060000069   
0601URB6d       20090101000090100000005000 0600000060000065   
0601URB6d       20090101000095100000005000 0600000060000062   
