00UR               20081210                                                                                   
0601URC6d       20090101002340100000005000m0600030420001299   
0601URC6d       20090101002345100000005000m0600030560001302   
0601URC6d       20090101002350100000005000m0600030670001304   
0601URC6d       20090101002355100000005000m0600030780001306   
0601URC6d       20090101002360100000005000m0600030910001308   
0601URC6d       20090101002365100000005000m0600031020001310   
0601URC6d       20090101002370100000005000m0600031150001313   
0601URC6d       20090101002375100000005000m0600031260001315   
0601URC6d       20090101002380100000005000m0600031380001317   
0601URC6d       20090101002385100000005000m0600031510001320   
0601URC6d       20090101002390100000005000m0600031620001322   
0601URC6d       20090101002395100000005000m0600031730001323   
0601URC6d       20090101002400100000005000m0600031860001326   
0601URC6d       20090101002405100000005000m0600031980001328   
0601URC6d       20090101002410100000005000m0600032110001331   
0601URC6d       20090101002415100000005000m0600032220001333   
0601URC6d       20090101002420100000005000m0600032330001335   
0601URC6d       20090101002425100000005000m0600032460001337   
0601URC6d       20090101002430100000005000m0600032570001339   
0601URC6d       20090101002435100000005000m0600032690001341   
0601URC6d       20090101002440100000005000m0600032820001344   
0601URC6d       20090101002445100000005000m0600032930001345   
0601URC6d       20090101002450100000005000m0600033040001347   
0601URC6d       20090101002455100000005000m0600033170001350   
0601URC6d       20090101002460100000005000m0600033280001351   
0601URC6d       20090101002465100000005000m0600033420001354   
0601URC6d       20090101002470100000005000m0600033530001356   
0601URC6d       20090101002475100000005000m0600033640001358   
0601URC6d       20090101002480100000005000m0600033770001360   
0601URC6d       20090101002485100000005000m0600033880001362   
0601URC6d       20090101002490100000005000m0600034000001364   
0601URC6d       20090101002495100000005000m0600034130001367   
0601URC6d       20090101002500100000005000m0600034240001368   
0601URC6d       20090101002505100000005000m0600034350001370   
0601URC6d       20090101002510100000005000m0600034480001372   
0601URC6d       20090101002515100000005000m0600034600001374   
0601URC6d       20090101002520100000005000m0600034730001377   
0601URC6d       20090101002525100000005000m0600034840001378   
0601URC6d       20090101002530100000005000m0600034950001380   
0601URC6d       20090101002535100000005000m0600035080001382   
0601URC6d       20090101002540100000005000m0600035200001384   
0601URC6d       20090101002545100000005000m0600035310001386   
0601URC6d       20090101002550100000005000m0600035440001388   
0601URC6d       20090101002555100000005000m0600035550001390   
0601URC6d       20090101002560100000005000m0600035690001393   
0601URC6d       20090101002565100000005000m0600035800001394   
0601URC6d       20090101002570100000005000m0600035910001396   
0601URC6d       20090101002575100000005000m0600036040001398   
0601URC6d       20090101002580100000005000m0600036160001400   
0601URC6d       20090101002585100000005000m0600036270001402   
0601URC6d       20090101002590100000005000m0600036400001404   
0601URC6d       20090101002595100000005000m0600036510001406   
0601URC6d       20090101002600100000005000m0600036620001407   
0601URC6d       20090101002605100000005000m0600036760001410   
0601URC6d       20090101002610100000005000m0600036870001411   
0601URC6d       20090101002615100000005000m0600037000001414   
0601URC6d       20090101002620100000005000m0600037110001415   
0601URC6d       20090101002625100000005000m0600037230001417   
0601URC6d       20090101002630100000005000m0600037360001419   
0601URC6d       20090101002635100000005000m0600037470001421   
0601URC6d       20090101002640100000005000m0600037580001422   
0601URC6d       20090101002645100000005000m0600037720001425   
0601URC6d       20090101002650100000005000m0600037830001426   
0601URC6d       20090101002655100000005000m0600037940001428   
0601URC6d       20090101002660100000005000m0600038070001430   
0601URC6d       20090101002665100000005000m0600038190001432   
0601URC6d       20090101002670100000005000m0600038320001434   
0601URC6d       20090101002675100000005000m0600038430001435   
0601URC6d       20090101002680100000005000m0600038540001437   
0601URC6d       20090101002685100000005000m0600038680001439   
0601URC6d       20090101002690100000005000m0600038790001441   
0601URC6d       20090101002695100000005000m0600038900001442   
0601URC6d       20090101002700100000005000m0600039030001444   
0601URC6d       20090101002705100000005000m0600039150001446   
0601URC6d       20090101002710100000005000m0600039280001448   
0601URC6d       20090101002715100000005000m0600039390001449   
0601URC6d       20090101002720100000005000m0600039500001451   
0601URC6d       20090101002725100000005000m0600039640001453   
0601URC6d       20090101002730100000005000m0600039750001455   
0601URC6d       20090101002735100000005000m0600039860001456   
0601URC6d       20090101002740100000005000m0600040000001459   
0601URC6d       20090101002745100000005000m0600040110001460   
0601URC6d       20090101002750100000005000m0600040220001461   
0601URC6d       20090101002755100000005000m0600040350001463   
0601URC6d       20090101002760100000005000m0600040470001465   
0601URC6d       20090101002765100000005000m0600040600001467   
0601URC6d       20090101002770100000005000m0600040710001468   
0601URC6d       20090101002775100000005000m0600040820001470   
0601URC6d       20090101002780100000005000m0600040960001472   
0601URC6d       20090101002785100000005000m0600041070001473   
0601URC6d       20090101002790100000005000m0600041180001475   
0601URC6d       20090101002795100000005000m0600041320001477   
0601URC6d       20090101002800100000005000m0600041430001478   
0601URC6d       20090101002805100000005000m0600041560001480   
0601URC6d       20090101002810100000005000m0600041670001482   
0601URC6d       20090101002815100000005000m0600041790001483   
0601URC6d       20090101002820100000005000m0600041920001485   
0601URC6d       20090101002825100000005000m0600042030001486   
0601URC6d       20090101002830100000005000m0600042150001488   
0601URC6d       20090101002835100000005000m0600042280001490   
0601URC6d       20090101002840100000005000m0600042390001491   
0601URC6d       20090101002845100000005000m0600042500001493   
0601URC6d       20090101002850100000005000m0600042640001495   
0601URC6d       20090101002855100000005000m0600042750001496   
0601URC6d       20090101002860100000005000m0600042880001498   
0601URC6d       20090101002865100000005000m0600043000001500   
0601URC6d       20090101002870100000005000m0600043110001501   
0601URC6d       20090101002875100000005000m0600043240001503   
0601URC6d       20090101002880100000005000m0600043360001504   
0601URC6d       20090101002885100000005000m0600043470001505   
0601URC6d       20090101002890100000005000m0600043600001507   
0601URC6d       20090101002895100000005000m0600043720001509   
0601URC6d       20090101002900100000005000m0600043830001510   
0601URC6d       20090101002905100000005000m0600043960001512   
0601URC6d       20090101002910100000005000m0600044080001513   
0601URC6d       20090101002915100000005000m0600044210001515   
0601URC6d       20090101002920100000005000m0600044320001517   
0601URC6d       20090101002925100000005000m0600044430001518   
0601URC6d       20090101002930100000005000m0600044570001520   
0601URC6d       20090101002935100000005000m0600044680001521   
0601URC6d       20090101002940100000005000m0600044790001522   
0601URC6d       20090101002945100000005000m0600044930001524   
0601URC6d       20090101002950100000005000m0600045040001525   
0601URC6d       20090101002955100000005000m0600045170001527   
0601URC6d       20090101002960100000005000m0600045290001529   
0601URC6d       20090101002965100000005000m0600045400001530   
0601URC6d       20090101002970100000005000m0600045530001532   
0601URC6d       20090101002975100000005000m0600045650001533   
0601URC6d       20090101002980100000005000m0600045760001534   
0601URC6d       20090101002985100000005000m0600045890001536   
0601URC6d       20090101002990100000005000m0600046010001538   
0601URC6d       20090101002995100000005000m0600046120001539   
0601URC6d       20090101003000100000005000m0600046250001540   
0601URC6d       20090101003005100000005000m0600046370001542   
0601URC6d       20090101003010100000005000m0600046500001544   
0601URC6d       20090101003015100000005000m0600046610001545   
0601URC6d       20090101003020100000005000m0600046730001546   
0601URC6d       20090101003025100000005000m0600046860001548   
0601URC6d       20090101003030100000005000m0600046970001549   
0601URC6d       20090101003035100000005000m0600047090001550   
0601URC6d       20090101003040100000005000m0600047220001552   
0601URC6d       20090101003045100000005000m0600047330001553   
0601URC6d       20090101003050100000005000m0600047450001554   
0601URC6d       20090101003055100000005000m0600047580001556   
0601URC6d       20090101003060100000005000m0600047690001557   
0601URC6d       20090101003065100000005000m0600047830001559   
0601URC6d       20090101003070100000005000m0600047940001560   
0601URC6d       20090101003075100000005000m0600048050001561   
0601URC6d       20090101003080100000005000m0600048190001563   
0601URC6d       20090101003085100000005000m0600048300001564   
0601URC6d       20090101003090100000005000m0600048410001565   
0601URC6d       20090101003095100000005000m0600048550001567   
0601URC6d       20090101003100100000005000m0600048660001568   
0601URC6d       20090101003105100000005000m0600048800001570   
0601URC6d       20090101003110100000005000m0600048910001571   
0601URC6d       20090101003115100000005000m0600049020001572   
0601URC6d       20090101003120100000005000m0600049160001574   
0601URC6d       20090101003125100000005000m0600049270001575   
0601URC6d       20090101003130100000005000m0600049380001576   
0601URC6d       20090101003135100000005000m0600049520001578   
0601URC6d       20090101003140100000005000m0600049630001579   
0601URC6d       20090101003145100000005000m0600049740001580   
0601URC6d       20090101003150100000005000m0600049880001582   
0601URC6d       20090101003155100000005000m0600049990001583   
0601URC6d       20090101003160100000005000m0600050120001585   
0601URC6d       20090101003165100000005000m0600050240001586   
0601URC6d       20090101003170100000005000m0600050350001587   
0601URC6d       20090101003175100000005000m0600050490001589   
0601URC6d       20090101003180100000005000m0600050600001590   
0601URC6d       20090101003185100000005000m0600050710001591   
0601URC6d       20090101003190100000005000m0600050850001593   
0601URC6d       20090101003195100000005000m0600050960001594   
0601URC6d       20090101003200100000005000m0600051070001595   
0601URC6d       20090101003205100000005000m0600051210001597   
0601URC6d       20090101003210100000005000m0600051320001598   
0601URC6d       20090101003215100000005000m0600051460001599   
0601URC6d       20090101003220100000005000m0600051570001600   
0601URC6d       20090101003225100000005000m0600051680001601   
0601URC6d       20090101003230100000005000m0600051820001603   
0601URC6d       20090101003235100000005000m0600051930001604   
0601URC6d       20090101003240100000005000m0600052040001605   
0601URC6d       20090101003245100000005000m0600052180001607   
0601URC6d       20090101003250100000005000m0600052290001608   
0601URC6d       20090101003255100000005000m0600052430001610   
0601URC6d       20090101003260100000005000m0600052540001610   
0601URC6d       20090101003265100000005000m0600052650001611   
0601URC6d       20090101003270100000005000m0600052790001613   
0601URC6d       20090101003275100000005000m0600052900001614   
0601URC6d       20090101003280100000005000m0600053010001615   
0601URC6d       20090101003285100000005000m0600053150001617   
0601URC6d       20090101003290100000005000m0600053260001618   
0601URC6d       20090101003295100000005000m0600053380001619   
0601URC6d       20090101003300100000005000m0600053510001620   
0601URC6d       20090101003305100000005000m0600053620001621   
0601URC6d       20090101003310100000005000m0600053760001623   
0601URC6d       20090101003315100000005000m0600053870001624   
0601URC6d       20090101003320100000005000m0600053980001625   
0601URC6d       20090101003325100000005000m0600054120001626   
0601URC6d       20090101003330100000005000m0600054230001627   
0601URC6d       20090101003335100000005000m0600054350001628   
0601URC6d       20090101003340100000005000m0600054480001630   
0601URC6d       20090101003345100000005000m0600054600001631   
0601URC6d       20090101003350100000005000m0600054730001633   
0601URC6d       20090101003355100000005000m0600054840001633   
0601URC6d       20090101003360100000005000m0600054960001634   
0601URC6d       20090101003365100000005000m0600055090001636   
0601URC6d       20090101003370100000005000m0600055200001637   
0601URC6d       20090101003375100000005000m0600055320001638   
0601URC6d       20090101003380100000005000m0600055450001639   
0601URC6d       20090101003385100000005000m0600055570001640   
0601URC6d       20090101003390100000005000m0600055680001641   
0601URC6d       20090101003395100000005000m0600055820001643   
0601URC6d       20090101003400100000005000m0600055930001644   
0601URC6d       20090101003405100000005000m0600056060001645   
0601URC6d       20090101003410100000005000m0600056180001646   
0601URC6d       20090101003415100000005000m0600056290001647   
0601URC6d       20090101003420100000005000m0600056420001649   
0601URC6d       20090101003425100000005000m0600056540001650   
0601URC6d       20090101003430100000005000m0600056650001650   
0601URC6d       20090101003435100000005000m0600056790001652   
0601URC6d       20090101003440100000005000m0600056900001653   
0601URC6d       20090101003445100000005000m0600057020001654   
0601URC6d       20090101003450100000005000m0600057150001655   
0601URC6d       20090101003455100000005000m0600057260001656   
0601URC6d       20090101003460100000005000m0600057400001658   
0601URC6d       20090101003465100000005000m0600057510001659   
0601URC6d       20090101003470100000005000m0600057630001660   
0601URC6d       20090101003475100000005000m0600057760001661   
0601URC6d       20090101003480100000005000m0600057870001662   
0601URC6d       20090101003485100000005000m0600057990001663   
0601URC6d       20090101003490100000005000m0600058120001664   
0601URC6d       20090101003495100000005000m0600058240001665   
0601URC6d       20090101003500100000005000m0600058370001667   
0601URC6d       20090101003505100000005000m0600058480001667   
0601URC6d       20090101003510100000005000m0600058600001668   
0601URC6d       20090101003515100000005000m0600058730001670   
0601URC6d       20090101003520100000005000m0600058850001671   
0601URC6d       20090101003525100000005000m0600058960001671   
0601URC6d       20090101003530100000005000m0600059100001673   
0601URC6d       20090101003535100000005000m0600059210001674   
0601URC6d       20090101003540100000005000m0600059320001675   
0601URC6d       20090101003545100000005000m0600059460001676   
0601URC6d       20090101003550100000005000m0600059570001677   
0601URC6d       20090101003555100000005000m0600059710001678   
0601URC6d       20090101003560100000005000m0600059820001679   
0601URC6d       20090101003565100000005000m0600059940001680   
0601URC6d       20090101003570100000005000m0600060070001681   
0601URC6d       20090101003575100000005000m0600060180001682   
0601URC6d       20090101003580100000005000m0600060300001683   
0601URC6d       20090101003585100000005000m0600060430001684   
0601URC6d       20090101003590100000005000m0600060550001685   
0601URC6d       20090101003595100000005000m0600060660001686   
0601URC6d       20090101003600100000005000m0600060800001688   
0601URC6d       20090101003605100000005000m0600060910001688   
0601URC6d       20090101003610100000005000m0600061040001690   
0601URC6d       20090101003615100000005000m0600061160001691   
0601URC6d       20090101003620100000005000m0600061270001691   
0601URC6d       20090101003625100000005000m0600061410001693   
0601URC6d       20090101003630100000005000m0600061520001694   
0601URC6d       20090101003635100000005000m0600061640001695   
0601URC6d       20090101003640100000005000m0600061770001696   
0601URC6d       20090101003645100000005000m0600061880001697   
0601URC6d       20090101003650100000005000m0600062020001698   
0601URC6d       20090101003655100000005000m0600062130001699   
0601URC6d       20090101003660100000005000m0600062250001700   
0601URC6d       20090101003665100000005000m0600062380001701   
0601URC6d       20090101003670100000005000m0600062500001702   
0601URC6d       20090101003675100000005000m0600062610001703   
0601URC6d       20090101003680100000005000m0600062740001704   
0601URC6d       20090101003685100000005000m0600062860001705   
0601URC6d       20090101003690100000005000m0600062970001705   
0601URC6d       20090101003695100000005000m0600063110001707   
0601URC6d       20090101003700100000005000m0600063220001707   
0601URC6d       20090101003705100000005000m0600063360001709   
0601URC6d       20090101003710100000005000m0600063470001710   
0601URC6d       20090101003715100000005000m0600063590001711   
0601URC6d       20090101003720100000005000m0600063720001712   
0601URC6d       20090101003725100000005000m0600063830001712   
0601URC6d       20090101003730100000005000m0600063950001713   
0601URC6d       20090101003735100000005000m0600064080001715   
0601URC6d       20090101003740100000005000m0600064200001715   
0601URC6d       20090101003745100000005000m0600064330001717   
0601URC6d       20090101003750100000005000m0600064450001718   
0601URC6d       20090101003755100000005000m0600064560001718   
0601URC6d       20090101003760100000005000m0600064700001720   
0601URC6d       20090101003765100000005000m0600064810001720   
0601URC6d       20090101003770100000005000m0600064920001721   
0601URC6d       20090101003775100000005000m0600065060001722   
0601URC6d       20090101003780100000005000m0600065170001723   
0601URC6d       20090101003785100000005000m0600065290001724   
0601URC6d       20090101003790100000005000m0600065420001725   
0601URC6d       20090101003795100000005000m0600065540001726   
0601URC6d       20090101003800100000005000m0600065670001727   
0601URC6d       20090101003805100000005000m0600065790001728   
0601URC6d       20090101003810100000005000m0600065900001729   
0601URC6d       20090101003815100000005000m0600066040001730   
0601URC6d       20090101003820100000005000m0600066150001731   
0601URC6d       20090101003825100000005000m0600066260001731   
0601URC6d       20090101003830100000005000m0600066400001733   
0601URC6d       20090101003835100000005000m0600066510001733   
0601URC6d       20090101003840100000005000m0600066630001734   
0601URC6d       20090101003845100000005000m0600066760001735   
0601URC6d       20090101003850100000005000m0600066880001736   
0601URC6d       20090101003855100000005000m0600067010001737   
0601URC6d       20090101003860100000005000m0600067130001738   
0601URC6d       20090101003865100000005000m0600067240001739   
0601URC6d       20090101003870100000005000m0600067380001740   
0601URC6d       20090101003875100000005000m0600067490001741   
0601URC6d       20090101003880100000005000m0600067600001741   
0601URC6d       20090101003885100000005000m0600067740001743   
0601URC6d       20090101003890100000005000m0600067850001743   
0601URC6d       20090101003895100000005000m0600067990001744   
0601URC6d       20090101003900100000005000m0600068100001745   
0601URC6d       20090101003905100000005000m0600068220001746   
0601URC6d       20090101003910100000005000m0600068350001747   
0601URC6d       20090101003915100000005000m0600068470001748   
0601URC6d       20090101003920100000005000m0600068580001748   
0601URC6d       20090101003925100000005000m0600068720001750   
0601URC6d       20090101003930100000005000m0600068830001750   
0601URC6d       20090101003935100000005000m0600068950001751   
0601URC6d       20090101003940100000005000m0600069080001752   
0601URC6d       20090101003945100000005000m0600069200001753   
0601URC6d       20090101003950100000005000m0600069330001754   
0601URC6d       20090101003955100000005000m0600069440001755   
0601URC6d       20090101003960100000005000m0600069560001755   
0601URC6d       20090101003965100000005000m0600069690001757   
0601URC6d       20090101003970100000005000m0600069810001757   
0601URC6d       20090101003975100000005000m0600069920001758   
0601URC6d       20090101003980100000005000m0600070060001759   
0601URC6d       20090101003985100000005000m0600070170001760   
0601URC6d       20090101003990100000005000m0600070290001761   
0601URC6d       20090101003995100000005000m0600070420001762   
0601URC6d       20090101004000100000005000m0600070540001762   
0601URC6d       20090101004005100000005000m0600070670001763   
0601URC6d       20090101004010100000005000m0600070790001764   
0601URC6d       20090101004015100000005000m0600070900001765   
0601URC6d       20090101004020100000005000m0600071040001766   
0601URC6d       20090101004025100000005000m0600071150001767   
0601URC6d       20090101004030100000005000m0600071260001767   
0601URC6d       20090101004035100000005000m0600071400001768   
0601URC6d       20090101004040100000005000m0600071520001769   
0601URC6d       20090101004045100000005000m0600071650001770   
0601URC6d       20090101004050100000005000m0600071760001771   
0601URC6d       20090101004055100000005000m0600071880001772   
0601URC6d       20090101004060100000005000m0600072010001773   
0601URC6d       20090101004065100000005000m0600072130001773   
0601URC6d       20090101004070100000005000m0600072240001774   
0601URC6d       20090101004075100000005000m0600072380001775   
0601URC6d       20090101004080100000005000m0600072490001776   
0601URC6d       20090101004085100000005000m0600072610001776   
0601URC6d       20090101004090100000005000m0600072740001777   
0601URC6d       20090101004095100000005000m0600072860001778   
0601URC6d       20090101004100100000005000m0600072990001779   
0601URC6d       20090101004105100000005000m0600073110001780   
0601URC6d       20090101004110100000005000m0600073220001780   
0601URC6d       20090101004115100000005000m0600073360001782   
0601URC6d       20090101004120100000005000m0600073470001782   
0601URC6d       20090101004125100000005000m0600073590001783   
0601URC6d       20090101004130100000005000m0600073720001784   
0601URC6d       20090101004135100000005000m0600073840001785   
0601URC6d       20090101004140100000005000m0600073950001785   
0601URC6d       20090101004145100000005000m0600074090001786   
0601URC6d       20090101004150100000005000m0600074200001787   
0601URC6d       20090101004155100000005000m0600074340001788   
0601URC6d       20090101004160100000005000m0600074450001789   
0601URC6d       20090101004165100000005000m0600074560001789   
0601URC6d       20090101004170100000005000m0600074700001790   
0601URC6d       20090101004175100000005000m0600074820001791   
0601URC6d       20090101004180100000005000m0600074930001792   
0601URC6d       20090101004185100000005000m0600075070001793   
0601URC6d       20090101004190100000005000m0600075180001793   
0601URC6d       20090101004195100000005000m0600075320001794   
0601URC6d       20090101004200100000005000m0600075430001795   
0601URC6d       20090101004205100000005000m0600075540001795   
0601URC6d       20090101004210100000005000m0600075680001797   
0601URC6d       20090101004215100000005000m0600075800001797   
0601URC6d       20090101004220100000005000m0600075910001798   
0601URC6d       20090101004225100000005000m0600076040001799   
0601URC6d       20090101004230100000005000m0600076160001799   
0601URC6d       20090101004235100000005000m0600076270001800   
0601URC6d       20090101004240100000005000m0600076410001801   
0601URC6d       20090101004245100000005000m0600076520001802   
0601URC6d       20090101004250100000005000m0600076660001803   
0601URC6d       20090101004255100000005000m0600076770001803   
0601URC6d       20090101004260100000005000m0600076890001804   
0601URC6d       20090101004265100000005000m0600077020001805   
0601URC6d       20090101004270100000005000m0600077140001806   
0601URC6d       20090101004275100000005000m0600077250001806   
0601URC6d       20090101004280100000005000m0600077390001807   
0601URC6d       20090101004285100000005000m0600077500001808   
0601URC6d       20090101004290100000005000m0600077640001809   
0601URC6d       20090101004295100000005000m0600077750001809   
0601URC6d       20090101004300100000005000m0600077870001810   
0601URC6d       20090101004305100000005000m0600078000001811   
0601URC6d       20090101004310100000005000m0600078120001811   
0601URC6d       20090101004315100000005000m0600078230001812   
0601URC6d       20090101004320100000005000m0600078370001813   
0601URC6d       20090101004325100000005000m0600078480001814   
0601URC6d       20090101004330100000005000m0600078600001814   
0601URC6d       20090101004335100000005000m0600078730001815   
0601URC6d       20090101004340100000005000m0600078850001816   
0601URC6d       20090101004345100000005000m0600078980001817   
0601URC6d       20090101004350100000005000m0600079100001817   
0601URC6d       20090101004355100000005000m0600079210001818   
0601URC6d       20090101004360100000005000m0600079350001819   
0601URC6d       20090101004365100000005000m0600079460001819   
0601URC6d       20090101004370100000005000m0600079580001820   
0601URC6d       20090101004375100000005000m0600079710001821   
0601URC6d       20090101004380100000005000m0600079830001822   
0601URC6d       20090101004385100000005000m0600079940001822   
0601URC6d       20090101004390100000005000m0600080080001823   
0601URC6d       20090101004395100000005000m0600080190001824   
0601URC6d       20090101004400100000005000m0600080330001825   
0601URC6d       20090101004405100000005000m0600080440001825   
0601URC6d       20090101004410100000005000m0600080560001826   
0601URC6d       20090101004415100000005000m0600080700001827   
0601URC6d       20090101004420100000005000m0600080810001827   
0601URC6d       20090101004425100000005000m0600080920001828   
0601URC6d       20090101004430100000005000m0600081060001829   
0601URC6d       20090101004435100000005000m0600081170001829   
0601URC6d       20090101004440100000005000m0600081310001830   
0601URC6d       20090101004445100000005000m0600081420001831   
0601URC6d       20090101004450100000005000m0600081540001831   
0601URC6d       20090101004455100000005000m0600081680001832   
0601URC6d       20090101004460100000005000m0600081790001833   
0601URC6d       20090101004465100000005000m0600081910001833   
0601URC6d       20090101004470100000005000m0600082040001834   
0601URC6d       20090101004475100000005000m0600082160001835   
0601URC6d       20090101004480100000005000m0600082270001835   
0601URC6d       20090101004485100000005000m0600082410001836   
0601URC6d       20090101004490100000005000m0600082520001837   
0601URC6d       20090101004495100000005000m0600082660001838   
0601URC6d       20090101004500100000005000m0600082770001838   
0601URC6d       20090101004505100000005000m0600082890001839   
0601URC6d       20090101004510100000005000m0600083020001840   
0601URC6d       20090101004515100000005000m0600083140001840   
0601URC6d       20090101004520100000005000m0600083250001841   
0601URC6d       20090101004525100000005000m0600083390001842   
0601URC6d       20090101004530100000005000m0600083500001842   
0601URC6d       20090101004535100000005000m0600083620001843   
0601URC6d       20090101004540100000005000m0600083750001844   
0601URC6d       20090101004545100000005000m0600083870001844   
0601URC6d       20090101004550100000005000m0600084000001845   
0601URC6d       20090101004555100000005000m0600084120001846   
0601URC6d       20090101004560100000005000m0600084230001846   
0601URC6d       20090101004565100000005000m0600084370001847   
0601URC6d       20090101004570100000005000m0600084480001848   
0601URC6d       20090101004575100000005000m0600084600001848   
0601URC6d       20090101004580100000005000m0600084730001849   
0601URC6d       20090101004585100000005000m0600084850001850   
0601URC6d       20090101004590100000005000m0600084980001850   
0601URC6d       20090101004595100000005000m0600085100001851   
0601URC6d       20090101004600100000005000m0600085220001852   
0601URC6d       20090101004605100000005000m0600085350001852   
0601URC6d       20090101004610100000005000m0600085470001853   
0601URC6d       20090101004615100000005000m0600085580001853   
0601URC6d       20090101004620100000005000m0600085720001854   
0601URC6d       20090101004625100000005000m0600085830001855   
0601URC6d       20090101004630100000005000m0600085950001855   
0601URC6d       20090101004635100000005000m0600086080001856   
0601URC6d       20090101004640100000005000m0600086200001857   
0601URC6d       20090101004645100000005000m0600086330001858   
0601URC6d       20090101004650100000005000m0600086450001858   
0601URC6d       20090101004655100000005000m0600086560001859   
0601URC6d       20090101004660100000005000m0600086700001860   
0601URC6d       20090101004665100000005000m0600086810001860   
0601URC6d       20090101004670100000005000m0600086930001860   
0601URC6d       20090101004675100000005000m0600087060001861   
0601URC6d       20090101004680100000005000m0600087180001862   
0601URC6d       20090101004685100000005000m0600087290001862   
0601URC6d       20090101004690100000005000m0600087430001863   
0601URC6d       20090101004695100000005000m0600087540001864   
0601URC6d       20090101004700100000005000m0600087680001865   
0601URC6d       20090101004705100000005000m0600087800001865   
0601URC6d       20090101004710100000005000m0600087910001865   
0601URC6d       20090101004715100000005000m0600088050001866   
0601URC6d       20090101004720100000005000m0600088160001867   
0601URC6d       20090101004725100000005000m0600088280001867   
0601URC6d       20090101004730100000005000m0600088410001868   
0601URC6d       20090101004735100000005000m0600088530001869   
0601URC6d       20090101004740100000005000m0600088660001869   
0601URC6d       20090101004745100000005000m0600088780001870   
0601URC6d       20090101004750100000005000m0600088890001870   
0601URC6d       20090101004755100000005000m0600089030001871   
0601URC6d       20090101004760100000005000m0600089140001872   
0601URC6d       20090101004765100000005000m0600089260001872   
0601URC6d       20090101004770100000005000m0600089390001873   
0601URC6d       20090101004775100000005000m0600089510001874   
0601URC6d       20090101004780100000005000m0600089620001874   
0601URC6d       20090101004785100000005000m0600089760001875   
0601URC6d       20090101004790100000005000m0600089870001875   
0601URC6d       20090101004795100000005000m0600090010001876   
0601URC6d       20090101004800100000005000m0600090130001877   
0601URC6d       20090101004805100000005000m0600090240001877   
0601URC6d       20090101004810100000005000m0600090380001878   
0601URC6d       20090101004815100000005000m0600090490001878   
0601URC6d       20090101004820100000005000m0600090610001879   
0601URC6d       20090101004825100000005000m0600090740001880   
0601URC6d       20090101004830100000005000m0600090860001880   
0601URC6d       20090101004835100000005000m0600090990001881   
0601URC6d       20090101004840100000005000m0600091110001881   
0601URC6d       20090101004845100000005000m0600091220001882   
0601URC6d       20090101004850100000005000m0600091360001883   
0601URC6d       20090101004855100000005000m0600091470001883   
0601URC6d       20090101004860100000005000m0600091590001884   
0601URC6d       20090101004865100000005000m0600091720001884   
0601URC6d       20090101004870100000005000m0600091840001885   
0601URC6d       20090101004875100000005000m0600091960001885   
0601URC6d       20090101004880100000005000m0600092090001886   
0601URC6d       20090101004885100000005000m0600092210001887   
0601URC6d       20090101004890100000005000m0600092340001887   
0601URC6d       20090101004895100000005000m0600092460001888   
0601URC6d       20090101004900100000005000m0600092570001888   
0601URC6d       20090101004905100000005000m0600092710001889   
0601URC6d       20090101004910100000005000m0600092820001889   
0601URC6d       20090101004915100000005000m0600092940001890   
0601URC6d       20090101004920100000005000m0600093070001891   
0601URC6d       20090101004925100000005000m0600093190001891   
0601URC6d       20090101004930100000005000m0600093300001892   
0601URC6d       20090101004935100000005000m0600093440001892   
0601URC6d       20090101004940100000005000m0600093560001893   
0601URC6d       20090101004945100000005000m0600093690001894   
0601URC6d       20090101004950100000005000m0600093810001894   
0601URC6d       20090101004955100000005000m0600093920001895   
0601URC6d       20090101004960100000005000m0600094060001895   
0601URC6d       20090101004965100000005000m0600094170001896   
0601URC6d       20090101004970100000005000m0600094290001896   
0601URC6d       20090101004975100000005000m0600094420001897   
0601URC6d       20090101004980100000005000m0600094540001897   
0601URC6d       20090101004985100000005000m0600094680001898   
0601URC6d       20090101004990100000005000m0600094790001899   
0601URC6d       20090101004995100000005000m0600094900001899   
0601URC6d       20090101005000100000100000m0600095040001900   
0601URC6d       20090101005100100000100000m0600097490001911   
0601URC6d       20090101005200100000100000m0600099940001921   
0601URC6d       20090101005300100000100000m0600102410001931   
0601URC6d       20090101005400100000100000m0600104860001941   
0601URC6d       20090101005500100000100000m0600107320001950   
0601URC6d       20090101005600100000100000m0600109790001960   
0601URC6d       20090101005700100000100000m0600112240001968   
0601URC6d       20090101005800100000100000m0600114700001977   
0601URC6d       20090101005900100000100000m0600117170001985   
0601URC6d       20090101006000100000100000m0600119630001993   
0601URC6d       20090101006100100000100000m0600122090002001   
0601URC6d       20090101006200100000100000m0600124560002008   
0601URC6d       20090101006300100000100000m0600127020002015   
0601URC6d       20090101006400100000100000m0600129480002022   
0601URC6d       20090101006500100000100000m0600131960002029   
0601URC6d       20090101006600100000100000m0600134420002036   
0601URC6d       20090101006700100000100000m0600136880002042   
0601URC6d       20090101006800100000100000m0600139360002049   
0601URC6d       20090101006900100000100000m0600141820002055   
0601URC6d       20090101007000100000100000m0600144280002060   
0601URC6d       20090101007100100000100000m0600146760002066   
0601URC6d       20090101007200100000100000m0600149230002072   
0601URC6d       20090101007300100000100000m0600151690002077   
0601URC6d       20090101007400100000100000m0600154170002083   
0601URC6d       20090101007500100000100000m0600156630002088   
0601URC6d       20090101007600100000100000m0600159100002093   
