00SZ               20081218                                                                                   
0601SZA2d       20090101001120100000005000 0200008300000739   
0601SZA2d       20090101001125100000005000 0200008380000743   
0601SZA2d       20090101001130100000005000 0200008440000745   
0601SZA2d       20090101001135100000005000 0200008510000748   
0601SZA2d       20090101001140100000005000 0200008600000753   
0601SZA2d       20090101001145100000005000 0200008670000756   
0601SZA2d       20090101001150100000005000 0200008740000758   
0601SZA2d       20090101001155100000005000 0200008830000763   
0601SZA2d       20090101001160100000005000 0200008890000765   
0601SZA2d       20090101001165100000005000 0200008980000769   
0601SZA2d       20090101001170100000005000 0200009050000772   
0601SZA2d       20090101001175100000005000 0200009120000775   
0601SZA2d       20090101001180100000005000 0200009210000779   
0601SZA2d       20090101001185100000005000 0200009280000781   
0601SZA2d       20090101001190100000005000 0200009340000783   
0601SZA2d       20090101001195100000005000 0200009430000787   
0601SZA2d       20090101001200100000005000 0200009510000791   
0601SZA2d       20090101001205100000005000 0200009570000793   
0601SZA2d       20090101001210100000005000 0200009660000797   
0601SZA2d       20090101001215100000005000 0200009730000799   
0601SZA2d       20090101001220100000005000 0200009810000802   
0601SZA2d       20090101001225100000005000 0200009880000805   
0601SZA2d       20090101001230100000005000 0200009960000808   
0601SZA2d       20090101001235100000005000 0200010040000811   
0601SZA2d       20090101001240100000005000 0200010120000814   
0601SZA2d       20090101001245100000005000 0200010190000817   
0601SZA2d       20090101001250100000005000 0200010280000821   
0601SZA2d       20090101001255100000005000 0200010360000824   
0601SZA2d       20090101001260100000005000 0200010430000826   
0601SZA2d       20090101001265100000005000 0200010520000830   
0601SZA2d       20090101001270100000005000 0200010600000833   
0601SZA2d       20090101001275100000005000 0200010680000836   
0601SZA2d       20090101001280100000005000 0200010760000839   
0601SZA2d       20090101001285100000005000 0200010840000842   
0601SZA2d       20090101001290100000005000 0200010920000845   
0601SZA2d       20090101001295100000005000 0200011000000848   
0601SZA2d       20090101001300100000005000 0200011070000850   
0601SZA2d       20090101001305100000005000 0200011160000854   
0601SZA2d       20090101001310100000005000 0200011240000856   
0601SZA2d       20090101001315100000005000 0200011320000859   
0601SZA2d       20090101001320100000005000 0200011400000862   
0601SZA2d       20090101001325100000005000 0200011480000865   
0601SZA2d       20090101001330100000005000 0200011580000869   
0601SZA2d       20090101001335100000005000 0200011650000871   
0601SZA2d       20090101001340100000005000 0200011740000874   
0601SZA2d       20090101001345100000005000 0200011830000878   
0601SZA2d       20090101001350100000005000 0200011910000881   
0601SZA2d       20090101001355100000005000 0200012000000884   
0601SZA2d       20090101001360100000005000 0200012090000887   
0601SZA2d       20090101001365100000005000 0200012160000889   
0601SZA2d       20090101001370100000005000 0200012260000893   
0601SZA2d       20090101001375100000005000 0200012340000896   
0601SZA2d       20090101001380100000005000 0200012410000898   
0601SZA2d       20090101001385100000005000 0200012510000902   
0601SZA2d       20090101001390100000005000 0200012600000905   
0601SZA2d       20090101001395100000005000 0200012680000907   
0601SZA2d       20090101001400100000005000 0200012780000911   
0601SZA2d       20090101001405100000005000 0200012860000914   
0601SZA2d       20090101001410100000005000 0200012950000917   
0601SZA2d       20090101001415100000005000 0200013050000921   
0601SZA2d       20090101001420100000005000 0200013130000923   
0601SZA2d       20090101001425100000005000 0200013230000927   
0601SZA2d       20090101001430100000005000 0200013310000929   
0601SZA2d       20090101001435100000005000 0200013390000931   
0601SZA2d       20090101001440100000005000 0200013500000936   
0601SZA2d       20090101001445100000005000 0200013590000939   
0601SZA2d       20090101001450100000005000 0200013670000941   
0601SZA2d       20090101001455100000005000 0200013780000945   
0601SZA2d       20090101001460100000005000 0200013870000948   
0601SZA2d       20090101001465100000005000 0200013960000951   
0601SZA2d       20090101001470100000005000 0200014070000956   
0601SZA2d       20090101001475100000005000 0200014160000958   
0601SZA2d       20090101001480100000005000 0200014260000962   
0601SZA2d       20090101001485100000005000 0200014360000965   
0601SZA2d       20090101001490100000005000 0200014460000969   
0601SZA2d       20090101001495100000005000 0200014570000973   
0601SZA2d       20090101001500100000005000 0200014670000976   
0601SZA2d       20090101001505100000005000 0200014780000980   
0601SZA2d       20090101001510100000005000 0200014890000984   
0601SZA2d       20090101001515100000005000 0200014990000988   
0601SZA2d       20090101001520100000005000 0200015110000992   
0601SZA2d       20090101001525100000005000 0200015210000996   
0601SZA2d       20090101001530100000005000 0200015310000999   
0601SZA2d       20090101001535100000005000 0200015430001004   
0601SZA2d       20090101001540100000005000 0200015530001007   
0601SZA2d       20090101001545100000005000 0200015630001010   
0601SZA2d       20090101001550100000005000 0200015750001014   
0601SZA2d       20090101001555100000005000 0200015840001017   
0601SZA2d       20090101001560100000005000 0200015960001021   
0601SZA2d       20090101001565100000005000 0200016070001025   
0601SZA2d       20090101001570100000005000 0200016160001028   
0601SZA2d       20090101001575100000005000 0200016290001033   
0601SZA2d       20090101001580100000005000 0200016380001035   
0601SZA2d       20090101001585100000005000 0200016480001038   
0601SZA2d       20090101001590100000005000 0200016610001043   
0601SZA2d       20090101001595100000005000 0200016700001045   
0601SZA2d       20090101001600100000005000 0200016800001048   
0601SZA2d       20090101001605100000005000 0200016930001053   
0601SZA2d       20090101001610100000005000 0200017020001056   
0601SZA2d       20090101001615100000005000 0200017130001059   
0601SZA2d       20090101001620100000005000 0200017250001063   
0601SZA2d       20090101001625100000005000 0200017340001065   
0601SZA2d       20090101001630100000005000 0200017460001070   
0601SZA2d       20090101001635100000005000 0200017560001072   
0601SZA2d       20090101001640100000005000 0200017660001075   
0601SZA2d       20090101001645100000005000 0200017780001079   
0601SZA2d       20090101001650100000005000 0200017880001082   
0601SZA2d       20090101001655100000005000 0200017990001085   
0601SZA2d       20090101001660100000005000 0200018100001089   
0601SZA2d       20090101001665100000005000 0200018200001091   
0601SZA2d       20090101001670100000005000 0200018320001095   
0601SZA2d       20090101001675100000005000 0200018420001098   
0601SZA2d       20090101001680100000005000 0200018520001101   
0601SZA2d       20090101001685100000005000 0200018640001105   
0601SZA2d       20090101001690100000005000 0200018740001107   
0601SZA2d       20090101001695100000005000 0200018840001110   
0601SZA2d       20090101001700100000005000 0200018960001114   
0601SZA2d       20090101001705100000005000 0200019060001116   
0601SZA2d       20090101001710100000005000 0200019170001119   
0601SZA2d       20090101001715100000005000 0200019270001122   
0601SZA2d       20090101001720100000005000 0200019380001125   
0601SZA2d       20090101001725100000005000 0200019500001129   
0601SZA2d       20090101001730100000005000 0200019590001131   
0601SZA2d       20090101001735100000005000 0200019700001134   
0601SZA2d       20090101001740100000005000 0200019810001137   
0601SZA2d       20090101001745100000005000 0200019910001139   
0601SZA2d       20090101001750100000005000 0200020020001142   
0601SZA2d       20090101001755100000005000 0200020130001145   
0601SZA2d       20090101001760100000005000 0200020230001148   
0601SZA2d       20090101001765100000005000 0200020350001151   
0601SZA2d       20090101001770100000005000 0200020450001154   
0601SZA2d       20090101001775100000005000 0200020550001156   
0601SZA2d       20090101001780100000005000 0200020680001160   
0601SZA2d       20090101001785100000005000 0200020770001162   
0601SZA2d       20090101001790100000005000 0200020870001164   
0601SZA2d       20090101001795100000005000 0200020990001168   
0601SZA2d       20090101001800100000005000 0200021090001170   
0601SZA2d       20090101001805100000005000 0200021200001173   
0601SZA2d       20090101001810100000005000 0200021310001176   
0601SZA2d       20090101001815100000005000 0200021410001178   
0601SZA2d       20090101001820100000005000 0200021530001181   
0601SZA2d       20090101001825100000005000 0200021630001184   
0601SZA2d       20090101001830100000005000 0200021730001186   
0601SZA2d       20090101001835100000005000 0200021850001189   
0601SZA2d       20090101001840100000005000 0200021950001191   
0601SZA2d       20090101001845100000005000 0200022050001194   
0601SZA2d       20090101001850100000005000 0200022170001197   
0601SZA2d       20090101001855100000005000 0200022270001199   
0601SZA2d       20090101001860100000005000 0200022370001201   
0601SZA2d       20090101001865100000005000 0200022490001204   
0601SZA2d       20090101001870100000005000 0200022590001206   
0601SZA2d       20090101001875100000005000 0200022700001209   
0601SZA2d       20090101001880100000005000 0200022810001212   
0601SZA2d       20090101001885100000005000 0200022910001214   
0601SZA2d       20090101001890100000005000 0200023020001216   
0601SZA2d       20090101001895100000005000 0200023130001219   
0601SZA2d       20090101001900100000005000 0200023230001221   
0601SZA2d       20090101001905100000005000 0200023340001224   
0601SZA2d       20090101001910100000005000 0200023450001226   
0601SZA2d       20090101001915100000005000 0200023560001229   
0601SZA2d       20090101001920100000005000 0200023660001231   
0601SZA2d       20090101001925100000005000 0200023770001233   
0601SZA2d       20090101001930100000005000 0200023880001236   
0601SZA2d       20090101001935100000005000 0200023980001238   
0601SZA2d       20090101001940100000005000 0200024080001240   
0601SZA2d       20090101001945100000005000 0200024200001243   
0601SZA2d       20090101001950100000005000 0200024300001245   
0601SZA2d       20090101001955100000005000 0200024410001247   
0601SZA2d       20090101001960100000005000 0200024520001249   
0601SZA2d       20090101001965100000005000 0200024620001251   
0601SZA2d       20090101001970100000005000 0200024740001254   
0601SZA2d       20090101001975100000005000 0200024840001256   
0601SZA2d       20090101001980100000005000 0200024940001258   
0601SZA2d       20090101001985100000005000 0200025060001261   
0601SZA2d       20090101001990100000005000 0200025160001263   
0601SZA2d       20090101001995100000005000 0200025260001265   
0601SZA2d       20090101002000100000005000 0200025380001267   
0601SZA2d       20090101002005100000005000 0200025480001269   
0601SZA2d       20090101002010100000005000 0200025590001272   
0601SZA2d       20090101002015100000005000 0200025700001274   
0601SZA2d       20090101002020100000005000 0200025790001275   
0601SZA2d       20090101002025100000005000 0200025920001278   
0601SZA2d       20090101002030100000005000 0200026020001280   
0601SZA2d       20090101002035100000005000 0200026110001281   
0601SZA2d       20090101002040100000005000 0200026240001285   
0601SZA2d       20090101002045100000005000 0200026340001286   
0601SZA2d       20090101002050100000005000 0200026440001288   
0601SZA2d       20090101002055100000005000 0200026560001291   
0601SZA2d       20090101002060100000005000 0200026660001293   
0601SZA2d       20090101002065100000005000 0200026770001295   
0601SZA2d       20090101002070100000005000 0200026880001297   
0601SZA2d       20090101002075100000005000 0200026980001299   
0601SZA2d       20090101002080100000005000 0200027090001301   
0601SZA2d       20090101002085100000005000 0200027190001303   
0601SZA2d       20090101002090100000005000 0200027290001304   
0601SZA2d       20090101002095100000005000 0200027410001307   
0601SZA2d       20090101002100100000005000 0200027510001308   
0601SZA2d       20090101002105100000005000 0200027620001311   
0601SZA2d       20090101002110100000005000 0200027730001313   
0601SZA2d       20090101002115100000005000 0200027830001314   
0601SZA2d       20090101002120100000005000 0200027950001317   
0601SZA2d       20090101002125100000005000 0200028050001318   
0601SZA2d       20090101002130100000005000 0200028150001320   
0601SZA2d       20090101002135100000005000 0200028270001323   
0601SZA2d       20090101002140100000005000 0200028370001324   
0601SZA2d       20090101002145100000005000 0200028470001326   
0601SZA2d       20090101002150100000005000 0200028590001328   
0601SZA2d       20090101002155100000005000 0200028690001330   
0601SZA2d       20090101002160100000005000 0200028800001332   
0601SZA2d       20090101002165100000005000 0200028900001333   
0601SZA2d       20090101002170100000005000 0200029010001335   
0601SZA2d       20090101002175100000005000 0200029130001338   
0601SZA2d       20090101002180100000005000 0200029220001339   
0601SZA2d       20090101002185100000005000 0200029330001341   
0601SZA2d       20090101002190100000005000 0200029450001343   
0601SZA2d       20090101002195100000005000 0200029540001344   
0601SZA2d       20090101002200100000005000 0200029660001347   
0601SZA2d       20090101002205100000005000 0200029770001349   
0601SZA2d       20090101002210100000005000 0200029860001350   
0601SZA2d       20090101002215100000005000 0200029990001352   
0601SZA2d       20090101002220100000005000 0200030090001354   
0601SZA2d       20090101002225100000005000 0200030180001355   
0601SZA2d       20090101002230100000005000 0200030310001358   
0601SZA2d       20090101002235100000005000 0200030410001359   
0601SZA2d       20090101002240100000005000 0200030500001360   
0601SZA2d       20090101002245100000005000 0200030620001362   
0601SZA2d       20090101002250100000005000 0200030720001364   
0601SZA2d       20090101002255100000005000 0200030830001366   
0601SZA2d       20090101002260100000005000 0200030940001368   
0601SZA2d       20090101002265100000005000 0200031040001369   
0601SZA2d       20090101002270100000005000 0200031160001371   
0601SZA2d       20090101002275100000005000 0200031260001373   
0601SZA2d       20090101002280100000005000 0200031360001374   
0601SZA2d       20090101002285100000005000 0200031480001376   
0601SZA2d       20090101002290100000005000 0200031580001378   
0601SZA2d       20090101002295100000005000 0200031680001379   
0601SZA2d       20090101002300100000005000 0200031800001381   
0601SZA2d       20090101002305100000005000 0200031900001382   
0601SZA2d       20090101002310100000005000 0200032000001384   
0601SZA2d       20090101002315100000005000 0200032110001386   
0601SZA2d       20090101002320100000005000 0200032210001387   
0601SZA2d       20090101002325100000005000 0200032320001389   
0601SZA2d       20090101002330100000005000 0200032420001390   
0601SZA2d       20090101002335100000005000 0200032520001391   
0601SZA2d       20090101002340100000005000 0200032630001393   
0601SZA2d       20090101002345100000005000 0200032730001394   
0601SZA2d       20090101002350100000005000 0200032840001396   
0601SZA2d       20090101002355100000005000 0200032940001397   
0601SZA2d       20090101002360100000005000 0200033040001399   
0601SZA2d       20090101002365100000005000 0200033160001401   
0601SZA2d       20090101002370100000005000 0200033260001402   
0601SZA2d       20090101002375100000005000 0200033350001403   
0601SZA2d       20090101002380100000005000 0200033470001405   
0601SZA2d       20090101002385100000005000 0200033570001406   
0601SZA2d       20090101002390100000005000 0200033660001407   
0601SZA2d       20090101002395100000005000 0200033780001409   
0601SZA2d       20090101002400100000005000 0200033880001410   
0601SZA2d       20090101002405100000005000 0200033980001411   
0601SZA2d       20090101002410100000005000 0200034090001413   
0601SZA2d       20090101002415100000005000 0200034190001414   
0601SZA2d       20090101002420100000005000 0200034300001416   
0601SZA2d       20090101002425100000005000 0200034400001417   
0601SZA2d       20090101002430100000005000 0200034500001418   
0601SZA2d       20090101002435100000005000 0200034610001420   
0601SZA2d       20090101002440100000005000 0200034710001421   
0601SZA2d       20090101002445100000005000 0200034820001423   
0601SZA2d       20090101002450100000005000 0200034920001424   
0601SZA2d       20090101002455100000005000 0200035020001425   
0601SZA2d       20090101002460100000005000 0200035140001427   
0601SZA2d       20090101002465100000005000 0200035230001428   
0601SZA2d       20090101002470100000005000 0200035320001429   
0601SZA2d       20090101002475100000005000 0200035440001430   
0601SZA2d       20090101002480100000005000 0200035530001431   
0601SZA2d       20090101002485100000005000 0200035630001432   
0601SZA2d       20090101002490100000005000 0200035750001434   
0601SZA2d       20090101002495100000005000 0200035850001435   
0601SZA2d       20090101002500100000005000 0200035950001437   
0601SZA2d       20090101002505100000005000 0200036060001438   
0601SZA2d       20090101002510100000005000 0200036160001439   
0601SZA2d       20090101002515100000005000 0200036270001441   
0601SZA2d       20090101002520100000005000 0200036370001442   
0601SZA2d       20090101002525100000005000 0200036470001443   
0601SZA2d       20090101002530100000005000 0200036580001444   
0601SZA2d       20090101002535100000005000 0200036680001446   
0601SZA2d       20090101002540100000005000 0200036780001447   
0601SZA2d       20090101002545100000005000 0200036890001448   
0601SZA2d       20090101002550100000005000 0200036990001449   
0601SZA2d       20090101002555100000005000 0200037100001451   
0601SZA2d       20090101002560100000005000 0200037200001452   
0601SZA2d       20090101002565100000005000 0200037300001453   
0601SZA2d       20090101002570100000005000 0200037420001455   
0601SZA2d       20090101002575100000005000 0200037510001455   
0601SZA2d       20090101002580100000005000 0200037610001456   
0601SZA2d       20090101002585100000005000 0200037730001458   
0601SZA2d       20090101002590100000005000 0200037820001459   
0601SZA2d       20090101002595100000005000 0200037930001460   
0601SZA2d       20090101002600100000005000 0200038040001462   
0601SZA2d       20090101002605100000005000 0200038130001462   
0601SZA2d       20090101002610100000005000 0200038250001464   
0601SZA2d       20090101002615100000005000 0200038350001465   
0601SZA2d       20090101002620100000005000 0200038440001466   
0601SZA2d       20090101002625100000005000 0200038560001468   
0601SZA2d       20090101002630100000005000 0200038660001469   
0601SZA2d       20090101002635100000005000 0200038760001470   
0601SZA2d       20090101002640100000005000 0200038870001471   
0601SZA2d       20090101002645100000005000 0200038970001472   
0601SZA2d       20090101002650100000005000 0200039070001473   
0601SZA2d       20090101002655100000005000 0200039180001474   
0601SZA2d       20090101002660100000005000 0200039280001475   
0601SZA2d       20090101002665100000005000 0200039400001477   
0601SZA2d       20090101002670100000005000 0200039490001478   
0601SZA2d       20090101002675100000005000 0200039590001479   
0601SZA2d       20090101002680100000005000 0200039700001480   
0601SZA2d       20090101002685100000005000 0200039790001481   
0601SZA2d       20090101002690100000005000 0200039890001482   
0601SZA2d       20090101002695100000005000 0200040010001483   
0601SZA2d       20090101002700100000005000 0200040100001484   
0601SZA2d       20090101002705100000005000 0200040210001485   
0601SZA2d       20090101002710100000005000 0200040320001486   
0601SZA2d       20090101002715100000005000 0200040410001487   
0601SZA2d       20090101002720100000005000 0200040530001489   
0601SZA2d       20090101002725100000005000 0200040630001490   
0601SZA2d       20090101002730100000005000 0200040720001490   
0601SZA2d       20090101002735100000005000 0200040840001492   
0601SZA2d       20090101002740100000005000 0200040940001493   
0601SZA2d       20090101002745100000005000 0200041040001494   
0601SZA2d       20090101002750100000005000 0200041150001495   
0601SZA2d       20090101002755100000005000 0200041250001496   
0601SZA2d       20090101002760100000005000 0200041360001497   
0601SZA2d       20090101002765100000005000 0200041460001498   
0601SZA2d       20090101002770100000005000 0200041560001499   
0601SZA2d       20090101002775100000005000 0200041670001500   
0601SZA2d       20090101002780100000005000 0200041770001501   
0601SZA2d       20090101002785100000005000 0200041870001502   
0601SZA2d       20090101002790100000005000 0200041990001504   
0601SZA2d       20090101002795100000005000 0200042080001504   
0601SZA2d       20090101002800100000005000 0200042190001505   
0601SZA2d       20090101002805100000005000 0200042300001507   
0601SZA2d       20090101002810100000005000 0200042390001507   
0601SZA2d       20090101002815100000005000 0200042510001509   
0601SZA2d       20090101002820100000005000 0200042610001510   
0601SZA2d       20090101002825100000005000 0200042700001510   
0601SZA2d       20090101002830100000005000 0200042820001512   
0601SZA2d       20090101002835100000005000 0200042920001513   
0601SZA2d       20090101002840100000005000 0200043010001513   
0601SZA2d       20090101002845100000005000 0200043130001515   
0601SZA2d       20090101002850100000005000 0200043230001516   
0601SZA2d       20090101002855100000005000 0200043340001517   
0601SZA2d       20090101002860100000005000 0200043440001518   
0601SZA2d       20090101002865100000005000 0200043540001518   
0601SZA2d       20090101002870100000005000 0200043650001520   
0601SZA2d       20090101002875100000005000 0200043750001520   
0601SZA2d       20090101002880100000005000 0200043850001521   
0601SZA2d       20090101002885100000005000 0200043950001522   
0601SZA2d       20090101002890100000005000 0200044050001523   
0601SZA2d       20090101002895100000005000 0200044160001524   
0601SZA2d       20090101002900100000005000 0200044260001525   
0601SZA2d       20090101002905100000005000 0200044360001526   
0601SZA2d       20090101002910100000005000 0200044480001527   
0601SZA2d       20090101002915100000005000 0200044580001528   
0601SZA2d       20090101002920100000005000 0200044670001528   
0601SZA2d       20090101002925100000005000 0200044790001530   
0601SZA2d       20090101002930100000005000 0200044890001531   
0601SZA2d       20090101002935100000005000 0200044980001531   
0601SZA2d       20090101002940100000005000 0200045100001533   
0601SZA2d       20090101002945100000005000 0200045200001534   
0601SZA2d       20090101002950100000005000 0200045300001534   
0601SZA2d       20090101002955100000005000 0200045410001535   
0601SZA2d       20090101002960100000005000 0200045510001536   
0601SZA2d       20090101002965100000005000 0200045620001537   
0601SZA2d       20090101002970100000005000 0200045720001538   
0601SZA2d       20090101002975100000005000 0200045820001539   
0601SZA2d       20090101002980100000005000 0200045930001540   
0601SZA2d       20090101002985100000005000 0200046030001541   
0601SZA2d       20090101002990100000005000 0200046140001542   
0601SZA2d       20090101002995100000005000 0200046240001543   
0601SZA2d       20090101003000100000005000 0200046340001543   
0601SZA2d       20090101003005100000005000 0200046460001545   
0601SZA2d       20090101003010100000005000 0200046550001545   
0601SZA2d       20090101003015100000005000 0200046650001546   
0601SZA2d       20090101003020100000005000 0200046770001547   
0601SZA2d       20090101003025100000005000 0200046860001548   
0601SZA2d       20090101003030100000005000 0200046960001549   
0601SZA2d       20090101003035100000005000 0200047080001550   
0601SZA2d       20090101003040100000005000 0200047170001550   
0601SZA2d       20090101003045100000005000 0200047280001551   
0601SZA2d       20090101003050100000005000 0200047390001552   
0601SZA2d       20090101003055100000005000 0200047490001553   
0601SZA2d       20090101003060100000005000 0200047600001554   
0601SZA2d       20090101003065100000005000 0200047700001555   
0601SZA2d       20090101003070100000005000 0200047800001556   
0601SZA2d       20090101003075100000005000 0200047910001557   
0601SZA2d       20090101003080100000005000 0200048010001558   
0601SZA2d       20090101003085100000005000 0200048110001558   
0601SZA2d       20090101003090100000005000 0200048220001559   
0601SZA2d       20090101003095100000005000 0200048310001560   
0601SZA2d       20090101003100100000005000 0200048420001561   
0601SZA2d       20090101003105100000005000 0200048520001561   
0601SZA2d       20090101003110100000005000 0200048620001562   
0601SZA2d       20090101003115100000005000 0200048740001563   
0601SZA2d       20090101003120100000005000 0200048830001564   
0601SZA2d       20090101003125100000005000 0200048930001565   
0601SZA2d       20090101003130100000005000 0200049050001566   
0601SZA2d       20090101003135100000005000 0200049140001566   
0601SZA2d       20090101003140100000005000 0200049250001567   
0601SZA2d       20090101003145100000005000 0200049360001568   
0601SZA2d       20090101003150100000005000 0200049450001569   
0601SZA2d       20090101003155100000005000 0200049570001570   
0601SZA2d       20090101003160100000005000 0200049670001571   
0601SZA2d       20090101003165100000005000 0200049760001571   
0601SZA2d       20090101003170100000005000 0200049880001572   
0601SZA2d       20090101003175100000005000 0200049980001573   
0601SZA2d       20090101003180100000005000 0200050080001574   
0601SZA2d       20090101003185100000005000 0200050190001575   
0601SZA2d       20090101003190100000005000 0200050290001575   
0601SZA2d       20090101003195100000005000 0200050390001576   
0601SZA2d       20090101003200100000005000 0200050500001577   
0601SZA2d       20090101003205100000005000 0200050600001578   
0601SZA2d       20090101003210100000005000 0200050720001579   
0601SZA2d       20090101003215100000005000 0200050810001579   
0601SZA2d       20090101003220100000005000 0200050910001580   
0601SZA2d       20090101003225100000005000 0200051030001581   
0601SZA2d       20090101003230100000005000 0200051120001581   
0601SZA2d       20090101003235100000005000 0200051220001582   
0601SZA2d       20090101003240100000005000 0200051340001583   
0601SZA2d       20090101003245100000005000 0200051430001584   
0601SZA2d       20090101003250100000005000 0200051540001585   
0601SZA2d       20090101003255100000005000 0200051650001586   
0601SZA2d       20090101003260100000005000 0200051740001586   
0601SZA2d       20090101003265100000005000 0200051860001587   
0601SZA2d       20090101003270100000005000 0200051960001588   
0601SZA2d       20090101003275100000005000 0200052050001588   
0601SZA2d       20090101003280100000005000 0200052170001589   
0601SZA2d       20090101003285100000005000 0200052270001590   
0601SZA2d       20090101003290100000005000 0200052360001590   
0601SZA2d       20090101003295100000005000 0200052480001592   
0601SZA2d       20090101003300100000005000 0200052570001592   
0601SZA2d       20090101003305100000005000 0200052680001593   
0601SZA2d       20090101003310100000005000 0200052780001593   
0601SZA2d       20090101003315100000005000 0200052880001594   
0601SZA2d       20090101003320100000005000 0200053000001595   
0601SZA2d       20090101003325100000005000 0200053090001595   
0601SZA2d       20090101003330100000005000 0200053190001596   
0601SZA2d       20090101003335100000005000 0200053310001597   
0601SZA2d       20090101003340100000005000 0200053400001598   
0601SZA2d       20090101003345100000005000 0200053510001599   
0601SZA2d       20090101003350100000005000 0200053620001599   
0601SZA2d       20090101003355100000005000 0200053710001600   
0601SZA2d       20090101003360100000005000 0200053830001601   
0601SZA2d       20090101003365100000005000 0200053930001601   
0601SZA2d       20090101003370100000005000 0200054020001602   
0601SZA2d       20090101003375100000005000 0200054140001603   
0601SZA2d       20090101003380100000005000 0200054240001604   
0601SZA2d       20090101003385100000005000 0200054340001604   
0601SZA2d       20090101003390100000005000 0200054450001605   
0601SZA2d       20090101003395100000005000 0200054550001606   
0601SZA2d       20090101003400100000005000 0200054660001606   
0601SZA2d       20090101003405100000005000 0200054760001607   
0601SZA2d       20090101003410100000005000 0200054860001608   
0601SZA2d       20090101003415100000005000 0200054970001608   
0601SZA2d       20090101003420100000005000 0200055070001609   
0601SZA2d       20090101003425100000005000 0200055170001610   
0601SZA2d       20090101003430100000005000 0200055280001610   
0601SZA2d       20090101003435100000005000 0200055380001611   
0601SZA2d       20090101003440100000005000 0200055490001612   
0601SZA2d       20090101003445100000005000 0200055590001612   
0601SZA2d       20090101003450100000005000 0200055690001613   
0601SZA2d       20090101003455100000005000 0200055810001614   
0601SZA2d       20090101003460100000005000 0200055900001614   
0601SZA2d       20090101003465100000005000 0200056000001615   
0601SZA2d       20090101003470100000005000 0200056120001616   
0601SZA2d       20090101003475100000005000 0200056220001617   
0601SZA2d       20090101003480100000005000 0200056310001617   
0601SZA2d       20090101003485100000005000 0200056430001618   
0601SZA2d       20090101003490100000005000 0200056530001619   
0601SZA2d       20090101003495100000005000 0200056620001619   
0601SZA2d       20090101003500100000005000 0200056740001620   
0601SZA2d       20090101003505100000005000 0200056830001620   
0601SZA2d       20090101003510100000005000 0200056940001621   
0601SZA2d       20090101003515100000005000 0200057040001622   
0601SZA2d       20090101003520100000005000 0200057140001622   
0601SZA2d       20090101003525100000005000 0200057250001623   
0601SZA2d       20090101003530100000005000 0200057350001623   
0601SZA2d       20090101003535100000005000 0200057460001624   
0601SZA2d       20090101003540100000005000 0200057560001625   
0601SZA2d       20090101003545100000005000 0200057660001625   
0601SZA2d       20090101003550100000005000 0200057780001626   
0601SZA2d       20090101003555100000005000 0200057870001627   
0601SZA2d       20090101003560100000005000 0200057970001627   
0601SZA2d       20090101003565100000005000 0200058090001628   
0601SZA2d       20090101003570100000005000 0200058180001629   
0601SZA2d       20090101003575100000005000 0200058280001629   
0601SZA2d       20090101003580100000005000 0200058400001630   
0601SZA2d       20090101003585100000005000 0200058490001630   
0601SZA2d       20090101003590100000005000 0200058600001631   
0601SZA2d       20090101003595100000005000 0200058710001632   
0601SZA2d       20090101003600100000005000 0200058810001632   
0601SZA2d       20090101003605100000005000 0200058920001633   
0601SZA2d       20090101003610100000005000 0200059020001634   
0601SZA2d       20090101003615100000005000 0200059120001634   
0601SZA2d       20090101003620100000005000 0200059230001635   
0601SZA2d       20090101003625100000005000 0200059330001636   
0601SZA2d       20090101003630100000005000 0200059430001636   
0601SZA2d       20090101003635100000005000 0200059540001637   
0601SZA2d       20090101003640100000005000 0200059640001637   
0601SZA2d       20090101003645100000005000 0200059750001638   
0601SZA2d       20090101003650100000005000 0200059850001639   
0601SZA2d       20090101003655100000005000 0200059950001639   
0601SZA2d       20090101003660100000005000 0200060070001640   
0601SZA2d       20090101003665100000005000 0200060160001640   
0601SZA2d       20090101003670100000005000 0200060260001641   
0601SZA2d       20090101003675100000005000 0200060380001642   
0601SZA2d       20090101003680100000005000 0200060470001642   
0601SZA2d       20090101003685100000005000 0200060580001643   
0601SZA2d       20090101003690100000005000 0200060690001644   
0601SZA2d       20090101003695100000005000 0200060780001644   
0601SZA2d       20090101003700100000005000 0200060900001645   
0601SZA2d       20090101003705100000005000 0200061000001645   
0601SZA2d       20090101003710100000005000 0200061090001646   
0601SZA2d       20090101003715100000005000 0200061200001646   
0601SZA2d       20090101003720100000005000 0200061300001647   
0601SZA2d       20090101003725100000005000 0200061400001647   
0601SZA2d       20090101003730100000005000 0200061510001648   
0601SZA2d       20090101003735100000005000 0200061610001648   
0601SZA2d       20090101003740100000005000 0200061710001649   
0601SZA2d       20090101003745100000005000 0200061820001650   
0601SZA2d       20090101003750100000005000 0200061920001650   
0601SZA2d       20090101003755100000005000 0200062040001651   
0601SZA2d       20090101003760100000005000 0200062130001651   
0601SZA2d       20090101003765100000005000 0200062230001652   
0601SZA2d       20090101003770100000005000 0200062350001653   
0601SZA2d       20090101003775100000005000 0200062440001653   
0601SZA2d       20090101003780100000005000 0200062540001653   
0601SZA2d       20090101003785100000005000 0200062660001654   
0601SZA2d       20090101003790100000005000 0200062750001655   
0601SZA2d       20090101003795100000005000 0200062860001655   
0601SZA2d       20090101003800100000005000 0200062970001656   
