00SZ               20081218                                                                                   
0601SZB2+       20090101000370100000005000 0200000080000021   
0601SZB2+       20090101000375100000005000 0200000090000024   
0601SZB2+       20090101000380100000005000 0200000100000026   
0601SZB2+       20090101000385100000005000 0200000120000031   
0601SZB2+       20090101000390100000005000 0200000130000033   
0601SZB2+       20090101000395100000005000 0200000150000038   
0601SZB2+       20090101000400100000005000 0200000160000040   
0601SZB2+       20090101000405100000005000 0200000180000044   
0601SZB2+       20090101000410100000005000 0200000200000048   
0601SZB2+       20090101000415100000005000 0200000220000053   
0601SZB2+       20090101000420100000005000 0200000240000057   
0601SZB2+       20090101000425100000005000 0200000260000061   
0601SZB2+       20090101000430100000005000 0200000290000067   
0601SZB2+       20090101000435100000005000 0200000310000071   
0601SZB2+       20090101000440100000005000 0200000330000075   
0601SZB2+       20090101000445100000005000 0200000360000080   
0601SZB2+       20090101000450100000005000 0200000380000084   
0601SZB2+       20090101000455100000005000 0200000410000090   
0601SZB2+       20090101000460100000005000 0200000440000095   
0601SZB2+       20090101000465100000005000 0200000460000098   
0601SZB2+       20090101000470100000005000 0200000490000104   
0601SZB2+       20090101000475100000005000 0200000510000107   
0601SZB2+       20090101000480100000005000 0200000550000114   
0601SZB2+       20090101000485100000005000 0200000580000119   
0601SZB2+       20090101000490100000005000 0200000610000124   
0601SZB2+       20090101000495100000005000 0200000650000131   
0601SZB2+       20090101000500100000005000 0200000680000135   
0601SZB2+       20090101000505100000005000 0200000710000140   
0601SZB2+       20090101000510100000005000 0200000750000146   
0601SZB2+       20090101000515100000005000 0200000780000151   
0601SZB2+       20090101000520100000005000 0200000820000157   
0601SZB2+       20090101000525100000005000 0200000850000161   
0601SZB2+       20090101000530100000005000 0200000880000165   
0601SZB2+       20090101000535100000005000 0200000920000171   
0601SZB2+       20090101000540100000005000 0200000950000175   
0601SZB2+       20090101000545100000005000 0200000990000181   
0601SZB2+       20090101000550100000005000 0200001020000185   
0601SZB2+       20090101000555100000005000 0200001060000190   
0601SZB2+       20090101000560100000005000 0200001100000196   
0601SZB2+       20090101000565100000005000 0200001130000199   
0601SZB2+       20090101000570100000005000 0200001170000204   
0601SZB2+       20090101000575100000005000 0200001210000210   
0601SZB2+       20090101000580100000005000 0200001250000215   
0601SZB2+       20090101000585100000005000 0200001290000220   
0601SZB2+       20090101000590100000005000 0200001330000224   
0601SZB2+       20090101000595100000005000 0200001370000229   
0601SZB2+       20090101000600100000005000 0200001410000234   
0601SZB2+       20090101000605100000005000 0200001440000237   
0601SZB2+       20090101000610100000005000 0200001480000242   
0601SZB2+       20090101000615100000005000 0200001520000246   
0601SZB2+       20090101000620100000005000 0200001560000251   
0601SZB2+       20090101000625100000005000 0200001600000255   
0601SZB2+       20090101000630100000005000 0200001630000258   
0601SZB2+       20090101000635100000005000 0200001670000262   
0601SZB2+       20090101000640100000005000 0200001710000266   
0601SZB2+       20090101000645100000005000 0200001750000270   
0601SZB2+       20090101000650100000005000 0200001790000274   
0601SZB2+       20090101000655100000005000 0200001820000277   
0601SZB2+       20090101000660100000005000 0200001870000282   
0601SZB2+       20090101000665100000005000 0200001900000285   
0601SZB2+       20090101000670100000005000 0200001950000290   
0601SZB2+       20090101000675100000005000 0200001990000294   
0601SZB2+       20090101000680100000005000 0200002030000297   
0601SZB2+       20090101000685100000005000 0200002070000301   
0601SZB2+       20090101000690100000005000 0200002120000306   
0601SZB2+       20090101000695100000005000 0200002160000310   
0601SZB2+       20090101000700100000005000 0200002210000315   
0601SZB2+       20090101000705100000005000 0200002250000318   
0601SZB2+       20090101000710100000005000 0200002300000323   
0601SZB2+       20090101000715100000005000 0200002350000328   
0601SZB2+       20090101000720100000005000 0200002390000331   
0601SZB2+       20090101000725100000005000 0200002440000335   
0601SZB2+       20090101000730100000005000 0200002480000339   
0601SZB2+       20090101000735100000005000 0200002530000343   
0601SZB2+       20090101000740100000005000 0200002580000347   
0601SZB2+       20090101000745100000005000 0200002620000351   
0601SZB2+       20090101000750100000005000 0200002670000355   
0601SZB2+       20090101000755100000005000 0200002710000358   
0601SZB2+       20090101000760100000005000 0200002760000362   
0601SZB2+       20090101000765100000005000 0200002810000366   
0601SZB2+       20090101000770100000005000 0200002860000370   
0601SZB2+       20090101000775100000005000 0200002910000374   
0601SZB2+       20090101000780100000005000 0200002960000378   
0601SZB2+       20090101000785100000005000 0200003000000381   
0601SZB2+       20090101000790100000005000 0200003060000386   
0601SZB2+       20090101000795100000005000 0200003110000390   
0601SZB2+       20090101000800100000005000 0200003160000394   
0601SZB2+       20090101000805100000005000 0200003220000399   
0601SZB2+       20090101000810100000005000 0200003270000402   
0601SZB2+       20090101000815100000005000 0200003320000406   
0601SZB2+       20090101000820100000005000 0200003370000410   
0601SZB2+       20090101000825100000005000 0200003430000415   
0601SZB2+       20090101000830100000005000 0200003480000418   
0601SZB2+       20090101000835100000005000 0200003530000421   
0601SZB2+       20090101000840100000005000 0200003590000426   
0601SZB2+       20090101000845100000005000 0200003640000429   
0601SZB2+       20090101000850100000005000 0200003690000433   
0601SZB2+       20090101000855100000005000 0200003750000437   
0601SZB2+       20090101000860100000005000 0200003800000441   
0601SZB2+       20090101000865100000005000 0200003850000444   
0601SZB2+       20090101000870100000005000 0200003910000448   
0601SZB2+       20090101000875100000005000 0200003960000451   
0601SZB2+       20090101000880100000005000 0200004010000454   
0601SZB2+       20090101000885100000005000 0200004070000459   
0601SZB2+       20090101000890100000005000 0200004120000462   
0601SZB2+       20090101000895100000005000 0200004170000465   
0601SZB2+       20090101000900100000005000 0200004230000469   
0601SZB2+       20090101000905100000005000 0200004280000472   
0601SZB2+       20090101000910100000005000 0200004330000475   
0601SZB2+       20090101000915100000005000 0200004380000477   
0601SZB2+       20090101000920100000005000 0200004440000481   
0601SZB2+       20090101000925100000005000 0200004490000484   
0601SZB2+       20090101000930100000005000 0200004550000488   
0601SZB2+       20090101000935100000005000 0200004610000492   
0601SZB2+       20090101000940100000005000 0200004660000494   
0601SZB2+       20090101000945100000005000 0200004720000498   
0601SZB2+       20090101000950100000005000 0200004780000502   
0601SZB2+       20090101000955100000005000 0200004840000505   
0601SZB2+       20090101000960100000005000 0200004890000508   
0601SZB2+       20090101000965100000005000 0200004950000512   
0601SZB2+       20090101000970100000005000 0200005010000515   
0601SZB2+       20090101000975100000005000 0200005070000519   
0601SZB2+       20090101000980100000005000 0200005130000522   
0601SZB2+       20090101000985100000005000 0200005200000527   
0601SZB2+       20090101000990100000005000 0200005260000530   
0601SZB2+       20090101000995100000005000 0200005320000533   
0601SZB2+       20090101001000100000005000 0200005380000537   
0601SZB2+       20090101001005100000005000 0200005440000540   
0601SZB2+       20090101001010100000005000 0200005500000543   
0601SZB2+       20090101001015100000005000 0200005560000546   
0601SZB2+       20090101001020100000005000 0200005620000550   
0601SZB2+       20090101001025100000005000 0200005690000554   
0601SZB2+       20090101001030100000005000 0200005750000557   
0601SZB2+       20090101001035100000005000 0200005810000560   
0601SZB2+       20090101001040100000005000 0200005870000563   
0601SZB2+       20090101001045100000005000 0200005930000566   
0601SZB2+       20090101001050100000005000 0200006000000570   
0601SZB2+       20090101001055100000005000 0200006060000573   
0601SZB2+       20090101001060100000005000 0200006130000577   
0601SZB2+       20090101001065100000005000 0200006200000581   
0601SZB2+       20090101001070100000005000 0200006270000585   
0601SZB2+       20090101001075100000005000 0200006340000588   
0601SZB2+       20090101001080100000005000 0200006410000592   
0601SZB2+       20090101001085100000005000 0200006480000596   
0601SZB2+       20090101001090100000005000 0200006550000600   
0601SZB2+       20090101001095100000005000 0200006610000602   
0601SZB2+       20090101001100100000005000 0200006680000606   
0601SZB2+       20090101001105100000005000 0200006760000610   
0601SZB2+       20090101001110100000005000 0200006820000613   
0601SZB2+       20090101001115100000005000 0200006890000617   
0601SZB2+       20090101001120100000005000 0200006960000620   
0601SZB2+       20090101001125100000005000 0200007030000624   
0601SZB2+       20090101001130100000005000 0200007100000627   
0601SZB2+       20090101001135100000005000 0200007170000630   
0601SZB2+       20090101001140100000005000 0200007240000634   
0601SZB2+       20090101001145100000005000 0200007310000637   
0601SZB2+       20090101001150100000005000 0200007380000640   
0601SZB2+       20090101001155100000005000 0200007450000644   
0601SZB2+       20090101001160100000005000 0200007530000648   
0601SZB2+       20090101001165100000005000 0200007590000650   
0601SZB2+       20090101001170100000005000 0200007670000654   
0601SZB2+       20090101001175100000005000 0200007740000657   
0601SZB2+       20090101001180100000005000 0200007820000661   
0601SZB2+       20090101001185100000005000 0200007900000665   
0601SZB2+       20090101001190100000005000 0200007970000668   
0601SZB2+       20090101001195100000005000 0200008050000672   
0601SZB2+       20090101001200100000005000 0200008120000675   
0601SZB2+       20090101001205100000005000 0200008190000678   
0601SZB2+       20090101001210100000005000 0200008270000682   
0601SZB2+       20090101001215100000005000 0200008350000686   
0601SZB2+       20090101001220100000005000 0200008420000689   
0601SZB2+       20090101001225100000005000 0200008510000693   
0601SZB2+       20090101001230100000005000 0200008580000696   
0601SZB2+       20090101001235100000005000 0200008650000699   
0601SZB2+       20090101001240100000005000 0200008730000703   
0601SZB2+       20090101001245100000005000 0200008800000705   
0601SZB2+       20090101001250100000005000 0200008880000709   
0601SZB2+       20090101001255100000005000 0200008960000713   
0601SZB2+       20090101001260100000005000 0200009030000715   
0601SZB2+       20090101001265100000005000 0200009100000718   
0601SZB2+       20090101001270100000005000 0200009180000721   
0601SZB2+       20090101001275100000005000 0200009260000725   
0601SZB2+       20090101001280100000005000 0200009350000729   
0601SZB2+       20090101001285100000005000 0200009420000732   
0601SZB2+       20090101001290100000005000 0200009500000735   
0601SZB2+       20090101001295100000005000 0200009590000739   
0601SZB2+       20090101001300100000005000 0200009670000742   
0601SZB2+       20090101001305100000005000 0200009760000746   
0601SZB2+       20090101001310100000005000 0200009840000750   
0601SZB2+       20090101001315100000005000 0200009920000753   
0601SZB2+       20090101001320100000005000 0200010020000758   
0601SZB2+       20090101001325100000005000 0200010090000760   
0601SZB2+       20090101001330100000005000 0200010180000764   
0601SZB2+       20090101001335100000005000 0200010260000767   
0601SZB2+       20090101001340100000005000 0200010340000770   
0601SZB2+       20090101001345100000005000 0200010420000773   
0601SZB2+       20090101001350100000005000 0200010510000777   
0601SZB2+       20090101001355100000005000 0200010590000780   
0601SZB2+       20090101001360100000005000 0200010680000784   
0601SZB2+       20090101001365100000005000 0200010770000788   
0601SZB2+       20090101001370100000005000 0200010860000791   
0601SZB2+       20090101001375100000005000 0200010950000795   
0601SZB2+       20090101001380100000005000 0200011030000798   
0601SZB2+       20090101001385100000005000 0200011120000801   
0601SZB2+       20090101001390100000005000 0200011210000805   
0601SZB2+       20090101001395100000005000 0200011300000809   
0601SZB2+       20090101001400100000005000 0200011380000811   
0601SZB2+       20090101001405100000005000 0200011480000816   
0601SZB2+       20090101001410100000005000 0200011560000818   
0601SZB2+       20090101001415100000005000 0200011660000823   
0601SZB2+       20090101001420100000005000 0200011740000825   
0601SZB2+       20090101001425100000005000 0200011840000829   
0601SZB2+       20090101001430100000005000 0200011930000833   
0601SZB2+       20090101001435100000005000 0200012020000836   
0601SZB2+       20090101001440100000005000 0200012110000840   
0601SZB2+       20090101001445100000005000 0200012210000844   
0601SZB2+       20090101001450100000005000 0200012290000846   
0601SZB2+       20090101001455100000005000 0200012390000850   
0601SZB2+       20090101001460100000005000 0200012480000853   
0601SZB2+       20090101001465100000005000 0200012570000857   
0601SZB2+       20090101001470100000005000 0200012670000860   
0601SZB2+       20090101001475100000005000 0200012760000864   
0601SZB2+       20090101001480100000005000 0200012870000868   
0601SZB2+       20090101001485100000005000 0200012960000871   
0601SZB2+       20090101001490100000005000 0200013050000874   
0601SZB2+       20090101001495100000005000 0200013150000878   
0601SZB2+       20090101001500100000005000 0200013250000882   
0601SZB2+       20090101001505100000005000 0200013350000886   
0601SZB2+       20090101001510100000005000 0200013450000889   
0601SZB2+       20090101001515100000005000 0200013560000894   
0601SZB2+       20090101001520100000005000 0200013660000897   
0601SZB2+       20090101001525100000005000 0200013770000901   
0601SZB2+       20090101001530100000005000 0200013870000905   
0601SZB2+       20090101001535100000005000 0200013980000909   
0601SZB2+       20090101001540100000005000 0200014090000913   
0601SZB2+       20090101001545100000005000 0200014190000917   
0601SZB2+       20090101001550100000005000 0200014300000921   
0601SZB2+       20090101001555100000005000 0200014420000926   
0601SZB2+       20090101001560100000005000 0200014520000929   
0601SZB2+       20090101001565100000005000 0200014640000934   
0601SZB2+       20090101001570100000005000 0200014750000938   
0601SZB2+       20090101001575100000005000 0200014860000942   
0601SZB2+       20090101001580100000005000 0200014970000946   
0601SZB2+       20090101001585100000005000 0200015080000950   
0601SZB2+       20090101001590100000005000 0200015190000954   
0601SZB2+       20090101001595100000005000 0200015300000958   
0601SZB2+       20090101001600100000005000 0200015410000962   
0601SZB2+       20090101001605100000005000 0200015520000965   
0601SZB2+       20090101001610100000005000 0200015630000969   
0601SZB2+       20090101001615100000005000 0200015730000972   
0601SZB2+       20090101001620100000005000 0200015860000978   
0601SZB2+       20090101001625100000005000 0200015960000981   
0601SZB2+       20090101001630100000005000 0200016070000984   
0601SZB2+       20090101001635100000005000 0200016190000989   
0601SZB2+       20090101001640100000005000 0200016290000992   
0601SZB2+       20090101001645100000005000 0200016400000995   
0601SZB2+       20090101001650100000005000 0200016520001000   
0601SZB2+       20090101001655100000005000 0200016620001003   
0601SZB2+       20090101001660100000005000 0200016730001006   
0601SZB2+       20090101001665100000005000 0200016840001010   
0601SZB2+       20090101001670100000005000 0200016960001014   
0601SZB2+       20090101001675100000005000 0200017070001018   
0601SZB2+       20090101001680100000005000 0200017180001021   
0601SZB2+       20090101001685100000005000 0200017290001025   
0601SZB2+       20090101001690100000005000 0200017400001028   
0601SZB2+       20090101001695100000005000 0200017500001031   
0601SZB2+       20090101001700100000005000 0200017620001035   
0601SZB2+       20090101001705100000005000 0200017730001038   
0601SZB2+       20090101001710100000005000 0200017830001041   
0601SZB2+       20090101001715100000005000 0200017960001046   
0601SZB2+       20090101001720100000005000 0200018060001048   
0601SZB2+       20090101001725100000005000 0200018170001052   
0601SZB2+       20090101001730100000005000 0200018290001056   
0601SZB2+       20090101001735100000005000 0200018390001058   
0601SZB2+       20090101001740100000005000 0200018500001062   
0601SZB2+       20090101001745100000005000 0200018620001066   
0601SZB2+       20090101001750100000005000 0200018720001068   
0601SZB2+       20090101001755100000005000 0200018830001071   
0601SZB2+       20090101001760100000005000 0200018950001075   
0601SZB2+       20090101001765100000005000 0200019050001078   
0601SZB2+       20090101001770100000005000 0200019170001082   
0601SZB2+       20090101001775100000005000 0200019270001084   
0601SZB2+       20090101001780100000005000 0200019390001088   
0601SZB2+       20090101001785100000005000 0200019500001091   
0601SZB2+       20090101001790100000005000 0200019600001093   
0601SZB2+       20090101001795100000005000 0200019720001097   
0601SZB2+       20090101001800100000005000 0200019830001100   
0601SZB2+       20090101001805100000005000 0200019930001103   
0601SZB2+       20090101001810100000005000 0200020050001106   
0601SZB2+       20090101001815100000005000 0200020160001109   
0601SZB2+       20090101001820100000005000 0200020270001112   
0601SZB2+       20090101001825100000005000 0200020390001116   
0601SZB2+       20090101001830100000005000 0200020490001118   
0601SZB2+       20090101001835100000005000 0200020600001121   
0601SZB2+       20090101001840100000005000 0200020710001124   
0601SZB2+       20090101001845100000005000 0200020820001127   
0601SZB2+       20090101001850100000005000 0200020930001130   
0601SZB2+       20090101001855100000005000 0200021050001133   
0601SZB2+       20090101001860100000005000 0200021150001136   
0601SZB2+       20090101001865100000005000 0200021270001139   
0601SZB2+       20090101001870100000005000 0200021370001141   
0601SZB2+       20090101001875100000005000 0200021490001145   
0601SZB2+       20090101001880100000005000 0200021600001147   
0601SZB2+       20090101001885100000005000 0200021700001150   
0601SZB2+       20090101001890100000005000 0200021820001153   
0601SZB2+       20090101001895100000005000 0200021930001156   
0601SZB2+       20090101001900100000005000 0200022030001158   
0601SZB2+       20090101001905100000005000 0200022150001161   
0601SZB2+       20090101001910100000005000 0200022260001164   
0601SZB2+       20090101001915100000005000 0200022370001167   
0601SZB2+       20090101001920100000005000 0200022490001170   
0601SZB2+       20090101001925100000005000 0200022590001172   
0601SZB2+       20090101001930100000005000 0200022700001175   
0601SZB2+       20090101001935100000005000 0200022810001177   
0601SZB2+       20090101001940100000005000 0200022920001180   
0601SZB2+       20090101001945100000005000 0200023030001183   
0601SZB2+       20090101001950100000005000 0200023140001185   
0601SZB2+       20090101001955100000005000 0200023250001188   
0601SZB2+       20090101001960100000005000 0200023370001191   
0601SZB2+       20090101001965100000005000 0200023470001193   
0601SZB2+       20090101001970100000005000 0200023590001196   
0601SZB2+       20090101001975100000005000 0200023700001198   
0601SZB2+       20090101001980100000005000 0200023800001201   
0601SZB2+       20090101001985100000005000 0200023920001204   
0601SZB2+       20090101001990100000005000 0200024030001206   
0601SZB2+       20090101001995100000005000 0200024130001208   
0601SZB2+       20090101002000100000005000 0200024240001210   
0601SZB2+       20090101002005100000005000 0200024360001213   
0601SZB2+       20090101002010100000005000 0200024460001215   
0601SZB2+       20090101002015100000005000 0200024580001218   
0601SZB2+       20090101002020100000005000 0200024690001221   
0601SZB2+       20090101002025100000005000 0200024800001223   
0601SZB2+       20090101002030100000005000 0200024910001226   
0601SZB2+       20090101002035100000005000 0200025020001228   
0601SZB2+       20090101002040100000005000 0200025130001230   
0601SZB2+       20090101002045100000005000 0200025240001233   
0601SZB2+       20090101002050100000005000 0200025350001235   
0601SZB2+       20090101002055100000005000 0200025460001237   
0601SZB2+       20090101002060100000005000 0200025570001240   
0601SZB2+       20090101002065100000005000 0200025690001243   
0601SZB2+       20090101002070100000005000 0200025800001245   
0601SZB2+       20090101002075100000005000 0200025900001247   
0601SZB2+       20090101002080100000005000 0200026020001249   
0601SZB2+       20090101002085100000005000 0200026130001252   
0601SZB2+       20090101002090100000005000 0200026230001254   
0601SZB2+       20090101002095100000005000 0200026340001256   
0601SZB2+       20090101002100100000005000 0200026460001259   
0601SZB2+       20090101002105100000005000 0200026560001260   
0601SZB2+       20090101002110100000005000 0200026680001263   
0601SZB2+       20090101002115100000005000 0200026790001265   
0601SZB2+       20090101002120100000005000 0200026900001267   
0601SZB2+       20090101002125100000005000 0200027010001270   
0601SZB2+       20090101002130100000005000 0200027120001272   
0601SZB2+       20090101002135100000005000 0200027230001274   
0601SZB2+       20090101002140100000005000 0200027340001276   
0601SZB2+       20090101002145100000005000 0200027440001278   
0601SZB2+       20090101002150100000005000 0200027560001280   
0601SZB2+       20090101002155100000005000 0200027670001283   
0601SZB2+       20090101002160100000005000 0200027770001284   
0601SZB2+       20090101002165100000005000 0200027900001287   
0601SZB2+       20090101002170100000005000 0200028000001289   
0601SZB2+       20090101002175100000005000 0200028110001291   
0601SZB2+       20090101002180100000005000 0200028230001293   
0601SZB2+       20090101002185100000005000 0200028330001295   
0601SZB2+       20090101002190100000005000 0200028440001297   
0601SZB2+       20090101002195100000005000 0200028560001300   
0601SZB2+       20090101002200100000005000 0200028660001301   
0601SZB2+       20090101002205100000005000 0200028770001303   
0601SZB2+       20090101002210100000005000 0200028880001305   
0601SZB2+       20090101002215100000005000 0200029000001308   
0601SZB2+       20090101002220100000005000 0200029110001310   
0601SZB2+       20090101002225100000005000 0200029220001312   
0601SZB2+       20090101002230100000005000 0200029330001314   
0601SZB2+       20090101002235100000005000 0200029440001316   
0601SZB2+       20090101002240100000005000 0200029540001317   
0601SZB2+       20090101002245100000005000 0200029660001320   
0601SZB2+       20090101002250100000005000 0200029770001322   
0601SZB2+       20090101002255100000005000 0200029870001323   
0601SZB2+       20090101002260100000005000 0200030000001326   
0601SZB2+       20090101002265100000005000 0200030100001327   
0601SZB2+       20090101002270100000005000 0200030210001329   
0601SZB2+       20090101002275100000005000 0200030330001332   
0601SZB2+       20090101002280100000005000 0200030430001333   
0601SZB2+       20090101002285100000005000 0200030540001335   
0601SZB2+       20090101002290100000005000 0200030660001337   
0601SZB2+       20090101002295100000005000 0200030760001339   
0601SZB2+       20090101002300100000005000 0200030870001341   
0601SZB2+       20090101002305100000005000 0200030980001343   
0601SZB2+       20090101002310100000005000 0200031090001344   
0601SZB2+       20090101002315100000005000 0200031210001347   
0601SZB2+       20090101002320100000005000 0200031310001348   
0601SZB2+       20090101002325100000005000 0200031430001350   
0601SZB2+       20090101002330100000005000 0200031540001352   
0601SZB2+       20090101002335100000005000 0200031640001354   
0601SZB2+       20090101002340100000005000 0200031760001356   
0601SZB2+       20090101002345100000005000 0200031870001358   
0601SZB2+       20090101002350100000005000 0200031970001359   
0601SZB2+       20090101002355100000005000 0200032100001362   
0601SZB2+       20090101002360100000005000 0200032200001363   
0601SZB2+       20090101002365100000005000 0200032310001365   
0601SZB2+       20090101002370100000005000 0200032430001367   
0601SZB2+       20090101002375100000005000 0200032530001368   
0601SZB2+       20090101002380100000005000 0200032640001370   
0601SZB2+       20090101002385100000005000 0200032750001372   
0601SZB2+       20090101002390100000005000 0200032860001373   
0601SZB2+       20090101002395100000005000 0200032970001375   
0601SZB2+       20090101002400100000005000 0200033080001377   
0601SZB2+       20090101002405100000005000 0200033190001379   
0601SZB2+       20090101002410100000005000 0200033310001381   
0601SZB2+       20090101002415100000005000 0200033410001382   
0601SZB2+       20090101002420100000005000 0200033530001384   
0601SZB2+       20090101002425100000005000 0200033640001386   
0601SZB2+       20090101002430100000005000 0200033740001387   
0601SZB2+       20090101002435100000005000 0200033860001389   
0601SZB2+       20090101002440100000005000 0200033970001391   
0601SZB2+       20090101002445100000005000 0200034070001392   
0601SZB2+       20090101002450100000005000 0200034190001394   
0601SZB2+       20090101002455100000005000 0200034300001396   
0601SZB2+       20090101002460100000005000 0200034410001397   
0601SZB2+       20090101002465100000005000 0200034520001399   
0601SZB2+       20090101002470100000005000 0200034630001401   
0601SZB2+       20090101002475100000005000 0200034740001402   
0601SZB2+       20090101002480100000005000 0200034850001404   
0601SZB2+       20090101002485100000005000 0200034960001405   
0601SZB2+       20090101002490100000005000 0200035070001407   
0601SZB2+       20090101002495100000005000 0200035180001409   
0601SZB2+       20090101002500100000005000 0200035290001410   
0601SZB2+       20090101002505100000005000 0200035410001412   
0601SZB2+       20090101002510100000005000 0200035510001413   
0601SZB2+       20090101002515100000005000 0200035630001415   
0601SZB2+       20090101002520100000005000 0200035740001417   
0601SZB2+       20090101002525100000005000 0200035840001418   
0601SZB2+       20090101002530100000005000 0200035960001420   
0601SZB2+       20090101002535100000005000 0200036070001421   
0601SZB2+       20090101002540100000005000 0200036170001423   
0601SZB2+       20090101002545100000005000 0200036280001424   
0601SZB2+       20090101002550100000005000 0200036400001426   
0601SZB2+       20090101002555100000005000 0200036500001427   
0601SZB2+       20090101002560100000005000 0200036620001429   
0601SZB2+       20090101002565100000005000 0200036730001431   
0601SZB2+       20090101002570100000005000 0200036840001432   
0601SZB2+       20090101002575100000005000 0200036950001434   
0601SZB2+       20090101002580100000005000 0200037060001435   
0601SZB2+       20090101002585100000005000 0200037170001437   
0601SZB2+       20090101002590100000005000 0200037280001438   
0601SZB2+       20090101002595100000005000 0200037390001439   
0601SZB2+       20090101002600100000005000 0200037500001441   
0601SZB2+       20090101002605100000005000 0200037610001442   
0601SZB2+       20090101002610100000005000 0200037730001444   
0601SZB2+       20090101002615100000005000 0200037840001446   
0601SZB2+       20090101002620100000005000 0200037940001447   
0601SZB2+       20090101002625100000005000 0200038050001448   
0601SZB2+       20090101002630100000005000 0200038170001450   
0601SZB2+       20090101002635100000005000 0200038270001451   
0601SZB2+       20090101002640100000005000 0200038380001452   
0601SZB2+       20090101002645100000005000 0200038500001454   
0601SZB2+       20090101002650100000005000 0200038600001455   
0601SZB2+       20090101002655100000005000 0200038720001457   
0601SZB2+       20090101002660100000005000 0200038820001458   
0601SZB2+       20090101002665100000005000 0200038940001460   
0601SZB2+       20090101002670100000005000 0200039050001461   
0601SZB2+       20090101002675100000005000 0200039160001463   
0601SZB2+       20090101002680100000005000 0200039270001464   
0601SZB2+       20090101002685100000005000 0200039380001465   
0601SZB2+       20090101002690100000005000 0200039480001466   
0601SZB2+       20090101002695100000005000 0200039600001468   
0601SZB2+       20090101002700100000005000 0200039710001469   
0601SZB2+       20090101002705100000005000 0200039810001470   
0601SZB2+       20090101002710100000005000 0200039940001472   
0601SZB2+       20090101002715100000005000 0200040040001473   
0601SZB2+       20090101002720100000005000 0200040150001475   
0601SZB2+       20090101002725100000005000 0200040270001476   
0601SZB2+       20090101002730100000005000 0200040370001477   
0601SZB2+       20090101002735100000005000 0200040480001479   
0601SZB2+       20090101002740100000005000 0200040600001480   
0601SZB2+       20090101002745100000005000 0200040700001481   
0601SZB2+       20090101002750100000005000 0200040810001483   
0601SZB2+       20090101002755100000005000 0200040920001484   
0601SZB2+       20090101002760100000005000 0200041040001486   
0601SZB2+       20090101002765100000005000 0200041150001487   
0601SZB2+       20090101002770100000005000 0200041260001488   
0601SZB2+       20090101002775100000005000 0200041370001489   
0601SZB2+       20090101002780100000005000 0200041480001491   
0601SZB2+       20090101002785100000005000 0200041580001492   
0601SZB2+       20090101002790100000005000 0200041700001493   
0601SZB2+       20090101002795100000005000 0200041810001495   
0601SZB2+       20090101002800100000005000 0200041910001495   
0601SZB2+       20090101002805100000005000 0200042040001497   
0601SZB2+       20090101002810100000005000 0200042140001498   
0601SZB2+       20090101002815100000005000 0200042250001500   
0601SZB2+       20090101002820100000005000 0200042370001501   
0601SZB2+       20090101002825100000005000 0200042470001502   
0601SZB2+       20090101002830100000005000 0200042580001503   
0601SZB2+       20090101002835100000005000 0200042690001504   
0601SZB2+       20090101002840100000005000 0200042800001506   
0601SZB2+       20090101002845100000005000 0200042910001507   
0601SZB2+       20090101002850100000005000 0200043020001508   
0601SZB2+       20090101002855100000005000 0200043140001510   
0601SZB2+       20090101002860100000005000 0200043250001511   
0601SZB2+       20090101002865100000005000 0200043350001512   
0601SZB2+       20090101002870100000005000 0200043470001513   
0601SZB2+       20090101002875100000005000 0200043580001515   
0601SZB2+       20090101002880100000005000 0200043680001515   
0601SZB2+       20090101002885100000005000 0200043800001517   
0601SZB2+       20090101002890100000005000 0200043910001518   
0601SZB2+       20090101002895100000005000 0200044010001519   
0601SZB2+       20090101002900100000005000 0200044140001521   
0601SZB2+       20090101002905100000005000 0200044240001522   
0601SZB2+       20090101002910100000005000 0200044350001523   
0601SZB2+       20090101002915100000005000 0200044470001524   
0601SZB2+       20090101002920100000005000 0200044570001525   
0601SZB2+       20090101002925100000005000 0200044680001526   
0601SZB2+       20090101002930100000005000 0200044790001527   
0601SZB2+       20090101002935100000005000 0200044900001529   
0601SZB2+       20090101002940100000005000 0200045010001530   
0601SZB2+       20090101002945100000005000 0200045120001531   
0601SZB2+       20090101002950100000005000 0200045230001532   
0601SZB2+       20090101002955100000005000 0200045350001533   
0601SZB2+       20090101002960100000005000 0200045450001534   
0601SZB2+       20090101002965100000005000 0200045570001536   
0601SZB2+       20090101002970100000005000 0200045680001537   
0601SZB2+       20090101002975100000005000 0200045780001538   
0601SZB2+       20090101002980100000005000 0200045900001539   
0601SZB2+       20090101002985100000005000 0200046010001540   
0601SZB2+       20090101002990100000005000 0200046110001541   
0601SZB2+       20090101002995100000005000 0200046220001542   
0601SZB2+       20090101003000100000005000 0200046340001543   
0601SZB2+       20090101003005100000005000 0200046450001544   
0601SZB2+       20090101003010100000005000 0200046560001546   
0601SZB2+       20090101003015100000005000 0200046670001547   
0601SZB2+       20090101003020100000005000 0200046780001548   
0601SZB2+       20090101003025100000005000 0200046890001549   
0601SZB2+       20090101003030100000005000 0200047000001550   
0601SZB2+       20090101003035100000005000 0200047110001551   
0601SZB2+       20090101003040100000005000 0200047220001552   
0601SZB2+       20090101003045100000005000 0200047330001553   
0601SZB2+       20090101003050100000005000 0200047450001554   
