00NW               20081126                                                                                   
0601NWC1d       20090101002390100000010000m0100041420001731   
0601NWC1d       20090101002400100000010000m0100041660001734   
0601NWC1d       20090101002410100000010000m0100041910001737   
0601NWC1d       20090101002420100000010000m0100042160001740   
0601NWC1d       20090101002430100000010000m0100042410001743   
0601NWC1d       20090101002440100000010000m0100042660001747   
0601NWC1d       20090101002450100000010000m0100042890001749   
0601NWC1d       20090101002460100000010000m0100043150001752   
0601NWC1d       20090101002470100000010000m0100043400001755   
0601NWC1d       20090101002480100000010000m0100043640001758   
0601NWC1d       20090101002490100000010000m0100043890001761   
0601NWC1d       20090101002500100000010000m0100044140001764   
0601NWC1d       20090101002510100000010000m0100044390001767   
0601NWC1d       20090101002520100000010000m0100044630001769   
0601NWC1d       20090101002530100000010000m0100044880001772   
0601NWC1d       20090101002540100000010000m0100045130001775   
0601NWC1d       20090101002550100000010000m0100045390001778   
0601NWC1d       20090101002560100000010000m0100045630001781   
0601NWC1d       20090101002570100000010000m0100045870001783   
0601NWC1d       20090101002580100000010000m0100046120001786   
0601NWC1d       20090101002590100000010000m0100046370001789   
0601NWC1d       20090101002600100000010000m0100046610001791   
0601NWC1d       20090101002610100000010000m0100046870001794   
0601NWC1d       20090101002620100000010000m0100047120001797   
0601NWC1d       20090101002630100000010000m0100047360001799   
0601NWC1d       20090101002640100000010000m0100047610001802   
0601NWC1d       20090101002650100000010000m0100047860001804   
0601NWC1d       20090101002660100000010000m0100048120001807   
0601NWC1d       20090101002670100000010000m0100048360001810   
0601NWC1d       20090101002680100000010000m0100048600001812   
0601NWC1d       20090101002690100000010000m0100048860001815   
0601NWC1d       20090101002700100000010000m0100049110001817   
0601NWC1d       20090101002710100000010000m0100049350001819   
0601NWC1d       20090101002720100000010000m0100049600001822   
0601NWC1d       20090101002730100000010000m0100049860001825   
0601NWC1d       20090101002740100000010000m0100050100001827   
0601NWC1d       20090101002750100000010000m0100050340001829   
0601NWC1d       20090101002760100000010000m0100050600001832   
0601NWC1d       20090101002770100000010000m0100050850001834   
0601NWC1d       20090101002780100000010000m0100051100001836   
0601NWC1d       20090101002790100000010000m0100051340001838   
0601NWC1d       20090101002800100000010000m0100051600001841   
0601NWC1d       20090101002810100000010000m0100051850001844   
0601NWC1d       20090101002820100000010000m0100052100001846   
0601NWC1d       20090101002830100000010000m0100052340001848   
0601NWC1d       20090101002840100000010000m0100052600001850   
0601NWC1d       20090101002850100000010000m0100052850001853   
0601NWC1d       20090101002860100000010000m0100053090001855   
0601NWC1d       20090101002870100000010000m0100053340001857   
0601NWC1d       20090101002880100000010000m0100053600001859   
0601NWC1d       20090101002890100000010000m0100053840001861   
0601NWC1d       20090101002900100000010000m0100054090001864   
0601NWC1d       20090101002910100000010000m0100054340001866   
0601NWC1d       20090101002920100000010000m0100054600001868   
0601NWC1d       20090101002930100000010000m0100054840001870   
0601NWC1d       20090101002940100000010000m0100055090001872   
0601NWC1d       20090101002950100000010000m0100055350001875   
0601NWC1d       20090101002960100000010000m0100055600001877   
0601NWC1d       20090101002970100000010000m0100055840001879   
0601NWC1d       20090101002980100000010000m0100056090001881   
0601NWC1d       20090101002990100000010000m0100056340001883   
0601NWC1d       20090101003000100000010000m0100056600001885   
0601NWC1d       20090101003010100000010000m0100056850001887   
0601NWC1d       20090101003020100000010000m0100057090001889   
0601NWC1d       20090101003030100000010000m0100057350001891   
0601NWC1d       20090101003040100000010000m0100057600001893   
0601NWC1d       20090101003050100000010000m0100057840001895   
0601NWC1d       20090101003060100000010000m0100058100001897   
0601NWC1d       20090101003070100000010000m0100058350001899   
0601NWC1d       20090101003080100000010000m0100058590001901   
0601NWC1d       20090101003090100000010000m0100058850001903   
0601NWC2d       20090101000000100000100000m0200000080000168   
0601NWC2d       20090101000100100000005000m0200000080000078   
0601NWC2d       20090101000105100000005000m0200000080000074   
0601NWC2d       20090101000110100000005000m0200000080000071   
0601NWC2d       20090101000115100000005000m0200000080000068   
0601NWC2d       20090101000120100000005000m0200000080000065   
0601NWC2d       20090101000125100000005000m0200000080000063   
0601NWC2d       20090101000130100000005000m0200000080000060   
0601NWC2d       20090101000135100000005000m0200000080000058   
0601NWC2d       20090101000140100000005000m0200000080000056   
0601NWC2d       20090101000145100000005000m0200000080000054   
0601NWC2d       20090101000150100000005000m0200000080000052   
0601NWC2d       20090101000155100000005000m0200000080000051   
0601NWC2d       20090101000160100000005000m0200000080000049   
0601NWC2d       20090101000165100000005000m0200000080000048   
0601NWC2d       20090101000170100000005000m0200000080000046   
0601NWC2d       20090101000175100000005000m0200000080000045   
0601NWC2d       20090101000180100000005000m0200000080000044   
0601NWC2d       20090101000185100000005000m0200000080000043   
0601NWC2d       20090101000190100000005000m0200000080000042   
0601NWC2d       20090101000195100000005000m0200000080000041   
0601NWC2d       20090101000200100000005000m0200000080000040   
0601NWC2d       20090101000205100000005000m0200000080000039   
0601NWC2d       20090101000210100000005000m0200000080000038   
0601NWC2d       20090101000215100000005000m0200000080000037   
0601NWC2d       20090101000220100000005000m0200000080000036   
0601NWC2d       20090101000225100000005000m0200000080000035   
0601NWC2d       20090101000230100000005000m0200000080000034   
0601NWC2d       20090101000235100000005000m0200000080000034   
0601NWC2d       20090101000240100000005000m0200000080000033   
0601NWC2d       20090101000245100000005000m0200000080000032   
0601NWC2d       20090101000250100000005000m0200000080000032   
0601NWC2d       20090101000255100000005000m0200000080000031   
0601NWC2d       20090101000260100000005000m0200000080000030   
0601NWC2d       20090101000265100000005000m0200000080000030   
0601NWC2d       20090101000270100000005000m0200000080000029   
0601NWC2d       20090101000275100000005000m0200000080000029   
0601NWC2d       20090101000280100000005000m0200000080000028   
0601NWC2d       20090101000285100000005000m0200000080000028   
0601NWC2d       20090101000290100000005000m0200000080000027   
0601NWC2d       20090101000295100000005000m0200000080000027   
0601NWC2d       20090101000300100000005000m0200000190000063   
0601NWC2d       20090101000305100000005000m0200000220000072   
0601NWC2d       20090101000310100000005000m0200000260000083   
0601NWC2d       20090101000315100000005000m0200000300000094   
0601NWC2d       20090101000320100000005000m0200000360000112   
0601NWC2d       20090101000325100000005000m0200000400000122   
0601NWC2d       20090101000330100000005000m0200000450000135   
0601NWC2d       20090101000335100000005000m0200000490000145   
0601NWC2d       20090101000340100000005000m0200000550000161   
0601NWC2d       20090101000345100000005000m0200000610000176   
0601NWC2d       20090101000350100000005000m0200000650000184   
0601NWC2d       20090101000355100000005000m0200000700000196   
0601NWC2d       20090101000360100000005000m0200000760000210   
0601NWC2d       20090101000365100000005000m0200000810000220   
0601NWC2d       20090101000370100000005000m0200000860000231   
0601NWC2d       20090101000375100000005000m0200000900000238   
0601NWC2d       20090101000380100000005000m0200000960000251   
0601NWC2d       20090101000385100000005000m0200001020000263   
0601NWC2d       20090101000390100000005000m0200001060000270   
0601NWC2d       20090101000395100000005000m0200001120000282   
0601NWC2d       20090101000400100000005000m0200001170000291   
0601NWC2d       20090101000405100000005000m0200001220000299   
0601NWC2d       20090101000410100000005000m0200001280000310   
0601NWC2d       20090101000415100000005000m0200001340000321   
0601NWC2d       20090101000420100000005000m0200001400000331   
0601NWC2d       20090101000425100000005000m0200001460000342   
0601NWC2d       20090101000430100000005000m0200001520000351   
0601NWC2d       20090101000435100000005000m0200001580000361   
0601NWC2d       20090101000440100000005000m0200001640000371   
0601NWC2d       20090101000445100000005000m0200001700000380   
0601NWC2d       20090101000450100000005000m0200001760000389   
0601NWC2d       20090101000455100000005000m0200001810000396   
0601NWC2d       20090101000460100000005000m0200001880000406   
0601NWC2d       20090101000465100000005000m0200001940000415   
0601NWC2d       20090101000470100000005000m0200002000000423   
0601NWC2d       20090101000475100000005000m0200002050000429   
0601NWC2d       20090101000480100000005000m0200002100000435   
0601NWC2d       20090101000485100000005000m0200002170000445   
0601NWC2d       20090101000490100000005000m0200002220000451   
0601NWC2d       20090101000495100000005000m0200002290000460   
0601NWC2d       20090101000500100000005000m0200002340000466   
0601NWC2d       20090101000505100000005000m0200002400000473   
0601NWC2d       20090101000510100000005000m0200002460000480   
0601NWC2d       20090101000515100000005000m0200002530000489   
0601NWC2d       20090101000520100000005000m0200002580000494   
0601NWC2d       20090101000525100000005000m0200002650000502   
0601NWC2d       20090101000530100000005000m0200002710000509   
0601NWC2d       20090101000535100000005000m0200002780000517   
0601NWC2d       20090101000540100000005000m0200002840000524   
0601NWC2d       20090101000545100000005000m0200002910000532   
0601NWC2d       20090101000550100000005000m0200002970000538   
0601NWC2d       20090101000555100000005000m0200003040000545   
0601NWC2d       20090101000560100000005000m0200003110000553   
0601NWC2d       20090101000565100000005000m0200003170000559   
0601NWC2d       20090101000570100000005000m0200003240000566   
0601NWC2d       20090101000575100000005000m0200003310000573   
0601NWC2d       20090101000580100000005000m0200003390000582   
0601NWC2d       20090101000585100000005000m0200003450000587   
0601NWC2d       20090101000590100000005000m0200003520000594   
0601NWC2d       20090101000595100000005000m0200003590000601   
0601NWC2d       20090101000600100000005000m0200003670000609   
0601NWC2d       20090101000605100000005000m0200003740000616   
0601NWC2d       20090101000610100000005000m0200003800000620   
0601NWC2d       20090101000615100000005000m0200003870000627   
0601NWC2d       20090101000620100000005000m0200003930000631   
0601NWC2d       20090101000625100000005000m0200004000000637   
0601NWC2d       20090101000630100000005000m0200004050000640   
0601NWC2d       20090101000635100000005000m0200004110000645   
0601NWC2d       20090101000640100000005000m0200004160000647   
0601NWC2d       20090101000645100000005000m0200004220000652   
0601NWC2d       20090101000650100000005000m0200004290000657   
0601NWC2d       20090101000655100000005000m0200004340000660   
0601NWC2d       20090101000660100000005000m0200004410000666   
0601NWC2d       20090101000665100000005000m0200004480000671   
0601NWC2d       20090101000670100000005000m0200004540000675   
0601NWC2d       20090101000675100000005000m0200004600000679   
0601NWC2d       20090101000680100000005000m0200004670000684   
0601NWC2d       20090101000685100000005000m0200004730000688   
0601NWC2d       20090101000690100000005000m0200004790000692   
0601NWC2d       20090101000695100000005000m0200004860000697   
0601NWC2d       20090101000700100000005000m0200004930000702   
0601NWC2d       20090101000705100000005000m0200004980000704   
0601NWC2d       20090101000710100000005000m0200005050000709   
0601NWC2d       20090101000715100000005000m0200005110000712   
0601NWC2d       20090101000720100000005000m0200005190000718   
0601NWC2d       20090101000725100000005000m0200005250000722   
0601NWC2d       20090101000730100000005000m0200005310000725   
0601NWC2d       20090101000735100000005000m0200005380000729   
0601NWC2d       20090101000740100000005000m0200005440000733   
0601NWC2d       20090101000745100000005000m0200005500000736   
0601NWC2d       20090101000750100000005000m0200005580000742   
0601NWC2d       20090101000755100000005000m0200005640000745   
0601NWC2d       20090101000760100000005000m0200005700000748   
0601NWC2d       20090101000765100000005000m0200005770000752   
0601NWC2d       20090101000770100000005000m0200005840000756   
0601NWC2d       20090101000775100000005000m0200005890000758   
0601NWC2d       20090101000780100000005000m0200005950000760   
0601NWC2d       20090101000785100000005000m0200006020000764   
0601NWC2d       20090101000790100000005000m0200006090000768   
0601NWC2d       20090101000795100000005000m0200006160000772   
0601NWC2d       20090101000800100000005000m0200006220000775   
0601NWC2d       20090101000805100000005000m0200006290000779   
0601NWC2d       20090101000810100000005000m0200006360000783   
0601NWC2d       20090101000815100000005000m0200006430000787   
0601NWC2d       20090101000820100000005000m0200006500000790   
0601NWC2d       20090101000825100000005000m0200006570000794   
0601NWC2d       20090101000830100000005000m0200006640000798   
0601NWC2d       20090101000835100000005000m0200006700000800   
0601NWC2d       20090101000840100000005000m0200006770000804   
0601NWC2d       20090101000845100000005000m0200006850000808   
0601NWC2d       20090101000850100000005000m0200006920000812   
0601NWC2d       20090101000855100000005000m0200006980000814   
0601NWC2d       20090101000860100000005000m0200007060000819   
0601NWC2d       20090101000865100000005000m0200007130000822   
0601NWC2d       20090101000870100000005000m0200007190000824   
0601NWC2d       20090101000875100000005000m0200007270000828   
0601NWC2d       20090101000880100000005000m0200007340000832   
0601NWC2d       20090101000885100000005000m0200007410000835   
0601NWC2d       20090101000890100000005000m0200007480000838   
0601NWC2d       20090101000895100000005000m0200007550000841   
0601NWC2d       20090101000900100000005000m0200007620000844   
0601NWC2d       20090101000905100000005000m0200007680000846   
0601NWC2d       20090101000910100000005000m0200007750000849   
0601NWC2d       20090101000915100000005000m0200007820000852   
0601NWC2d       20090101000920100000005000m0200007890000855   
0601NWC2d       20090101000925100000005000m0200007960000858   
0601NWC2d       20090101000930100000005000m0200008040000862   
0601NWC2d       20090101000935100000005000m0200008120000866   
0601NWC2d       20090101000940100000005000m0200008190000869   
0601NWC2d       20090101000945100000005000m0200008260000872   
0601NWC2d       20090101000950100000005000m0200008340000876   
0601NWC2d       20090101000955100000005000m0200008410000878   
0601NWC2d       20090101000960100000005000m0200008480000881   
0601NWC2d       20090101000965100000005000m0200008550000884   
0601NWC2d       20090101000970100000005000m0200008630000887   
0601NWC2d       20090101000975100000005000m0200008700000890   
0601NWC2d       20090101000980100000005000m0200008780000894   
0601NWC2d       20090101000985100000005000m0200008860000897   
0601NWC2d       20090101000990100000005000m0200008930000900   
0601NWC2d       20090101000995100000005000m0200009000000902   
0601NWC2d       20090101001000100000005000m0200009070000905   
0601NWC2d       20090101001005100000005000m0200009150000908   
0601NWC2d       20090101001010100000005000m0200009220000911   
0601NWC2d       20090101001015100000005000m0200009290000913   
0601NWC2d       20090101001020100000005000m0200009370000916   
0601NWC2d       20090101001025100000005000m0200009440000919   
0601NWC2d       20090101001030100000005000m0200009520000922   
0601NWC2d       20090101001035100000005000m0200009590000924   
0601NWC2d       20090101001040100000005000m0200009670000928   
0601NWC2d       20090101001045100000005000m0200009750000931   
0601NWC2d       20090101001050100000005000m0200009820000933   
0601NWC2d       20090101001055100000005000m0200009910000937   
0601NWC2d       20090101001060100000005000m0200009990000940   
0601NWC2d       20090101001065100000005000m0200010070000943   
0601NWC2d       20090101001070100000005000m0200010160000947   
0601NWC2d       20090101001075100000005000m0200010230000949   
0601NWC2d       20090101001080100000005000m0200010310000952   
0601NWC2d       20090101001085100000005000m0200010400000956   
0601NWC2d       20090101001090100000005000m0200010470000958   
0601NWC2d       20090101001095100000005000m0200010550000961   
0601NWC2d       20090101001100100000005000m0200010630000964   
0601NWC2d       20090101001105100000005000m0200010720000968   
0601NWC2d       20090101001110100000005000m0200010800000971   
0601NWC2d       20090101001115100000005000m0200010880000974   
0601NWC2d       20090101001120100000005000m0200010970000977   
0601NWC2d       20090101001125100000005000m0200011050000980   
0601NWC2d       20090101001130100000005000m0200011140000984   
0601NWC2d       20090101001135100000005000m0200011220000986   
0601NWC2d       20090101001140100000005000m0200011310000990   
0601NWC2d       20090101001145100000005000m0200011400000993   
0601NWC2d       20090101001150100000005000m0200011480000996   
0601NWC2d       20090101001155100000005000m0200011570001000   
0601NWC2d       20090101001160100000005000m0200011650001002   
0601NWC2d       20090101001165100000005000m0200011740001006   
0601NWC2d       20090101001170100000005000m0200011820001008   
0601NWC2d       20090101001175100000005000m0200011900001011   
0601NWC2d       20090101001180100000005000m0200011980001013   
0601NWC2d       20090101001185100000005000m0200012070001016   
0601NWC2d       20090101001190100000005000m0200012170001021   
0601NWC2d       20090101001195100000005000m0200012240001022   
0601NWC2d       20090101001200100000010000m0200012330001025   
0601NWC2d       20090101001210100000010000m0200012520001033   
0601NWC2d       20090101001220100000010000m0200012690001038   
0601NWC2d       20090101001230100000010000m0200012870001044   
0601NWC2d       20090101001240100000010000m0200013060001051   
0601NWC2d       20090101001250100000010000m0200013240001057   
0601NWC2d       20090101001260100000010000m0200013440001065   
0601NWC2d       20090101001270100000010000m0200013630001071   
0601NWC2d       20090101001280100000010000m0200013830001078   
0601NWC2d       20090101001290100000010000m0200014030001085   
0601NWC2d       20090101001300100000010000m0200014230001093   
0601NWC2d       20090101001310100000010000m0200014460001102   
0601NWC2d       20090101001320100000010000m0200014680001110   
0601NWC2d       20090101001330100000010000m0200014890001117   
0601NWC2d       20090101001340100000010000m0200015120001126   
0601NWC2d       20090101001350100000010000m0200015330001133   
0601NWC2d       20090101001360100000010000m0200015550001141   
0601NWC2d       20090101001370100000010000m0200015780001150   
0601NWC2d       20090101001380100000010000m0200016010001158   
0601NWC2d       20090101001390100000010000m0200016230001166   
0601NWC2d       20090101001400100000010000m0200016450001173   
0601NWC2d       20090101001410100000010000m0200016670001180   
0601NWC2d       20090101001420100000010000m0200016900001188   
0601NWC2d       20090101001430100000010000m0200017130001196   
0601NWC2d       20090101001440100000010000m0200017350001203   
0601NWC2d       20090101001450100000010000m0200017580001210   
0601NWC2d       20090101001460100000010000m0200017810001218   
0601NWC2d       20090101001470100000010000m0200018030001224   
0601NWC2d       20090101001480100000010000m0200018250001231   
0601NWC2d       20090101001490100000010000m0200018480001238   
0601NWC2d       20090101001500100000010000m0200018700001245   
0601NWC2d       20090101001510100000010000m0200018930001252   
0601NWC2d       20090101001520100000010000m0200019160001258   
0601NWC2d       20090101001530100000010000m0200019390001265   
0601NWC2d       20090101001540100000010000m0200019620001272   
0601NWC2d       20090101001550100000010000m0200019840001278   
0601NWC2d       20090101001560100000010000m0200020060001284   
0601NWC2d       20090101001570100000010000m0200020300001291   
0601NWC2d       20090101001580100000010000m0200020520001297   
0601NWC2d       20090101001590100000010000m0200020750001303   
0601NWC2d       20090101001600100000010000m0200020990001310   
0601NWC2d       20090101001610100000010000m0200021230001317   
0601NWC2d       20090101001620100000010000m0200021450001322   
0601NWC2d       20090101001630100000010000m0200021680001328   
0601NWC2d       20090101001640100000010000m0200021920001335   
0601NWC2d       20090101001650100000010000m0200022150001340   
0601NWC2d       20090101001660100000010000m0200022380001346   
0601NWC2d       20090101001670100000010000m0200022610001352   
0601NWC2d       20090101001680100000010000m0200022850001358   
0601NWC2d       20090101001690100000010000m0200023090001364   
0601NWC2d       20090101001700100000010000m0200023320001370   
0601NWC2d       20090101001710100000010000m0200023550001375   
0601NWC2d       20090101001720100000010000m0200023790001381   
0601NWC2d       20090101001730100000010000m0200024020001386   
0601NWC2d       20090101001740100000010000m0200024260001392   
0601NWC2d       20090101001750100000010000m0200024500001398   
0601NWC2d       20090101001760100000010000m0200024740001404   
0601NWC2d       20090101001770100000010000m0200024970001409   
0601NWC2d       20090101001780100000010000m0200025200001414   
0601NWC2d       20090101001790100000010000m0200025440001419   
0601NWC2d       20090101001800100000010000m0200025670001424   
0601NWC2d       20090101001810100000010000m0200025900001429   
0601NWC2d       20090101001820100000010000m0200026140001434   
0601NWC2d       20090101001830100000010000m0200026390001440   
0601NWC2d       20090101001840100000010000m0200026620001445   
0601NWC2d       20090101001850100000010000m0200026860001450   
0601NWC2d       20090101001860100000010000m0200027100001455   
0601NWC2d       20090101001870100000010000m0200027340001460   
0601NWC2d       20090101001880100000010000m0200027570001465   
0601NWC2d       20090101001890100000010000m0200027800001469   
0601NWC2d       20090101001900100000010000m0200028050001474   
0601NWC2d       20090101001910100000010000m0200028290001479   
0601NWC2d       20090101001920100000010000m0200028520001483   
0601NWC2d       20090101001930100000010000m0200028760001488   
0601NWC2d       20090101001940100000010000m0200029000001493   
0601NWC2d       20090101001950100000010000m0200029230001497   
0601NWC2d       20090101001960100000010000m0200029460001501   
0601NWC2d       20090101001970100000010000m0200029710001506   
0601NWC2d       20090101001980100000010000m0200029950001511   
0601NWC2d       20090101001990100000010000m0200030190001515   
0601NWC2d       20090101002000100000010000m0200030430001520   
0601NWC2d       20090101002010100000010000m0200030670001524   
0601NWC2d       20090101002020100000010000m0200030910001528   
0601NWC2d       20090101002030100000010000m0200031140001532   
0601NWC2d       20090101002040100000010000m0200031380001536   
0601NWC2d       20090101002050100000010000m0200031620001541   
0601NWC2d       20090101002060100000010000m0200031870001545   
0601NWC2d       20090101002070100000010000m0200032100001549   
0601NWC2d       20090101002080100000010000m0200032330001552   
0601NWC2d       20090101002090100000010000m0200032580001557   
0601NWC2d       20090101002100100000010000m0200032810001561   
0601NWC2d       20090101002110100000010000m0200033050001564   
0601NWC2d       20090101002120100000010000m0200033300001569   
0601NWC2d       20090101002130100000010000m0200033550001573   
0601NWC2d       20090101002140100000010000m0200033790001577   
0601NWC2d       20090101002150100000010000m0200034030001581   
0601NWC2d       20090101002160100000010000m0200034280001585   
0601NWC2d       20090101002170100000010000m0200034540001590   
0601NWC2d       20090101002180100000010000m0200034770001593   
0601NWC2d       20090101002190100000010000m0200035010001597   
0601NWC2d       20090101002200100000010000m0200035260001601   
0601NWC2d       20090101002210100000010000m0200035510001605   
0601NWC2d       20090101002220100000010000m0200035750001609   
0601NWC2d       20090101002230100000010000m0200035990001612   
0601NWC2d       20090101002240100000010000m0200036240001616   
0601NWC2d       20090101002250100000010000m0200036480001620   
0601NWC2d       20090101002260100000010000m0200036730001623   
0601NWC2d       20090101002270100000010000m0200036970001627   
0601NWC2d       20090101002280100000010000m0200037220001631   
0601NWC2d       20090101002290100000010000m0200037470001634   
0601NWC2d       20090101002300100000010000m0200037710001638   
0601NWC2d       20090101002310100000010000m0200037960001642   
0601NWC2d       20090101002320100000010000m0200038210001645   
0601NWC2d       20090101002330100000010000m0200038450001648   
0601NWC2d       20090101002340100000010000m0200038700001652   
0601NWC2d       20090101002350100000010000m0200038950001656   
0601NWC2d       20090101002360100000010000m0200039200001659   
0601NWC2d       20090101002370100000010000m0200039430001662   
0601NWC2d       20090101002380100000010000m0200039680001665   
0601NWC2d       20090101002390100000010000m0200039930001669   
0601NWC2d       20090101002400100000010000m0200040170001672   
0601NWC2d       20090101002410100000010000m0200040420001675   
0601NWC2d       20090101002420100000010000m0200040670001679   
0601NWC2d       20090101002430100000010000m0200040920001682   
0601NWC2d       20090101002440100000010000m0200041160001685   
0601NWC2d       20090101002450100000010000m0200041410001688   
0601NWC2d       20090101002460100000010000m0200041660001692   
0601NWC2d       20090101002470100000010000m0200041910001695   
0601NWC2d       20090101002480100000010000m0200042150001698   
0601NWC2d       20090101002490100000010000m0200042390001701   
0601NWC2d       20090101002500100000010000m0200042650001704   
0601NWC2d       20090101002510100000010000m0200042900001707   
0601NWC2d       20090101002520100000010000m0200043140001710   
0601NWC2d       20090101002530100000010000m0200043390001713   
0601NWC2d       20090101002540100000010000m0200043640001716   
0601NWC2d       20090101002550100000010000m0200043900001720   
0601NWC2d       20090101002560100000010000m0200044140001723   
0601NWC2d       20090101002570100000010000m0200044380001725   
0601NWC2d       20090101002580100000010000m0200044630001728   
0601NWC2d       20090101002590100000010000m0200044880001731   
0601NWC2d       20090101002600100000010000m0200045120001734   
0601NWC2d       20090101002610100000010000m0200045380001737   
0601NWC2d       20090101002620100000010000m0200045630001740   
0601NWC2d       20090101002630100000010000m0200045870001742   
0601NWC2d       20090101002640100000010000m0200046120001745   
0601NWC2d       20090101002650100000010000m0200046370001748   
0601NWC2d       20090101002660100000010000m0200046620001751   
0601NWC2d       20090101002670100000010000m0200046870001754   
0601NWC2d       20090101002680100000010000m0200047110001756   
0601NWC2d       20090101002690100000010000m0200047370001759   
0601NWC2d       20090101002700100000010000m0200047620001762   
0601NWC2d       20090101002710100000010000m0200047860001764   
0601NWC2d       20090101002720100000010000m0200048110001767   
0601NWC2d       20090101002730100000010000m0200048360001770   
0601NWC2d       20090101002740100000010000m0200048610001772   
0601NWC2d       20090101002750100000010000m0200048850001775   
0601NWC2d       20090101002760100000010000m0200049110001778   
0601NWC2d       20090101002770100000010000m0200049360001780   
0601NWC2d       20090101002780100000010000m0200049610001783   
0601NWC2d       20090101002790100000010000m0200049850001785   
0601NWC2d       20090101002800100000010000m0200050110001788   
0601NWC2d       20090101002810100000010000m0200050360001791   
0601NWC2d       20090101002820100000010000m0200050600001793   
0601NWC2d       20090101002830100000010000m0200050850001795   
0601NWC2d       20090101002840100000010000m0200051100001798   
0601NWC2d       20090101002850100000010000m0200051360001801   
0601NWC2d       20090101002860100000010000m0200051610001803   
0601NWC2d       20090101002870100000010000m0200051850001805   
0601NWC2d       20090101002880100000010000m0200052110001808   
0601NWC2d       20090101002890100000010000m0200052350001810   
0601NWC2d       20090101002900100000010000m0200052590001812   
0601NWC2d       20090101002910100000010000m0200052850001815   
0601NWC2d       20090101002920100000010000m0200053110001817   
0601NWC2d       20090101002930100000010000m0200053350001819   
0601NWC2d       20090101002940100000010000m0200053600001822   
0601NWC2d       20090101002950100000010000m0200053860001824   
0601NWC2d       20090101002960100000010000m0200054110001826   
0601NWC2d       20090101002970100000010000m0200054350001828   
0601NWC2d       20090101002980100000010000m0200054600001831   
0601NWC2d       20090101002990100000010000m0200054850001833   
0601NWC2d       20090101003000100000010000m0200055110001835   
0601NWC2d       20090101003010100000010000m0200055350001837   
0601NWC2d       20090101003020100000010000m0200055600001840   
0601NWC2d       20090101003030100000010000m0200055860001842   
0601NWC2d       20090101003040100000010000m0200056100001844   
0601NWC2d       20090101003050100000010000m0200056350001846   
0601NWC2d       20090101003060100000010000m0200056610001848   
0601NWC2d       20090101003070100000010000m0200056860001851   
0601NWC2d       20090101003080100000010000m0200057100001852   
0601NWC2d       20090101003090100000010000m0200057350001854   
0601NWC3d       20090101000000100000100000m0300000080000168   
0601NWC3d       20090101000100100000005000m0300000080000078   
0601NWC3d       20090101000105100000005000m0300000080000074   
0601NWC3d       20090101000110100000005000m0300000080000071   
0601NWC3d       20090101000115100000005000m0300000080000068   
0601NWC3d       20090101000120100000005000m0300000080000065   
0601NWC3d       20090101000125100000005000m0300000080000063   
0601NWC3d       20090101000130100000005000m0300000080000060   
0601NWC3d       20090101000135100000005000m0300000080000058   
0601NWC3d       20090101000140100000005000m0300000080000056   
0601NWC3d       20090101000145100000005000m0300000080000054   
0601NWC3d       20090101000150100000005000m0300000080000052   
0601NWC3d       20090101000155100000005000m0300000080000051   
0601NWC3d       20090101000160100000005000m0300000080000049   
0601NWC3d       20090101000165100000005000m0300000080000048   
0601NWC3d       20090101000170100000005000m0300000080000046   
0601NWC3d       20090101000175100000005000m0300000080000045   
0601NWC3d       20090101000180100000005000m0300000080000044   
0601NWC3d       20090101000185100000005000m0300000080000043   
0601NWC3d       20090101000190100000005000m0300000080000042   
0601NWC3d       20090101000195100000005000m0300000080000041   
0601NWC3d       20090101000200100000005000m0300000080000040   
0601NWC3d       20090101000205100000005000m0300000080000039   
0601NWC3d       20090101000210100000005000m0300000080000038   
0601NWC3d       20090101000215100000005000m0300000080000037   
0601NWC3d       20090101000220100000005000m0300000080000036   
0601NWC3d       20090101000225100000005000m0300000080000035   
0601NWC3d       20090101000230100000005000m0300000080000034   
0601NWC3d       20090101000235100000005000m0300000080000034   
0601NWC3d       20090101000240100000005000m0300000080000033   
0601NWC3d       20090101000245100000005000m0300000080000032   
0601NWC3d       20090101000250100000005000m0300000080000032   
0601NWC3d       20090101000255100000005000m0300000080000031   
0601NWC3d       20090101000260100000005000m0300000080000030   
0601NWC3d       20090101000265100000005000m0300000080000030   
0601NWC3d       20090101000270100000005000m0300000080000029   
0601NWC3d       20090101000275100000005000m0300000080000029   
0601NWC3d       20090101000280100000005000m0300000080000028   
0601NWC3d       20090101000285100000005000m0300000080000028   
0601NWC3d       20090101000290100000005000m0300000080000027   
0601NWC3d       20090101000295100000005000m0300000080000027   
0601NWC3d       20090101000300100000005000m0300000080000026   
0601NWC3d       20090101000305100000005000m0300000080000026   
0601NWC3d       20090101000310100000005000m0300000080000026   
0601NWC3d       20090101000315100000005000m0300000080000025   
0601NWC3d       20090101000320100000005000m0300000080000025   
0601NWC3d       20090101000325100000005000m0300000080000024   
0601NWC3d       20090101000330100000005000m0300000080000024   
0601NWC3d       20090101000335100000005000m0300000080000024   
0601NWC3d       20090101000340100000005000m0300000080000023   
0601NWC3d       20090101000345100000005000m0300000080000023   
0601NWC3d       20090101000350100000005000m0300000080000023   
0601NWC3d       20090101000355100000005000m0300000080000022   
0601NWC3d       20090101000360100000005000m0300000080000022   
0601NWC3d       20090101000365100000005000m0300000080000022   
