00LU               20081107                                                                                   
0601LUB0d       20090101000235100000005000 0000000050000021   
0601LUB0d       20090101000240100000005000 0000000060000025   
0601LUB0d       20090101000245100000005000 0000000070000028   
0601LUB0d       20090101000250100000005000 0000000080000032   
0601LUB0d       20090101000255100000005000 0000000080000031   
0601LUB0d       20090101000260100000005000 0000000090000034   
0601LUB0d       20090101000265100000005000 0000000110000041   
0601LUB0d       20090101000270100000005000 0000000130000048   
0601LUB0d       20090101000275100000005000 0000000160000058   
0601LUB0d       20090101000280100000005000 0000000200000071   
0601LUB0d       20090101000285100000005000 0000000240000083   
0601LUB0d       20090101000290100000005000 0000000270000092   
0601LUB0d       20090101000295100000005000 0000000310000104   
0601LUB0d       20090101000300100000005000 0000000360000119   
0601LUB0d       20090101000305100000005000 0000000400000130   
0601LUB0d       20090101000310100000005000 0000000450000144   
0601LUB0d       20090101000315100000005000 0000000500000157   
0601LUB0d       20090101000320100000005000 0000000550000171   
0601LUB0d       20090101000325100000005000 0000000600000183   
0601LUB0d       20090101000330100000005000 0000000650000195   
0601LUB0d       20090101000335100000005000 0000000700000207   
0601LUB0d       20090101000340100000005000 0000000760000222   
0601LUB0d       20090101000345100000005000 0000000830000239   
0601LUB0d       20090101000350100000005000 0000000890000252   
0601LUB0d       20090101000355100000005000 0000000940000263   
0601LUB0d       20090101000360100000005000 0000001010000279   
0601LUB0d       20090101000365100000005000 0000001090000297   
0601LUB0d       20090101000370100000005000 0000001160000311   
0601LUB0d       20090101000375100000005000 0000001230000326   
0601LUB0d       20090101000380100000005000 0000001300000340   
0601LUB0d       20090101000385100000005000 0000001360000351   
0601LUB0d       20090101000390100000005000 0000001430000364   
0601LUB0d       20090101000395100000005000 0000001500000377   
0601LUB0d       20090101000400100000005000 0000001570000390   
0601LUB0d       20090101000405100000005000 0000001630000400   
0601LUB0d       20090101000410100000005000 0000001700000412   
0601LUB0d       20090101000415100000005000 0000001770000424   
0601LUB0d       20090101000420100000005000 0000001820000431   
0601LUB0d       20090101000425100000005000 0000001890000442   
0601LUB0d       20090101000430100000005000 0000001960000453   
0601LUB0d       20090101000435100000005000 0000002030000464   
0601LUB0d       20090101000440100000005000 0000002100000475   
0601LUB0d       20090101000445100000005000 0000002160000483   
0601LUB0d       20090101000450100000005000 0000002230000493   
0601LUB0d       20090101000455100000005000 0000002300000503   
0601LUB0d       20090101000460100000005000 0000002370000512   
0601LUB0d       20090101000465100000005000 0000002430000520   
0601LUB0d       20090101000470100000005000 0000002500000529   
0601LUB0d       20090101000475100000005000 0000002570000538   
0601LUB0d       20090101000480100000005000 0000002640000547   
0601LUB0d       20090101000485100000005000 0000002690000552   
0601LUB0d       20090101000490100000005000 0000002760000560   
0601LUB0d       20090101000495100000005000 0000002830000569   
0601LUB0d       20090101000500100000005000 0000002900000577   
0601LUB0d       20090101000505100000005000 0000002960000583   
0601LUB0d       20090101000510100000005000 0000003030000591   
0601LUB0d       20090101000515100000005000 0000003100000599   
0601LUB0d       20090101000520100000005000 0000003170000607   
0601LUB0d       20090101000525100000005000 0000003230000612   
0601LUB0d       20090101000530100000005000 0000003300000620   
0601LUB0d       20090101000535100000005000 0000003360000625   
0601LUB0d       20090101000540100000005000 0000003420000630   
0601LUB0d       20090101000545100000005000 0000003490000637   
0601LUB0d       20090101000550100000005000 0000003560000644   
0601LUB0d       20090101000555100000005000 0000003620000649   
0601LUB0d       20090101000560100000005000 0000003690000656   
0601LUB0d       20090101000565100000005000 0000003760000663   
0601LUB0d       20090101000570100000005000 0000003830000669   
0601LUB0d       20090101000575100000005000 0000003890000674   
0601LUB0d       20090101000580100000005000 0000003960000680   
0601LUB0d       20090101000585100000005000 0000004040000688   
0601LUB0d       20090101000590100000005000 0000004110000694   
0601LUB0d       20090101000595100000005000 0000004170000698   
0601LUB0d       20090101000600100000005000 0000004240000704   
0601LUB0d       20090101000605100000005000 0000004310000709   
0601LUB0d       20090101000610100000005000 0000004380000715   
0601LUB0d       20090101000615100000005000 0000004440000719   
0601LUB0d       20090101000620100000005000 0000004510000724   
0601LUB0d       20090101000625100000005000 0000004590000731   
0601LUB0d       20090101000630100000005000 0000004650000735   
0601LUB0d       20090101000635100000005000 0000004730000742   
0601LUB0d       20090101000640100000005000 0000004810000749   
0601LUB0d       20090101000645100000005000 0000004880000754   
0601LUB0d       20090101000650100000005000 0000004950000759   
0601LUB0d       20090101000655100000005000 0000005020000763   
0601LUB0d       20090101000660100000005000 0000005100000770   
0601LUB0d       20090101000665100000005000 0000005170000775   
0601LUB0d       20090101000670100000005000 0000005240000779   
0601LUB0d       20090101000675100000005000 0000005310000784   
0601LUB0d       20090101000680100000005000 0000005390000790   
0601LUB0d       20090101000685100000005000 0000005470000796   
0601LUB0d       20090101000690100000005000 0000005530000799   
0601LUB0d       20090101000695100000005000 0000005600000803   
0601LUB0d       20090101000700100000005000 0000005680000809   
0601LUB0d       20090101000705100000005000 0000005760000814   
0601LUB0d       20090101000710100000005000 0000005820000817   
0601LUB0d       20090101000715100000005000 0000005900000822   
0601LUB0d       20090101000720100000005000 0000005970000826   
0601LUB0d       20090101000725100000005000 0000006050000832   
0601LUB0d       20090101000730100000005000 0000006110000834   
0601LUB0d       20090101000735100000005000 0000006190000839   
0601LUB0d       20090101000740100000005000 0000006260000843   
0601LUB0d       20090101000745100000005000 0000006340000848   
0601LUB0d       20090101000750100000005000 0000006400000850   
0601LUB0d       20090101000755100000005000 0000006480000855   
0601LUB0d       20090101000760100000005000 0000006560000860   
0601LUB0d       20090101000765100000005000 0000006640000865   
0601LUB0d       20090101000770100000005000 0000006700000867   
0601LUB0d       20090101000775100000005000 0000006790000873   
0601LUB0d       20090101000780100000005000 0000006880000879   
0601LUB0d       20090101000785100000005000 0000006970000885   
0601LUB0d       20090101000790100000005000 0000007060000891   
0601LUB0d       20090101000795100000005000 0000007160000898   
0601LUB0d       20090101000800100000005000 0000007250000903   
0601LUB0d       20090101000805100000005000 0000007350000910   
0601LUB0d       20090101000810100000005000 0000007440000916   
0601LUB0d       20090101000815100000005000 0000007540000922   
0601LUB0d       20090101000820100000005000 0000007630000928   
0601LUB0d       20090101000825100000005000 0000007730000934   
0601LUB0d       20090101000830100000005000 0000007820000939   
0601LUB0d       20090101000835100000005000 0000007910000944   
0601LUB0d       20090101000840100000005000 0000008010000951   
0601LUB0d       20090101000845100000005000 0000008100000956   
0601LUB0d       20090101000850100000005000 0000008200000962   
0601LUB0d       20090101000855100000005000 0000008290000967   
0601LUB0d       20090101000860100000005000 0000008390000973   
0601LUB0d       20090101000865100000005000 0000008480000978   
0601LUB0d       20090101000870100000005000 0000008590000985   
0601LUB0d       20090101000875100000005000 0000008690000990   
0601LUB0d       20090101000880100000005000 0000008780000995   
0601LUB0d       20090101000885100000005000 0000008880001001   
0601LUB0d       20090101000890100000005000 0000008970001005   
0601LUB0d       20090101000895100000005000 0000009070001011   
0601LUB0d       20090101000900100000005000 0000009160001015   
0601LUB0d       20090101000905100000005000 0000009260001020   
0601LUB0d       20090101000910100000005000 0000009350001025   
0601LUB0d       20090101000915100000005000 0000009440001029   
0601LUB0d       20090101000920100000005000 0000009540001034   
0601LUB0d       20090101000925100000005000 0000009640001039   
0601LUB0d       20090101000930100000005000 0000009730001043   
0601LUB0d       20090101000935100000005000 0000009830001049   
0601LUB0d       20090101000940100000005000 0000009930001054   
0601LUB0d       20090101000945100000005000 0000010030001059   
0601LUB0d       20090101000950100000005000 0000010130001064   
0601LUB0d       20090101000955100000005000 0000010230001068   
0601LUB0d       20090101000960100000005000 0000010330001073   
0601LUB0d       20090101000965100000005000 0000010420001077   
0601LUB0d       20090101000970100000005000 0000010520001082   
0601LUB0d       20090101000975100000005000 0000010620001086   
0601LUB0d       20090101000980100000005000 0000010720001091   
0601LUB0d       20090101000985100000005000 0000010820001096   
0601LUB0d       20090101000990100000005000 0000010940001102   
0601LUB0d       20090101000995100000005000 0000011040001107   
0601LUB0d       20090101001000100000005000 0000011130001110   
0601LUB0d       20090101001005100000005000 0000011230001115   
0601LUB0d       20090101001010100000005000 0000011330001119   
0601LUB0d       20090101001015100000005000 0000011430001123   
0601LUB0d       20090101001020100000005000 0000011530001128   
0601LUB0d       20090101001025100000005000 0000011630001132   
0601LUB0d       20090101001030100000005000 0000011730001136   
0601LUB0d       20090101001035100000005000 0000011820001139   
0601LUB0d       20090101001040100000005000 0000011920001143   
0601LUB0d       20090101001045100000005000 0000012020001147   
0601LUB0d       20090101001050100000005000 0000012130001152   
0601LUB0d       20090101001055100000005000 0000012230001157   
0601LUB0d       20090101001060100000005000 0000012350001162   
0601LUB0d       20090101001065100000005000 0000012450001166   
0601LUB0d       20090101001070100000005000 0000012560001171   
0601LUB0d       20090101001075100000005000 0000012680001177   
0601LUB0d       20090101001080100000005000 0000012780001181   
0601LUB0d       20090101001085100000005000 0000012910001187   
0601LUB0d       20090101001090100000005000 0000013010001191   
0601LUB0d       20090101001095100000005000 0000013110001195   
0601LUB0d       20090101001100100000005000 0000013230001200   
0601LUB0d       20090101001105100000005000 0000013340001205   
0601LUB0d       20090101001110100000005000 0000013440001208   
0601LUB0d       20090101001115100000005000 0000013560001213   
0601LUB0d       20090101001120100000005000 0000013670001218   
0601LUB0d       20090101001125100000005000 0000013790001223   
0601LUB0d       20090101001130100000005000 0000013890001226   
0601LUB0d       20090101001135100000005000 0000014000001231   
0601LUB0d       20090101001140100000005000 0000014120001236   
0601LUB0d       20090101001145100000005000 0000014220001239   
0601LUB0d       20090101001150100000005000 0000014330001243   
0601LUB0d       20090101001155100000005000 0000014460001249   
0601LUB0d       20090101001160100000005000 0000014560001252   
0601LUB0d       20090101001165100000005000 0000014670001257   
0601LUB0d       20090101001170100000005000 0000014800001262   
0601LUB0d       20090101001175100000005000 0000014910001266   
0601LUB0d       20090101001180100000005000 0000015040001272   
0601LUB0d       20090101001185100000005000 0000015140001275   
0601LUB0d       20090101001190100000005000 0000015250001279   
0601LUB0d       20090101001195100000005000 0000015380001284   
0601LUB0d       20090101001200100000005000 0000015480001287   
0601LUB0d       20090101001205100000005000 0000015590001291   
0601LUB0d       20090101001210100000005000 0000015720001296   
0601LUB0d       20090101001215100000005000 0000015840001301   
0601LUB0d       20090101001220100000005000 0000015950001305   
0601LUB0d       20090101001225100000005000 0000016090001311   
0601LUB0d       20090101001230100000005000 0000016200001314   
0601LUB0d       20090101001235100000005000 0000016350001321   
0601LUB0d       20090101001240100000005000 0000016460001325   
0601LUB0d       20090101001245100000005000 0000016580001329   
0601LUB0d       20090101001250100000005000 0000016720001335   
0601LUB0d       20090101001255100000005000 0000016840001339   
0601LUB0d       20090101001260100000005000 0000016960001343   
0601LUB0d       20090101001265100000005000 0000017100001349   
0601LUB0d       20090101001270100000005000 0000017220001353   
0601LUB0d       20090101001275100000005000 0000017360001359   
0601LUB0d       20090101001280100000005000 0000017480001363   
0601LUB0d       20090101001285100000005000 0000017600001367   
0601LUB0d       20090101001290100000005000 0000017740001373   
0601LUB0d       20090101001295100000005000 0000017860001376   
0601LUB0d       20090101001300100000005000 0000017980001380   
0601LUB0d       20090101001305100000005000 0000018130001387   
0601LUB0d       20090101001310100000005000 0000018250001390   
0601LUB0d       20090101001315100000005000 0000018380001395   
0601LUB0d       20090101001320100000005000 0000018520001400   
0601LUB0d       20090101001325100000005000 0000018640001404   
0601LUB0d       20090101001330100000005000 0000018790001410   
0601LUB0d       20090101001335100000005000 0000018910001414   
0601LUB0d       20090101001340100000005000 0000019040001418   
0601LUB0d       20090101001345100000005000 0000019190001424   
0601LUB0d       20090101001350100000005000 0000019310001428   
0601LUB0d       20090101001355100000005000 0000019440001432   
0601LUB0d       20090101001360100000005000 0000019590001438   
0601LUB0d       20090101001365100000005000 0000019720001442   
0601LUB0d       20090101001370100000005000 0000019870001448   
0601LUB0d       20090101001375100000005000 0000020000001452   
0601LUB0d       20090101001380100000005000 0000020130001456   
0601LUB0d       20090101001385100000005000 0000020280001462   
0601LUB0d       20090101001390100000005000 0000020410001466   
0601LUB0d       20090101001395100000005000 0000020550001470   
0601LUB0d       20090101001400100000005000 0000020710001477   
0601LUB0d       20090101001405100000005000 0000020840001481   
0601LUB0d       20090101001410100000005000 0000020980001485   
0601LUB0d       20090101001415100000005000 0000021150001492   
0601LUB0d       20090101001420100000005000 0000021290001497   
0601LUB0d       20090101001425100000005000 0000021450001503   
0601LUB0d       20090101001430100000005000 0000021590001507   
0601LUB0d       20090101001435100000005000 0000021730001512   
0601LUB0d       20090101001440100000005000 0000021900001518   
0601LUB0d       20090101001445100000005000 0000022040001523   
0601LUB0d       20090101001450100000005000 0000022180001527   
0601LUB0d       20090101001455100000005000 0000022340001533   
0601LUB0d       20090101001460100000005000 0000022480001537   
0601LUB0d       20090101001465100000005000 0000022620001541   
0601LUB0d       20090101001470100000005000 0000022790001548   
0601LUB0d       20090101001475100000005000 0000022930001552   
0601LUB0d       20090101001480100000005000 0000023090001558   
0601LUB0d       20090101001485100000005000 0000023230001562   
0601LUB0d       20090101001490100000005000 0000023370001566   
0601LUB0d       20090101001495100000005000 0000023540001572   
0601LUB0d       20090101001500100000005000 0000023680001576   
0601LUB0d       20090101001505100000005000 0000023820001580   
0601LUB0d       20090101001510100000005000 0000023980001585   
0601LUB0d       20090101001515100000005000 0000024120001589   
0601LUB0d       20090101001520100000005000 0000024290001595   
0601LUB0d       20090101001525100000005000 0000024430001599   
0601LUB0d       20090101001530100000005000 0000024570001603   
0601LUB0d       20090101001535100000005000 0000024730001608   
0601LUB0d       20090101001540100000005000 0000024870001612   
0601LUB0d       20090101001545100000005000 0000025010001616   
0601LUB0d       20090101001550100000005000 0000025180001622   
0601LUB0d       20090101001555100000005000 0000025320001626   
0601LUB0d       20090101001560100000005000 0000025460001629   
0601LUB0d       20090101001565100000005000 0000025620001634   
0601LUB0d       20090101001570100000005000 0000025760001638   
0601LUB0d       20090101001575100000005000 0000025930001644   
0601LUB0d       20090101001580100000005000 0000026070001647   
0601LUB0d       20090101001585100000005000 0000026210001651   
0601LUB0d       20090101001590100000005000 0000026370001656   
0601LUB0d       20090101001595100000005000 0000026510001659   
0601LUB0d       20090101001600100000005000 0000026650001663   
0601LUB0d       20090101001605100000005000 0000026820001668   
0601LUB0d       20090101001610100000005000 0000026960001672   
0601LUB0d       20090101001615100000005000 0000027100001675   
0601LUB0d       20090101001620100000005000 0000027260001680   
0601LUB0d       20090101001625100000005000 0000027400001684   
0601LUB0d       20090101001630100000005000 0000027570001689   
0601LUB0d       20090101001635100000005000 0000027710001692   
0601LUB0d       20090101001640100000005000 0000027850001696   
0601LUB0d       20090101001645100000005000 0000028010001700   
0601LUB0d       20090101001650100000005000 0000028150001703   
0601LUB0d       20090101001655100000005000 0000028290001707   
0601LUB0d       20090101001660100000005000 0000028460001712   
0601LUB0d       20090101001665100000005000 0000028600001715   
0601LUB0d       20090101001670100000005000 0000028760001720   
0601LUB0d       20090101001675100000005000 0000028900001723   
0601LUB0d       20090101001680100000005000 0000029040001726   
0601LUB0d       20090101001685100000005000 0000029210001731   
0601LUB0d       20090101001690100000005000 0000029350001734   
0601LUB0d       20090101001695100000005000 0000029490001737   
0601LUB0d       20090101001700100000005000 0000029650001742   
0601LUB0d       20090101001705100000005000 0000029790001745   
0601LUB0d       20090101001710100000005000 0000029930001748   
0601LUB0d       20090101001715100000005000 0000030100001753   
0601LUB0d       20090101001720100000005000 0000030240001756   
0601LUB0d       20090101001725100000005000 0000030400001760   
0601LUB0d       20090101001730100000005000 0000030540001763   
0601LUB0d       20090101001735100000005000 0000030680001766   
0601LUB0d       20090101001740100000005000 0000030850001770   
0601LUB0d       20090101001745100000005000 0000030990001773   
0601LUB0d       20090101001750100000005000 0000031130001776   
0601LUB0d       20090101001755100000005000 0000031290001780   
0601LUB0d       20090101001760100000005000 0000031430001783   
0601LUB0d       20090101001765100000005000 0000031570001786   
0601LUB0d       20090101001770100000005000 0000031740001791   
0601LUB0d       20090101001775100000005000 0000031880001794   
0601LUB0d       20090101001780100000005000 0000032040001797   
0601LUB0d       20090101001785100000005000 0000032180001800   
0601LUB0d       20090101001790100000005000 0000032320001803   
0601LUB0d       20090101001795100000005000 0000032490001808   
0601LUB0d       20090101001800100000005000 0000032630001810   
0601LUB0d       20090101001805100000005000 0000032770001813   
0601LUB0d       20090101001810100000005000 0000032930001817   
0601LUB0d       20090101001815100000005000 0000033070001820   
0601LUB0d       20090101001820100000005000 0000033240001824   
0601LUB0d       20090101001825100000005000 0000033380001827   
0601LUB0d       20090101001830100000005000 0000033520001829   
0601LUB0d       20090101001835100000005000 0000033680001833   
0601LUB0d       20090101001840100000005000 0000033820001836   
0601LUB0d       20090101001845100000005000 0000033960001838   
0601LUB0d       20090101001850100000005000 0000034130001842   
0601LUB0d       20090101001855100000005000 0000034270001845   
0601LUB0d       20090101001860100000005000 0000034410001848   
0601LUB0d       20090101001865100000005000 0000034570001851   
0601LUB0d       20090101001870100000005000 0000034710001854   
0601LUB0d       20090101001875100000005000 0000034880001858   
0601LUB0d       20090101001880100000005000 0000035020001860   
0601LUB0d       20090101001885100000005000 0000035160001863   
0601LUB0d       20090101001890100000005000 0000035320001866   
0601LUB0d       20090101001895100000005000 0000035460001869   
0601LUB0d       20090101001900100000005000 0000035600001871   
0601LUB0d       20090101001905100000005000 0000035770001875   
0601LUB0d       20090101001910100000005000 0000035910001878   
0601LUB0d       20090101001915100000005000 0000036080001882   
0601LUB0d       20090101001920100000005000 0000036210001883   
0601LUB0d       20090101001925100000005000 0000036350001886   
0601LUB0d       20090101001930100000005000 0000036520001890   
0601LUB0d       20090101001935100000005000 0000036660001892   
0601LUB0d       20090101001940100000005000 0000036800001894   
0601LUB0d       20090101001945100000005000 0000036970001898   
0601LUB0d       20090101001950100000005000 0000037100001900   
0601LUB0d       20090101001955100000005000 0000037240001902   
0601LUB0d       20090101001960100000005000 0000037410001906   
0601LUB0d       20090101001965100000005000 0000037550001909   
0601LUB0d       20090101001970100000005000 0000037720001912   
0601LUB0d       20090101001975100000005000 0000037850001914   
0601LUB0d       20090101001980100000005000 0000037990001916   
0601LUB0d       20090101001985100000005000 0000038160001920   
0601LUB0d       20090101001990100000005000 0000038300001922   
0601LUB0d       20090101001995100000005000 0000038440001924   
0601LUB0d       20090101002000100000005000 0000038610001928   
0601LUB0d       20090101002005100000005000 0000038740001930   
0601LUB0d       20090101002010100000005000 0000038880001932   
0601LUB0d       20090101002015100000005000 0000039050001936   
0601LUB0d       20090101002020100000005000 0000039190001938   
0601LUB0d       20090101002025100000005000 0000039360001941   
0601LUB0d       20090101002030100000005000 0000039500001943   
0601LUB0d       20090101002035100000005000 0000039630001945   
0601LUB0d       20090101002040100000005000 0000039810001949   
0601LUB0d       20090101002045100000005000 0000039950001951   
0601LUB0d       20090101002050100000005000 0000040100001954   
0601LUB0d       20090101002055100000005000 0000040270001957   
0601LUB0d       20090101002060100000005000 0000040420001960   
0601LUB0d       20090101002065100000005000 0000040600001964   
0601LUB0d       20090101002070100000005000 0000040740001966   
0601LUB0d       20090101002075100000005000 0000040890001968   
0601LUB0d       20090101002080100000005000 0000041060001972   
0601LUB0d       20090101002085100000005000 0000041210001974   
0601LUB0d       20090101002090100000005000 0000041350001976   
0601LUB0d       20090101002095100000005000 0000041530001980   
0601LUB0d       20090101002100100000005000 0000041680001982   
0601LUB0d       20090101002105100000005000 0000041820001984   
0601LUB0d       20090101002110100000005000 0000042000001988   
0601LUB0d       20090101002115100000005000 0000042140001990   
0601LUB0d       20090101002120100000005000 0000042320001994   
0601LUB0d       20090101002125100000005000 0000042470001996   
0601LUB0d       20090101002130100000005000 0000042610001998   
0601LUB0d       20090101002135100000005000 0000042790002002   
0601LUB0d       20090101002140100000005000 0000042930002004   
0601LUB0d       20090101002145100000005000 0000043080002006   
0601LUB0d       20090101002150100000005000 0000043250002009   
0601LUB0d       20090101002155100000005000 0000043400002012   
0601LUB0d       20090101002160100000005000 0000043550002014   
0601LUB0d       20090101002165100000005000 0000043720002017   
0601LUB0d       20090101002170100000005000 0000043870002019   
0601LUB0d       20090101002175100000005000 0000044040002023   
0601LUB0d       20090101002180100000005000 0000044190002025   
0601LUB0d       20090101002185100000005000 0000044330002027   
0601LUB0d       20090101002190100000005000 0000044510002030   
0601LUB0d       20090101002195100000005000 0000044660002032   
0601LUB0d       20090101002200100000005000 0000044800002034   
0601LUB0d       20090101002205100000005000 0000044980002038   
0601LUB0d       20090101002210100000005000 0000045120002039   
0601LUB0d       20090101002215100000005000 0000045300002043   
0601LUB0d       20090101002220100000005000 0000045440002045   
0601LUB0d       20090101002225100000005000 0000045590002047   
0601LUB0d       20090101002230100000005000 0000045770002050   
0601LUB0d       20090101002235100000005000 0000045910002052   
0601LUB0d       20090101002240100000005000 0000046060002054   
0601LUB0d       20090101002245100000005000 0000046230002057   
0601LUB0d       20090101002250100000005000 0000046380002059   
0601LUB0d       20090101002255100000005000 0000046530002061   
0601LUB0d       20090101002260100000005000 0000046700002064   
0601LUB0d       20090101002265100000005000 0000046850002066   
0601LUB0d       20090101002270100000005000 0000047020002069   
0601LUB0d       20090101002275100000005000 0000047170002071   
0601LUB0d       20090101002280100000005000 0000047310002073   
0601LUB0d       20090101002285100000005000 0000047490002076   
0601LUB0d       20090101002290100000005000 0000047640002078   
0601LUB0d       20090101002295100000005000 0000047780002080   
0601LUB0d       20090101002300100000005000 0000047960002083   
0601LUB0d       20090101002305100000005000 0000048100002085   
0601LUB0d       20090101002310100000005000 0000048250002086   
0601LUB0d       20090101002315100000005000 0000048420002089   
0601LUB0d       20090101002320100000005000 0000048570002091   
0601LUB0d       20090101002325100000005000 0000048750002095   
0601LUB0d       20090101002330100000005000 0000048890002096   
0601LUB0d       20090101002335100000005000 0000049040002098   
0601LUB0d       20090101002340100000005000 0000049210002101   
0601LUB0d       20090101002345100000005000 0000049360002103   
0601LUB0d       20090101002350100000005000 0000049510002105   
0601LUB0d       20090101002355100000005000 0000049680002107   
0601LUB0d       20090101002360100000005000 0000049830002109   
0601LUB0d       20090101002365100000005000 0000050000002112   
0601LUB0d       20090101002370100000005000 0000050150002114   
0601LUB0d       20090101002375100000005000 0000050290002115   
0601LUB0d       20090101002380100000005000 0000050470002118   
0601LUB0d       20090101002385100000005000 0000050620002120   
0601LUB0d       20090101002390100000005000 0000050760002122   
0601LUB0d       20090101002395100000005000 0000050940002125   
0601LUB0d       20090101002400100000005000 0000051080002126   
0601LUB0d       20090101002405100000005000 0000051230002128   
0601LUB0d       20090101002410100000005000 0000051400002131   
0601LUB0d       20090101002415100000005000 0000051550002132   
0601LUB0d       20090101002420100000005000 0000051730002135   
0601LUB0d       20090101002425100000005000 0000051870002137   
0601LUB0d       20090101002430100000005000 0000052020002139   
0601LUB0d       20090101002435100000005000 0000052190002141   
0601LUB0d       20090101002440100000005000 0000052340002143   
0601LUB0d       20090101002445100000005000 0000052490002145   
0601LUB0d       20090101002450100000005000 0000052660002147   
0601LUB0d       20090101002455100000005000 0000052810002149   
0601LUB0d       20090101002460100000005000 0000052980002151   
0601LUB0d       20090101002465100000005000 0000053130002153   
0601LUB0d       20090101002470100000005000 0000053270002154   
0601LUB0d       20090101002475100000005000 0000053450002157   
0601LUB0d       20090101002480100000005000 0000053600002159   
0601LUB0d       20090101002485100000005000 0000053740002160   
0601LUB0d       20090101002490100000005000 0000053920002163   
0601LUB0d       20090101002495100000005000 0000054060002165   
0601LUB0d       20090101002500100000005000 0000054210002166   
0601LUB0d       20090101002505100000005000 0000054380002169   
0601LUB0d       20090101002510100000005000 0000054530002170   
0601LUB0d       20090101002515100000005000 0000054710002173   
0601LUB0d       20090101002520100000005000 0000054850002174   
0601LUB0d       20090101002525100000005000 0000055000002176   
0601LUB0d       20090101002530100000005000 0000055170002178   
0601LUB0d       20090101002535100000005000 0000055320002180   
0601LUB0d       20090101002540100000005000 0000055470002182   
0601LUB0d       20090101002545100000005000 0000055640002184   
0601LUB0d       20090101002550100000005000 0000055790002186   
0601LUB0d       20090101002555100000005000 0000055930002187   
0601LUB0d       20090101002560100000005000 0000056110002190   
0601LUB0d       20090101002565100000005000 0000056250002191   
0601LUB0d       20090101002570100000005000 0000056430002194   
0601LUB0d       20090101002575100000005000 0000056580002195   
0601LUB0d       20090101002580100000005000 0000056720002196   
0601LUB0d       20090101002585100000005000 0000056900002199   
0601LUB0d       20090101002590100000005000 0000057040002200   
0601LUB0d       20090101002595100000005000 0000057190002202   
0601LUB0d       20090101002600100000005000 0000057360002204   
0601LUB0d       20090101002605100000005000 0000057510002206   
0601LUB0d       20090101002610100000005000 0000057690002208   
0601LUB0d       20090101002615100000005000 0000057830002209   
0601LUB0d       20090101002620100000005000 0000057980002211   
0601LUB0d       20090101002625100000005000 0000058150002213   
0601LUB0d       20090101002630100000005000 0000058300002215   
0601LUB0d       20090101002635100000005000 0000058450002216   
0601LUB0d       20090101002640100000005000 0000058620002218   
0601LUB0d       20090101002645100000005000 0000058770002220   
0601LUB0d       20090101002650100000005000 0000058910002221   
0601LUB0d       20090101002655100000005000 0000059090002224   
0601LUB0d       20090101002660100000005000 0000059230002225   
0601LUB0d       20090101002665100000005000 0000059410002227   
0601LUB0d       20090101002670100000005000 0000059560002229   
0601LUB0d       20090101002675100000005000 0000059700002230   
0601LUB0d       20090101002680100000005000 0000059880002232   
0601LUB0d       20090101002685100000005000 0000060020002233   
0601LUB0d       20090101002690100000005000 0000060170002235   
0601LUB0d       20090101002695100000005000 0000060340002237   
0601LUB0d       20090101002700100000005000 0000060490002238   
0601LUB0d       20090101002705100000005000 0000060640002240   
0601LUB0d       20090101002710100000005000 0000060810002242   
0601LUB0d       20090101002715100000005000 0000060960002243   
0601LUB0d       20090101002720100000005000 0000061130002245   
0601LUB0d       20090101002725100000005000 0000061280002247   
0601LUB0d       20090101002730100000005000 0000061430002248   
0601LUB0d       20090101002735100000005000 0000061600002250   
0601LUB0d       20090101002740100000005000 0000061750002252   
0601LUB0d       20090101002745100000005000 0000061890002253   
0601LUB0d       20090101002750100000005000 0000062070002255   
0601LUB0d       20090101002755100000005000 0000062210002256   
0601LUB0d       20090101002760100000005000 0000062390002258   
0601LUB0d       20090101002765100000005000 0000062540002260   
0601LUB0d       20090101002770100000005000 0000062680002261   
0601LUB0d       20090101002775100000005000 0000062860002263   
0601LUB0d       20090101002780100000005000 0000063000002264   
0601LUB0d       20090101002785100000005000 0000063150002265   
0601LUB0d       20090101002790100000005000 0000063320002268   
0601LUB0d       20090101002795100000005000 0000063470002269   
0601LUB0d       20090101002800100000005000 0000063620002270   
0601LUB0d       20090101002805100000005000 0000063790002272   
0601LUB0d       20090101002810100000005000 0000063940002273   
0601LUB0d       20090101002815100000005000 0000064110002275   
0601LUB0d       20090101002820100000005000 0000064260002277   
0601LUB0d       20090101002825100000005000 0000064410002278   
0601LUB0d       20090101002830100000005000 0000064580002280   
0601LUB0d       20090101002835100000005000 0000064730002281   
0601LUB0d       20090101002840100000005000 0000064870002282   
0601LUB0d       20090101002845100000005000 0000065050002284   
0601LUB0d       20090101002850100000005000 0000065190002285   
0601LUB0d       20090101002855100000005000 0000065370002288   
0601LUB0d       20090101002860100000005000 0000065520002289   
0601LUB0d       20090101002865100000005000 0000065660002290   
0601LUB0d       20090101002870100000005000 0000065840002292   
0601LUB0d       20090101002875100000005000 0000065980002293   
0601LUB0d       20090101002880100000005000 0000066130002294   
0601LUB0d       20090101002885100000005000 0000066300002296   
0601LUB0d       20090101002890100000005000 0000066450002297   
0601LUB0d       20090101002895100000005000 0000066600002299   
0601LUB0d       20090101002900100000005000 0000066770002300   
0601LUB0d       20090101002905100000005000 0000066920002302   
0601LUB0d       20090101002910100000005000 0000067090002304   
0601LUB0d       20090101002915100000005000 0000067240002305   
