00LU               20081107                                                                                   
0601LUB4+       20090101001015100000005000 0400006650000654   
0601LUB4+       20090101001020100000005000 0400006730000658   
0601LUB4+       20090101001025100000005000 0400006810000663   
0601LUB4+       20090101001030100000005000 0400006900000668   
0601LUB4+       20090101001035100000005000 0400006980000673   
0601LUB4+       20090101001040100000005000 0400007060000677   
0601LUB4+       20090101001045100000005000 0400007140000682   
0601LUB4+       20090101001050100000005000 0400007220000686   
0601LUB4+       20090101001055100000005000 0400007320000692   
0601LUB4+       20090101001060100000005000 0400007440000700   
0601LUB4+       20090101001065100000005000 0400007540000706   
0601LUB4+       20090101001070100000005000 0400007640000712   
0601LUB4+       20090101001075100000005000 0400007770000721   
0601LUB4+       20090101001080100000005000 0400007870000727   
0601LUB4+       20090101001085100000005000 0400007990000735   
0601LUB4+       20090101001090100000005000 0400008090000741   
0601LUB4+       20090101001095100000005000 0400008190000746   
0601LUB4+       20090101001100100000005000 0400008310000754   
0601LUB4+       20090101001105100000005000 0400008410000759   
0601LUB4+       20090101001110100000005000 0400008510000765   
0601LUB4+       20090101001115100000005000 0400008630000772   
0601LUB4+       20090101001120100000005000 0400008730000778   
0601LUB4+       20090101001125100000005000 0400008850000785   
0601LUB4+       20090101001130100000005000 0400008950000790   
0601LUB4+       20090101001135100000005000 0400009050000796   
0601LUB4+       20090101001140100000005000 0400009170000803   
0601LUB4+       20090101001145100000005000 0400009270000808   
0601LUB4+       20090101001150100000005000 0400009370000813   
0601LUB4+       20090101001155100000005000 0400009490000820   
0601LUB4+       20090101001160100000005000 0400009590000825   
0601LUB4+       20090101001165100000005000 0400009700000831   
0601LUB4+       20090101001170100000005000 0400009820000838   
0601LUB4+       20090101001175100000005000 0400009920000842   
0601LUB4+       20090101001180100000005000 0400010040000849   
0601LUB4+       20090101001185100000005000 0400010140000854   
0601LUB4+       20090101001190100000005000 0400010240000859   
0601LUB4+       20090101001195100000005000 0400010370000866   
0601LUB4+       20090101001200100000005000 0400010470000871   
0601LUB4+       20090101001205100000005000 0400010580000876   
0601LUB4+       20090101001210100000005000 0400010700000882   
0601LUB4+       20090101001215100000005000 0400010810000888   
0601LUB4+       20090101001220100000005000 0400010910000892   
0601LUB4+       20090101001225100000005000 0400011040000899   
0601LUB4+       20090101001230100000005000 0400011140000904   
0601LUB4+       20090101001235100000005000 0400011270000911   
0601LUB4+       20090101001240100000005000 0400011370000915   
0601LUB4+       20090101001245100000005000 0400011480000920   
0601LUB4+       20090101001250100000005000 0400011610000927   
0601LUB4+       20090101001255100000005000 0400011710000931   
0601LUB4+       20090101001260100000005000 0400011810000935   
0601LUB4+       20090101001265100000005000 0400011940000942   
0601LUB4+       20090101001270100000005000 0400012040000946   
0601LUB4+       20090101001275100000005000 0400012170000953   
0601LUB4+       20090101001280100000005000 0400012280000958   
0601LUB4+       20090101001285100000005000 0400012380000962   
0601LUB4+       20090101001290100000005000 0400012510000968   
0601LUB4+       20090101001295100000005000 0400012610000972   
0601LUB4+       20090101001300100000005000 0400012720000977   
0601LUB4+       20090101001305100000005000 0400012850000983   
0601LUB4+       20090101001310100000005000 0400012960000987   
0601LUB4+       20090101001315100000005000 0400013070000992   
0601LUB4+       20090101001320100000005000 0400013200000998   
0601LUB4+       20090101001325100000005000 0400013300001002   
0601LUB4+       20090101001330100000005000 0400013440001009   
0601LUB4+       20090101001335100000005000 0400013540001012   
0601LUB4+       20090101001340100000005000 0400013650001017   
0601LUB4+       20090101001345100000005000 0400013780001023   
0601LUB4+       20090101001350100000005000 0400013890001027   
0601LUB4+       20090101001355100000005000 0400014000001031   
0601LUB4+       20090101001360100000005000 0400014130001037   
0601LUB4+       20090101001365100000005000 0400014240001041   
0601LUB4+       20090101001370100000005000 0400014370001047   
0601LUB4+       20090101001375100000005000 0400014480001051   
0601LUB4+       20090101001380100000005000 0400014590001055   
0601LUB4+       20090101001385100000005000 0400014720001061   
0601LUB4+       20090101001390100000005000 0400014830001065   
0601LUB4+       20090101001395100000005000 0400014940001069   
0601LUB4+       20090101001400100000005000 0400015070001075   
0601LUB4+       20090101001405100000005000 0400015180001079   
0601LUB4+       20090101001410100000005000 0400015300001083   
0601LUB4+       20090101001415100000005000 0400015430001089   
0601LUB4+       20090101001420100000005000 0400015550001093   
0601LUB4+       20090101001425100000005000 0400015680001098   
0601LUB4+       20090101001430100000005000 0400015790001102   
0601LUB4+       20090101001435100000005000 0400015910001107   
0601LUB4+       20090101001440100000005000 0400016040001112   
0601LUB4+       20090101001445100000005000 0400016160001116   
0601LUB4+       20090101001450100000005000 0400016270001120   
0601LUB4+       20090101001455100000005000 0400016400001125   
0601LUB4+       20090101001460100000005000 0400016520001130   
0601LUB4+       20090101001465100000005000 0400016630001133   
0601LUB4+       20090101001470100000005000 0400016770001139   
0601LUB4+       20090101001475100000005000 0400016890001143   
0601LUB4+       20090101001480100000005000 0400017030001149   
0601LUB4+       20090101001485100000005000 0400017160001154   
0601LUB4+       20090101001490100000005000 0400017280001158   
0601LUB4+       20090101001495100000005000 0400017430001164   
0601LUB4+       20090101001500100000005000 0400017560001169   
0601LUB4+       20090101001505100000005000 0400017680001173   
0601LUB4+       20090101001510100000005000 0400017830001179   
0601LUB4+       20090101001515100000005000 0400017960001184   
0601LUB4+       20090101001520100000005000 0400018110001189   
0601LUB4+       20090101001525100000005000 0400018230001193   
0601LUB4+       20090101001530100000005000 0400018360001198   
0601LUB4+       20090101001535100000005000 0400018510001204   
0601LUB4+       20090101001540100000005000 0400018630001208   
0601LUB4+       20090101001545100000005000 0400018760001212   
0601LUB4+       20090101001550100000005000 0400018910001218   
0601LUB4+       20090101001555100000005000 0400019040001222   
0601LUB4+       20090101001560100000005000 0400019170001227   
0601LUB4+       20090101001565100000005000 0400019320001233   
0601LUB4+       20090101001570100000005000 0400019450001237   
0601LUB4+       20090101001575100000005000 0400019610001243   
0601LUB4+       20090101001580100000005000 0400019740001247   
0601LUB4+       20090101001585100000005000 0400019870001252   
0601LUB4+       20090101001590100000005000 0400020020001257   
0601LUB4+       20090101001595100000005000 0400020150001261   
0601LUB4+       20090101001600100000005000 0400020280001266   
0601LUB4+       20090101001605100000005000 0400020440001272   
0601LUB4+       20090101001610100000005000 0400020580001276   
0601LUB4+       20090101001615100000005000 0400020710001280   
0601LUB4+       20090101001620100000005000 0400020870001286   
0601LUB4+       20090101001625100000005000 0400021000001290   
0601LUB4+       20090101001630100000005000 0400021160001296   
0601LUB4+       20090101001635100000005000 0400021300001301   
0601LUB4+       20090101001640100000005000 0400021440001305   
0601LUB4+       20090101001645100000005000 0400021600001311   
0601LUB4+       20090101001650100000005000 0400021740001316   
0601LUB4+       20090101001655100000005000 0400021890001321   
0601LUB4+       20090101001660100000005000 0400022050001326   
0601LUB4+       20090101001665100000005000 0400022200001331   
0601LUB4+       20090101001670100000005000 0400022370001338   
0601LUB4+       20090101001675100000005000 0400022520001342   
0601LUB4+       20090101001680100000005000 0400022670001347   
0601LUB4+       20090101001685100000005000 0400022840001353   
0601LUB4+       20090101001690100000005000 0400022990001358   
0601LUB4+       20090101001695100000005000 0400023130001363   
0601LUB4+       20090101001700100000005000 0400023310001369   
0601LUB4+       20090101001705100000005000 0400023450001373   
0601LUB4+       20090101001710100000005000 0400023600001378   
0601LUB4+       20090101001715100000005000 0400023770001384   
0601LUB4+       20090101001720100000005000 0400023920001389   
0601LUB4+       20090101001725100000005000 0400024090001395   
0601LUB4+       20090101001730100000005000 0400024240001399   
0601LUB4+       20090101001735100000005000 0400024380001403   
0601LUB4+       20090101001740100000005000 0400024560001409   
0601LUB4+       20090101001745100000005000 0400024700001413   
0601LUB4+       20090101001750100000005000 0400024850001418   
0601LUB4+       20090101001755100000005000 0400025020001424   
0601LUB4+       20090101001760100000005000 0400025170001428   
0601LUB4+       20090101001765100000005000 0400025320001433   
0601LUB4+       20090101001770100000005000 0400025490001438   
0601LUB4+       20090101001775100000005000 0400025640001442   
0601LUB4+       20090101001780100000005000 0400025810001448   
0601LUB4+       20090101001785100000005000 0400025960001452   
0601LUB4+       20090101001790100000005000 0400026100001456   
0601LUB4+       20090101001795100000005000 0400026280001462   
0601LUB4+       20090101001800100000005000 0400026420001466   
0601LUB4+       20090101001805100000005000 0400026570001470   
0601LUB4+       20090101001810100000005000 0400026740001475   
0601LUB4+       20090101001815100000005000 0400026890001480   
0601LUB4+       20090101001820100000005000 0400027060001485   
0601LUB4+       20090101001825100000005000 0400027210001489   
0601LUB4+       20090101001830100000005000 0400027350001492   
0601LUB4+       20090101001835100000005000 0400027530001498   
0601LUB4+       20090101001840100000005000 0400027680001502   
0601LUB4+       20090101001845100000005000 0400027820001506   
0601LUB4+       20090101001850100000005000 0400028000001511   
0601LUB4+       20090101001855100000005000 0400028140001515   
0601LUB4+       20090101001860100000005000 0400028290001519   
0601LUB4+       20090101001865100000005000 0400028460001524   
0601LUB4+       20090101001870100000005000 0400028610001528   
0601LUB4+       20090101001875100000005000 0400028780001533   
0601LUB4+       20090101001880100000005000 0400028930001537   
0601LUB4+       20090101001885100000005000 0400029070001540   
0601LUB4+       20090101001890100000005000 0400029250001546   
0601LUB4+       20090101001895100000005000 0400029390001549   
0601LUB4+       20090101001900100000005000 0400029540001553   
0601LUB4+       20090101001905100000005000 0400029710001558   
0601LUB4+       20090101001910100000005000 0400029860001561   
0601LUB4+       20090101001915100000005000 0400030030001566   
0601LUB4+       20090101001920100000005000 0400030180001570   
0601LUB4+       20090101001925100000005000 0400030330001574   
0601LUB4+       20090101001930100000005000 0400030500001578   
0601LUB4+       20090101001935100000005000 0400030650001582   
0601LUB4+       20090101001940100000005000 0400030790001585   
0601LUB4+       20090101001945100000005000 0400030970001590   
0601LUB4+       20090101001950100000005000 0400031110001593   
0601LUB4+       20090101001955100000005000 0400031260001597   
0601LUB4+       20090101001960100000005000 0400031430001602   
0601LUB4+       20090101001965100000005000 0400031580001605   
0601LUB4+       20090101001970100000005000 0400031750001610   
0601LUB4+       20090101001975100000005000 0400031900001613   
0601LUB4+       20090101001980100000005000 0400032040001616   
0601LUB4+       20090101001985100000005000 0400032220001621   
0601LUB4+       20090101001990100000005000 0400032370001625   
0601LUB4+       20090101001995100000005000 0400032510001628   
0601LUB4+       20090101002000100000005000 0400032690001632   
0601LUB4+       20090101002005100000005000 0400032830001635   
0601LUB4+       20090101002010100000005000 0400032980001639   
0601LUB4+       20090101002015100000005000 0400033150001643   
0601LUB4+       20090101002020100000005000 0400033300001646   
0601LUB4+       20090101002025100000005000 0400033470001651   
0601LUB4+       20090101002030100000005000 0400033620001654   
0601LUB4+       20090101002035100000005000 0400033760001657   
0601LUB4+       20090101002040100000005000 0400033940001662   
0601LUB4+       20090101002045100000005000 0400034080001664   
0601LUB4+       20090101002050100000005000 0400034230001668   
0601LUB4+       20090101002055100000005000 0400034400001672   
0601LUB4+       20090101002060100000005000 0400034550001675   
0601LUB4+       20090101002065100000005000 0400034720001679   
0601LUB4+       20090101002070100000005000 0400034870001683   
0601LUB4+       20090101002075100000005000 0400035020001686   
0601LUB4+       20090101002080100000005000 0400035190001690   
0601LUB4+       20090101002085100000005000 0400035340001693   
0601LUB4+       20090101002090100000005000 0400035480001696   
0601LUB4+       20090101002095100000005000 0400035660001700   
0601LUB4+       20090101002100100000005000 0400035800001703   
0601LUB4+       20090101002105100000005000 0400035950001706   
0601LUB4+       20090101002110100000005000 0400036120001710   
0601LUB4+       20090101002115100000005000 0400036270001713   
0601LUB4+       20090101002120100000005000 0400036440001717   
0601LUB4+       20090101002125100000005000 0400036590001720   
0601LUB4+       20090101002130100000005000 0400036730001722   
0601LUB4+       20090101002135100000005000 0400036910001727   
0601LUB4+       20090101002140100000005000 0400037060001730   
0601LUB4+       20090101002145100000005000 0400037200001732   
0601LUB4+       20090101002150100000005000 0400037380001737   
0601LUB4+       20090101002155100000005000 0400037520001739   
0601LUB4+       20090101002160100000005000 0400037670001742   
0601LUB4+       20090101002165100000005000 0400037840001746   
0601LUB4+       20090101002170100000005000 0400037990001749   
0601LUB4+       20090101002175100000005000 0400038160001752   
0601LUB4+       20090101002180100000005000 0400038310001755   
0601LUB4+       20090101002185100000005000 0400038450001758   
0601LUB4+       20090101002190100000005000 0400038630001762   
0601LUB4+       20090101002195100000005000 0400038770001764   
0601LUB4+       20090101002200100000005000 0400038920001767   
0601LUB4+       20090101002205100000005000 0400039090001771   
0601LUB4+       20090101002210100000005000 0400039240001774   
0601LUB4+       20090101002215100000005000 0400039410001777   
0601LUB4+       20090101002220100000005000 0400039560001780   
0601LUB4+       20090101002225100000005000 0400039710001783   
0601LUB4+       20090101002230100000005000 0400039880001786   
0601LUB4+       20090101002235100000005000 0400040030001789   
0601LUB4+       20090101002240100000005000 0400040170001791   
0601LUB4+       20090101002245100000005000 0400040350001795   
0601LUB4+       20090101002250100000005000 0400040490001798   
0601LUB4+       20090101002255100000005000 0400040640001800   
0601LUB4+       20090101002260100000005000 0400040810001804   
0601LUB4+       20090101002265100000005000 0400040960001806   
0601LUB4+       20090101002270100000005000 0400041130001810   
0601LUB4+       20090101002275100000005000 0400041280001813   
0601LUB4+       20090101002280100000005000 0400041420001815   
0601LUB4+       20090101002285100000005000 0400041600001819   
0601LUB4+       20090101002290100000005000 0400041750001821   
0601LUB4+       20090101002295100000005000 0400041890001823   
0601LUB4+       20090101002300100000005000 0400042070001827   
0601LUB4+       20090101002305100000005000 0400042220001830   
0601LUB4+       20090101002310100000005000 0400042380001833   
0601LUB4+       20090101002315100000005000 0400042560001836   
0601LUB4+       20090101002320100000005000 0400042710001839   
0601LUB4+       20090101002325100000005000 0400042900001843   
0601LUB4+       20090101002330100000005000 0400043050001846   
0601LUB4+       20090101002335100000005000 0400043200001848   
0601LUB4+       20090101002340100000005000 0400043390001852   
0601LUB4+       20090101002345100000005000 0400043540001855   
0601LUB4+       20090101002350100000005000 0400043700001858   
0601LUB4+       20090101002355100000005000 0400043880001861   
0601LUB4+       20090101002360100000005000 0400044030001864   
0601LUB4+       20090101002365100000005000 0400044220001868   
0601LUB4+       20090101002370100000005000 0400044370001870   
0601LUB4+       20090101002375100000005000 0400044520001873   
0601LUB4+       20090101002380100000005000 0400044710001877   
0601LUB4+       20090101002385100000005000 0400044860001879   
0601LUB4+       20090101002390100000005000 0400045010001881   
0601LUB4+       20090101002395100000005000 0400045200001885   
0601LUB4+       20090101002400100000005000 0400045350001888   
0601LUB4+       20090101002405100000005000 0400045500001890   
0601LUB4+       20090101002410100000005000 0400045690001894   
0601LUB4+       20090101002415100000005000 0400045840001896   
0601LUB4+       20090101002420100000005000 0400046020001900   
0601LUB4+       20090101002425100000005000 0400046180001902   
0601LUB4+       20090101002430100000005000 0400046330001905   
0601LUB4+       20090101002435100000005000 0400046520001909   
0601LUB4+       20090101002440100000005000 0400046670001911   
0601LUB4+       20090101002445100000005000 0400046820001913   
0601LUB4+       20090101002450100000005000 0400047010001917   
0601LUB4+       20090101002455100000005000 0400047160001919   
0601LUB4+       20090101002460100000005000 0400047340001922   
0601LUB4+       20090101002465100000005000 0400047500001925   
0601LUB4+       20090101002470100000005000 0400047650001927   
0601LUB4+       20090101002475100000005000 0400047830001931   
0601LUB4+       20090101002480100000005000 0400047990001933   
0601LUB4+       20090101002485100000005000 0400048140001935   
0601LUB4+       20090101002490100000005000 0400048320001939   
0601LUB4+       20090101002495100000005000 0400048480001941   
0601LUB4+       20090101002500100000005000 0400048630001943   
0601LUB4+       20090101002505100000005000 0400048810001947   
0601LUB4+       20090101002510100000005000 0400048970001949   
0601LUB4+       20090101002515100000005000 0400049150001952   
0601LUB4+       20090101002520100000005000 0400049300001954   
0601LUB4+       20090101002525100000005000 0400049460001957   
0601LUB4+       20090101002530100000005000 0400049640001960   
0601LUB4+       20090101002535100000005000 0400049800001963   
0601LUB4+       20090101002540100000005000 0400049950001965   
0601LUB4+       20090101002545100000005000 0400050130001968   
0601LUB4+       20090101002550100000005000 0400050290001970   
0601LUB4+       20090101002555100000005000 0400050440001972   
0601LUB4+       20090101002560100000005000 0400050620001975   
0601LUB4+       20090101002565100000005000 0400050780001978   
0601LUB4+       20090101002570100000005000 0400050960001981   
0601LUB4+       20090101002575100000005000 0400051110001983   
0601LUB4+       20090101002580100000005000 0400051270001985   
0601LUB4+       20090101002585100000005000 0400051450001988   
0601LUB4+       20090101002590100000005000 0400051600001990   
0601LUB4+       20090101002595100000005000 0400051760001993   
0601LUB4+       20090101002600100000005000 0400051940001996   
0601LUB4+       20090101002605100000005000 0400052090001998   
0601LUB4+       20090101002610100000005000 0400052280002001   
0601LUB4+       20090101002615100000005000 0400052430002003   
0601LUB4+       20090101002620100000005000 0400052590002005   
0601LUB4+       20090101002625100000005000 0400052770002008   
0601LUB4+       20090101002630100000005000 0400052920002010   
0601LUB4+       20090101002635100000005000 0400053080002013   
0601LUB4+       20090101002640100000005000 0400053260002016   
0601LUB4+       20090101002645100000005000 0400053410002017   
0601LUB4+       20090101002650100000005000 0400053570002020   
0601LUB4+       20090101002655100000005000 0400053750002023   
0601LUB4+       20090101002660100000005000 0400053900002024   
0601LUB4+       20090101002665100000005000 0400054090002028   
0601LUB4+       20090101002670100000005000 0400054240002030   
0601LUB4+       20090101002675100000005000 0400054390002031   
0601LUB4+       20090101002680100000005000 0400054580002035   
0601LUB4+       20090101002685100000005000 0400054730002036   
0601LUB4+       20090101002690100000005000 0400054880002038   
0601LUB4+       20090101002695100000005000 0400055070002042   
0601LUB4+       20090101002700100000005000 0400055220002043   
0601LUB4+       20090101002705100000005000 0400055370002045   
0601LUB4+       20090101002710100000005000 0400055560002048   
0601LUB4+       20090101002715100000005000 0400055710002050   
0601LUB4+       20090101002720100000005000 0400055900002053   
0601LUB4+       20090101002725100000005000 0400056050002055   
0601LUB4+       20090101002730100000005000 0400056200002057   
0601LUB4+       20090101002735100000005000 0400056390002060   
0601LUB4+       20090101002740100000005000 0400056540002062   
0601LUB4+       20090101002745100000005000 0400056690002063   
0601LUB4+       20090101002750100000005000 0400056880002066   
0601LUB4+       20090101002755100000005000 0400057030002068   
0601LUB4+       20090101002760100000005000 0400057210002071   
0601LUB4+       20090101002765100000005000 0400057370002073   
0601LUB4+       20090101002770100000005000 0400057520002075   
0601LUB4+       20090101002775100000005000 0400057700002077   
0601LUB4+       20090101002780100000005000 0400057860002079   
0601LUB4+       20090101002785100000005000 0400058010002081   
0601LUB4+       20090101002790100000005000 0400058190002084   
0601LUB4+       20090101002795100000005000 0400058350002086   
0601LUB4+       20090101002800100000005000 0400058500002087   
0601LUB4+       20090101002805100000005000 0400058690002090   
0601LUB4+       20090101002810100000005000 0400058840002092   
0601LUB4+       20090101002815100000005000 0400059020002095   
0601LUB4+       20090101002820100000005000 0400059180002097   
0601LUB4+       20090101002825100000005000 0400059330002098   
0601LUB4+       20090101002830100000005000 0400059510002101   
0601LUB4+       20090101002835100000005000 0400059670002103   
0601LUB4+       20090101002840100000005000 0400059820002104   
0601LUB4+       20090101002845100000005000 0400060000002107   
0601LUB4+       20090101002850100000005000 0400060160002109   
0601LUB4+       20090101002855100000005000 0400060340002112   
0601LUB4+       20090101002860100000005000 0400060490002113   
0601LUB4+       20090101002865100000005000 0400060650002115   
0601LUB4+       20090101002870100000005000 0400060830002118   
0601LUB4+       20090101002875100000005000 0400060980002119   
0601LUB4+       20090101002880100000005000 0400061140002121   
0601LUB4+       20090101002885100000005000 0400061320002124   
0601LUB4+       20090101002890100000005000 0400061480002125   
0601LUB4+       20090101002895100000005000 0400061630002127   
0601LUB4+       20090101002900100000005000 0400061810002130   
0601LUB4+       20090101002905100000005000 0400061970002131   
0601LUB4+       20090101002910100000005000 0400062150002134   
0601LUB4+       20090101002915100000005000 0400062300002135   
0601LUB4+       20090101002920100000005000 0400062460002137   
0601LUB4+       20090101002925100000005000 0400062640002140   
0601LUB4+       20090101002930100000005000 0400062790002141   
0601LUB4+       20090101002935100000005000 0400062950002143   
0601LUB4+       20090101002940100000005000 0400063130002145   
0601LUB4+       20090101002945100000005000 0400063280002147   
0601LUB4+       20090101002950100000005000 0400063440002149   
0601LUB4+       20090101002955100000005000 0400063620002151   
0601LUB4+       20090101002960100000005000 0400063770002153   
0601LUB4+       20090101002965100000005000 0400063960002155   
0601LUB4+       20090101002970100000005000 0400064110002157   
0601LUB4+       20090101002975100000005000 0400064260002158   
0601LUB4+       20090101002980100000005000 0400064450002161   
0601LUB4+       20090101002985100000005000 0400064600002162   
0601LUB4+       20090101002990100000005000 0400064760002164   
0601LUB4+       20090101002995100000005000 0400064940002166   
0601LUB4+       20090101003000100000005000 0400065090002168   
0601LUB4+       20090101003005100000005000 0400065280002171   
0601LUB4+       20090101003010100000005000 0400065430002172   
0601LUB4+       20090101003015100000005000 0400065580002173   
0601LUB4+       20090101003020100000005000 0400065770002176   
0601LUB4+       20090101003025100000005000 0400065920002177   
0601LUB4+       20090101003030100000005000 0400066070002179   
0601LUB4+       20090101003035100000005000 0400066260002181   
0601LUB4+       20090101003040100000005000 0400066410002183   
0601LUB4+       20090101003045100000005000 0400066560002184   
0601LUB4+       20090101003050100000005000 0400066750002187   
0601LUB4+       20090101003055100000005000 0400066900002188   
0601LUB4+       20090101003060100000005000 0400067080002190   
0601LUB4+       20090101003065100000005000 0400067240002192   
0601LUB4+       20090101003070100000005000 0400067390002193   
0601LUB4+       20090101003075100000005000 0400067580002196   
0601LUB4+       20090101003080100000005000 0400067730002197   
0601LUB4+       20090101003085100000005000 0400067880002199   
0601LUB4+       20090101003090100000005000 0400068070002201   
0601LUB4+       20090101003095100000005000 0400068220002202   
0601LUB4+       20090101003100100000005000 0400068370002204   
0601LUB4+       20090101003105100000005000 0400068560002206   
0601LUB4+       20090101003110100000005000 0400068710002208   
0601LUB4+       20090101003115100000005000 0400068890002210   
0601LUB4+       20090101003120100000005000 0400069050002211   
0601LUB4+       20090101003125100000005000 0400069200002213   
0601LUB4+       20090101003130100000005000 0400069380002215   
0601LUB4+       20090101003135100000005000 0400069540002216   
0601LUB4+       20090101003140100000005000 0400069690002218   
0601LUB4+       20090101003145100000005000 0400069870002220   
0601LUB4+       20090101003150100000005000 0400070030002221   
0601LUB4+       20090101003155100000005000 0400070210002224   
0601LUB4+       20090101003160100000005000 0400070370002225   
0601LUB4+       20090101003165100000005000 0400070520002226   
0601LUB4+       20090101003170100000005000 0400070700002229   
0601LUB4+       20090101003175100000005000 0400070860002230   
0601LUB4+       20090101003180100000005000 0400071010002231   
0601LUB4+       20090101003185100000005000 0400071190002233   
0601LUB4+       20090101003190100000005000 0400071350002235   
0601LUB4+       20090101003195100000005000 0400071500002236   
0601LUB4+       20090101003200100000005000 0400071680002238   
0601LUB4+       20090101003205100000005000 0400071840002240   
0601LUB4+       20090101003210100000005000 0400072020002242   
0601LUB4+       20090101003215100000005000 0400072170002243   
0601LUB4+       20090101003220100000005000 0400072330002245   
0601LUB4+       20090101003225100000005000 0400072510002247   
0601LUB4+       20090101003230100000005000 0400072660002248   
0601LUB4+       20090101003235100000005000 0400072820002249   
0601LUB4+       20090101003240100000005000 0400073000002251   
0601LUB4+       20090101003245100000005000 0400073150002253   
0601LUB4+       20090101003250100000005000 0400073310002254   
0601LUB4+       20090101003255100000005000 0400073490002256   
0601LUB4+       20090101003260100000005000 0400073650002257   
0601LUB4+       20090101003265100000005000 0400073830002260   
0601LUB4+       20090101003270100000005000 0400073980002261   
0601LUB4+       20090101003275100000005000 0400074140002262   
0601LUB4+       20090101003280100000005000 0400074320002264   
0601LUB4+       20090101003285100000005000 0400074470002265   
0601LUB4+       20090101003290100000005000 0400074630002267   
0601LUB4+       20090101003295100000005000 0400074810002269   
0601LUB4+       20090101003300100000005000 0400074960002270   
0601LUB4+       20090101003305100000005000 0400075150002272   
0601LUB4+       20090101003310100000005000 0400075300002273   
0601LUB4+       20090101003315100000005000 0400075450002274   
0601LUB4+       20090101003320100000005000 0400075640002277   
0601LUB4+       20090101003325100000005000 0400075790002278   
0601LUB4+       20090101003330100000005000 0400075940002279   
0601LUB4+       20090101003335100000005000 0400076130002281   
0601LUB4+       20090101003340100000005000 0400076280002282   
0601LUB4+       20090101003345100000005000 0400076430002283   
0601LUB4+       20090101003350100000005000 0400076620002285   
0601LUB4+       20090101003355100000005000 0400076770002287   
0601LUB4+       20090101003360100000005000 0400076960002289   
0601LUB4+       20090101003365100000005000 0400077110002290   
0601LUB4+       20090101003370100000005000 0400077260002291   
0601LUB4+       20090101003375100000005000 0400077450002293   
0601LUB4+       20090101003380100000005000 0400077600002294   
0601LUB4+       20090101003385100000005000 0400077750002295   
0601LUB4+       20090101003390100000005000 0400077940002297   
0601LUB4+       20090101003395100000005000 0400078090002298   
0601LUB4+       20090101003400100000005000 0400078270002300   
0601LUB4+       20090101003405100000005000 0400078430002302   
0601LUB4+       20090101003410100000005000 0400078580002303   
0601LUB4+       20090101003415100000005000 0400078760002305   
0601LUB4+       20090101003420100000005000 0400078920002306   
0601LUB4+       20090101003425100000005000 0400079070002307   
0601LUB4+       20090101003430100000005000 0400079250002309   
0601LUB4+       20090101003435100000005000 0400079410002310   
0601LUB4+       20090101003440100000005000 0400079560002311   
0601LUB4+       20090101003445100000005000 0400079750002313   
0601LUB4+       20090101003450100000005000 0400079900002314   
0601LUB4+       20090101003455100000005000 0400080080002316   
0601LUB4+       20090101003460100000005000 0400080240002317   
0601LUB4+       20090101003465100000005000 0400080390002318   
0601LUB4+       20090101003470100000005000 0400080570002320   
0601LUB4+       20090101003475100000005000 0400080730002321   
0601LUB4+       20090101003480100000005000 0400080880002322   
0601LUB4+       20090101003485100000005000 0400081060002324   
0601LUB4+       20090101003490100000005000 0400081220002326   
0601LUB4+       20090101003495100000005000 0400081370002327   
0601LUB4+       20090101003500100000005000 0400081550002328   
0601LUB4+       20090101003505100000005000 0400081710002330   
0601LUB4+       20090101003510100000005000 0400081890002331   
0601LUB4+       20090101003515100000005000 0400082040002332   
0601LUB4+       20090101003520100000005000 0400082200002334   
0601LUB4+       20090101003525100000005000 0400082380002335   
0601LUB4+       20090101003530100000005000 0400082540002337   
0601LUB4+       20090101003535100000005000 0400082690002338   
0601LUB4+       20090101003540100000005000 0400082870002339   
0601LUB4+       20090101003545100000005000 0400083030002341   
0601LUB4+       20090101003550100000005000 0400083210002342   
0601LUB4+       20090101003555100000005000 0400083360002343   
0601LUB4+       20090101003560100000005000 0400083520002344   
0601LUB4+       20090101003565100000005000 0400083700002346   
0601LUB4+       20090101003570100000005000 0400083850002347   
0601LUB4+       20090101003575100000005000 0400084010002348   
0601LUB4+       20090101003580100000005000 0400084190002350   
0601LUB4+       20090101003585100000005000 0400084340002351   
0601LUB4+       20090101003590100000005000 0400084500002352   
0601LUB4+       20090101003595100000005000 0400084680002354   
0601LUB4+       20090101003600100000005000 0400084830002355   
0601LUB4+       20090101003605100000005000 0400085020002357   
0601LUB4+       20090101003610100000005000 0400085170002358   
0601LUB4+       20090101003615100000005000 0400085320002359   
0601LUB4+       20090101003620100000005000 0400085510002361   
0601LUB4+       20090101003625100000005000 0400085660002361   
0601LUB4+       20090101003630100000005000 0400085820002363   
0601LUB4+       20090101003635100000005000 0400086000002364   
0601LUB4+       20090101003640100000005000 0400086150002365   
0601LUB4+       20090101003645100000005000 0400086310002366   
0601LUB4+       20090101003650100000005000 0400086490002368   
0601LUB4+       20090101003655100000005000 0400086640002369   
0601LUB4+       20090101003660100000005000 0400086830002371   
0601LUB4+       20090101003665100000005000 0400086980002372   
0601LUB4+       20090101003670100000005000 0400087130002372   
0601LUB4+       20090101003675100000005000 0400087320002374   
0601LUB4+       20090101003680100000005000 0400087470002375   
0601LUB4+       20090101003685100000005000 0400087620002376   
0601LUB4+       20090101003690100000005000 0400087810002378   
0601LUB4+       20090101003695100000005000 0400087960002379   
