00GL               20090106                                                                                   
0601GLA0+       20090101000970100000005000 0000016402501686   
0601GLA0+       20090101000975100000005000 0000016527001691   
0601GLA0+       20090101000980100000005000 0000016651501695   
0601GLA0+       20090101000985100000005000 0000016776001699   
0601GLA0+       20090101000990100000005000 0000016925501706   
0601GLA0+       20090101000995100000005000 0000017050001709   
0601GLA0+       20090101001000100000005000 0000017174501713   
0601GLA0+       20090101001005100000005000 0000017299001717   
0601GLA0+       20090101001010100000005000 0000017431001721   
0601GLA0+       20090101001015100000005000 0000017565001727   
0601GLA0+       20090101001020100000005000 0000017698501731   
0601GLA0+       20090101001025100000005000 0000017832001735   
0601GLA0+       20090101001030100000005000 0000017968001740   
0601GLA0+       20090101001035100000005000 0000018104001745   
0601GLA0+       20090101001040100000005000 0000018240501750   
0601GLA0+       20090101001045100000005000 0000018377001755   
0601GLA0+       20090101001050100000005000 0000018513001759   
0601GLA0+       20090101001055100000005000 0000018649501764   
0601GLA0+       20090101001060100000005000 0000018786001768   
0601GLA0+       20090101001065100000005000 0000018949501775   
0601GLA0+       20090101001070100000005000 0000019086001780   
0601GLA0+       20090101001075100000005000 0000019222001784   
0601GLA0+       20090101001080100000005000 0000019358501788   
0601GLA0+       20090101001085100000005000 0000019495001793   
0601GLA0+       20090101001090100000005000 0000019658501800   
0601GLA0+       20090101001095100000005000 0000019795001804   
0601GLA0+       20090101001100100000005000 0000019931001808   
0601GLA0+       20090101001105100000005000 0000020067501812   
0601GLA0+       20090101001110100000005000 0000020204001816   
0601GLA0+       20090101001115100000005000 0000020367501823   
0601GLA0+       20090101001120100000005000 0000020503501826   
0601GLA0+       20090101001125100000005000 0000020667501833   
0601GLA0+       20090101001130100000005000 0000020803501837   
0601GLA0+       20090101001135100000005000 0000020940001841   
0601GLA0+       20090101001140100000005000 0000021103501847   
0601GLA0+       20090101001145100000005000 0000021240001851   
0601GLA0+       20090101001150100000005000 0000021376001855   
0601GLA0+       20090101001155100000005000 0000021540001861   
0601GLA0+       20090101001160100000005000 0000021676001865   
0601GLA0+       20090101001165100000005000 0000021812501868   
0601GLA0+       20090101001170100000005000 0000021976001875   
0601GLA0+       20090101001175100000005000 0000022112501878   
0601GLA0+       20090101001180100000005000 0000022276001884   
0601GLA0+       20090101001185100000005000 0000022412501887   
0601GLA0+       20090101001190100000005000 0000022548501891   
0601GLA0+       20090101001195100000005000 0000022712001896   
0601GLA0+       20090101001200100000005000 0000022848501900   
0601GLA0+       20090101001205100000005000 0000022985001904   
0601GLA0+       20090101001210100000005000 0000023148501909   
0601GLA0+       20090101001215100000005000 0000023285001913   
0601GLA0+       20090101001220100000005000 0000023421001916   
0601GLA0+       20090101001225100000005000 0000023585001922   
0601GLA0+       20090101001230100000005000 0000023721001925   
0601GLA0+       20090101001235100000005000 0000023884501930   
0601GLA0+       20090101001240100000005000 0000024021001933   
0601GLA0+       20090101001245100000005000 0000024157501937   
0601GLA0+       20090101001250100000005000 0000024321001942   
0601GLA0+       20090101001255100000005000 0000024457001945   
0601GLA0+       20090101001260100000005000 0000024593501948   
0601GLA0+       20090101001265100000005000 0000024757001953   
0601GLA0+       20090101001270100000005000 0000024893501956   
0601GLA0+       20090101001275100000005000 0000025057001962   
0601GLA0+       20090101001280100000005000 0000025193501964   
0601GLA0+       20090101001285100000005000 0000025330001967   
0601GLA0+       20090101001290100000005000 0000025504501973   
0601GLA0+       20090101001295100000005000 0000025650001977   
0601GLA0+       20090101001300100000005000 0000025795501981   
0601GLA0+       20090101001305100000005000 0000025970001986   
0601GLA0+       20090101001310100000005000 0000026115501990   
0601GLA0+       20090101001315100000005000 0000026261001993   
0601GLA0+       20090101001320100000005000 0000026435501999   
0601GLA0+       20090101001325100000005000 0000026581002002   
0601GLA0+       20090101001330100000005000 0000026755502008   
0601GLA0+       20090101001335100000005000 0000026901002011   
0601GLA0+       20090101001340100000005000 0000027046502015   
0601GLA0+       20090101001345100000005000 0000027221002020   
0601GLA0+       20090101001350100000005000 0000027366502024   
0601GLA0+       20090101001355100000005000 0000027512002027   
0601GLA0+       20090101001360100000005000 0000027687002032   
0601GLA0+       20090101001365100000005000 0000027832502035   
0601GLA0+       20090101001370100000005000 0000028007002041   
0601GLA0+       20090101001375100000005000 0000028152502044   
0601GLA0+       20090101001380100000005000 0000028298002047   
0601GLA0+       20090101001385100000005000 0000028472502052   
0601GLA0+       20090101001390100000005000 0000028618002055   
0601GLA0+       20090101001395100000005000 0000028763502058   
0601GLA0+       20090101001400100000005000 0000028938002063   
0601GLA0+       20090101001405100000005000 0000029083502066   
0601GLA0+       20090101001410100000005000 0000029229002069   
0601GLA0+       20090101001415100000005000 0000029403502074   
0601GLA0+       20090101001420100000005000 0000029549002077   
0601GLA0+       20090101001425100000005000 0000029724002082   
0601GLA0+       20090101001430100000005000 0000029869502085   
0601GLA0+       20090101001435100000005000 0000030015002088   
0601GLA0+       20090101001440100000005000 0000030189502093   
0601GLA0+       20090101001445100000005000 0000030335002096   
0601GLA0+       20090101001450100000005000 0000030480502098   
0601GLA0+       20090101001455100000005000 0000030655002104   
0601GLA0+       20090101001460100000005000 0000030800502106   
0601GLA0+       20090101001465100000005000 0000030946002109   
0601GLA0+       20090101001470100000005000 0000031120502113   
0601GLA0+       20090101001475100000005000 0000031266002116   
0601GLA0+       20090101001480100000005000 0000031440502121   
0601GLA0+       20090101001485100000005000 0000031586002124   
0601GLA0+       20090101001490100000005000 0000031731502126   
0601GLA0+       20090101001495100000005000 0000031906002131   
0601GLA0+       20090101001500100000500000 0000040271002301   
0601GLA0+       20090101002000100000500000 0000057413002552   
0601GLA0+       20090101002500100000500000 0000074948002725   
0601GLA1+       20090101000000100000040000 0100000104000500   
0601GLA1+       20090101000040100000005000 0100000104000235   
0601GLA1+       20090101000045100000005000 0100000104000211   
0601GLA1+       20090101000050100000005000 0100000104000190   
0601GLA1+       20090101000055100000005000 0100000104000174   
0601GLA1+       20090101000060100000005000 0100000104000160   
0601GLA1+       20090101000065100000005000 0100000104000148   
0601GLA1+       20090101000070100000005000 0100000104000138   
0601GLA1+       20090101000075100000005000 0100000104000129   
0601GLA1+       20090101000080100000005000 0100000104000121   
0601GLA1+       20090101000085100000005000 0100000104000114   
0601GLA1+       20090101000090100000005000 0100000104000108   
0601GLA1+       20090101000095100000005000 0100000104000103   
0601GLA1+       20090101000100100000005000 0100000104000098   
0601GLA1+       20090101000105100000005000 0100000104000093   
0601GLA1+       20090101000110100000005000 0100000104000089   
0601GLA1+       20090101000115100000005000 0100000104000085   
0601GLA1+       20090101000120100000005000 0100000104000082   
0601GLA1+       20090101000125100000005000 0100000104000078   
0601GLA1+       20090101000130100000005000 0100000104000075   
0601GLA1+       20090101000135100000005000 0100000104000073   
0601GLA1+       20090101000140100000005000 0100000104000070   
0601GLA1+       20090101000145100000005000 0100000104000068   
0601GLA1+       20090101000150100000005000 0100000104000066   
0601GLA1+       20090101000155100000005000 0100000104000063   
0601GLA1+       20090101000160100000005000 0100000104000062   
0601GLA1+       20090101000165100000005000 0100000104000060   
0601GLA1+       20090101000170100000005000 0100000104000058   
0601GLA1+       20090101000175100000005000 0100000104000056   
0601GLA1+       20090101000180100000005000 0100000104000055   
0601GLA1+       20090101000185100000005000 0100000110500059   
0601GLA1+       20090101000190100000005000 0100000142000073   
0601GLA1+       20090101000195100000005000 0100000173500086   
0601GLA1+       20090101000200100000005000 0100000205000104   
0601GLA1+       20090101000205100000005000 0100000236500116   
0601GLA1+       20090101000210100000005000 0100000290500136   
0601GLA1+       20090101000215100000005000 0100000325000152   
0601GLA1+       20090101000220100000005000 0100000359500162   
0601GLA1+       20090101000225100000005000 0100000394500171   
0601GLA1+       20090101000230100000005000 0100000433500185   
0601GLA1+       20090101000235100000005000 0100000489000206   
0601GLA1+       20090101000240100000005000 0100000544500223   
0601GLA1+       20090101000245100000005000 0100000600000242   
0601GLA1+       20090101000250100000005000 0100000656000261   
0601GLA1+       20090101000255100000005000 0100000711500276   
0601GLA1+       20090101000260100000005000 0100000767000293   
0601GLA1+       20090101000265100000005000 0100000823000307   
0601GLA1+       20090101000270100000005000 0100000878500323   
0601GLA1+       20090101000275100000005000 0100000934000335   
0601GLA1+       20090101000280100000005000 0100000990000350   
0601GLA1+       20090101000285100000005000 0100001045500365   
0601GLA1+       20090101000290100000005000 0100001112500379   
0601GLA1+       20090101000295100000005000 0100001168000393   
0601GLA1+       20090101000300100000005000 0100001223500403   
0601GLA1+       20090101000305100000005000 0100001287000420   
0601GLA1+       20090101000310100000005000 0100001361500435   
0601GLA1+       20090101000315100000005000 0100001436000454   
0601GLA1+       20090101000320100000005000 0100001510500468   
0601GLA1+       20090101000325100000005000 0100001585000485   
0601GLA1+       20090101000330100000005000 0100001659500499   
0601GLA1+       20090101000335100000005000 0100001734000513   
0601GLA1+       20090101000340100000005000 0100001809000528   
0601GLA1+       20090101000345100000005000 0100001884000541   
0601GLA1+       20090101000350100000005000 0100001959000556   
0601GLA1+       20090101000355100000005000 0100002035000571   
0601GLA1+       20090101000360100000005000 0100002112000582   
0601GLA1+       20090101000365100000005000 0100002189000596   
0601GLA1+       20090101000370100000005000 0100002266000609   
0601GLA1+       20090101000375100000005000 0100002343500620   
0601GLA1+       20090101000380100000005000 0100002420500633   
0601GLA1+       20090101000385100000005000 0100002497500645   
0601GLA1+       20090101000390100000005000 0100002574500655   
0601GLA1+       20090101000395100000005000 0100002651500667   
0601GLA1+       20090101000400100000005000 0100002729000678   
0601GLA1+       20090101000405100000005000 0100002821500692   
0601GLA1+       20090101000410100000005000 0100002898500703   
0601GLA1+       20090101000415100000005000 0100002975500714   
0601GLA1+       20090101000420100000005000 0100003052500722   
0601GLA1+       20090101000425100000005000 0100003130000732   
0601GLA1+       20090101000430100000005000 0100003211000742   
0601GLA1+       20090101000435100000005000 0100003295500754   
0601GLA1+       20090101000440100000005000 0100003380000764   
0601GLA1+       20090101000445100000005000 0100003464500773   
0601GLA1+       20090101000450100000005000 0100003549000785   
0601GLA1+       20090101000455100000005000 0100003633500793   
0601GLA1+       20090101000460100000005000 0100003718000804   
0601GLA1+       20090101000465100000005000 0100003802500813   
0601GLA1+       20090101000470100000005000 0100003886500823   
0601GLA1+       20090101000475100000005000 0100003971000831   
0601GLA1+       20090101000480100000005000 0100004072500844   
0601GLA1+       20090101000485100000005000 0100004157000853   
0601GLA1+       20090101000490100000005000 0100004241500861   
0601GLA1+       20090101000495100000005000 0100004326000870   
0601GLA1+       20090101000500100000005000 0100004410000878   
0601GLA1+       20090101000505100000005000 0100004511500889   
0601GLA1+       20090101000510100000005000 0100004596000898   
0601GLA1+       20090101000515100000005000 0100004680500904   
0601GLA1+       20090101000520100000005000 0100004765000913   
0601GLA1+       20090101000525100000005000 0100004866000923   
0601GLA1+       20090101000530100000005000 0100004950500930   
0601GLA1+       20090101000535100000005000 0100005035000938   
0601GLA1+       20090101000540100000005000 0100005119500944   
0601GLA1+       20090101000545100000005000 0100005204000950   
0601GLA1+       20090101000550100000005000 0100005305000961   
0601GLA1+       20090101000555100000005000 0100005390000967   
0601GLA1+       20090101000560100000005000 0100005476000974   
0601GLA1+       20090101000565100000005000 0100005562000980   
0601GLA1+       20090101000570100000005000 0100005647500987   
0601GLA1+       20090101000575100000005000 0100005733500992   
0601GLA1+       20090101000580100000005000 0100005819500999   
0601GLA1+       20090101000585100000005000 0100005905001006   
0601GLA1+       20090101000590100000005000 0100005991001011   
0601GLA1+       20090101000595100000005000 0100006076501018   
0601GLA1+       20090101000600100000005000 0100006172001024   
0601GLA1+       20090101000605100000005000 0100006281501034   
0601GLA1+       20090101000610100000005000 0100006391001043   
0601GLA1+       20090101000615100000005000 0100006500501053   
0601GLA1+       20090101000620100000005000 0100006609501062   
0601GLA1+       20090101000625100000005000 0100006719001071   
0601GLA1+       20090101000630100000005000 0100006828501080   
0601GLA1+       20090101000635100000005000 0100006938001089   
0601GLA1+       20090101000640100000005000 0100007069001100   
0601GLA1+       20090101000645100000005000 0100007178501109   
0601GLA1+       20090101000650100000005000 0100007288001117   
0601GLA1+       20090101000655100000005000 0100007397501125   
0601GLA1+       20090101000660100000005000 0100007507001134   
0601GLA1+       20090101000665100000005000 0100007616001142   
0601GLA1+       20090101000670100000005000 0100007725501149   
0601GLA1+       20090101000675100000005000 0100007835001157   
0601GLA1+       20090101000680100000005000 0100007944501163   
0601GLA1+       20090101000685100000005000 0100008054001171   
0601GLA1+       20090101000690100000005000 0100008163501178   
0601GLA1+       20090101000695100000005000 0100008273001186   
0601GLA1+       20090101000700100000005000 0100008382001193   
0601GLA1+       20090101000705100000005000 0100008491501200   
0601GLA1+       20090101000710100000005000 0100008601001207   
0601GLA1+       20090101000715100000005000 0100008710501214   
0601GLA1+       20090101000720100000005000 0100008832001222   
0601GLA1+       20090101000725100000005000 0100008954001230   
0601GLA1+       20090101000730100000005000 0100009076001240   
0601GLA1+       20090101000735100000005000 0100009197501247   
0601GLA1+       20090101000740100000005000 0100009319501255   
0601GLA1+       20090101000745100000005000 0100009441001263   
0601GLA1+       20090101000750100000005000 0100009563001270   
0601GLA1+       20090101000755100000005000 0100009709001282   
0601GLA1+       20090101000760100000005000 0100009831001289   
0601GLA1+       20090101000765100000005000 0100009952501296   
0601GLA1+       20090101000770100000005000 0100010076001305   
0601GLA1+       20090101000775100000005000 0100010200501312   
0601GLA1+       20090101000780100000005000 0100010325001320   
0601GLA1+       20090101000785100000005000 0100010450001327   
0601GLA1+       20090101000790100000005000 0100010574501334   
0601GLA1+       20090101000795100000005000 0100010699001342   
0601GLA1+       20090101000800100000005000 0100010823501348   
0601GLA1+       20090101000805100000005000 0100010948001356   
0601GLA1+       20090101000810100000005000 0100011072501362   
0601GLA1+       20090101000815100000005000 0100011197001370   
0601GLA1+       20090101000820100000005000 0100011321501376   
0601GLA1+       20090101000825100000005000 0100011446001384   
0601GLA1+       20090101000830100000005000 0100011570501390   
0601GLA1+       20090101000835100000005000 0100011695001397   
0601GLA1+       20090101000840100000005000 0100011819501403   
0601GLA1+       20090101000845100000005000 0100011944501409   
0601GLA1+       20090101000850100000005000 0100012069001416   
0601GLA1+       20090101000855100000005000 0100012193501422   
0601GLA1+       20090101000860100000005000 0100012318001428   
0601GLA1+       20090101000865100000005000 0100012442501434   
0601GLA1+       20090101000870100000005000 0100012592001443   
0601GLA1+       20090101000875100000005000 0100012716501450   
0601GLA1+       20090101000880100000005000 0100012841001455   
0601GLA1+       20090101000885100000005000 0100012965501461   
0601GLA1+       20090101000890100000005000 0100013090001467   
0601GLA1+       20090101000895100000005000 0100013214501472   
0601GLA1+       20090101000900100000005000 0100013339001478   
0601GLA1+       20090101000905100000005000 0100013463501483   
0601GLA1+       20090101000910100000005000 0100013588001489   
0601GLA1+       20090101000915100000005000 0100013712501494   
0601GLA1+       20090101000920100000005000 0100013837501500   
0601GLA1+       20090101000925100000005000 0100013962001505   
0601GLA1+       20090101000930100000005000 0100014086501511   
0601GLA1+       20090101000935100000005000 0100014211001516   
0601GLA1+       20090101000940100000005000 0100014335501521   
0601GLA1+       20090101000945100000005000 0100014460001526   
0601GLA1+       20090101000950100000005000 0100014584501531   
0601GLA1+       20090101000955100000005000 0100014709001536   
0601GLA1+       20090101000960100000005000 0100014833501541   
0601GLA1+       20090101000965100000005000 0100014958001546   
0601GLA1+       20090101000970100000005000 0100015082501551   
0601GLA1+       20090101000975100000005000 0100015207001556   
0601GLA1+       20090101000980100000005000 0100015332001560   
0601GLA1+       20090101000985100000005000 0100015456501566   
0601GLA1+       20090101000990100000005000 0100015605501573   
0601GLA1+       20090101000995100000005000 0100015730501577   
0601GLA1+       20090101001000100000005000 0100015855001582   
0601GLA1+       20090101001005100000005000 0100015979501586   
0601GLA1+       20090101001010100000005000 0100016111001591   
0601GLA1+       20090101001015100000005000 0100016245001597   
0601GLA1+       20090101001020100000005000 0100016378501602   
0601GLA1+       20090101001025100000005000 0100016512501607   
0601GLA1+       20090101001030100000005000 0100016646001613   
0601GLA1+       20090101001035100000005000 0100016780001617   
0601GLA1+       20090101001040100000005000 0100016913501622   
0601GLA1+       20090101001045100000005000 0100017047001628   
0601GLA1+       20090101001050100000005000 0100017181001632   
0601GLA1+       20090101001055100000005000 0100017314501637   
0601GLA1+       20090101001060100000005000 0100017448501642   
0601GLA1+       20090101001065100000005000 0100017609001650   
0601GLA1+       20090101001070100000005000 0100017742501654   
0601GLA1+       20090101001075100000005000 0100017876001659   
0601GLA1+       20090101001080100000005000 0100018010001664   
0601GLA1+       20090101001085100000005000 0100018143501668   
0601GLA1+       20090101001090100000005000 0100018304001675   
0601GLA1+       20090101001095100000005000 0100018439501680   
0601GLA1+       20090101001100100000005000 0100018575501685   
0601GLA1+       20090101001105100000005000 0100018712001689   
0601GLA1+       20090101001110100000005000 0100018848501694   
0601GLA1+       20090101001115100000005000 0100019012001701   
0601GLA1+       20090101001120100000005000 0100019148001706   
0601GLA1+       20090101001125100000005000 0100019312001713   
0601GLA1+       20090101001130100000005000 0100019448001717   
0601GLA1+       20090101001135100000005000 0100019584501721   
0601GLA1+       20090101001140100000005000 0100019748001729   
0601GLA1+       20090101001145100000005000 0100019884501732   
0601GLA1+       20090101001150100000005000 0100020020501737   
0601GLA1+       20090101001155100000005000 0100020184501743   
0601GLA1+       20090101001160100000005000 0100020320501748   
0601GLA1+       20090101001165100000005000 0100020457001752   
0601GLA1+       20090101001170100000005000 0100020620501759   
0601GLA1+       20090101001175100000005000 0100020757001763   
0601GLA1+       20090101001180100000005000 0100020920501769   
0601GLA1+       20090101001185100000005000 0100021057001773   
0601GLA1+       20090101001190100000005000 0100021193001777   
0601GLA1+       20090101001195100000005000 0100021357001784   
0601GLA1+       20090101001200100000005000 0100021493001787   
0601GLA1+       20090101001205100000005000 0100021629501791   
0601GLA1+       20090101001210100000005000 0100021793001797   
0601GLA1+       20090101001215100000005000 0100021929501801   
0601GLA1+       20090101001220100000005000 0100022065501805   
0601GLA1+       20090101001225100000005000 0100022229501811   
0601GLA1+       20090101001230100000005000 0100022365501815   
0601GLA1+       20090101001235100000005000 0100022529001821   
0601GLA1+       20090101001240100000005000 0100022665501825   
0601GLA1+       20090101001245100000005000 0100022802001828   
0601GLA1+       20090101001250100000005000 0100022965501834   
0601GLA1+       20090101001255100000005000 0100023102001837   
0601GLA1+       20090101001260100000005000 0100023238001841   
0601GLA1+       20090101001265100000005000 0100023402001846   
0601GLA1+       20090101001270100000005000 0100023538001850   
0601GLA1+       20090101001275100000005000 0100023701501855   
0601GLA1+       20090101001280100000005000 0100023838001859   
0601GLA1+       20090101001285100000005000 0100023974501862   
0601GLA1+       20090101001290100000005000 0100024149001868   
0601GLA1+       20090101001295100000005000 0100024294501872   
0601GLA1+       20090101001300100000005000 0100024440001876   
0601GLA1+       20090101001305100000005000 0100024614501882   
0601GLA1+       20090101001310100000005000 0100024760001886   
0601GLA1+       20090101001315100000005000 0100024905501891   
0601GLA1+       20090101001320100000005000 0100025080001896   
0601GLA1+       20090101001325100000005000 0100025225501901   
0601GLA1+       20090101001330100000005000 0100025400001906   
0601GLA1+       20090101001335100000005000 0100025545501910   
0601GLA1+       20090101001340100000005000 0100025691001914   
0601GLA1+       20090101001345100000005000 0100025866001920   
0601GLA1+       20090101001350100000005000 0100026011501923   
0601GLA1+       20090101001355100000005000 0100026157001927   
0601GLA1+       20090101001360100000005000 0100026331501932   
0601GLA1+       20090101001365100000005000 0100026477001936   
0601GLA1+       20090101001370100000005000 0100026651501942   
0601GLA1+       20090101001375100000005000 0100026797001946   
0601GLA1+       20090101001380100000005000 0100026942501949   
0601GLA1+       20090101001385100000005000 0100027117001955   
0601GLA1+       20090101001390100000005000 0100027262501958   
0601GLA1+       20090101001395100000005000 0100027408001961   
0601GLA1+       20090101001400100000005000 0100027582501966   
0601GLA1+       20090101001405100000005000 0100027728001970   
0601GLA1+       20090101001410100000005000 0100027873501973   
0601GLA1+       20090101001415100000005000 0100028048501979   
0601GLA1+       20090101001420100000005000 0100028194001982   
0601GLA1+       20090101001425100000005000 0100028368501987   
0601GLA1+       20090101001430100000005000 0100028514001990   
0601GLA1+       20090101001435100000005000 0100028659501994   
0601GLA1+       20090101001440100000005000 0100028834001999   
0601GLA1+       20090101001445100000005000 0100028979502002   
0601GLA1+       20090101001450100000005000 0100029125002006   
0601GLA1+       20090101001455100000005000 0100029299502010   
0601GLA1+       20090101001460100000005000 0100029445002014   
0601GLA1+       20090101001465100000005000 0100029590502016   
0601GLA1+       20090101001470100000005000 0100029765002022   
0601GLA1+       20090101001475100000005000 0100029910502024   
0601GLA1+       20090101001480100000005000 0100030085002030   
0601GLA1+       20090101001485100000005000 0100030230502032   
0601GLA1+       20090101001490100000005000 0100030376002036   
0601GLA1+       20090101001495100000005000 0100030551002040   
0601GLA1+       20090101001500100000500000 0100038844002219   
0601GLA1+       20090101002000100000500000 0100055986502488   
0601GLA1+       20090101002500100000500000 0100073450002671   
0601GLA2+       20090101000000100000040000 0200000104000500   
0601GLA2+       20090101000040100000005000 0200000104000235   
0601GLA2+       20090101000045100000005000 0200000104000211   
0601GLA2+       20090101000050100000005000 0200000104000190   
0601GLA2+       20090101000055100000005000 0200000104000174   
0601GLA2+       20090101000060100000005000 0200000104000160   
0601GLA2+       20090101000065100000005000 0200000104000148   
0601GLA2+       20090101000070100000005000 0200000104000138   
0601GLA2+       20090101000075100000005000 0200000104000129   
0601GLA2+       20090101000080100000005000 0200000104000121   
0601GLA2+       20090101000085100000005000 0200000104000114   
0601GLA2+       20090101000090100000005000 0200000104000108   
0601GLA2+       20090101000095100000005000 0200000104000103   
0601GLA2+       20090101000100100000005000 0200000104000098   
0601GLA2+       20090101000105100000005000 0200000104000093   
0601GLA2+       20090101000110100000005000 0200000104000089   
0601GLA2+       20090101000115100000005000 0200000104000085   
0601GLA2+       20090101000120100000005000 0200000104000082   
0601GLA2+       20090101000125100000005000 0200000104000078   
0601GLA2+       20090101000130100000005000 0200000104000075   
0601GLA2+       20090101000135100000005000 0200000104000073   
0601GLA2+       20090101000140100000005000 0200000104000070   
0601GLA2+       20090101000145100000005000 0200000104000068   
0601GLA2+       20090101000150100000005000 0200000104000066   
0601GLA2+       20090101000155100000005000 0200000104000063   
0601GLA2+       20090101000160100000005000 0200000104000062   
0601GLA2+       20090101000165100000005000 0200000104000060   
0601GLA2+       20090101000170100000005000 0200000104000058   
0601GLA2+       20090101000175100000005000 0200000104000056   
0601GLA2+       20090101000180100000005000 0200000104000055   
0601GLA2+       20090101000185100000005000 0200000104000053   
0601GLA2+       20090101000190100000005000 0200000104000052   
0601GLA2+       20090101000195100000005000 0200000104000051   
0601GLA2+       20090101000200100000005000 0200000104000049   
0601GLA2+       20090101000205100000005000 0200000104000048   
0601GLA2+       20090101000210100000005000 0200000126500061   
0601GLA2+       20090101000215100000005000 0200000130000060   
0601GLA2+       20090101000220100000005000 0200000133000058   
0601GLA2+       20090101000225100000005000 0200000136500062   
0601GLA2+       20090101000230100000005000 0200000139500060   
0601GLA2+       20090101000235100000005000 0200000142500059   
0601GLA2+       20090101000240100000005000 0200000146000062   
0601GLA2+       20090101000245100000005000 0200000149000061   
0601GLA2+       20090101000250100000005000 0200000152500059   
0601GLA2+       20090101000255100000005000 0200000174500066   
0601GLA2+       20090101000260100000005000 0200000209000080   
0601GLA2+       20090101000265100000005000 0200000243500090   
0601GLA2+       20090101000270100000005000 0200000278500103   
0601GLA2+       20090101000275100000005000 0200000313000112   
0601GLA2+       20090101000280100000005000 0200000348000124   
0601GLA2+       20090101000285100000005000 0200000382500132   
0601GLA2+       20090101000290100000005000 0200000424000144   
0601GLA2+       20090101000295100000005000 0200000459000155   
0601GLA2+       20090101000300100000005000 0200000510000169   
0601GLA2+       20090101000305100000005000 0200000566000185   
0601GLA2+       20090101000310100000005000 0200000621500198   
0601GLA2+       20090101000315100000005000 0200000677000214   
0601GLA2+       20090101000320100000005000 0200000733000226   
0601GLA2+       20090101000325100000005000 0200000788500241   
0601GLA2+       20090101000330100000005000 0200000844000253   
0601GLA2+       20090101000335100000005000 0200000900000267   
0601GLA2+       20090101000340100000005000 0200000956000280   
0601GLA2+       20090101000345100000005000 0200001012000291   
0601GLA2+       20090101000350100000005000 0200001068000304   
0601GLA2+       20090101000355100000005000 0200001124000313   
0601GLA2+       20090101000360100000005000 0200001180500326   
0601GLA2+       20090101000365100000005000 0200001236500337   
0601GLA2+       20090101000370100000005000 0200001292500346   
0601GLA2+       20090101000375100000005000 0200001364000360   
0601GLA2+       20090101000380100000005000 0200001439000376   
0601GLA2+       20090101000385100000005000 0200001514000390   
0601GLA2+       20090101000390100000005000 0200001589000405   
0601GLA2+       20090101000395100000005000 0200001664000418   
0601GLA2+       20090101000400100000005000 0200001739000432   
0601GLA2+       20090101000405100000005000 0200001829000449   
0601GLA2+       20090101000410100000005000 0200001904000461   
0601GLA2+       20090101000415100000005000 0200001979000474   
0601GLA2+       20090101000420100000005000 0200002054000485   
0601GLA2+       20090101000425100000005000 0200002131000498   
0601GLA2+       20090101000430100000005000 0200002212500511   
0601GLA2+       20090101000435100000005000 0200002297000526   
0601GLA2+       20090101000440100000005000 0200002381500538   
0601GLA2+       20090101000445100000005000 0200002466000552   
0601GLA2+       20090101000450100000005000 0200002550000564   
0601GLA2+       20090101000455100000005000 0200002634500575   
0601GLA2+       20090101000460100000005000 0200002719000588   
0601GLA2+       20090101000465100000005000 0200002803500599   
0601GLA2+       20090101000470100000005000 0200002888000612   
0601GLA2+       20090101000475100000005000 0200002972500622   
0601GLA2+       20090101000480100000005000 0200003073500636   
0601GLA2+       20090101000485100000005000 0200003158000648   
0601GLA2+       20090101000490100000005000 0200003242500658   
0601GLA2+       20090101000495100000005000 0200003327000669   
0601GLA2+       20090101000500100000005000 0200003411500679   
0601GLA2+       20090101000505100000005000 0200003513000692   
0601GLA2+       20090101000510100000005000 0200003597500702   
0601GLA2+       20090101000515100000005000 0200003681500711   
0601GLA2+       20090101000520100000005000 0200003766000722   
0601GLA2+       20090101000525100000005000 0200003867500734   
0601GLA2+       20090101000530100000005000 0200003952000742   
0601GLA2+       20090101000535100000005000 0200004036500752   
0601GLA2+       20090101000540100000005000 0200004121000759   
0601GLA2+       20090101000545100000005000 0200004205000769   
0601GLA2+       20090101000550100000005000 0200004306500780   
0601GLA2+       20090101000555100000005000 0200004391500787   
0601GLA2+       20090101000560100000005000 0200004477500796   
0601GLA2+       20090101000565100000005000 0200004563000804   
0601GLA2+       20090101000570100000005000 0200004649000812   
0601GLA2+       20090101000575100000005000 0200004734500819   
0601GLA2+       20090101000580100000005000 0200004820500827   
0601GLA2+       20090101000585100000005000 0200004906500836   
0601GLA2+       20090101000590100000005000 0200004992000842   
0601GLA2+       20090101000595100000005000 0200005078000850   
0601GLA2+       20090101000600100000005000 0200005164000856   
0601GLA2+       20090101000605100000005000 0200005249500864   
0601GLA2+       20090101000610100000005000 0200005335500872   
0601GLA2+       20090101000615100000005000 0200005421000878   
0601GLA2+       20090101000620100000005000 0200005507000885   
0601GLA2+       20090101000625100000005000 0200005593000891   
0601GLA2+       20090101000630100000005000 0200005678500898   
0601GLA2+       20090101000635100000005000 0200005764500904   
0601GLA2+       20090101000640100000005000 0200005867500914   
0601GLA2+       20090101000645100000005000 0200005953500919   
0601GLA2+       20090101000650100000005000 0200006039000926   
0601GLA2+       20090101000655100000005000 0200006125000932   
0601GLA2+       20090101000660100000005000 0200006210500937   
0601GLA2+       20090101000665100000005000 0200006296500944   
0601GLA2+       20090101000670100000005000 0200006406000953   
0601GLA2+       20090101000675100000005000 0200006515500962   
0601GLA2+       20090101000680100000005000 0200006624500970   
0601GLA2+       20090101000685100000005000 0200006734000979   
0601GLA2+       20090101000690100000005000 0200006843500988   
