00GL               20090106                                                                                   
0601GLB5d       20090101000535100000005000 0500000104000019   
0601GLB5d       20090101000540100000005000 0500000135000026   
0601GLB5d       20090101000545100000005000 0500000174000031   
0601GLB5d       20090101000550100000005000 0500000205000038   
0601GLB5d       20090101000555100000005000 0500000244000043   
0601GLB5d       20090101000560100000005000 0500000282500050   
0601GLB5d       20090101000565100000005000 0500000321500056   
0601GLB5d       20090101000570100000005000 0500000360500063   
0601GLB5d       20090101000575100000005000 0500000391500068   
0601GLB5d       20090101000580100000005000 0500000430000074   
0601GLB5d       20090101000585100000005000 0500000469000080   
0601GLB5d       20090101000590100000005000 0500000512500086   
0601GLB5d       20090101000595100000005000 0500000553000092   
0601GLB5d       20090101000600100000005000 0500000604000100   
0601GLB5d       20090101000605100000005000 0500000655000109   
0601GLB5d       20090101000610100000005000 0500000706000116   
0601GLB5d       20090101000615100000005000 0500000746500121   
0601GLB5d       20090101000620100000005000 0500000797500129   
0601GLB5d       20090101000625100000005000 0500000848500135   
0601GLB5d       20090101000630100000005000 0500000889500141   
0601GLB5d       20090101000635100000005000 0500000940000147   
0601GLB5d       20090101000640100000005000 0500000991000154   
0601GLB5d       20090101000645100000005000 0500001042000161   
0601GLB5d       20090101000650100000005000 0500001083000166   
0601GLB5d       20090101000655100000005000 0500001133500172   
0601GLB5d       20090101000660100000005000 0500001184500178   
0601GLB5d       20090101000665100000005000 0500001235500186   
0601GLB5d       20090101000670100000005000 0500001276000190   
0601GLB5d       20090101000675100000005000 0500001327000196   
0601GLB5d       20090101000680100000005000 0500001378000202   
0601GLB5d       20090101000685100000005000 0500001429000208   
0601GLB5d       20090101000690100000005000 0500001469500212   
0601GLB5d       20090101000695100000005000 0500001520500218   
0601GLB5d       20090101000700100000005000 0500001571500223   
0601GLB5d       20090101000705100000005000 0500001643500232   
0601GLB5d       20090101000710100000005000 0500001688000237   
0601GLB5d       20090101000715100000005000 0500001743500243   
0601GLB5d       20090101000720100000005000 0500001798500249   
0601GLB5d       20090101000725100000005000 0500001853500254   
0601GLB5d       20090101000730100000005000 0500001898500259   
0601GLB5d       20090101000735100000005000 0500001953500264   
0601GLB5d       20090101000740100000005000 0500002008500271   
0601GLB5d       20090101000745100000005000 0500002063500276   
0601GLB5d       20090101000750100000005000 0500002108500280   
0601GLB5d       20090101000755100000005000 0500002164500285   
0601GLB5d       20090101000760100000005000 0500002219500291   
0601GLB5d       20090101000765100000005000 0500002274500296   
0601GLB5d       20090101000770100000005000 0500002319500300   
0601GLB5d       20090101000775100000005000 0500002374500305   
0601GLB5d       20090101000780100000005000 0500002429500311   
0601GLB5d       20090101000785100000005000 0500002484500315   
0601GLB5d       20090101000790100000005000 0500002529500319   
0601GLB5d       20090101000795100000005000 0500002584500324   
0601GLB5d       20090101000800100000005000 0500002640000329   
0601GLB5d       20090101000805100000005000 0500002695000334   
0601GLB5d       20090101000810100000005000 0500002750000338   
0601GLB5d       20090101000815100000005000 0500002805000344   
0601GLB5d       20090101000820100000005000 0500002860000348   
0601GLB5d       20090101000825100000005000 0500002915000353   
0601GLB5d       20090101000830100000005000 0500002970500357   
0601GLB5d       20090101000835100000005000 0500003025500362   
0601GLB5d       20090101000840100000005000 0500003080500366   
0601GLB5d       20090101000845100000005000 0500003135500371   
0601GLB5d       20090101000850100000005000 0500003190500374   
0601GLB5d       20090101000855100000005000 0500003245500379   
0601GLB5d       20090101000860100000005000 0500003301000383   
0601GLB5d       20090101000865100000005000 0500003356000387   
0601GLB5d       20090101000870100000005000 0500003422000392   
0601GLB5d       20090101000875100000005000 0500003477000397   
0601GLB5d       20090101000880100000005000 0500003532000400   
0601GLB5d       20090101000885100000005000 0500003587000405   
0601GLB5d       20090101000890100000005000 0500003642500408   
0601GLB5d       20090101000895100000005000 0500003701500412   
0601GLB5d       20090101000900100000005000 0500003772500418   
0601GLB5d       20090101000905100000005000 0500003861000425   
0601GLB5d       20090101000910100000005000 0500003949000433   
0601GLB5d       20090101000915100000005000 0500004037500440   
0601GLB5d       20090101000920100000005000 0500004126000448   
0601GLB5d       20090101000925100000005000 0500004214000454   
0601GLB5d       20090101000930100000005000 0500004302500461   
0601GLB5d       20090101000935100000005000 0500004391000468   
0601GLB5d       20090101000940100000005000 0500004479000475   
0601GLB5d       20090101000945100000005000 0500004567500482   
0601GLB5d       20090101000950100000005000 0500004656000489   
0601GLB5d       20090101000955100000005000 0500004744000495   
0601GLB5d       20090101000960100000005000 0500004832500502   
0601GLB5d       20090101000965100000005000 0500004925000510   
0601GLB5d       20090101000970100000005000 0500005017500516   
0601GLB5d       20090101000975100000005000 0500005110000523   
0601GLB5d       20090101000980100000005000 0500005202500529   
0601GLB5d       20090101000985100000005000 0500005295000537   
0601GLB5d       20090101000990100000005000 0500005406000545   
0601GLB5d       20090101000995100000005000 0500005498500551   
0601GLB5d       20090101001000100000005000 0500005591000558   
0601GLB5d       20090101001005100000005000 0500005683500564   
0601GLB5d       20090101001010100000005000 0500005776000571   
0601GLB5d       20090101001015100000005000 0500005868500577   
0601GLB5d       20090101001020100000005000 0500005961500583   
0601GLB5d       20090101001025100000005000 0500006053500589   
0601GLB5d       20090101001030100000005000 0500006146000596   
0601GLB5d       20090101001035100000005000 0500006238500601   
0601GLB5d       20090101001040100000005000 0500006331500607   
0601GLB5d       20090101001045100000005000 0500006424000613   
0601GLB5d       20090101001050100000005000 0500006516500619   
0601GLB5d       20090101001055100000005000 0500006609000625   
0601GLB5d       20090101001060100000005000 0500006720000632   
0601GLB5d       20090101001065100000005000 0500006812500638   
0601GLB5d       20090101001070100000005000 0500006905000644   
0601GLB5d       20090101001075100000005000 0500006997500650   
0601GLB5d       20090101001080100000005000 0500007090000655   
0601GLB5d       20090101001085100000005000 0500007182500660   
0601GLB5d       20090101001090100000005000 0500007293500667   
0601GLB5d       20090101001095100000005000 0500007386000673   
0601GLB5d       20090101001100100000005000 0500007478500678   
0601GLB5d       20090101001105100000005000 0500007571000684   
0601GLB5d       20090101001110100000005000 0500007663500689   
0601GLB5d       20090101001115100000005000 0500007774500695   
0601GLB5d       20090101001120100000005000 0500007870500701   
0601GLB5d       20090101001125100000005000 0500007986500709   
0601GLB5d       20090101001130100000005000 0500008083000713   
0601GLB5d       20090101001135100000005000 0500008179500719   
0601GLB5d       20090101001140100000005000 0500008295500726   
0601GLB5d       20090101001145100000005000 0500008392500731   
0601GLB5d       20090101001150100000005000 0500008489000737   
0601GLB5d       20090101001155100000005000 0500008605000744   
0601GLB5d       20090101001160100000005000 0500008701500748   
0601GLB5d       20090101001165100000005000 0500008798500754   
0601GLB5d       20090101001170100000005000 0500008914500760   
0601GLB5d       20090101001175100000005000 0500009011000765   
0601GLB5d       20090101001180100000005000 0500009127000772   
0601GLB5d       20090101001185100000005000 0500009224000776   
0601GLB5d       20090101001190100000005000 0500009320500782   
0601GLB5d       20090101001195100000005000 0500009436500788   
0601GLB5d       20090101001200100000005000 0500009533000793   
0601GLB5d       20090101001205100000005000 0500009630000798   
0601GLB5d       20090101001210100000005000 0500009746000804   
0601GLB5d       20090101001215100000005000 0500009842500808   
0601GLB5d       20090101001220100000005000 0500009939000813   
0601GLB5d       20090101001225100000005000 0500010055000820   
0601GLB5d       20090101001230100000005000 0500010152000824   
0601GLB5d       20090101001235100000005000 0500010268000830   
0601GLB5d       20090101001240100000005000 0500010364500834   
0601GLB5d       20090101001245100000005000 0500010461000838   
0601GLB5d       20090101001250100000005000 0500010579000845   
0601GLB5d       20090101001255100000005000 0500010680000849   
0601GLB5d       20090101001260100000005000 0500010780500854   
0601GLB5d       20090101001265100000005000 0500010901500860   
0601GLB5d       20090101001270100000005000 0500011002500864   
0601GLB5d       20090101001275100000005000 0500011123500870   
0601GLB5d       20090101001280100000005000 0500011224500875   
0601GLB5d       20090101001285100000005000 0500011325000880   
0601GLB5d       20090101001290100000005000 0500011446000886   
0601GLB5d       20090101001295100000005000 0500011547000890   
0601GLB5d       20090101001300100000005000 0500011648000894   
0601GLB5d       20090101001305100000005000 0500011769000900   
0601GLB5d       20090101001310100000005000 0500011869500904   
0601GLB5d       20090101001315100000005000 0500011970500909   
0601GLB5d       20090101001320100000005000 0500012091500914   
0601GLB5d       20090101001325100000005000 0500012192500918   
0601GLB5d       20090101001330100000005000 0500012313500924   
0601GLB5d       20090101001335100000005000 0500012414500928   
0601GLB5d       20090101001340100000005000 0500012515000933   
0601GLB5d       20090101001345100000005000 0500012636000938   
0601GLB5d       20090101001350100000005000 0500012737000942   
0601GLB5d       20090101001355100000005000 0500012838000946   
0601GLB5d       20090101001360100000005000 0500012959000951   
0601GLB5d       20090101001365100000005000 0500013061500955   
0601GLB5d       20090101001370100000005000 0500013187500961   
0601GLB5d       20090101001375100000005000 0500013292500965   
0601GLB5d       20090101001380100000005000 0500013404500969   
0601GLB5d       20090101001385100000005000 0500013539500976   
0601GLB5d       20090101001390100000005000 0500013651500980   
0601GLB5d       20090101001395100000005000 0500013764000985   
0601GLB5d       20090101001400100000005000 0500013898500991   
0601GLB5d       20090101001405100000005000 0500014011000995   
0601GLB5d       20090101001410100000005000 0500014123501000   
0601GLB5d       20090101001415100000005000 0500014258001006   
0601GLB5d       20090101001420100000005000 0500014370501010   
0601GLB5d       20090101001425100000005000 0500014505001016   
0601GLB5d       20090101001430100000005000 0500014617501021   
0601GLB5d       20090101001435100000005000 0500014729501025   
0601GLB5d       20090101001440100000005000 0500014864501030   
0601GLB5d       20090101001445100000005000 0500014976501035   
0601GLB5d       20090101001450100000005000 0500015089001039   
0601GLB5d       20090101001455100000005000 0500015223501044   
0601GLB5d       20090101001460100000005000 0500015336001049   
0601GLB5d       20090101001465100000005000 0500015450001053   
0601GLB5d       20090101001470100000005000 0500015589501059   
0601GLB5d       20090101001475100000005000 0500015706001063   
0601GLB5d       20090101001480100000005000 0500015846001069   
0601GLB5d       20090101001485100000005000 0500015962501073   
0601GLB5d       20090101001490100000005000 0500016079001077   
0601GLB5d       20090101001495100000005000 0500016218501083   
0601GLB5d       20090101001500100000500000 0500023012001315   
0601GLB5d       20090101002000100000500000 0500038175501697   
0601GLB5d       20090101002500100000500000 0500054285001974   
0601GLB6d       20090101000000100000040000 0600000104000500   
0601GLB6d       20090101000040100000005000 0600000104000235   
0601GLB6d       20090101000045100000005000 0600000104000211   
0601GLB6d       20090101000050100000005000 0600000104000190   
0601GLB6d       20090101000055100000005000 0600000104000174   
0601GLB6d       20090101000060100000005000 0600000104000160   
0601GLB6d       20090101000065100000005000 0600000104000148   
0601GLB6d       20090101000070100000005000 0600000104000138   
0601GLB6d       20090101000075100000005000 0600000104000129   
0601GLB6d       20090101000080100000005000 0600000104000121   
0601GLB6d       20090101000085100000005000 0600000104000114   
0601GLB6d       20090101000090100000005000 0600000104000108   
0601GLB6d       20090101000095100000005000 0600000104000103   
0601GLB6d       20090101000100100000005000 0600000104000098   
0601GLB6d       20090101000105100000005000 0600000104000093   
0601GLB6d       20090101000110100000005000 0600000104000089   
0601GLB6d       20090101000115100000005000 0600000104000085   
0601GLB6d       20090101000120100000005000 0600000104000082   
0601GLB6d       20090101000125100000005000 0600000104000078   
0601GLB6d       20090101000130100000005000 0600000104000075   
0601GLB6d       20090101000135100000005000 0600000104000073   
0601GLB6d       20090101000140100000005000 0600000104000070   
0601GLB6d       20090101000145100000005000 0600000104000068   
0601GLB6d       20090101000150100000005000 0600000104000066   
0601GLB6d       20090101000155100000005000 0600000104000063   
0601GLB6d       20090101000160100000005000 0600000104000062   
0601GLB6d       20090101000165100000005000 0600000104000060   
0601GLB6d       20090101000170100000005000 0600000104000058   
0601GLB6d       20090101000175100000005000 0600000104000056   
0601GLB6d       20090101000180100000005000 0600000104000055   
0601GLB6d       20090101000185100000005000 0600000104000053   
0601GLB6d       20090101000190100000005000 0600000104000052   
0601GLB6d       20090101000195100000005000 0600000104000051   
0601GLB6d       20090101000200100000005000 0600000104000049   
0601GLB6d       20090101000205100000005000 0600000104000048   
0601GLB6d       20090101000210100000005000 0600000104000047   
0601GLB6d       20090101000215100000005000 0600000104000046   
0601GLB6d       20090101000220100000005000 0600000104000045   
0601GLB6d       20090101000225100000005000 0600000104000044   
0601GLB6d       20090101000230100000005000 0600000104000043   
0601GLB6d       20090101000235100000005000 0600000104000042   
0601GLB6d       20090101000240100000005000 0600000104000041   
0601GLB6d       20090101000245100000005000 0600000104000040   
0601GLB6d       20090101000250100000005000 0600000104000040   
0601GLB6d       20090101000255100000005000 0600000104000039   
0601GLB6d       20090101000260100000005000 0600000104000038   
0601GLB6d       20090101000265100000005000 0600000104000037   
0601GLB6d       20090101000270100000005000 0600000104000037   
0601GLB6d       20090101000275100000005000 0600000104000036   
0601GLB6d       20090101000280100000005000 0600000104000035   
0601GLB6d       20090101000285100000005000 0600000104000035   
0601GLB6d       20090101000290100000005000 0600000104000034   
0601GLB6d       20090101000295100000005000 0600000104000034   
0601GLB6d       20090101000300100000005000 0600000104000033   
0601GLB6d       20090101000305100000005000 0600000104000033   
0601GLB6d       20090101000310100000005000 0600000104000032   
0601GLB6d       20090101000315100000005000 0600000104000031   
0601GLB6d       20090101000320100000005000 0600000104000031   
0601GLB6d       20090101000325100000005000 0600000104000031   
0601GLB6d       20090101000330100000005000 0600000104000030   
0601GLB6d       20090101000335100000005000 0600000104000030   
0601GLB6d       20090101000340100000005000 0600000104000029   
0601GLB6d       20090101000345100000005000 0600000104000029   
0601GLB6d       20090101000350100000005000 0600000104000028   
0601GLB6d       20090101000355100000005000 0600000104000028   
0601GLB6d       20090101000360100000005000 0600000104000028   
0601GLB6d       20090101000365100000005000 0600000104000027   
0601GLB6d       20090101000370100000005000 0600000104000027   
0601GLB6d       20090101000375100000005000 0600000104000026   
0601GLB6d       20090101000380100000005000 0600000104000026   
0601GLB6d       20090101000385100000005000 0600000104000026   
0601GLB6d       20090101000390100000005000 0600000104000025   
0601GLB6d       20090101000395100000005000 0600000104000025   
0601GLB6d       20090101000400100000005000 0600000104000025   
0601GLB6d       20090101000405100000005000 0600000104000025   
0601GLB6d       20090101000410100000005000 0600000104000024   
0601GLB6d       20090101000415100000005000 0600000104000024   
0601GLB6d       20090101000420100000005000 0600000104000024   
0601GLB6d       20090101000425100000005000 0600000104000023   
0601GLB6d       20090101000430100000005000 0600000104000023   
0601GLB6d       20090101000435100000005000 0600000104000023   
0601GLB6d       20090101000440100000005000 0600000104000023   
0601GLB6d       20090101000445100000005000 0600000104000022   
0601GLB6d       20090101000450100000005000 0600000104000022   
0601GLB6d       20090101000455100000005000 0600000104000022   
0601GLB6d       20090101000460100000005000 0600000104000022   
0601GLB6d       20090101000465100000005000 0600000104000021   
0601GLB6d       20090101000470100000005000 0600000104000021   
0601GLB6d       20090101000475100000005000 0600000104000021   
0601GLB6d       20090101000480100000005000 0600000104000021   
0601GLB6d       20090101000485100000005000 0600000104000021   
0601GLB6d       20090101000490100000005000 0600000104000020   
0601GLB6d       20090101000495100000005000 0600000104000020   
0601GLB6d       20090101000500100000005000 0600000104000020   
0601GLB6d       20090101000505100000005000 0600000104000020   
0601GLB6d       20090101000510100000005000 0600000104000020   
0601GLB6d       20090101000515100000005000 0600000104000019   
0601GLB6d       20090101000520100000005000 0600000104000019   
0601GLB6d       20090101000525100000005000 0600000104000019   
0601GLB6d       20090101000530100000005000 0600000104000019   
0601GLB6d       20090101000535100000005000 0600000104000019   
0601GLB6d       20090101000540100000005000 0600000104000018   
0601GLB6d       20090101000545100000005000 0600000104000018   
0601GLB6d       20090101000550100000005000 0600000104000018   
0601GLB6d       20090101000555100000005000 0600000104000018   
0601GLB6d       20090101000560100000005000 0600000104000018   
0601GLB6d       20090101000565100000005000 0600000104000018   
0601GLB6d       20090101000570100000005000 0600000104000017   
0601GLB6d       20090101000575100000005000 0600000104000017   
0601GLB6d       20090101000580100000005000 0600000104000017   
0601GLB6d       20090101000585100000005000 0600000104000017   
0601GLB6d       20090101000590100000005000 0600000104000017   
0601GLB6d       20090101000595100000005000 0600000104000017   
0601GLB6d       20090101000600100000005000 0600000104000017   
0601GLB6d       20090101000605100000005000 0600000104000016   
0601GLB6d       20090101000610100000005000 0600000127500021   
0601GLB6d       20090101000615100000005000 0600000158500026   
0601GLB6d       20090101000620100000005000 0600000197500032   
0601GLB6d       20090101000625100000005000 0600000236000038   
0601GLB6d       20090101000630100000005000 0600000267000043   
0601GLB6d       20090101000635100000005000 0600000306000049   
0601GLB6d       20090101000640100000005000 0600000344500053   
0601GLB6d       20090101000645100000005000 0600000383500059   
0601GLB6d       20090101000650100000005000 0600000414500063   
0601GLB6d       20090101000655100000005000 0600000453500068   
0601GLB6d       20090101000660100000005000 0600000492000074   
0601GLB6d       20090101000665100000005000 0600000543000081   
0601GLB6d       20090101000670100000005000 0600000584000086   
0601GLB6d       20090101000675100000005000 0600000634500093   
0601GLB6d       20090101000680100000005000 0600000685500101   
0601GLB6d       20090101000685100000005000 0600000736500108   
0601GLB6d       20090101000690100000005000 0600000777500113   
0601GLB6d       20090101000695100000005000 0600000828000119   
0601GLB6d       20090101000700100000005000 0600000879000125   
0601GLB6d       20090101000705100000005000 0600000930000131   
0601GLB6d       20090101000710100000005000 0600000970500136   
0601GLB6d       20090101000715100000005000 0600001021500142   
0601GLB6d       20090101000720100000005000 0600001072500148   
0601GLB6d       20090101000725100000005000 0600001123500154   
0601GLB6d       20090101000730100000005000 0600001164000158   
0601GLB6d       20090101000735100000005000 0600001215000165   
0601GLB6d       20090101000740100000005000 0600001266000171   
0601GLB6d       20090101000745100000005000 0600001317000177   
0601GLB6d       20090101000750100000005000 0600001357500181   
0601GLB6d       20090101000755100000005000 0600001408500186   
0601GLB6d       20090101000760100000005000 0600001459500191   
0601GLB6d       20090101000765100000005000 0600001510500197   
0601GLB6d       20090101000770100000005000 0600001551000201   
0601GLB6d       20090101000775100000005000 0600001625500210   
0601GLB6d       20090101000780100000005000 0600001680500215   
0601GLB6d       20090101000785100000005000 0600001735500221   
0601GLB6d       20090101000790100000005000 0600001780500225   
0601GLB6d       20090101000795100000005000 0600001835500231   
0601GLB6d       20090101000800100000005000 0600001890500236   
0601GLB6d       20090101000805100000005000 0600001946000241   
0601GLB6d       20090101000810100000005000 0600002001000246   
0601GLB6d       20090101000815100000005000 0600002056000252   
0601GLB6d       20090101000820100000005000 0600002111000257   
0601GLB6d       20090101000825100000005000 0600002166000262   
0601GLB6d       20090101000830100000005000 0600002221000267   
0601GLB6d       20090101000835100000005000 0600002276500272   
0601GLB6d       20090101000840100000005000 0600002331500277   
0601GLB6d       20090101000845100000005000 0600002386500282   
0601GLB6d       20090101000850100000005000 0600002441500286   
0601GLB6d       20090101000855100000005000 0600002496500292   
0601GLB6d       20090101000860100000005000 0600002551500296   
0601GLB6d       20090101000865100000005000 0600002606500301   
0601GLB6d       20090101000870100000005000 0600002673000306   
0601GLB6d       20090101000875100000005000 0600002728000311   
0601GLB6d       20090101000880100000005000 0600002783000315   
0601GLB6d       20090101000885100000005000 0600002838000320   
0601GLB6d       20090101000890100000005000 0600002893000324   
0601GLB6d       20090101000895100000005000 0600002948500329   
0601GLB6d       20090101000900100000005000 0600003003500332   
0601GLB6d       20090101000905100000005000 0600003058500337   
0601GLB6d       20090101000910100000005000 0600003113500341   
0601GLB6d       20090101000915100000005000 0600003168500346   
0601GLB6d       20090101000920100000005000 0600003223500349   
0601GLB6d       20090101000925100000005000 0600003279000354   
0601GLB6d       20090101000930100000005000 0600003334000357   
0601GLB6d       20090101000935100000005000 0600003389000362   
0601GLB6d       20090101000940100000005000 0600003444000365   
0601GLB6d       20090101000945100000005000 0600003499000369   
0601GLB6d       20090101000950100000005000 0600003554000373   
0601GLB6d       20090101000955100000005000 0600003609500377   
0601GLB6d       20090101000960100000005000 0600003666000381   
0601GLB6d       20090101000965100000005000 0600003725500386   
0601GLB6d       20090101000970100000005000 0600003808000392   
0601GLB6d       20090101000975100000005000 0600003896000399   
0601GLB6d       20090101000980100000005000 0600003984500405   
0601GLB6d       20090101000985100000005000 0600004073000412   
0601GLB6d       20090101000990100000005000 0600004179000421   
0601GLB6d       20090101000995100000005000 0600004267000428   
0601GLB6d       20090101001000100000005000 0600004355500435   
0601GLB6d       20090101001005100000005000 0600004444000441   
0601GLB6d       20090101001010100000005000 0600004532000447   
0601GLB6d       20090101001015100000005000 0600004620500454   
0601GLB6d       20090101001020100000005000 0600004709000461   
0601GLB6d       20090101001025100000005000 0600004797000467   
0601GLB6d       20090101001030100000005000 0600004888000474   
0601GLB6d       20090101001035100000005000 0600004980500480   
0601GLB6d       20090101001040100000005000 0600005073000486   
0601GLB6d       20090101001045100000005000 0600005165500494   
0601GLB6d       20090101001050100000005000 0600005258000500   
0601GLB6d       20090101001055100000005000 0600005350500506   
0601GLB6d       20090101001060100000005000 0600005461500514   
0601GLB6d       20090101001065100000005000 0600005554000520   
0601GLB6d       20090101001070100000005000 0600005646500527   
0601GLB6d       20090101001075100000005000 0600005739000533   
0601GLB6d       20090101001080100000005000 0600005831500539   
0601GLB6d       20090101001085100000005000 0600005924500544   
0601GLB6d       20090101001090100000005000 0600006035000553   
0601GLB6d       20090101001095100000005000 0600006127500559   
0601GLB6d       20090101001100100000005000 0600006220000564   
0601GLB6d       20090101001105100000005000 0600006312500570   
0601GLB6d       20090101001110100000005000 0600006405500576   
0601GLB6d       20090101001115100000005000 0600006516500583   
0601GLB6d       20090101001120100000005000 0600006609000589   
0601GLB6d       20090101001125100000005000 0600006720000596   
0601GLB6d       20090101001130100000005000 0600006812500601   
0601GLB6d       20090101001135100000005000 0600006905000607   
0601GLB6d       20090101001140100000005000 0600007016000614   
0601GLB6d       20090101001145100000005000 0600007108500620   
0601GLB6d       20090101001150100000005000 0600007201000625   
0601GLB6d       20090101001155100000005000 0600007312000632   
0601GLB6d       20090101001160100000005000 0600007404500637   
0601GLB6d       20090101001165100000005000 0600007497000642   
0601GLB6d       20090101001170100000005000 0600007608000649   
0601GLB6d       20090101001175100000005000 0600007700500654   
0601GLB6d       20090101001180100000005000 0600007812500660   
0601GLB6d       20090101001185100000005000 0600007909000666   
0601GLB6d       20090101001190100000005000 0600008005500672   
0601GLB6d       20090101001195100000005000 0600008121500678   
0601GLB6d       20090101001200100000005000 0600008218500684   
0601GLB6d       20090101001205100000005000 0600008315000689   
0601GLB6d       20090101001210100000005000 0600008431000695   
0601GLB6d       20090101001215100000005000 0600008527500701   
0601GLB6d       20090101001220100000005000 0600008624500705   
0601GLB6d       20090101001225100000005000 0600008740500712   
0601GLB6d       20090101001230100000005000 0600008837000717   
0601GLB6d       20090101001235100000005000 0600008953000723   
0601GLB6d       20090101001240100000005000 0600009049500728   
0601GLB6d       20090101001245100000005000 0600009146500733   
0601GLB6d       20090101001250100000005000 0600009262500739   
0601GLB6d       20090101001255100000005000 0600009359000744   
0601GLB6d       20090101001260100000005000 0600009456000749   
0601GLB6d       20090101001265100000005000 0600009572000755   
0601GLB6d       20090101001270100000005000 0600009668500760   
0601GLB6d       20090101001275100000005000 0600009784500766   
0601GLB6d       20090101001280100000005000 0600009881000770   
0601GLB6d       20090101001285100000005000 0600009978000775   
0601GLB6d       20090101001290100000005000 0600010094000781   
0601GLB6d       20090101001295100000005000 0600010190500785   
0601GLB6d       20090101001300100000005000 0600010287500790   
0601GLB6d       20090101001305100000005000 0600010403500795   
0601GLB6d       20090101001310100000005000 0600010500000800   
0601GLB6d       20090101001315100000005000 0600010599000805   
0601GLB6d       20090101001320100000005000 0600010720000811   
0601GLB6d       20090101001325100000005000 0600010821000815   
0601GLB6d       20090101001330100000005000 0600010942000821   
0601GLB6d       20090101001335100000005000 0600011043000825   
0601GLB6d       20090101001340100000005000 0600011143500830   
0601GLB6d       20090101001345100000005000 0600011264500836   
0601GLB6d       20090101001350100000005000 0600011365500841   
0601GLB6d       20090101001355100000005000 0600011466500845   
0601GLB6d       20090101001360100000005000 0600011587500851   
0601GLB6d       20090101001365100000005000 0600011688500855   
0601GLB6d       20090101001370100000005000 0600011809000860   
0601GLB6d       20090101001375100000005000 0600011910000865   
0601GLB6d       20090101001380100000005000 0600012011000869   
0601GLB6d       20090101001385100000005000 0600012132000874   
0601GLB6d       20090101001390100000005000 0600012233000878   
0601GLB6d       20090101001395100000005000 0600012333500882   
0601GLB6d       20090101001400100000005000 0600012454500888   
0601GLB6d       20090101001405100000005000 0600012555500892   
0601GLB6d       20090101001410100000005000 0600012656500896   
0601GLB6d       20090101001415100000005000 0600012777500902   
0601GLB6d       20090101001420100000005000 0600012878000905   
0601GLB6d       20090101001425100000005000 0600012999000911   
0601GLB6d       20090101001430100000005000 0600013103500914   
0601GLB6d       20090101001435100000005000 0600013208500919   
0601GLB6d       20090101001440100000005000 0600013337500925   
0601GLB6d       20090101001445100000005000 0600013449500929   
0601GLB6d       20090101001450100000005000 0600013562000934   
0601GLB6d       20090101001455100000005000 0600013696500940   
0601GLB6d       20090101001460100000005000 0600013809000944   
0601GLB6d       20090101001465100000005000 0600013921000949   
0601GLB6d       20090101001470100000005000 0600014056000955   
0601GLB6d       20090101001475100000005000 0600014168000959   
0601GLB6d       20090101001480100000005000 0600014303000965   
0601GLB6d       20090101001485100000005000 0600014415000969   
0601GLB6d       20090101001490100000005000 0600014527500974   
0601GLB6d       20090101001495100000005000 0600014662500979   
0601GLB6d       20090101001500100000500000 0600021158001209   
0601GLB6d       20090101002000100000500000 0600036252001611   
0601GLB6d       20090101002500100000500000 0600052229001899   
0601GLB7d       20090101000000100000040000 0700000104000500   
0601GLB7d       20090101000040100000005000 0700000104000235   
0601GLB7d       20090101000045100000005000 0700000104000211   
0601GLB7d       20090101000050100000005000 0700000104000190   
0601GLB7d       20090101000055100000005000 0700000104000174   
0601GLB7d       20090101000060100000005000 0700000104000160   
0601GLB7d       20090101000065100000005000 0700000104000148   
0601GLB7d       20090101000070100000005000 0700000104000138   
0601GLB7d       20090101000075100000005000 0700000104000129   
0601GLB7d       20090101000080100000005000 0700000104000121   
0601GLB7d       20090101000085100000005000 0700000104000114   
0601GLB7d       20090101000090100000005000 0700000104000108   
0601GLB7d       20090101000095100000005000 0700000104000103   
0601GLB7d       20090101000100100000005000 0700000104000098   
0601GLB7d       20090101000105100000005000 0700000104000093   
0601GLB7d       20090101000110100000005000 0700000104000089   
0601GLB7d       20090101000115100000005000 0700000104000085   
0601GLB7d       20090101000120100000005000 0700000104000082   
0601GLB7d       20090101000125100000005000 0700000104000078   
0601GLB7d       20090101000130100000005000 0700000104000075   
0601GLB7d       20090101000135100000005000 0700000104000073   
0601GLB7d       20090101000140100000005000 0700000104000070   
0601GLB7d       20090101000145100000005000 0700000104000068   
0601GLB7d       20090101000150100000005000 0700000104000066   
0601GLB7d       20090101000155100000005000 0700000104000063   
0601GLB7d       20090101000160100000005000 0700000104000062   
0601GLB7d       20090101000165100000005000 0700000104000060   
0601GLB7d       20090101000170100000005000 0700000104000058   
0601GLB7d       20090101000175100000005000 0700000104000056   
0601GLB7d       20090101000180100000005000 0700000104000055   
0601GLB7d       20090101000185100000005000 0700000104000053   
0601GLB7d       20090101000190100000005000 0700000104000052   
0601GLB7d       20090101000195100000005000 0700000104000051   
0601GLB7d       20090101000200100000005000 0700000104000049   
0601GLB7d       20090101000205100000005000 0700000104000048   
0601GLB7d       20090101000210100000005000 0700000104000047   
0601GLB7d       20090101000215100000005000 0700000104000046   
0601GLB7d       20090101000220100000005000 0700000104000045   
0601GLB7d       20090101000225100000005000 0700000104000044   
0601GLB7d       20090101000230100000005000 0700000104000043   
0601GLB7d       20090101000235100000005000 0700000104000042   
0601GLB7d       20090101000240100000005000 0700000104000041   
0601GLB7d       20090101000245100000005000 0700000104000040   
0601GLB7d       20090101000250100000005000 0700000104000040   
0601GLB7d       20090101000255100000005000 0700000104000039   
