00SG               20081219                                                                                   
0601SGA3d       20090101000175100000005000 0300000030000017   
0601SGA3d       20090101000180100000005000 0300000030000016   
0601SGA3d       20090101000185100000005000 0300000030000016   
0601SGA3d       20090101000190100000005000 0300000030000016   
0601SGA3d       20090101000195100000005000 0300000030000015   
0601SGA3d       20090101000200100000005000 0300000030000015   
0601SGA3d       20090101000205100000005000 0300000030000014   
0601SGA3d       20090101000210100000005000 0300000030000014   
0601SGA3d       20090101000215100000005000 0300000030000014   
0601SGA3d       20090101000220100000005000 0300000030000013   
0601SGA3d       20090101000225100000005000 0300000030000013   
0601SGA3d       20090101000230100000005000 0300000030000013   
0601SGA3d       20090101000235100000005000 0300000030000013   
0601SGA3d       20090101000240100000005000 0300000030000012   
0601SGA3d       20090101000245100000005000 0300000030000012   
0601SGA3d       20090101000250100000005000 0300000030000012   
0601SGA3d       20090101000255100000005000 0300000030000012   
0601SGA3d       20090101000260100000005000 0300000030000011   
0601SGA3d       20090101000265100000005000 0300000030000011   
0601SGA3d       20090101000270100000005000 0300000030000011   
0601SGA3d       20090101000275100000005000 0300000030000011   
0601SGA3d       20090101000280100000005000 0300000030000011   
0601SGA3d       20090101000285100000005000 0300000030000010   
0601SGA3d       20090101000290100000005000 0300000030000010   
0601SGA3d       20090101000295100000005000 0300000030000010   
0601SGA3d       20090101000300100000005000 0300000040000013   
0601SGA3d       20090101000305100000005000 0300000060000020   
0601SGA3d       20090101000310100000005000 0300000100000032   
0601SGA3d       20090101000315100000005000 0300000130000041   
0601SGA3d       20090101000320100000005000 0300000180000056   
0601SGA3d       20090101000325100000005000 0300000230000070   
0601SGA3d       20090101000330100000005000 0300000280000084   
0601SGA3d       20090101000335100000005000 0300000330000098   
0601SGA3d       20090101000340100000005000 0300000380000111   
0601SGA3d       20090101000345100000005000 0300000430000124   
0601SGA3d       20090101000350100000005000 0300000490000139   
0601SGA3d       20090101000355100000005000 0300000550000154   
0601SGA3d       20090101000360100000005000 0300000610000168   
0601SGA3d       20090101000365100000005000 0300000660000180   
0601SGA3d       20090101000370100000005000 0300000720000193   
0601SGA3d       20090101000375100000005000 0300000780000207   
0601SGA3d       20090101000380100000005000 0300000830000217   
0601SGA3d       20090101000385100000005000 0300000890000230   
0601SGA3d       20090101000390100000005000 0300000950000242   
0601SGA3d       20090101000395100000005000 0300001010000254   
0601SGA3d       20090101000400100000005000 0300001080000268   
0601SGA3d       20090101000405100000005000 0300001150000282   
0601SGA3d       20090101000410100000005000 0300001230000298   
0601SGA3d       20090101000415100000005000 0300001300000311   
0601SGA3d       20090101000420100000005000 0300001370000324   
0601SGA3d       20090101000425100000005000 0300001430000335   
0601SGA3d       20090101000430100000005000 0300001500000347   
0601SGA3d       20090101000435100000005000 0300001560000357   
0601SGA3d       20090101000440100000005000 0300001630000368   
0601SGA3d       20090101000445100000005000 0300001690000378   
0601SGA3d       20090101000450100000005000 0300001760000389   
0601SGA3d       20090101000455100000005000 0300001830000400   
0601SGA3d       20090101000460100000005000 0300001900000411   
0601SGA3d       20090101000465100000005000 0300001980000424   
0601SGA3d       20090101000470100000005000 0300002050000434   
0601SGA3d       20090101000475100000005000 0300002130000446   
0601SGA3d       20090101000480100000005000 0300002210000458   
0601SGA3d       20090101000485100000005000 0300002280000468   
0601SGA3d       20090101000490100000005000 0300002360000479   
0601SGA3d       20090101000495100000005000 0300002430000488   
0601SGA3d       20090101000500100000005000 0300002510000500   
0601SGA3d       20090101000505100000005000 0300002590000510   
0601SGA3d       20090101000510100000005000 0300002660000519   
0601SGA3d       20090101000515100000005000 0300002740000529   
0601SGA3d       20090101000520100000005000 0300002810000538   
0601SGA3d       20090101000525100000005000 0300002900000550   
0601SGA3d       20090101000530100000005000 0300002980000560   
0601SGA3d       20090101000535100000005000 0300003060000569   
0601SGA3d       20090101000540100000005000 0300003130000577   
0601SGA3d       20090101000545100000005000 0300003210000586   
0601SGA3d       20090101000550100000005000 0300003290000595   
0601SGA3d       20090101000555100000005000 0300003370000604   
0601SGA3d       20090101000560100000005000 0300003460000615   
0601SGA3d       20090101000565100000005000 0300003550000626   
0601SGA3d       20090101000570100000005000 0300003630000634   
0601SGA3d       20090101000575100000005000 0300003720000644   
0601SGA3d       20090101000580100000005000 0300003810000654   
0601SGA3d       20090101000585100000005000 0300003890000662   
0601SGA3d       20090101000590100000005000 0300003980000672   
0601SGA3d       20090101000595100000005000 0300004070000681   
0601SGA3d       20090101000600100000005000 0300004150000689   
0601SGA3d       20090101000605100000005000 0300004240000698   
0601SGA3d       20090101000610100000005000 0300004330000707   
0601SGA3d       20090101000615100000005000 0300004410000714   
0601SGA3d       20090101000620100000005000 0300004500000723   
0601SGA3d       20090101000625100000005000 0300004590000731   
0601SGA3d       20090101000630100000005000 0300004680000740   
0601SGA3d       20090101000635100000005000 0300004770000748   
0601SGA3d       20090101000640100000005000 0300004890000761   
0601SGA3d       20090101000645100000005000 0300004980000769   
0601SGA3d       20090101000650100000005000 0300005070000777   
0601SGA3d       20090101000655100000005000 0300005170000786   
0601SGA3d       20090101000660100000005000 0300005260000794   
0601SGA3d       20090101000665100000005000 0300005360000803   
0601SGA3d       20090101000670100000005000 0300005450000810   
0601SGA3d       20090101000675100000005000 0300005540000818   
0601SGA3d       20090101000680100000005000 0300005640000826   
0601SGA3d       20090101000685100000005000 0300005750000836   
0601SGA3d       20090101000690100000005000 0300005840000843   
0601SGA3d       20090101000695100000005000 0300005940000852   
0601SGA3d       20090101000700100000005000 0300006030000858   
0601SGA3d       20090101000705100000005000 0300006140000868   
0601SGA3d       20090101000710100000005000 0300006240000876   
0601SGA3d       20090101000715100000005000 0300006350000885   
0601SGA3d       20090101000720100000005000 0300006450000893   
0601SGA3d       20090101000725100000005000 0300006560000902   
0601SGA3d       20090101000730100000005000 0300006680000912   
0601SGA3d       20090101000735100000005000 0300006780000919   
0601SGA3d       20090101000740100000005000 0300006890000928   
0601SGA3d       20090101000745100000005000 0300006990000935   
0601SGA3d       20090101000750100000005000 0300007120000946   
0601SGA3d       20090101000755100000005000 0300007220000953   
0601SGA3d       20090101000760100000005000 0300007330000961   
0601SGA3d       20090101000765100000005000 0300007430000968   
0601SGA3d       20090101000770100000005000 0300007530000975   
0601SGA3d       20090101000775100000005000 0300007650000984   
0601SGA3d       20090101000780100000005000 0300007750000990   
0601SGA3d       20090101000785100000005000 0300007850000997   
0601SGA3d       20090101000790100000005000 0300007950001003   
0601SGA3d       20090101000795100000005000 0300008070001012   
0601SGA3d       20090101000800100000005000 0300008170001018   
0601SGA3d       20090101000805100000005000 0300008270001024   
0601SGA3d       20090101000810100000005000 0300008370001030   
0601SGA3d       20090101000815100000005000 0300008470001036   
0601SGA3d       20090101000820100000005000 0300008580001043   
0601SGA3d       20090101000825100000005000 0300008690001050   
0601SGA3d       20090101000830100000005000 0300008790001056   
0601SGA3d       20090101000835100000005000 0300008890001061   
0601SGA3d       20090101000840100000005000 0300009000001068   
0601SGA3d       20090101000845100000005000 0300009100001074   
0601SGA3d       20090101000850100000005000 0300009200001079   
0601SGA3d       20090101000855100000005000 0300009300001085   
0601SGA3d       20090101000860100000005000 0300009400001090   
0601SGA3d       20090101000865100000005000 0300009520001097   
0601SGA3d       20090101000870100000005000 0300009620001103   
0601SGA3d       20090101000875100000005000 0300009720001108   
0601SGA3d       20090101000880100000005000 0300009820001113   
0601SGA3d       20090101000885100000005000 0300009940001120   
0601SGA3d       20090101000890100000005000 0300010040001125   
0601SGA3d       20090101000895100000005000 0300010140001130   
0601SGA3d       20090101000900100000005000 0300010240001135   
0601SGA3d       20090101000905100000005000 0300010340001139   
0601SGA3d       20090101000910100000005000 0300010460001146   
0601SGA3d       20090101000915100000005000 0300010570001152   
0601SGA3d       20090101000920100000005000 0300010690001159   
0601SGA3d       20090101000925100000005000 0300010810001165   
0601SGA3d       20090101000930100000005000 0300010960001175   
0601SGA3d       20090101000935100000005000 0300011080001182   
0601SGA3d       20090101000940100000005000 0300011200001188   
0601SGA3d       20090101000945100000005000 0300011320001195   
0601SGA3d       20090101000950100000005000 0300011440001201   
0601SGA3d       20090101000955100000005000 0300011590001210   
0601SGA3d       20090101000960100000005000 0300011710001217   
0601SGA3d       20090101000965100000005000 0300011830001223   
0601SGA3d       20090101000970100000005000 0300011950001229   
0601SGA3d       20090101000975100000005000 0300012100001238   
0601SGA3d       20090101000980100000005000 0300012220001244   
0601SGA3d       20090101000985100000005000 0300012350001251   
0601SGA3d       20090101000990100000005000 0300012480001257   
0601SGA3d       20090101000995100000005000 0300012600001263   
0601SGA3d       20090101001000100000005000 0300012750001272   
0601SGA3d       20090101001005100000005000 0300012870001277   
0601SGA3d       20090101001010100000005000 0300013000001284   
0601SGA3d       20090101001015100000005000 0300013120001289   
0601SGA3d       20090101001020100000005000 0300013270001298   
0601SGA3d       20090101001025100000005000 0300013390001303   
0601SGA3d       20090101001030100000005000 0300013520001309   
0601SGA3d       20090101001035100000005000 0300013640001315   
0601SGA3d       20090101001040100000005000 0300013770001321   
0601SGA3d       20090101001045100000005000 0300013910001328   
0601SGA3d       20090101001050100000005000 0300014040001334   
0601SGA3d       20090101001055100000005000 0300014160001339   
0601SGA3d       20090101001060100000005000 0300014310001347   
0601SGA3d       20090101001065100000005000 0300014440001353   
0601SGA3d       20090101001070100000005000 0300014560001358   
0601SGA3d       20090101001075100000005000 0300014710001365   
0601SGA3d       20090101001080100000005000 0300014830001370   
0601SGA3d       20090101001085100000005000 0300014970001377   
0601SGA3d       20090101001090100000005000 0300015110001383   
0601SGA3d       20090101001095100000005000 0300015230001388   
0601SGA3d       20090101001100100000005000 0300015380001395   
0601SGA3d       20090101001105100000005000 0300015500001400   
0601SGA3d       20090101001110100000005000 0300015630001405   
0601SGA3d       20090101001115100000005000 0300015780001412   
0601SGA3d       20090101001120100000005000 0300015900001416   
0601SGA3d       20090101001125100000005000 0300016050001424   
0601SGA3d       20090101001130100000005000 0300016170001428   
0601SGA3d       20090101001135100000005000 0300016300001433   
0601SGA3d       20090101001140100000005000 0300016450001440   
0601SGA3d       20090101001145100000005000 0300016580001445   
0601SGA3d       20090101001150100000005000 0300016700001449   
0601SGA3d       20090101001155100000005000 0300016850001456   
0601SGA3d       20090101001160100000005000 0300016980001461   
0601SGA3d       20090101001165100000005000 0300017100001465   
0601SGA3d       20090101001170100000005000 0300017250001471   
0601SGA3d       20090101001175100000005000 0300017370001475   
0601SGA3d       20090101001180100000005000 0300017520001482   
0601SGA3d       20090101001185100000005000 0300017650001486   
0601SGA3d       20090101001190100000005000 0300017780001491   
0601SGA3d       20090101001195100000005000 0300017930001497   
0601SGA3d       20090101001200100000005000 0300018050001501   
0601SGA3d       20090101001205100000005000 0300018180001506   
0601SGA3d       20090101001210100000005000 0300018340001513   
0601SGA3d       20090101001215100000005000 0300018480001518   
0601SGA3d       20090101001220100000005000 0300018610001522   
0601SGA3d       20090101001225100000005000 0300018770001529   
0601SGA3d       20090101001230100000005000 0300018910001534   
0601SGA3d       20090101001235100000005000 0300019070001541   
0601SGA3d       20090101001240100000005000 0300019200001545   
0601SGA3d       20090101001245100000005000 0300019340001550   
0601SGA3d       20090101001250100000005000 0300019500001557   
0601SGA3d       20090101001255100000005000 0300019630001561   
0601SGA3d       20090101001260100000005000 0300019770001566   
0601SGA3d       20090101001265100000005000 0300019930001572   
0601SGA3d       20090101001270100000005000 0300020060001576   
0601SGA3d       20090101001275100000005000 0300020220001583   
0601SGA3d       20090101001280100000005000 0300020360001588   
0601SGA3d       20090101001285100000005000 0300020490001591   
0601SGA3d       20090101001290100000005000 0300020650001598   
0601SGA3d       20090101001295100000005000 0300020780001602   
0601SGA3d       20090101001300100000005000 0300020920001606   
0601SGA3d       20090101001305100000005000 0300021080001612   
0601SGA3d       20090101001310100000005000 0300021210001616   
0601SGA3d       20090101001315100000005000 0300021350001620   
0601SGA3d       20090101001320100000005000 0300021510001626   
0601SGA3d       20090101001325100000005000 0300021640001630   
0601SGA3d       20090101001330100000005000 0300021810001637   
0601SGA3d       20090101001335100000005000 0300021940001640   
0601SGA3d       20090101001340100000005000 0300022070001644   
0601SGA3d       20090101001345100000005000 0300022230001650   
0601SGA3d       20090101001350100000005000 0300022370001654   
0601SGA3d       20090101001355100000005000 0300022500001657   
0601SGA3d       20090101001360100000005000 0300022660001663   
0601SGA3d       20090101001365100000005000 0300022800001667   
0601SGA3d       20090101001370100000005000 0300022960001673   
0601SGA3d       20090101001375100000005000 0300023090001676   
0601SGA3d       20090101001380100000005000 0300023230001680   
0601SGA3d       20090101001385100000005000 0300023390001686   
0601SGA3d       20090101001390100000005000 0300023520001689   
0601SGA3d       20090101001395100000005000 0300023660001693   
0601SGA3d       20090101001400100000005000 0300023820001698   
0601SGA3d       20090101001405100000005000 0300023950001702   
0601SGA3d       20090101001410100000005000 0300024090001705   
0601SGA3d       20090101001415100000005000 0300024250001711   
0601SGA3d       20090101001420100000005000 0300024380001714   
0601SGA3d       20090101001425100000005000 0300024540001719   
0601SGA3d       20090101001430100000005000 0300024680001723   
0601SGA3d       20090101001435100000005000 0300024810001726   
0601SGA3d       20090101001440100000005000 0300024970001731   
0601SGA3d       20090101001445100000005000 0300025110001735   
0601SGA3d       20090101001450100000005000 0300025240001738   
0601SGA3d       20090101001455100000005000 0300025400001743   
0601SGA3d       20090101001460100000005000 0300025530001746   
0601SGA3d       20090101001465100000005000 0300025670001749   
0601SGA3d       20090101001470100000005000 0300025830001754   
0601SGA3d       20090101001475100000005000 0300025960001757   
0601SGA3d       20090101001480100000005000 0300026140001763   
0601SGA3d       20090101001485100000005000 0300026280001767   
0601SGA3d       20090101001490100000010000 0300000000001767   
0601SGA3d       20090101001500100000500000 0300000000001959   
0601SGA3d       20090101002000100000500000 0300000000002243   
0601SGA3d       20090101002500100007499900 0300000000002346   
0601SGA4d       20090101000000100000115000 0400000030000027   
0601SGA4d       20090101000115100000005000 0400000030000026   
0601SGA4d       20090101000120100000005000 0400000030000024   
0601SGA4d       20090101000125100000005000 0400000030000024   
0601SGA4d       20090101000130100000005000 0400000030000023   
0601SGA4d       20090101000135100000005000 0400000030000022   
0601SGA4d       20090101000140100000005000 0400000030000021   
0601SGA4d       20090101000145100000005000 0400000030000020   
0601SGA4d       20090101000150100000005000 0400000030000020   
0601SGA4d       20090101000155100000005000 0400000030000019   
0601SGA4d       20090101000160100000005000 0400000030000018   
0601SGA4d       20090101000165100000005000 0400000030000018   
0601SGA4d       20090101000170100000005000 0400000030000017   
0601SGA4d       20090101000175100000005000 0400000030000017   
0601SGA4d       20090101000180100000005000 0400000030000016   
0601SGA4d       20090101000185100000005000 0400000030000016   
0601SGA4d       20090101000190100000005000 0400000030000016   
0601SGA4d       20090101000195100000005000 0400000030000015   
0601SGA4d       20090101000200100000005000 0400000030000015   
0601SGA4d       20090101000205100000005000 0400000030000014   
0601SGA4d       20090101000210100000005000 0400000030000014   
0601SGA4d       20090101000215100000005000 0400000030000014   
0601SGA4d       20090101000220100000005000 0400000030000013   
0601SGA4d       20090101000225100000005000 0400000030000013   
0601SGA4d       20090101000230100000005000 0400000030000013   
0601SGA4d       20090101000235100000005000 0400000030000013   
0601SGA4d       20090101000240100000005000 0400000030000012   
0601SGA4d       20090101000245100000005000 0400000030000012   
0601SGA4d       20090101000250100000005000 0400000030000012   
0601SGA4d       20090101000255100000005000 0400000030000012   
0601SGA4d       20090101000260100000005000 0400000030000011   
0601SGA4d       20090101000265100000005000 0400000030000011   
0601SGA4d       20090101000270100000005000 0400000030000011   
0601SGA4d       20090101000275100000005000 0400000030000011   
0601SGA4d       20090101000280100000005000 0400000030000011   
0601SGA4d       20090101000285100000005000 0400000030000010   
0601SGA4d       20090101000290100000005000 0400000030000010   
0601SGA4d       20090101000295100000005000 0400000030000010   
0601SGA4d       20090101000300100000005000 0400000030000010   
0601SGA4d       20090101000305100000005000 0400000030000010   
0601SGA4d       20090101000310100000005000 0400000030000010   
0601SGA4d       20090101000315100000005000 0400000030000009   
0601SGA4d       20090101000320100000005000 0400000030000009   
0601SGA4d       20090101000325100000005000 0400000030000009   
0601SGA4d       20090101000330100000005000 0400000030000009   
0601SGA4d       20090101000335100000005000 0400000030000009   
0601SGA4d       20090101000340100000005000 0400000030000009   
0601SGA4d       20090101000345100000005000 0400000030000009   
0601SGA4d       20090101000350100000005000 0400000030000009   
0601SGA4d       20090101000355100000005000 0400000050000014   
0601SGA4d       20090101000360100000005000 0400000060000017   
0601SGA4d       20090101000365100000005000 0400000100000027   
0601SGA4d       20090101000370100000005000 0400000140000038   
0601SGA4d       20090101000375100000005000 0400000190000050   
0601SGA4d       20090101000380100000005000 0400000240000063   
0601SGA4d       20090101000385100000005000 0400000290000075   
0601SGA4d       20090101000390100000005000 0400000340000087   
0601SGA4d       20090101000395100000005000 0400000390000098   
0601SGA4d       20090101000400100000005000 0400000450000112   
0601SGA4d       20090101000405100000005000 0400000510000125   
0601SGA4d       20090101000410100000005000 0400000570000138   
0601SGA4d       20090101000415100000005000 0400000630000151   
0601SGA4d       20090101000420100000005000 0400000690000163   
0601SGA4d       20090101000425100000005000 0400000740000173   
0601SGA4d       20090101000430100000005000 0400000800000185   
0601SGA4d       20090101000435100000005000 0400000860000197   
0601SGA4d       20090101000440100000005000 0400000920000208   
0601SGA4d       20090101000445100000005000 0400000980000219   
0601SGA4d       20090101000450100000005000 0400001040000230   
0601SGA4d       20090101000455100000005000 0400001100000240   
0601SGA4d       20090101000460100000005000 0400001160000251   
0601SGA4d       20090101000465100000005000 0400001230000263   
0601SGA4d       20090101000470100000005000 0400001290000273   
0601SGA4d       20090101000475100000005000 0400001350000283   
0601SGA4d       20090101000480100000005000 0400001440000298   
0601SGA4d       20090101000485100000005000 0400001500000308   
0601SGA4d       20090101000490100000005000 0400001570000319   
0601SGA4d       20090101000495100000005000 0400001630000328   
0601SGA4d       20090101000500100000005000 0400001700000338   
0601SGA4d       20090101000505100000005000 0400001760000347   
0601SGA4d       20090101000510100000005000 0400001830000357   
0601SGA4d       20090101000515100000005000 0400001910000369   
0601SGA4d       20090101000520100000005000 0400001990000381   
0601SGA4d       20090101000525100000005000 0400002080000394   
0601SGA4d       20090101000530100000005000 0400002150000404   
0601SGA4d       20090101000535100000005000 0400002230000415   
0601SGA4d       20090101000540100000005000 0400002300000424   
0601SGA4d       20090101000545100000005000 0400002380000435   
0601SGA4d       20090101000550100000005000 0400002460000445   
0601SGA4d       20090101000555100000005000 0400002530000454   
0601SGA4d       20090101000560100000005000 0400002610000464   
0601SGA4d       20090101000565100000005000 0400002680000472   
0601SGA4d       20090101000570100000005000 0400002760000482   
0601SGA4d       20090101000575100000005000 0400002840000492   
0601SGA4d       20090101000580100000005000 0400002910000500   
0601SGA4d       20090101000585100000005000 0400002990000509   
0601SGA4d       20090101000590100000005000 0400003060000516   
0601SGA4d       20090101000595100000005000 0400003140000526   
0601SGA4d       20090101000600100000005000 0400003210000533   
0601SGA4d       20090101000605100000005000 0400003300000543   
0601SGA4d       20090101000610100000005000 0400003380000552   
0601SGA4d       20090101000615100000005000 0400003470000562   
0601SGA4d       20090101000620100000005000 0400003560000572   
0601SGA4d       20090101000625100000005000 0400003640000580   
0601SGA4d       20090101000630100000005000 0400003730000590   
0601SGA4d       20090101000635100000005000 0400003820000599   
0601SGA4d       20090101000640100000005000 0400003920000610   
0601SGA4d       20090101000645100000005000 0400004010000619   
0601SGA4d       20090101000650100000005000 0400004090000627   
0601SGA4d       20090101000655100000005000 0400004180000636   
0601SGA4d       20090101000660100000005000 0400004270000645   
0601SGA4d       20090101000665100000005000 0400004350000652   
0601SGA4d       20090101000670100000005000 0400004440000660   
0601SGA4d       20090101000675100000005000 0400004530000669   
0601SGA4d       20090101000680100000005000 0400004610000675   
0601SGA4d       20090101000685100000005000 0400004710000685   
0601SGA4d       20090101000690100000005000 0400004800000693   
0601SGA4d       20090101000695100000005000 0400004890000701   
0601SGA4d       20090101000700100000005000 0400004980000709   
0601SGA4d       20090101000705100000005000 0400005090000719   
0601SGA4d       20090101000710100000005000 0400005190000728   
0601SGA4d       20090101000715100000005000 0400005280000736   
0601SGA4d       20090101000720100000005000 0400005380000745   
0601SGA4d       20090101000725100000005000 0400005470000752   
0601SGA4d       20090101000730100000005000 0400005580000762   
0601SGA4d       20090101000735100000005000 0400005680000770   
0601SGA4d       20090101000740100000005000 0400005770000777   
0601SGA4d       20090101000745100000005000 0400005860000784   
0601SGA4d       20090101000750100000005000 0400005970000793   
0601SGA4d       20090101000755100000005000 0400006070000801   
0601SGA4d       20090101000760100000005000 0400006170000809   
0601SGA4d       20090101000765100000005000 0400006270000817   
0601SGA4d       20090101000770100000005000 0400006380000826   
0601SGA4d       20090101000775100000005000 0400006500000836   
0601SGA4d       20090101000780100000005000 0400006600000843   
0601SGA4d       20090101000785100000005000 0400006710000852   
0601SGA4d       20090101000790100000005000 0400006810000859   
0601SGA4d       20090101000795100000005000 0400006940000870   
0601SGA4d       20090101000800100000005000 0400007040000877   
0601SGA4d       20090101000805100000005000 0400007140000884   
0601SGA4d       20090101000810100000005000 0400007250000892   
0601SGA4d       20090101000815100000005000 0400007350000899   
0601SGA4d       20090101000820100000005000 0400007470000908   
0601SGA4d       20090101000825100000005000 0400007570000915   
0601SGA4d       20090101000830100000005000 0400007670000921   
0601SGA4d       20090101000835100000005000 0400007770000928   
0601SGA4d       20090101000840100000005000 0400007890000936   
0601SGA4d       20090101000845100000005000 0400007990000943   
0601SGA4d       20090101000850100000005000 0400008090000949   
0601SGA4d       20090101000855100000005000 0400008190000955   
0601SGA4d       20090101000860100000005000 0400008290000961   
0601SGA4d       20090101000865100000005000 0400008410000969   
0601SGA4d       20090101000870100000005000 0400008510000975   
0601SGA4d       20090101000875100000005000 0400008610000981   
0601SGA4d       20090101000880100000005000 0400008710000987   
0601SGA4d       20090101000885100000005000 0400008830000995   
0601SGA4d       20090101000890100000005000 0400008930001001   
0601SGA4d       20090101000895100000005000 0400009030001006   
0601SGA4d       20090101000900100000005000 0400009130001012   
0601SGA4d       20090101000905100000005000 0400009230001017   
0601SGA4d       20090101000910100000005000 0400009340001024   
0601SGA4d       20090101000915100000005000 0400009440001029   
0601SGA4d       20090101000920100000005000 0400009540001034   
0601SGA4d       20090101000925100000005000 0400009640001039   
0601SGA4d       20090101000930100000005000 0400009760001047   
0601SGA4d       20090101000935100000005000 0400009860001052   
0601SGA4d       20090101000940100000005000 0400009960001057   
0601SGA4d       20090101000945100000005000 0400010060001062   
0601SGA4d       20090101000950100000005000 0400010160001067   
0601SGA4d       20090101000955100000005000 0400010280001074   
0601SGA4d       20090101000960100000005000 0400010380001078   
0601SGA4d       20090101000965100000005000 0400010490001084   
0601SGA4d       20090101000970100000005000 0400010600001090   
0601SGA4d       20090101000975100000005000 0400010730001098   
0601SGA4d       20090101000980100000005000 0400010840001103   
0601SGA4d       20090101000985100000005000 0400010950001109   
0601SGA4d       20090101000990100000005000 0400011080001116   
0601SGA4d       20090101000995100000005000 0400011200001123   
0601SGA4d       20090101001000100000005000 0400011340001131   
0601SGA4d       20090101001005100000005000 0400011460001137   
0601SGA4d       20090101001010100000005000 0400011590001145   
0601SGA4d       20090101001015100000005000 0400011710001151   
0601SGA4d       20090101001020100000005000 0400011850001159   
0601SGA4d       20090101001025100000005000 0400011970001165   
0601SGA4d       20090101001030100000005000 0400012090001171   
0601SGA4d       20090101001035100000005000 0400012220001178   
0601SGA4d       20090101001040100000005000 0400012340001184   
0601SGA4d       20090101001045100000005000 0400012480001191   
0601SGA4d       20090101001050100000005000 0400012610001198   
0601SGA4d       20090101001055100000005000 0400012730001204   
0601SGA4d       20090101001060100000005000 0400012880001212   
0601SGA4d       20090101001065100000005000 0400013010001219   
0601SGA4d       20090101001070100000005000 0400013130001224   
0601SGA4d       20090101001075100000005000 0400013280001232   
0601SGA4d       20090101001080100000005000 0400013400001238   
0601SGA4d       20090101001085100000005000 0400013550001246   
0601SGA4d       20090101001090100000005000 0400013680001252   
0601SGA4d       20090101001095100000005000 0400013800001257   
0601SGA4d       20090101001100100000005000 0400013950001265   
0601SGA4d       20090101001105100000005000 0400014070001270   
0601SGA4d       20090101001110100000005000 0400014200001276   
0601SGA4d       20090101001115100000005000 0400014350001284   
0601SGA4d       20090101001120100000005000 0400014470001289   
0601SGA4d       20090101001125100000005000 0400014620001297   
0601SGA4d       20090101001130100000005000 0400014750001302   
0601SGA4d       20090101001135100000005000 0400014870001307   
0601SGA4d       20090101001140100000005000 0400015020001315   
0601SGA4d       20090101001145100000005000 0400015150001320   
0601SGA4d       20090101001150100000005000 0400015270001325   
0601SGA4d       20090101001155100000005000 0400015420001332   
0601SGA4d       20090101001160100000005000 0400015550001338   
0601SGA4d       20090101001165100000005000 0400015670001342   
0601SGA4d       20090101001170100000005000 0400015820001349   
0601SGA4d       20090101001175100000005000 0400015950001355   
0601SGA4d       20090101001180100000005000 0400016100001362   
0601SGA4d       20090101001185100000005000 0400016220001366   
0601SGA4d       20090101001190100000005000 0400016350001371   
0601SGA4d       20090101001195100000005000 0400016500001378   
0601SGA4d       20090101001200100000005000 0400016620001382   
0601SGA4d       20090101001205100000005000 0400016750001387   
0601SGA4d       20090101001210100000005000 0400016900001394   
0601SGA4d       20090101001215100000005000 0400017020001398   
0601SGA4d       20090101001220100000005000 0400017150001403   
0601SGA4d       20090101001225100000005000 0400017300001409   
0601SGA4d       20090101001230100000005000 0400017420001413   
0601SGA4d       20090101001235100000005000 0400017570001420   
0601SGA4d       20090101001240100000005000 0400017700001425   
0601SGA4d       20090101001245100000005000 0400017820001428   
0601SGA4d       20090101001250100000005000 0400017970001435   
0601SGA4d       20090101001255100000005000 0400018100001439   
0601SGA4d       20090101001260100000005000 0400018220001443   
0601SGA4d       20090101001265100000005000 0400018370001449   
0601SGA4d       20090101001270100000005000 0400018510001455   
0601SGA4d       20090101001275100000005000 0400018670001461   
0601SGA4d       20090101001280100000005000 0400018800001466   
0601SGA4d       20090101001285100000005000 0400018940001471   
0601SGA4d       20090101001290100000005000 0400019100001478   
0601SGA4d       20090101001295100000005000 0400019230001482   
0601SGA4d       20090101001300100000005000 0400019370001487   
0601SGA4d       20090101001305100000005000 0400019530001494   
0601SGA4d       20090101001310100000005000 0400019660001498   
0601SGA4d       20090101001315100000005000 0400019800001503   
0601SGA4d       20090101001320100000005000 0400019960001509   
0601SGA4d       20090101001325100000005000 0400020090001513   
0601SGA4d       20090101001330100000005000 0400020250001520   
0601SGA4d       20090101001335100000005000 0400020390001524   
0601SGA4d       20090101001340100000005000 0400020520001528   
0601SGA4d       20090101001345100000005000 0400020680001535   
0601SGA4d       20090101001350100000005000 0400020820001539   
0601SGA4d       20090101001355100000005000 0400020950001543   
0601SGA4d       20090101001360100000005000 0400021110001549   
0601SGA4d       20090101001365100000005000 0400021250001554   
0601SGA4d       20090101001370100000005000 0400021410001560   
0601SGA4d       20090101001375100000005000 0400021540001564   
0601SGA4d       20090101001380100000005000 0400021680001568   
0601SGA4d       20090101001385100000005000 0400021840001574   
0601SGA4d       20090101001390100000005000 0400021970001578   
0601SGA4d       20090101001395100000005000 0400022110001582   
0601SGA4d       20090101001400100000005000 0400022270001588   
0601SGA4d       20090101001405100000005000 0400022400001591   
0601SGA4d       20090101001410100000005000 0400022530001595   
0601SGA4d       20090101001415100000005000 0400022690001601   
0601SGA4d       20090101001420100000005000 0400022830001605   
0601SGA4d       20090101001425100000005000 0400022990001611   
0601SGA4d       20090101001430100000005000 0400023120001614   
0601SGA4d       20090101001435100000005000 0400023260001618   
0601SGA4d       20090101001440100000005000 0400023420001624   
0601SGA4d       20090101001445100000005000 0400023550001627   
0601SGA4d       20090101001450100000005000 0400023690001631   
0601SGA4d       20090101001455100000005000 0400023850001636   
