00SG               20081219                                                                                   
0601SGB4+       20090101001415100000005000 0400017990001269   
0601SGB4+       20090101001420100000005000 0400018090001272   
0601SGB4+       20090101001425100000005000 0400018240001278   
0601SGB4+       20090101001430100000005000 0400018390001284   
0601SGB4+       20090101001435100000005000 0400018500001287   
0601SGB4+       20090101001440100000005000 0400018650001293   
0601SGB4+       20090101001445100000005000 0400018790001298   
0601SGB4+       20090101001450100000005000 0400018900001301   
0601SGB4+       20090101001455100000005000 0400019050001307   
0601SGB4+       20090101001460100000005000 0400019200001313   
0601SGB4+       20090101001465100000005000 0400019300001315   
0601SGB4+       20090101001470100000005000 0400019450001321   
0601SGB4+       20090101001475100000005000 0400019600001327   
0601SGB4+       20090101001480100000005000 0400019750001332   
0601SGB4+       20090101001485100000005000 0400019860001335   
0601SGB4+       20090101001490100000010000 0400000000001338   
0601SGB4+       20090101001500100000500000 0400000000001595   
0601SGB4+       20090101002000100000500000 0400000000002012   
0601SGB4+       20090101002500100007499900 0400000000002157   
0601SGB5+       20090101000000100000115000 0500000030000027   
0601SGB5+       20090101000115100000005000 0500000030000026   
0601SGB5+       20090101000120100000005000 0500000030000024   
0601SGB5+       20090101000125100000005000 0500000030000024   
0601SGB5+       20090101000130100000005000 0500000030000023   
0601SGB5+       20090101000135100000005000 0500000030000022   
0601SGB5+       20090101000140100000005000 0500000030000021   
0601SGB5+       20090101000145100000005000 0500000030000020   
0601SGB5+       20090101000150100000005000 0500000030000020   
0601SGB5+       20090101000155100000005000 0500000030000019   
0601SGB5+       20090101000160100000005000 0500000030000018   
0601SGB5+       20090101000165100000005000 0500000030000018   
0601SGB5+       20090101000170100000005000 0500000030000017   
0601SGB5+       20090101000175100000005000 0500000030000017   
0601SGB5+       20090101000180100000005000 0500000030000016   
0601SGB5+       20090101000185100000005000 0500000030000016   
0601SGB5+       20090101000190100000005000 0500000030000016   
0601SGB5+       20090101000195100000005000 0500000030000015   
0601SGB5+       20090101000200100000005000 0500000030000015   
0601SGB5+       20090101000205100000005000 0500000030000014   
0601SGB5+       20090101000210100000005000 0500000030000014   
0601SGB5+       20090101000215100000005000 0500000030000014   
0601SGB5+       20090101000220100000005000 0500000030000013   
0601SGB5+       20090101000225100000005000 0500000030000013   
0601SGB5+       20090101000230100000005000 0500000030000013   
0601SGB5+       20090101000235100000005000 0500000030000013   
0601SGB5+       20090101000240100000005000 0500000030000012   
0601SGB5+       20090101000245100000005000 0500000030000012   
0601SGB5+       20090101000250100000005000 0500000030000012   
0601SGB5+       20090101000255100000005000 0500000030000012   
0601SGB5+       20090101000260100000005000 0500000030000011   
0601SGB5+       20090101000265100000005000 0500000030000011   
0601SGB5+       20090101000270100000005000 0500000030000011   
0601SGB5+       20090101000275100000005000 0500000030000011   
0601SGB5+       20090101000280100000005000 0500000030000011   
0601SGB5+       20090101000285100000005000 0500000030000010   
0601SGB5+       20090101000290100000005000 0500000030000010   
0601SGB5+       20090101000295100000005000 0500000030000010   
0601SGB5+       20090101000300100000005000 0500000030000010   
0601SGB5+       20090101000305100000005000 0500000030000010   
0601SGB5+       20090101000310100000005000 0500000030000010   
0601SGB5+       20090101000315100000005000 0500000030000009   
0601SGB5+       20090101000320100000005000 0500000030000009   
0601SGB5+       20090101000325100000005000 0500000030000009   
0601SGB5+       20090101000330100000005000 0500000030000009   
0601SGB5+       20090101000335100000005000 0500000030000009   
0601SGB5+       20090101000340100000005000 0500000030000009   
0601SGB5+       20090101000345100000005000 0500000030000009   
0601SGB5+       20090101000350100000005000 0500000030000009   
0601SGB5+       20090101000355100000005000 0500000030000008   
0601SGB5+       20090101000360100000005000 0500000030000008   
0601SGB5+       20090101000365100000005000 0500000030000008   
0601SGB5+       20090101000370100000005000 0500000030000008   
0601SGB5+       20090101000375100000005000 0500000030000008   
0601SGB5+       20090101000380100000005000 0500000030000008   
0601SGB5+       20090101000385100000005000 0500000030000008   
0601SGB5+       20090101000390100000005000 0500000030000008   
0601SGB5+       20090101000395100000005000 0500000030000008   
0601SGB5+       20090101000400100000005000 0500000030000007   
0601SGB5+       20090101000405100000005000 0500000030000007   
0601SGB5+       20090101000410100000005000 0500000030000007   
0601SGB5+       20090101000415100000005000 0500000030000007   
0601SGB5+       20090101000420100000005000 0500000030000007   
0601SGB5+       20090101000425100000005000 0500000030000007   
0601SGB5+       20090101000430100000005000 0500000030000007   
0601SGB5+       20090101000435100000005000 0500000030000007   
0601SGB5+       20090101000440100000005000 0500000030000007   
0601SGB5+       20090101000445100000005000 0500000030000007   
0601SGB5+       20090101000450100000005000 0500000030000007   
0601SGB5+       20090101000455100000005000 0500000030000007   
0601SGB5+       20090101000460100000005000 0500000030000006   
0601SGB5+       20090101000465100000005000 0500000030000006   
0601SGB5+       20090101000470100000005000 0500000030000006   
0601SGB5+       20090101000475100000005000 0500000030000006   
0601SGB5+       20090101000480100000005000 0500000030000006   
0601SGB5+       20090101000485100000005000 0500000030000006   
0601SGB5+       20090101000490100000005000 0500000030000006   
0601SGB5+       20090101000495100000005000 0500000030000006   
0601SGB5+       20090101000500100000005000 0500000030000006   
0601SGB5+       20090101000505100000005000 0500000030000006   
0601SGB5+       20090101000510100000005000 0500000030000006   
0601SGB5+       20090101000515100000005000 0500000060000012   
0601SGB5+       20090101000520100000005000 0500000080000015   
0601SGB5+       20090101000525100000005000 0500000100000019   
0601SGB5+       20090101000530100000005000 0500000130000024   
0601SGB5+       20090101000535100000005000 0500000180000033   
0601SGB5+       20090101000540100000005000 0500000210000039   
0601SGB5+       20090101000545100000005000 0500000270000049   
0601SGB5+       20090101000550100000005000 0500000310000056   
0601SGB5+       20090101000555100000005000 0500000350000063   
0601SGB5+       20090101000560100000005000 0500000410000073   
0601SGB5+       20090101000565100000005000 0500000450000079   
0601SGB5+       20090101000570100000005000 0500000520000091   
0601SGB5+       20090101000575100000005000 0500000570000099   
0601SGB5+       20090101000580100000005000 0500000640000110   
0601SGB5+       20090101000585100000005000 0500000680000116   
0601SGB5+       20090101000590100000005000 0500000750000127   
0601SGB5+       20090101000595100000005000 0500000800000134   
0601SGB5+       20090101000600100000005000 0500000880000146   
0601SGB5+       20090101000605100000005000 0500000930000153   
0601SGB5+       20090101000610100000005000 0500001000000163   
0601SGB5+       20090101000615100000005000 0500001050000170   
0601SGB5+       20090101000620100000005000 0500001100000177   
0601SGB5+       20090101000625100000005000 0500001180000188   
0601SGB5+       20090101000630100000005000 0500001230000194   
0601SGB5+       20090101000635100000005000 0500001300000204   
0601SGB5+       20090101000640100000005000 0500001350000210   
0601SGB5+       20090101000645100000005000 0500001430000221   
0601SGB5+       20090101000650100000005000 0500001480000227   
0601SGB5+       20090101000655100000005000 0500001550000236   
0601SGB5+       20090101000660100000005000 0500001600000242   
0601SGB5+       20090101000665100000005000 0500001680000252   
0601SGB5+       20090101000670100000005000 0500001730000257   
0601SGB5+       20090101000675100000005000 0500001800000266   
0601SGB5+       20090101000680100000005000 0500001850000271   
0601SGB5+       20090101000685100000005000 0500001900000276   
0601SGB5+       20090101000690100000005000 0500001980000286   
0601SGB5+       20090101000695100000005000 0500002030000291   
0601SGB5+       20090101000700100000005000 0500002120000302   
0601SGB5+       20090101000705100000005000 0500002190000310   
0601SGB5+       20090101000710100000005000 0500002280000320   
0601SGB5+       20090101000715100000005000 0500002340000326   
0601SGB5+       20090101000720100000005000 0500002420000335   
0601SGB5+       20090101000725100000005000 0500002480000341   
0601SGB5+       20090101000730100000005000 0500002570000351   
0601SGB5+       20090101000735100000005000 0500002630000357   
0601SGB5+       20090101000740100000005000 0500002710000365   
0601SGB5+       20090101000745100000005000 0500002770000371   
0601SGB5+       20090101000750100000005000 0500002830000376   
0601SGB5+       20090101000755100000005000 0500002920000385   
0601SGB5+       20090101000760100000005000 0500002970000390   
0601SGB5+       20090101000765100000005000 0500003060000399   
0601SGB5+       20090101000770100000005000 0500003120000404   
0601SGB5+       20090101000775100000005000 0500003210000413   
0601SGB5+       20090101000780100000005000 0500003260000417   
0601SGB5+       20090101000785100000005000 0500003350000425   
0601SGB5+       20090101000790100000005000 0500003410000430   
0601SGB5+       20090101000795100000005000 0500003500000439   
0601SGB5+       20090101000800100000005000 0500003550000442   
0601SGB5+       20090101000805100000005000 0500003640000451   
0601SGB5+       20090101000810100000005000 0500003700000455   
0601SGB5+       20090101000815100000005000 0500003790000464   
0601SGB5+       20090101000820100000005000 0500003870000471   
0601SGB5+       20090101000825100000005000 0500003930000475   
0601SGB5+       20090101000830100000005000 0500004020000483   
0601SGB5+       20090101000835100000005000 0500004090000488   
0601SGB5+       20090101000840100000005000 0500004190000497   
0601SGB5+       20090101000845100000005000 0500004290000506   
0601SGB5+       20090101000850100000005000 0500004360000511   
0601SGB5+       20090101000855100000005000 0500004460000520   
0601SGB5+       20090101000860100000005000 0500004520000524   
0601SGB5+       20090101000865100000005000 0500004620000533   
0601SGB5+       20090101000870100000005000 0500004720000541   
0601SGB5+       20090101000875100000005000 0500004790000546   
0601SGB5+       20090101000880100000005000 0500004890000554   
0601SGB5+       20090101000885100000005000 0500004990000562   
0601SGB5+       20090101000890100000005000 0500005060000567   
0601SGB5+       20090101000895100000005000 0500005160000575   
0601SGB5+       20090101000900100000005000 0500005230000580   
0601SGB5+       20090101000905100000005000 0500005340000588   
0601SGB5+       20090101000910100000005000 0500005440000596   
0601SGB5+       20090101000915100000005000 0500005510000601   
0601SGB5+       20090101000920100000005000 0500005620000609   
0601SGB5+       20090101000925100000005000 0500005690000613   
0601SGB5+       20090101000930100000005000 0500005800000622   
0601SGB5+       20090101000935100000005000 0500005900000629   
0601SGB5+       20090101000940100000005000 0500005970000633   
0601SGB5+       20090101000945100000005000 0500006070000641   
0601SGB5+       20090101000950100000005000 0500006150000646   
0601SGB5+       20090101000955100000005000 0500006250000653   
0601SGB5+       20090101000960100000005000 0500006350000660   
0601SGB5+       20090101000965100000005000 0500006430000665   
0601SGB5+       20090101000970100000005000 0500006540000672   
0601SGB5+       20090101000975100000005000 0500006650000680   
0601SGB5+       20090101000980100000005000 0500006720000684   
0601SGB5+       20090101000985100000005000 0500006830000692   
0601SGB5+       20090101000990100000005000 0500006910000696   
0601SGB5+       20090101000995100000005000 0500007020000704   
0601SGB5+       20090101001000100000005000 0500007130000711   
0601SGB5+       20090101001005100000005000 0500007200000715   
0601SGB5+       20090101001010100000005000 0500007310000722   
0601SGB5+       20090101001015100000005000 0500007390000726   
0601SGB5+       20090101001020100000005000 0500007510000734   
0601SGB5+       20090101001025100000005000 0500007630000743   
0601SGB5+       20090101001030100000005000 0500007720000748   
0601SGB5+       20090101001035100000005000 0500007840000756   
0601SGB5+       20090101001040100000005000 0500007930000761   
0601SGB5+       20090101001045100000005000 0500008050000768   
0601SGB5+       20090101001050100000005000 0500008170000776   
0601SGB5+       20090101001055100000005000 0500008250000780   
0601SGB5+       20090101001060100000005000 0500008360000787   
0601SGB5+       20090101001065100000005000 0500008480000794   
0601SGB5+       20090101001070100000005000 0500008560000798   
0601SGB5+       20090101001075100000005000 0500008680000806   
0601SGB5+       20090101001080100000005000 0500008790000812   
0601SGB5+       20090101001085100000005000 0500008910000819   
0601SGB5+       20090101001090100000005000 0500008990000823   
0601SGB5+       20090101001095100000005000 0500009110000830   
0601SGB5+       20090101001100100000005000 0500009220000836   
0601SGB5+       20090101001105100000005000 0500009310000841   
0601SGB5+       20090101001110100000005000 0500009420000847   
0601SGB5+       20090101001115100000005000 0500009540000854   
0601SGB5+       20090101001120100000005000 0500009620000857   
0601SGB5+       20090101001125100000005000 0500009750000865   
0601SGB5+       20090101001130100000005000 0500009870000872   
0601SGB5+       20090101001135100000005000 0500009950000875   
0601SGB5+       20090101001140100000005000 0500010080000882   
0601SGB5+       20090101001145100000005000 0500010200000889   
0601SGB5+       20090101001150100000005000 0500010280000892   
0601SGB5+       20090101001155100000005000 0500010410000899   
0601SGB5+       20090101001160100000005000 0500010520000905   
0601SGB5+       20090101001165100000005000 0500010610000909   
0601SGB5+       20090101001170100000005000 0500010730000915   
0601SGB5+       20090101001175100000005000 0500010850000921   
0601SGB5+       20090101001180100000005000 0500010980000929   
0601SGB5+       20090101001185100000005000 0500011060000931   
0601SGB5+       20090101001190100000005000 0500011180000938   
0601SGB5+       20090101001195100000005000 0500011300000944   
0601SGB5+       20090101001200100000005000 0500011390000947   
0601SGB5+       20090101001205100000005000 0500011510000953   
0601SGB5+       20090101001210100000005000 0500011630000959   
0601SGB5+       20090101001215100000005000 0500011720000963   
0601SGB5+       20090101001220100000005000 0500011840000969   
0601SGB5+       20090101001225100000005000 0500011960000974   
0601SGB5+       20090101001230100000005000 0500012050000978   
0601SGB5+       20090101001235100000005000 0500012170000983   
0601SGB5+       20090101001240100000005000 0500012290000989   
0601SGB5+       20090101001245100000005000 0500012380000992   
0601SGB5+       20090101001250100000005000 0500012500000998   
0601SGB5+       20090101001255100000005000 0500012630001004   
0601SGB5+       20090101001260100000005000 0500012710001007   
0601SGB5+       20090101001265100000005000 0500012840001013   
0601SGB5+       20090101001270100000005000 0500012970001019   
0601SGB5+       20090101001275100000005000 0500013090001025   
0601SGB5+       20090101001280100000005000 0500013180001028   
0601SGB5+       20090101001285100000005000 0500013310001034   
0601SGB5+       20090101001290100000005000 0500013440001040   
0601SGB5+       20090101001295100000005000 0500013530001043   
0601SGB5+       20090101001300100000005000 0500013650001048   
0601SGB5+       20090101001305100000005000 0500013780001054   
0601SGB5+       20090101001310100000005000 0500013870001057   
0601SGB5+       20090101001315100000005000 0500014000001063   
0601SGB5+       20090101001320100000005000 0500014140001069   
0601SGB5+       20090101001325100000005000 0500014240001073   
0601SGB5+       20090101001330100000005000 0500014380001079   
0601SGB5+       20090101001335100000005000 0500014520001086   
0601SGB5+       20090101001340100000005000 0500014620001089   
0601SGB5+       20090101001345100000005000 0500014760001095   
0601SGB5+       20090101001350100000005000 0500014900001102   
0601SGB5+       20090101001355100000005000 0500014990001104   
0601SGB5+       20090101001360100000005000 0500015130001110   
0601SGB5+       20090101001365100000005000 0500015270001117   
0601SGB5+       20090101001370100000005000 0500015420001123   
0601SGB5+       20090101001375100000005000 0500015520001127   
0601SGB5+       20090101001380100000005000 0500015660001133   
0601SGB5+       20090101001385100000005000 0500015810001139   
0601SGB5+       20090101001390100000005000 0500015910001143   
0601SGB5+       20090101001395100000005000 0500016050001148   
0601SGB5+       20090101001400100000005000 0500016200001155   
0601SGB5+       20090101001405100000005000 0500016300001158   
0601SGB5+       20090101001410100000005000 0500016440001164   
0601SGB5+       20090101001415100000005000 0500016590001170   
0601SGB5+       20090101001420100000005000 0500016690001173   
0601SGB5+       20090101001425100000005000 0500016840001180   
0601SGB5+       20090101001430100000005000 0500016980001185   
0601SGB5+       20090101001435100000005000 0500017080001188   
0601SGB5+       20090101001440100000005000 0500017230001194   
0601SGB5+       20090101001445100000005000 0500017370001200   
0601SGB5+       20090101001450100000005000 0500017470001203   
0601SGB5+       20090101001455100000005000 0500017620001209   
0601SGB5+       20090101001460100000005000 0500017760001214   
0601SGB5+       20090101001465100000005000 0500017860001217   
0601SGB5+       20090101001470100000005000 0500018010001223   
0601SGB5+       20090101001475100000005000 0500018160001229   
0601SGB5+       20090101001480100000005000 0500018310001235   
0601SGB5+       20090101001485100000005000 0500018410001238   
0601SGB5+       20090101001490100000010000 0500000000001241   
0601SGB5+       20090101001500100000500000 0500000000001487   
0601SGB5+       20090101002000100000500000 0500000000001927   
0601SGB5+       20090101002500100007499900 0500000000002081   
0601SGB6+       20090101000000100000115000 0600000030000027   
0601SGB6+       20090101000115100000005000 0600000030000026   
0601SGB6+       20090101000120100000005000 0600000030000024   
0601SGB6+       20090101000125100000005000 0600000030000024   
0601SGB6+       20090101000130100000005000 0600000030000023   
0601SGB6+       20090101000135100000005000 0600000030000022   
0601SGB6+       20090101000140100000005000 0600000030000021   
0601SGB6+       20090101000145100000005000 0600000030000020   
0601SGB6+       20090101000150100000005000 0600000030000020   
0601SGB6+       20090101000155100000005000 0600000030000019   
0601SGB6+       20090101000160100000005000 0600000030000018   
0601SGB6+       20090101000165100000005000 0600000030000018   
0601SGB6+       20090101000170100000005000 0600000030000017   
0601SGB6+       20090101000175100000005000 0600000030000017   
0601SGB6+       20090101000180100000005000 0600000030000016   
0601SGB6+       20090101000185100000005000 0600000030000016   
0601SGB6+       20090101000190100000005000 0600000030000016   
0601SGB6+       20090101000195100000005000 0600000030000015   
0601SGB6+       20090101000200100000005000 0600000030000015   
0601SGB6+       20090101000205100000005000 0600000030000014   
0601SGB6+       20090101000210100000005000 0600000030000014   
0601SGB6+       20090101000215100000005000 0600000030000014   
0601SGB6+       20090101000220100000005000 0600000030000013   
0601SGB6+       20090101000225100000005000 0600000030000013   
0601SGB6+       20090101000230100000005000 0600000030000013   
0601SGB6+       20090101000235100000005000 0600000030000013   
0601SGB6+       20090101000240100000005000 0600000030000012   
0601SGB6+       20090101000245100000005000 0600000030000012   
0601SGB6+       20090101000250100000005000 0600000030000012   
0601SGB6+       20090101000255100000005000 0600000030000012   
0601SGB6+       20090101000260100000005000 0600000030000011   
0601SGB6+       20090101000265100000005000 0600000030000011   
0601SGB6+       20090101000270100000005000 0600000030000011   
0601SGB6+       20090101000275100000005000 0600000030000011   
0601SGB6+       20090101000280100000005000 0600000030000011   
0601SGB6+       20090101000285100000005000 0600000030000010   
0601SGB6+       20090101000290100000005000 0600000030000010   
0601SGB6+       20090101000295100000005000 0600000030000010   
0601SGB6+       20090101000300100000005000 0600000030000010   
0601SGB6+       20090101000305100000005000 0600000030000010   
0601SGB6+       20090101000310100000005000 0600000030000010   
0601SGB6+       20090101000315100000005000 0600000030000009   
0601SGB6+       20090101000320100000005000 0600000030000009   
0601SGB6+       20090101000325100000005000 0600000030000009   
0601SGB6+       20090101000330100000005000 0600000030000009   
0601SGB6+       20090101000335100000005000 0600000030000009   
0601SGB6+       20090101000340100000005000 0600000030000009   
0601SGB6+       20090101000345100000005000 0600000030000009   
0601SGB6+       20090101000350100000005000 0600000030000009   
0601SGB6+       20090101000355100000005000 0600000030000008   
0601SGB6+       20090101000360100000005000 0600000030000008   
0601SGB6+       20090101000365100000005000 0600000030000008   
0601SGB6+       20090101000370100000005000 0600000030000008   
0601SGB6+       20090101000375100000005000 0600000030000008   
0601SGB6+       20090101000380100000005000 0600000030000008   
0601SGB6+       20090101000385100000005000 0600000030000008   
0601SGB6+       20090101000390100000005000 0600000030000008   
0601SGB6+       20090101000395100000005000 0600000030000008   
0601SGB6+       20090101000400100000005000 0600000030000007   
0601SGB6+       20090101000405100000005000 0600000030000007   
0601SGB6+       20090101000410100000005000 0600000030000007   
0601SGB6+       20090101000415100000005000 0600000030000007   
0601SGB6+       20090101000420100000005000 0600000030000007   
0601SGB6+       20090101000425100000005000 0600000030000007   
0601SGB6+       20090101000430100000005000 0600000030000007   
0601SGB6+       20090101000435100000005000 0600000030000007   
0601SGB6+       20090101000440100000005000 0600000030000007   
0601SGB6+       20090101000445100000005000 0600000030000007   
0601SGB6+       20090101000450100000005000 0600000030000007   
0601SGB6+       20090101000455100000005000 0600000030000007   
0601SGB6+       20090101000460100000005000 0600000030000006   
0601SGB6+       20090101000465100000005000 0600000030000006   
0601SGB6+       20090101000470100000005000 0600000030000006   
0601SGB6+       20090101000475100000005000 0600000030000006   
0601SGB6+       20090101000480100000005000 0600000030000006   
0601SGB6+       20090101000485100000005000 0600000030000006   
0601SGB6+       20090101000490100000005000 0600000030000006   
0601SGB6+       20090101000495100000005000 0600000030000006   
0601SGB6+       20090101000500100000005000 0600000030000006   
0601SGB6+       20090101000505100000005000 0600000030000006   
0601SGB6+       20090101000510100000005000 0600000030000006   
0601SGB6+       20090101000515100000005000 0600000030000006   
0601SGB6+       20090101000520100000005000 0600000030000006   
0601SGB6+       20090101000525100000005000 0600000030000006   
0601SGB6+       20090101000530100000005000 0600000030000006   
0601SGB6+       20090101000535100000005000 0600000030000006   
0601SGB6+       20090101000540100000005000 0600000030000006   
0601SGB6+       20090101000545100000005000 0600000030000005   
0601SGB6+       20090101000550100000005000 0600000030000005   
0601SGB6+       20090101000555100000005000 0600000030000005   
0601SGB6+       20090101000560100000005000 0600000030000005   
0601SGB6+       20090101000565100000005000 0600000030000005   
0601SGB6+       20090101000570100000005000 0600000030000005   
0601SGB6+       20090101000575100000005000 0600000030000005   
0601SGB6+       20090101000580100000005000 0600000030000005   
0601SGB6+       20090101000585100000005000 0600000030000005   
0601SGB6+       20090101000590100000005000 0600000080000014   
0601SGB6+       20090101000595100000005000 0600000130000022   
0601SGB6+       20090101000600100000005000 0600000200000033   
0601SGB6+       20090101000605100000005000 0600000250000041   
0601SGB6+       20090101000610100000005000 0600000330000054   
0601SGB6+       20090101000615100000005000 0600000380000062   
0601SGB6+       20090101000620100000005000 0600000430000069   
0601SGB6+       20090101000625100000005000 0600000500000080   
0601SGB6+       20090101000630100000005000 0600000550000087   
0601SGB6+       20090101000635100000005000 0600000630000099   
0601SGB6+       20090101000640100000005000 0600000650000101   
0601SGB6+       20090101000645100000005000 0600000720000111   
0601SGB6+       20090101000650100000005000 0600000750000115   
0601SGB6+       20090101000655100000005000 0600000820000125   
0601SGB6+       20090101000660100000005000 0600000860000130   
0601SGB6+       20090101000665100000005000 0600000930000139   
0601SGB6+       20090101000670100000005000 0600000970000144   
0601SGB6+       20090101000675100000005000 0600001030000152   
0601SGB6+       20090101000680100000005000 0600001070000157   
0601SGB6+       20090101000685100000005000 0600001110000161   
0601SGB6+       20090101000690100000005000 0600001180000170   
0601SGB6+       20090101000695100000005000 0600001230000176   
0601SGB6+       20090101000700100000005000 0600001300000185   
0601SGB6+       20090101000705100000005000 0600001400000198   
0601SGB6+       20090101000710100000005000 0600001480000208   
0601SGB6+       20090101000715100000005000 0600001540000215   
0601SGB6+       20090101000720100000005000 0600001630000226   
0601SGB6+       20090101000725100000005000 0600001690000232   
0601SGB6+       20090101000730100000005000 0600001770000242   
0601SGB6+       20090101000735100000005000 0600001830000248   
0601SGB6+       20090101000740100000005000 0600001920000259   
0601SGB6+       20090101000745100000005000 0600001980000265   
0601SGB6+       20090101000750100000005000 0600002040000271   
0601SGB6+       20090101000755100000005000 0600002120000280   
0601SGB6+       20090101000760100000005000 0600002180000286   
0601SGB6+       20090101000765100000005000 0600002270000296   
0601SGB6+       20090101000770100000005000 0600002330000302   
0601SGB6+       20090101000775100000005000 0600002410000310   
0601SGB6+       20090101000780100000005000 0600002460000314   
0601SGB6+       20090101000785100000005000 0600002530000321   
0601SGB6+       20090101000790100000005000 0600002580000326   
0601SGB6+       20090101000795100000005000 0600002660000334   
0601SGB6+       20090101000800100000005000 0600002710000338   
0601SGB6+       20090101000805100000005000 0600002780000344   
0601SGB6+       20090101000810100000005000 0600002830000348   
0601SGB6+       20090101000815100000005000 0600002900000355   
0601SGB6+       20090101000820100000005000 0600002970000361   
0601SGB6+       20090101000825100000005000 0600003020000365   
0601SGB6+       20090101000830100000005000 0600003100000372   
0601SGB6+       20090101000835100000005000 0600003160000377   
0601SGB6+       20090101000840100000005000 0600003260000387   
0601SGB6+       20090101000845100000005000 0600003350000395   
0601SGB6+       20090101000850100000005000 0600003420000401   
0601SGB6+       20090101000855100000005000 0600003510000409   
0601SGB6+       20090101000860100000005000 0600003580000415   
0601SGB6+       20090101000865100000005000 0600003670000423   
0601SGB6+       20090101000870100000005000 0600003770000432   
0601SGB6+       20090101000875100000005000 0600003830000436   
0601SGB6+       20090101000880100000005000 0600003930000445   
0601SGB6+       20090101000885100000005000 0600004020000453   
0601SGB6+       20090101000890100000005000 0600004080000457   
0601SGB6+       20090101000895100000005000 0600004190000467   
0601SGB6+       20090101000900100000005000 0600004250000471   
0601SGB6+       20090101000905100000005000 0600004350000479   
0601SGB6+       20090101000910100000005000 0600004450000488   
0601SGB6+       20090101000915100000005000 0600004520000493   
0601SGB6+       20090101000920100000005000 0600004620000501   
0601SGB6+       20090101000925100000005000 0600004690000506   
0601SGB6+       20090101000930100000005000 0600004790000514   
0601SGB6+       20090101000935100000005000 0600004890000522   
0601SGB6+       20090101000940100000005000 0600004960000526   
0601SGB6+       20090101000945100000005000 0600005060000534   
0601SGB6+       20090101000950100000005000 0600005120000538   
0601SGB6+       20090101000955100000005000 0600005220000545   
0601SGB6+       20090101000960100000005000 0600005330000554   
0601SGB6+       20090101000965100000005000 0600005390000557   
0601SGB6+       20090101000970100000005000 0600005490000565   
0601SGB6+       20090101000975100000005000 0600005580000571   
0601SGB6+       20090101000980100000005000 0600005650000575   
0601SGB6+       20090101000985100000005000 0600005740000581   
0601SGB6+       20090101000990100000005000 0600005810000585   
0601SGB6+       20090101000995100000005000 0600005910000592   
0601SGB6+       20090101001000100000005000 0600006010000600   
0601SGB6+       20090101001005100000005000 0600006080000603   
0601SGB6+       20090101001010100000005000 0600006180000610   
0601SGB6+       20090101001015100000005000 0600006260000615   
0601SGB6+       20090101001020100000005000 0600006380000624   
0601SGB6+       20090101001025100000005000 0600006510000634   
0601SGB6+       20090101001030100000005000 0600006600000639   
0601SGB6+       20090101001035100000005000 0600006730000649   
0601SGB6+       20090101001040100000005000 0600006820000654   
0601SGB6+       20090101001045100000005000 0600006950000663   
0601SGB6+       20090101001050100000005000 0600007070000672   
0601SGB6+       20090101001055100000005000 0600007150000676   
0601SGB6+       20090101001060100000005000 0600007260000683   
0601SGB6+       20090101001065100000005000 0600007370000690   
0601SGB6+       20090101001070100000005000 0600007450000695   
0601SGB6+       20090101001075100000005000 0600007560000702   
0601SGB6+       20090101001080100000005000 0600007670000709   
0601SGB6+       20090101001085100000005000 0600007780000715   
0601SGB6+       20090101001090100000005000 0600007860000719   
0601SGB6+       20090101001095100000005000 0600007970000726   
0601SGB6+       20090101001100100000005000 0600008080000733   
0601SGB6+       20090101001105100000005000 0600008160000737   
0601SGB6+       20090101001110100000005000 0600008270000743   
0601SGB6+       20090101001115100000005000 0600008390000751   
0601SGB6+       20090101001120100000005000 0600008470000755   
0601SGB6+       20090101001125100000005000 0600008590000762   
0601SGB6+       20090101001130100000005000 0600008710000769   
0601SGB6+       20090101001135100000005000 0600008800000774   
0601SGB6+       20090101001140100000005000 0600008920000781   
0601SGB6+       20090101001145100000005000 0600009040000788   
0601SGB6+       20090101001150100000005000 0600009130000792   
0601SGB6+       20090101001155100000005000 0600009250000799   
0601SGB6+       20090101001160100000005000 0600009370000806   
0601SGB6+       20090101001165100000005000 0600009450000809   
0601SGB6+       20090101001170100000005000 0600009580000817   
0601SGB6+       20090101001175100000005000 0600009700000824   
0601SGB6+       20090101001180100000005000 0600009820000830   
0601SGB6+       20090101001185100000005000 0600009910000835   
0601SGB6+       20090101001190100000005000 0600010020000840   
0601SGB6+       20090101001195100000005000 0600010140000847   
0601SGB6+       20090101001200100000005000 0600010220000850   
0601SGB6+       20090101001205100000005000 0600010340000856   
0601SGB6+       20090101001210100000005000 0600010460000863   
0601SGB6+       20090101001215100000005000 0600010540000866   
0601SGB6+       20090101001220100000005000 0600010650000871   
0601SGB6+       20090101001225100000005000 0600010770000877   
0601SGB6+       20090101001230100000005000 0600010850000880   
0601SGB6+       20090101001235100000005000 0600010970000886   
0601SGB6+       20090101001240100000005000 0600011080000892   
0601SGB6+       20090101001245100000005000 0600011170000895   
0601SGB6+       20090101001250100000005000 0600011290000901   
0601SGB6+       20090101001255100000005000 0600011410000907   
0601SGB6+       20090101001260100000005000 0600011500000911   
0601SGB6+       20090101001265100000005000 0600011620000917   
0601SGB6+       20090101001270100000005000 0600011730000922   
0601SGB6+       20090101001275100000005000 0600011850000928   
0601SGB6+       20090101001280100000005000 0600011930000930   
0601SGB6+       20090101001285100000005000 0600012040000935   
0601SGB6+       20090101001290100000005000 0600012150000940   
0601SGB6+       20090101001295100000005000 0600012240000943   
