00BE               20081114                                                                                   
0601BEB4d       20090101002510100000005000 0400056110002233   
0601BEB4d       20090101002515100000005000 0400056320002237   
0601BEB4d       20090101002520100000005000 0400056490002239   
0601BEB4d       20090101002525100000005000 0400056660002242   
0601BEB4d       20090101002530100000005000 0400056870002246   
0601BEB4d       20090101002535100000005000 0400057040002248   
0601BEB4d       20090101002540100000005000 0400057210002250   
0601BEB4d       20090101002545100000005000 0400057420002254   
0601BEB4d       20090101002550100000005000 0400057590002256   
0601BEB4d       20090101002555100000005000 0400057760002258   
0601BEB4d       20090101002560100000005000 0400057970002262   
0601BEB4d       20090101002565100000005000 0400058140002264   
0601BEB4d       20090101002570100000005000 0400058350002268   
0601BEB4d       20090101002575100000005000 0400058520002270   
0601BEB4d       20090101002580100000005000 0400058690002273   
0601BEB4d       20090101002585100000005000 0400058900002276   
0601BEB4d       20090101002590100000005000 0400059070002278   
0601BEB4d       20090101002595100000005000 0400059240002281   
0601BEB4d       20090101002600100000005000 0400059450002284   
0601BEB4d       20090101002605100000005000 0400059620002286   
0601BEB4d       20090101002610100000005000 0400059830002290   
0601BEB4d       20090101002615100000005000 0400060000002292   
0601BEB4d       20090101002620100000005000 0400060170002294   
0601BEB4d       20090101002625100000005000 0400060380002298   
0601BEB4d       20090101002630100000005000 0400060550002300   
0601BEB4d       20090101002635100000005000 0400060730002303   
0601BEB4d       20090101002640100000005000 0400060930002306   
0601BEB4d       20090101002645100000005000 0400061100002308   
0601BEB4d       20090101002650100000005000 0400061280002310   
0601BEB4d       20090101002655100000005000 0400061480002313   
0601BEB4d       20090101002660100000005000 0400061650002315   
0601BEB4d       20090101002665100000005000 0400061860002319   
0601BEB4d       20090101002670100000005000 0400062030002321   
0601BEB4d       20090101002675100000005000 0400062210002323   
0601BEB4d       20090101002680100000005000 0400062410002327   
0601BEB4d       20090101002685100000005000 0400062580002329   
0601BEB4d       20090101002690100000005000 0400062760002331   
0601BEB4d       20090101002695100000005000 0400062960002334   
0601BEB4d       20090101002700100000005000 0400063140002336   
0601BEB4d       20090101002705100000005000 0400063310002338   
0601BEB4d       20090101002710100000005000 0400063510002341   
0601BEB4d       20090101002715100000005000 0400063690002344   
0601BEB4d       20090101002720100000005000 0400063890002347   
0601BEB4d       20090101002725100000005000 0400064070002349   
0601BEB4d       20090101002730100000005000 0400064240002351   
0601BEB4d       20090101002735100000005000 0400064440002354   
0601BEB4d       20090101002740100000005000 0400064620002356   
0601BEB4d       20090101002745100000005000 0400064790002358   
0601BEB4d       20090101002750100000005000 0400064990002361   
0601BEB4d       20090101002755100000005000 0400065170002363   
0601BEB4d       20090101002760100000005000 0400065370002366   
0601BEB4d       20090101002765100000005000 0400065550002369   
0601BEB4d       20090101002770100000005000 0400065720002370   
0601BEB4d       20090101002775100000005000 0400065920002373   
0601BEB4d       20090101002780100000005000 0400066100002376   
0601BEB4d       20090101002785100000005000 0400066270002377   
0601BEB4d       20090101002790100000005000 0400066480002381   
0601BEB4d       20090101002795100000005000 0400066650002382   
0601BEB4d       20090101002800100000005000 0400066820002384   
0601BEB4d       20090101002805100000005000 0400067030002388   
0601BEB4d       20090101002810100000005000 0400067200002389   
0601BEB4d       20090101002815100000005000 0400067410002393   
0601BEB4d       20090101002820100000005000 0400067580002394   
0601BEB4d       20090101002825100000005000 0400067750002396   
0601BEB4d       20090101002830100000005000 0400067960002399   
0601BEB4d       20090101002835100000005000 0400068130002401   
0601BEB4d       20090101002840100000005000 0400068300002403   
0601BEB4d       20090101002845100000005000 0400068510002406   
0601BEB4d       20090101002850100000005000 0400068680002408   
0601BEB4d       20090101002855100000005000 0400068850002409   
0601BEB4d       20090101002860100000005000 0400069060002413   
0601BEB4d       20090101002865100000005000 0400069230002414   
0601BEB4d       20090101002870100000005000 0400069440002417   
0601BEB4d       20090101002875100000005000 0400069610002419   
0601BEB4d       20090101002880100000005000 0400069780002421   
0601BEB4d       20090101002885100000005000 0400069990002424   
0601BEB4d       20090101002890100000005000 0400070160002426   
0601BEB4d       20090101002895100000005000 0400070330002427   
0601BEB4d       20090101002900100000005000 0400070540002430   
0601BEB4d       20090101002905100000005000 0400070710002432   
0601BEB4d       20090101002910100000005000 0400070920002435   
0601BEB4d       20090101002915100000005000 0400071100002437   
0601BEB4d       20090101002920100000005000 0400071280002439   
0601BEB4d       20090101002925100000005000 0400071490002442   
0601BEB4d       20090101002930100000005000 0400071660002444   
0601BEB4d       20090101002935100000005000 0400071840002446   
0601BEB4d       20090101002940100000005000 0400072050002449   
0601BEB4d       20090101002945100000005000 0400072230002451   
0601BEB4d       20090101002950100000005000 0400072400002452   
0601BEB4d       20090101002955100000005000 0400072610002455   
0601BEB4d       20090101002960100000005000 0400072790002457   
0601BEB4d       20090101002965100000005000 0400073000002460   
0601BEB4d       20090101002970100000005000 0400073180002462   
0601BEB4d       20090101002975100000005000 0400073350002463   
0601BEB4d       20090101002980100000005000 0400073560002466   
0601BEB4d       20090101002985100000005000 0400073740002468   
0601BEB4d       20090101002990100000005000 0400073920002470   
0601BEB4d       20090101002995100000005000 0400074130002473   
0601BEB4d       20090101003000100000005000 0400074300002475   
0601BEB4d       20090101003005100000005000 0400074520002478   
0601BEB4d       20090101003010100000005000 0400074690002479   
0601BEB4d       20090101003015100000005000 0400074870002481   
0601BEB4d       20090101003020100000005000 0400075080002484   
0601BEB4d       20090101003025100000005000 0400075250002486   
0601BEB4d       20090101003030100000005000 0400075430002487   
0601BEB4d       20090101003035100000005000 0400075640002490   
0601BEB4d       20090101003040100000005000 0400075820002492   
0601BEB4d       20090101003045100000005000 0400075990002494   
0601BEB4d       20090101003050100000005000 0400076210002497   
0601BEB4d       20090101003055100000005000 0400076380002498   
0601BEB4d       20090101003060100000005000 0400076590002501   
0601BEB4d       20090101003065100000005000 0400076770002503   
0601BEB4d       20090101003070100000005000 0400076950002504   
0601BEB4d       20090101003075100000005000 0400077160002507   
0601BEB4d       20090101003080100000005000 0400077330002509   
0601BEB4d       20090101003085100000005000 0400077510002510   
0601BEB4d       20090101003090100000005000 0400077720002513   
0601BEB4d       20090101003095100000005000 0400077900002515   
0601BEB4d       20090101003100100000005000 0400078070002516   
0601BEB4d       20090101003105100000005000 0400078280002519   
0601BEB4d       20090101003110100000005000 0400078460002521   
0601BEB4d       20090101003115100000005000 0400078670002523   
0601BEB4d       20090101003120100000005000 0400078850002525   
0601BEB4d       20090101003125100000005000 0400079020002527   
0601BEB4d       20090101003130100000005000 0400079230002529   
0601BEB4d       20090101003135100000005000 0400079410002531   
0601BEB4d       20090101003140100000005000 0400079590002533   
0601BEB4d       20090101003145100000005000 0400079800002535   
0601BEB4d       20090101003150100000005000 0400079970002537   
0601BEB4d       20090101003155100000005000 0400080190002540   
0601BEB4d       20090101003160100000005000 0400080360002541   
0601BEB4d       20090101003165100000005000 0400080540002543   
0601BEB4d       20090101003170100000005000 0400080750002545   
0601BEB4d       20090101003175100000005000 0400080930002547   
0601BEB4d       20090101003180100000005000 0400081100002548   
0601BEB4d       20090101003185100000005000 0400081310002551   
0601BEB4d       20090101003190100000005000 0400081490002553   
0601BEB4d       20090101003195100000005000 0400081660002554   
0601BEB4d       20090101003200100000005000 0400081880002557   
0601BEB4d       20090101003205100000005000 0400082050002558   
0601BEB4d       20090101003210100000005000 0400082260002561   
0601BEB4d       20090101003215100000005000 0400082440002562   
0601BEB4d       20090101003220100000005000 0400082620002564   
0601BEB4d       20090101003225100000005000 0400082830002566   
0601BEB4d       20090101003230100000005000 0400083000002568   
0601BEB4d       20090101003235100000005000 0400083180002569   
0601BEB4d       20090101003240100000005000 0400083390002572   
0601BEB4d       20090101003245100000005000 0400083570002573   
0601BEB4d       20090101003250100000005000 0400083740002575   
0601BEB4d       20090101003255100000005000 0400083950002577   
0601BEB4d       20090101003260100000005000 0400084130002579   
0601BEB4d       20090101003265100000005000 0400084340002581   
0601BEB4d       20090101003270100000005000 0400084520002583   
0601BEB4d       20090101003275100000005000 0400084690002584   
0601BEB4d       20090101003280100000005000 0400084910002587   
0601BEB4d       20090101003285100000005000 0400085080002588   
0601BEB4d       20090101003290100000005000 0400085260002590   
0601BEB4d       20090101003295100000005000 0400085470002592   
0601BEB4d       20090101003300100000005000 0400085640002593   
0601BEB4d       20090101003305100000005000 0400085860002596   
0601BEB4d       20090101003310100000005000 0400086030002597   
0601BEB4d       20090101003315100000005000 0400086210002599   
0601BEB4d       20090101003320100000005000 0400086420002601   
0601BEB4d       20090101003325100000005000 0400086600002603   
0601BEB4d       20090101003330100000005000 0400086770002604   
0601BEB4d       20090101003335100000005000 0400086980002606   
0601BEB4d       20090101003340100000005000 0400087160002608   
0601BEB4d       20090101003345100000005000 0400087340002609   
0601BEB4d       20090101003350100000005000 0400087550002611   
0601BEB4d       20090101003355100000005000 0400087720002613   
0601BEB4d       20090101003360100000005000 0400087930002615   
0601BEB4d       20090101003365100000005000 0400088110002616   
0601BEB4d       20090101003370100000005000 0400088290002618   
0601BEB4d       20090101003375100000005000 0400088500002620   
0601BEB4d       20090101003380100000005000 0400088680002622   
0601BEB4d       20090101003385100000005000 0400088860002623   
0601BEB4d       20090101003390100000005000 0400089080002626   
0601BEB4d       20090101003395100000005000 0400089260002627   
0601BEB4d       20090101003400100000005000 0400089440002629   
0601BEB4d       20090101003405100000005000 0400089650002631   
0601BEB4d       20090101003410100000005000 0400089830002632   
0601BEB4d       20090101003415100000005000 0400090050002635   
0601BEB4d       20090101003420100000005000 0400090230002636   
0601BEB4d       20090101003425100000005000 0400090410002638   
0601BEB4d       20090101003430100000005000 0400090630002640   
0601BEB4d       20090101003435100000005000 0400090810002642   
0601BEB4d       20090101003440100000005000 0400090990002643   
0601BEB4d       20090101003445100000005000 0400091200002645   
0601BEB4d       20090101003450100000005000 0400091380002647   
0601BEB4d       20090101003455100000005000 0400091600002649   
0601BEB4d       20090101003460100000005000 0400091780002651   
0601BEB4d       20090101003465100000005000 0400091960002652   
0601BEB4d       20090101003470100000005000 0400092180002655   
0601BEB4d       20090101003475100000005000 0400092360002656   
0601BEB4d       20090101003480100000005000 0400092540002657   
0601BEB4d       20090101003485100000005000 0400092750002659   
0601BEB4d       20090101003490100000005000 0400092930002661   
0601BEB4d       20090101003495100000005000 0400093110002662   
0601BEB4d       20090101003500100000005000 0400093330002665   
0601BEB4d       20090101003505100000005000 0400093510002666   
0601BEB4d       20090101003510100000005000 0400093720002668   
0601BEB4d       20090101003515100000005000 0400093900002670   
0601BEB4d       20090101003520100000005000 0400094080002671   
0601BEB4d       20090101003525100000005000 0400094300002673   
0601BEB4d       20090101003530100000005000 0400094480002675   
0601BEB4d       20090101003535100000005000 0400094660002676   
0601BEB4d       20090101003540100000005000 0400094880002678   
0601BEB4d       20090101003545100000005000 0400095060002680   
0601BEB4d       20090101003550100000005000 0400095270002682   
0601BEB4d       20090101003555100000005000 0400095450002683   
0601BEB4d       20090101003560100000005000 0400095630002684   
0601BEB4d       20090101003565100000005000 0400095850002687   
0601BEB4d       20090101003570100000005000 0400096030002688   
0601BEB4d       20090101003575100000005000 0400096210002689   
0601BEB4d       20090101003580100000005000 0400096420002691   
0601BEB4d       20090101003585100000005000 0400096600002693   
0601BEB4d       20090101003590100000005000 0400096780002694   
0601BEB4d       20090101003595100000005000 0400097000002696   
0601BEB4d       20090101003600100000005000 0400097180002698   
0601BEB4d       20090101003605100000005000 0400097400002700   
0601BEB4d       20090101003610100000005000 0400097580002701   
0601BEB4d       20090101003615100000005000 0400097760002702   
0601BEB4d       20090101003620100000005000 0400097970002704   
0601BEB4d       20090101003625100000005000 0400098150002706   
0601BEB4d       20090101003630100000005000 0400098330002707   
0601BEB4d       20090101003635100000005000 0400098550002709   
0601BEB4d       20090101003640100000005000 0400098730002711   
0601BEB4d       20090101003645100000005000 0400098910002712   
0601BEB4d       20090101003650100000005000 0400099120002714   
0601BEB4d       20090101003655100000005000 0400099300002715   
0601BEB4d       20090101003660100000005000 0400099520002717   
0601BEB4d       20090101003665100000005000 0400099700002718   
0601BEB4d       20090101003670100000005000 0400099880002720   
0601BEB4d       20090101003675100000005000 0400100100002722   
0601BEB4d       20090101003680100000005000 0400100280002723   
0601BEB4d       20090101003685100000005000 0400100460002724   
0601BEB4d       20090101003690100000005000 0400100670002726   
0601BEB4d       20090101003695100000005000 0400100850002728   
0601BEB4d       20090101003700100000005000 0400101070002730   
0601BEB4d       20090101003705100000005000 0400101250002731   
0601BEB4d       20090101003710100000005000 0400101430002732   
0601BEB4d       20090101003715100000005000 0400101640002734   
0601BEB4d       20090101003720100000005000 0400101820002735   
0601BEB4d       20090101003725100000005000 0400102000002736   
0601BEB4d       20090101003730100000005000 0400102220002739   
0601BEB4d       20090101003735100000005000 0400102400002740   
0601BEB4d       20090101003740100000005000 0400102580002741   
0601BEB4d       20090101003745100000005000 0400102800002743   
0601BEB4d       20090101003750100000005000 0400102980002744   
0601BEB4d       20090101003755100000005000 0400103190002746   
0601BEB4d       20090101003760100000005000 0400103370002747   
0601BEB4d       20090101003765100000005000 0400103550002749   
0601BEB4d       20090101003770100000005000 0400103770002751   
0601BEB4d       20090101003775100000005000 0400103950002752   
0601BEB4d       20090101003780100000005000 0400104130002753   
0601BEB4d       20090101003785100000005000 0400104350002755   
0601BEB4d       20090101003790100000005000 0400104530002756   
0601BEB4d       20090101003795100000005000 0400104710002757   
0601BEB4d       20090101003800100000005000 0400104920002759   
0601BEB4d       20090101003805100000005000 0400105100002760   
0601BEB4d       20090101003810100000005000 0400105320002762   
0601BEB4d       20090101003815100000005000 0400105500002764   
0601BEB4d       20090101003820100000005000 0400105680002765   
0601BEB4d       20090101003825100000005000 0400105890002767   
0601BEB4d       20090101003830100000005000 0400106070002768   
0601BEB4d       20090101003835100000005000 0400106250002769   
0601BEB4d       20090101003840100000005000 0400106470002771   
0601BEB4d       20090101003845100000005000 0400106650002772   
0601BEB4d       20090101003850100000005000 0400106870002774   
0601BEB4d       20090101003855100000005000 0400107050002775   
0601BEB4d       20090101003860100000005000 0400107230002776   
0601BEB4d       20090101003865100000005000 0400107440002778   
0601BEB4d       20090101003870100000005000 0400107620002779   
0601BEB4d       20090101003875100000005000 0400107800002780   
0601BEB4d       20090101003880100000005000 0400108020002782   
0601BEB4d       20090101003885100000005000 0400108200002783   
0601BEB4d       20090101003890100000005000 0400108380002784   
0601BEB4d       20090101003895100000005000 0400108590002786   
0601BEB4d       20090101003900100000005000 0400108770002787   
0601BEB4d       20090101003905100000005000 0400108990002789   
0601BEB4d       20090101003910100000005000 0400109170002790   
0601BEB4d       20090101003915100000005000 0400109350002791   
0601BEB4d       20090101003920100000005000 0400109570002793   
0601BEB4d       20090101003925100000005000 0400109750002794   
0601BEB4d       20090101003930100000005000 0400109930002795   
0601BEB4d       20090101003935100000005000 0400110140002797   
0601BEB4d       20090101003940100000005000 0400110320002798   
0601BEB4d       20090101003945100000005000 0400110540002800   
0601BEB4d       20090101003950100000005000 0400110720002801   
0601BEB4d       20090101003955100000005000 0400110900002802   
0601BEB4d       20090101003960100000005000 0400111110002804   
0601BEB4d       20090101003965100000005000 0400111290002805   
0601BEB4d       20090101003970100000005000 0400111470002806   
0601BEB4d       20090101003975100000005000 0400111690002808   
0601BEB4d       20090101003980100000005000 0400111870002809   
0601BEB4d       20090101003985100000005000 0400112050002810   
0601BEB4d       20090101003990100000005000 0400112270002812   
0601BEB4d       20090101003995100000005000 0400112450002813   
0601BEB4d       20090101004000100000005000 0400112660002815   
0601BEB4d       20090101004005100000005000 0400112840002816   
0601BEB4d       20090101004010100000005000 0400113020002817   
0601BEB4d       20090101004015100000005000 0400113240002819   
0601BEB4d       20090101004020100000005000 0400113420002820   
0601BEB4d       20090101004025100000005000 0400113600002821   
0601BEB4d       20090101004030100000005000 0400113820002823   
0601BEB4d       20090101004035100000005000 0400114000002824   
0601BEB4d       20090101004040100000005000 0400114180002824   
0601BEB4d       20090101004045100000005000 0400114390002826   
0601BEB4d       20090101004050100000005000 0400114570002827   
0601BEB4d       20090101004055100000005000 0400114790002829   
0601BEB4d       20090101004060100000005000 0400114970002830   
0601BEB4d       20090101004065100000005000 0400115150002831   
0601BEB4d       20090101004070100000005000 0400115360002833   
0601BEB4d       20090101004075100000005000 0400115540002834   
0601BEB4d       20090101004080100000005000 0400115720002835   
0601BEB4d       20090101004085100000005000 0400115940002836   
0601BEB4d       20090101004090100000005000 0400116120002837   
0601BEB4d       20090101004095100000005000 0400116340002839   
0601BEB4d       20090101004100100000005000 0400116520002840   
0601BEB4d       20090101004105100000005000 0400116700002841   
0601BEB4d       20090101004110100000005000 0400116910002843   
0601BEB4d       20090101004115100000005000 0400117090002844   
0601BEB4d       20090101004120100000005000 0400117270002845   
0601BEB4d       20090101004125100000005000 0400117490002847   
0601BEB4d       20090101004130100000005000 0400117670002847   
0601BEB4d       20090101004135100000005000 0400117850002848   
0601BEB4d       20090101004140100000005000 0400118060002850   
0601BEB4d       20090101004145100000005000 0400118240002851   
0601BEB4d       20090101004150100000005000 0400118460002853   
0601BEB4d       20090101004155100000005000 0400118640002854   
0601BEB4d       20090101004160100000005000 0400118820002855   
0601BEB4d       20090101004165100000005000 0400119040002856   
0601BEB4d       20090101004170100000005000 0400119220002857   
0601BEB4d       20090101004175100000005000 0400119400002858   
0601BEB4d       20090101004180100000005000 0400119610002860   
0601BEB4d       20090101004185100000005000 0400119790002861   
0601BEB4d       20090101004190100000005000 0400119970002862   
0601BEB4d       20090101004195100000005000 0400120190002863   
0601BEB4d       20090101004200100000005000 0400120370002864   
0601BEB4d       20090101004205100000005000 0400120580002866   
0601BEB4d       20090101004210100000005000 0400120760002867   
0601BEB4d       20090101004215100000005000 0400120940002868   
0601BEB4d       20090101004220100000005000 0400121160002869   
0601BEB4d       20090101004225100000005000 0400121340002870   
0601BEB4d       20090101004230100000005000 0400121520002871   
0601BEB4d       20090101004235100000005000 0400121740002873   
0601BEB4d       20090101004240100000005000 0400121920002874   
0601BEB4d       20090101004245100000005000 0400122130002875   
0601BEB4d       20090101004250100000005000 0400122310002876   
0601BEB4d       20090101004255100000005000 0400122490002877   
0601BEB4d       20090101004260100000005000 0400122710002879   
0601BEB4d       20090101004265100000005000 0400122890002880   
0601BEB4d       20090101004270100000005000 0400123070002881   
0601BEB4d       20090101004275100000005000 0400123280002882   
0601BEB4d       20090101004280100000005000 0400123460002883   
0601BEB4d       20090101004285100000005000 0400123640002884   
0601BEB4d       20090101004290100000005000 0400123860002885   
0601BEB4d       20090101004295100000005000 0400124040002886   
0601BEB4d       20090101004300100000005000 0400124260002888   
0601BEB4d       20090101004305100000005000 0400124440002889   
0601BEB4d       20090101004310100000005000 0400124620002890   
0601BEB4d       20090101004315100000005000 0400124830002891   
0601BEB4d       20090101004320100000005000 0400125010002892   
0601BEB4d       20090101004325100000005000 0400125190002893   
0601BEB4d       20090101004330100000005000 0400125410002895   
0601BEB4d       20090101004335100000005000 0400125590002895   
0601BEB4d       20090101004340100000005000 0400125770002896   
0601BEB4d       20090101004345100000005000 0400125990002898   
0601BEB4d       20090101004350100000005000 0400126170002899   
0601BEB4d       20090101004355100000005000 0400126380002900   
0601BEB4d       20090101004360100000005000 0400126560002901   
0601BEB4d       20090101004365100000005000 0400126740002902   
0601BEB4d       20090101004370100000005000 0400126960002904   
0601BEB4d       20090101004375100000005000 0400127140002904   
0601BEB4d       20090101004380100000005000 0400127320002905   
0601BEB4d       20090101004385100000005000 0400127530002907   
0601BEB4d       20090101004390100000005000 0400127710002907   
0601BEB4d       20090101004395100000005000 0400127930002909   
0601BEB4d       20090101004400100000005000 0400128110002910   
0601BEB4d       20090101004405100000005000 0400128290002911   
0601BEB4d       20090101004410100000005000 0400128510002912   
0601BEB4d       20090101004415100000005000 0400128690002913   
0601BEB4d       20090101004420100000005000 0400128870002914   
0601BEB4d       20090101004425100000005000 0400129080002915   
0601BEB4d       20090101004430100000005000 0400129260002916   
0601BEB4d       20090101004435100000005000 0400129440002917   
0601BEB4d       20090101004440100000005000 0400129660002919   
0601BEB4d       20090101004445100000005000 0400129840002919   
0601BEB4d       20090101004450100000005000 0400130050002921   
0601BEB4d       20090101004455100000005000 0400130230002922   
0601BEB4d       20090101004460100000005000 0400130410002922   
0601BEB4d       20090101004465100000005000 0400130630002924   
0601BEB4d       20090101004470100000005000 0400130810002925   
0601BEB4d       20090101004475100000005000 0400130990002926   
0601BEB4d       20090101004480100000005000 0400131210002927   
0601BEB4d       20090101004485100000005000 0400131390002928   
0601BEB4d       20090101004490100000005000 0400131600002929   
0601BEB4d       20090101004495100000005000 0400131780002930   
0601BEB4d       20090101004500100000005000 0400131960002931   
0601BEB4d       20090101004505100000005000 0400132180002932   
0601BEB4d       20090101004510100000005000 0400132360002933   
0601BEB4d       20090101004515100000005000 0400132540002934   
0601BEB4d       20090101004520100000005000 0400132750002935   
0601BEB4d       20090101004525100000005000 0400132930002936   
0601BEB4d       20090101004530100000005000 0400133110002937   
0601BEB4d       20090101004535100000005000 0400133330002938   
0601BEB4d       20090101004540100000005000 0400133510002939   
0601BEB4d       20090101004545100000005000 0400133730002941   
0601BEB4d       20090101004550100000005000 0400133910002941   
0601BEB4d       20090101004555100000005000 0400134090002942   
0601BEB4d       20090101004560100000005000 0400134300002944   
0601BEB4d       20090101004565100000005000 0400134480002944   
0601BEB4d       20090101004570100000005000 0400134660002945   
0601BEB4d       20090101004575100000005000 0400134880002947   
0601BEB4d       20090101004580100000005000 0400135060002947   
0601BEB4d       20090101004585100000005000 0400135240002948   
0601BEB4d       20090101004590100000005000 0400135460002950   
0601BEB4d       20090101004595100000005000 0400135640002950   
0601BEB4d       20090101004600100000005000 0400135860002952   
0601BEB4d       20090101004605100000005000 0400136040002953   
0601BEB4d       20090101004610100000005000 0400136220002953   
0601BEB4d       20090101004615100000005000 0400136440002955   
0601BEB4d       20090101004620100000005000 0400136620002956   
0601BEB4d       20090101004625100000005000 0400136810002956   
0601BEB4d       20090101004630100000005000 0400137020002958   
0601BEB4d       20090101004635100000005000 0400137210002959   
0601BEB4d       20090101004640100000005000 0400137420002960   
0601BEB4d       20090101004645100000005000 0400137610002961   
0601BEB4d       20090101004650100000005000 0400137790002962   
0601BEB4d       20090101004655100000005000 0400138010002963   
0601BEB4d       20090101004660100000005000 0400138190002964   
0601BEB4d       20090101004665100000005000 0400138370002965   
0601BEB4d       20090101004670100000005000 0400138590002966   
0601BEB4d       20090101004675100000005000 0400138770002967   
0601BEB4d       20090101004680100000005000 0400138950002967   
0601BEB4d       20090101004685100000005000 0400139170002969   
0601BEB4d       20090101004690100000005000 0400139350002970   
0601BEB4d       20090101004695100000005000 0400139570002971   
0601BEB4d       20090101004700100000005000 0400139750002972   
0601BEB4d       20090101004705100000005000 0400139940002973   
0601BEB4d       20090101004710100000005000 0400140150002974   
0601BEB4d       20090101004715100000005000 0400140340002975   
0601BEB4d       20090101004720100000005000 0400140520002976   
0601BEB4d       20090101004725100000005000 0400140740002977   
0601BEB4d       20090101004730100000005000 0400140920002978   
0601BEB4d       20090101004735100000005000 0400141100002978   
0601BEB4d       20090101004740100000005000 0400141320002980   
0601BEB4d       20090101004745100000005000 0400141500002981   
0601BEB4d       20090101004750100000005000 0400141720002982   
0601BEB4d       20090101004755100000005000 0400141900002983   
0601BEB4d       20090101004760100000005000 0400142080002983   
0601BEB4d       20090101004765100000005000 0400142300002985   
0601BEB4d       20090101004770100000005000 0400142480002985   
0601BEB4d       20090101004775100000005000 0400142670002986   
0601BEB4d       20090101004780100000005000 0400142880002988   
0601BEB4d       20090101004785100000005000 0400143070002988   
0601BEB4d       20090101004790100000005000 0400143280002990   
0601BEB4d       20090101004795100000005000 0400143470002991   
0601BEB4d       20090101004800100000005000 0400143650002991   
0601BEB4d       20090101004805100000005000 0400143870002993   
0601BEB4d       20090101004810100000005000 0400144050002993   
0601BEB4d       20090101004815100000005000 0400144230002994   
0601BEB4d       20090101004820100000005000 0400144450002995   
0601BEB4d       20090101004825100000005000 0400144630002996   
0601BEB4d       20090101004830100000005000 0400144810002997   
0601BEB4d       20090101004835100000005000 0400145030002998   
0601BEB4d       20090101004840100000005000 0400145210002999   
0601BEB4d       20090101004845100000005000 0400145430003000   
0601BEB4d       20090101004850100000005000 0400145610003001   
0601BEB4d       20090101004855100000005000 0400145800003002   
0601BEB4d       20090101004860100000005000 0400146010003003   
0601BEB4d       20090101004865100000005000 0400146200003004   
0601BEB4d       20090101004870100000005000 0400146380003004   
0601BEB4d       20090101004875100000005000 0400146600003006   
0601BEB4d       20090101004880100000005000 0400146780003006   
0601BEB4d       20090101004885100000005000 0400146960003007   
0601BEB4d       20090101004890100000005000 0400147180003008   
0601BEB4d       20090101004895100000005000 0400147360003009   
0601BEB4d       20090101004900100000005000 0400147580003010   
0601BEB4d       20090101004905100000005000 0400147760003011   
0601BEB4d       20090101004910100000005000 0400147940003012   
0601BEB4d       20090101004915100000005000 0400148160003013   
0601BEB4d       20090101004920100000005000 0400148340003014   
0601BEB4d       20090101004925100000005000 0400148530003014   
0601BEB4d       20090101004930100000005000 0400148740003016   
0601BEB4d       20090101004935100000005000 0400148930003016   
0601BEB4d       20090101004940100000005000 0400149150003018   
0601BEB4d       20090101004945100000005000 0400149330003018   
0601BEB4d       20090101004950100000005000 0400149510003019   
0601BEB4d       20090101004955100000005000 0400149730003020   
0601BEB4d       20090101004960100000005000 0400149910003021   
0601BEB4d       20090101004965100000005000 0400150090003021   
0601BEB4d       20090101004970100000005000 0400150310003023   
0601BEB4d       20090101004975100000005000 0400150490003023   
0601BEB4d       20090101004980100000005000 0400150670003024   
0601BEB4d       20090101004985100000005000 0400150890003025   
0601BEB4d       20090101004990100000005000 0400151070003026   
0601BEB4d       20090101004995100000005000 0400151290003027   
0601BEB4d       20090101005000100000100000 0400151470003028   
0601BEB4d       20090101005100100000100000 0400155370003045   
0601BEB4d       20090101005200100000100000 0400159300003062   
0601BEB4d       20090101005300100000100000 0400163200003078   
0601BEB4d       20090101005400100000100000 0400167090003093   
0601BEB4d       20090101005500100000100000 0400171020003108   
0601BEB4d       20090101005600100000100000 0400174920003122   
0601BEB4d       20090101005700100000100000 0400178810003136   
0601BEB4d       20090101005800100000100000 0400182740003149   
0601BEB4d       20090101005900100000100000 0400186640003162   
0601BEB4d       20090101006000100000100000 0400190530003174   
0601BEB4d       20090101006100100000100000 0400194460003187   
0601BEB4d       20090101006200100000100000 0400198360003198   
0601BEB4d       20090101006300100000100000 0400202250003209   
0601BEB4d       20090101006400100000100000 0400206180003220   
0601BEB4d       20090101006500100000100000 0400210080003231   
0601BEB4d       20090101006600100000100000 0400213970003241   
0601BEB4d       20090101006700100000100000 0400217900003251   
0601BEB4d       20090101006800100000100000 0400221800003261   
0601BEB4d       20090101006900100000100000 0400225690003270   
0601BEB4d       20090101007000100000100000 0400229630003279   
0601BEB4d       20090101007100100000100000 0400233520003288   
0601BEB4d       20090101007200100000100000 0400237420003296   
0601BEB4d       20090101007300100000100000 0400241350003305   
0601BEB4d       20090101007400100000100000 0400245240003313   
0601BEB4d       20090101007500100000100000 0400249140003321   
0601BEB4d       20090101007600100000100000 0400253070003329   
0601BEB4d       20090101007700100000100000 0400256960003336   
0601BEB4d       20090101007800100000100000 0400260860003343   
0601BEB4d       20090101007900100000100000 0400264790003351   
0601BEB4d       20090101008000100000100000 0400268680003357   
0601BEB4d       20090101008100100000100000 0400272580003364   
0601BEB4d       20090101008200100000100000 0400276510003371   
0601BEB4d       20090101008300100000100000 0400280340003377   
0601BEB4d       20090101008400100000100000 0400284100003381   
0601BEB4d       20090101008500100000100000 0400287890003386   
0601BEB4d       20090101008600100000100000 0400291650003390   
0601BEB4d       20090101008700100000100000 0400295450003395   
0601BEB4d       20090101008800100000100000 0400299210003399   
