00BE               20081114                                                                                   
0601BEC6d       20090101001620100000005000m0600020210001246   
0601BEC6d       20090101001625100000005000m0600020360001251   
0601BEC6d       20090101001630100000005000m0600020510001256   
0601BEC6d       20090101001635100000005000m0600020700001264   
0601BEC6d       20090101001640100000005000m0600020850001269   
0601BEC6d       20090101001645100000005000m0600021010001275   
0601BEC6d       20090101001650100000005000m0600021180001282   
0601BEC6d       20090101001655100000005000m0600021350001288   
0601BEC6d       20090101001660100000005000m0600021500001293   
0601BEC6d       20090101001665100000005000m0600021670001300   
0601BEC6d       20090101001670100000005000m0600021830001305   
0601BEC6d       20090101001675100000005000m0600022010001312   
0601BEC6d       20090101001680100000005000m0600022160001317   
0601BEC6d       20090101001685100000005000m0600022320001323   
0601BEC6d       20090101001690100000005000m0600022490001329   
0601BEC6d       20090101001695100000005000m0600022640001334   
0601BEC6d       20090101001700100000005000m0600022820001340   
0601BEC6d       20090101001705100000005000m0600022980001346   
0601BEC6d       20090101001710100000005000m0600023140001351   
0601BEC6d       20090101001715100000005000m0600023290001356   
0601BEC6d       20090101001720100000005000m0600023480001363   
0601BEC6d       20090101001725100000005000m0600023630001368   
0601BEC6d       20090101001730100000005000m0600023800001374   
0601BEC6d       20090101001735100000005000m0600023950001378   
0601BEC6d       20090101001740100000005000m0600024130001385   
0601BEC6d       20090101001745100000005000m0600024300001391   
0601BEC6d       20090101001750100000005000m0600024450001395   
0601BEC6d       20090101001755100000005000m0600024610001400   
0601BEC6d       20090101001760100000005000m0600024790001407   
0601BEC6d       20090101001765100000005000m0600024950001412   
0601BEC6d       20090101001770100000005000m0600025120001417   
0601BEC6d       20090101001775100000005000m0600025270001422   
0601BEC6d       20090101001780100000005000m0600025450001428   
0601BEC6d       20090101001785100000005000m0600025620001433   
0601BEC6d       20090101001790100000005000m0600025770001438   
0601BEC6d       20090101001795100000005000m0600025930001443   
0601BEC6d       20090101001800100000005000m0600026120001449   
0601BEC6d       20090101001805100000005000m0600026270001453   
0601BEC6d       20090101001810100000005000m0600026430001458   
0601BEC6d       20090101001815100000005000m0600026600001464   
0601BEC6d       20090101001820100000005000m0600026780001469   
0601BEC6d       20090101001825100000005000m0600026940001474   
0601BEC6d       20090101001830100000005000m0600027100001479   
0601BEC6d       20090101001835100000005000m0600027260001484   
0601BEC6d       20090101001840100000005000m0600027450001490   
0601BEC6d       20090101001845100000005000m0600027610001494   
0601BEC6d       20090101001850100000005000m0600027770001499   
0601BEC6d       20090101001855100000005000m0600027940001504   
0601BEC6d       20090101001860100000005000m0600028120001510   
0601BEC6d       20090101001865100000005000m0600028280001514   
0601BEC6d       20090101001870100000005000m0600028450001519   
0601BEC6d       20090101001875100000005000m0600028610001524   
0601BEC6d       20090101001880100000005000m0600028800001530   
0601BEC6d       20090101001885100000005000m0600028950001534   
0601BEC6d       20090101001890100000005000m0600029110001538   
0601BEC6d       20090101001895100000005000m0600029280001543   
0601BEC6d       20090101001900100000005000m0600029460001548   
0601BEC6d       20090101001905100000005000m0600029620001553   
0601BEC6d       20090101001910100000005000m0600029790001558   
0601BEC6d       20090101001915100000005000m0600029950001562   
0601BEC6d       20090101001920100000005000m0600030140001568   
0601BEC6d       20090101001925100000005000m0600030300001572   
0601BEC6d       20090101001930100000005000m0600030460001576   
0601BEC6d       20090101001935100000005000m0600030630001581   
0601BEC6d       20090101001940100000005000m0600030810001586   
0601BEC6d       20090101001945100000005000m0600030970001590   
0601BEC6d       20090101001950100000005000m0600031140001595   
0601BEC6d       20090101001955100000005000m0600031300001599   
0601BEC6d       20090101001960100000005000m0600031480001604   
0601BEC6d       20090101001965100000005000m0600031650001609   
0601BEC6d       20090101001970100000005000m0600031810001613   
0601BEC6d       20090101001975100000005000m0600031980001617   
0601BEC6d       20090101001980100000005000m0600032160001622   
0601BEC6d       20090101001985100000005000m0600032320001626   
0601BEC6d       20090101001990100000005000m0600032490001631   
0601BEC6d       20090101001995100000005000m0600032650001635   
0601BEC6d       20090101002000100000005000m0600032830001639   
0601BEC6d       20090101002005100000005000m0600033000001644   
0601BEC6d       20090101002010100000005000m0600033160001648   
0601BEC6d       20090101002015100000005000m0600033320001652   
0601BEC6d       20090101002020100000005000m0600033510001657   
0601BEC6d       20090101002025100000005000m0600033670001661   
0601BEC6d       20090101002030100000005000m0600033840001665   
0601BEC6d       20090101002035100000005000m0600034000001669   
0601BEC6d       20090101002040100000005000m0600034190001674   
0601BEC6d       20090101002045100000005000m0600034350001678   
0601BEC6d       20090101002050100000005000m0600034510001681   
0601BEC6d       20090101002055100000005000m0600034680001686   
0601BEC6d       20090101002060100000005000m0600034870001691   
0601BEC6d       20090101002065100000005000m0600035030001694   
0601BEC6d       20090101002070100000005000m0600035200001698   
0601BEC6d       20090101002075100000005000m0600035360001702   
0601BEC6d       20090101002080100000005000m0600035540001707   
0601BEC6d       20090101002085100000005000m0600035710001711   
0601BEC6d       20090101002090100000005000m0600035870001714   
0601BEC6d       20090101002095100000005000m0600036030001718   
0601BEC6d       20090101002100100000005000m0600036200001722   
0601BEC6d       20090101002105100000005000m0600036390001727   
0601BEC6d       20090101002110100000005000m0600036550001730   
0601BEC6d       20090101002115100000005000m0600036720001734   
0601BEC6d       20090101002120100000005000m0600036880001738   
0601BEC6d       20090101002125100000005000m0600037080001743   
0601BEC6d       20090101002130100000005000m0600037240001746   
0601BEC6d       20090101002135100000005000m0600037400001750   
0601BEC6d       20090101002140100000005000m0600037570001754   
0601BEC6d       20090101002145100000005000m0600037750001758   
0601BEC6d       20090101002150100000005000m0600037910001761   
0601BEC6d       20090101002155100000005000m0600038080001765   
0601BEC6d       20090101002160100000005000m0600038240001768   
0601BEC6d       20090101002165100000005000m0600038430001773   
0601BEC6d       20090101002170100000005000m0600038600001777   
0601BEC6d       20090101002175100000005000m0600038760001780   
0601BEC6d       20090101002180100000005000m0600038930001784   
0601BEC6d       20090101002185100000005000m0600039120001788   
0601BEC6d       20090101002190100000005000m0600039280001792   
0601BEC6d       20090101002195100000005000m0600039450001795   
0601BEC6d       20090101002200100000005000m0600039610001798   
0601BEC6d       20090101002205100000005000m0600039790001802   
0601BEC6d       20090101002210100000005000m0600039970001807   
0601BEC6d       20090101002215100000005000m0600040130001810   
0601BEC6d       20090101002220100000005000m0600040300001813   
0601BEC6d       20090101002225100000005000m0600040480001817   
0601BEC6d       20090101002230100000005000m0600040640001820   
0601BEC6d       20090101002235100000005000m0600040810001824   
0601BEC6d       20090101002240100000005000m0600040970001827   
0601BEC6d       20090101002245100000005000m0600041160001831   
0601BEC6d       20090101002250100000005000m0600041330001835   
0601BEC6d       20090101002255100000005000m0600041490001838   
0601BEC6d       20090101002260100000005000m0600041660001841   
0601BEC6d       20090101002265100000005000m0600041850001846   
0601BEC6d       20090101002270100000005000m0600042010001849   
0601BEC6d       20090101002275100000005000m0600042180001852   
0601BEC6d       20090101002280100000005000m0600042340001855   
0601BEC6d       20090101002285100000005000m0600042530001859   
0601BEC6d       20090101002290100000005000m0600042700001863   
0601BEC6d       20090101002295100000005000m0600042870001866   
0601BEC6d       20090101002300100000005000m0600043020001868   
0601BEC6d       20090101002305100000005000m0600043220001873   
0601BEC6d       20090101002310100000005000m0600043390001876   
0601BEC6d       20090101002315100000005000m0600043560001880   
0601BEC6d       20090101002320100000005000m0600043720001882   
0601BEC6d       20090101002325100000005000m0600043910001887   
0601BEC6d       20090101002330100000005000m0600044090001890   
0601BEC6d       20090101002335100000005000m0600044250001893   
0601BEC6d       20090101002340100000005000m0600044410001896   
0601BEC6d       20090101002345100000005000m0600044610001900   
0601BEC6d       20090101002350100000005000m0600044780001904   
0601BEC6d       20090101002355100000005000m0600044940001906   
0601BEC6d       20090101002360100000005000m0600045120001910   
0601BEC6d       20090101002365100000005000m0600045300001913   
0601BEC6d       20090101002370100000005000m0600045470001917   
0601BEC6d       20090101002375100000005000m0600045640001920   
0601BEC6d       20090101002380100000005000m0600045800001922   
0601BEC6d       20090101002385100000005000m0600046000001927   
0601BEC6d       20090101002390100000005000m0600046170001930   
0601BEC6d       20090101002395100000005000m0600046330001932   
0601BEC6d       20090101002400100000005000m0600046510001936   
0601BEC6d       20090101002405100000005000m0600046690001939   
0601BEC6d       20090101002410100000005000m0600046850001942   
0601BEC6d       20090101002415100000005000m0600047030001945   
0601BEC6d       20090101002420100000005000m0600047190001948   
0601BEC6d       20090101002425100000005000m0600047390001952   
0601BEC6d       20090101002430100000005000m0600047550001955   
0601BEC6d       20090101002435100000005000m0600047720001958   
0601BEC6d       20090101002440100000005000m0600047890001961   
0601BEC6d       20090101002445100000005000m0600048080001964   
0601BEC6d       20090101002450100000005000m0600048240001967   
0601BEC6d       20090101002455100000005000m0600048420001970   
0601BEC6d       20090101002460100000005000m0600048580001973   
0601BEC6d       20090101002465100000005000m0600048780001977   
0601BEC6d       20090101002470100000005000m0600048940001979   
0601BEC6d       20090101002475100000005000m0600049110001982   
0601BEC6d       20090101002480100000005000m0600049280001985   
0601BEC6d       20090101002485100000005000m0600049470001989   
0601BEC6d       20090101002490100000005000m0600049640001992   
0601BEC6d       20090101002495100000005000m0600049810001994   
0601BEC6d       20090101002500100000005000m0600049980001997   
0601BEC6d       20090101002505100000005000m0600050160002000   
0601BEC6d       20090101002510100000005000m0600050330002003   
0601BEC6d       20090101002515100000005000m0600050500002006   
0601BEC6d       20090101002520100000005000m0600050670002009   
0601BEC6d       20090101002525100000005000m0600050840002011   
0601BEC6d       20090101002530100000005000m0600051030002015   
0601BEC6d       20090101002535100000005000m0600051200002018   
0601BEC6d       20090101002540100000005000m0600051370002020   
0601BEC6d       20090101002545100000005000m0600051530002023   
0601BEC6d       20090101002550100000005000m0600051730002027   
0601BEC6d       20090101002555100000005000m0600051900002029   
0601BEC6d       20090101002560100000005000m0600052070002032   
0601BEC6d       20090101002565100000005000m0600052230002034   
0601BEC6d       20090101002570100000005000m0600052430002038   
0601BEC6d       20090101002575100000005000m0600052600002041   
0601BEC6d       20090101002580100000005000m0600052760002043   
0601BEC6d       20090101002585100000005000m0600052930002046   
0601BEC6d       20090101002590100000005000m0600053130002049   
0601BEC6d       20090101002595100000005000m0600053290002052   
0601BEC6d       20090101002600100000005000m0600053460002054   
0601BEC6d       20090101002605100000005000m0600053630002057   
0601BEC6d       20090101002610100000005000m0600053820002060   
0601BEC6d       20090101002615100000005000m0600053990002063   
0601BEC6d       20090101002620100000005000m0600054160002065   
0601BEC6d       20090101002625100000005000m0600054320002067   
0601BEC6d       20090101002630100000005000m0600054530002071   
0601BEC6d       20090101002635100000005000m0600054690002074   
0601BEC6d       20090101002640100000005000m0600054860002076   
0601BEC6d       20090101002645100000005000m0600055030002079   
0601BEC6d       20090101002650100000005000m0600055210002081   
0601BEC6d       20090101002655100000005000m0600055380002084   
0601BEC6d       20090101002660100000005000m0600055560002087   
0601BEC6d       20090101002665100000005000m0600055730002089   
0601BEC6d       20090101002670100000005000m0600055920002092   
0601BEC6d       20090101002675100000005000m0600056090002095   
0601BEC6d       20090101002680100000005000m0600056250002097   
0601BEC6d       20090101002685100000005000m0600056430002100   
0601BEC6d       20090101002690100000005000m0600056610002103   
0601BEC6d       20090101002695100000005000m0600056790002105   
0601BEC6d       20090101002700100000005000m0600056960002108   
0601BEC6d       20090101002705100000005000m0600057130002110   
0601BEC6d       20090101002710100000005000m0600057320002113   
0601BEC6d       20090101002715100000005000m0600057490002116   
0601BEC6d       20090101002720100000005000m0600057650002118   
0601BEC6d       20090101002725100000005000m0600057830002120   
0601BEC6d       20090101002730100000005000m0600058020002123   
0601BEC6d       20090101002735100000005000m0600058180002125   
0601BEC6d       20090101002740100000005000m0600058360002128   
0601BEC6d       20090101002745100000005000m0600058520002130   
0601BEC6d       20090101002750100000005000m0600058710002133   
0601BEC6d       20090101002755100000005000m0600058890002136   
0601BEC6d       20090101002760100000005000m0600059060002138   
0601BEC6d       20090101002765100000005000m0600059240002141   
0601BEC6d       20090101002770100000005000m0600059420002143   
0601BEC6d       20090101002775100000005000m0600059590002145   
0601BEC6d       20090101002780100000005000m0600059770002148   
0601BEC6d       20090101002785100000005000m0600059940002150   
0601BEC6d       20090101002790100000005000m0600060130002153   
0601BEC6d       20090101002795100000005000m0600060310002156   
0601BEC6d       20090101002800100000005000m0600060480002158   
0601BEC6d       20090101002805100000005000m0600060650002160   
0601BEC6d       20090101002810100000005000m0600060850002164   
0601BEC6d       20090101002815100000005000m0600061020002166   
0601BEC6d       20090101002820100000005000m0600061200002168   
0601BEC6d       20090101002825100000005000m0600061370002170   
0601BEC6d       20090101002830100000005000m0600061560002173   
0601BEC6d       20090101002835100000005000m0600061740002176   
0601BEC6d       20090101002840100000005000m0600061920002178   
0601BEC6d       20090101002845100000005000m0600062090002181   
0601BEC6d       20090101002850100000005000m0600062290002184   
0601BEC6d       20090101002855100000005000m0600062460002186   
0601BEC6d       20090101002860100000005000m0600062640002188   
0601BEC6d       20090101002865100000005000m0600062810002190   
0601BEC6d       20090101002870100000005000m0600063010002194   
0601BEC6d       20090101002875100000005000m0600063190002196   
0601BEC6d       20090101002880100000005000m0600063350002198   
0601BEC6d       20090101002885100000005000m0600063520002200   
0601BEC6d       20090101002890100000005000m0600063720002203   
0601BEC6d       20090101002895100000005000m0600063900002205   
0601BEC6d       20090101002900100000005000m0600064070002207   
0601BEC6d       20090101002905100000005000m0600064250002210   
0601BEC6d       20090101002910100000005000m0600064440002213   
0601BEC6d       20090101002915100000005000m0600064610002215   
0601BEC6d       20090101002920100000005000m0600064790002217   
0601BEC6d       20090101002925100000005000m0600064960002219   
0601BEC6d       20090101002930100000005000m0600065160002222   
0601BEC6d       20090101002935100000005000m0600065330002224   
0601BEC6d       20090101002940100000005000m0600065510002226   
0601BEC6d       20090101002945100000005000m0600065680002228   
0601BEC6d       20090101002950100000005000m0600065850002230   
0601BEC6d       20090101002955100000005000m0600066050002233   
0601BEC6d       20090101002960100000005000m0600066230002236   
0601BEC6d       20090101002965100000005000m0600066400002238   
0601BEC6d       20090101002970100000005000m0600066570002240   
0601BEC6d       20090101002975100000005000m0600066770002242   
0601BEC6d       20090101002980100000005000m0600066940002244   
0601BEC6d       20090101002985100000005000m0600067120002247   
0601BEC6d       20090101002990100000005000m0600067290002249   
0601BEC6d       20090101002995100000005000m0600067480002251   
0601BEC6d       20090101003000100000005000m0600067670002254   
0601BEC6d       20090101003005100000005000m0600067840002256   
0601BEC6d       20090101003010100000005000m0600068010002258   
0601BEC6d       20090101003015100000005000m0600068210002260   
0601BEC6d       20090101003020100000005000m0600068380002262   
0601BEC6d       20090101003025100000005000m0600068560002265   
0601BEC6d       20090101003030100000005000m0600068730002266   
0601BEC6d       20090101003035100000005000m0600068920002269   
0601BEC6d       20090101003040100000005000m0600069110002271   
0601BEC6d       20090101003045100000005000m0600069280002273   
0601BEC6d       20090101003050100000005000m0600069450002275   
0601BEC6d       20090101003055100000005000m0600069650002278   
0601BEC6d       20090101003060100000005000m0600069820002280   
0601BEC6d       20090101003065100000005000m0600070000002282   
0601BEC6d       20090101003070100000005000m0600070170002284   
0601BEC6d       20090101003075100000005000m0600070370002287   
0601BEC6d       20090101003080100000005000m0600070540002288   
0601BEC6d       20090101003085100000005000m0600070720002291   
0601BEC6d       20090101003090100000005000m0600070890002292   
0601BEC6d       20090101003095100000005000m0600071090002295   
0601BEC6d       20090101003100100000005000m0600071260002297   
0601BEC6d       20090101003105100000005000m0600071450002299   
0601BEC6d       20090101003110100000005000m0600071610002301   
0601BEC6d       20090101003115100000005000m0600071810002303   
0601BEC6d       20090101003120100000005000m0600071990002306   
0601BEC6d       20090101003125100000005000m0600072160002307   
0601BEC6d       20090101003130100000005000m0600072330002309   
0601BEC6d       20090101003135100000005000m0600072530002312   
0601BEC6d       20090101003140100000005000m0600072700002313   
0601BEC6d       20090101003145100000005000m0600072880002315   
0601BEC6d       20090101003150100000005000m0600073050002317   
0601BEC6d       20090101003155100000005000m0600073250002320   
0601BEC6d       20090101003160100000005000m0600073440002322   
0601BEC6d       20090101003165100000005000m0600073600002324   
0601BEC6d       20090101003170100000005000m0600073780002326   
0601BEC6d       20090101003175100000005000m0600073970002328   
0601BEC6d       20090101003180100000005000m0600074150002330   
0601BEC6d       20090101003185100000005000m0600074320002332   
0601BEC6d       20090101003190100000005000m0600074500002334   
0601BEC6d       20090101003195100000005000m0600074700002336   
0601BEC6d       20090101003200100000005000m0600074860002338   
0601BEC6d       20090101003205100000005000m0600075050002340   
0601BEC6d       20090101003210100000005000m0600075220002341   
0601BEC6d       20090101003215100000005000m0600075420002344   
0601BEC6d       20090101003220100000005000m0600075590002346   
0601BEC6d       20090101003225100000005000m0600075770002348   
0601BEC6d       20090101003230100000005000m0600075940002349   
0601BEC6d       20090101003235100000005000m0600076140002352   
0601BEC6d       20090101003240100000005000m0600076320002354   
0601BEC6d       20090101003245100000005000m0600076490002355   
0601BEC6d       20090101003250100000005000m0600076670002357   
0601BEC6d       20090101003255100000005000m0600076870002360   
0601BEC6d       20090101003260100000005000m0600077050002362   
0601BEC6d       20090101003265100000005000m0600077220002363   
0601BEC6d       20090101003270100000005000m0600077430002366   
0601BEC6d       20090101003275100000005000m0600077600002368   
0601BEC6d       20090101003280100000005000m0600077780002370   
0601BEC6d       20090101003285100000005000m0600077990002372   
0601BEC6d       20090101003290100000005000m0600078170002374   
0601BEC6d       20090101003295100000005000m0600078340002376   
0601BEC6d       20090101003300100000005000m0600078550002379   
0601BEC6d       20090101003305100000005000m0600078720002380   
0601BEC6d       20090101003310100000005000m0600078940002383   
0601BEC6d       20090101003315100000005000m0600079110002385   
0601BEC6d       20090101003320100000005000m0600079290002386   
0601BEC6d       20090101003325100000005000m0600079490002389   
0601BEC6d       20090101003330100000005000m0600079660002390   
0601BEC6d       20090101003335100000005000m0600079840002392   
0601BEC6d       20090101003340100000005000m0600080050002395   
0601BEC6d       20090101003345100000005000m0600080230002397   
0601BEC6d       20090101003350100000005000m0600080400002398   
0601BEC6d       20090101003355100000005000m0600080610002401   
0601BEC6d       20090101003360100000005000m0600080790002403   
0601BEC6d       20090101003365100000005000m0600081000002405   
0601BEC6d       20090101003370100000005000m0600081170002407   
0601BEC6d       20090101003375100000005000m0600081340002408   
0601BEC6d       20090101003380100000005000m0600081560002411   
0601BEC6d       20090101003385100000005000m0600081730002413   
0601BEC6d       20090101003390100000005000m0600081910002414   
0601BEC6d       20090101003395100000005000m0600082120002417   
0601BEC6d       20090101003400100000005000m0600082290002419   
0601BEC6d       20090101003405100000005000m0600082500002421   
0601BEC6d       20090101003410100000005000m0600082670002423   
0601BEC6d       20090101003415100000005000m0600082860002425   
0601BEC6d       20090101003420100000005000m0600083060002427   
0601BEC6d       20090101003425100000005000m0600083230002428   
0601BEC6d       20090101003430100000005000m0600083410002430   
0601BEC6d       20090101003435100000005000m0600083620002433   
0601BEC6d       20090101003440100000005000m0600083800002434   
0601BEC6d       20090101003445100000005000m0600083970002436   
0601BEC6d       20090101003450100000005000m0600084180002438   
0601BEC6d       20090101003455100000005000m0600084360002440   
0601BEC6d       20090101003460100000005000m0600084570002442   
0601BEC6d       20090101003465100000005000m0600084740002444   
0601BEC6d       20090101003470100000005000m0600084920002446   
0601BEC6d       20090101003475100000005000m0600085130002448   
0601BEC6d       20090101003480100000005000m0600085300002449   
0601BEC6d       20090101003485100000005000m0600085480002451   
0601BEC6d       20090101003490100000005000m0600085690002454   
0601BEC6d       20090101003495100000005000m0600085860002455   
0601BEC6d       20090101003500100000005000m0600086040002457   
0601BEC6d       20090101003505100000005000m0600086250002459   
0601BEC6d       20090101003510100000005000m0600086420002460   
0601BEC6d       20090101003515100000005000m0600086640002463   
0601BEC6d       20090101003520100000005000m0600086810002464   
0601BEC6d       20090101003525100000005000m0600086980002466   
0601BEC6d       20090101003530100000005000m0600087200002469   
0601BEC6d       20090101003535100000005000m0600087370002470   
0601BEC6d       20090101003540100000005000m0600087540002471   
0601BEC6d       20090101003545100000005000m0600087760002474   
0601BEC6d       20090101003550100000005000m0600087930002475   
0601BEC6d       20090101003555100000005000m0600088140002478   
0601BEC6d       20090101003560100000005000m0600088320002479   
0601BEC6d       20090101003565100000005000m0600088500002481   
0601BEC6d       20090101003570100000005000m0600088700002483   
0601BEC6d       20090101003575100000005000m0600088880002484   
0601BEC6d       20090101003580100000005000m0600089060002486   
0601BEC6d       20090101003585100000005000m0600089270002488   
0601BEC6d       20090101003590100000005000m0600089440002490   
0601BEC6d       20090101003595100000005000m0600089620002491   
0601BEC6d       20090101003600100000005000m0600089830002494   
0601BEC6d       20090101003605100000005000m0600090000002495   
0601BEC6d       20090101003610100000005000m0600090210002497   
0601BEC6d       20090101003615100000005000m0600090390002499   
0601BEC6d       20090101003620100000005000m0600090570002500   
0601BEC6d       20090101003625100000005000m0600090770002502   
0601BEC6d       20090101003630100000005000m0600090950002504   
0601BEC6d       20090101003635100000005000m0600091130002505   
0601BEC6d       20090101003640100000005000m0600091340002508   
0601BEC6d       20090101003645100000005000m0600091510002509   
0601BEC6d       20090101003650100000005000m0600091720002511   
0601BEC6d       20090101003655100000005000m0600091900002513   
0601BEC6d       20090101003660100000005000m0600092080002514   
0601BEC6d       20090101003665100000005000m0600092280002516   
0601BEC6d       20090101003670100000005000m0600092460002518   
0601BEC6d       20090101003675100000005000m0600092630002519   
0601BEC6d       20090101003680100000005000m0600092850002521   
0601BEC6d       20090101003685100000005000m0600093030002523   
0601BEC6d       20090101003690100000005000m0600093200002524   
0601BEC6d       20090101003695100000005000m0600093410002526   
0601BEC6d       20090101003700100000005000m0600093590002528   
0601BEC6d       20090101003705100000005000m0600093800002530   
0601BEC6d       20090101003710100000005000m0600093970002531   
0601BEC6d       20090101003715100000005000m0600094150002533   
0601BEC6d       20090101003720100000005000m0600094350002535   
0601BEC6d       20090101003725100000005000m0600094540002536   
0601BEC6d       20090101003730100000005000m0600094720002538   
0601BEC6d       20090101003735100000005000m0600094920002540   
0601BEC6d       20090101003740100000005000m0600095100002541   
0601BEC6d       20090101003745100000005000m0600095270002542   
0601BEC6d       20090101003750100000005000m0600095480002544   
0601BEC6d       20090101003755100000005000m0600095670002546   
0601BEC6d       20090101003760100000005000m0600095870002548   
0601BEC6d       20090101003765100000005000m0600096050002549   
0601BEC6d       20090101003770100000005000m0600096220002551   
0601BEC6d       20090101003775100000005000m0600096430002553   
0601BEC6d       20090101003780100000005000m0600096600002554   
0601BEC6d       20090101003785100000005000m0600096790002556   
0601BEC6d       20090101003790100000005000m0600097000002558   
0601BEC6d       20090101003795100000005000m0600097170002559   
0601BEC6d       20090101003800100000005000m0600097380002561   
0601BEC6d       20090101003805100000005000m0600097560002562   
0601BEC6d       20090101003810100000005000m0600097730002563   
0601BEC6d       20090101003815100000005000m0600097950002566   
0601BEC6d       20090101003820100000005000m0600098130002567   
0601BEC6d       20090101003825100000005000m0600098300002568   
0601BEC6d       20090101003830100000005000m0600098510002570   
0601BEC6d       20090101003835100000005000m0600098690002572   
0601BEC6d       20090101003840100000005000m0600098860002573   
0601BEC6d       20090101003845100000005000m0600099070002575   
0601BEC6d       20090101003850100000005000m0600099240002576   
0601BEC6d       20090101003855100000005000m0600099470002579   
0601BEC6d       20090101003860100000005000m0600099640002580   
0601BEC6d       20090101003865100000005000m0600099820002581   
0601BEC6d       20090101003870100000005000m0600100020002583   
0601BEC6d       20090101003875100000005000m0600100200002584   
0601BEC6d       20090101003880100000005000m0600100380002585   
0601BEC6d       20090101003885100000005000m0600100580002587   
0601BEC6d       20090101003890100000005000m0600100760002589   
0601BEC6d       20090101003895100000005000m0600100940002590   
0601BEC6d       20090101003900100000005000m0600101160002592   
0601BEC6d       20090101003905100000005000m0600101330002593   
0601BEC6d       20090101003910100000005000m0600101540002595   
0601BEC6d       20090101003915100000005000m0600101720002597   
0601BEC6d       20090101003920100000005000m0600101890002598   
0601BEC6d       20090101003925100000005000m0600102100002600   
0601BEC6d       20090101003930100000005000m0600102280002601   
0601BEC6d       20090101003935100000005000m0600102450002602   
0601BEC6d       20090101003940100000005000m0600102660002604   
0601BEC6d       20090101003945100000005000m0600102840002605   
0601BEC6d       20090101003950100000005000m0600103050002607   
0601BEC6d       20090101003955100000005000m0600103220002608   
0601BEC6d       20090101003960100000005000m0600103410002610   
0601BEC6d       20090101003965100000005000m0600103620002612   
0601BEC6d       20090101003970100000005000m0600103800002613   
0601BEC6d       20090101003975100000005000m0600103970002614   
0601BEC6d       20090101003980100000005000m0600104180002616   
0601BEC6d       20090101003985100000005000m0600104360002617   
0601BEC6d       20090101003990100000005000m0600104540002618   
0601BEC6d       20090101003995100000005000m0600104750002620   
0601BEC6d       20090101004000100000005000m0600104920002621   
0601BEC6d       20090101004005100000005000m0600105130002623   
0601BEC6d       20090101004010100000005000m0600105310002625   
0601BEC6d       20090101004015100000005000m0600105490002626   
0601BEC6d       20090101004020100000005000m0600105700002628   
0601BEC6d       20090101004025100000005000m0600105870002629   
0601BEC6d       20090101004030100000005000m0600106050002630   
0601BEC6d       20090101004035100000005000m0600106260002632   
0601BEC6d       20090101004040100000005000m0600106440002633   
0601BEC6d       20090101004045100000005000m0600106640002635   
0601BEC6d       20090101004050100000005000m0600106820002636   
0601BEC6d       20090101004055100000005000m0600107000002637   
0601BEC6d       20090101004060100000005000m0600107210002639   
0601BEC6d       20090101004065100000005000m0600107390002640   
0601BEC6d       20090101004070100000005000m0600107560002641   
0601BEC6d       20090101004075100000005000m0600107770002643   
0601BEC6d       20090101004080100000005000m0600107950002644   
0601BEC6d       20090101004085100000005000m0600108130002645   
0601BEC6d       20090101004090100000005000m0600108340002647   
0601BEC6d       20090101004095100000005000m0600108510002648   
0601BEC6d       20090101004100100000005000m0600108720002650   
0601BEC6d       20090101004105100000005000m0600108900002651   
0601BEC6d       20090101004110100000005000m0600109080002652   
0601BEC6d       20090101004115100000005000m0600109290002654   
0601BEC6d       20090101004120100000005000m0600109470002655   
0601BEC6d       20090101004125100000005000m0600109640002656   
0601BEC6d       20090101004130100000005000m0600109850002658   
0601BEC6d       20090101004135100000005000m0600110030002659   
0601BEC6d       20090101004140100000005000m0600110210002660   
0601BEC6d       20090101004145100000005000m0600110420002662   
0601BEC6d       20090101004150100000005000m0600110600002663   
0601BEC6d       20090101004155100000005000m0600110810002665   
0601BEC6d       20090101004160100000005000m0600110980002666   
0601BEC6d       20090101004165100000005000m0600111160002667   
0601BEC6d       20090101004170100000005000m0600111370002669   
0601BEC6d       20090101004175100000005000m0600111550002670   
0601BEC6d       20090101004180100000005000m0600111730002671   
0601BEC6d       20090101004185100000005000m0600111940002673   
0601BEC6d       20090101004190100000005000m0600112120002674   
0601BEC6d       20090101004195100000005000m0600112330002676   
0601BEC6d       20090101004200100000005000m0600112500002677   
0601BEC6d       20090101004205100000005000m0600112680002678   
0601BEC6d       20090101004210100000005000m0600112890002680   
0601BEC6d       20090101004215100000005000m0600113070002681   
0601BEC6d       20090101004220100000005000m0600113250002682   
0601BEC6d       20090101004225100000005000m0600113460002684   
0601BEC6d       20090101004230100000005000m0600113640002685   
0601BEC6d       20090101004235100000005000m0600113820002686   
0601BEC6d       20090101004240100000005000m0600114030002688   
0601BEC6d       20090101004245100000005000m0600114210002689   
0601BEC6d       20090101004250100000005000m0600114420002691   
0601BEC6d       20090101004255100000005000m0600114580002691   
0601BEC6d       20090101004260100000005000m0600114760002692   
0601BEC6d       20090101004265100000005000m0600114970002694   
0601BEC6d       20090101004270100000005000m0600115150002695   
0601BEC6d       20090101004275100000005000m0600115330002696   
0601BEC6d       20090101004280100000005000m0600115540002698   
0601BEC6d       20090101004285100000005000m0600115720002699   
0601BEC6d       20090101004290100000005000m0600115900002700   
0601BEC6d       20090101004295100000005000m0600116110002702   
0601BEC6d       20090101004300100000005000m0600116290002703   
