00TG               20081204                                                                                   
0601TGC7+       20090101000810100000005000m0700000040000005   
0601TGC7+       20090101000815100000005000m0700000040000005   
0601TGC7+       20090101000820100000005000m0700000040000005   
0601TGC7+       20090101000825100000005000m0700000040000005   
0601TGC7+       20090101000830100000005000m0700000040000005   
0601TGC7+       20090101000835100000005000m0700000130000016   
0601TGC7+       20090101000840100000005000m0700000190000023   
0601TGC7+       20090101000845100000005000m0700000280000033   
0601TGC7+       20090101000850100000005000m0700000360000042   
0601TGC7+       20090101000855100000005000m0700000430000050   
0601TGC7+       20090101000860100000005000m0700000520000060   
0601TGC7+       20090101000865100000005000m0700000600000069   
0601TGC7+       20090101000870100000005000m0700000670000077   
0601TGC7+       20090101000875100000005000m0700000760000087   
0601TGC7+       20090101000880100000005000m0700000820000093   
0601TGC7+       20090101000885100000005000m0700000910000103   
0601TGC7+       20090101000890100000005000m0700001000000112   
0601TGC7+       20090101000895100000005000m0700001070000119   
0601TGC7+       20090101000900100000005000m0700001160000129   
0601TGC7+       20090101000905100000005000m0700001250000138   
0601TGC7+       20090101000910100000005000m0700001340000147   
0601TGC7+       20090101000915100000005000m0700001410000154   
0601TGC7+       20090101000920100000005000m0700001510000164   
0601TGC7+       20090101000925100000005000m0700001600000173   
0601TGC7+       20090101000930100000005000m0700001670000179   
0601TGC7+       20090101000935100000005000m0700001760000188   
0601TGC7+       20090101000940100000005000m0700001850000196   
0601TGC7+       20090101000945100000005000m0700001920000203   
0601TGC7+       20090101000950100000005000m0700002010000211   
0601TGC7+       20090101000955100000005000m0700002090000218   
0601TGC7+       20090101000960100000005000m0700002180000226   
0601TGC7+       20090101000965100000005000m0700002270000235   
0601TGC7+       20090101000970100000005000m0700002340000241   
0601TGC7+       20090101000975100000005000m0700002430000249   
0601TGC7+       20090101000980100000005000m0700002520000256   
0601TGC7+       20090101000985100000005000m0700002590000262   
0601TGC7+       20090101000990100000005000m0700002690000271   
0601TGC7+       20090101000995100000005000m0700002760000277   
0601TGC7+       20090101001000100000005000m0700002850000284   
0601TGC7+       20090101001005100000005000m0700002940000292   
0601TGC7+       20090101001010100000005000m0700003020000298   
0601TGC7+       20090101001015100000005000m0700003110000306   
0601TGC7+       20090101001020100000005000m0700003200000313   
0601TGC7+       20090101001025100000005000m0700003300000321   
0601TGC7+       20090101001030100000005000m0700003370000326   
0601TGC7+       20090101001035100000005000m0700003460000333   
0601TGC7+       20090101001040100000005000m0700003550000341   
0601TGC7+       20090101001045100000005000m0700003630000347   
0601TGC7+       20090101001050100000005000m0700003720000353   
0601TGC7+       20090101001055100000005000m0700003810000360   
0601TGC7+       20090101001060100000005000m0700003890000366   
0601TGC7+       20090101001065100000005000m0700004000000375   
0601TGC7+       20090101001070100000005000m0700004100000382   
0601TGC7+       20090101001075100000005000m0700004200000390   
0601TGC7+       20090101001080100000005000m0700004310000398   
0601TGC7+       20090101001085100000005000m0700004390000404   
0601TGC7+       20090101001090100000005000m0700004510000413   
0601TGC7+       20090101001095100000005000m0700004600000419   
0601TGC7+       20090101001100100000005000m0700004700000426   
0601TGC7+       20090101001105100000005000m0700004810000434   
0601TGC7+       20090101001110100000005000m0700004910000441   
0601TGC7+       20090101001115100000005000m0700004990000447   
0601TGC7+       20090101001120100000005000m0700005100000454   
0601TGC7+       20090101001125100000005000m0700005210000462   
0601TGC7+       20090101001130100000005000m0700005310000469   
0601TGC7+       20090101001135100000005000m0700005420000476   
0601TGC7+       20090101001140100000005000m0700005500000481   
0601TGC7+       20090101001145100000005000m0700005630000491   
0601TGC7+       20090101001150100000005000m0700005720000496   
0601TGC7+       20090101001155100000005000m0700005830000504   
0601TGC7+       20090101001160100000005000m0700005940000511   
0601TGC7+       20090101001165100000005000m0700006040000517   
0601TGC7+       20090101001170100000005000m0700006130000523   
0601TGC7+       20090101001175100000005000m0700006240000530   
0601TGC7+       20090101001180100000005000m0700006340000536   
0601TGC7+       20090101001185100000005000m0700006450000543   
0601TGC7+       20090101001190100000005000m0700006560000550   
0601TGC7+       20090101001195100000005000m0700006660000556   
0601TGC7+       20090101001200100000005000m0700006770000563   
0601TGC7+       20090101001205100000005000m0700006860000568   
0601TGC7+       20090101001210100000005000m0700006960000574   
0601TGC7+       20090101001215100000005000m0700007080000582   
0601TGC7+       20090101001220100000005000m0700007170000587   
0601TGC7+       20090101001225100000005000m0700007290000594   
0601TGC7+       20090101001230100000005000m0700007390000600   
0601TGC7+       20090101001235100000005000m0700007480000604   
0601TGC7+       20090101001240100000005000m0700007600000612   
0601TGC7+       20090101001245100000005000m0700007700000617   
0601TGC7+       20090101001250100000005000m0700007800000623   
0601TGC7+       20090101001255100000005000m0700007910000629   
0601TGC7+       20090101001260100000005000m0700008000000634   
0601TGC7+       20090101001265100000005000m0700008110000640   
0601TGC7+       20090101001270100000005000m0700008220000646   
0601TGC7+       20090101001275100000005000m0700008320000651   
0601TGC7+       20090101001280100000005000m0700008440000658   
0601TGC7+       20090101001285100000005000m0700008540000663   
0601TGC7+       20090101001290100000005000m0700008630000668   
0601TGC7+       20090101001295100000005000m0700008750000674   
0601TGC7+       20090101001300100000005000m0700008850000679   
0601TGC7+       20090101001305100000005000m0700008960000685   
0601TGC7+       20090101001310100000005000m0700009070000691   
0601TGC7+       20090101001315100000005000m0700009170000696   
0601TGC7+       20090101001320100000005000m0700009290000702   
0601TGC7+       20090101001325100000005000m0700009390000707   
0601TGC7+       20090101001330100000005000m0700009490000712   
0601TGC7+       20090101001335100000005000m0700009610000719   
0601TGC7+       20090101001340100000005000m0700009710000723   
0601TGC7+       20090101001345100000005000m0700009810000728   
0601TGC7+       20090101001350100000005000m0700009920000733   
0601TGC7+       20090101001355100000005000m0700010040000740   
0601TGC7+       20090101001360100000005000m0700010150000745   
0601TGC7+       20090101001365100000005000m0700010280000752   
0601TGC7+       20090101001370100000005000m0700010380000756   
0601TGC7+       20090101001375100000005000m0700010530000764   
0601TGC7+       20090101001380100000005000m0700010630000769   
0601TGC7+       20090101001385100000005000m0700010750000775   
0601TGC7+       20090101001390100000005000m0700010880000781   
0601TGC7+       20090101001395100000005000m0700010990000786   
0601TGC7+       20090101001400100000005000m0700011100000791   
0601TGC7+       20090101001405100000005000m0700011230000798   
0601TGC7+       20090101001410100000005000m0700011340000803   
0601TGC7+       20090101001415100000005000m0700011460000808   
0601TGC7+       20090101001420100000005000m0700011590000815   
0601TGC7+       20090101001425100000005000m0700011710000820   
0601TGC7+       20090101001430100000005000m0700011840000827   
0601TGC7+       20090101001435100000005000m0700011950000831   
0601TGC7+       20090101001440100000005000m0700012070000837   
0601TGC7+       20090101001445100000005000m0700012210000844   
0601TGC7+       20090101001450100000005000m0700012330000849   
0601TGC7+       20090101001455100000005000m0700012440000854   
0601TGC7+       20090101001460100000005000m0700012580000860   
0601TGC7+       20090101001465100000005000m0700012690000865   
0601TGC7+       20090101001470100000005000m0700012830000871   
0601TGC7+       20090101001475100000005000m0700012950000876   
0601TGC7+       20090101001480100000005000m0700013070000882   
0601TGC7+       20090101001485100000005000m0700013210000888   
0601TGC7+       20090101001490100000005000m0700013320000892   
0601TGC7+       20090101001495100000005000m0700013440000897   
0601TGC7+       20090101001500100000005000m0700013580000904   
0601TGC7+       20090101001505100000005000m0700013700000909   
0601TGC7+       20090101001510100000005000m0700013810000913   
0601TGC7+       20090101001515100000005000m0700013970000921   
0601TGC7+       20090101001520100000005000m0700014080000925   
0601TGC7+       20090101001525100000005000m0700014220000931   
0601TGC7+       20090101001530100000005000m0700014350000936   
0601TGC7+       20090101001535100000005000m0700014470000941   
0601TGC7+       20090101001540100000005000m0700014610000947   
0601TGC7+       20090101001545100000005000m0700014730000952   
0601TGC7+       20090101001550100000005000m0700014860000957   
0601TGC7+       20090101001555100000005000m0700015000000963   
0601TGC7+       20090101001560100000005000m0700015130000968   
0601TGC7+       20090101001565100000005000m0700015250000973   
0601TGC7+       20090101001570100000005000m0700015410000980   
0601TGC7+       20090101001575100000005000m0700015530000984   
0601TGC7+       20090101001580100000005000m0700015680000991   
0601TGC7+       20090101001585100000005000m0700015810000996   
0601TGC7+       20090101001590100000005000m0700015950001002   
0601TGC7+       20090101001595100000005000m0700016100001008   
0601TGC7+       20090101001600100000005000m0700016230001013   
0601TGC7+       20090101001605100000005000m0700016370001018   
0601TGC7+       20090101001610100000005000m0700016520001024   
0601TGC7+       20090101001615100000005000m0700016670001031   
0601TGC7+       20090101001620100000005000m0700016830001037   
0601TGC7+       20090101001625100000005000m0700016970001043   
0601TGC7+       20090101001630100000005000m0700017100001047   
0601TGC7+       20090101001635100000005000m0700017270001055   
0601TGC7+       20090101001640100000005000m0700017410001060   
0601TGC7+       20090101001645100000005000m0700017560001066   
0601TGC7+       20090101001650100000005000m0700017710001072   
0601TGC7+       20090101001655100000005000m0700017860001078   
0601TGC7+       20090101001660100000005000m0700017990001082   
0601TGC7+       20090101001665100000005000m0700018160001089   
0601TGC7+       20090101001670100000005000m0700018300001094   
0601TGC7+       20090101001675100000005000m0700018460001100   
0601TGC7+       20090101001680100000005000m0700018610001106   
0601TGC7+       20090101001685100000005000m0700018740001111   
0601TGC7+       20090101001690100000005000m0700018910001117   
0601TGC7+       20090101001695100000005000m0700019050001122   
0601TGC7+       20090101001700100000005000m0700019190001127   
0601TGC7+       20090101001705100000005000m0700019350001133   
0601TGC7+       20090101001710100000005000m0700019500001139   
0601TGC7+       20090101001715100000005000m0700019630001143   
0601TGC7+       20090101001720100000005000m0700019790001149   
0601TGC7+       20090101001725100000005000m0700019940001154   
0601TGC7+       20090101001730100000005000m0700020100001160   
0601TGC7+       20090101001735100000005000m0700020250001165   
0601TGC7+       20090101001740100000005000m0700020380001170   
0601TGC7+       20090101001745100000005000m0700020560001177   
0601TGC7+       20090101001750100000005000m0700020690001181   
0601TGC7+       20090101001755100000005000m0700020830001185   
0601TGC7+       20090101001760100000005000m0700021000001191   
0601TGC7+       20090101001765100000005000m0700021140001196   
0601TGC7+       20090101001770100000005000m0700021310001202   
0601TGC7+       20090101001775100000005000m0700021450001207   
0601TGC7+       20090101001780100000005000m0700021590001211   
0601TGC7+       20090101001785100000005000m0700021750001217   
0601TGC7+       20090101001790100000005000m0700021900001222   
0601TGC7+       20090101001795100000005000m0700022030001226   
0601TGC7+       20090101001800100000005000m0700022210001232   
0601TGC7+       20090101001805100000005000m0700022340001236   
0601TGC7+       20090101001810100000005000m0700022490001241   
0601TGC7+       20090101001815100000005000m0700022650001246   
0601TGC7+       20090101001820100000005000m0700022800001251   
0601TGC7+       20090101001825100000005000m0700022960001256   
0601TGC7+       20090101001830100000005000m0700023100001261   
0601TGC7+       20090101001835100000005000m0700023240001265   
0601TGC7+       20090101001840100000005000m0700023400001270   
0601TGC7+       20090101001845100000005000m0700023550001275   
0601TGC7+       20090101001850100000005000m0700023690001279   
0601TGC7+       20090101001855100000005000m0700023860001285   
0601TGC7+       20090101001860100000005000m0700024000001289   
0601TGC7+       20090101001865100000005000m0700024160001294   
0601TGC7+       20090101001870100000005000m0700024310001298   
0601TGC7+       20090101001875100000005000m0700024450001302   
0601TGC7+       20090101001880100000005000m0700024620001308   
0601TGC7+       20090101001885100000005000m0700024770001312   
0601TGC7+       20090101001890100000005000m0700024900001316   
0601TGC7+       20090101001895100000005000m0700025070001321   
0601TGC7+       20090101001900100000005000m0700025210001325   
0601TGC7+       20090101001905100000005000m0700025360001329   
0601TGC7+       20090101001910100000005000m0700025520001334   
0601TGC7+       20090101001915100000005000m0700025660001338   
0601TGC7+       20090101001920100000005000m0700025840001344   
0601TGC7+       20090101001925100000005000m0700025970001347   
0601TGC7+       20090101001930100000005000m0700026120001352   
0601TGC7+       20090101001935100000005000m0700026290001357   
0601TGC7+       20090101001940100000005000m0700026430001361   
0601TGC7+       20090101001945100000005000m0700026570001364   
0601TGC7+       20090101001950100000005000m0700026740001370   
0601TGC7+       20090101001955100000005000m0700026880001373   
0601TGC7+       20090101001960100000005000m0700027030001377   
0601TGC7+       20090101001965100000005000m0700027190001382   
0601TGC7+       20090101001970100000005000m0700027330001386   
0601TGC7+       20090101001975100000005000m0700027510001391   
0601TGC7+       20090101001980100000005000m0700027650001395   
0601TGC7+       20090101001985100000005000m0700027800001399   
0601TGC7+       20090101001990100000005000m0700027980001404   
0601TGC7+       20090101001995100000005000m0700028130001408   
0601TGC7+       20090101002000100002000000m0700000000002033   
0601TGC7+       20090101004000100095999900m0700000000002384   
0601TGC8+       20090101000000100000120000m0800000000000034   
0601TGC8+       20090101000120100000005000m0800000040000033   
0601TGC8+       20090101000125100000005000m0800000040000031   
0601TGC8+       20090101000130100000005000m0800000040000030   
0601TGC8+       20090101000135100000005000m0800000040000029   
0601TGC8+       20090101000140100000005000m0800000040000028   
0601TGC8+       20090101000145100000005000m0800000040000027   
0601TGC8+       20090101000150100000005000m0800000040000026   
0601TGC8+       20090101000155100000005000m0800000040000025   
0601TGC8+       20090101000160100000005000m0800000040000025   
0601TGC8+       20090101000165100000005000m0800000040000024   
0601TGC8+       20090101000170100000005000m0800000040000023   
0601TGC8+       20090101000175100000005000m0800000040000023   
0601TGC8+       20090101000180100000005000m0800000040000022   
0601TGC8+       20090101000185100000005000m0800000040000021   
0601TGC8+       20090101000190100000005000m0800000040000021   
0601TGC8+       20090101000195100000005000m0800000040000020   
0601TGC8+       20090101000200100000005000m0800000040000020   
0601TGC8+       20090101000205100000005000m0800000040000019   
0601TGC8+       20090101000210100000005000m0800000040000019   
0601TGC8+       20090101000215100000005000m0800000040000018   
0601TGC8+       20090101000220100000005000m0800000040000018   
0601TGC8+       20090101000225100000005000m0800000040000018   
0601TGC8+       20090101000230100000005000m0800000040000017   
0601TGC8+       20090101000235100000005000m0800000040000017   
0601TGC8+       20090101000240100000005000m0800000040000016   
0601TGC8+       20090101000245100000005000m0800000040000016   
0601TGC8+       20090101000250100000005000m0800000040000016   
0601TGC8+       20090101000255100000005000m0800000040000016   
0601TGC8+       20090101000260100000005000m0800000040000015   
0601TGC8+       20090101000265100000005000m0800000040000015   
0601TGC8+       20090101000270100000005000m0800000040000015   
0601TGC8+       20090101000275100000005000m0800000040000014   
0601TGC8+       20090101000280100000005000m0800000040000014   
0601TGC8+       20090101000285100000005000m0800000040000014   
0601TGC8+       20090101000290100000005000m0800000040000014   
0601TGC8+       20090101000295100000005000m0800000040000013   
0601TGC8+       20090101000300100000005000m0800000040000013   
0601TGC8+       20090101000305100000005000m0800000040000013   
0601TGC8+       20090101000310100000005000m0800000040000013   
0601TGC8+       20090101000315100000005000m0800000040000013   
0601TGC8+       20090101000320100000005000m0800000040000012   
0601TGC8+       20090101000325100000005000m0800000040000012   
0601TGC8+       20090101000330100000005000m0800000040000012   
0601TGC8+       20090101000335100000005000m0800000040000012   
0601TGC8+       20090101000340100000005000m0800000040000012   
0601TGC8+       20090101000345100000005000m0800000040000012   
0601TGC8+       20090101000350100000005000m0800000040000011   
0601TGC8+       20090101000355100000005000m0800000040000011   
0601TGC8+       20090101000360100000005000m0800000040000011   
0601TGC8+       20090101000365100000005000m0800000040000011   
0601TGC8+       20090101000370100000005000m0800000040000011   
0601TGC8+       20090101000375100000005000m0800000040000011   
0601TGC8+       20090101000380100000005000m0800000040000010   
0601TGC8+       20090101000385100000005000m0800000040000010   
0601TGC8+       20090101000390100000005000m0800000040000010   
0601TGC8+       20090101000395100000005000m0800000040000010   
0601TGC8+       20090101000400100000005000m0800000040000010   
0601TGC8+       20090101000405100000005000m0800000040000010   
0601TGC8+       20090101000410100000005000m0800000040000010   
0601TGC8+       20090101000415100000005000m0800000040000010   
0601TGC8+       20090101000420100000005000m0800000040000009   
0601TGC8+       20090101000425100000005000m0800000040000009   
0601TGC8+       20090101000430100000005000m0800000040000009   
0601TGC8+       20090101000435100000005000m0800000040000009   
0601TGC8+       20090101000440100000005000m0800000040000009   
0601TGC8+       20090101000445100000005000m0800000040000009   
0601TGC8+       20090101000450100000005000m0800000040000009   
0601TGC8+       20090101000455100000005000m0800000040000009   
0601TGC8+       20090101000460100000005000m0800000040000009   
0601TGC8+       20090101000465100000005000m0800000040000009   
0601TGC8+       20090101000470100000005000m0800000040000008   
0601TGC8+       20090101000475100000005000m0800000040000008   
0601TGC8+       20090101000480100000005000m0800000040000008   
0601TGC8+       20090101000485100000005000m0800000040000008   
0601TGC8+       20090101000490100000005000m0800000040000008   
0601TGC8+       20090101000495100000005000m0800000040000008   
0601TGC8+       20090101000500100000005000m0800000040000008   
0601TGC8+       20090101000505100000005000m0800000040000008   
0601TGC8+       20090101000510100000005000m0800000040000008   
0601TGC8+       20090101000515100000005000m0800000040000008   
0601TGC8+       20090101000520100000005000m0800000040000008   
0601TGC8+       20090101000525100000005000m0800000040000008   
0601TGC8+       20090101000530100000005000m0800000040000008   
0601TGC8+       20090101000535100000005000m0800000040000007   
0601TGC8+       20090101000540100000005000m0800000040000007   
0601TGC8+       20090101000545100000005000m0800000040000007   
0601TGC8+       20090101000550100000005000m0800000040000007   
0601TGC8+       20090101000555100000005000m0800000040000007   
0601TGC8+       20090101000560100000005000m0800000040000007   
0601TGC8+       20090101000565100000005000m0800000040000007   
0601TGC8+       20090101000570100000005000m0800000040000007   
0601TGC8+       20090101000575100000005000m0800000040000007   
0601TGC8+       20090101000580100000005000m0800000040000007   
0601TGC8+       20090101000585100000005000m0800000040000007   
0601TGC8+       20090101000590100000005000m0800000040000007   
0601TGC8+       20090101000595100000005000m0800000040000007   
0601TGC8+       20090101000600100000005000m0800000040000007   
0601TGC8+       20090101000605100000005000m0800000040000007   
0601TGC8+       20090101000610100000005000m0800000040000007   
0601TGC8+       20090101000615100000005000m0800000040000006   
0601TGC8+       20090101000620100000005000m0800000040000006   
0601TGC8+       20090101000625100000005000m0800000040000006   
0601TGC8+       20090101000630100000005000m0800000040000006   
0601TGC8+       20090101000635100000005000m0800000040000006   
0601TGC8+       20090101000640100000005000m0800000040000006   
0601TGC8+       20090101000645100000005000m0800000040000006   
0601TGC8+       20090101000650100000005000m0800000040000006   
0601TGC8+       20090101000655100000005000m0800000040000006   
0601TGC8+       20090101000660100000005000m0800000040000006   
0601TGC8+       20090101000665100000005000m0800000040000006   
0601TGC8+       20090101000670100000005000m0800000040000006   
0601TGC8+       20090101000675100000005000m0800000040000006   
0601TGC8+       20090101000680100000005000m0800000040000006   
0601TGC8+       20090101000685100000005000m0800000040000006   
0601TGC8+       20090101000690100000005000m0800000040000006   
0601TGC8+       20090101000695100000005000m0800000040000006   
0601TGC8+       20090101000700100000005000m0800000040000006   
0601TGC8+       20090101000705100000005000m0800000040000006   
0601TGC8+       20090101000710100000005000m0800000040000006   
0601TGC8+       20090101000715100000005000m0800000040000006   
0601TGC8+       20090101000720100000005000m0800000040000006   
0601TGC8+       20090101000725100000005000m0800000040000005   
0601TGC8+       20090101000730100000005000m0800000040000005   
0601TGC8+       20090101000735100000005000m0800000040000005   
0601TGC8+       20090101000740100000005000m0800000040000005   
0601TGC8+       20090101000745100000005000m0800000040000005   
0601TGC8+       20090101000750100000005000m0800000040000005   
0601TGC8+       20090101000755100000005000m0800000040000005   
0601TGC8+       20090101000760100000005000m0800000040000005   
0601TGC8+       20090101000765100000005000m0800000040000005   
0601TGC8+       20090101000770100000005000m0800000040000005   
0601TGC8+       20090101000775100000005000m0800000040000005   
0601TGC8+       20090101000780100000005000m0800000040000005   
0601TGC8+       20090101000785100000005000m0800000040000005   
0601TGC8+       20090101000790100000005000m0800000040000005   
0601TGC8+       20090101000795100000005000m0800000040000005   
0601TGC8+       20090101000800100000005000m0800000040000005   
0601TGC8+       20090101000805100000005000m0800000040000005   
0601TGC8+       20090101000810100000005000m0800000040000005   
0601TGC8+       20090101000815100000005000m0800000040000005   
0601TGC8+       20090101000820100000005000m0800000040000005   
0601TGC8+       20090101000825100000005000m0800000040000005   
0601TGC8+       20090101000830100000005000m0800000040000005   
0601TGC8+       20090101000835100000005000m0800000040000005   
0601TGC8+       20090101000840100000005000m0800000040000005   
0601TGC8+       20090101000845100000005000m0800000040000005   
0601TGC8+       20090101000850100000005000m0800000040000005   
0601TGC8+       20090101000855100000005000m0800000040000005   
0601TGC8+       20090101000860100000005000m0800000040000005   
0601TGC8+       20090101000865100000005000m0800000040000005   
0601TGC8+       20090101000870100000005000m0800000040000005   
0601TGC8+       20090101000875100000005000m0800000040000005   
0601TGC8+       20090101000880100000005000m0800000040000005   
0601TGC8+       20090101000885100000005000m0800000040000005   
0601TGC8+       20090101000890100000005000m0800000040000004   
0601TGC8+       20090101000895100000005000m0800000040000004   
0601TGC8+       20090101000900100000005000m0800000040000004   
0601TGC8+       20090101000905100000005000m0800000040000004   
0601TGC8+       20090101000910100000005000m0800000040000004   
0601TGC8+       20090101000915100000005000m0800000040000004   
0601TGC8+       20090101000920100000005000m0800000070000008   
0601TGC8+       20090101000925100000005000m0800000150000016   
0601TGC8+       20090101000930100000005000m0800000220000024   
0601TGC8+       20090101000935100000005000m0800000310000033   
0601TGC8+       20090101000940100000005000m0800000380000040   
0601TGC8+       20090101000945100000005000m0800000460000049   
0601TGC8+       20090101000950100000005000m0800000550000058   
0601TGC8+       20090101000955100000005000m0800000620000065   
0601TGC8+       20090101000960100000005000m0800000710000074   
0601TGC8+       20090101000965100000005000m0800000790000082   
0601TGC8+       20090101000970100000005000m0800000860000088   
0601TGC8+       20090101000975100000005000m0800000950000097   
0601TGC8+       20090101000980100000005000m0800001040000106   
0601TGC8+       20090101000985100000005000m0800001120000113   
0601TGC8+       20090101000990100000005000m0800001210000122   
0601TGC8+       20090101000995100000005000m0800001280000128   
0601TGC8+       20090101001000100000005000m0800001370000137   
0601TGC8+       20090101001005100000005000m0800001470000146   
0601TGC8+       20090101001010100000005000m0800001540000152   
0601TGC8+       20090101001015100000005000m0800001630000160   
0601TGC8+       20090101001020100000005000m0800001720000168   
0601TGC8+       20090101001025100000005000m0800001820000177   
0601TGC8+       20090101001030100000005000m0800001890000183   
0601TGC8+       20090101001035100000005000m0800001980000191   
0601TGC8+       20090101001040100000005000m0800002070000199   
0601TGC8+       20090101001045100000005000m0800002150000205   
0601TGC8+       20090101001050100000005000m0800002240000213   
0601TGC8+       20090101001055100000005000m0800002330000220   
0601TGC8+       20090101001060100000005000m0800002410000227   
0601TGC8+       20090101001065100000005000m0800002500000234   
0601TGC8+       20090101001070100000005000m0800002600000242   
0601TGC8+       20090101001075100000005000m0800002690000250   
0601TGC8+       20090101001080100000005000m0800002790000258   
0601TGC8+       20090101001085100000005000m0800002860000263   
0601TGC8+       20090101001090100000005000m0800002970000272   
0601TGC8+       20090101001095100000005000m0800003050000278   
0601TGC8+       20090101001100100000005000m0800003140000285   
0601TGC8+       20090101001105100000005000m0800003240000293   
0601TGC8+       20090101001110100000005000m0800003330000299   
0601TGC8+       20090101001115100000005000m0800003410000305   
0601TGC8+       20090101001120100000005000m0800003500000312   
0601TGC8+       20090101001125100000005000m0800003600000319   
0601TGC8+       20090101001130100000005000m0800003690000326   
0601TGC8+       20090101001135100000005000m0800003790000333   
0601TGC8+       20090101001140100000005000m0800003860000338   
0601TGC8+       20090101001145100000005000m0800003980000347   
0601TGC8+       20090101001150100000005000m0800004050000351   
0601TGC8+       20090101001155100000005000m0800004150000359   
0601TGC8+       20090101001160100000005000m0800004250000366   
0601TGC8+       20090101001165100000005000m0800004340000372   
0601TGC8+       20090101001170100000005000m0800004410000376   
0601TGC8+       20090101001175100000005000m0800004520000384   
0601TGC8+       20090101001180100000005000m0800004610000390   
0601TGC8+       20090101001185100000005000m0800004710000397   
0601TGC8+       20090101001190100000005000m0800004800000403   
0601TGC8+       20090101001195100000005000m0800004880000408   
0601TGC8+       20090101001200100000005000m0800005010000417   
0601TGC8+       20090101001205100000005000m0800005090000422   
0601TGC8+       20090101001210100000005000m0800005200000429   
0601TGC8+       20090101001215100000005000m0800005310000436   
0601TGC8+       20090101001220100000005000m0800005410000443   
0601TGC8+       20090101001225100000005000m0800005530000451   
0601TGC8+       20090101001230100000005000m0800005620000456   
0601TGC8+       20090101001235100000005000m0800005720000462   
0601TGC8+       20090101001240100000005000m0800005830000469   
0601TGC8+       20090101001245100000005000m0800005940000476   
0601TGC8+       20090101001250100000005000m0800006040000482   
0601TGC8+       20090101001255100000005000m0800006150000489   
0601TGC8+       20090101001260100000005000m0800006240000494   
0601TGC8+       20090101001265100000005000m0800006350000501   
0601TGC8+       20090101001270100000005000m0800006460000508   
0601TGC8+       20090101001275100000005000m0800006570000514   
0601TGC8+       20090101001280100000005000m0800006680000521   
0601TGC8+       20090101001285100000005000m0800006780000527   
0601TGC8+       20090101001290100000005000m0800006870000532   
0601TGC8+       20090101001295100000005000m0800006990000539   
0601TGC8+       20090101001300100000005000m0800007090000544   
0601TGC8+       20090101001305100000005000m0800007200000551   
0601TGC8+       20090101001310100000005000m0800007310000557   
0601TGC8+       20090101001315100000005000m0800007410000562   
0601TGC8+       20090101001320100000005000m0800007540000570   
0601TGC8+       20090101001325100000005000m0800007640000576   
0601TGC8+       20090101001330100000005000m0800007740000581   
0601TGC8+       20090101001335100000005000m0800007860000588   
0601TGC8+       20090101001340100000005000m0800007960000593   
0601TGC8+       20090101001345100000005000m0800008060000598   
0601TGC8+       20090101001350100000005000m0800008170000604   
0601TGC8+       20090101001355100000005000m0800008280000610   
0601TGC8+       20090101001360100000005000m0800008380000615   
0601TGC8+       20090101001365100000005000m0800008500000622   
0601TGC8+       20090101001370100000005000m0800008590000626   
0601TGC8+       20090101001375100000005000m0800008720000633   
0601TGC8+       20090101001380100000005000m0800008810000637   
0601TGC8+       20090101001385100000005000m0800008920000643   
0601TGC8+       20090101001390100000005000m0800009040000649   
0601TGC8+       20090101001395100000005000m0800009140000654   
0601TGC8+       20090101001400100000005000m0800009240000659   
0601TGC8+       20090101001405100000005000m0800009350000664   
0601TGC8+       20090101001410100000005000m0800009460000670   
0601TGC8+       20090101001415100000005000m0800009570000675   
0601TGC8+       20090101001420100000005000m0800009690000681   
0601TGC8+       20090101001425100000005000m0800009790000686   
0601TGC8+       20090101001430100000005000m0800009930000693   
0601TGC8+       20090101001435100000005000m0800010040000698   
0601TGC8+       20090101001440100000005000m0800010160000704   
0601TGC8+       20090101001445100000005000m0800010290000711   
0601TGC8+       20090101001450100000005000m0800010400000716   
0601TGC8+       20090101001455100000005000m0800010510000721   
0601TGC8+       20090101001460100000005000m0800010640000728   
0601TGC8+       20090101001465100000005000m0800010750000733   
0601TGC8+       20090101001470100000005000m0800010890000740   
0601TGC8+       20090101001475100000005000m0800011000000745   
0601TGC8+       20090101001480100000005000m0800011120000750   
0601TGC8+       20090101001485100000005000m0800011250000756   
0601TGC8+       20090101001490100000005000m0800011350000760   
0601TGC8+       20090101001495100000005000m0800011470000766   
0601TGC8+       20090101001500100000005000m0800011610000773   
0601TGC8+       20090101001505100000005000m0800011730000778   
0601TGC8+       20090101001510100000005000m0800011840000783   
0601TGC8+       20090101001515100000005000m0800011990000790   
0601TGC8+       20090101001520100000005000m0800012090000794   
0601TGC8+       20090101001525100000005000m0800012230000801   
0601TGC8+       20090101001530100000005000m0800012350000806   
0601TGC8+       20090101001535100000005000m0800012470000811   
0601TGC8+       20090101001540100000005000m0800012610000818   
0601TGC8+       20090101001545100000005000m0800012720000822   
0601TGC8+       20090101001550100000005000m0800012840000827   
0601TGC8+       20090101001555100000005000m0800012980000833   
0601TGC8+       20090101001560100000005000m0800013100000838   
0601TGC8+       20090101001565100000005000m0800013210000843   
0601TGC8+       20090101001570100000005000m0800013360000850   
0601TGC8+       20090101001575100000005000m0800013480000855   
0601TGC8+       20090101001580100000005000m0800013620000861   
0601TGC8+       20090101001585100000005000m0800013750000866   
0601TGC8+       20090101001590100000005000m0800013880000872   
0601TGC8+       20090101001595100000005000m0800014020000878   
