00TG               20081204                                                                                   
0601TGA7+       20090101000000100000120000 0700000000000034   
0601TGA7+       20090101000120100000005000 0700000040000033   
0601TGA7+       20090101000125100000005000 0700000040000031   
0601TGA7+       20090101000130100000005000 0700000040000030   
0601TGA7+       20090101000135100000005000 0700000040000029   
0601TGA7+       20090101000140100000005000 0700000040000028   
0601TGA7+       20090101000145100000005000 0700000040000027   
0601TGA7+       20090101000150100000005000 0700000040000026   
0601TGA7+       20090101000155100000005000 0700000040000025   
0601TGA7+       20090101000160100000005000 0700000040000025   
0601TGA7+       20090101000165100000005000 0700000040000024   
0601TGA7+       20090101000170100000005000 0700000040000023   
0601TGA7+       20090101000175100000005000 0700000040000023   
0601TGA7+       20090101000180100000005000 0700000040000022   
0601TGA7+       20090101000185100000005000 0700000040000021   
0601TGA7+       20090101000190100000005000 0700000040000021   
0601TGA7+       20090101000195100000005000 0700000040000020   
0601TGA7+       20090101000200100000005000 0700000040000020   
0601TGA7+       20090101000205100000005000 0700000040000019   
0601TGA7+       20090101000210100000005000 0700000040000019   
0601TGA7+       20090101000215100000005000 0700000040000018   
0601TGA7+       20090101000220100000005000 0700000040000018   
0601TGA7+       20090101000225100000005000 0700000040000018   
0601TGA7+       20090101000230100000005000 0700000040000017   
0601TGA7+       20090101000235100000005000 0700000040000017   
0601TGA7+       20090101000240100000005000 0700000040000016   
0601TGA7+       20090101000245100000005000 0700000040000016   
0601TGA7+       20090101000250100000005000 0700000040000016   
0601TGA7+       20090101000255100000005000 0700000040000016   
0601TGA7+       20090101000260100000005000 0700000040000015   
0601TGA7+       20090101000265100000005000 0700000040000015   
0601TGA7+       20090101000270100000005000 0700000040000015   
0601TGA7+       20090101000275100000005000 0700000040000014   
0601TGA7+       20090101000280100000005000 0700000040000014   
0601TGA7+       20090101000285100000005000 0700000040000014   
0601TGA7+       20090101000290100000005000 0700000040000014   
0601TGA7+       20090101000295100000005000 0700000040000013   
0601TGA7+       20090101000300100000005000 0700000040000013   
0601TGA7+       20090101000305100000005000 0700000040000013   
0601TGA7+       20090101000310100000005000 0700000040000013   
0601TGA7+       20090101000315100000005000 0700000040000013   
0601TGA7+       20090101000320100000005000 0700000040000012   
0601TGA7+       20090101000325100000005000 0700000040000012   
0601TGA7+       20090101000330100000005000 0700000040000012   
0601TGA7+       20090101000335100000005000 0700000040000012   
0601TGA7+       20090101000340100000005000 0700000040000012   
0601TGA7+       20090101000345100000005000 0700000040000012   
0601TGA7+       20090101000350100000005000 0700000040000011   
0601TGA7+       20090101000355100000005000 0700000040000011   
0601TGA7+       20090101000360100000005000 0700000040000011   
0601TGA7+       20090101000365100000005000 0700000040000011   
0601TGA7+       20090101000370100000005000 0700000040000011   
0601TGA7+       20090101000375100000005000 0700000040000011   
0601TGA7+       20090101000380100000005000 0700000040000010   
0601TGA7+       20090101000385100000005000 0700000040000010   
0601TGA7+       20090101000390100000005000 0700000040000010   
0601TGA7+       20090101000395100000005000 0700000040000010   
0601TGA7+       20090101000400100000005000 0700000040000010   
0601TGA7+       20090101000405100000005000 0700000040000010   
0601TGA7+       20090101000410100000005000 0700000040000010   
0601TGA7+       20090101000415100000005000 0700000040000010   
0601TGA7+       20090101000420100000005000 0700000040000009   
0601TGA7+       20090101000425100000005000 0700000040000009   
0601TGA7+       20090101000430100000005000 0700000040000009   
0601TGA7+       20090101000435100000005000 0700000040000009   
0601TGA7+       20090101000440100000005000 0700000040000009   
0601TGA7+       20090101000445100000005000 0700000040000009   
0601TGA7+       20090101000450100000005000 0700000040000009   
0601TGA7+       20090101000455100000005000 0700000040000009   
0601TGA7+       20090101000460100000005000 0700000040000009   
0601TGA7+       20090101000465100000005000 0700000040000009   
0601TGA7+       20090101000470100000005000 0700000040000008   
0601TGA7+       20090101000475100000005000 0700000040000008   
0601TGA7+       20090101000480100000005000 0700000040000008   
0601TGA7+       20090101000485100000005000 0700000040000008   
0601TGA7+       20090101000490100000005000 0700000040000008   
0601TGA7+       20090101000495100000005000 0700000040000008   
0601TGA7+       20090101000500100000005000 0700000040000008   
0601TGA7+       20090101000505100000005000 0700000040000008   
0601TGA7+       20090101000510100000005000 0700000040000008   
0601TGA7+       20090101000515100000005000 0700000040000008   
0601TGA7+       20090101000520100000005000 0700000040000008   
0601TGA7+       20090101000525100000005000 0700000040000008   
0601TGA7+       20090101000530100000005000 0700000040000008   
0601TGA7+       20090101000535100000005000 0700000040000007   
0601TGA7+       20090101000540100000005000 0700000040000007   
0601TGA7+       20090101000545100000005000 0700000040000007   
0601TGA7+       20090101000550100000005000 0700000040000007   
0601TGA7+       20090101000555100000005000 0700000040000007   
0601TGA7+       20090101000560100000005000 0700000040000007   
0601TGA7+       20090101000565100000005000 0700000040000007   
0601TGA7+       20090101000570100000005000 0700000040000007   
0601TGA7+       20090101000575100000005000 0700000040000007   
0601TGA7+       20090101000580100000005000 0700000040000007   
0601TGA7+       20090101000585100000005000 0700000040000007   
0601TGA7+       20090101000590100000005000 0700000040000007   
0601TGA7+       20090101000595100000005000 0700000040000007   
0601TGA7+       20090101000600100000005000 0700000040000007   
0601TGA7+       20090101000605100000005000 0700000040000007   
0601TGA7+       20090101000610100000005000 0700000040000007   
0601TGA7+       20090101000615100000005000 0700000040000006   
0601TGA7+       20090101000620100000005000 0700000040000006   
0601TGA7+       20090101000625100000005000 0700000040000006   
0601TGA7+       20090101000630100000005000 0700000040000006   
0601TGA7+       20090101000635100000005000 0700000040000006   
0601TGA7+       20090101000640100000005000 0700000040000006   
0601TGA7+       20090101000645100000005000 0700000040000006   
0601TGA7+       20090101000650100000005000 0700000040000006   
0601TGA7+       20090101000655100000005000 0700000040000006   
0601TGA7+       20090101000660100000005000 0700000040000006   
0601TGA7+       20090101000665100000005000 0700000040000006   
0601TGA7+       20090101000670100000005000 0700000040000006   
0601TGA7+       20090101000675100000005000 0700000040000006   
0601TGA7+       20090101000680100000005000 0700000060000009   
0601TGA7+       20090101000685100000005000 0700000070000010   
0601TGA7+       20090101000690100000005000 0700000070000010   
0601TGA7+       20090101000695100000005000 0700000070000010   
0601TGA7+       20090101000700100000005000 0700000080000011   
0601TGA7+       20090101000705100000005000 0700000080000011   
0601TGA7+       20090101000710100000005000 0700000080000011   
0601TGA7+       20090101000715100000005000 0700000090000013   
0601TGA7+       20090101000720100000005000 0700000090000012   
0601TGA7+       20090101000725100000005000 0700000090000012   
0601TGA7+       20090101000730100000005000 0700000240000033   
0601TGA7+       20090101000735100000005000 0700000280000038   
0601TGA7+       20090101000740100000005000 0700000320000043   
0601TGA7+       20090101000745100000005000 0700000360000048   
0601TGA7+       20090101000750100000005000 0700000400000053   
0601TGA7+       20090101000755100000005000 0700000460000061   
0601TGA7+       20090101000760100000005000 0700000510000067   
0601TGA7+       20090101000765100000005000 0700000570000074   
0601TGA7+       20090101000770100000005000 0700000630000082   
0601TGA7+       20090101000775100000005000 0700000700000090   
0601TGA7+       20090101000780100000005000 0700000770000098   
0601TGA7+       20090101000785100000005000 0700000820000104   
0601TGA7+       20090101000790100000005000 0700000890000112   
0601TGA7+       20090101000795100000005000 0700000970000122   
0601TGA7+       20090101000800100000005000 0700001050000131   
0601TGA7+       20090101000805100000005000 0700001140000141   
0601TGA7+       20090101000810100000005000 0700001220000150   
0601TGA7+       20090101000815100000005000 0700001310000160   
0601TGA7+       20090101000820100000005000 0700001380000168   
0601TGA7+       20090101000825100000005000 0700001460000176   
0601TGA7+       20090101000830100000005000 0700001550000186   
0601TGA7+       20090101000835100000005000 0700001630000195   
0601TGA7+       20090101000840100000005000 0700001720000204   
0601TGA7+       20090101000845100000005000 0700001800000212   
0601TGA7+       20090101000850100000005000 0700001890000222   
0601TGA7+       20090101000855100000005000 0700001970000230   
0601TGA7+       20090101000860100000005000 0700002040000237   
0601TGA7+       20090101000865100000005000 0700002130000246   
0601TGA7+       20090101000870100000005000 0700002230000256   
0601TGA7+       20090101000875100000005000 0700002330000266   
0601TGA7+       20090101000880100000005000 0700002420000274   
0601TGA7+       20090101000885100000005000 0700002520000284   
0601TGA7+       20090101000890100000005000 0700002620000294   
0601TGA7+       20090101000895100000005000 0700002720000303   
0601TGA7+       20090101000900100000005000 0700002820000312   
0601TGA7+       20090101000905100000005000 0700002930000323   
0601TGA7+       20090101000910100000005000 0700003040000333   
0601TGA7+       20090101000915100000005000 0700003140000342   
0601TGA7+       20090101000920100000005000 0700003250000352   
0601TGA7+       20090101000925100000005000 0700003350000361   
0601TGA7+       20090101000930100000005000 0700003460000371   
0601TGA7+       20090101000935100000005000 0700003560000380   
0601TGA7+       20090101000940100000005000 0700003670000389   
0601TGA7+       20090101000945100000005000 0700003780000399   
0601TGA7+       20090101000950100000005000 0700003880000407   
0601TGA7+       20090101000955100000005000 0700003990000417   
0601TGA7+       20090101000960100000005000 0700004090000425   
0601TGA7+       20090101000965100000005000 0700004200000434   
0601TGA7+       20090101000970100000005000 0700004300000442   
0601TGA7+       20090101000975100000005000 0700004410000451   
0601TGA7+       20090101000980100000005000 0700004520000460   
0601TGA7+       20090101000985100000005000 0700004620000468   
0601TGA7+       20090101000990100000005000 0700004750000479   
0601TGA7+       20090101000995100000005000 0700004850000486   
0601TGA7+       20090101001000100000005000 0700004960000495   
0601TGA7+       20090101001005100000005000 0700005070000503   
0601TGA7+       20090101001010100000005000 0700005170000511   
0601TGA7+       20090101001015100000005000 0700005280000519   
0601TGA7+       20090101001020100000005000 0700005380000526   
0601TGA7+       20090101001025100000005000 0700005490000534   
0601TGA7+       20090101001030100000005000 0700005600000542   
0601TGA7+       20090101001035100000005000 0700005700000549   
0601TGA7+       20090101001040100000005000 0700005810000557   
0601TGA7+       20090101001045100000005000 0700005920000565   
0601TGA7+       20090101001050100000005000 0700006030000573   
0601TGA7+       20090101001055100000005000 0700006130000580   
0601TGA7+       20090101001060100000005000 0700006260000589   
0601TGA7+       20090101001065100000005000 0700006370000597   
0601TGA7+       20090101001070100000005000 0700006480000604   
0601TGA7+       20090101001075100000005000 0700006600000613   
0601TGA7+       20090101001080100000005000 0700006710000620   
0601TGA7+       20090101001085100000005000 0700006840000629   
0601TGA7+       20090101001090100000005000 0700006950000636   
0601TGA7+       20090101001095100000005000 0700007050000642   
0601TGA7+       20090101001100100000005000 0700007180000651   
0601TGA7+       20090101001105100000005000 0700007290000658   
0601TGA7+       20090101001110100000005000 0700007400000665   
0601TGA7+       20090101001115100000005000 0700007530000674   
0601TGA7+       20090101001120100000005000 0700007630000680   
0601TGA7+       20090101001125100000005000 0700007760000688   
0601TGA7+       20090101001130100000005000 0700007870000695   
0601TGA7+       20090101001135100000005000 0700007980000702   
0601TGA7+       20090101001140100000005000 0700008100000709   
0601TGA7+       20090101001145100000005000 0700008200000715   
0601TGA7+       20090101001150100000005000 0700008300000720   
0601TGA7+       20090101001155100000005000 0700008430000728   
0601TGA7+       20090101001160100000005000 0700008530000734   
0601TGA7+       20090101001165100000005000 0700008630000739   
0601TGA7+       20090101001170100000005000 0700008760000747   
0601TGA7+       20090101001175100000005000 0700008860000752   
0601TGA7+       20090101001180100000005000 0700008990000760   
0601TGA7+       20090101001185100000005000 0700009110000767   
0601TGA7+       20090101001190100000005000 0700009230000774   
0601TGA7+       20090101001195100000005000 0700009380000783   
0601TGA7+       20090101001200100000005000 0700009500000790   
0601TGA7+       20090101001205100000005000 0700009620000797   
0601TGA7+       20090101001210100000005000 0700009770000806   
0601TGA7+       20090101001215100000005000 0700009890000812   
0601TGA7+       20090101001220100000005000 0700010010000819   
0601TGA7+       20090101001225100000005000 0700010160000828   
0601TGA7+       20090101001230100000005000 0700010280000834   
0601TGA7+       20090101001235100000005000 0700010430000843   
0601TGA7+       20090101001240100000005000 0700010550000849   
0601TGA7+       20090101001245100000005000 0700010680000856   
0601TGA7+       20090101001250100000005000 0700010830000865   
0601TGA7+       20090101001255100000005000 0700010950000871   
0601TGA7+       20090101001260100000005000 0700011080000878   
0601TGA7+       20090101001265100000005000 0700011220000885   
0601TGA7+       20090101001270100000005000 0700011350000892   
0601TGA7+       20090101001275100000005000 0700011500000900   
0601TGA7+       20090101001280100000005000 0700011620000906   
0601TGA7+       20090101001285100000005000 0700011750000913   
0601TGA7+       20090101001290100000005000 0700011900000921   
0601TGA7+       20090101001295100000005000 0700012020000926   
0601TGA7+       20090101001300100000005000 0700012140000932   
0601TGA7+       20090101001305100000005000 0700012290000940   
0601TGA7+       20090101001310100000005000 0700012420000946   
0601TGA7+       20090101001315100000005000 0700012540000952   
0601TGA7+       20090101001320100000005000 0700012690000960   
0601TGA7+       20090101001325100000005000 0700012820000966   
0601TGA7+       20090101001330100000005000 0700012970000973   
0601TGA7+       20090101001335100000005000 0700013090000979   
0601TGA7+       20090101001340100000005000 0700013210000984   
0601TGA7+       20090101001345100000005000 0700013360000991   
0601TGA7+       20090101001350100000005000 0700013490000997   
0601TGA7+       20090101001355100000005000 0700013610001003   
0601TGA7+       20090101001360100000005000 0700013760001010   
0601TGA7+       20090101001365100000005000 0700013890001016   
0601TGA7+       20090101001370100000005000 0700014040001023   
0601TGA7+       20090101001375100000005000 0700014160001028   
0601TGA7+       20090101001380100000005000 0700014280001033   
0601TGA7+       20090101001385100000005000 0700014430001040   
0601TGA7+       20090101001390100000005000 0700014560001046   
0601TGA7+       20090101001395100000005000 0700014680001050   
0601TGA7+       20090101001400100000005000 0700014830001057   
0601TGA7+       20090101001405100000005000 0700014960001063   
0601TGA7+       20090101001410100000005000 0700015080001068   
0601TGA7+       20090101001415100000005000 0700015230001074   
0601TGA7+       20090101001420100000005000 0700015350001079   
0601TGA7+       20090101001425100000005000 0700015500001086   
0601TGA7+       20090101001430100000005000 0700015630001091   
0601TGA7+       20090101001435100000005000 0700015750001096   
0601TGA7+       20090101001440100000005000 0700015900001102   
0601TGA7+       20090101001445100000005000 0700016030001107   
0601TGA7+       20090101001450100000005000 0700016150001112   
0601TGA7+       20090101001455100000005000 0700016300001118   
0601TGA7+       20090101001460100000005000 0700016440001124   
0601TGA7+       20090101001465100000005000 0700016570001129   
0601TGA7+       20090101001470100000005000 0700016730001136   
0601TGA7+       20090101001475100000005000 0700016870001142   
0601TGA7+       20090101001480100000005000 0700017030001149   
0601TGA7+       20090101001485100000005000 0700017160001154   
0601TGA7+       20090101001490100000005000 0700017290001158   
0601TGA7+       20090101001495100000005000 0700017450001165   
0601TGA7+       20090101001500100000005000 0700017590001171   
0601TGA7+       20090101001505100000005000 0700017720001175   
0601TGA7+       20090101001510100000005000 0700017890001183   
0601TGA7+       20090101001515100000005000 0700018030001188   
0601TGA7+       20090101001520100000005000 0700018190001195   
0601TGA7+       20090101001525100000005000 0700018330001200   
0601TGA7+       20090101001530100000005000 0700018470001205   
0601TGA7+       20090101001535100000005000 0700018640001212   
0601TGA7+       20090101001540100000005000 0700018780001218   
0601TGA7+       20090101001545100000005000 0700018920001223   
0601TGA7+       20090101001550100000005000 0700019090001230   
0601TGA7+       20090101001555100000005000 0700019230001235   
0601TGA7+       20090101001560100000005000 0700019370001240   
0601TGA7+       20090101001565100000005000 0700019540001247   
0601TGA7+       20090101001570100000005000 0700019680001252   
0601TGA7+       20090101001575100000005000 0700019850001258   
0601TGA7+       20090101001580100000005000 0700019990001263   
0601TGA7+       20090101001585100000005000 0700020130001268   
0601TGA7+       20090101001590100000005000 0700020290001274   
0601TGA7+       20090101001595100000005000 0700020430001279   
0601TGA7+       20090101001600100000005000 0700020570001284   
0601TGA7+       20090101001605100000005000 0700020740001290   
0601TGA7+       20090101001610100000005000 0700020880001295   
0601TGA7+       20090101001615100000005000 0700021020001300   
0601TGA7+       20090101001620100000005000 0700021190001306   
0601TGA7+       20090101001625100000005000 0700021330001311   
0601TGA7+       20090101001630100000005000 0700021500001317   
0601TGA7+       20090101001635100000005000 0700021640001322   
0601TGA7+       20090101001640100000005000 0700021780001326   
0601TGA7+       20090101001645100000005000 0700021950001332   
0601TGA7+       20090101001650100000005000 0700022090001337   
0601TGA7+       20090101001655100000005000 0700022230001341   
0601TGA7+       20090101001660100000005000 0700022390001347   
0601TGA7+       20090101001665100000005000 0700022530001351   
0601TGA7+       20090101001670100000005000 0700022700001357   
0601TGA7+       20090101001675100000005000 0700022840001362   
0601TGA7+       20090101001680100000005000 0700022980001366   
0601TGA7+       20090101001685100000005000 0700023150001372   
0601TGA7+       20090101001690100000005000 0700023290001376   
0601TGA7+       20090101001695100000005000 0700023430001380   
0601TGA7+       20090101001700100000005000 0700023600001386   
0601TGA7+       20090101001705100000005000 0700023740001390   
0601TGA7+       20090101001710100000005000 0700023880001394   
0601TGA7+       20090101001715100000005000 0700024050001400   
0601TGA7+       20090101001720100000005000 0700024190001404   
0601TGA7+       20090101001725100000005000 0700024350001410   
0601TGA7+       20090101001730100000005000 0700024500001414   
0601TGA7+       20090101001735100000005000 0700024650001419   
0601TGA7+       20090101001740100000005000 0700024830001425   
0601TGA7+       20090101001745100000005000 0700024980001429   
0601TGA7+       20090101001750100000005000 0700025130001434   
0601TGA7+       20090101001755100000005000 0700025310001440   
0601TGA7+       20090101001760100000005000 0700025460001445   
0601TGA7+       20090101001765100000005000 0700025610001449   
0601TGA7+       20090101001770100000005000 0700025780001454   
0601TGA7+       20090101001775100000005000 0700025930001459   
0601TGA7+       20090101001780100000005000 0700026110001465   
0601TGA7+       20090101001785100000005000 0700026260001469   
0601TGA7+       20090101001790100000005000 0700026410001473   
0601TGA7+       20090101001795100000005000 0700026590001479   
0601TGA7+       20090101001800100000005000 0700026740001483   
0601TGA7+       20090101001805100000005000 0700026890001488   
0601TGA7+       20090101001810100000005000 0700027070001494   
0601TGA7+       20090101001815100000005000 0700027220001498   
0601TGA7+       20090101001820100000005000 0700027400001503   
0601TGA7+       20090101001825100000005000 0700027550001508   
0601TGA7+       20090101001830100000005000 0700027690001511   
0601TGA7+       20090101001835100000005000 0700027880001517   
0601TGA7+       20090101001840100000005000 0700028030001521   
0601TGA7+       20090101001845100000005000 0700028190001526   
0601TGA7+       20090101001850100000005000 0700028380001532   
0601TGA7+       20090101001855100000005000 0700028530001536   
0601TGA7+       20090101001860100000005000 0700028690001540   
0601TGA7+       20090101001865100000005000 0700028870001546   
0601TGA7+       20090101001870100000005000 0700029030001550   
0601TGA7+       20090101001875100000005000 0700029220001556   
0601TGA7+       20090101001880100000005000 0700029370001560   
0601TGA7+       20090101001885100000005000 0700029530001565   
0601TGA7+       20090101001890100000005000 0700029710001570   
0601TGA7+       20090101001895100000005000 0700029870001574   
0601TGA7+       20090101001900100000005000 0700030030001578   
0601TGA7+       20090101001905100000005000 0700030210001584   
0601TGA7+       20090101001910100000005000 0700030370001588   
0601TGA7+       20090101001915100000005000 0700030560001594   
0601TGA7+       20090101001920100000005000 0700030710001597   
0601TGA7+       20090101001925100000005000 0700030870001602   
0601TGA7+       20090101001930100000005000 0700031050001607   
0601TGA7+       20090101001935100000005000 0700031210001611   
0601TGA7+       20090101001940100000005000 0700031360001614   
0601TGA7+       20090101001945100000005000 0700031550001620   
0601TGA7+       20090101001950100000005000 0700031710001624   
0601TGA7+       20090101001955100000005000 0700031860001628   
0601TGA7+       20090101001960100000005000 0700032050001633   
0601TGA7+       20090101001965100000005000 0700032200001637   
0601TGA7+       20090101001970100000005000 0700032390001642   
0601TGA7+       20090101001975100000005000 0700032550001646   
0601TGA7+       20090101001980100000005000 0700032700001649   
0601TGA7+       20090101001985100000005000 0700032890001655   
0601TGA7+       20090101001990100000005000 0700033050001659   
0601TGA7+       20090101001995100000005000 0700033200001662   
0601TGA7+       20090101002000100002000000 0700000000002295   
0601TGA7+       20090101004000100095999900 0700000000002642   
0601TGA8+       20090101000000100000120000 0800000000000034   
0601TGA8+       20090101000120100000005000 0800000040000033   
0601TGA8+       20090101000125100000005000 0800000040000031   
0601TGA8+       20090101000130100000005000 0800000040000030   
0601TGA8+       20090101000135100000005000 0800000040000029   
0601TGA8+       20090101000140100000005000 0800000040000028   
0601TGA8+       20090101000145100000005000 0800000040000027   
0601TGA8+       20090101000150100000005000 0800000040000026   
0601TGA8+       20090101000155100000005000 0800000040000025   
0601TGA8+       20090101000160100000005000 0800000040000025   
0601TGA8+       20090101000165100000005000 0800000040000024   
0601TGA8+       20090101000170100000005000 0800000040000023   
0601TGA8+       20090101000175100000005000 0800000040000023   
0601TGA8+       20090101000180100000005000 0800000040000022   
0601TGA8+       20090101000185100000005000 0800000040000021   
0601TGA8+       20090101000190100000005000 0800000040000021   
0601TGA8+       20090101000195100000005000 0800000040000020   
0601TGA8+       20090101000200100000005000 0800000040000020   
0601TGA8+       20090101000205100000005000 0800000040000019   
0601TGA8+       20090101000210100000005000 0800000040000019   
0601TGA8+       20090101000215100000005000 0800000040000018   
0601TGA8+       20090101000220100000005000 0800000040000018   
0601TGA8+       20090101000225100000005000 0800000040000018   
0601TGA8+       20090101000230100000005000 0800000040000017   
0601TGA8+       20090101000235100000005000 0800000040000017   
0601TGA8+       20090101000240100000005000 0800000040000016   
0601TGA8+       20090101000245100000005000 0800000040000016   
0601TGA8+       20090101000250100000005000 0800000040000016   
0601TGA8+       20090101000255100000005000 0800000040000016   
0601TGA8+       20090101000260100000005000 0800000040000015   
0601TGA8+       20090101000265100000005000 0800000040000015   
0601TGA8+       20090101000270100000005000 0800000040000015   
0601TGA8+       20090101000275100000005000 0800000040000014   
0601TGA8+       20090101000280100000005000 0800000040000014   
0601TGA8+       20090101000285100000005000 0800000040000014   
0601TGA8+       20090101000290100000005000 0800000040000014   
0601TGA8+       20090101000295100000005000 0800000040000013   
0601TGA8+       20090101000300100000005000 0800000040000013   
0601TGA8+       20090101000305100000005000 0800000040000013   
0601TGA8+       20090101000310100000005000 0800000040000013   
0601TGA8+       20090101000315100000005000 0800000040000013   
0601TGA8+       20090101000320100000005000 0800000040000012   
0601TGA8+       20090101000325100000005000 0800000040000012   
0601TGA8+       20090101000330100000005000 0800000040000012   
0601TGA8+       20090101000335100000005000 0800000040000012   
0601TGA8+       20090101000340100000005000 0800000040000012   
0601TGA8+       20090101000345100000005000 0800000040000012   
0601TGA8+       20090101000350100000005000 0800000040000011   
0601TGA8+       20090101000355100000005000 0800000040000011   
0601TGA8+       20090101000360100000005000 0800000040000011   
0601TGA8+       20090101000365100000005000 0800000040000011   
0601TGA8+       20090101000370100000005000 0800000040000011   
0601TGA8+       20090101000375100000005000 0800000040000011   
0601TGA8+       20090101000380100000005000 0800000040000010   
0601TGA8+       20090101000385100000005000 0800000040000010   
0601TGA8+       20090101000390100000005000 0800000040000010   
0601TGA8+       20090101000395100000005000 0800000040000010   
0601TGA8+       20090101000400100000005000 0800000040000010   
0601TGA8+       20090101000405100000005000 0800000040000010   
0601TGA8+       20090101000410100000005000 0800000040000010   
0601TGA8+       20090101000415100000005000 0800000040000010   
0601TGA8+       20090101000420100000005000 0800000040000009   
0601TGA8+       20090101000425100000005000 0800000040000009   
0601TGA8+       20090101000430100000005000 0800000040000009   
0601TGA8+       20090101000435100000005000 0800000040000009   
0601TGA8+       20090101000440100000005000 0800000040000009   
0601TGA8+       20090101000445100000005000 0800000040000009   
0601TGA8+       20090101000450100000005000 0800000040000009   
0601TGA8+       20090101000455100000005000 0800000040000009   
0601TGA8+       20090101000460100000005000 0800000040000009   
0601TGA8+       20090101000465100000005000 0800000040000009   
0601TGA8+       20090101000470100000005000 0800000040000008   
0601TGA8+       20090101000475100000005000 0800000040000008   
0601TGA8+       20090101000480100000005000 0800000040000008   
0601TGA8+       20090101000485100000005000 0800000040000008   
0601TGA8+       20090101000490100000005000 0800000040000008   
0601TGA8+       20090101000495100000005000 0800000040000008   
0601TGA8+       20090101000500100000005000 0800000040000008   
0601TGA8+       20090101000505100000005000 0800000040000008   
0601TGA8+       20090101000510100000005000 0800000040000008   
0601TGA8+       20090101000515100000005000 0800000040000008   
0601TGA8+       20090101000520100000005000 0800000040000008   
0601TGA8+       20090101000525100000005000 0800000040000008   
0601TGA8+       20090101000530100000005000 0800000040000008   
0601TGA8+       20090101000535100000005000 0800000040000007   
0601TGA8+       20090101000540100000005000 0800000040000007   
0601TGA8+       20090101000545100000005000 0800000040000007   
0601TGA8+       20090101000550100000005000 0800000040000007   
0601TGA8+       20090101000555100000005000 0800000040000007   
0601TGA8+       20090101000560100000005000 0800000040000007   
0601TGA8+       20090101000565100000005000 0800000040000007   
0601TGA8+       20090101000570100000005000 0800000040000007   
0601TGA8+       20090101000575100000005000 0800000040000007   
0601TGA8+       20090101000580100000005000 0800000040000007   
0601TGA8+       20090101000585100000005000 0800000040000007   
0601TGA8+       20090101000590100000005000 0800000040000007   
0601TGA8+       20090101000595100000005000 0800000040000007   
0601TGA8+       20090101000600100000005000 0800000040000007   
0601TGA8+       20090101000605100000005000 0800000040000007   
0601TGA8+       20090101000610100000005000 0800000040000007   
0601TGA8+       20090101000615100000005000 0800000040000006   
0601TGA8+       20090101000620100000005000 0800000040000006   
0601TGA8+       20090101000625100000005000 0800000040000006   
0601TGA8+       20090101000630100000005000 0800000040000006   
0601TGA8+       20090101000635100000005000 0800000040000006   
0601TGA8+       20090101000640100000005000 0800000040000006   
0601TGA8+       20090101000645100000005000 0800000040000006   
0601TGA8+       20090101000650100000005000 0800000040000006   
0601TGA8+       20090101000655100000005000 0800000040000006   
0601TGA8+       20090101000660100000005000 0800000040000006   
0601TGA8+       20090101000665100000005000 0800000040000006   
0601TGA8+       20090101000670100000005000 0800000040000006   
0601TGA8+       20090101000675100000005000 0800000040000006   
0601TGA8+       20090101000680100000005000 0800000040000006   
0601TGA8+       20090101000685100000005000 0800000040000006   
0601TGA8+       20090101000690100000005000 0800000040000006   
0601TGA8+       20090101000695100000005000 0800000040000006   
0601TGA8+       20090101000700100000005000 0800000040000006   
0601TGA8+       20090101000705100000005000 0800000040000006   
0601TGA8+       20090101000710100000005000 0800000040000006   
0601TGA8+       20090101000715100000005000 0800000040000006   
0601TGA8+       20090101000720100000005000 0800000040000006   
0601TGA8+       20090101000725100000005000 0800000040000005   
0601TGA8+       20090101000730100000005000 0800000040000005   
0601TGA8+       20090101000735100000005000 0800000040000005   
0601TGA8+       20090101000740100000005000 0800000040000005   
0601TGA8+       20090101000745100000005000 0800000060000008   
0601TGA8+       20090101000750100000005000 0800000070000009   
0601TGA8+       20090101000755100000005000 0800000070000009   
0601TGA8+       20090101000760100000005000 0800000070000009   
0601TGA8+       20090101000765100000005000 0800000080000010   
0601TGA8+       20090101000770100000005000 0800000080000010   
0601TGA8+       20090101000775100000005000 0800000080000010   
0601TGA8+       20090101000780100000005000 0800000090000012   
0601TGA8+       20090101000785100000005000 0800000090000011   
0601TGA8+       20090101000790100000005000 0800000090000011   
0601TGA8+       20090101000795100000005000 0800000100000013   
0601TGA8+       20090101000800100000005000 0800000100000012   
0601TGA8+       20090101000805100000005000 0800000100000012   
0601TGA8+       20090101000810100000005000 0800000250000031   
0601TGA8+       20090101000815100000005000 0800000290000035   
0601TGA8+       20090101000820100000005000 0800000320000039   
0601TGA8+       20090101000825100000005000 0800000370000045   
0601TGA8+       20090101000830100000005000 0800000410000049   
0601TGA8+       20090101000835100000005000 0800000470000056   
0601TGA8+       20090101000840100000005000 0800000520000062   
0601TGA8+       20090101000845100000005000 0800000580000068   
0601TGA8+       20090101000850100000005000 0800000640000075   
0601TGA8+       20090101000855100000005000 0800000700000082   
0601TGA8+       20090101000860100000005000 0800000760000088   
0601TGA8+       20090101000865100000005000 0800000830000096   
0601TGA8+       20090101000870100000005000 0800000910000104   
0601TGA8+       20090101000875100000005000 0800001000000114   
0601TGA8+       20090101000880100000005000 0800001080000122   
0601TGA8+       20090101000885100000005000 0800001160000131   
0601TGA8+       20090101000890100000005000 0800001250000140   
0601TGA8+       20090101000895100000005000 0800001330000148   
0601TGA8+       20090101000900100000005000 0800001420000157   
