00VS               20081217                                                                                   
0601VSB1d       20090101003160100000010000 0100000000002662   
0601VSB1d       20090101003170100000010000 0100000000002664   
0601VSB1d       20090101003180100000010000 0100000000002667   
0601VSB1d       20090101003190100000010000 0100000000002670   
0601VSB1d       20090101003200100000010000 0100000000002674   
0601VSB1d       20090101003210100000010000 0100000000002676   
0601VSB1d       20090101003220100000010000 0100000000002679   
0601VSB1d       20090101003230100000010000 0100000000002682   
0601VSB1d       20090101003240100000010000 0100000000002684   
0601VSB1d       20090101003250100000010000 0100000000002686   
0601VSB1d       20090101003260100000010000 0100000000002689   
0601VSB1d       20090101003270100000010000 0100000000002692   
0601VSB1d       20090101003280100000010000 0100000000002694   
0601VSB1d       20090101003290100000010000 0100000000002697   
0601VSB1d       20090101003300100000010000 0100000000002700   
0601VSB1d       20090101003310100000010000 0100000000002703   
0601VSB1d       20090101003320100000010000 0100000000002705   
0601VSB1d       20090101003330100000010000 0100000000002708   
0601VSB1d       20090101003340100000010000 0100000000002711   
0601VSB1d       20090101003350100000010000 0100000000002713   
0601VSB1d       20090101003360100000010000 0100000000002715   
0601VSB1d       20090101003370100000010000 0100000000002718   
0601VSB1d       20090101003380100000010000 0100000000002721   
0601VSB1d       20090101003390100000010000 0100000000002723   
0601VSB1d       20090101003400100000010000 0100000000002725   
0601VSB1d       20090101003410100000010000 0100000000002728   
0601VSB1d       20090101003420100000010000 0100000000002731   
0601VSB1d       20090101003430100000010000 0100000000002733   
0601VSB1d       20090101003440100000010000 0100000000002735   
0601VSB1d       20090101003450100000010000 0100000000002738   
0601VSB1d       20090101003460100000010000 0100000000002741   
0601VSB1d       20090101003470100000010000 0100000000002742   
0601VSB1d       20090101003480100000010000 0100000000002745   
0601VSB1d       20090101003490100000010000 0100000000002748   
0601VSB1d       20090101003500100000010000 0100000000002750   
0601VSB1d       20090101003510100000010000 0100000000002752   
0601VSB1d       20090101003520100000010000 0100000000002754   
0601VSB1d       20090101003530100000010000 0100000000002756   
0601VSB1d       20090101003540100000010000 0100000000002758   
0601VSB1d       20090101003550100000010000 0100000000002760   
0601VSB1d       20090101003560100000010000 0100000000002762   
0601VSB1d       20090101003570100000010000 0100000000002765   
0601VSB1d       20090101003580100000010000 0100000000002766   
0601VSB1d       20090101003590100000010000 0100000000002768   
0601VSB1d       20090101003600100000010000 0100000000002771   
0601VSB1d       20090101003610100000010000 0100000000002773   
0601VSB1d       20090101003620100000010000 0100000000002774   
0601VSB1d       20090101003630100000010000 0100000000002776   
0601VSB1d       20090101003640100000010000 0100000000002778   
0601VSB1d       20090101003650100000010000 0100000000002781   
0601VSB1d       20090101003660100000010000 0100000000002782   
0601VSB1d       20090101003670100000010000 0100000000002784   
0601VSB1d       20090101003680100000010000 0100000000002786   
0601VSB1d       20090101003690100000010000 0100000000002788   
0601VSB1d       20090101003700100000010000 0100000000002790   
0601VSB1d       20090101003710100000010000 0100000000002792   
0601VSB1d       20090101003720100000010000 0100000000002794   
0601VSB1d       20090101003730100000010000 0100000000002795   
0601VSB1d       20090101003740100000010000 0100000000002797   
0601VSB1d       20090101003750100000010000 0100000000002799   
0601VSB1d       20090101003760100000010000 0100000000002801   
0601VSB1d       20090101003770100000010000 0100000000002802   
0601VSB1d       20090101003780100000010000 0100000000002805   
0601VSB1d       20090101003790100000010000 0100000000002807   
0601VSB1d       20090101003800100000010000 0100000000002809   
0601VSB1d       20090101003810100000010000 0100000000002810   
0601VSB1d       20090101003820100000010000 0100000000002812   
0601VSB1d       20090101003830100000010000 0100000000002814   
0601VSB1d       20090101003840100000010000 0100000000002815   
0601VSB1d       20090101003850100000010000 0100000000002817   
0601VSB1d       20090101003860100000010000 0100000000002819   
0601VSB1d       20090101003870100000010000 0100000000002821   
0601VSB1d       20090101003880100000010000 0100000000002822   
0601VSB1d       20090101003890100000010000 0100000000002824   
0601VSB1d       20090101003900100000010000 0100000000002826   
0601VSB1d       20090101003910100000010000 0100000000002828   
0601VSB1d       20090101003920100000010000 0100000000002829   
0601VSB1d       20090101003930100000010000 0100000000002831   
0601VSB1d       20090101003940100000010000 0100000000002832   
0601VSB1d       20090101003950100000010000 0100000000002834   
0601VSB1d       20090101003960100000010000 0100000000002835   
0601VSB1d       20090101003970100000010000 0100000000002837   
0601VSB1d       20090101003980100000010000 0100000000002839   
0601VSB1d       20090101003990100000010000 0100000000002840   
0601VSB1d       20090101004000100000010000 0100000000002842   
0601VSB1d       20090101004010100000010000 0100000000002844   
0601VSB1d       20090101004020100000010000 0100000000002846   
0601VSB1d       20090101004030100000010000 0100000000002847   
0601VSB1d       20090101004040100000010000 0100000000002848   
0601VSB1d       20090101004050100000010000 0100000000002850   
0601VSB1d       20090101004060100000010000 0100000000002852   
0601VSB1d       20090101004070100000010000 0100000000002853   
0601VSB1d       20090101004080100000010000 0100000000002855   
0601VSB1d       20090101004090100000010000 0100000000002856   
0601VSB1d       20090101004100100000010000 0100000000002858   
0601VSB1d       20090101004110100000010000 0100000000002859   
0601VSB1d       20090101004120100000010000 0100000000002861   
0601VSB1d       20090101004130100000010000 0100000000002863   
0601VSB1d       20090101004140100000010000 0100000000002864   
0601VSB1d       20090101004150100000010000 0100000000002865   
0601VSB1d       20090101004160100000010000 0100000000002867   
0601VSB1d       20090101004170100000010000 0100000000002869   
0601VSB1d       20090101004180100000010000 0100000000002870   
0601VSB1d       20090101004190100000010000 0100000000002871   
0601VSB1d       20090101004200100000010000 0100000000002873   
0601VSB1d       20090101004210100000010000 0100000000002875   
0601VSB1d       20090101004220100000010000 0100000000002876   
0601VSB1d       20090101004230100000010000 0100000000002877   
0601VSB1d       20090101004240100000010000 0100000000002879   
0601VSB1d       20090101004250100000010000 0100000000002880   
0601VSB1d       20090101004260100000010000 0100000000002881   
0601VSB1d       20090101004270100000010000 0100000000002883   
0601VSB1d       20090101004280100000010000 0100000000002885   
0601VSB1d       20090101004290100000010000 0100000000002886   
0601VSB1d       20090101004300100000010000 0100000000002887   
0601VSB1d       20090101004310100000010000 0100000000002889   
0601VSB1d       20090101004320100000010000 0100000000002890   
0601VSB1d       20090101004330100000010000 0100000000002891   
0601VSB1d       20090101004340100000010000 0100000000002893   
0601VSB1d       20090101004350100000010000 0100000000002894   
0601VSB1d       20090101004360100000010000 0100000000002896   
0601VSB1d       20090101004370100000010000 0100000000002897   
0601VSB1d       20090101004380100000010000 0100000000002898   
0601VSB1d       20090101004390100000010000 0100000000002900   
0601VSB1d       20090101004400100000010000 0100000000002901   
0601VSB1d       20090101004410100000010000 0100000000002902   
0601VSB1d       20090101004420100000010000 0100000000002903   
0601VSB1d       20090101004430100000010000 0100000000002905   
0601VSB1d       20090101004440100000010000 0100000000002906   
0601VSB1d       20090101004450100000010000 0100000000002907   
0601VSB1d       20090101004460100000010000 0100000000002909   
0601VSB1d       20090101004470100000010000 0100000000002910   
0601VSB1d       20090101004480100000010000 0100000000002911   
0601VSB1d       20090101004490100000010000 0100000000002912   
0601VSB1d       20090101004500100000010000 0100000000002914   
0601VSB1d       20090101004510100000010000 0100000000002915   
0601VSB1d       20090101004520100000010000 0100000000002916   
0601VSB1d       20090101004530100000010000 0100000000002918   
0601VSB1d       20090101004540100000010000 0100000000002919   
0601VSB1d       20090101004550100000010000 0100000000002920   
0601VSB1d       20090101004560100000010000 0100000000002921   
0601VSB1d       20090101004570100000010000 0100000000002923   
0601VSB1d       20090101004580100000010000 0100000000002924   
0601VSB1d       20090101004590100000010000 0100000000002925   
0601VSB1d       20090101004600100000010000 0100000000002926   
0601VSB1d       20090101004610100000010000 0100000000002928   
0601VSB1d       20090101004620100000010000 0100000000002929   
0601VSB1d       20090101004630100000010000 0100000000002930   
0601VSB1d       20090101004640100000010000 0100000000002931   
0601VSB1d       20090101004650100000010000 0100000000002932   
0601VSB1d       20090101004660100000010000 0100000000002934   
0601VSB1d       20090101004670100000010000 0100000000002935   
0601VSB1d       20090101004680100000010000 0100000000002936   
0601VSB1d       20090101004690100000010000 0100000000002937   
0601VSB1d       20090101004700100000010000 0100000000002939   
0601VSB1d       20090101004710100000010000 0100000000002939   
0601VSB1d       20090101004720100000010000 0100000000002941   
0601VSB1d       20090101004730100000010000 0100000000002942   
0601VSB1d       20090101004740100000010000 0100000000002943   
0601VSB1d       20090101004750100000010000 0100000000002944   
0601VSB1d       20090101004760100000010000 0100000000002945   
0601VSB1d       20090101004770100000010000 0100000000002947   
0601VSB1d       20090101004780100000010000 0100000000002947   
0601VSB1d       20090101004790100000010000 0100000000002949   
0601VSB1d       20090101004800100000010000 0100000000002950   
0601VSB1d       20090101004810100000010000 0100000000002951   
0601VSB1d       20090101004820100000010000 0100000000002952   
0601VSB1d       20090101004830100000010000 0100000000002953   
0601VSB1d       20090101004840100000010000 0100000000002954   
0601VSB1d       20090101004850100000010000 0100000000002956   
0601VSB1d       20090101004860100000010000 0100000000002956   
0601VSB1d       20090101004870100000010000 0100000000002957   
0601VSB1d       20090101004880100000010000 0100000000002959   
0601VSB1d       20090101004890100000010000 0100000000002960   
0601VSB1d       20090101004900100000010000 0100000000002961   
0601VSB1d       20090101004910100000010000 0100000000002962   
0601VSB1d       20090101004920100000010000 0100000000002963   
0601VSB1d       20090101004930100000010000 0100000000002964   
0601VSB1d       20090101004940100000010000 0100000000002965   
0601VSB1d       20090101004950100000010000 0100000000002966   
0601VSB1d       20090101004960100000010000 0100000000002967   
0601VSB1d       20090101004970100000010000 0100000000002968   
0601VSB1d       20090101004980100000010000 0100000000002969   
0601VSB1d       20090101004990100000010000 0100000000002970   
0601VSB1d       20090101005000100000010000 0100000000002972   
0601VSB2d       20090101000000100000050000 0200000000000000   
0601VSB2d       20090101000050100000010000 0200000000000000   
0601VSB2d       20090101000060100000010000 0200000000000000   
0601VSB2d       20090101000070100000010000 0200000000000000   
0601VSB2d       20090101000080100000010000 0200000000000000   
0601VSB2d       20090101000090100000010000 0200000000000000   
0601VSB2d       20090101000100100000010000 0200000000000000   
0601VSB2d       20090101000110100000010000 0200000000000000   
0601VSB2d       20090101000120100000010000 0200000000000000   
0601VSB2d       20090101000130100000010000 0200000000000000   
0601VSB2d       20090101000140100000010000 0200000000000000   
0601VSB2d       20090101000150100000010000 0200000000000000   
0601VSB2d       20090101000160100000010000 0200000000000000   
0601VSB2d       20090101000170100000010000 0200000000000000   
0601VSB2d       20090101000180100000010000 0200000000000000   
0601VSB2d       20090101000190100000010000 0200000000000000   
0601VSB2d       20090101000200100000010000 0200000000000000   
0601VSB2d       20090101000210100000010000 0200000000000000   
0601VSB2d       20090101000220100000010000 0200000000000000   
0601VSB2d       20090101000230100000010000 0200000000000000   
0601VSB2d       20090101000240100000010000 0200000000000000   
0601VSB2d       20090101000250100000010000 0200000000000000   
0601VSB2d       20090101000260100000010000 0200000000000000   
0601VSB2d       20090101000270100000010000 0200000000000000   
0601VSB2d       20090101000280100000010000 0200000000000000   
0601VSB2d       20090101000290100000010000 0200000000000000   
0601VSB2d       20090101000300100000010000 0200000000000000   
0601VSB2d       20090101000310100000010000 0200000000000000   
0601VSB2d       20090101000320100000010000 0200000000000000   
0601VSB2d       20090101000330100000010000 0200000000000000   
0601VSB2d       20090101000340100000010000 0200000000000000   
0601VSB2d       20090101000350100000010000 0200000000000000   
0601VSB2d       20090101000360100000010000 0200000000000000   
0601VSB2d       20090101000370100000010000 0200000000000000   
0601VSB2d       20090101000380100000010000 0200000000000000   
0601VSB2d       20090101000390100000010000 0200000000000000   
0601VSB2d       20090101000400100000010000 0200000000000000   
0601VSB2d       20090101000410100000010000 0200000000000000   
0601VSB2d       20090101000420100000010000 0200000000000000   
0601VSB2d       20090101000430100000010000 0200000000000000   
0601VSB2d       20090101000440100000010000 0200000000000012   
0601VSB2d       20090101000450100000010000 0200000000000023   
0601VSB2d       20090101000460100000010000 0200000000000036   
0601VSB2d       20090101000470100000010000 0200000000000048   
0601VSB2d       20090101000480100000010000 0200000000000061   
0601VSB2d       20090101000490100000010000 0200000000000072   
0601VSB2d       20090101000500100000010000 0200000000000089   
0601VSB2d       20090101000510100000010000 0200000000000102   
0601VSB2d       20090101000520100000010000 0200000000000114   
0601VSB2d       20090101000530100000010000 0200000000000128   
0601VSB2d       20090101000540100000010000 0200000000000140   
0601VSB2d       20090101000550100000010000 0200000000000153   
0601VSB2d       20090101000560100000010000 0200000000000174   
0601VSB2d       20090101000570100000010000 0200000000000196   
0601VSB2d       20090101000580100000010000 0200000000000218   
0601VSB2d       20090101000590100000010000 0200000000000236   
0601VSB2d       20090101000600100000010000 0200000000000253   
0601VSB2d       20090101000610100000010000 0200000000000270   
0601VSB2d       20090101000620100000010000 0200000000000286   
0601VSB2d       20090101000630100000010000 0200000000000302   
0601VSB2d       20090101000640100000010000 0200000000000316   
0601VSB2d       20090101000650100000010000 0200000000000329   
0601VSB2d       20090101000660100000010000 0200000000000341   
0601VSB2d       20090101000670100000010000 0200000000000354   
0601VSB2d       20090101000680100000010000 0200000000000366   
0601VSB2d       20090101000690100000010000 0200000000000379   
0601VSB2d       20090101000700100000010000 0200000000000393   
0601VSB2d       20090101000710100000010000 0200000000000406   
0601VSB2d       20090101000720100000010000 0200000000000419   
0601VSB2d       20090101000730100000010000 0200000000000431   
0601VSB2d       20090101000740100000010000 0200000000000443   
0601VSB2d       20090101000750100000010000 0200000000000455   
0601VSB2d       20090101000760100000010000 0200000000000469   
0601VSB2d       20090101000770100000010000 0200000000000482   
0601VSB2d       20090101000780100000010000 0200000000000495   
0601VSB2d       20090101000790100000010000 0200000000000507   
0601VSB2d       20090101000800100000010000 0200000000000519   
0601VSB2d       20090101000810100000010000 0200000000000532   
0601VSB2d       20090101000820100000010000 0200000000000544   
0601VSB2d       20090101000830100000010000 0200000000000555   
0601VSB2d       20090101000840100000010000 0200000000000567   
0601VSB2d       20090101000850100000010000 0200000000000579   
0601VSB2d       20090101000860100000010000 0200000000000591   
0601VSB2d       20090101000870100000010000 0200000000000603   
0601VSB2d       20090101000880100000010000 0200000000000613   
0601VSB2d       20090101000890100000010000 0200000000000624   
0601VSB2d       20090101000900100000010000 0200000000000634   
0601VSB2d       20090101000910100000010000 0200000000000644   
0601VSB2d       20090101000920100000010000 0200000000000655   
0601VSB2d       20090101000930100000010000 0200000000000667   
0601VSB2d       20090101000940100000010000 0200000000000678   
0601VSB2d       20090101000950100000010000 0200000000000689   
0601VSB2d       20090101000960100000010000 0200000000000699   
0601VSB2d       20090101000970100000010000 0200000000000710   
0601VSB2d       20090101000980100000010000 0200000000000721   
0601VSB2d       20090101000990100000010000 0200000000000732   
0601VSB2d       20090101001000100000010000 0200000000000743   
0601VSB2d       20090101001010100000010000 0200000000000753   
0601VSB2d       20090101001020100000010000 0200000000000763   
0601VSB2d       20090101001030100000010000 0200000000000772   
0601VSB2d       20090101001040100000010000 0200000000000782   
0601VSB2d       20090101001050100000010000 0200000000000791   
0601VSB2d       20090101001060100000010000 0200000000000802   
0601VSB2d       20090101001070100000010000 0200000000000814   
0601VSB2d       20090101001080100000010000 0200000000000825   
0601VSB2d       20090101001090100000010000 0200000000000836   
0601VSB2d       20090101001100100000010000 0200000000000847   
0601VSB2d       20090101001110100000010000 0200000000000859   
0601VSB2d       20090101001120100000010000 0200000000000869   
0601VSB2d       20090101001130100000010000 0200000000000881   
0601VSB2d       20090101001140100000010000 0200000000000892   
0601VSB2d       20090101001150100000010000 0200000000000904   
0601VSB2d       20090101001160100000010000 0200000000000914   
0601VSB2d       20090101001170100000010000 0200000000000925   
0601VSB2d       20090101001180100000010000 0200000000000937   
0601VSB2d       20090101001190100000010000 0200000000000947   
0601VSB2d       20090101001200100000010000 0200000000000959   
0601VSB2d       20090101001210100000010000 0200000000000970   
0601VSB2d       20090101001220100000010000 0200000000000982   
0601VSB2d       20090101001230100000010000 0200000000000992   
0601VSB2d       20090101001240100000010000 0200000000001004   
0601VSB2d       20090101001250100000010000 0200000000001015   
0601VSB2d       20090101001260100000010000 0200000000001026   
0601VSB2d       20090101001270100000010000 0200000000001037   
0601VSB2d       20090101001280100000010000 0200000000001049   
0601VSB2d       20090101001290100000010000 0200000000001060   
0601VSB2d       20090101001300100000010000 0200000000001071   
0601VSB2d       20090101001310100000010000 0200000000001081   
0601VSB2d       20090101001320100000010000 0200000000001092   
0601VSB2d       20090101001330100000010000 0200000000001103   
0601VSB2d       20090101001340100000010000 0200000000001113   
0601VSB2d       20090101001350100000010000 0200000000001124   
0601VSB2d       20090101001360100000010000 0200000000001135   
0601VSB2d       20090101001370100000010000 0200000000001146   
0601VSB2d       20090101001380100000010000 0200000000001157   
0601VSB2d       20090101001390100000010000 0200000000001168   
0601VSB2d       20090101001400100000010000 0200000000001181   
0601VSB2d       20090101001410100000010000 0200000000001197   
0601VSB2d       20090101001420100000010000 0200000000001211   
0601VSB2d       20090101001430100000010000 0200000000001228   
0601VSB2d       20090101001440100000010000 0200000000001243   
0601VSB2d       20090101001450100000010000 0200000000001259   
0601VSB2d       20090101001460100000010000 0200000000001272   
0601VSB2d       20090101001470100000010000 0200000000001287   
0601VSB2d       20090101001480100000010000 0200000000001304   
0601VSB2d       20090101001490100000010000 0200000000001320   
0601VSB2d       20090101001500100000010000 0200000000001338   
0601VSB2d       20090101001510100000010000 0200000000001355   
0601VSB2d       20090101001520100000010000 0200000000001374   
0601VSB2d       20090101001530100000010000 0200000000001390   
0601VSB2d       20090101001540100000010000 0200000000001409   
0601VSB2d       20090101001550100000010000 0200000000001427   
0601VSB2d       20090101001560100000010000 0200000000001446   
0601VSB2d       20090101001570100000010000 0200000000001463   
0601VSB2d       20090101001580100000010000 0200000000001481   
0601VSB2d       20090101001590100000010000 0200000000001499   
0601VSB2d       20090101001600100000010000 0200000000001516   
0601VSB2d       20090101001610100000010000 0200000000001532   
0601VSB2d       20090101001620100000010000 0200000000001549   
0601VSB2d       20090101001630100000010000 0200000000001561   
0601VSB2d       20090101001640100000010000 0200000000001574   
0601VSB2d       20090101001650100000010000 0200000000001586   
0601VSB2d       20090101001660100000010000 0200000000001598   
0601VSB2d       20090101001670100000010000 0200000000001610   
0601VSB2d       20090101001680100000010000 0200000000001622   
0601VSB2d       20090101001690100000010000 0200000000001634   
0601VSB2d       20090101001700100000010000 0200000000001646   
0601VSB2d       20090101001710100000010000 0200000000001658   
0601VSB2d       20090101001720100000010000 0200000000001669   
0601VSB2d       20090101001730100000010000 0200000000001681   
0601VSB2d       20090101001740100000010000 0200000000001692   
0601VSB2d       20090101001750100000010000 0200000000001704   
0601VSB2d       20090101001760100000010000 0200000000001714   
0601VSB2d       20090101001770100000010000 0200000000001726   
0601VSB2d       20090101001780100000010000 0200000000001736   
0601VSB2d       20090101001790100000010000 0200000000001748   
0601VSB2d       20090101001800100000010000 0200000000001757   
0601VSB2d       20090101001810100000010000 0200000000001767   
0601VSB2d       20090101001820100000010000 0200000000001778   
0601VSB2d       20090101001830100000010000 0200000000001787   
0601VSB2d       20090101001840100000010000 0200000000001798   
0601VSB2d       20090101001850100000010000 0200000000001807   
0601VSB2d       20090101001860100000010000 0200000000001818   
0601VSB2d       20090101001870100000010000 0200000000001827   
0601VSB2d       20090101001880100000010000 0200000000001837   
0601VSB2d       20090101001890100000010000 0200000000001846   
0601VSB2d       20090101001900100000010000 0200000000001856   
0601VSB2d       20090101001910100000010000 0200000000001865   
0601VSB2d       20090101001920100000010000 0200000000001874   
0601VSB2d       20090101001930100000010000 0200000000001884   
0601VSB2d       20090101001940100000010000 0200000000001893   
0601VSB2d       20090101001950100000010000 0200000000001901   
0601VSB2d       20090101001960100000010000 0200000000001910   
0601VSB2d       20090101001970100000010000 0200000000001918   
0601VSB2d       20090101001980100000010000 0200000000001926   
0601VSB2d       20090101001990100000010000 0200000000001934   
0601VSB2d       20090101002000100000010000 0200000000001942   
0601VSB2d       20090101002010100000010000 0200000000001951   
0601VSB2d       20090101002020100000010000 0200000000001958   
0601VSB2d       20090101002030100000010000 0200000000001966   
0601VSB2d       20090101002040100000010000 0200000000001974   
0601VSB2d       20090101002050100000010000 0200000000001982   
0601VSB2d       20090101002060100000010000 0200000000001989   
0601VSB2d       20090101002070100000010000 0200000000001997   
0601VSB2d       20090101002080100000010000 0200000000002004   
0601VSB2d       20090101002090100000010000 0200000000002012   
0601VSB2d       20090101002100100000010000 0200000000002019   
0601VSB2d       20090101002110100000010000 0200000000002026   
0601VSB2d       20090101002120100000010000 0200000000002034   
0601VSB2d       20090101002130100000010000 0200000000002040   
0601VSB2d       20090101002140100000010000 0200000000002048   
0601VSB2d       20090101002150100000010000 0200000000002055   
0601VSB2d       20090101002160100000010000 0200000000002062   
0601VSB2d       20090101002170100000010000 0200000000002068   
0601VSB2d       20090101002180100000010000 0200000000002076   
0601VSB2d       20090101002190100000010000 0200000000002082   
0601VSB2d       20090101002200100000010000 0200000000002090   
0601VSB2d       20090101002210100000010000 0200000000002096   
0601VSB2d       20090101002220100000010000 0200000000002103   
0601VSB2d       20090101002230100000010000 0200000000002109   
0601VSB2d       20090101002240100000010000 0200000000002116   
0601VSB2d       20090101002250100000010000 0200000000002122   
0601VSB2d       20090101002260100000010000 0200000000002129   
0601VSB2d       20090101002270100000010000 0200000000002136   
0601VSB2d       20090101002280100000010000 0200000000002141   
0601VSB2d       20090101002290100000010000 0200000000002148   
0601VSB2d       20090101002300100000010000 0200000000002154   
0601VSB2d       20090101002310100000010000 0200000000002161   
0601VSB2d       20090101002320100000010000 0200000000002167   
0601VSB2d       20090101002330100000010000 0200000000002173   
0601VSB2d       20090101002340100000010000 0200000000002179   
0601VSB2d       20090101002350100000010000 0200000000002186   
0601VSB2d       20090101002360100000010000 0200000000002191   
0601VSB2d       20090101002370100000010000 0200000000002198   
0601VSB2d       20090101002380100000010000 0200000000002203   
0601VSB2d       20090101002390100000010000 0200000000002210   
0601VSB2d       20090101002400100000010000 0200000000002215   
0601VSB2d       20090101002410100000010000 0200000000002221   
0601VSB2d       20090101002420100000010000 0200000000002227   
0601VSB2d       20090101002430100000010000 0200000000002232   
0601VSB2d       20090101002440100000010000 0200000000002238   
0601VSB2d       20090101002450100000010000 0200000000002244   
0601VSB2d       20090101002460100000010000 0200000000002250   
0601VSB2d       20090101002470100000010000 0200000000002255   
0601VSB2d       20090101002480100000010000 0200000000002261   
0601VSB2d       20090101002490100000010000 0200000000002266   
0601VSB2d       20090101002500100000010000 0200000000002272   
0601VSB2d       20090101002510100000010000 0200000000002277   
0601VSB2d       20090101002520100000010000 0200000000002283   
0601VSB2d       20090101002530100000010000 0200000000002288   
0601VSB2d       20090101002540100000010000 0200000000002294   
0601VSB2d       20090101002550100000010000 0200000000002299   
0601VSB2d       20090101002560100000010000 0200000000002304   
0601VSB2d       20090101002570100000010000 0200000000002310   
0601VSB2d       20090101002580100000010000 0200000000002314   
0601VSB2d       20090101002590100000010000 0200000000002320   
0601VSB2d       20090101002600100000010000 0200000000002325   
0601VSB2d       20090101002610100000010000 0200000000002330   
0601VSB2d       20090101002620100000010000 0200000000002335   
0601VSB2d       20090101002630100000010000 0200000000002340   
0601VSB2d       20090101002640100000010000 0200000000002345   
0601VSB2d       20090101002650100000010000 0200000000002351   
0601VSB2d       20090101002660100000010000 0200000000002355   
0601VSB2d       20090101002670100000010000 0200000000002360   
0601VSB2d       20090101002680100000010000 0200000000002365   
0601VSB2d       20090101002690100000010000 0200000000002370   
0601VSB2d       20090101002700100000010000 0200000000002375   
0601VSB2d       20090101002710100000010000 0200000000002380   
0601VSB2d       20090101002720100000010000 0200000000002385   
0601VSB2d       20090101002730100000010000 0200000000002390   
0601VSB2d       20090101002740100000010000 0200000000002394   
0601VSB2d       20090101002750100000010000 0200000000002399   
0601VSB2d       20090101002760100000010000 0200000000002404   
0601VSB2d       20090101002770100000010000 0200000000002408   
0601VSB2d       20090101002780100000010000 0200000000002413   
0601VSB2d       20090101002790100000010000 0200000000002417   
0601VSB2d       20090101002800100000010000 0200000000002422   
0601VSB2d       20090101002810100000010000 0200000000002426   
0601VSB2d       20090101002820100000010000 0200000000002431   
0601VSB2d       20090101002830100000010000 0200000000002436   
0601VSB2d       20090101002840100000010000 0200000000002440   
0601VSB2d       20090101002850100000010000 0200000000002444   
0601VSB2d       20090101002860100000010000 0200000000002449   
0601VSB2d       20090101002870100000010000 0200000000002454   
0601VSB2d       20090101002880100000010000 0200000000002458   
0601VSB2d       20090101002890100000010000 0200000000002462   
0601VSB2d       20090101002900100000010000 0200000000002466   
0601VSB2d       20090101002910100000010000 0200000000002470   
0601VSB2d       20090101002920100000010000 0200000000002473   
0601VSB2d       20090101002930100000010000 0200000000002478   
0601VSB2d       20090101002940100000010000 0200000000002481   
0601VSB2d       20090101002950100000010000 0200000000002486   
0601VSB2d       20090101002960100000010000 0200000000002489   
0601VSB2d       20090101002970100000010000 0200000000002493   
0601VSB2d       20090101002980100000010000 0200000000002497   
0601VSB2d       20090101002990100000010000 0200000000002501   
0601VSB2d       20090101003000100000010000 0200000000002504   
0601VSB2d       20090101003010100000010000 0200000000002508   
0601VSB2d       20090101003020100000010000 0200000000002512   
0601VSB2d       20090101003030100000010000 0200000000002516   
0601VSB2d       20090101003040100000010000 0200000000002519   
0601VSB2d       20090101003050100000010000 0200000000002523   
0601VSB2d       20090101003060100000010000 0200000000002527   
0601VSB2d       20090101003070100000010000 0200000000002530   
0601VSB2d       20090101003080100000010000 0200000000002534   
0601VSB2d       20090101003090100000010000 0200000000002538   
0601VSB2d       20090101003100100000010000 0200000000002542   
0601VSB2d       20090101003110100000010000 0200000000002545   
0601VSB2d       20090101003120100000010000 0200000000002549   
0601VSB2d       20090101003130100000010000 0200000000002552   
0601VSB2d       20090101003140100000010000 0200000000002556   
0601VSB2d       20090101003150100000010000 0200000000002559   
0601VSB2d       20090101003160100000010000 0200000000002563   
0601VSB2d       20090101003170100000010000 0200000000002566   
0601VSB2d       20090101003180100000010000 0200000000002569   
0601VSB2d       20090101003190100000010000 0200000000002572   
0601VSB2d       20090101003200100000010000 0200000000002575   
0601VSB2d       20090101003210100000010000 0200000000002578   
0601VSB2d       20090101003220100000010000 0200000000002581   
0601VSB2d       20090101003230100000010000 0200000000002584   
0601VSB2d       20090101003240100000010000 0200000000002587   
0601VSB2d       20090101003250100000010000 0200000000002590   
0601VSB2d       20090101003260100000010000 0200000000002593   
0601VSB2d       20090101003270100000010000 0200000000002596   
0601VSB2d       20090101003280100000010000 0200000000002599   
0601VSB2d       20090101003290100000010000 0200000000002602   
0601VSB2d       20090101003300100000010000 0200000000002605   
0601VSB2d       20090101003310100000010000 0200000000002608   
0601VSB2d       20090101003320100000010000 0200000000002611   
0601VSB2d       20090101003330100000010000 0200000000002614   
0601VSB2d       20090101003340100000010000 0200000000002616   
0601VSB2d       20090101003350100000010000 0200000000002619   
0601VSB2d       20090101003360100000010000 0200000000002622   
0601VSB2d       20090101003370100000010000 0200000000002624   
0601VSB2d       20090101003380100000010000 0200000000002627   
0601VSB2d       20090101003390100000010000 0200000000002630   
0601VSB2d       20090101003400100000010000 0200000000002633   
0601VSB2d       20090101003410100000010000 0200000000002635   
0601VSB2d       20090101003420100000010000 0200000000002638   
0601VSB2d       20090101003430100000010000 0200000000002641   
0601VSB2d       20090101003440100000010000 0200000000002644   
0601VSB2d       20090101003450100000010000 0200000000002646   
0601VSB2d       20090101003460100000010000 0200000000002649   
0601VSB2d       20090101003470100000010000 0200000000002652   
0601VSB2d       20090101003480100000010000 0200000000002655   
0601VSB2d       20090101003490100000010000 0200000000002657   
0601VSB2d       20090101003500100000010000 0200000000002660   
0601VSB2d       20090101003510100000010000 0200000000002662   
0601VSB2d       20090101003520100000010000 0200000000002665   
0601VSB2d       20090101003530100000010000 0200000000002667   
0601VSB2d       20090101003540100000010000 0200000000002670   
0601VSB2d       20090101003550100000010000 0200000000002673   
