00SO               20071026                                                                                   
0601SOB6d       20080101001690100000005000 0600021060001244   
0601SOB6d       20080101001695100000005000 0600021190001248   
0601SOB6d       20080101001700100000100000 0600000000001345   
0601SOB6d       20080101001800100000200000 0600000000001534   
0601SOB6d       20080101002000100000500000 0600000000001897   
0601SOB6d       20080101002500100000500000 0600000000002155   
0601SOB6d       20080101003000100006999900 0600000000002670   
0601SOB0+       20080101000000100000080000 0000000040000052   
0601SOB0+       20080101000080100000005000 0000000040000048   
0601SOB0+       20080101000085100000005000 0000000040000046   
0601SOB0+       20080101000090100000005000 0000000040000043   
0601SOB0+       20080101000095100000005000 0000000040000041   
0601SOB0+       20080101000100100000005000 0000000040000039   
0601SOB0+       20080101000105100000005000 0000000040000037   
0601SOB0+       20080101000110100000005000 0000000040000036   
0601SOB0+       20080101000115100000005000 0000000040000034   
0601SOB0+       20080101000120100000005000 0000000040000033   
0601SOB0+       20080101000125100000005000 0000000040000031   
0601SOB0+       20080101000130100000005000 0000000040000030   
0601SOB0+       20080101000135100000005000 0000000040000029   
0601SOB0+       20080101000140100000005000 0000000040000028   
0601SOB0+       20080101000145100000005000 0000000040000027   
0601SOB0+       20080101000150100000005000 0000000040000026   
0601SOB0+       20080101000155100000005000 0000000040000025   
0601SOB0+       20080101000160100000005000 0000000040000025   
0601SOB0+       20080101000165100000005000 0000000040000024   
0601SOB0+       20080101000170100000005000 0000000040000023   
0601SOB0+       20080101000175100000005000 0000000040000023   
0601SOB0+       20080101000180100000005000 0000000040000022   
0601SOB0+       20080101000185100000005000 0000000040000021   
0601SOB0+       20080101000190100000005000 0000000040000021   
0601SOB0+       20080101000195100000005000 0000000040000020   
0601SOB0+       20080101000200100000005000 0000000040000020   
0601SOB0+       20080101000205100000005000 0000000040000019   
0601SOB0+       20080101000210100000005000 0000000040000019   
0601SOB0+       20080101000215100000005000 0000000040000018   
0601SOB0+       20080101000220100000005000 0000000040000018   
0601SOB0+       20080101000225100000005000 0000000040000018   
0601SOB0+       20080101000230100000005000 0000000040000017   
0601SOB0+       20080101000235100000005000 0000000060000025   
0601SOB0+       20080101000240100000005000 0000000110000045   
0601SOB0+       20080101000245100000005000 0000000160000065   
0601SOB0+       20080101000250100000005000 0000000210000083   
0601SOB0+       20080101000255100000005000 0000000260000101   
0601SOB0+       20080101000260100000005000 0000000310000118   
0601SOB0+       20080101000265100000005000 0000000350000131   
0601SOB0+       20080101000270100000005000 0000000400000147   
0601SOB0+       20080101000275100000005000 0000000460000166   
0601SOB0+       20080101000280100000005000 0000000510000181   
0601SOB0+       20080101000285100000005000 0000000560000195   
0601SOB0+       20080101000290100000005000 0000000610000209   
0601SOB0+       20080101000295100000005000 0000000670000225   
0601SOB0+       20080101000300100000005000 0000000730000241   
0601SOB0+       20080101000305100000005000 0000000790000257   
0601SOB0+       20080101000310100000005000 0000000860000275   
0601SOB0+       20080101000315100000005000 0000000920000290   
0601SOB0+       20080101000320100000005000 0000000980000304   
0601SOB0+       20080101000325100000005000 0000001040000318   
0601SOB0+       20080101000330100000005000 0000001100000331   
0601SOB0+       20080101000335100000005000 0000001160000344   
0601SOB0+       20080101000340100000005000 0000001230000359   
0601SOB0+       20080101000345100000005000 0000001290000371   
0601SOB0+       20080101000350100000005000 0000001360000386   
0601SOB0+       20080101000355100000005000 0000001430000400   
0601SOB0+       20080101000360100000005000 0000001490000411   
0601SOB0+       20080101000365100000005000 0000001560000424   
0601SOB0+       20080101000370100000005000 0000001630000438   
0601SOB0+       20080101000375100000005000 0000001700000450   
0601SOB0+       20080101000380100000005000 0000001780000465   
0601SOB0+       20080101000385100000005000 0000001860000480   
0601SOB0+       20080101000390100000005000 0000001930000492   
0601SOB0+       20080101000395100000005000 0000002010000506   
0601SOB0+       20080101000400100000005000 0000002080000517   
0601SOB0+       20080101000405100000005000 0000002160000530   
0601SOB0+       20080101000410100000005000 0000002240000543   
0601SOB0+       20080101000415100000005000 0000002310000553   
0601SOB0+       20080101000420100000005000 0000002390000566   
0601SOB0+       20080101000425100000005000 0000002460000575   
0601SOB0+       20080101000430100000005000 0000002540000587   
0601SOB0+       20080101000435100000005000 0000002620000599   
0601SOB0+       20080101000440100000005000 0000002690000608   
0601SOB0+       20080101000445100000005000 0000002770000619   
0601SOB0+       20080101000450100000005000 0000002850000630   
0601SOB0+       20080101000455100000005000 0000002920000638   
0601SOB0+       20080101000460100000005000 0000003000000649   
0601SOB0+       20080101000465100000005000 0000003070000657   
0601SOB0+       20080101000470100000005000 0000003150000667   
0601SOB0+       20080101000475100000005000 0000003230000676   
0601SOB0+       20080101000480100000005000 0000003300000684   
0601SOB0+       20080101000485100000005000 0000003380000693   
0601SOB0+       20080101000490100000005000 0000003450000701   
0601SOB0+       20080101000495100000005000 0000003530000710   
0601SOB0+       20080101000500100000005000 0000003610000718   
0601SOB0+       20080101000505100000005000 0000003690000727   
0601SOB0+       20080101000510100000005000 0000003770000736   
0601SOB0+       20080101000515100000005000 0000003860000746   
0601SOB0+       20080101000520100000005000 0000003950000756   
0601SOB0+       20080101000525100000005000 0000004030000764   
0601SOB0+       20080101000530100000005000 0000004120000774   
0601SOB0+       20080101000535100000005000 0000004200000781   
0601SOB0+       20080101000540100000005000 0000004280000789   
0601SOB0+       20080101000545100000005000 0000004370000798   
0601SOB0+       20080101000550100000005000 0000004450000805   
0601SOB0+       20080101000555100000005000 0000004530000813   
0601SOB0+       20080101000560100000005000 0000004620000821   
0601SOB0+       20080101000565100000005000 0000004710000830   
0601SOB0+       20080101000570100000005000 0000004800000838   
0601SOB0+       20080101000575100000005000 0000004890000847   
0601SOB0+       20080101000580100000005000 0000004970000853   
0601SOB0+       20080101000585100000005000 0000005060000861   
0601SOB0+       20080101000590100000005000 0000005150000869   
0601SOB0+       20080101000595100000005000 0000005240000877   
0601SOB0+       20080101000600100000005000 0000005320000883   
0601SOB0+       20080101000605100000005000 0000005410000891   
0601SOB0+       20080101000610100000005000 0000005500000898   
0601SOB0+       20080101000615100000005000 0000005590000905   
0601SOB0+       20080101000620100000005000 0000005670000911   
0601SOB0+       20080101000625100000005000 0000005770000920   
0601SOB0+       20080101000630100000005000 0000005870000928   
0601SOB0+       20080101000635100000005000 0000005970000936   
0601SOB0+       20080101000640100000005000 0000006080000946   
0601SOB0+       20080101000645100000005000 0000006180000954   
0601SOB0+       20080101000650100000005000 0000006280000962   
0601SOB0+       20080101000655100000005000 0000006380000970   
0601SOB0+       20080101000660100000005000 0000006480000978   
0601SOB0+       20080101000665100000005000 0000006580000986   
0601SOB0+       20080101000670100000005000 0000006690000995   
0601SOB0+       20080101000675100000005000 0000006790001002   
0601SOB0+       20080101000680100000005000 0000006890001010   
0601SOB0+       20080101000685100000005000 0000006990001017   
0601SOB0+       20080101000690100000005000 0000007090001024   
0601SOB0+       20080101000695100000005000 0000007200001032   
0601SOB0+       20080101000700100000005000 0000007300001039   
0601SOB0+       20080101000705100000005000 0000007400001046   
0601SOB0+       20080101000710100000005000 0000007500001053   
0601SOB0+       20080101000715100000005000 0000007600001059   
0601SOB0+       20080101000720100000005000 0000007700001066   
0601SOB0+       20080101000725100000005000 0000007810001074   
0601SOB0+       20080101000730100000005000 0000007910001080   
0601SOB0+       20080101000735100000005000 0000008000001085   
0601SOB0+       20080101000740100000005000 0000008100001091   
0601SOB0+       20080101000745100000005000 0000008200001097   
0601SOB0+       20080101000750100000005000 0000008300001103   
0601SOB0+       20080101000755100000005000 0000008410001110   
0601SOB0+       20080101000760100000005000 0000008510001116   
0601SOB0+       20080101000765100000005000 0000008610001122   
0601SOB0+       20080101000770100000005000 0000008720001129   
0601SOB0+       20080101000775100000005000 0000008820001134   
0601SOB0+       20080101000780100000005000 0000008920001140   
0601SOB0+       20080101000785100000005000 0000009030001147   
0601SOB0+       20080101000790100000005000 0000009130001152   
0601SOB0+       20080101000795100000005000 0000009240001159   
0601SOB0+       20080101000800100000005000 0000009350001165   
0601SOB0+       20080101000805100000005000 0000009450001170   
0601SOB0+       20080101000810100000005000 0000009560001177   
0601SOB0+       20080101000815100000005000 0000009670001183   
0601SOB0+       20080101000820100000005000 0000009770001188   
0601SOB0+       20080101000825100000005000 0000009880001194   
0601SOB0+       20080101000830100000005000 0000009990001200   
0601SOB0+       20080101000835100000005000 0000010100001206   
0601SOB0+       20080101000840100000005000 0000010210001212   
0601SOB0+       20080101000845100000005000 0000010320001218   
0601SOB0+       20080101000850100000005000 0000010430001223   
0601SOB0+       20080101000855100000005000 0000010550001230   
0601SOB0+       20080101000860100000005000 0000010660001236   
0601SOB0+       20080101000865100000005000 0000010770001241   
0601SOB0+       20080101000870100000005000 0000010880001247   
0601SOB0+       20080101000875100000005000 0000011000001254   
0601SOB0+       20080101000880100000005000 0000011110001259   
0601SOB0+       20080101000885100000005000 0000011220001264   
0601SOB0+       20080101000890100000005000 0000011330001269   
0601SOB0+       20080101000895100000005000 0000011450001276   
0601SOB0+       20080101000900100000005000 0000011560001281   
0601SOB0+       20080101000905100000005000 0000011670001286   
0601SOB0+       20080101000910100000005000 0000011780001291   
0601SOB0+       20080101000915100000005000 0000011900001297   
0601SOB0+       20080101000920100000005000 0000012010001302   
0601SOB0+       20080101000925100000005000 0000012120001307   
0601SOB0+       20080101000930100000005000 0000012240001313   
0601SOB0+       20080101000935100000005000 0000012360001318   
0601SOB0+       20080101000940100000005000 0000012470001323   
0601SOB0+       20080101000945100000005000 0000012590001329   
0601SOB0+       20080101000950100000005000 0000012700001333   
0601SOB0+       20080101000955100000005000 0000012820001339   
0601SOB0+       20080101000960100000005000 0000012940001344   
0601SOB0+       20080101000965100000005000 0000013050001349   
0601SOB0+       20080101000970100000005000 0000013170001354   
0601SOB0+       20080101000975100000005000 0000013290001360   
0601SOB0+       20080101000980100000005000 0000013400001364   
0601SOB0+       20080101000985100000005000 0000013520001369   
0601SOB0+       20080101000990100000005000 0000013640001374   
0601SOB0+       20080101000995100000005000 0000013760001379   
0601SOB0+       20080101001000100000005000 0000013870001384   
0601SOB0+       20080101001005100000005000 0000013990001389   
0601SOB0+       20080101001010100000005000 0000014110001394   
0601SOB0+       20080101001015100000005000 0000014230001399   
0601SOB0+       20080101001020100000005000 0000014350001403   
0601SOB0+       20080101001025100000005000 0000014470001408   
0601SOB0+       20080101001030100000005000 0000014590001413   
0601SOB0+       20080101001035100000005000 0000014710001418   
0601SOB0+       20080101001040100000005000 0000014830001423   
0601SOB0+       20080101001045100000005000 0000014960001428   
0601SOB0+       20080101001050100000005000 0000015080001433   
0601SOB0+       20080101001055100000005000 0000015210001438   
0601SOB0+       20080101001060100000005000 0000015350001445   
0601SOB0+       20080101001065100000005000 0000015480001450   
0601SOB0+       20080101001070100000005000 0000015610001455   
0601SOB0+       20080101001075100000005000 0000015750001462   
0601SOB0+       20080101001080100000005000 0000015880001467   
0601SOB0+       20080101001085100000005000 0000016020001473   
0601SOB0+       20080101001090100000005000 0000016150001478   
0601SOB0+       20080101001095100000005000 0000016280001483   
0601SOB0+       20080101001100100000005000 0000016420001489   
0601SOB0+       20080101001105100000005000 0000016550001494   
0601SOB0+       20080101001110100000005000 0000016690001500   
0601SOB0+       20080101001115100000005000 0000016820001505   
0601SOB0+       20080101001120100000005000 0000016950001510   
0601SOB0+       20080101001125100000005000 0000017090001516   
0601SOB0+       20080101001130100000005000 0000017220001521   
0601SOB0+       20080101001135100000005000 0000017360001526   
0601SOB0+       20080101001140100000005000 0000017490001531   
0601SOB0+       20080101001145100000005000 0000017630001536   
0601SOB0+       20080101001150100000005000 0000017760001541   
0601SOB0+       20080101001155100000005000 0000017900001546   
0601SOB0+       20080101001160100000005000 0000018040001552   
0601SOB0+       20080101001165100000005000 0000018180001557   
0601SOB0+       20080101001170100000005000 0000018320001562   
0601SOB0+       20080101001175100000005000 0000018450001567   
0601SOB0+       20080101001180100000005000 0000018600001573   
0601SOB0+       20080101001185100000005000 0000018730001577   
0601SOB0+       20080101001190100000005000 0000018870001582   
0601SOB0+       20080101001195100000005000 0000019010001587   
0601SOB0+       20080101001200100000005000 0000019150001593   
0601SOB0+       20080101001205100000005000 0000019280001597   
0601SOB0+       20080101001210100000005000 0000019430001602   
0601SOB0+       20080101001215100000005000 0000019560001607   
0601SOB0+       20080101001220100000005000 0000019700001611   
0601SOB0+       20080101001225100000005000 0000019840001616   
0601SOB0+       20080101001230100000005000 0000019980001621   
0601SOB0+       20080101001235100000005000 0000020130001627   
0601SOB0+       20080101001240100000005000 0000020270001631   
0601SOB0+       20080101001245100000005000 0000020410001636   
0601SOB0+       20080101001250100000005000 0000020550001641   
0601SOB0+       20080101001255100000005000 0000020690001645   
0601SOB0+       20080101001260100000005000 0000020840001651   
0601SOB0+       20080101001265100000005000 0000020980001655   
0601SOB0+       20080101001270100000005000 0000021120001660   
0601SOB0+       20080101001275100000005000 0000021270001665   
0601SOB0+       20080101001280100000005000 0000021410001669   
0601SOB0+       20080101001285100000005000 0000021550001674   
0601SOB0+       20080101001290100000005000 0000021700001679   
0601SOB0+       20080101001295100000005000 0000021840001683   
0601SOB0+       20080101001300100000005000 0000021990001688   
0601SOB0+       20080101001305100000005000 0000022140001693   
0601SOB0+       20080101001310100000005000 0000022280001698   
0601SOB0+       20080101001315100000005000 0000022430001702   
0601SOB0+       20080101001320100000005000 0000022580001707   
0601SOB0+       20080101001325100000005000 0000022720001711   
0601SOB0+       20080101001330100000005000 0000022870001716   
0601SOB0+       20080101001335100000005000 0000023020001721   
0601SOB0+       20080101001340100000005000 0000023160001725   
0601SOB0+       20080101001345100000005000 0000023320001731   
0601SOB0+       20080101001350100000005000 0000023470001735   
0601SOB0+       20080101001355100000005000 0000023620001740   
0601SOB0+       20080101001360100000005000 0000023770001745   
0601SOB0+       20080101001365100000005000 0000023920001749   
0601SOB0+       20080101001370100000005000 0000024080001754   
0601SOB0+       20080101001375100000005000 0000024240001760   
0601SOB0+       20080101001380100000005000 0000024390001764   
0601SOB0+       20080101001385100000005000 0000024560001770   
0601SOB0+       20080101001390100000005000 0000024720001775   
0601SOB0+       20080101001395100000005000 0000024880001780   
0601SOB0+       20080101001400100000005000 0000025050001786   
0601SOB0+       20080101001405100000005000 0000025220001792   
0601SOB0+       20080101001410100000005000 0000025380001797   
0601SOB0+       20080101001415100000005000 0000025560001803   
0601SOB0+       20080101001420100000005000 0000025720001808   
0601SOB0+       20080101001425100000005000 0000025900001814   
0601SOB0+       20080101001430100000005000 0000026070001820   
0601SOB0+       20080101001435100000005000 0000026230001825   
0601SOB0+       20080101001440100000005000 0000026410001831   
0601SOB0+       20080101001445100000005000 0000026580001836   
0601SOB0+       20080101001450100000005000 0000026750001842   
0601SOB0+       20080101001455100000005000 0000026920001847   
0601SOB0+       20080101001460100000005000 0000027090001852   
0601SOB0+       20080101001465100000005000 0000027260001858   
0601SOB0+       20080101001470100000005000 0000027430001863   
0601SOB0+       20080101001475100000005000 0000027600001868   
0601SOB0+       20080101001480100000005000 0000027770001873   
0601SOB0+       20080101001485100000005000 0000027940001878   
0601SOB0+       20080101001490100000005000 0000028110001883   
0601SOB0+       20080101001495100000005000 0000028290001889   
0601SOB0+       20080101001500100000005000 0000028450001894   
0601SOB0+       20080101001505100000005000 0000028620001899   
0601SOB0+       20080101001510100000005000 0000028800001904   
0601SOB0+       20080101001515100000005000 0000028960001908   
0601SOB0+       20080101001520100000005000 0000029140001914   
0601SOB0+       20080101001525100000005000 0000029310001919   
0601SOB0+       20080101001530100000005000 0000029480001924   
0601SOB0+       20080101001535100000005000 0000029650001928   
0601SOB0+       20080101001540100000005000 0000029820001933   
0601SOB0+       20080101001545100000005000 0000029990001938   
0601SOB0+       20080101001550100000005000 0000030160001943   
0601SOB0+       20080101001555100000005000 0000030330001947   
0601SOB0+       20080101001560100000005000 0000030500001952   
0601SOB0+       20080101001565100000005000 0000030670001957   
0601SOB0+       20080101001570100000005000 0000030840001961   
0601SOB0+       20080101001575100000005000 0000031020001966   
0601SOB0+       20080101001580100000005000 0000031180001970   
0601SOB0+       20080101001585100000005000 0000031350001975   
0601SOB0+       20080101001590100000005000 0000031530001980   
0601SOB0+       20080101001595100000005000 0000031690001984   
0601SOB0+       20080101001600100000005000 0000031860001988   
0601SOB0+       20080101001605100000005000 0000032040001993   
0601SOB0+       20080101001610100000005000 0000032210001998   
0601SOB0+       20080101001615100000005000 0000032370002001   
0601SOB0+       20080101001620100000005000 0000032550002006   
0601SOB0+       20080101001625100000005000 0000032720002010   
0601SOB0+       20080101001630100000005000 0000032890002015   
0601SOB0+       20080101001635100000005000 0000033060002019   
0601SOB0+       20080101001640100000005000 0000033230002023   
0601SOB0+       20080101001645100000005000 0000033400002027   
0601SOB0+       20080101001650100000005000 0000033570002031   
0601SOB0+       20080101001655100000005000 0000033740002036   
0601SOB0+       20080101001660100000005000 0000033910002040   
0601SOB0+       20080101001665100000005000 0000034080002044   
0601SOB0+       20080101001670100000005000 0000034260002048   
0601SOB0+       20080101001675100000005000 0000034420002052   
0601SOB0+       20080101001680100000005000 0000034590002056   
0601SOB0+       20080101001685100000005000 0000034770002060   
0601SOB0+       20080101001690100000005000 0000034940002064   
0601SOB0+       20080101001695100000005000 0000035100002068   
0601SOB0+       20080101001700100000100000 0000000000002143   
0601SOB0+       20080101001800100000200000 0000000000002284   
0601SOB0+       20080101002000100000500000 0000000000002553   
0601SOB0+       20080101002500100000500000 0000000000002732   
0601SOB0+       20080101003000100006999900 0000000000003089   
0601SOB1+       20080101000000100000080000 0100000040000052   
0601SOB1+       20080101000080100000005000 0100000040000048   
0601SOB1+       20080101000085100000005000 0100000040000046   
0601SOB1+       20080101000090100000005000 0100000040000043   
0601SOB1+       20080101000095100000005000 0100000040000041   
0601SOB1+       20080101000100100000005000 0100000040000039   
0601SOB1+       20080101000105100000005000 0100000040000037   
0601SOB1+       20080101000110100000005000 0100000040000036   
0601SOB1+       20080101000115100000005000 0100000040000034   
0601SOB1+       20080101000120100000005000 0100000040000033   
0601SOB1+       20080101000125100000005000 0100000040000031   
0601SOB1+       20080101000130100000005000 0100000040000030   
0601SOB1+       20080101000135100000005000 0100000040000029   
0601SOB1+       20080101000140100000005000 0100000040000028   
0601SOB1+       20080101000145100000005000 0100000040000027   
0601SOB1+       20080101000150100000005000 0100000040000026   
0601SOB1+       20080101000155100000005000 0100000040000025   
0601SOB1+       20080101000160100000005000 0100000040000025   
0601SOB1+       20080101000165100000005000 0100000040000024   
0601SOB1+       20080101000170100000005000 0100000040000023   
0601SOB1+       20080101000175100000005000 0100000040000023   
0601SOB1+       20080101000180100000005000 0100000040000022   
0601SOB1+       20080101000185100000005000 0100000040000021   
0601SOB1+       20080101000190100000005000 0100000040000021   
0601SOB1+       20080101000195100000005000 0100000040000020   
0601SOB1+       20080101000200100000005000 0100000040000020   
0601SOB1+       20080101000205100000005000 0100000040000019   
0601SOB1+       20080101000210100000005000 0100000040000019   
0601SOB1+       20080101000215100000005000 0100000040000018   
0601SOB1+       20080101000220100000005000 0100000040000018   
0601SOB1+       20080101000225100000005000 0100000040000018   
0601SOB1+       20080101000230100000005000 0100000040000017   
0601SOB1+       20080101000235100000005000 0100000040000017   
0601SOB1+       20080101000240100000005000 0100000040000016   
0601SOB1+       20080101000245100000005000 0100000040000016   
0601SOB1+       20080101000250100000005000 0100000040000016   
0601SOB1+       20080101000255100000005000 0100000040000016   
0601SOB1+       20080101000260100000005000 0100000040000015   
0601SOB1+       20080101000265100000005000 0100000040000015   
0601SOB1+       20080101000270100000005000 0100000040000015   
0601SOB1+       20080101000275100000005000 0100000040000014   
0601SOB1+       20080101000280100000005000 0100000040000014   
0601SOB1+       20080101000285100000005000 0100000040000014   
0601SOB1+       20080101000290100000005000 0100000040000014   
0601SOB1+       20080101000295100000005000 0100000040000013   
0601SOB1+       20080101000300100000005000 0100000040000013   
0601SOB1+       20080101000305100000005000 0100000080000026   
0601SOB1+       20080101000310100000005000 0100000130000042   
0601SOB1+       20080101000315100000005000 0100000180000057   
0601SOB1+       20080101000320100000005000 0100000230000071   
0601SOB1+       20080101000325100000005000 0100000280000085   
0601SOB1+       20080101000330100000005000 0100000330000099   
0601SOB1+       20080101000335100000005000 0100000380000113   
0601SOB1+       20080101000340100000005000 0100000430000126   
0601SOB1+       20080101000345100000005000 0100000480000138   
0601SOB1+       20080101000350100000005000 0100000530000150   
0601SOB1+       20080101000355100000005000 0100000580000162   
0601SOB1+       20080101000360100000005000 0100000640000177   
0601SOB1+       20080101000365100000005000 0100000700000190   
0601SOB1+       20080101000370100000005000 0100000760000204   
0601SOB1+       20080101000375100000005000 0100000820000217   
0601SOB1+       20080101000380100000005000 0100000890000233   
0601SOB1+       20080101000385100000005000 0100000950000245   
0601SOB1+       20080101000390100000005000 0100001010000257   
0601SOB1+       20080101000395100000005000 0100001070000269   
0601SOB1+       20080101000400100000005000 0100001130000281   
0601SOB1+       20080101000405100000005000 0100001190000292   
0601SOB1+       20080101000410100000005000 0100001260000305   
0601SOB1+       20080101000415100000005000 0100001330000319   
0601SOB1+       20080101000420100000005000 0100001390000329   
0601SOB1+       20080101000425100000005000 0100001460000342   
0601SOB1+       20080101000430100000005000 0100001520000351   
0601SOB1+       20080101000435100000005000 0100001590000363   
0601SOB1+       20080101000440100000005000 0100001660000375   
0601SOB1+       20080101000445100000005000 0100001740000389   
0601SOB1+       20080101000450100000005000 0100001820000402   
0601SOB1+       20080101000455100000005000 0100001890000413   
0601SOB1+       20080101000460100000005000 0100001970000426   
0601SOB1+       20080101000465100000005000 0100002040000436   
0601SOB1+       20080101000470100000005000 0100002120000449   
0601SOB1+       20080101000475100000005000 0100002200000461   
0601SOB1+       20080101000480100000005000 0100002270000470   
0601SOB1+       20080101000485100000005000 0100002350000482   
0601SOB1+       20080101000490100000005000 0100002420000491   
0601SOB1+       20080101000495100000005000 0100002500000503   
0601SOB1+       20080101000500100000005000 0100002580000513   
0601SOB1+       20080101000505100000005000 0100002650000522   
0601SOB1+       20080101000510100000005000 0100002730000533   
0601SOB1+       20080101000515100000005000 0100002810000543   
0601SOB1+       20080101000520100000005000 0100002880000551   
0601SOB1+       20080101000525100000005000 0100002960000561   
0601SOB1+       20080101000530100000005000 0100003030000569   
0601SOB1+       20080101000535100000005000 0100003100000577   
0601SOB1+       20080101000540100000005000 0100003180000586   
0601SOB1+       20080101000545100000005000 0100003250000594   
0601SOB1+       20080101000550100000005000 0100003330000603   
0601SOB1+       20080101000555100000005000 0100003400000610   
0601SOB1+       20080101000560100000005000 0100003470000617   
0601SOB1+       20080101000565100000005000 0100003550000626   
0601SOB1+       20080101000570100000005000 0100003620000632   
0601SOB1+       20080101000575100000005000 0100003700000641   
0601SOB1+       20080101000580100000005000 0100003780000649   
0601SOB1+       20080101000585100000005000 0100003870000659   
0601SOB1+       20080101000590100000005000 0100003950000667   
0601SOB1+       20080101000595100000005000 0100004030000674   
0601SOB1+       20080101000600100000005000 0100004120000684   
0601SOB1+       20080101000605100000005000 0100004200000691   
0601SOB1+       20080101000610100000005000 0100004280000699   
0601SOB1+       20080101000615100000005000 0100004370000708   
0601SOB1+       20080101000620100000005000 0100004450000715   
0601SOB1+       20080101000625100000005000 0100004540000724   
0601SOB1+       20080101000630100000005000 0100004620000730   
0601SOB1+       20080101000635100000005000 0100004710000739   
0601SOB1+       20080101000640100000005000 0100004800000747   
0601SOB1+       20080101000645100000005000 0100004890000755   
0601SOB1+       20080101000650100000005000 0100004980000763   
0601SOB1+       20080101000655100000005000 0100005060000770   
0601SOB1+       20080101000660100000005000 0100005150000777   
0601SOB1+       20080101000665100000005000 0100005240000785   
0601SOB1+       20080101000670100000005000 0100005330000793   
0601SOB1+       20080101000675100000005000 0100005410000799   
0601SOB1+       20080101000680100000005000 0100005500000806   
0601SOB1+       20080101000685100000005000 0100005590000813   
0601SOB1+       20080101000690100000005000 0100005680000820   
0601SOB1+       20080101000695100000005000 0100005770000827   
0601SOB1+       20080101000700100000005000 0100005880000837   
0601SOB1+       20080101000705100000005000 0100005980000845   
0601SOB1+       20080101000710100000005000 0100006080000853   
0601SOB1+       20080101000715100000005000 0100006180000861   
0601SOB1+       20080101000720100000005000 0100006280000869   
0601SOB1+       20080101000725100000005000 0100006380000877   
0601SOB1+       20080101000730100000005000 0100006490000886   
0601SOB1+       20080101000735100000005000 0100006590000894   
0601SOB1+       20080101000740100000005000 0100006690000901   
0601SOB1+       20080101000745100000005000 0100006790000908   
0601SOB1+       20080101000750100000005000 0100006890000916   
0601SOB1+       20080101000755100000005000 0100007000000924   
0601SOB1+       20080101000760100000005000 0100007100000931   
0601SOB1+       20080101000765100000005000 0100007200000938   
0601SOB1+       20080101000770100000005000 0100007300000945   
0601SOB1+       20080101000775100000005000 0100007400000952   
0601SOB1+       20080101000780100000005000 0100007510000960   
0601SOB1+       20080101000785100000005000 0100007610000966   
0601SOB1+       20080101000790100000005000 0100007710000973   
0601SOB1+       20080101000795100000005000 0100007810000979   
0601SOB1+       20080101000800100000005000 0100007910000986   
0601SOB1+       20080101000805100000005000 0100008010000992   
0601SOB1+       20080101000810100000005000 0100008110000998   
0601SOB1+       20080101000815100000005000 0100008210001004   
0601SOB1+       20080101000820100000005000 0100008310001010   
0601SOB1+       20080101000825100000005000 0100008410001016   
0601SOB1+       20080101000830100000005000 0100008510001022   
0601SOB1+       20080101000835100000005000 0100008620001029   
0601SOB1+       20080101000840100000005000 0100008730001036   
0601SOB1+       20080101000845100000005000 0100008840001043   
0601SOB1+       20080101000850100000005000 0100008950001050   
0601SOB1+       20080101000855100000005000 0100009060001057   
0601SOB1+       20080101000860100000005000 0100009170001063   
0601SOB1+       20080101000865100000005000 0100009280001070   
0601SOB1+       20080101000870100000005000 0100009400001077   
0601SOB1+       20080101000875100000005000 0100009510001084   
0601SOB1+       20080101000880100000005000 0100009620001090   
0601SOB1+       20080101000885100000005000 0100009730001096   
0601SOB1+       20080101000890100000005000 0100009850001104   
0601SOB1+       20080101000895100000005000 0100009960001110   
0601SOB1+       20080101000900100000005000 0100010070001116   
0601SOB1+       20080101000905100000005000 0100010180001122   
0601SOB1+       20080101000910100000005000 0100010300001129   
0601SOB1+       20080101000915100000005000 0100010410001135   
0601SOB1+       20080101000920100000005000 0100010520001140   
0601SOB1+       20080101000925100000005000 0100010630001146   
0601SOB1+       20080101000930100000005000 0100010750001153   
0601SOB1+       20080101000935100000005000 0100010860001158   
0601SOB1+       20080101000940100000005000 0100010970001164   
0601SOB1+       20080101000945100000005000 0100011080001169   
0601SOB1+       20080101000950100000005000 0100011190001175   
0601SOB1+       20080101000955100000005000 0100011310001181   
0601SOB1+       20080101000960100000005000 0100011420001186   
0601SOB1+       20080101000965100000005000 0100011530001192   
0601SOB1+       20080101000970100000005000 0100011640001197   
0601SOB1+       20080101000975100000005000 0100011760001203   
0601SOB1+       20080101000980100000005000 0100011870001208   
0601SOB1+       20080101000985100000005000 0100011980001213   
0601SOB1+       20080101000990100000005000 0100012100001219   
0601SOB1+       20080101000995100000005000 0100012210001224   
0601SOB1+       20080101001000100000005000 0100012330001230   
0601SOB1+       20080101001005100000005000 0100012450001236   
0601SOB1+       20080101001010100000005000 0100012560001240   
0601SOB1+       20080101001015100000005000 0100012680001246   
0601SOB1+       20080101001020100000005000 0100012790001251   
0601SOB1+       20080101001025100000005000 0100012910001256   
0601SOB1+       20080101001030100000005000 0100013030001262   
0601SOB1+       20080101001035100000005000 0100013140001267   
0601SOB1+       20080101001040100000005000 0100013260001272   
0601SOB1+       20080101001045100000005000 0100013380001277   
0601SOB1+       20080101001050100000005000 0100013490001282   
0601SOB1+       20080101001055100000005000 0100013620001288   
0601SOB1+       20080101001060100000005000 0100013740001293   
0601SOB1+       20080101001065100000005000 0100013860001298   
0601SOB1+       20080101001070100000005000 0100013990001304   
