00SO               20071026                                                                                   
0601SOB4+       20080101001015100000005000 0400008230000809   
0601SOB4+       20080101001020100000005000 0400008330000815   
0601SOB4+       20080101001025100000005000 0400008440000821   
0601SOB4+       20080101001030100000005000 0400008550000828   
0601SOB4+       20080101001035100000005000 0400008660000835   
0601SOB4+       20080101001040100000005000 0400008770000841   
0601SOB4+       20080101001045100000005000 0400008870000847   
0601SOB4+       20080101001050100000005000 0400008980000853   
0601SOB4+       20080101001055100000005000 0400009100000861   
0601SOB4+       20080101001060100000005000 0400009220000868   
0601SOB4+       20080101001065100000005000 0400009340000875   
0601SOB4+       20080101001070100000005000 0400009460000882   
0601SOB4+       20080101001075100000005000 0400009580000889   
0601SOB4+       20080101001080100000005000 0400009700000896   
0601SOB4+       20080101001085100000005000 0400009820000903   
0601SOB4+       20080101001090100000005000 0400009940000910   
0601SOB4+       20080101001095100000005000 0400010060000917   
0601SOB4+       20080101001100100000005000 0400010180000923   
0601SOB4+       20080101001105100000005000 0400010300000930   
0601SOB4+       20080101001110100000005000 0400010420000937   
0601SOB4+       20080101001115100000005000 0400010540000943   
0601SOB4+       20080101001120100000005000 0400010660000950   
0601SOB4+       20080101001125100000005000 0400010780000956   
0601SOB4+       20080101001130100000005000 0400010890000962   
0601SOB4+       20080101001135100000005000 0400011010000968   
0601SOB4+       20080101001140100000005000 0400011130000974   
0601SOB4+       20080101001145100000005000 0400011250000980   
0601SOB4+       20080101001150100000005000 0400011370000987   
0601SOB4+       20080101001155100000005000 0400011490000993   
0601SOB4+       20080101001160100000005000 0400011610000999   
0601SOB4+       20080101001165100000005000 0400011730001005   
0601SOB4+       20080101001170100000005000 0400011850001011   
0601SOB4+       20080101001175100000005000 0400011970001017   
0601SOB4+       20080101001180100000005000 0400012090001022   
0601SOB4+       20080101001185100000005000 0400012210001028   
0601SOB4+       20080101001190100000005000 0400012340001035   
0601SOB4+       20080101001195100000005000 0400012460001041   
0601SOB4+       20080101001200100000005000 0400012580001046   
0601SOB4+       20080101001205100000005000 0400012710001053   
0601SOB4+       20080101001210100000005000 0400012830001058   
0601SOB4+       20080101001215100000005000 0400012960001064   
0601SOB4+       20080101001220100000005000 0400013080001070   
0601SOB4+       20080101001225100000005000 0400013200001075   
0601SOB4+       20080101001230100000005000 0400013330001082   
0601SOB4+       20080101001235100000005000 0400013450001087   
0601SOB4+       20080101001240100000005000 0400013580001093   
0601SOB4+       20080101001245100000005000 0400013700001098   
0601SOB4+       20080101001250100000005000 0400013830001104   
0601SOB4+       20080101001255100000005000 0400013950001109   
0601SOB4+       20080101001260100000005000 0400014070001114   
0601SOB4+       20080101001265100000005000 0400014200001120   
0601SOB4+       20080101001270100000005000 0400014330001126   
0601SOB4+       20080101001275100000005000 0400014460001132   
0601SOB4+       20080101001280100000005000 0400014590001138   
0601SOB4+       20080101001285100000005000 0400014720001143   
0601SOB4+       20080101001290100000005000 0400014850001149   
0601SOB4+       20080101001295100000005000 0400014980001155   
0601SOB4+       20080101001300100000005000 0400015110001160   
0601SOB4+       20080101001305100000005000 0400015240001166   
0601SOB4+       20080101001310100000005000 0400015380001172   
0601SOB4+       20080101001315100000005000 0400015510001177   
0601SOB4+       20080101001320100000005000 0400015640001183   
0601SOB4+       20080101001325100000005000 0400015780001189   
0601SOB4+       20080101001330100000005000 0400015910001194   
0601SOB4+       20080101001335100000005000 0400016050001200   
0601SOB4+       20080101001340100000005000 0400016180001205   
0601SOB4+       20080101001345100000005000 0400016310001210   
0601SOB4+       20080101001350100000005000 0400016450001216   
0601SOB4+       20080101001355100000005000 0400016580001221   
0601SOB4+       20080101001360100000005000 0400016720001227   
0601SOB4+       20080101001365100000005000 0400016850001232   
0601SOB4+       20080101001370100000005000 0400016980001237   
0601SOB4+       20080101001375100000005000 0400017120001243   
0601SOB4+       20080101001380100000005000 0400017250001248   
0601SOB4+       20080101001385100000005000 0400017390001253   
0601SOB4+       20080101001390100000005000 0400017520001258   
0601SOB4+       20080101001395100000005000 0400017650001263   
0601SOB4+       20080101001400100000005000 0400017790001268   
0601SOB4+       20080101001405100000005000 0400017930001274   
0601SOB4+       20080101001410100000005000 0400018060001279   
0601SOB4+       20080101001415100000005000 0400018210001285   
0601SOB4+       20080101001420100000005000 0400018340001289   
0601SOB4+       20080101001425100000005000 0400018480001295   
0601SOB4+       20080101001430100000005000 0400018620001300   
0601SOB4+       20080101001435100000005000 0400018760001305   
0601SOB4+       20080101001440100000005000 0400018900001310   
0601SOB4+       20080101001445100000005000 0400019030001315   
0601SOB4+       20080101001450100000005000 0400019170001320   
0601SOB4+       20080101001455100000005000 0400019310001325   
0601SOB4+       20080101001460100000005000 0400019450001330   
0601SOB4+       20080101001465100000005000 0400019590001335   
0601SOB4+       20080101001470100000005000 0400019730001340   
0601SOB4+       20080101001475100000005000 0400019860001344   
0601SOB4+       20080101001480100000005000 0400020000001349   
0601SOB4+       20080101001485100000005000 0400020150001355   
0601SOB4+       20080101001490100000005000 0400020290001359   
0601SOB4+       20080101001495100000005000 0400020430001364   
0601SOB4+       20080101001500100000005000 0400020570001369   
0601SOB4+       20080101001505100000005000 0400020720001374   
0601SOB4+       20080101001510100000005000 0400020860001379   
0601SOB4+       20080101001515100000005000 0400021000001384   
0601SOB4+       20080101001520100000005000 0400021150001389   
0601SOB4+       20080101001525100000005000 0400021290001394   
0601SOB4+       20080101001530100000005000 0400021430001398   
0601SOB4+       20080101001535100000005000 0400021580001404   
0601SOB4+       20080101001540100000005000 0400021720001408   
0601SOB4+       20080101001545100000005000 0400021860001413   
0601SOB4+       20080101001550100000005000 0400022010001418   
0601SOB4+       20080101001555100000005000 0400022150001422   
0601SOB4+       20080101001560100000005000 0400022300001427   
0601SOB4+       20080101001565100000005000 0400022450001432   
0601SOB4+       20080101001570100000005000 0400022600001437   
0601SOB4+       20080101001575100000005000 0400022750001442   
0601SOB4+       20080101001580100000005000 0400022890001446   
0601SOB4+       20080101001585100000005000 0400023040001451   
0601SOB4+       20080101001590100000005000 0400023190001456   
0601SOB4+       20080101001595100000005000 0400023330001460   
0601SOB4+       20080101001600100000005000 0400023480001465   
0601SOB4+       20080101001605100000005000 0400023640001471   
0601SOB4+       20080101001610100000005000 0400023790001475   
0601SOB4+       20080101001615100000005000 0400023940001480   
0601SOB4+       20080101001620100000005000 0400024100001485   
0601SOB4+       20080101001625100000005000 0400024250001490   
0601SOB4+       20080101001630100000005000 0400024410001495   
0601SOB4+       20080101001635100000005000 0400024570001500   
0601SOB4+       20080101001640100000005000 0400024730001506   
0601SOB4+       20080101001645100000005000 0400024900001511   
0601SOB4+       20080101001650100000005000 0400025060001516   
0601SOB4+       20080101001655100000005000 0400025230001522   
0601SOB4+       20080101001660100000005000 0400025400001528   
0601SOB4+       20080101001665100000005000 0400025560001533   
0601SOB4+       20080101001670100000005000 0400025740001539   
0601SOB4+       20080101001675100000005000 0400025910001545   
0601SOB4+       20080101001680100000005000 0400026070001549   
0601SOB4+       20080101001685100000005000 0400026250001556   
0601SOB4+       20080101001690100000005000 0400026420001561   
0601SOB4+       20080101001695100000005000 0400026580001566   
0601SOB4+       20080101001700100000100000 0400000000001669   
0601SOB4+       20080101001800100000200000 0400000000001843   
0601SOB4+       20080101002000100000500000 0400000000002190   
0601SOB4+       20080101002500100000500000 0400000000002430   
0601SOB4+       20080101003000100006999900 0400000000002908   
0601SOB5+       20080101000000100000080000 0500000040000052   
0601SOB5+       20080101000080100000005000 0500000040000048   
0601SOB5+       20080101000085100000005000 0500000040000046   
0601SOB5+       20080101000090100000005000 0500000040000043   
0601SOB5+       20080101000095100000005000 0500000040000041   
0601SOB5+       20080101000100100000005000 0500000040000039   
0601SOB5+       20080101000105100000005000 0500000040000037   
0601SOB5+       20080101000110100000005000 0500000040000036   
0601SOB5+       20080101000115100000005000 0500000040000034   
0601SOB5+       20080101000120100000005000 0500000040000033   
0601SOB5+       20080101000125100000005000 0500000040000031   
0601SOB5+       20080101000130100000005000 0500000040000030   
0601SOB5+       20080101000135100000005000 0500000040000029   
0601SOB5+       20080101000140100000005000 0500000040000028   
0601SOB5+       20080101000145100000005000 0500000040000027   
0601SOB5+       20080101000150100000005000 0500000040000026   
0601SOB5+       20080101000155100000005000 0500000040000025   
0601SOB5+       20080101000160100000005000 0500000040000025   
0601SOB5+       20080101000165100000005000 0500000040000024   
0601SOB5+       20080101000170100000005000 0500000040000023   
0601SOB5+       20080101000175100000005000 0500000040000023   
0601SOB5+       20080101000180100000005000 0500000040000022   
0601SOB5+       20080101000185100000005000 0500000040000021   
0601SOB5+       20080101000190100000005000 0500000040000021   
0601SOB5+       20080101000195100000005000 0500000040000020   
0601SOB5+       20080101000200100000005000 0500000040000020   
0601SOB5+       20080101000205100000005000 0500000040000019   
0601SOB5+       20080101000210100000005000 0500000040000019   
0601SOB5+       20080101000215100000005000 0500000040000018   
0601SOB5+       20080101000220100000005000 0500000040000018   
0601SOB5+       20080101000225100000005000 0500000040000018   
0601SOB5+       20080101000230100000005000 0500000040000017   
0601SOB5+       20080101000235100000005000 0500000040000017   
0601SOB5+       20080101000240100000005000 0500000040000016   
0601SOB5+       20080101000245100000005000 0500000040000016   
0601SOB5+       20080101000250100000005000 0500000040000016   
0601SOB5+       20080101000255100000005000 0500000040000016   
0601SOB5+       20080101000260100000005000 0500000040000015   
0601SOB5+       20080101000265100000005000 0500000040000015   
0601SOB5+       20080101000270100000005000 0500000040000015   
0601SOB5+       20080101000275100000005000 0500000040000014   
0601SOB5+       20080101000280100000005000 0500000040000014   
0601SOB5+       20080101000285100000005000 0500000040000014   
0601SOB5+       20080101000290100000005000 0500000040000014   
0601SOB5+       20080101000295100000005000 0500000040000013   
0601SOB5+       20080101000300100000005000 0500000040000013   
0601SOB5+       20080101000305100000005000 0500000040000013   
0601SOB5+       20080101000310100000005000 0500000040000013   
0601SOB5+       20080101000315100000005000 0500000040000013   
0601SOB5+       20080101000320100000005000 0500000040000012   
0601SOB5+       20080101000325100000005000 0500000040000012   
0601SOB5+       20080101000330100000005000 0500000040000012   
0601SOB5+       20080101000335100000005000 0500000040000012   
0601SOB5+       20080101000340100000005000 0500000040000012   
0601SOB5+       20080101000345100000005000 0500000040000012   
0601SOB5+       20080101000350100000005000 0500000040000011   
0601SOB5+       20080101000355100000005000 0500000040000011   
0601SOB5+       20080101000360100000005000 0500000040000011   
0601SOB5+       20080101000365100000005000 0500000040000011   
0601SOB5+       20080101000370100000005000 0500000040000011   
0601SOB5+       20080101000375100000005000 0500000040000011   
0601SOB5+       20080101000380100000005000 0500000040000010   
0601SOB5+       20080101000385100000005000 0500000040000010   
0601SOB5+       20080101000390100000005000 0500000040000010   
0601SOB5+       20080101000395100000005000 0500000040000010   
0601SOB5+       20080101000400100000005000 0500000040000010   
0601SOB5+       20080101000405100000005000 0500000040000010   
0601SOB5+       20080101000410100000005000 0500000040000010   
0601SOB5+       20080101000415100000005000 0500000040000010   
0601SOB5+       20080101000420100000005000 0500000040000009   
0601SOB5+       20080101000425100000005000 0500000040000009   
0601SOB5+       20080101000430100000005000 0500000040000009   
0601SOB5+       20080101000435100000005000 0500000040000009   
0601SOB5+       20080101000440100000005000 0500000040000009   
0601SOB5+       20080101000445100000005000 0500000040000009   
0601SOB5+       20080101000450100000005000 0500000040000009   
0601SOB5+       20080101000455100000005000 0500000040000009   
0601SOB5+       20080101000460100000005000 0500000040000009   
0601SOB5+       20080101000465100000005000 0500000040000009   
0601SOB5+       20080101000470100000005000 0500000040000008   
0601SOB5+       20080101000475100000005000 0500000040000008   
0601SOB5+       20080101000480100000005000 0500000040000008   
0601SOB5+       20080101000485100000005000 0500000040000008   
0601SOB5+       20080101000490100000005000 0500000040000008   
0601SOB5+       20080101000495100000005000 0500000040000008   
0601SOB5+       20080101000500100000005000 0500000040000008   
0601SOB5+       20080101000505100000005000 0500000040000008   
0601SOB5+       20080101000510100000005000 0500000040000008   
0601SOB5+       20080101000515100000005000 0500000040000008   
0601SOB5+       20080101000520100000005000 0500000040000008   
0601SOB5+       20080101000525100000005000 0500000040000008   
0601SOB5+       20080101000530100000005000 0500000040000008   
0601SOB5+       20080101000535100000005000 0500000040000007   
0601SOB5+       20080101000540100000005000 0500000040000007   
0601SOB5+       20080101000545100000005000 0500000040000007   
0601SOB5+       20080101000550100000005000 0500000040000007   
0601SOB5+       20080101000555100000005000 0500000040000007   
0601SOB5+       20080101000560100000005000 0500000040000007   
0601SOB5+       20080101000565100000005000 0500000040000007   
0601SOB5+       20080101000570100000005000 0500000040000007   
0601SOB5+       20080101000575100000005000 0500000060000010   
0601SOB5+       20080101000580100000005000 0500000110000019   
0601SOB5+       20080101000585100000005000 0500000160000027   
0601SOB5+       20080101000590100000005000 0500000210000035   
0601SOB5+       20080101000595100000005000 0500000250000042   
0601SOB5+       20080101000600100000005000 0500000300000050   
0601SOB5+       20080101000605100000005000 0500000350000058   
0601SOB5+       20080101000610100000005000 0500000400000065   
0601SOB5+       20080101000615100000005000 0500000450000073   
0601SOB5+       20080101000620100000005000 0500000500000080   
0601SOB5+       20080101000625100000005000 0500000550000088   
0601SOB5+       20080101000630100000005000 0500000590000093   
0601SOB5+       20080101000635100000005000 0500000650000102   
0601SOB5+       20080101000640100000005000 0500000710000111   
0601SOB5+       20080101000645100000005000 0500000770000119   
0601SOB5+       20080101000650100000005000 0500000830000127   
0601SOB5+       20080101000655100000005000 0500000890000135   
0601SOB5+       20080101000660100000005000 0500000950000143   
0601SOB5+       20080101000665100000005000 0500001010000151   
0601SOB5+       20080101000670100000005000 0500001070000159   
0601SOB5+       20080101000675100000005000 0500001120000165   
0601SOB5+       20080101000680100000005000 0500001180000173   
0601SOB5+       20080101000685100000005000 0500001250000182   
0601SOB5+       20080101000690100000005000 0500001310000189   
0601SOB5+       20080101000695100000005000 0500001380000198   
0601SOB5+       20080101000700100000005000 0500001440000205   
0601SOB5+       20080101000705100000005000 0500001500000212   
0601SOB5+       20080101000710100000005000 0500001570000220   
0601SOB5+       20080101000715100000005000 0500001630000227   
0601SOB5+       20080101000720100000005000 0500001710000237   
0601SOB5+       20080101000725100000005000 0500001780000245   
0601SOB5+       20080101000730100000005000 0500001860000254   
0601SOB5+       20080101000735100000005000 0500001930000262   
0601SOB5+       20080101000740100000005000 0500002000000269   
0601SOB5+       20080101000745100000005000 0500002080000278   
0601SOB5+       20080101000750100000005000 0500002150000286   
0601SOB5+       20080101000755100000005000 0500002220000293   
0601SOB5+       20080101000760100000005000 0500002300000302   
0601SOB5+       20080101000765100000005000 0500002370000309   
0601SOB5+       20080101000770100000005000 0500002440000316   
0601SOB5+       20080101000775100000005000 0500002520000324   
0601SOB5+       20080101000780100000005000 0500002590000331   
0601SOB5+       20080101000785100000005000 0500002670000339   
0601SOB5+       20080101000790100000005000 0500002740000346   
0601SOB5+       20080101000795100000005000 0500002810000352   
0601SOB5+       20080101000800100000005000 0500002890000360   
0601SOB5+       20080101000805100000005000 0500002960000367   
0601SOB5+       20080101000810100000005000 0500003030000373   
0601SOB5+       20080101000815100000005000 0500003110000380   
0601SOB5+       20080101000820100000005000 0500003180000387   
0601SOB5+       20080101000825100000005000 0500003250000393   
0601SOB5+       20080101000830100000005000 0500003330000400   
0601SOB5+       20080101000835100000005000 0500003410000407   
0601SOB5+       20080101000840100000005000 0500003480000413   
0601SOB5+       20080101000845100000005000 0500003560000420   
0601SOB5+       20080101000850100000005000 0500003640000427   
0601SOB5+       20080101000855100000005000 0500003720000434   
0601SOB5+       20080101000860100000005000 0500003810000442   
0601SOB5+       20080101000865100000005000 0500003900000450   
0601SOB5+       20080101000870100000005000 0500003990000457   
0601SOB5+       20080101000875100000005000 0500004080000465   
0601SOB5+       20080101000880100000005000 0500004170000473   
0601SOB5+       20080101000885100000005000 0500004260000480   
0601SOB5+       20080101000890100000005000 0500004340000486   
0601SOB5+       20080101000895100000005000 0500004440000495   
0601SOB5+       20080101000900100000005000 0500004530000502   
0601SOB5+       20080101000905100000005000 0500004620000509   
0601SOB5+       20080101000910100000005000 0500004720000517   
0601SOB5+       20080101000915100000005000 0500004810000524   
0601SOB5+       20080101000920100000005000 0500004900000531   
0601SOB5+       20080101000925100000005000 0500004990000538   
0601SOB5+       20080101000930100000005000 0500005090000546   
0601SOB5+       20080101000935100000005000 0500005180000553   
0601SOB5+       20080101000940100000005000 0500005270000559   
0601SOB5+       20080101000945100000005000 0500005360000566   
0601SOB5+       20080101000950100000005000 0500005460000573   
0601SOB5+       20080101000955100000005000 0500005550000580   
0601SOB5+       20080101000960100000005000 0500005640000586   
0601SOB5+       20080101000965100000005000 0500005740000593   
0601SOB5+       20080101000970100000005000 0500005850000602   
0601SOB5+       20080101000975100000005000 0500005950000609   
0601SOB5+       20080101000980100000005000 0500006060000617   
0601SOB5+       20080101000985100000005000 0500006170000625   
0601SOB5+       20080101000990100000005000 0500006280000633   
0601SOB5+       20080101000995100000005000 0500006390000641   
0601SOB5+       20080101001000100000005000 0500006490000647   
0601SOB5+       20080101001005100000005000 0500006600000655   
0601SOB5+       20080101001010100000005000 0500006710000663   
0601SOB5+       20080101001015100000005000 0500006820000670   
0601SOB5+       20080101001020100000005000 0500006920000677   
0601SOB5+       20080101001025100000005000 0500007030000684   
0601SOB5+       20080101001030100000005000 0500007140000692   
0601SOB5+       20080101001035100000005000 0500007250000699   
0601SOB5+       20080101001040100000005000 0500007350000705   
0601SOB5+       20080101001045100000005000 0500007460000712   
0601SOB5+       20080101001050100000005000 0500007570000719   
0601SOB5+       20080101001055100000005000 0500007680000726   
0601SOB5+       20080101001060100000005000 0500007800000734   
0601SOB5+       20080101001065100000005000 0500007910000741   
0601SOB5+       20080101001070100000005000 0500008020000748   
0601SOB5+       20080101001075100000005000 0500008130000755   
0601SOB5+       20080101001080100000005000 0500008240000761   
0601SOB5+       20080101001085100000005000 0500008360000769   
0601SOB5+       20080101001090100000005000 0500008470000775   
0601SOB5+       20080101001095100000005000 0500008590000783   
0601SOB5+       20080101001100100000005000 0500008700000789   
0601SOB5+       20080101001105100000005000 0500008820000796   
0601SOB5+       20080101001110100000005000 0500008930000803   
0601SOB5+       20080101001115100000005000 0500009050000810   
0601SOB5+       20080101001120100000005000 0500009170000817   
0601SOB5+       20080101001125100000005000 0500009290000824   
0601SOB5+       20080101001130100000005000 0500009410000831   
0601SOB5+       20080101001135100000005000 0500009530000838   
0601SOB5+       20080101001140100000005000 0500009650000845   
0601SOB5+       20080101001145100000005000 0500009770000851   
0601SOB5+       20080101001150100000005000 0500009890000858   
0601SOB5+       20080101001155100000005000 0500010010000865   
0601SOB5+       20080101001160100000005000 0500010120000871   
0601SOB5+       20080101001165100000005000 0500010240000877   
0601SOB5+       20080101001170100000005000 0500010360000884   
0601SOB5+       20080101001175100000005000 0500010480000890   
0601SOB5+       20080101001180100000005000 0500010600000896   
0601SOB5+       20080101001185100000005000 0500010720000903   
0601SOB5+       20080101001190100000005000 0500010840000909   
0601SOB5+       20080101001195100000005000 0500010960000915   
0601SOB5+       20080101001200100000005000 0500011080000921   
0601SOB5+       20080101001205100000005000 0500011200000928   
0601SOB5+       20080101001210100000005000 0500011320000934   
0601SOB5+       20080101001215100000005000 0500011440000940   
0601SOB5+       20080101001220100000005000 0500011560000946   
0601SOB5+       20080101001225100000005000 0500011680000952   
0601SOB5+       20080101001230100000005000 0500011800000957   
0601SOB5+       20080101001235100000005000 0500011920000963   
0601SOB5+       20080101001240100000005000 0500012040000969   
0601SOB5+       20080101001245100000005000 0500012160000975   
0601SOB5+       20080101001250100000005000 0500012280000980   
0601SOB5+       20080101001255100000005000 0500012410000987   
0601SOB5+       20080101001260100000005000 0500012530000992   
0601SOB5+       20080101001265100000005000 0500012650000998   
0601SOB5+       20080101001270100000005000 0500012780001004   
0601SOB5+       20080101001275100000005000 0500012900001010   
0601SOB5+       20080101001280100000005000 0500013030001016   
0601SOB5+       20080101001285100000005000 0500013150001021   
0601SOB5+       20080101001290100000005000 0500013280001027   
0601SOB5+       20080101001295100000005000 0500013400001033   
0601SOB5+       20080101001300100000005000 0500013520001038   
0601SOB5+       20080101001305100000005000 0500013650001044   
0601SOB5+       20080101001310100000005000 0500013770001049   
0601SOB5+       20080101001315100000005000 0500013890001054   
0601SOB5+       20080101001320100000005000 0500014020001060   
0601SOB5+       20080101001325100000005000 0500014140001065   
0601SOB5+       20080101001330100000005000 0500014270001071   
0601SOB5+       20080101001335100000005000 0500014400001077   
0601SOB5+       20080101001340100000005000 0500014530001082   
0601SOB5+       20080101001345100000005000 0500014660001088   
0601SOB5+       20080101001350100000005000 0500014790001094   
0601SOB5+       20080101001355100000005000 0500014920001099   
0601SOB5+       20080101001360100000005000 0500015050001105   
0601SOB5+       20080101001365100000005000 0500015180001110   
0601SOB5+       20080101001370100000005000 0500015320001116   
0601SOB5+       20080101001375100000005000 0500015450001122   
0601SOB5+       20080101001380100000005000 0500015580001127   
0601SOB5+       20080101001385100000005000 0500015720001133   
0601SOB5+       20080101001390100000005000 0500015850001138   
0601SOB5+       20080101001395100000005000 0500015990001144   
0601SOB5+       20080101001400100000005000 0500016120001149   
0601SOB5+       20080101001405100000005000 0500016250001155   
0601SOB5+       20080101001410100000005000 0500016390001160   
0601SOB5+       20080101001415100000005000 0500016520001165   
0601SOB5+       20080101001420100000005000 0500016660001171   
0601SOB5+       20080101001425100000005000 0500016790001176   
0601SOB5+       20080101001430100000005000 0500016920001181   
0601SOB5+       20080101001435100000005000 0500017060001187   
0601SOB5+       20080101001440100000005000 0500017190001192   
0601SOB5+       20080101001445100000005000 0500017330001197   
0601SOB5+       20080101001450100000005000 0500017460001202   
0601SOB5+       20080101001455100000005000 0500017590001207   
0601SOB5+       20080101001460100000005000 0500017730001212   
0601SOB5+       20080101001465100000005000 0500017860001217   
0601SOB5+       20080101001470100000005000 0500018000001222   
0601SOB5+       20080101001475100000005000 0500018140001228   
0601SOB5+       20080101001480100000005000 0500018280001233   
0601SOB5+       20080101001485100000005000 0500018420001238   
0601SOB5+       20080101001490100000005000 0500018560001244   
0601SOB5+       20080101001495100000005000 0500018700001249   
0601SOB5+       20080101001500100000005000 0500018830001253   
0601SOB5+       20080101001505100000005000 0500018970001258   
0601SOB5+       20080101001510100000005000 0500019110001263   
0601SOB5+       20080101001515100000005000 0500019250001269   
0601SOB5+       20080101001520100000005000 0500019390001274   
0601SOB5+       20080101001525100000005000 0500019530001279   
0601SOB5+       20080101001530100000005000 0500019660001283   
0601SOB5+       20080101001535100000005000 0500019800001288   
0601SOB5+       20080101001540100000005000 0500019940001293   
0601SOB5+       20080101001545100000005000 0500020080001298   
0601SOB5+       20080101001550100000005000 0500020220001302   
0601SOB5+       20080101001555100000005000 0500020370001308   
0601SOB5+       20080101001560100000005000 0500020510001313   
0601SOB5+       20080101001565100000005000 0500020650001317   
0601SOB5+       20080101001570100000005000 0500020790001322   
0601SOB5+       20080101001575100000005000 0500020940001327   
0601SOB5+       20080101001580100000005000 0500021080001332   
0601SOB5+       20080101001585100000005000 0500021220001337   
0601SOB5+       20080101001590100000005000 0500021370001342   
0601SOB5+       20080101001595100000005000 0500021510001346   
0601SOB5+       20080101001600100000005000 0500021650001351   
0601SOB5+       20080101001605100000005000 0500021800001356   
0601SOB5+       20080101001610100000005000 0500021940001361   
0601SOB5+       20080101001615100000005000 0500022080001365   
0601SOB5+       20080101001620100000005000 0500022230001370   
0601SOB5+       20080101001625100000005000 0500022380001375   
0601SOB5+       20080101001630100000005000 0500022530001380   
0601SOB5+       20080101001635100000005000 0500022680001385   
0601SOB5+       20080101001640100000005000 0500022820001389   
0601SOB5+       20080101001645100000005000 0500022970001394   
0601SOB5+       20080101001650100000005000 0500023120001399   
0601SOB5+       20080101001655100000005000 0500023260001403   
0601SOB5+       20080101001660100000005000 0500023410001408   
0601SOB5+       20080101001665100000005000 0500023560001413   
0601SOB5+       20080101001670100000005000 0500023720001418   
0601SOB5+       20080101001675100000005000 0500023870001423   
0601SOB5+       20080101001680100000005000 0500024020001428   
0601SOB5+       20080101001685100000005000 0500024180001433   
0601SOB5+       20080101001690100000005000 0500024340001438   
0601SOB5+       20080101001695100000005000 0500024490001443   
0601SOB5+       20080101001700100000100000 0500000000001550   
0601SOB5+       20080101001800100000200000 0500000000001737   
0601SOB5+       20080101002000100000500000 0500000000002100   
0601SOB5+       20080101002500100000500000 0500000000002354   
0601SOB5+       20080101003000100006999900 0500000000002863   
0601SOB6+       20080101000000100000080000 0600000040000052   
0601SOB6+       20080101000080100000005000 0600000040000048   
0601SOB6+       20080101000085100000005000 0600000040000046   
0601SOB6+       20080101000090100000005000 0600000040000043   
0601SOB6+       20080101000095100000005000 0600000040000041   
0601SOB6+       20080101000100100000005000 0600000040000039   
0601SOB6+       20080101000105100000005000 0600000040000037   
0601SOB6+       20080101000110100000005000 0600000040000036   
0601SOB6+       20080101000115100000005000 0600000040000034   
0601SOB6+       20080101000120100000005000 0600000040000033   
0601SOB6+       20080101000125100000005000 0600000040000031   
0601SOB6+       20080101000130100000005000 0600000040000030   
0601SOB6+       20080101000135100000005000 0600000040000029   
0601SOB6+       20080101000140100000005000 0600000040000028   
0601SOB6+       20080101000145100000005000 0600000040000027   
0601SOB6+       20080101000150100000005000 0600000040000026   
0601SOB6+       20080101000155100000005000 0600000040000025   
0601SOB6+       20080101000160100000005000 0600000040000025   
0601SOB6+       20080101000165100000005000 0600000040000024   
0601SOB6+       20080101000170100000005000 0600000040000023   
0601SOB6+       20080101000175100000005000 0600000040000023   
0601SOB6+       20080101000180100000005000 0600000040000022   
0601SOB6+       20080101000185100000005000 0600000040000021   
0601SOB6+       20080101000190100000005000 0600000040000021   
0601SOB6+       20080101000195100000005000 0600000040000020   
0601SOB6+       20080101000200100000005000 0600000040000020   
0601SOB6+       20080101000205100000005000 0600000040000019   
0601SOB6+       20080101000210100000005000 0600000040000019   
0601SOB6+       20080101000215100000005000 0600000040000018   
0601SOB6+       20080101000220100000005000 0600000040000018   
0601SOB6+       20080101000225100000005000 0600000040000018   
0601SOB6+       20080101000230100000005000 0600000040000017   
0601SOB6+       20080101000235100000005000 0600000040000017   
0601SOB6+       20080101000240100000005000 0600000040000016   
0601SOB6+       20080101000245100000005000 0600000040000016   
0601SOB6+       20080101000250100000005000 0600000040000016   
0601SOB6+       20080101000255100000005000 0600000040000016   
0601SOB6+       20080101000260100000005000 0600000040000015   
0601SOB6+       20080101000265100000005000 0600000040000015   
0601SOB6+       20080101000270100000005000 0600000040000015   
0601SOB6+       20080101000275100000005000 0600000040000014   
0601SOB6+       20080101000280100000005000 0600000040000014   
0601SOB6+       20080101000285100000005000 0600000040000014   
0601SOB6+       20080101000290100000005000 0600000040000014   
0601SOB6+       20080101000295100000005000 0600000040000013   
0601SOB6+       20080101000300100000005000 0600000040000013   
0601SOB6+       20080101000305100000005000 0600000040000013   
0601SOB6+       20080101000310100000005000 0600000040000013   
0601SOB6+       20080101000315100000005000 0600000040000013   
0601SOB6+       20080101000320100000005000 0600000040000012   
0601SOB6+       20080101000325100000005000 0600000040000012   
0601SOB6+       20080101000330100000005000 0600000040000012   
0601SOB6+       20080101000335100000005000 0600000040000012   
0601SOB6+       20080101000340100000005000 0600000040000012   
0601SOB6+       20080101000345100000005000 0600000040000012   
0601SOB6+       20080101000350100000005000 0600000040000011   
0601SOB6+       20080101000355100000005000 0600000040000011   
0601SOB6+       20080101000360100000005000 0600000040000011   
0601SOB6+       20080101000365100000005000 0600000040000011   
0601SOB6+       20080101000370100000005000 0600000040000011   
0601SOB6+       20080101000375100000005000 0600000040000011   
0601SOB6+       20080101000380100000005000 0600000040000010   
0601SOB6+       20080101000385100000005000 0600000040000010   
0601SOB6+       20080101000390100000005000 0600000040000010   
0601SOB6+       20080101000395100000005000 0600000040000010   
