00ZG               20081202                                                                                   
0601ZGB3+       20090101001920100000005000 0300020250001053   
0601ZGB3+       20090101001925100000005000 0300020370001057   
0601ZGB3+       20090101001930100000005000 0300020490001060   
0601ZGB3+       20090101001935100000005000 0300020620001064   
0601ZGB3+       20090101001940100000005000 0300020740001068   
0601ZGB3+       20090101001945100000005000 0300020870001072   
0601ZGB3+       20090101001950100000005000 0300020990001075   
0601ZGB3+       20090101001955100000005000 0300021110001078   
0601ZGB3+       20090101001960100000005000 0300021240001082   
0601ZGB3+       20090101001965100000005000 0300021360001086   
0601ZGB3+       20090101001970100000005000 0300021480001089   
0601ZGB3+       20090101001975100000005000 0300021610001093   
0601ZGB3+       20090101001980100000005000 0300021730001096   
0601ZGB3+       20090101001985100000005000 0300021860001100   
0601ZGB3+       20090101001990100000005000 0300021980001103   
0601ZGB3+       20090101001995100000005000 0300022100001106   
0601ZGB3+       20090101002000100000005000 0300022230001110   
0601ZGB3+       20090101002005100000005000 0300022350001113   
0601ZGB3+       20090101002010100000005000 0300022480001117   
0601ZGB3+       20090101002015100000005000 0300022600001120   
0601ZGB3+       20090101002020100000005000 0300022720001123   
0601ZGB3+       20090101002025100000005000 0300022850001127   
0601ZGB3+       20090101002030100000005000 0300022970001130   
0601ZGB3+       20090101002035100000005000 0300023090001133   
0601ZGB3+       20090101002040100000005000 0300023220001137   
0601ZGB3+       20090101002045100000005000 0300023340001140   
0601ZGB3+       20090101002050100000005000 0300023470001143   
0601ZGB3+       20090101002055100000005000 0300023590001147   
0601ZGB3+       20090101002060100000005000 0300023710001150   
0601ZGB3+       20090101002065100000005000 0300023840001153   
0601ZGB3+       20090101002070100000005000 0300023960001156   
0601ZGB3+       20090101002075100000005000 0300024080001159   
0601ZGB3+       20090101002080100000005000 0300024210001163   
0601ZGB3+       20090101002085100000005000 0300024330001166   
0601ZGB3+       20090101002090100000005000 0300024460001169   
0601ZGB3+       20090101002095100000005000 0300024580001172   
0601ZGB3+       20090101002100100000005000 0300024700001175   
0601ZGB3+       20090101002105100000005000 0300024830001178   
0601ZGB3+       20090101002110100000005000 0300024950001181   
0601ZGB3+       20090101002115100000005000 0300025070001184   
0601ZGB3+       20090101002120100000005000 0300025200001187   
0601ZGB3+       20090101002125100000005000 0300025320001190   
0601ZGB3+       20090101002130100000005000 0300025450001193   
0601ZGB3+       20090101002135100000005000 0300025570001196   
0601ZGB3+       20090101002140100000005000 0300025690001199   
0601ZGB3+       20090101002145100000005000 0300025820001202   
0601ZGB3+       20090101002150100000005000 0300025940001205   
0601ZGB3+       20090101002155100000005000 0300026060001208   
0601ZGB3+       20090101002160100000005000 0300026190001211   
0601ZGB3+       20090101002165100000005000 0300026310001214   
0601ZGB3+       20090101002170100000005000 0300026440001217   
0601ZGB3+       20090101002175100000005000 0300026560001220   
0601ZGB3+       20090101002180100000005000 0300026690001223   
0601ZGB3+       20090101002185100000005000 0300026810001226   
0601ZGB3+       20090101002190100000005000 0300026940001229   
0601ZGB3+       20090101002195100000005000 0300027070001232   
0601ZGB3+       20090101002200100000005000 0300027200001235   
0601ZGB3+       20090101002205100000005000 0300027320001238   
0601ZGB3+       20090101002210100000005000 0300027450001241   
0601ZGB3+       20090101002215100000005000 0300027580001244   
0601ZGB3+       20090101002220100000005000 0300027700001246   
0601ZGB3+       20090101002225100000005000 0300027830001249   
0601ZGB3+       20090101002230100000005000 0300027960001252   
0601ZGB3+       20090101002235100000005000 0300028090001255   
0601ZGB3+       20090101002240100000005000 0300028210001258   
0601ZGB3+       20090101002245100000005000 0300028340001261   
0601ZGB3+       20090101002250100000005000 0300028470001264   
0601ZGB3+       20090101002255100000005000 0300028600001267   
0601ZGB3+       20090101002260100000005000 0300028720001269   
0601ZGB3+       20090101002265100000005000 0300028850001272   
0601ZGB3+       20090101002270100000005000 0300028980001275   
0601ZGB3+       20090101002275100000005000 0300029110001278   
0601ZGB3+       20090101002280100000005000 0300029230001281   
0601ZGB3+       20090101002285100000005000 0300029360001283   
0601ZGB3+       20090101002290100000005000 0300029490001286   
0601ZGB3+       20090101002295100000005000 0300029620001289   
0601ZGB3+       20090101002300100000005000 0300029740001292   
0601ZGB3+       20090101002305100000005000 0300029870001294   
0601ZGB3+       20090101002310100000005000 0300030000001297   
0601ZGB3+       20090101002315100000005000 0300030130001300   
0601ZGB3+       20090101002320100000005000 0300030250001302   
0601ZGB3+       20090101002325100000005000 0300030380001305   
0601ZGB3+       20090101002330100000005000 0300030510001308   
0601ZGB3+       20090101002335100000005000 0300030640001311   
0601ZGB3+       20090101002340100000005000 0300030760001313   
0601ZGB3+       20090101002345100000005000 0300030890001316   
0601ZGB3+       20090101002350100000005000 0300031020001319   
0601ZGB3+       20090101002355100000005000 0300031140001321   
0601ZGB3+       20090101002360100000005000 0300031270001324   
0601ZGB3+       20090101002365100000005000 0300031400001326   
0601ZGB3+       20090101002370100000005000 0300031530001329   
0601ZGB3+       20090101002375100000005000 0300031650001331   
0601ZGB3+       20090101002380100000005000 0300031780001334   
0601ZGB3+       20090101002385100000005000 0300031910001337   
0601ZGB3+       20090101002390100000005000 0300032040001339   
0601ZGB3+       20090101002395100000005000 0300032160001341   
0601ZGB3+       20090101002400100000005000 0300032290001344   
0601ZGB3+       20090101002405100000005000 0300032420001347   
0601ZGB3+       20090101002410100000005000 0300032550001349   
0601ZGB3+       20090101002415100000005000 0300032670001351   
0601ZGB3+       20090101002420100000005000 0300032800001354   
0601ZGB3+       20090101002425100000005000 0300032930001357   
0601ZGB3+       20090101002430100000005000 0300033060001359   
0601ZGB3+       20090101002435100000005000 0300033180001361   
0601ZGB3+       20090101002440100000005000 0300033310001364   
0601ZGB3+       20090101002445100000005000 0300033440001366   
0601ZGB3+       20090101002450100000005000 0300033570001369   
0601ZGB3+       20090101002455100000005000 0300033690001371   
0601ZGB3+       20090101002460100000005000 0300033820001373   
0601ZGB3+       20090101002465100000005000 0300033950001376   
0601ZGB3+       20090101002470100000005000 0300034070001378   
0601ZGB3+       20090101002475100000005000 0300034200001380   
0601ZGB3+       20090101002480100000005000 0300034330001383   
0601ZGB3+       20090101002485100000005000 0300034460001385   
0601ZGB3+       20090101002490100000005000 0300034580001387   
0601ZGB3+       20090101002495100000005000 0300034710001390   
0601ZGB3+       20090101002500100000005000 0300034840001392   
0601ZGB3+       20090101002505100000005000 0300034970001395   
0601ZGB3+       20090101002510100000005000 0300035090001397   
0601ZGB3+       20090101002515100000005000 0300035220001399   
0601ZGB3+       20090101002520100000005000 0300035350001401   
0601ZGB3+       20090101002525100000005000 0300035480001404   
0601ZGB3+       20090101002530100000005000 0300035600001406   
0601ZGB3+       20090101002535100000005000 0300035730001408   
0601ZGB3+       20090101002540100000005000 0300035860001410   
0601ZGB3+       20090101002545100000005000 0300035990001413   
0601ZGB3+       20090101002550100000005000 0300036110001415   
0601ZGB3+       20090101002555100000005000 0300036240001417   
0601ZGB3+       20090101002560100000005000 0300036370001419   
0601ZGB3+       20090101002565100000005000 0300036500001422   
0601ZGB3+       20090101002570100000005000 0300036620001424   
0601ZGB3+       20090101002575100000005000 0300036750001426   
0601ZGB3+       20090101002580100000005000 0300036880001428   
0601ZGB3+       20090101002585100000005000 0300037010001430   
0601ZGB3+       20090101002590100000005000 0300037140001433   
0601ZGB3+       20090101002595100000005000 0300037270001435   
0601ZGB3+       20090101002600100000005000 0300037400001437   
0601ZGB3+       20090101002605100000005000 0300037530001439   
0601ZGB3+       20090101002610100000005000 0300037660001442   
0601ZGB3+       20090101002615100000005000 0300037790001444   
0601ZGB3+       20090101002620100000005000 0300037920001446   
0601ZGB3+       20090101002625100000005000 0300038050001448   
0601ZGB3+       20090101002630100000005000 0300038180001450   
0601ZGB3+       20090101002635100000005000 0300038310001453   
0601ZGB3+       20090101002640100000005000 0300038450001455   
0601ZGB3+       20090101002645100000005000 0300038580001457   
0601ZGB3+       20090101002650100000005000 0300038710001459   
0601ZGB3+       20090101002655100000005000 0300038840001462   
0601ZGB3+       20090101002660100000005000 0300038970001464   
0601ZGB3+       20090101002665100000005000 0300039100001466   
0601ZGB3+       20090101002670100000005000 0300039230001468   
0601ZGB3+       20090101002675100000005000 0300039360001470   
0601ZGB3+       20090101002680100000005000 0300039490001472   
0601ZGB3+       20090101002685100000005000 0300039630001475   
0601ZGB3+       20090101002690100000005000 0300039760001477   
0601ZGB3+       20090101002695100000005000 0300039890001479   
0601ZGB3+       20090101002700100000005000 0300040020001481   
0601ZGB3+       20090101002705100000005000 0300040150001483   
0601ZGB3+       20090101002710100000005000 0300040280001485   
0601ZGB3+       20090101002715100000005000 0300040410001487   
0601ZGB3+       20090101002720100000005000 0300040540001489   
0601ZGB3+       20090101002725100000005000 0300040670001491   
0601ZGB3+       20090101002730100000005000 0300040800001493   
0601ZGB3+       20090101002735100000005000 0300040940001496   
0601ZGB3+       20090101002740100000005000 0300041070001498   
0601ZGB3+       20090101002745100000005000 0300041200001500   
0601ZGB3+       20090101002750100000005000 0300041330001502   
0601ZGB3+       20090101002755100000005000 0300041460001504   
0601ZGB3+       20090101002760100000005000 0300041590001506   
0601ZGB3+       20090101002765100000005000 0300041720001507   
0601ZGB3+       20090101002770100000005000 0300041850001509   
0601ZGB3+       20090101002775100000005000 0300041980001511   
0601ZGB3+       20090101002780100000005000 0300042120001514   
0601ZGB3+       20090101002785100000005000 0300042250001516   
0601ZGB3+       20090101002790100000005000 0300042380001518   
0601ZGB3+       20090101002795100000005000 0300042510001520   
0601ZGB3+       20090101002800100000005000 0300042640001521   
0601ZGB3+       20090101002805100000005000 0300042770001523   
0601ZGB3+       20090101002810100000005000 0300042900001525   
0601ZGB3+       20090101002815100000005000 0300043030001527   
0601ZGB3+       20090101002820100000005000 0300043160001529   
0601ZGB3+       20090101002825100000005000 0300043290001531   
0601ZGB3+       20090101002830100000005000 0300043430001533   
0601ZGB3+       20090101002835100000005000 0300043560001535   
0601ZGB3+       20090101002840100000005000 0300043690001537   
0601ZGB3+       20090101002845100000005000 0300043820001539   
0601ZGB3+       20090101002850100000005000 0300043950001541   
0601ZGB3+       20090101002855100000005000 0300044080001543   
0601ZGB3+       20090101002860100000005000 0300044210001544   
0601ZGB3+       20090101002865100000005000 0300044340001546   
0601ZGB3+       20090101002870100000005000 0300044470001548   
0601ZGB3+       20090101002875100000005000 0300044610001550   
0601ZGB3+       20090101002880100000005000 0300044740001552   
0601ZGB3+       20090101002885100000005000 0300044870001554   
0601ZGB3+       20090101002890100000005000 0300045000001556   
0601ZGB3+       20090101002895100000005000 0300045130001558   
0601ZGB3+       20090101002900100000005000 0300045260001559   
0601ZGB3+       20090101002905100000005000 0300045390001561   
0601ZGB3+       20090101002910100000005000 0300045520001563   
0601ZGB3+       20090101002915100000005000 0300045650001565   
0601ZGB3+       20090101002920100000005000 0300045780001566   
0601ZGB3+       20090101002925100000005000 0300045920001569   
0601ZGB3+       20090101002930100000005000 0300046050001570   
0601ZGB3+       20090101002935100000005000 0300046180001572   
0601ZGB3+       20090101002940100000005000 0300046310001574   
0601ZGB3+       20090101002945100000005000 0300046440001576   
0601ZGB3+       20090101002950100000005000 0300046570001577   
0601ZGB3+       20090101002955100000005000 0300046700001579   
0601ZGB3+       20090101002960100000005000 0300046830001581   
0601ZGB3+       20090101002965100000005000 0300046960001582   
0601ZGB3+       20090101002970100000005000 0300047090001584   
0601ZGB3+       20090101002975100000005000 0300047230001586   
0601ZGB3+       20090101002980100000005000 0300047360001588   
0601ZGB3+       20090101002985100000005000 0300047490001590   
0601ZGB3+       20090101002990100000005000 0300047620001591   
0601ZGB3+       20090101002995100000005000 0300047750001593   
0601ZGB3+       20090101003000100000005000 0300047880001595   
0601ZGB3+       20090101003005100000005000 0300048010001596   
0601ZGB3+       20090101003010100000005000 0300048140001598   
0601ZGB3+       20090101003015100000005000 0300048270001600   
0601ZGB3+       20090101003020100000005000 0300048410001602   
0601ZGB3+       20090101003025100000005000 0300048540001603   
0601ZGB3+       20090101003030100000005000 0300048670001605   
0601ZGB3+       20090101003035100000005000 0300048800001607   
0601ZGB3+       20090101003040100000005000 0300048930001608   
0601ZGB3+       20090101003045100000005000 0300049060001610   
0601ZGB3+       20090101003050100000005000 0300049190001611   
0601ZGB3+       20090101003055100000005000 0300049320001613   
0601ZGB3+       20090101003060100000005000 0300049450001615   
0601ZGB3+       20090101003065100000005000 0300049580001616   
0601ZGB3+       20090101003070100000005000 0300049720001618   
0601ZGB3+       20090101003075100000005000 0300049830001619   
0601ZGB3+       20090101003080100000005000 0300049950001620   
0601ZGB3+       20090101003085100000005000 0300050070001622   
0601ZGB3+       20090101003090100000005000 0300050180001623   
0601ZGB3+       20090101003095100000005000 0300050300001624   
0601ZGB3+       20090101003100100000005000 0300050420001625   
0601ZGB3+       20090101003105100000005000 0300050530001626   
0601ZGB3+       20090101003110100000005000 0300050650001627   
0601ZGB3+       20090101003115100000005000 0300050760001628   
0601ZGB3+       20090101003120100000005000 0300050880001629   
0601ZGB3+       20090101003125100000005000 0300051000001631   
0601ZGB3+       20090101003130100000005000 0300051110001632   
0601ZGB3+       20090101003135100000005000 0300051230001633   
0601ZGB3+       20090101003140100000005000 0300051350001634   
0601ZGB3+       20090101003145100000005000 0300051460001635   
0601ZGB3+       20090101003150100000005000 0300051580001636   
0601ZGB3+       20090101003155100000005000 0300051700001637   
0601ZGB3+       20090101003160100000005000 0300051810001638   
0601ZGB3+       20090101003165100000005000 0300051930001639   
0601ZGB3+       20090101003170100000005000 0300052050001641   
0601ZGB3+       20090101003175100000005000 0300052160001642   
0601ZGB3+       20090101003180100000005000 0300052280001643   
0601ZGB3+       20090101003185100000005000 0300052400001644   
0601ZGB3+       20090101003190100000005000 0300052510001645   
0601ZGB3+       20090101003195100000005000 0300052630001646   
0601ZGB3+       20090101003200100000005000 0300052740001647   
0601ZGB3+       20090101003205100000005000 0300052860001648   
0601ZGB3+       20090101003210100000005000 0300052980001649   
0601ZGB3+       20090101003215100000005000 0300053090001650   
0601ZGB3+       20090101003220100000005000 0300053210001651   
0601ZGB3+       20090101003225100000005000 0300053330001652   
0601ZGB3+       20090101003230100000005000 0300053440001653   
0601ZGB3+       20090101003235100000005000 0300053560001654   
0601ZGB3+       20090101003240100000005000 0300053680001656   
0601ZGB3+       20090101003245100000005000 0300053790001656   
0601ZGB3+       20090101003250100000005000 0300053910001657   
0601ZGB3+       20090101003255100000005000 0300054030001659   
0601ZGB3+       20090101003260100000005000 0300054140001659   
0601ZGB3+       20090101003265100000005000 0300054260001661   
0601ZGB3+       20090101003270100000005000 0300054370001661   
0601ZGB3+       20090101003275100000005000 0300054490001663   
0601ZGB3+       20090101003280100000005000 0300054610001664   
0601ZGB3+       20090101003285100000005000 0300054720001664   
0601ZGB3+       20090101003290100000005000 0300054840001666   
0601ZGB3+       20090101003295100000005000 0300054960001667   
0601ZGB3+       20090101003300100000005000 0300055070001668   
0601ZGB3+       20090101003305100000005000 0300055190001669   
0601ZGB3+       20090101003310100000005000 0300055310001670   
0601ZGB3+       20090101003315100000005000 0300055420001671   
0601ZGB3+       20090101003320100000005000 0300055540001672   
0601ZGB3+       20090101003325100000005000 0300055660001673   
0601ZGB3+       20090101003330100000005000 0300055770001674   
0601ZGB3+       20090101003335100000005000 0300055890001675   
0601ZGB3+       20090101003340100000005000 0300056010001676   
0601ZGB3+       20090101003345100000005000 0300056120001676   
0601ZGB3+       20090101003350100000005000 0300056240001678   
0601ZGB3+       20090101003355100000005000 0300056350001678   
0601ZGB3+       20090101003360100000005000 0300056470001679   
0601ZGB3+       20090101003365100000005000 0300056590001680   
0601ZGB3+       20090101003370100000005000 0300056700001681   
0601ZGB3+       20090101003375100000005000 0300056820001682   
0601ZGB3+       20090101003380100000005000 0300056940001683   
0601ZGB3+       20090101003385100000005000 0300057050001684   
0601ZGB3+       20090101003390100000005000 0300057170001685   
0601ZGB3+       20090101003395100000005000 0300057290001686   
0601ZGB3+       20090101003400100000005000 0300057400001687   
0601ZGB3+       20090101003405100000005000 0300057520001688   
0601ZGB3+       20090101003410100000005000 0300057640001689   
0601ZGB3+       20090101003415100000005000 0300057750001690   
0601ZGB3+       20090101003420100000005000 0300057870001691   
0601ZGB3+       20090101003425100000005000 0300057990001692   
0601ZGB3+       20090101003430100000005000 0300058100001693   
0601ZGB3+       20090101003435100000005000 0300058220001694   
0601ZGB3+       20090101003440100000005000 0300058330001694   
0601ZGB3+       20090101003445100000005000 0300058450001695   
0601ZGB3+       20090101003450100000005000 0300058570001696   
0601ZGB3+       20090101003455100000005000 0300058680001697   
0601ZGB3+       20090101003460100000005000 0300058800001698   
0601ZGB3+       20090101003465100000005000 0300058920001699   
0601ZGB3+       20090101003470100000005000 0300059030001700   
0601ZGB3+       20090101003475100000005000 0300059150001701   
0601ZGB3+       20090101003480100000005000 0300059270001702   
0601ZGB3+       20090101003485100000005000 0300059380001703   
0601ZGB3+       20090101003490100000005000 0300059500001704   
0601ZGB3+       20090101003495100000005000 0300059620001705   
0601ZGB3+       20090101003500100000005000 0300059730001705   
0601ZGB3+       20090101003505100000005000 0300059850001706   
0601ZGB3+       20090101003510100000005000 0300059970001707   
0601ZGB3+       20090101003515100000005000 0300060080001708   
0601ZGB3+       20090101003520100000005000 0300060200001709   
0601ZGB3+       20090101003525100000005000 0300060310001710   
0601ZGB3+       20090101003530100000005000 0300060430001711   
0601ZGB3+       20090101003535100000005000 0300060550001712   
0601ZGB3+       20090101003540100000005000 0300060660001712   
0601ZGB3+       20090101003545100000005000 0300060780001713   
0601ZGB3+       20090101003550100000005000 0300060900001714   
0601ZGB3+       20090101003555100000005000 0300061010001715   
0601ZGB3+       20090101003560100000005000 0300061130001716   
0601ZGB3+       20090101003565100000005000 0300061250001717   
0601ZGB3+       20090101003570100000005000 0300061360001718   
0601ZGB3+       20090101003575100000005000 0300061480001719   
0601ZGB3+       20090101003580100000005000 0300061600001719   
0601ZGB3+       20090101003585100000005000 0300061710001720   
0601ZGB3+       20090101003590100000005000 0300061830001721   
0601ZGB3+       20090101003595100000005000 0300061950001722   
0601ZGB3+       20090101003600100000005000 0300062060001723   
0601ZGB3+       20090101003605100000005000 0300062180001724   
0601ZGB3+       20090101003610100000005000 0300062290001724   
0601ZGB3+       20090101003615100000005000 0300062410001725   
0601ZGB3+       20090101003620100000005000 0300062530001726   
0601ZGB3+       20090101003625100000005000 0300062640001727   
0601ZGB3+       20090101003630100000005000 0300062760001728   
0601ZGB3+       20090101003635100000005000 0300062880001729   
0601ZGB3+       20090101003640100000005000 0300062990001729   
0601ZGB3+       20090101003645100000005000 0300063110001730   
0601ZGB3+       20090101003650100000005000 0300063230001731   
0601ZGB3+       20090101003655100000005000 0300063340001732   
0601ZGB3+       20090101003660100000005000 0300063460001733   
0601ZGB3+       20090101003665100000005000 0300063580001734   
0601ZGB3+       20090101003670100000005000 0300063690001734   
0601ZGB3+       20090101003675100000005000 0300063810001735   
0601ZGB3+       20090101003680100000005000 0300063920001736   
0601ZGB3+       20090101003685100000005000 0300064040001737   
0601ZGB3+       20090101003690100000005000 0300064160001738   
0601ZGB3+       20090101003695100000005000 0300064270001738   
0601ZGB3+       20090101003700100000005000 0300064390001739   
0601ZGB3+       20090101003705100000005000 0300064510001740   
0601ZGB3+       20090101003710100000005000 0300064620001741   
0601ZGB3+       20090101003715100000005000 0300064740001741   
0601ZGB3+       20090101003720100000005000 0300064860001742   
0601ZGB3+       20090101003725100000005000 0300064970001743   
0601ZGB3+       20090101003730100000005000 0300065090001744   
0601ZGB3+       20090101003735100000005000 0300065210001745   
0601ZGB3+       20090101003740100000005000 0300065320001745   
0601ZGB3+       20090101003745100000005000 0300065440001746   
0601ZGB3+       20090101003750100000005000 0300065560001747   
0601ZGB3+       20090101003755100000005000 0300065670001748   
0601ZGB3+       20090101003760100000005000 0300065790001749   
0601ZGB3+       20090101003765100000005000 0300065900001749   
0601ZGB3+       20090101003770100000005000 0300066020001750   
0601ZGB3+       20090101003775100000005000 0300066140001751   
0601ZGB3+       20090101003780100000005000 0300066250001751   
0601ZGB3+       20090101003785100000005000 0300066370001752   
0601ZGB3+       20090101003790100000005000 0300066490001753   
0601ZGB3+       20090101003795100000005000 0300066600001754   
0601ZGB3+       20090101003800100000005000 0300066720001755   
0601ZGB3+       20090101003805100000005000 0300066840001755   
0601ZGB3+       20090101003810100000005000 0300066950001756   
0601ZGB3+       20090101003815100000005000 0300067070001757   
0601ZGB3+       20090101003820100000005000 0300067190001758   
0601ZGB3+       20090101003825100000005000 0300067300001758   
0601ZGB3+       20090101003830100000005000 0300067420001759   
0601ZGB3+       20090101003835100000005000 0300067540001760   
0601ZGB3+       20090101003840100000005000 0300067650001761   
0601ZGB3+       20090101003845100000005000 0300067770001761   
0601ZGB3+       20090101003850100000005000 0300067880001762   
0601ZGB3+       20090101003855100000005000 0300068000001763   
0601ZGB3+       20090101003860100000005000 0300068120001764   
0601ZGB3+       20090101003865100000005000 0300068230001764   
0601ZGB3+       20090101003870100000005000 0300068350001765   
0601ZGB3+       20090101003875100000005000 0300068470001766   
0601ZGB3+       20090101003880100000005000 0300068580001766   
0601ZGB3+       20090101003885100000005000 0300068700001767   
0601ZGB3+       20090101003890100000005000 0300068820001768   
0601ZGB3+       20090101003895100000005000 0300068930001769   
0601ZGB3+       20090101003900100000005000 0300069050001769   
0601ZGB3+       20090101003905100000005000 0300069170001770   
0601ZGB3+       20090101003910100000005000 0300069280001771   
0601ZGB3+       20090101003915100000005000 0300069400001772   
0601ZGB3+       20090101003920100000005000 0300069520001772   
0601ZGB3+       20090101003925100000005000 0300069630001773   
0601ZGB3+       20090101003930100000005000 0300069750001774   
0601ZGB3+       20090101003935100000005000 0300069860001774   
0601ZGB3+       20090101003940100000005000 0300069980001775   
0601ZGB3+       20090101003945100000005000 0300070100001776   
0601ZGB3+       20090101003950100000005000 0300070210001776   
0601ZGB3+       20090101003955100000005000 0300070330001777   
0601ZGB3+       20090101003960100000005000 0300070450001778   
0601ZGB3+       20090101003965100000005000 0300070560001778   
0601ZGB3+       20090101003970100000005000 0300070680001779   
0601ZGB3+       20090101003975100000005000 0300070800001780   
0601ZGB3+       20090101003980100000005000 0300070910001781   
0601ZGB3+       20090101003985100000005000 0300071030001781   
0601ZGB3+       20090101003990100000005000 0300071150001782   
0601ZGB3+       20090101003995100000005000 0300071260001783   
0601ZGB3+       20090101004000100000005000 0300071380001783   
0601ZGB3+       20090101004005100000005000 0300071500001784   
0601ZGB3+       20090101004010100000005000 0300071610001785   
0601ZGB3+       20090101004015100000005000 0300071730001785   
0601ZGB3+       20090101004020100000005000 0300071840001786   
0601ZGB3+       20090101004025100000005000 0300071960001787   
0601ZGB3+       20090101004030100000005000 0300072080001787   
0601ZGB3+       20090101004035100000005000 0300072190001788   
0601ZGB3+       20090101004040100000005000 0300072310001789   
0601ZGB3+       20090101004045100000005000 0300072430001789   
0601ZGB3+       20090101004050100000005000 0300072540001790   
0601ZGB3+       20090101004055100000005000 0300072660001791   
0601ZGB3+       20090101004060100000005000 0300072780001792   
0601ZGB3+       20090101004065100000005000 0300072890001792   
0601ZGB3+       20090101004070100000005000 0300073010001793   
0601ZGB3+       20090101004075100000005000 0300073130001794   
0601ZGB3+       20090101004080100000005000 0300073240001794   
0601ZGB3+       20090101004085100000005000 0300073360001795   
0601ZGB3+       20090101004090100000005000 0300073480001795   
0601ZGB3+       20090101004095100000005000 0300073590001796   
0601ZGB3+       20090101004100100000005000 0300073710001797   
0601ZGB3+       20090101004105100000005000 0300073820001797   
0601ZGB3+       20090101004110100000005000 0300073940001798   
0601ZGB3+       20090101004115100000005000 0300074060001799   
0601ZGB3+       20090101004120100000005000 0300074170001799   
0601ZGB3+       20090101004125100000005000 0300074290001800   
0601ZGB3+       20090101004130100000005000 0300074410001801   
0601ZGB3+       20090101004135100000005000 0300074520001801   
0601ZGB3+       20090101004140100000005000 0300074640001802   
0601ZGB3+       20090101004145100000005000 0300074760001803   
0601ZGB3+       20090101004150100000005000 0300074870001803   
0601ZGB3+       20090101004155100000005000 0300074990001804   
0601ZGB3+       20090101004160100000005000 0300075110001804   
0601ZGB3+       20090101004165100000005000 0300075220001805   
0601ZGB3+       20090101004170100000005000 0300075340001806   
0601ZGB3+       20090101004175100000005000 0300075450001806   
0601ZGB3+       20090101004180100000005000 0300075570001807   
0601ZGB3+       20090101004185100000005000 0300075690001808   
0601ZGB3+       20090101004190100000005000 0300075800001808   
0601ZGB3+       20090101004195100000005000 0300075920001809   
0601ZGB3+       20090101004200100000005000 0300076040001809   
0601ZGB3+       20090101004205100000005000 0300076150001810   
0601ZGB3+       20090101004210100000005000 0300076270001811   
0601ZGB3+       20090101004215100000005000 0300076390001811   
0601ZGB3+       20090101004220100000005000 0300076500001812   
0601ZGB3+       20090101004225100000005000 0300076620001812   
0601ZGB3+       20090101004230100000005000 0300076740001813   
0601ZGB3+       20090101004235100000005000 0300076850001814   
0601ZGB3+       20090101004240100000005000 0300076970001814   
0601ZGB3+       20090101004245100000005000 0300077090001815   
0601ZGB3+       20090101004250100000005000 0300077200001815   
0601ZGB3+       20090101004255100000005000 0300077320001816   
0601ZGB3+       20090101004260100000005000 0300077430001817   
0601ZGB3+       20090101004265100000005000 0300077550001817   
0601ZGB3+       20090101004270100000005000 0300077670001818   
0601ZGB3+       20090101004275100000005000 0300077780001818   
0601ZGB3+       20090101004280100000005000 0300077900001819   
0601ZGB3+       20090101004285100000005000 0300078020001820   
0601ZGB3+       20090101004290100000005000 0300078130001820   
0601ZGB3+       20090101004295100000005000 0300078250001821   
0601ZGB3+       20090101004300100000005000 0300078370001821   
0601ZGB3+       20090101004305100000005000 0300078480001822   
0601ZGB3+       20090101004310100000005000 0300078600001823   
0601ZGB3+       20090101004315100000005000 0300078720001823   
0601ZGB3+       20090101004320100000005000 0300078830001824   
0601ZGB3+       20090101004325100000005000 0300078950001824   
0601ZGB3+       20090101004330100000005000 0300079070001825   
0601ZGB3+       20090101004335100000005000 0300079180001825   
0601ZGB3+       20090101004340100000005000 0300079300001826   
0601ZGB3+       20090101004345100000005000 0300079410001827   
0601ZGB3+       20090101004350100000005000 0300079530001827   
0601ZGB3+       20090101004355100000005000 0300079650001828   
0601ZGB3+       20090101004360100000005000 0300079760001828   
0601ZGB3+       20090101004365100000005000 0300079880001829   
0601ZGB3+       20090101004370100000005000 0300080000001830   
0601ZGB3+       20090101004375100000005000 0300080110001830   
0601ZGB3+       20090101004380100000005000 0300080230001831   
0601ZGB3+       20090101004385100000005000 0300080350001831   
0601ZGB3+       20090101004390100000005000 0300080460001832   
0601ZGB3+       20090101004395100000005000 0300080580001832   
0601ZGB3+       20090101004400100000005000 0300080700001833   
0601ZGB3+       20090101004405100000005000 0300080810001833   
0601ZGB3+       20090101004410100000005000 0300080930001834   
0601ZGB3+       20090101004415100000005000 0300081050001835   
0601ZGB3+       20090101004420100000005000 0300081160001835   
0601ZGB3+       20090101004425100000005000 0300081280001836   
0601ZGB3+       20090101004430100000005000 0300081390001836   
0601ZGB3+       20090101004435100000005000 0300081510001837   
0601ZGB3+       20090101004440100000005000 0300081630001837   
0601ZGB3+       20090101004445100000005000 0300081740001838   
0601ZGB3+       20090101004450100000005000 0300081860001839   
0601ZGB3+       20090101004455100000005000 0300081980001839   
0601ZGB3+       20090101004460100000005000 0300082090001840   
0601ZGB3+       20090101004465100000005000 0300082210001840   
0601ZGB3+       20090101004470100000005000 0300082330001841   
0601ZGB3+       20090101004475100000005000 0300082440001841   
0601ZGB3+       20090101004480100000005000 0300082560001842   
0601ZGB3+       20090101004485100000005000 0300082680001842   
0601ZGB3+       20090101004490100000005000 0300082790001843   
0601ZGB3+       20090101004495100000005000 0300082910001843   
0601ZGB3+       20090101004500100000005000 0300083020001844   
