00ZG               20081202                                                                                   
0601ZGB3d       20090101003445100000005000 0300056240001631   
0601ZGB3d       20090101003450100000005000 0300056350001632   
0601ZGB3d       20090101003455100000005000 0300056470001633   
0601ZGB3d       20090101003460100000005000 0300056580001634   
0601ZGB3d       20090101003465100000005000 0300056690001635   
0601ZGB3d       20090101003470100000005000 0300056800001636   
0601ZGB3d       20090101003475100000005000 0300056920001637   
0601ZGB3d       20090101003480100000005000 0300057030001638   
0601ZGB3d       20090101003485100000005000 0300057140001638   
0601ZGB3d       20090101003490100000005000 0300057250001639   
0601ZGB3d       20090101003495100000005000 0300057370001640   
0601ZGB3d       20090101003500100000005000 0300057480001641   
0601ZGB3d       20090101003505100000005000 0300057590001642   
0601ZGB3d       20090101003510100000005000 0300057700001643   
0601ZGB3d       20090101003515100000005000 0300057820001644   
0601ZGB3d       20090101003520100000005000 0300057930001645   
0601ZGB3d       20090101003525100000005000 0300058040001645   
0601ZGB3d       20090101003530100000005000 0300058160001646   
0601ZGB3d       20090101003535100000005000 0300058270001647   
0601ZGB3d       20090101003540100000005000 0300058380001648   
0601ZGB3d       20090101003545100000005000 0300058490001649   
0601ZGB3d       20090101003550100000005000 0300058610001650   
0601ZGB3d       20090101003555100000005000 0300058720001651   
0601ZGB3d       20090101003560100000005000 0300058830001651   
0601ZGB3d       20090101003565100000005000 0300058940001652   
0601ZGB3d       20090101003570100000005000 0300059060001653   
0601ZGB3d       20090101003575100000005000 0300059170001654   
0601ZGB3d       20090101003580100000005000 0300059280001655   
0601ZGB3d       20090101003585100000005000 0300059390001655   
0601ZGB3d       20090101003590100000005000 0300059510001657   
0601ZGB3d       20090101003595100000005000 0300059620001657   
0601ZGB3d       20090101003600100000005000 0300059730001658   
0601ZGB3d       20090101003605100000005000 0300059840001659   
0601ZGB3d       20090101003610100000005000 0300059960001660   
0601ZGB3d       20090101003615100000005000 0300060070001661   
0601ZGB3d       20090101003620100000005000 0300060180001661   
0601ZGB3d       20090101003625100000005000 0300060290001662   
0601ZGB3d       20090101003630100000005000 0300060410001663   
0601ZGB3d       20090101003635100000005000 0300060520001664   
0601ZGB3d       20090101003640100000005000 0300060630001665   
0601ZGB3d       20090101003645100000005000 0300060740001665   
0601ZGB3d       20090101003650100000005000 0300060860001666   
0601ZGB3d       20090101003655100000005000 0300060970001667   
0601ZGB3d       20090101003660100000005000 0300061080001668   
0601ZGB3d       20090101003665100000005000 0300061190001668   
0601ZGB3d       20090101003670100000005000 0300061310001669   
0601ZGB3d       20090101003675100000005000 0300061420001670   
0601ZGB3d       20090101003680100000005000 0300061530001671   
0601ZGB3d       20090101003685100000005000 0300061640001672   
0601ZGB3d       20090101003690100000005000 0300061760001673   
0601ZGB3d       20090101003695100000005000 0300061870001673   
0601ZGB3d       20090101003700100000005000 0300061980001674   
0601ZGB3d       20090101003705100000005000 0300062090001675   
0601ZGB3d       20090101003710100000005000 0300062210001676   
0601ZGB3d       20090101003715100000005000 0300062320001676   
0601ZGB3d       20090101003720100000005000 0300062430001677   
0601ZGB3d       20090101003725100000005000 0300062540001678   
0601ZGB3d       20090101003730100000005000 0300062660001679   
0601ZGB3d       20090101003735100000005000 0300062770001679   
0601ZGB3d       20090101003740100000005000 0300062880001680   
0601ZGB3d       20090101003745100000005000 0300062990001681   
0601ZGB3d       20090101003750100000005000 0300063110001682   
0601ZGB3d       20090101003755100000005000 0300063220001683   
0601ZGB3d       20090101003760100000005000 0300063330001683   
0601ZGB3d       20090101003765100000005000 0300063440001684   
0601ZGB3d       20090101003770100000005000 0300063560001685   
0601ZGB3d       20090101003775100000005000 0300063670001686   
0601ZGB3d       20090101003780100000005000 0300063780001686   
0601ZGB3d       20090101003785100000005000 0300063890001687   
0601ZGB3d       20090101003790100000005000 0300064010001688   
0601ZGB3d       20090101003795100000005000 0300064120001688   
0601ZGB3d       20090101003800100000005000 0300064230001689   
0601ZGB3d       20090101003805100000005000 0300064340001690   
0601ZGB3d       20090101003810100000005000 0300064460001691   
0601ZGB3d       20090101003815100000005000 0300064570001691   
0601ZGB3d       20090101003820100000005000 0300064680001692   
0601ZGB3d       20090101003825100000005000 0300064790001693   
0601ZGB3d       20090101003830100000005000 0300064910001694   
0601ZGB3d       20090101003835100000005000 0300065020001694   
0601ZGB3d       20090101003840100000005000 0300065130001695   
0601ZGB3d       20090101003845100000005000 0300065240001696   
0601ZGB3d       20090101003850100000005000 0300065360001697   
0601ZGB3d       20090101003855100000005000 0300065470001697   
0601ZGB3d       20090101003860100000005000 0300065580001698   
0601ZGB3d       20090101003865100000005000 0300065690001699   
0601ZGB3d       20090101003870100000005000 0300065810001699   
0601ZGB3d       20090101003875100000005000 0300065920001700   
0601ZGB3d       20090101003880100000005000 0300066030001701   
0601ZGB3d       20090101003885100000005000 0300066140001701   
0601ZGB3d       20090101003890100000005000 0300066260001702   
0601ZGB3d       20090101003895100000005000 0300066370001703   
0601ZGB3d       20090101003900100000005000 0300066480001704   
0601ZGB3d       20090101003905100000005000 0300066590001704   
0601ZGB3d       20090101003910100000005000 0300066710001705   
0601ZGB3d       20090101003915100000005000 0300066820001706   
0601ZGB3d       20090101003920100000005000 0300066930001706   
0601ZGB3d       20090101003925100000005000 0300067040001707   
0601ZGB3d       20090101003930100000005000 0300067160001708   
0601ZGB3d       20090101003935100000005000 0300067270001708   
0601ZGB3d       20090101003940100000005000 0300067380001709   
0601ZGB3d       20090101003945100000005000 0300067490001710   
0601ZGB3d       20090101003950100000005000 0300067610001711   
0601ZGB3d       20090101003955100000005000 0300067720001711   
0601ZGB3d       20090101003960100000005000 0300067830001712   
0601ZGB3d       20090101003965100000005000 0300067950001713   
0601ZGB3d       20090101003970100000005000 0300068060001713   
0601ZGB3d       20090101003975100000005000 0300068170001714   
0601ZGB3d       20090101003980100000005000 0300068280001715   
0601ZGB3d       20090101003985100000005000 0300068400001715   
0601ZGB3d       20090101003990100000005000 0300068510001716   
0601ZGB3d       20090101003995100000005000 0300068620001717   
0601ZGB3d       20090101004000100000005000 0300068730001717   
0601ZGB3d       20090101004005100000005000 0300068850001718   
0601ZGB3d       20090101004010100000005000 0300068960001719   
0601ZGB3d       20090101004015100000005000 0300069070001719   
0601ZGB3d       20090101004020100000005000 0300069180001720   
0601ZGB3d       20090101004025100000005000 0300069300001721   
0601ZGB3d       20090101004030100000005000 0300069410001721   
0601ZGB3d       20090101004035100000005000 0300069520001722   
0601ZGB3d       20090101004040100000005000 0300069630001722   
0601ZGB3d       20090101004045100000005000 0300069750001723   
0601ZGB3d       20090101004050100000005000 0300069860001724   
0601ZGB3d       20090101004055100000005000 0300069970001724   
0601ZGB3d       20090101004060100000005000 0300070080001725   
0601ZGB3d       20090101004065100000005000 0300070200001726   
0601ZGB3d       20090101004070100000005000 0300070310001726   
0601ZGB3d       20090101004075100000005000 0300070420001727   
0601ZGB3d       20090101004080100000005000 0300070530001728   
0601ZGB3d       20090101004085100000005000 0300070650001728   
0601ZGB3d       20090101004090100000005000 0300070760001729   
0601ZGB3d       20090101004095100000005000 0300070870001730   
0601ZGB3d       20090101004100100000005000 0300070980001730   
0601ZGB3d       20090101004105100000005000 0300071100001731   
0601ZGB3d       20090101004110100000005000 0300071210001732   
0601ZGB3d       20090101004115100000005000 0300071320001732   
0601ZGB3d       20090101004120100000005000 0300071430001733   
0601ZGB3d       20090101004125100000005000 0300071550001733   
0601ZGB3d       20090101004130100000005000 0300071660001734   
0601ZGB3d       20090101004135100000005000 0300071770001735   
0601ZGB3d       20090101004140100000005000 0300071880001735   
0601ZGB3d       20090101004145100000005000 0300072000001736   
0601ZGB3d       20090101004150100000005000 0300072110001737   
0601ZGB3d       20090101004155100000005000 0300072220001737   
0601ZGB3d       20090101004160100000005000 0300072330001738   
0601ZGB3d       20090101004165100000005000 0300072450001738   
0601ZGB3d       20090101004170100000005000 0300072560001739   
0601ZGB3d       20090101004175100000005000 0300072670001740   
0601ZGB3d       20090101004180100000005000 0300072780001740   
0601ZGB3d       20090101004185100000005000 0300072900001741   
0601ZGB3d       20090101004190100000005000 0300073010001741   
0601ZGB3d       20090101004195100000005000 0300073120001742   
0601ZGB3d       20090101004200100000005000 0300073230001743   
0601ZGB3d       20090101004205100000005000 0300073350001743   
0601ZGB3d       20090101004210100000005000 0300073460001744   
0601ZGB3d       20090101004215100000005000 0300073570001744   
0601ZGB3d       20090101004220100000005000 0300073680001745   
0601ZGB3d       20090101004225100000005000 0300073800001746   
0601ZGB3d       20090101004230100000005000 0300073910001746   
0601ZGB3d       20090101004235100000005000 0300074020001747   
0601ZGB3d       20090101004240100000005000 0300074130001747   
0601ZGB3d       20090101004245100000005000 0300074250001748   
0601ZGB3d       20090101004250100000005000 0300074360001749   
0601ZGB3d       20090101004255100000005000 0300074470001749   
0601ZGB3d       20090101004260100000005000 0300074580001750   
0601ZGB3d       20090101004265100000005000 0300074700001750   
0601ZGB3d       20090101004270100000005000 0300074810001751   
0601ZGB3d       20090101004275100000005000 0300074920001751   
0601ZGB3d       20090101004280100000005000 0300075030001752   
0601ZGB3d       20090101004285100000005000 0300075150001753   
0601ZGB3d       20090101004290100000005000 0300075260001753   
0601ZGB3d       20090101004295100000005000 0300075370001754   
0601ZGB3d       20090101004300100000005000 0300075480001754   
0601ZGB3d       20090101004305100000005000 0300075600001755   
0601ZGB3d       20090101004310100000005000 0300075710001756   
0601ZGB3d       20090101004315100000005000 0300075820001756   
0601ZGB3d       20090101004320100000005000 0300075930001757   
0601ZGB3d       20090101004325100000005000 0300076050001757   
0601ZGB3d       20090101004330100000005000 0300076160001758   
0601ZGB3d       20090101004335100000005000 0300076270001758   
0601ZGB3d       20090101004340100000005000 0300076380001759   
0601ZGB3d       20090101004345100000005000 0300076500001760   
0601ZGB3d       20090101004350100000005000 0300076610001760   
0601ZGB3d       20090101004355100000005000 0300076720001761   
0601ZGB3d       20090101004360100000005000 0300076830001761   
0601ZGB3d       20090101004365100000005000 0300076950001762   
0601ZGB3d       20090101004370100000005000 0300077060001762   
0601ZGB3d       20090101004375100000005000 0300077170001763   
0601ZGB3d       20090101004380100000005000 0300077280001763   
0601ZGB3d       20090101004385100000005000 0300077400001764   
0601ZGB3d       20090101004390100000005000 0300077510001765   
0601ZGB3d       20090101004395100000005000 0300077620001765   
0601ZGB3d       20090101004400100000005000 0300077740001766   
0601ZGB3d       20090101004405100000005000 0300077850001766   
0601ZGB3d       20090101004410100000005000 0300077960001767   
0601ZGB3d       20090101004415100000005000 0300078070001767   
0601ZGB3d       20090101004420100000005000 0300078190001768   
0601ZGB3d       20090101004425100000005000 0300078300001768   
0601ZGB3d       20090101004430100000005000 0300078410001769   
0601ZGB3d       20090101004435100000005000 0300078520001769   
0601ZGB3d       20090101004440100000005000 0300078640001770   
0601ZGB3d       20090101004445100000005000 0300078750001771   
0601ZGB3d       20090101004450100000005000 0300078860001771   
0601ZGB3d       20090101004455100000005000 0300078970001772   
0601ZGB3d       20090101004460100000005000 0300079090001772   
0601ZGB3d       20090101004465100000005000 0300079200001773   
0601ZGB3d       20090101004470100000005000 0300079310001773   
0601ZGB3d       20090101004475100000005000 0300079420001774   
0601ZGB3d       20090101004480100000005000 0300079540001774   
0601ZGB3d       20090101004485100000005000 0300079650001775   
0601ZGB3d       20090101004490100000005000 0300079760001775   
0601ZGB3d       20090101004495100000005000 0300079870001776   
0601ZGB3d       20090101004500100000005000 0300079990001777   
0601ZGB3d       20090101004505100000005000 0300080100001777   
0601ZGB3d       20090101004510100000005000 0300080210001778   
0601ZGB3d       20090101004515100000005000 0300080320001778   
0601ZGB3d       20090101004520100000005000 0300080440001779   
0601ZGB3d       20090101004525100000005000 0300080550001779   
0601ZGB3d       20090101004530100000005000 0300080660001780   
0601ZGB3d       20090101004535100000005000 0300080770001780   
0601ZGB3d       20090101004540100000005000 0300080890001781   
0601ZGB3d       20090101004545100000005000 0300081000001781   
0601ZGB3d       20090101004550100000005000 0300081110001782   
0601ZGB3d       20090101004555100000005000 0300081220001782   
0601ZGB3d       20090101004560100000005000 0300081340001783   
0601ZGB3d       20090101004565100000005000 0300081450001783   
0601ZGB3d       20090101004570100000005000 0300081560001784   
0601ZGB3d       20090101004575100000005000 0300081670001784   
0601ZGB3d       20090101004580100000005000 0300081790001785   
0601ZGB3d       20090101004585100000005000 0300081900001785   
0601ZGB3d       20090101004590100000005000 0300082010001786   
0601ZGB3d       20090101004595100000005000 0300082120001786   
0601ZGB3d       20090101004600100000005000 0300082240001787   
0601ZGB3d       20090101004605100000005000 0300082350001787   
0601ZGB3d       20090101004610100000005000 0300082460001788   
0601ZGB3d       20090101004615100000005000 0300082570001788   
0601ZGB3d       20090101004620100000005000 0300082690001789   
0601ZGB3d       20090101004625100000005000 0300082800001789   
0601ZGB3d       20090101004630100000005000 0300082910001790   
0601ZGB3d       20090101004635100000005000 0300083020001790   
0601ZGB3d       20090101004640100000005000 0300083140001791   
0601ZGB3d       20090101004645100000005000 0300083250001791   
0601ZGB3d       20090101004650100000005000 0300083360001792   
0601ZGB3d       20090101004655100000005000 0300083470001792   
0601ZGB3d       20090101004660100000005000 0300083590001793   
0601ZGB3d       20090101004665100000005000 0300083700001793   
0601ZGB3d       20090101004670100000005000 0300083810001794   
0601ZGB3d       20090101004675100000005000 0300083920001794   
0601ZGB3d       20090101004680100000005000 0300084040001795   
0601ZGB3d       20090101004685100000005000 0300084150001795   
0601ZGB3d       20090101004690100000005000 0300084260001796   
0601ZGB3d       20090101004695100000005000 0300084370001796   
0601ZGB3d       20090101004700100000005000 0300084490001797   
0601ZGB3d       20090101004705100000005000 0300084600001797   
0601ZGB3d       20090101004710100000005000 0300084710001798   
0601ZGB3d       20090101004715100000005000 0300084820001798   
0601ZGB3d       20090101004720100000005000 0300084940001799   
0601ZGB3d       20090101004725100000005000 0300085050001799   
0601ZGB3d       20090101004730100000005000 0300085160001799   
0601ZGB3d       20090101004735100000005000 0300085270001800   
0601ZGB3d       20090101004740100000005000 0300085390001801   
0601ZGB3d       20090101004745100000005000 0300085500001801   
0601ZGB3d       20090101004750100000005000 0300085610001801   
0601ZGB3d       20090101004755100000005000 0300085720001802   
0601ZGB3d       20090101004760100000005000 0300085840001802   
0601ZGB3d       20090101004765100000005000 0300085950001803   
0601ZGB3d       20090101004770100000005000 0300086060001803   
0601ZGB3d       20090101004775100000005000 0300086170001804   
0601ZGB3d       20090101004780100000005000 0300086290001804   
0601ZGB3d       20090101004785100000005000 0300086400001805   
0601ZGB3d       20090101004790100000005000 0300086510001805   
0601ZGB3d       20090101004795100000005000 0300086620001806   
0601ZGB3d       20090101004800100000005000 0300086740001806   
0601ZGB3d       20090101004805100000005000 0300086850001807   
0601ZGB3d       20090101004810100000005000 0300086960001807   
0601ZGB3d       20090101004815100000005000 0300087070001807   
0601ZGB3d       20090101004820100000005000 0300087190001808   
0601ZGB3d       20090101004825100000005000 0300087300001808   
0601ZGB3d       20090101004830100000005000 0300087410001809   
0601ZGB3d       20090101004835100000005000 0300087520001809   
0601ZGB3d       20090101004840100000005000 0300087640001810   
0601ZGB3d       20090101004845100000005000 0300087750001810   
0601ZGB3d       20090101004850100000005000 0300087860001811   
0601ZGB3d       20090101004855100000005000 0300087980001811   
0601ZGB3d       20090101004860100000005000 0300088090001812   
0601ZGB3d       20090101004865100000005000 0300088200001812   
0601ZGB3d       20090101004870100000005000 0300088310001812   
0601ZGB3d       20090101004875100000005000 0300088430001813   
0601ZGB3d       20090101004880100000005000 0300088540001813   
0601ZGB3d       20090101004885100000005000 0300088650001814   
0601ZGB3d       20090101004890100000005000 0300088760001814   
0601ZGB3d       20090101004895100000005000 0300088880001815   
0601ZGB3d       20090101004900100000005000 0300088990001815   
0601ZGB3d       20090101004905100000005000 0300089100001816   
0601ZGB3d       20090101004910100000005000 0300089210001816   
0601ZGB3d       20090101004915100000005000 0300089330001817   
0601ZGB3d       20090101004920100000005000 0300089440001817   
0601ZGB3d       20090101004925100000005000 0300089550001817   
0601ZGB3d       20090101004930100000005000 0300089660001818   
0601ZGB3d       20090101004935100000005000 0300089780001818   
0601ZGB3d       20090101004940100000005000 0300089890001819   
0601ZGB3d       20090101004945100000005000 0300090000001819   
0601ZGB3d       20090101004950100000005000 0300090110001819   
0601ZGB3d       20090101004955100000005000 0300090230001820   
0601ZGB3d       20090101004960100000005000 0300090340001820   
0601ZGB3d       20090101004965100000005000 0300090450001821   
0601ZGB3d       20090101004970100000005000 0300090560001821   
0601ZGB3d       20090101004975100000005000 0300090680001822   
0601ZGB3d       20090101004980100000005000 0300090790001822   
0601ZGB3d       20090101004985100000005000 0300090900001823   
0601ZGB3d       20090101004990100000005000 0300091010001823   
0601ZGB3d       20090101004995100000005000 0300091130001824   
0601ZGB3d       20090101005000100000005000 0300091240001824   
0601ZGB3d       20090101005005100000005000 0300091350001824   
0601ZGB3d       20090101005010100000005000 0300091460001825   
0601ZGB3d       20090101005015100000005000 0300091580001825   
0601ZGB3d       20090101005020100000005000 0300091690001826   
0601ZGB3d       20090101005025100000005000 0300091800001826   
0601ZGB3d       20090101005030100000005000 0300091910001826   
0601ZGB3d       20090101005035100000005000 0300092030001827   
0601ZGB3d       20090101005040100000005000 0300092140001827   
0601ZGB3d       20090101005045100000005000 0300092250001828   
0601ZGB3d       20090101005050100000005000 0300092360001828   
0601ZGB3d       20090101005055100000005000 0300092480001829   
0601ZGB3d       20090101005060100000005000 0300092590001829   
0601ZGB3d       20090101005065100000005000 0300092700001829   
0601ZGB3d       20090101005070100000005000 0300092810001830   
0601ZGB3d       20090101005075100000005000 0300092930001830   
0601ZGB3d       20090101005080100000005000 0300093040001831   
0601ZGB3d       20090101005085100000005000 0300093150001831   
0601ZGB3d       20090101005090100000005000 0300093260001831   
0601ZGB3d       20090101005095100000005000 0300093380001832   
0601ZGB3d       20090101005100100000005000 0300093490001832   
0601ZGB3d       20090101005105100000005000 0300093600001833   
0601ZGB3d       20090101005110100000005000 0300093710001833   
0601ZGB3d       20090101005115100000005000 0300093830001834   
0601ZGB3d       20090101005120100000005000 0300093940001834   
0601ZGB3d       20090101005125100000005000 0300094050001834   
0601ZGB3d       20090101005130100000005000 0300094160001835   
0601ZGB3d       20090101005135100000005000 0300094280001835   
0601ZGB3d       20090101005140100000005000 0300094390001835   
0601ZGB3d       20090101005145100000005000 0300094500001836   
0601ZGB3d       20090101005150100000005000 0300094610001836   
0601ZGB3d       20090101005155100000005000 0300094730001837   
0601ZGB3d       20090101005160100000005000 0300094840001837   
0601ZGB3d       20090101005165100000005000 0300094950001837   
0601ZGB3d       20090101005170100000005000 0300095060001838   
0601ZGB3d       20090101005175100000005000 0300095180001838   
0601ZGB3d       20090101005180100000005000 0300095290001839   
0601ZGB3d       20090101005185100000005000 0300095400001839   
0601ZGB3d       20090101005190100000005000 0300095510001839   
0601ZGB3d       20090101005195100000005000 0300095630001840   
0601ZGB3d       20090101005200100000005000 0300095740001840   
0601ZGB3d       20090101005205100000005000 0300095850001841   
0601ZGB3d       20090101005210100000005000 0300095960001841   
0601ZGB3d       20090101005215100000005000 0300096080001841   
0601ZGB3d       20090101005220100000005000 0300096190001842   
0601ZGB3d       20090101005225100000005000 0300096300001842   
0601ZGB3d       20090101005230100000005000 0300096410001843   
0601ZGB3d       20090101005235100000005000 0300096530001843   
0601ZGB3d       20090101005240100000005000 0300096640001843   
0601ZGB3d       20090101005245100000005000 0300096750001844   
0601ZGB3d       20090101005250100000005000 0300096860001844   
0601ZGB3d       20090101005255100000005000 0300096980001845   
0601ZGB3d       20090101005260100000005000 0300097090001845   
0601ZGB3d       20090101005265100000005000 0300097200001845   
0601ZGB3d       20090101005270100000005000 0300097310001846   
0601ZGB3d       20090101005275100000005000 0300097430001846   
0601ZGB3d       20090101005280100000005000 0300097540001846   
0601ZGB3d       20090101005285100000005000 0300097650001847   
0601ZGB3d       20090101005290100000005000 0300097770001847   
0601ZGB3d       20090101005295100000005000 0300097880001848   
0601ZGB3d       20090101005300100000005000 0300097990001848   
0601ZGB3d       20090101005305100000005000 0300098100001848   
0601ZGB3d       20090101005310100000005000 0300098220001849   
0601ZGB3d       20090101005315100000005000 0300098330001849   
0601ZGB3d       20090101005320100000005000 0300098440001850   
0601ZGB3d       20090101005325100000005000 0300098550001850   
0601ZGB3d       20090101005330100000005000 0300098670001850   
0601ZGB3d       20090101005335100000005000 0300098780001851   
0601ZGB3d       20090101005340100000005000 0300098890001851   
0601ZGB3d       20090101005345100000005000 0300099000001851   
0601ZGB3d       20090101005350100000005000 0300099120001852   
0601ZGB3d       20090101005355100000005000 0300099230001852   
0601ZGB3d       20090101005360100000005000 0300099340001852   
0601ZGB3d       20090101005365100000005000 0300099450001853   
0601ZGB3d       20090101005370100000005000 0300099570001853   
0601ZGB3d       20090101005375100000005000 0300099680001854   
0601ZGB3d       20090101005380100000005000 0300099790001854   
0601ZGB3d       20090101005385100000005000 0300099900001854   
0601ZGB3d       20090101005390100000005000 0300100020001855   
0601ZGB3d       20090101005395100000005000 0300100130001855   
0601ZGB3d       20090101005400100000005000 0300100240001855   
0601ZGB3d       20090101005405100000005000 0300100350001856   
0601ZGB3d       20090101005410100000005000 0300100470001856   
0601ZGB3d       20090101005415100000005000 0300100580001857   
0601ZGB3d       20090101005420100000005000 0300100690001857   
0601ZGB3d       20090101005425100000005000 0300100800001857   
0601ZGB3d       20090101005430100000005000 0300100920001858   
0601ZGB3d       20090101005435100000005000 0300101030001858   
0601ZGB3d       20090101005440100000005000 0300101140001858   
0601ZGB3d       20090101005445100000005000 0300101250001859   
0601ZGB3d       20090101005450100000005000 0300101370001859   
0601ZGB3d       20090101005455100000005000 0300101480001859   
0601ZGB3d       20090101005460100000005000 0300101590001860   
0601ZGB3d       20090101005465100000005000 0300101700001860   
0601ZGB3d       20090101005470100000005000 0300101820001861   
0601ZGB3d       20090101005475100000005000 0300101930001861   
0601ZGB3d       20090101005480100000005000 0300102040001861   
0601ZGB3d       20090101005485100000005000 0300102150001862   
0601ZGB3d       20090101005490100000005000 0300102270001862   
0601ZGB3d       20090101005495100000005000 0300102380001862   
0601ZGB3d       20090101005500100000005000 0300102490001863   
0601ZGB3d       20090101005505100000005000 0300102600001863   
0601ZGB3d       20090101005510100000005000 0300102720001863   
0601ZGB3d       20090101005515100000005000 0300102830001864   
0601ZGB3d       20090101005520100000005000 0300102940001864   
0601ZGB3d       20090101005525100000005000 0300103050001864   
0601ZGB3d       20090101005530100000005000 0300103170001865   
0601ZGB3d       20090101005535100000005000 0300103280001865   
0601ZGB3d       20090101005540100000005000 0300103390001865   
0601ZGB3d       20090101005545100000005000 0300103500001866   
0601ZGB3d       20090101005550100000005000 0300103620001866   
0601ZGB3d       20090101005555100000005000 0300103730001866   
0601ZGB3d       20090101005560100000005000 0300103840001867   
0601ZGB3d       20090101005565100000005000 0300103950001867   
0601ZGB3d       20090101005570100000005000 0300104070001868   
0601ZGB3d       20090101005575100000005000 0300104180001868   
0601ZGB3d       20090101005580100000005000 0300104290001868   
0601ZGB3d       20090101005585100000005000 0300104400001868   
0601ZGB3d       20090101005590100000005000 0300104520001869   
0601ZGB3d       20090101005595100000005000 0300104630001869   
0601ZGB3d       20090101005600100000005000 0300104740001870   
0601ZGB3d       20090101005605100000005000 0300104850001870   
0601ZGB3d       20090101005610100000005000 0300104970001870   
0601ZGB3d       20090101005615100000005000 0300105080001871   
0601ZGB3d       20090101005620100000005000 0300105190001871   
0601ZGB3d       20090101005625100000005000 0300105300001871   
0601ZGB3d       20090101005630100000005000 0300105420001872   
0601ZGB3d       20090101005635100000005000 0300105530001872   
0601ZGB3d       20090101005640100000005000 0300105640001872   
0601ZGB3d       20090101005645100000005000 0300105750001873   
0601ZGB3d       20090101005650100000005000 0300105870001873   
0601ZGB3d       20090101005655100000005000 0300105980001873   
0601ZGB3d       20090101005660100000005000 0300106090001874   
0601ZGB3d       20090101005665100000005000 0300106200001874   
0601ZGB3d       20090101005670100000005000 0300106320001874   
0601ZGB3d       20090101005675100000005000 0300106430001875   
0601ZGB3d       20090101005680100000005000 0300106540001875   
0601ZGB3d       20090101005685100000005000 0300106650001875   
0601ZGB3d       20090101005690100000005000 0300106770001876   
0601ZGB3d       20090101005695100000005000 0300106880001876   
0601ZGB3d       20090101005700100000005000 0300106990001876   
0601ZGB3d       20090101005705100000005000 0300107100001876   
0601ZGB3d       20090101005710100000005000 0300107220001877   
0601ZGB3d       20090101005715100000005000 0300107330001877   
0601ZGB3d       20090101005720100000005000 0300107440001878   
0601ZGB3d       20090101005725100000005000 0300107550001878   
0601ZGB3d       20090101005730100000005000 0300107670001878   
0601ZGB3d       20090101005735100000005000 0300107780001879   
0601ZGB3d       20090101005740100000005000 0300107890001879   
0601ZGB3d       20090101005745100000005000 0300108010001879   
0601ZGB3d       20090101005750100000005000 0300108120001880   
0601ZGB3d       20090101005755100000005000 0300108230001880   
0601ZGB3d       20090101005760100000005000 0300108340001880   
0601ZGB3d       20090101005765100000005000 0300108460001881   
0601ZGB3d       20090101005770100000005000 0300108570001881   
0601ZGB3d       20090101005775100000005000 0300108680001881   
0601ZGB3d       20090101005780100000005000 0300108790001881   
0601ZGB3d       20090101005785100000005000 0300108910001882   
0601ZGB3d       20090101005790100000005000 0300109020001882   
0601ZGB3d       20090101005795100000005000 0300109130001882   
0601ZGB3d       20090101005800100000005000 0300109240001883   
0601ZGB3d       20090101005805100000005000 0300109360001883   
0601ZGB3d       20090101005810100000005000 0300109470001883   
0601ZGB3d       20090101005815100000005000 0300109580001884   
0601ZGB3d       20090101005820100000005000 0300109690001884   
0601ZGB3d       20090101005825100000005000 0300109810001884   
0601ZGB3d       20090101005830100000005000 0300109920001885   
0601ZGB3d       20090101005835100000005000 0300110030001885   
0601ZGB3d       20090101005840100000005000 0300110140001885   
0601ZGB3d       20090101005845100000005000 0300110260001886   
0601ZGB3d       20090101005850100000005000 0300110370001886   
0601ZGB3d       20090101005855100000005000 0300110480001886   
0601ZGB3d       20090101005860100000005000 0300110590001886   
0601ZGB3d       20090101005865100000005000 0300110710001887   
0601ZGB3d       20090101005870100000005000 0300110820001887   
0601ZGB3d       20090101005875100000005000 0300110930001887   
0601ZGB3d       20090101005880100000005000 0300111040001888   
0601ZGB3d       20090101005885100000005000 0300111160001888   
0601ZGB3d       20090101005890100000005000 0300111270001888   
0601ZGB3d       20090101005895100000005000 0300111380001889   
0601ZGB3d       20090101005900100000005000 0300111490001889   
0601ZGB3d       20090101005905100000005000 0300111610001889   
0601ZGB3d       20090101005910100000005000 0300111720001890   
0601ZGB3d       20090101005915100000005000 0300111830001890   
0601ZGB3d       20090101005920100000005000 0300111940001890   
0601ZGB3d       20090101005925100000005000 0300112060001891   
0601ZGB3d       20090101005930100000005000 0300112170001891   
0601ZGB3d       20090101005935100000005000 0300112280001891   
0601ZGB3d       20090101005940100000005000 0300112390001891   
0601ZGB3d       20090101005945100000005000 0300112510001892   
0601ZGB3d       20090101005950100000005000 0300112620001892   
0601ZGB3d       20090101005955100000005000 0300112730001892   
0601ZGB3d       20090101005960100000005000 0300112840001892   
0601ZGB3d       20090101005965100000005000 0300112960001893   
0601ZGB3d       20090101005970100000005000 0300113070001893   
0601ZGB3d       20090101005975100000005000 0300113180001893   
0601ZGB3d       20090101005980100000005000 0300113290001894   
0601ZGB3d       20090101005985100000005000 0300113410001894   
0601ZGB3d       20090101005990100000005000 0300113520001894   
0601ZGB3d       20090101005995100000005000 0300113630001895   
0601ZGB3d       20090101006000100003999900 0300000000002200   
0601ZGB4d       20090101000000100000005000 0400000000000000   
0601ZGB4d       20090101000005100000005000 0400000000000000   
0601ZGB4d       20090101000010100000005000 0400000000000000   
0601ZGB4d       20090101000015100000005000 0400000000000000   
0601ZGB4d       20090101000020100000005000 0400000000000000   
